Orthogroup	CquinquefasciatusJHB2020	LlongipalpisASM
OG0002209	CQUJHB006118	LOC129789680, LOC129789687
OG0002210	CQUJHB000032	LOC129791980
OG0002211	CQUJHB005012, CQUJHB008285	LOC129787391
OG0002212	CQUJHB006368	LOC129797348
OG0002213	CQUJHB013538	LOC129788136
OG0002214	CQUJHB000717	LOC129788860
OG0002215	CQUJHB005950	LOC129786768
OG0002216	CQUJHB009349	LOC129794210
OG0002217	CQUJHB009119	LOC129793381, LOC129793379
OG0002218	CQUJHB015348	LOC129788862
OG0002219	CQUJHB006148	LOC129790860
OG0002220	CQUJHB003376	LOC129797609
OG0002221	CQUJHB016640	LOC129787562
OG0002222	CQUJHB010238	LOC129793261
OG0002223	CQUJHB008688	LOC129795732
OG0002224	CQUJHB008876, CQUJHB001015	LOC129797443
OG0002225	CQUJHB005632	LOC129795743, LOC129795745
OG0002226	CQUJHB007377	LOC129796496
OG0002227	CQUJHB007253	LOC129795589
OG0002229	CQUJHB005588	LOC129795588
OG0002230	CQUJHB014027	LOC129796777
OG0002231	CQUJHB011725, CQUJHB008978, CQUJHB015693	LOC129788560
OG0002232	CQUJHB016597	LOC129785910
OG0002233	CQUJHB016148	LOC129793461
OG0002234	CQUJHB009841	LOC129792716
OG0002235	CQUJHB010122	LOC129796803
OG0002236	CQUJHB007151	LOC129789903, LOC129797367
OG0002237	CQUJHB014136	LOC129787792
OG0002238	CQUJHB014723	LOC129786065
OG0002239	CQUJHB003596	LOC129797602
OG0002240	CQUJHB000437	LOC129790493
OG0002241	CQUJHB004604	LOC129787979
OG0002242	CQUJHB014480	LOC129787955
OG0002244	CQUJHB005805	LOC129788699
OG0002245	CQUJHB016908	LOC129794046
OG0002246	CQUJHB010050	LOC129788702
OG0002247	CQUJHB004418, CQUJHB009622	LOC129785965
OG0002248	CQUJHB016195	LOC129790227, LOC129797606
OG0002249	CQUJHB009438	LOC129789817
OG0002251	CQUJHB014276	LOC129789579
OG0002252	CQUJHB009674	LOC129786273
OG0002253	CQUJHB004508	LOC129788451
OG0002254	CQUJHB004592	LOC129793410
OG0002255	CQUJHB010680	LOC129796246
OG0002256	CQUJHB008335	LOC129793333
OG0002257	CQUJHB013146	LOC129786737
OG0002258	CQUJHB003065	LOC129788415
OG0002259	CQUJHB004536	LOC129785858
OG0002260	CQUJHB003014, CQUJHB015254	LOC129788509
OG0002261	CQUJHB010012	LOC129793788
OG0002262	CQUJHB003690	LOC129791873
OG0002263	CQUJHB003385	LOC129791669
OG0002264	CQUJHB006913	LOC129793023
OG0002265	CQUJHB007912	LOC129791657
OG0002266	CQUJHB000401	LOC129785912
OG0002267	CQUJHB011217	LOC129791731, LOC129791729
OG0002268	CQUJHB006856	LOC129797731
OG0002270	CQUJHB014938	LOC129795116
OG0002271	CQUJHB010861	LOC129795960
OG0002272	CQUJHB005130	LOC129790531
OG0002273	CQUJHB005373	LOC129794997
OG0002274	CQUJHB006935	LOC129788771
OG0002275	CQUJHB000691	LOC129788122, LOC129796151
OG0002276	CQUJHB003103	LOC129788796
OG0002277	CQUJHB005431	LOC129786934
OG0002278	CQUJHB002987	LOC129786933, LOC129786932
OG0002281	CQUJHB000127	LOC129787739
OG0002282	CQUJHB011642	LOC129788062, LOC129788066
OG0002283	CQUJHB002344	LOC129793663
OG0002284	CQUJHB001446	LOC129786555
OG0002285	CQUJHB002955, CQUJHB008269	LOC129788063
OG0002286	CQUJHB007418	LOC129793658
OG0002287	CQUJHB010863	LOC129793672
OG0002288	CQUJHB004334	LOC129793661
OG0002289	CQUJHB016882	LOC129788137
OG0002290	CQUJHB007502	LOC129789278
OG0002291	CQUJHB013153	LOC129787557
OG0002292	CQUJHB001130	LOC129795898
OG0002293	CQUJHB003490	LOC129794480
OG0002294	CQUJHB003662	LOC129786106
OG0002295	CQUJHB000982	LOC129797132
OG0002296	CQUJHB000898	LOC129790316
OG0002298	CQUJHB006545	LOC129792758
OG0002299	CQUJHB009293	LOC129797168
OG0002300	CQUJHB013387	LOC129787547
OG0002301	CQUJHB018039	LOC129797203
OG0002302	CQUJHB004570	LOC129797189
OG0002304	CQUJHB010742	LOC129795418
OG0002305	CQUJHB004635	LOC129797328, LOC129792354
OG0002306	CQUJHB013760	LOC129795987
OG0002307	CQUJHB005630	LOC129787027
OG0002308	CQUJHB011917	LOC129791629
OG0002309	CQUJHB004445	LOC129792903
OG0002310	CQUJHB009311	LOC129789716
OG0002311	CQUJHB006845	LOC129797452
OG0002312	CQUJHB004384	LOC129785887
OG0002313	CQUJHB015733	LOC129795613
OG0002314	CQUJHB012634	LOC129797510
OG0002315	CQUJHB009401	LOC129794653
OG0002316	CQUJHB003740	LOC129796203
OG0002317	CQUJHB011893, CQUJHB013333	LOC129793168
OG0002318	CQUJHB003199	LOC129790590
OG0002319	CQUJHB002990	LOC129797356
OG0002321	CQUJHB004639	LOC129787175
OG0002322	CQUJHB005601	LOC129789941, LOC129789940
OG0002325	CQUJHB010565	LOC129785876
OG0002326	CQUJHB013806	LOC129787545
OG0002328	CQUJHB009440	LOC129791851
OG0002329	CQUJHB008476	LOC129797403
OG0002330	CQUJHB009297	LOC129786253
OG0002331	CQUJHB000409	LOC129786187
OG0002332	CQUJHB009608	LOC129786748
OG0002333	CQUJHB014213	LOC129786299
OG0002334	CQUJHB009980	LOC129786267
OG0002335	CQUJHB012103	LOC129786296
OG0002336	CQUJHB007046	LOC129786256
OG0002337	CQUJHB016521	LOC129791435
OG0002338	CQUJHB016912	LOC129786699
OG0002339	CQUJHB000264, CQUJHB002185	LOC129796019
OG0002340	CQUJHB015241	LOC129795472
OG0002341	CQUJHB017309	LOC129795471
OG0002342	CQUJHB000893	LOC129791807
OG0002343	CQUJHB003320, CQUJHB010668	LOC129786936
OG0002344	CQUJHB010557	LOC129786043
OG0002346	CQUJHB006185	LOC129796797
OG0002347	CQUJHB014113	LOC129794184
OG0002348	CQUJHB006469	LOC129787124, LOC129789001
OG0002349	CQUJHB011400	LOC129787282
OG0002350	CQUJHB015440	LOC129787523
OG0002351	CQUJHB004563	LOC129787150
OG0002352	CQUJHB010594	LOC129790865, LOC129790231
OG0002353	CQUJHB006051	LOC129789284
OG0002355	CQUJHB005547	LOC129795357
OG0002356	CQUJHB018068	LOC129786496
OG0002357	CQUJHB013014, CQUJHB004041	LOC129796952
OG0002358	CQUJHB002612	LOC129789471
OG0002359	CQUJHB014974	LOC129796826
OG0002360	CQUJHB011367	LOC129793096
OG0002361	CQUJHB004650	LOC129794309
OG0002362	CQUJHB014684	LOC129786375
OG0002363	CQUJHB006766	LOC129792566
OG0002364	CQUJHB004756	LOC129786277
OG0002365	CQUJHB012487	LOC129792656
OG0002367	CQUJHB016718, CQUJHB012929	LOC129794620
OG0002368	CQUJHB012789	LOC129794057
OG0002369	CQUJHB007800	LOC129796302
OG0002370	CQUJHB009564	LOC129795401
OG0002371	CQUJHB012855	LOC129796313
OG0002372	CQUJHB016742	LOC129786076
OG0002373	CQUJHB000794	LOC129795733
OG0002374	CQUJHB016411	LOC129796619
OG0002375	CQUJHB009769	LOC129796931
OG0002376	CQUJHB007982	LOC129786382
OG0002377	CQUJHB003022	LOC129797330
OG0002378	CQUJHB006638	LOC129796930
OG0002379	CQUJHB017208	LOC129797640
OG0002380	CQUJHB010596	LOC129795616
OG0002381	CQUJHB009411	LOC129795607
OG0002382	CQUJHB012201	LOC129789462, LOC129786346
OG0002383	CQUJHB010836	LOC129797341
OG0002384	CQUJHB014687	LOC129797178
OG0002385	CQUJHB012067	LOC129793384
OG0002386	CQUJHB004362	LOC129788590
OG0002387	CQUJHB015201	LOC129790966, LOC129790962
OG0002388	CQUJHB012524	LOC129789974
OG0002389	CQUJHB010100	LOC129789922, LOC129789923
OG0002390	CQUJHB017513	LOC129790073
OG0002391	CQUJHB001336	LOC129789078
OG0002392	CQUJHB005239	LOC129790402
OG0002393	CQUJHB010590	LOC129796443
OG0002395	CQUJHB016537	LOC129789386
OG0002396	CQUJHB001013	LOC129787280
OG0002397	CQUJHB013685	LOC129792725
OG0002399	CQUJHB000834	LOC129794857, LOC129787284
OG0002400	CQUJHB018220	LOC129787157, LOC129790536, LOC129789042
OG0002401	CQUJHB017267	LOC129789667
OG0002402	CQUJHB015436	LOC129790284, LOC129789947
OG0002403	CQUJHB003337	LOC129789084, LOC129789088
OG0002404	CQUJHB010074	LOC129790472
OG0002406	CQUJHB018093	LOC129791173
OG0002408	CQUJHB000279	LOC129797670
OG0002409	CQUJHB001593	LOC129794649
OG0002410	CQUJHB013798	LOC129796322
OG0002411	CQUJHB011085	LOC129794916
OG0002412	CQUJHB012360	LOC129794580
OG0002414	CQUJHB002452	LOC129793151
OG0002415	CQUJHB015531	LOC129788332
OG0002416	CQUJHB001206	LOC129791826
OG0002417	CQUJHB005610	LOC129792313
OG0002418	CQUJHB006127	LOC129793117
OG0002419	CQUJHB015871	LOC129788994
OG0002420	CQUJHB015617, CQUJHB017009	LOC129789356
OG0002421	CQUJHB016995	LOC129787829
OG0002422	CQUJHB017800	LOC129788374
OG0002423	CQUJHB012261	LOC129792721
OG0002424	CQUJHB013532	LOC129791358
OG0002425	CQUJHB007575	LOC129790699
OG0002426	CQUJHB015489	LOC129790478
OG0002427	CQUJHB012702	LOC129787552
OG0002428	CQUJHB006392, CQUJHB003056	LOC129787827
OG0002429	CQUJHB010909	LOC129794503
OG0002430	CQUJHB012663, CQUJHB006534	LOC129792689
OG0002431	CQUJHB018145	LOC129794794
OG0002432	CQUJHB002271	LOC129790799
OG0002433	CQUJHB008079	LOC129796596
OG0002434	CQUJHB006991	LOC129796595
OG0002435	CQUJHB007429	LOC129788886
OG0002436	CQUJHB018128	LOC129795366
OG0002437	CQUJHB015695	LOC129793010
OG0002438	CQUJHB008564, CQUJHB008781	LOC129790698
OG0002439	CQUJHB003907	LOC129793416
OG0002440	CQUJHB011136	LOC129793387
OG0002441	CQUJHB011205	LOC129791833
OG0002442	CQUJHB000964	LOC129791169
OG0002443	CQUJHB003308	LOC129795304
OG0002444	CQUJHB013675	LOC129797612
OG0002445	CQUJHB005823	LOC129797371
OG0002446	CQUJHB014878	LOC129786723
OG0002447	CQUJHB011832	LOC129797406
OG0002448	CQUJHB013948	LOC129797407
OG0002449	CQUJHB005751	LOC129797012
OG0002450	CQUJHB010116	LOC129797097
OG0002451	CQUJHB013600	LOC129786982
OG0002452	CQUJHB017719	LOC129786996
OG0002453	CQUJHB013401	LOC129788324
OG0002454	CQUJHB013158	LOC129790669
OG0002455	CQUJHB008588	LOC129796197
OG0002456	CQUJHB003838	LOC129796391
OG0002457	CQUJHB002815	LOC129795197
OG0002458	CQUJHB000792	LOC129795191
OG0002459	CQUJHB002715	LOC129795190
OG0002460	CQUJHB011919	LOC129787295
OG0002461	CQUJHB010798	LOC129796078, LOC129787274
OG0002462	CQUJHB017675	LOC129797861
OG0002463	CQUJHB000507	LOC129793046
OG0002464	CQUJHB009902	LOC129797149
OG0002465	CQUJHB008691	LOC129785971
OG0002466	CQUJHB011920	LOC129796587
OG0002467	CQUJHB006115	LOC129796038
OG0002468	CQUJHB012385	LOC129797066
OG0002469	CQUJHB011123	LOC129797060
OG0002470	CQUJHB002211	LOC129790273
OG0002471	CQUJHB017557	LOC129789315
OG0002472	CQUJHB007761, CQUJHB001566	LOC129790898
OG0002473	CQUJHB012618	LOC129793956
OG0002474	CQUJHB006279	LOC129788869
OG0002475	CQUJHB001696	LOC129791133
OG0002476	CQUJHB001299	LOC129790070
OG0002477	CQUJHB009749	LOC129791388
OG0002478	CQUJHB000020	LOC129793190
OG0002479	CQUJHB017215	LOC129789103
OG0002480	CQUJHB013708	LOC129791874
OG0002481	CQUJHB005702	LOC129788471
OG0002482	CQUJHB000819	LOC129797133
OG0002483	CQUJHB000171	LOC129793504
OG0002484	CQUJHB010442	LOC129786397
OG0002485	CQUJHB005479	LOC129786440
OG0002486	CQUJHB007533	LOC129787049, LOC129793799
OG0002487	CQUJHB016355	LOC129786101
OG0002488	CQUJHB010277, CQUJHB010094	LOC129791947
OG0002489	CQUJHB006093, CQUJHB018006	LOC129797508
OG0002490	CQUJHB012668, CQUJHB015680	LOC129795544
OG0002491	CQUJHB013800	LOC129796181
OG0002492	CQUJHB015851	LOC129795956
OG0002493	CQUJHB015991	LOC129787146
OG0002494	CQUJHB007287	LOC129795595
OG0002495	CQUJHB008579	LOC129797046
OG0002496	CQUJHB017281	LOC129793195
OG0002497	CQUJHB003657	LOC129786854
OG0002498	CQUJHB000643	LOC129786470
OG0002499	CQUJHB007300	LOC129795391
OG0002500	CQUJHB011172	LOC129790765
OG0002501	CQUJHB007006	LOC129797391
OG0002502	CQUJHB013686	LOC129796088
OG0002503	CQUJHB015917	LOC129786336
OG0002504	CQUJHB008232	LOC129797393
OG0002505	CQUJHB012068, CQUJHB008038	LOC129790267
OG0002506	CQUJHB003498	LOC129786984
OG0002507	CQUJHB015187	LOC129786983
OG0002508	CQUJHB013504	LOC129787412
OG0002509	CQUJHB012352	LOC129796998
OG0002510	CQUJHB014679	LOC129791800
OG0002511	CQUJHB009676	LOC129797402
OG0002512	CQUJHB015655	LOC129790994
OG0002513	CQUJHB017553	LOC129786485, LOC129786483
OG0002514	CQUJHB017708	LOC129788143
OG0002515	CQUJHB006348, CQUJHB015063	LOC129797549
OG0002516	CQUJHB006557	LOC129792429
OG0002517	CQUJHB006228	LOC129791599
OG0002518	CQUJHB009619	LOC129794086
OG0002519	CQUJHB011239	LOC129786589
OG0002520	CQUJHB018416	LOC129795012
OG0002522	CQUJHB001129	LOC129793999
OG0002523	CQUJHB012857	LOC129792441, LOC129791102
OG0002524	CQUJHB012681	LOC129791630
OG0002525	CQUJHB001347	LOC129797592
OG0002526	CQUJHB001835	LOC129787633
OG0002527	CQUJHB013109	LOC129790487
OG0002528	CQUJHB014190	LOC129796578
OG0002529	CQUJHB010186	LOC129797613
OG0002530	CQUJHB007078, CQUJHB013495	LOC129789414
OG0002533	CQUJHB014674	LOC129796137
OG0002534	CQUJHB013984	LOC129789534
OG0002535	CQUJHB003824	LOC129794815
OG0002536	CQUJHB009733	LOC129791672
OG0002538	CQUJHB002497, CQUJHB005070	LOC129790714
OG0002539	CQUJHB008846	LOC129789052
OG0002540	CQUJHB011114	LOC129797495
OG0002541	CQUJHB011485	LOC129789005
OG0002542	CQUJHB012656	LOC129793750
OG0002543	CQUJHB017907	LOC129797455
OG0002544	CQUJHB005985	LOC129789455
OG0002545	CQUJHB004140	LOC129788989
OG0002546	CQUJHB017047	LOC129788340
OG0002547	CQUJHB017911	LOC129792314
OG0002548	CQUJHB014078	LOC129792134
OG0002550	CQUJHB004044	LOC129794627, LOC129797017
OG0002551	CQUJHB012002	LOC129786529, LOC129786533, LOC129786531
OG0002552	CQUJHB014048	LOC129786445
OG0002553	CQUJHB010136	LOC129789486
OG0002554	CQUJHB006278	LOC129795184
OG0002555	CQUJHB004110	LOC129786513
OG0002556	CQUJHB013878	LOC129796819
OG0002557	CQUJHB017473, CQUJHB005775	LOC129795783
OG0002558	CQUJHB002217	LOC129787179
OG0002561	CQUJHB015452	LOC129787231
OG0002562	CQUJHB012582	LOC129792527
OG0002563	CQUJHB014513	LOC129792521
OG0002564	CQUJHB010984	LOC129792823, LOC129792824
OG0002565	CQUJHB003369	LOC129795789
OG0002566	CQUJHB001402	LOC129795720
OG0002567	CQUJHB005685	LOC129796882
OG0002568	CQUJHB000006	LOC129795880
OG0002571	CQUJHB006090	LOC129790829
OG0002572	CQUJHB017578	LOC129788589
OG0002573	CQUJHB016861	LOC129797580
OG0002574	CQUJHB000934	LOC129790149
OG0002575	CQUJHB010355	LOC129786052
OG0002576	CQUJHB017097	LOC129786026
OG0002577	CQUJHB016962	LOC129792319
OG0002578	CQUJHB012644	LOC129796386
OG0002579	CQUJHB001217	LOC129795992
OG0002580	CQUJHB017277	LOC129788075
OG0002581	CQUJHB008792	LOC129788821
OG0002583	CQUJHB000170	LOC129788078
OG0002584	CQUJHB000376	LOC129795888
OG0002585	CQUJHB015510	LOC129796775
OG0002586	CQUJHB002474	LOC129786706
OG0002587	CQUJHB008457	LOC129796136
OG0002588	CQUJHB010356, CQUJHB017480	LOC129795432
OG0002589	CQUJHB007419, CQUJHB017663	LOC129795429
OG0002590	CQUJHB007825	LOC129795308
OG0002591	CQUJHB016206	LOC129797839
OG0002595	CQUJHB000364	LOC129791461
OG0002596	CQUJHB003929	LOC129797435
OG0002597	CQUJHB002609	LOC129796801
OG0002598	CQUJHB005715	LOC129793798
OG0002599	CQUJHB014079	LOC129788919, LOC129788918
OG0002600	CQUJHB014170	LOC129788917
OG0002601	CQUJHB005109	LOC129793503
OG0002602	CQUJHB013121	LOC129794214
OG0002603	CQUJHB007242	LOC129793616
OG0002604	CQUJHB011962	LOC129789823
OG0002605	CQUJHB005007	LOC129791149
OG0002606	CQUJHB009873	LOC129793535
OG0002607	CQUJHB004753	LOC129786254
OG0002608	CQUJHB014707	LOC129795860
OG0002609	CQUJHB009964	LOC129787569
OG0002610	CQUJHB012314	LOC129796402
OG0002611	CQUJHB006484	LOC129793043
OG0002612	CQUJHB007541, CQUJHB014776	LOC129791612
OG0002613	CQUJHB017552	LOC129795404
OG0002614	CQUJHB009165	LOC129797182
OG0002615	CQUJHB013323	LOC129797181
OG0002616	CQUJHB004053	LOC129796842
OG0002617	CQUJHB014044	LOC129797184
OG0002618	CQUJHB016262	LOC129791551
OG0002619	CQUJHB005387, CQUJHB012817	LOC129788926
OG0002620	CQUJHB001622	LOC129795615
OG0002623	CQUJHB009671	LOC129787768
OG0002624	CQUJHB006768	LOC129786992, LOC129786328
OG0002625	CQUJHB000731	LOC129786062
OG0002626	CQUJHB014604	LOC129795487
OG0002627	CQUJHB008047	LOC129787922
OG0002628	CQUJHB010447	LOC129787925
OG0002629	CQUJHB007559	LOC129786702
OG0002630	CQUJHB015682	LOC129786685
OG0002631	CQUJHB010106	LOC129788511
OG0002632	CQUJHB003136	LOC129789790
OG0002633	CQUJHB010113	LOC129797512
OG0002634	CQUJHB009470	LOC129790315
OG0002635	CQUJHB000728	LOC129797851, LOC129785829
OG0002636	CQUJHB014197	LOC129792847
OG0002637	CQUJHB001164	LOC129797840
OG0002638	CQUJHB004695, CQUJHB008952	LOC129792613
OG0002639	CQUJHB005136	LOC129789068
OG0002640	CQUJHB000308	LOC129789037
OG0002642	CQUJHB007883	LOC129793351
OG0002643	CQUJHB010422	LOC129790204
OG0002644	CQUJHB008871	LOC129791074
OG0002645	CQUJHB001356	LOC129788894
OG0002646	CQUJHB018457	LOC129786831
OG0002647	CQUJHB011256	LOC129791760
OG0002648	CQUJHB012024	LOC129788889
OG0002649	CQUJHB010624	LOC129795280
OG0002650	CQUJHB004020	LOC129792891
OG0002651	CQUJHB001729	LOC129797255
OG0002652	CQUJHB000162	LOC129793155
OG0002653	CQUJHB016662	LOC129786439
OG0002654	CQUJHB001055	LOC129796350
OG0002655	CQUJHB013077	LOC129797444
OG0002656	CQUJHB015806	LOC129797614
OG0002657	CQUJHB008092	LOC129790444
OG0002658	CQUJHB010572	LOC129790596
OG0002659	CQUJHB001345	LOC129787735
OG0002660	CQUJHB015998	LOC129790510
OG0002661	CQUJHB000685	LOC129793449
OG0002662	CQUJHB001289	LOC129796043
OG0002663	CQUJHB005294	LOC129795117
OG0002664	CQUJHB017689	LOC129795846
OG0002665	CQUJHB005976	LOC129790789
OG0002666	CQUJHB002953	LOC129789285
OG0002667	CQUJHB014443	LOC129793016
OG0002668	CQUJHB005696	LOC129792492
OG0002669	CQUJHB018482	LOC129792498
OG0002671	CQUJHB012955	LOC129786442
OG0002672	CQUJHB008399	LOC129793309
OG0002673	CQUJHB003072	LOC129789428
OG0002674	CQUJHB017149	LOC129786408
OG0002675	CQUJHB003537	LOC129791192
OG0002676	CQUJHB010937	LOC129786852
OG0002678	CQUJHB012239	LOC129790563
OG0002679	CQUJHB004260	LOC129795610
OG0002680	CQUJHB012667	LOC129786050
OG0002681	CQUJHB008560	LOC129795560
OG0002682	CQUJHB004519	LOC129797445
OG0002683	CQUJHB006002	LOC129797291
OG0002684	CQUJHB015994	LOC129792912
OG0002685	CQUJHB016204, CQUJHB009364	LOC129787159
OG0002688	CQUJHB003012	LOC129793915, LOC129786178
OG0002691	CQUJHB017902	LOC129785946
OG0002692	CQUJHB000399	LOC129788981
OG0002693	CQUJHB007979	LOC129789775
OG0002694	CQUJHB005894	LOC129788636
OG0002695	CQUJHB018357	LOC129789873
OG0002696	CQUJHB016207	LOC129792253
OG0002697	CQUJHB015223, CQUJHB014396	LOC129789854
OG0002698	CQUJHB000191, CQUJHB009764	LOC129795178
OG0002699	CQUJHB006257	LOC129787504
OG0002701	CQUJHB018235	LOC129791883
OG0002702	CQUJHB017824	LOC129793902, LOC129786946
OG0002703	CQUJHB012883	LOC129786645
OG0002704	CQUJHB005677	LOC129786726
OG0002705	CQUJHB015309	LOC129787415
OG0002706	CQUJHB006954	LOC129791437
OG0002707	CQUJHB009064	LOC129786763
OG0002708	CQUJHB014646	LOC129789791
OG0002709	CQUJHB004296	LOC129790141
OG0002710	CQUJHB010975, CQUJHB009120	LOC129790160
OG0002711	CQUJHB003110	LOC129789270
OG0002712	CQUJHB006081	LOC129790801
OG0002713	CQUJHB009419	LOC129792917, LOC129797476
OG0002714	CQUJHB012566	LOC129791727
OG0002715	CQUJHB011987	LOC129793361
OG0002716	CQUJHB012279	LOC129787000
OG0002717	CQUJHB001036	LOC129792895
OG0002718	CQUJHB008873	LOC129792901
OG0002719	CQUJHB003272	LOC129795851
OG0002720	CQUJHB007096	LOC129796584
OG0002721	CQUJHB009705	LOC129788588
OG0002723	CQUJHB004797	LOC129792821, LOC129791408
OG0002724	CQUJHB014011	LOC129793129
OG0002725	CQUJHB001455	LOC129796533
OG0002726	CQUJHB015298	LOC129792647, LOC129792670
OG0002728	CQUJHB005642	LOC129794945
OG0002729	CQUJHB004878	LOC129796594
OG0002730	CQUJHB000842	LOC129794886
OG0002731	CQUJHB007189	LOC129796598
OG0002732	CQUJHB017636	LOC129792070, LOC129792080
OG0002733	CQUJHB000668	LOC129796487
OG0002734	CQUJHB017177	LOC129788008
OG0002735	CQUJHB010265	LOC129790711
OG0002736	CQUJHB007073	LOC129791964
OG0002737	CQUJHB017928	LOC129788988, LOC129788983
OG0002738	CQUJHB001872	LOC129792731
OG0002739	CQUJHB003138	LOC129795470
OG0002740	CQUJHB006895	LOC129787546
OG0002741	CQUJHB013964, CQUJHB008974	LOC129796250
OG0002742	CQUJHB004019	LOC129795871
OG0002743	CQUJHB011213	LOC129793895
OG0002744	CQUJHB018454	LOC129786920
OG0002745	CQUJHB007694	LOC129789998
OG0002746	CQUJHB012821	LOC129790464
OG0002747	CQUJHB013511	LOC129788797
OG0002748	CQUJHB005087	LOC129788684, LOC129794873
OG0002749	CQUJHB014828	LOC129793463
OG0002750	CQUJHB013539	LOC129795625
OG0002751	CQUJHB017583, CQUJHB009012	LOC129795779
OG0002752	CQUJHB014117	LOC129790741
OG0002753	CQUJHB002493	LOC129788737
OG0002754	CQUJHB013283	LOC129790083
OG0002755	CQUJHB000567	LOC129791336
OG0002756	CQUJHB000491	LOC129792397
OG0002757	CQUJHB017655	LOC129792360
OG0002758	CQUJHB001767	LOC129792701
OG0002759	CQUJHB002397	LOC129793350
OG0002760	CQUJHB007807	LOC129793365
OG0002762	CQUJHB003803	LOC129788621
OG0002763	CQUJHB014238	LOC129788613
OG0002764	CQUJHB001583	LOC129797029
OG0002765	CQUJHB009022, CQUJHB015690	LOC129795195
OG0002766	CQUJHB011679	LOC129786616
OG0002767	CQUJHB005870	LOC129793377
OG0002768	CQUJHB017884	LOC129787001
OG0002769	CQUJHB008154	LOC129791728
OG0002770	CQUJHB003361	LOC129793944
OG0002771	CQUJHB015723	LOC129787983
OG0002772	CQUJHB009477	LOC129796663, LOC129788065
OG0002773	CQUJHB008171	LOC129791382
OG0002774	CQUJHB003745	LOC129788565
OG0002775	CQUJHB015681	LOC129796392
OG0002776	CQUJHB008014	LOC129789187
OG0002777	CQUJHB002983	LOC129793481
OG0002779	CQUJHB012394, CQUJHB004353	LOC129786111
OG0002780	CQUJHB009615	LOC129796617
OG0002781	CQUJHB014793, CQUJHB006808	LOC129791319
OG0002782	CQUJHB015335	LOC129792275
OG0002783	CQUJHB014898	LOC129789142
OG0002784	CQUJHB000246	LOC129786297
OG0002785	CQUJHB014794	LOC129797710, LOC129788023
OG0002786	CQUJHB013234	LOC129797126
OG0002787	CQUJHB007856	LOC129790695
OG0002788	CQUJHB007881	LOC129789942
OG0002789	CQUJHB009943	LOC129786363
OG0002790	CQUJHB003765	LOC129786777
OG0002791	CQUJHB000527	LOC129793562
OG0002792	CQUJHB011211	LOC129785974
OG0002793	CQUJHB013892	LOC129788547, LOC129789095
OG0002794	CQUJHB006425	LOC129786025
OG0002795	CQUJHB015869	LOC129796476
OG0002796	CQUJHB009593, CQUJHB007584	LOC129794862
OG0002800	CQUJHB017318	LOC129793431
OG0002801	CQUJHB015722	LOC129791663
OG0002802	CQUJHB011020	LOC129797288
OG0002803	CQUJHB014524, CQUJHB002908	LOC129790627
OG0002805	CQUJHB016341, CQUJHB003394	LOC129797319
OG0002806	CQUJHB007138	LOC129786563
OG0002807	CQUJHB004195	LOC129787778
