Orthogroup	CquinquefasciatusJHB2020	AfunestusAfunGA1
OG0002084	CQUJHB013949	AFUN2_009919
OG0002085	CQUJHB017489	AFUN2_014707
OG0002086	CQUJHB010646	AFUN2_004782
OG0002087	CQUJHB006590	AFUN2_008086
OG0002088	CQUJHB010181	AFUN2_013562
OG0002089	CQUJHB002003	AFUN2_011182
OG0002090	CQUJHB003030	AFUN2_002895
OG0002091	CQUJHB013258	AFUN2_012309
OG0002092	CQUJHB017744	AFUN2_012593
OG0002093	CQUJHB009534	AFUN2_010593
OG0002094	CQUJHB007383	AFUN2_009439
OG0002095	CQUJHB005853	AFUN2_003664
OG0002096	CQUJHB005530	AFUN2_006371
OG0002097	CQUJHB017962, CQUJHB012489, CQUJHB011659	AFUN2_004551
OG0002098	CQUJHB013710	AFUN2_001646
OG0002099	CQUJHB000391	AFUN2_005052
OG0002100	CQUJHB014387	AFUN2_001835
OG0002101	CQUJHB012215	AFUN2_013257
OG0002102	CQUJHB004208	AFUN2_003594
OG0002104	CQUJHB017798	AFUN2_004925
OG0002105	CQUJHB011479	AFUN2_001694
OG0002106	CQUJHB015190	AFUN2_006735
OG0002107	CQUJHB015721	AFUN2_005676
OG0002108	CQUJHB017811	AFUN2_006645
OG0002109	CQUJHB003037	AFUN2_003026
OG0002110	CQUJHB006433	AFUN2_002017
OG0002111	CQUJHB001706	AFUN2_008490
OG0002112	CQUJHB012500	AFUN2_011695
OG0002113	CQUJHB011651, CQUJHB014730	AFUN2_013602
OG0002114	CQUJHB010172, CQUJHB010508	AFUN2_004586
OG0002116	CQUJHB000110	AFUN2_007460
OG0002117	CQUJHB002257, CQUJHB017164	AFUN2_010364
OG0002118	CQUJHB003964, CQUJHB008253	AFUN2_012876
OG0002119	CQUJHB014981	AFUN2_013502
OG0002120	CQUJHB014175	AFUN2_006039
OG0002122	CQUJHB003340	AFUN2_001151
OG0002123	CQUJHB013223	AFUN2_014471
OG0002124	CQUJHB012406, CQUJHB007350	AFUN2_006552
OG0002125	CQUJHB011922	AFUN2_001078
OG0002126	CQUJHB014744, CQUJHB000820	AFUN2_008421
OG0002127	CQUJHB014050, CQUJHB015643	AFUN2_004444
OG0002128	CQUJHB009908	AFUN2_012370
OG0002129	CQUJHB012894, CQUJHB016886	AFUN2_011024
OG0002130	CQUJHB009924	AFUN2_012589
OG0002131	CQUJHB001427	AFUN2_014816
OG0002132	CQUJHB014710	AFUN2_003743
OG0002133	CQUJHB006683	AFUN2_007327
OG0002134	CQUJHB012801	AFUN2_011988
OG0002135	CQUJHB002700	AFUN2_006753
OG0002136	CQUJHB011012	AFUN2_004462
OG0002137	CQUJHB008468	AFUN2_011716
OG0002138	CQUJHB008948	AFUN2_009006
OG0002139	CQUJHB001861	AFUN2_006243
OG0002140	CQUJHB003839	AFUN2_008983
OG0002141	CQUJHB011348	AFUN2_013816
OG0002142	CQUJHB004693	AFUN2_010701
OG0002143	CQUJHB018228	AFUN2_006388
OG0002144	CQUJHB006170	AFUN2_006782
OG0002145	CQUJHB002789	AFUN2_010331
OG0002146	CQUJHB011719	AFUN2_006521, AFUN2_004631
OG0002149	CQUJHB008545, CQUJHB010818	AFUN2_012515
OG0002150	CQUJHB011406	AFUN2_000571
OG0002151	CQUJHB009644, CQUJHB007757	AFUN2_013355
OG0002152	CQUJHB014510	AFUN2_008660
OG0002153	CQUJHB003031	AFUN2_004907
OG0002154	CQUJHB002808	AFUN2_006929
OG0002155	CQUJHB005873, CQUJHB005980	AFUN2_003718
OG0002156	CQUJHB012918	AFUN2_009613
OG0002157	CQUJHB000632	AFUN2_013176
OG0002158	CQUJHB003434	AFUN2_000837
OG0002159	CQUJHB016275	AFUN2_013046
OG0002160	CQUJHB015104	AFUN2_010876
OG0002161	CQUJHB001120	AFUN2_002471
OG0002162	CQUJHB002048	AFUN2_006584
OG0002163	CQUJHB004123	AFUN2_011162
OG0002164	CQUJHB003090	AFUN2_005960
OG0002165	CQUJHB005631	AFUN2_000714
OG0002166	CQUJHB015094	AFUN2_001494
OG0002167	CQUJHB009230	AFUN2_005215
OG0002168	CQUJHB009807	AFUN2_002666
OG0002169	CQUJHB008100	AFUN2_001705
OG0002170	CQUJHB015311	AFUN2_012924
OG0002171	CQUJHB017228	AFUN2_003187
OG0002172	CQUJHB013281	AFUN2_011230
OG0002173	CQUJHB000228	AFUN2_013886
OG0002174	CQUJHB003725	AFUN2_007413
OG0002175	CQUJHB008401	AFUN2_010735
OG0002176	CQUJHB012513	AFUN2_003254
OG0002177	CQUJHB012766	AFUN2_002492
OG0002178	CQUJHB001425	AFUN2_011069
OG0002179	CQUJHB001471	AFUN2_013729
OG0002180	CQUJHB003808	AFUN2_006817
OG0002181	CQUJHB017639, CQUJHB016180	AFUN2_005316
OG0002182	CQUJHB006550	AFUN2_010879
OG0002183	CQUJHB012486	AFUN2_002696
OG0002184	CQUJHB008635	AFUN2_003880
OG0002185	CQUJHB016880	AFUN2_006920
OG0002186	CQUJHB004159	AFUN2_003349
OG0002187	CQUJHB017101	AFUN2_008491
OG0002188	CQUJHB016517	AFUN2_004365
OG0002189	CQUJHB016647	AFUN2_007320
OG0002190	CQUJHB002487	AFUN2_003578
OG0002191	CQUJHB018069	AFUN2_000966
OG0002192	CQUJHB005712	AFUN2_013609
OG0002193	CQUJHB007235	AFUN2_005861
OG0002194	CQUJHB013506	AFUN2_011152
OG0002195	CQUJHB010450	AFUN2_011826
OG0002196	CQUJHB010713	AFUN2_010120
OG0002197	CQUJHB000244	AFUN2_007596
OG0002198	CQUJHB006518	AFUN2_010752
OG0002199	CQUJHB009360	AFUN2_005884
OG0002200	CQUJHB005566	AFUN2_009296
OG0002201	CQUJHB005134	AFUN2_007928
OG0002202	CQUJHB004704	AFUN2_001681
OG0002203	CQUJHB012321, CQUJHB015547	AFUN2_014402
OG0002204	CQUJHB005442, CQUJHB009865	AFUN2_005868
OG0002205	CQUJHB007144	AFUN2_003887
OG0002206	CQUJHB011470	AFUN2_006443
OG0002207	CQUJHB004389	AFUN2_008386
OG0002208	CQUJHB015490	AFUN2_013507
OG0002209	CQUJHB006118	AFUN2_000413
OG0002210	CQUJHB000032	AFUN2_011179
OG0002211	CQUJHB005012, CQUJHB008285	AFUN2_000829
OG0002212	CQUJHB006368	AFUN2_012514
OG0002213	CQUJHB013538	AFUN2_003335
OG0002214	CQUJHB000717	AFUN2_005284
OG0002215	CQUJHB005950	AFUN2_008671
OG0002216	CQUJHB009349	AFUN2_002787
OG0002217	CQUJHB009119	AFUN2_011488
OG0002218	CQUJHB015348	AFUN2_010882
OG0002219	CQUJHB006148	AFUN2_013061
OG0002220	CQUJHB003376	AFUN2_012225
OG0002221	CQUJHB016640	AFUN2_008740
OG0002222	CQUJHB010238	AFUN2_005905
OG0002223	CQUJHB008688	AFUN2_003030
OG0002224	CQUJHB008876, CQUJHB001015	AFUN2_010496
OG0002225	CQUJHB005632	AFUN2_010110
OG0002226	CQUJHB007377	AFUN2_013045
OG0002227	CQUJHB007253	AFUN2_004378
OG0002228	CQUJHB010088	AFUN2_001719, AFUN2_003051
OG0002229	CQUJHB005588	AFUN2_008871
OG0002230	CQUJHB014027	AFUN2_005716
OG0002231	CQUJHB011725, CQUJHB008978, CQUJHB015693	AFUN2_001882
OG0002232	CQUJHB016597	AFUN2_011407
OG0002233	CQUJHB016148	AFUN2_001263
OG0002234	CQUJHB009841	AFUN2_007424
OG0002235	CQUJHB010122	AFUN2_011873
OG0002236	CQUJHB007151	AFUN2_002742
OG0002237	CQUJHB014136	AFUN2_011203
OG0002238	CQUJHB014723	AFUN2_001877
OG0002239	CQUJHB003596	AFUN2_006182
OG0002240	CQUJHB000437	AFUN2_004592
OG0002241	CQUJHB004604	AFUN2_008568
OG0002242	CQUJHB014480	AFUN2_007352
OG0002243	CQUJHB016589, CQUJHB000383	AFUN2_003338
OG0002244	CQUJHB005805	AFUN2_013033
OG0002245	CQUJHB016908	AFUN2_002019
OG0002246	CQUJHB010050	AFUN2_005459
OG0002247	CQUJHB004418, CQUJHB009622	AFUN2_005932
OG0002248	CQUJHB016195	AFUN2_004180
OG0002249	CQUJHB009438	AFUN2_009277
OG0002250	CQUJHB001918	AFUN2_009150
OG0002251	CQUJHB014276	AFUN2_002963
OG0002252	CQUJHB009674	AFUN2_012187
OG0002253	CQUJHB004508	AFUN2_013382
OG0002254	CQUJHB004592	AFUN2_006863
OG0002255	CQUJHB010680	AFUN2_013605
OG0002256	CQUJHB008335	AFUN2_011591
OG0002257	CQUJHB013146	AFUN2_014783
OG0002258	CQUJHB003065	AFUN2_011390
OG0002259	CQUJHB004536	AFUN2_013200
OG0002260	CQUJHB003014, CQUJHB015254	AFUN2_000860
OG0002261	CQUJHB010012	AFUN2_005219
OG0002262	CQUJHB003690	AFUN2_004155
OG0002263	CQUJHB003385	AFUN2_008774
OG0002264	CQUJHB006913	AFUN2_010554
OG0002265	CQUJHB007912	AFUN2_008854
OG0002266	CQUJHB000401	AFUN2_014753, AFUN2_011028
OG0002267	CQUJHB011217	AFUN2_005146
OG0002268	CQUJHB006856	AFUN2_001639
OG0002269	CQUJHB011397	AFUN2_004946
OG0002270	CQUJHB014938	AFUN2_008101
OG0002271	CQUJHB010861	AFUN2_006491
OG0002272	CQUJHB005130	AFUN2_006110
OG0002273	CQUJHB005373	AFUN2_011537
OG0002274	CQUJHB006935	AFUN2_002904
OG0002275	CQUJHB000691	AFUN2_012320
OG0002276	CQUJHB003103	AFUN2_002288
OG0002277	CQUJHB005431	AFUN2_007291
OG0002278	CQUJHB002987	AFUN2_002292
OG0002279	CQUJHB009582	AFUN2_012280
OG0002280	CQUJHB016835	AFUN2_008259
OG0002281	CQUJHB000127	AFUN2_013087
OG0002282	CQUJHB011642	AFUN2_013994
OG0002283	CQUJHB002344	AFUN2_013050, AFUN2_008928
OG0002284	CQUJHB001446	AFUN2_000894
OG0002285	CQUJHB002955, CQUJHB008269	AFUN2_003434
OG0002286	CQUJHB007418	AFUN2_014185
OG0002287	CQUJHB010863	AFUN2_012983
OG0002288	CQUJHB004334	AFUN2_008123
OG0002289	CQUJHB016882	AFUN2_002623
OG0002290	CQUJHB007502	AFUN2_006870
OG0002291	CQUJHB013153	AFUN2_001834
OG0002292	CQUJHB001130	AFUN2_013802
OG0002293	CQUJHB003490	AFUN2_001575
OG0002294	CQUJHB003662	AFUN2_004962
OG0002295	CQUJHB000982	AFUN2_013961
OG0002296	CQUJHB000898	AFUN2_000557
OG0002297	CQUJHB020344	AFUN2_006651
OG0002298	CQUJHB006545	AFUN2_004561
OG0002299	CQUJHB009293	AFUN2_012079
OG0002300	CQUJHB013387	AFUN2_007228
OG0002301	CQUJHB018039	AFUN2_010702
OG0002302	CQUJHB004570	AFUN2_012785
OG0002304	CQUJHB010742	AFUN2_006715
OG0002305	CQUJHB004635	AFUN2_009685
OG0002306	CQUJHB013760	AFUN2_011364
OG0002307	CQUJHB005630	AFUN2_011618
OG0002308	CQUJHB011917	AFUN2_003614
OG0002309	CQUJHB004445	AFUN2_011658
OG0002310	CQUJHB009311	AFUN2_009606
OG0002311	CQUJHB006845	AFUN2_012906
OG0002312	CQUJHB004384	AFUN2_011557
OG0002313	CQUJHB015733	AFUN2_014403
OG0002314	CQUJHB012634	AFUN2_004280
OG0002315	CQUJHB009401	AFUN2_011435
OG0002316	CQUJHB003740	AFUN2_010147
OG0002317	CQUJHB011893, CQUJHB013333	AFUN2_007524
OG0002318	CQUJHB003199	AFUN2_007398
OG0002319	CQUJHB002990	AFUN2_008395
OG0002320	CQUJHB014318, CQUJHB016145, CQUJHB005410	AFUN2_007830
OG0002321	CQUJHB004639	AFUN2_001679
OG0002322	CQUJHB005601	AFUN2_003579
OG0002325	CQUJHB010565	AFUN2_004674
OG0002326	CQUJHB013806	AFUN2_013348
OG0002327	CQUJHB010813	AFUN2_009824, AFUN2_001564
OG0002328	CQUJHB009440	AFUN2_003287
OG0002329	CQUJHB008476	AFUN2_000420
OG0002330	CQUJHB009297	AFUN2_003817
OG0002331	CQUJHB000409	AFUN2_006319
OG0002332	CQUJHB009608	AFUN2_008937
OG0002333	CQUJHB014213	AFUN2_013199
OG0002334	CQUJHB009980	AFUN2_008270
OG0002335	CQUJHB012103	AFUN2_005187
OG0002336	CQUJHB007046	AFUN2_004857
OG0002337	CQUJHB016521	AFUN2_013229
OG0002338	CQUJHB016912	AFUN2_007181
OG0002339	CQUJHB000264, CQUJHB002185	AFUN2_014538
OG0002340	CQUJHB015241	AFUN2_008044
OG0002341	CQUJHB017309	AFUN2_011752
OG0002342	CQUJHB000893	AFUN2_009989
OG0002343	CQUJHB010668	AFUN2_003195
OG0002344	CQUJHB010557	AFUN2_004380
OG0002345	CQUJHB003096	AFUN2_000430
OG0002346	CQUJHB006185	AFUN2_004853
OG0002347	CQUJHB014113	AFUN2_001287
OG0002348	CQUJHB006469	AFUN2_003907
OG0002349	CQUJHB011400	AFUN2_001735
OG0002350	CQUJHB015440	AFUN2_014511
OG0002351	CQUJHB004563	AFUN2_010430
OG0002352	CQUJHB010594	AFUN2_013235
OG0002353	CQUJHB006051	AFUN2_008812
OG0002354	CQUJHB010462, CQUJHB008752, CQUJHB007099	AFUN2_011450
OG0002355	CQUJHB005547	AFUN2_007423
OG0002356	CQUJHB018068	AFUN2_009604
OG0002357	CQUJHB013014, CQUJHB004041	AFUN2_002807
OG0002358	CQUJHB002612	AFUN2_012258
OG0002359	CQUJHB014974	AFUN2_014655
OG0002360	CQUJHB011367	AFUN2_005982
OG0002361	CQUJHB004650	AFUN2_011065
OG0002362	CQUJHB014684	AFUN2_009979
OG0002363	CQUJHB006766	AFUN2_012209
OG0002364	CQUJHB004756	AFUN2_002860
OG0002365	CQUJHB012487	AFUN2_010237
OG0002366	CQUJHB009929	AFUN2_008717
OG0002367	CQUJHB016718, CQUJHB012929	AFUN2_001531
OG0002368	CQUJHB012789	AFUN2_011247
OG0002369	CQUJHB007800	AFUN2_003279
OG0002370	CQUJHB009564	AFUN2_011771
OG0002371	CQUJHB012855	AFUN2_006911
OG0002372	CQUJHB016742	AFUN2_007781
OG0002373	CQUJHB000794	AFUN2_001167
OG0002374	CQUJHB016411	AFUN2_002487
OG0002375	CQUJHB009769	AFUN2_010238
OG0002376	CQUJHB007982	AFUN2_013290
OG0002377	CQUJHB003022	AFUN2_013852
OG0002378	CQUJHB006638	AFUN2_004068
OG0002380	CQUJHB010596	AFUN2_012687
OG0002381	CQUJHB009411	AFUN2_001211
OG0002382	CQUJHB012201	AFUN2_012088
OG0002383	CQUJHB010836	AFUN2_008366
OG0002384	CQUJHB014687	AFUN2_011491
OG0002385	CQUJHB012067	AFUN2_014252
OG0002386	CQUJHB004362	AFUN2_001044
OG0002387	CQUJHB015201	AFUN2_002475
OG0002388	CQUJHB012524	AFUN2_003970
OG0002389	CQUJHB010100	AFUN2_005503
OG0002390	CQUJHB017513	AFUN2_008329
OG0002391	CQUJHB001336	AFUN2_007801
OG0002392	CQUJHB005239	AFUN2_006003
OG0002393	CQUJHB010590	AFUN2_010070
OG0002395	CQUJHB016537	AFUN2_005575
OG0002396	CQUJHB001013	AFUN2_008489
OG0002397	CQUJHB013685	AFUN2_003672
OG0002398	CQUJHB006627	AFUN2_002259
OG0002399	CQUJHB000834	AFUN2_011216
OG0002400	CQUJHB018220	AFUN2_014226
OG0002401	CQUJHB017267	AFUN2_014245
OG0002402	CQUJHB015436	AFUN2_006071
OG0002403	CQUJHB003337	AFUN2_000520
OG0002404	CQUJHB010074	AFUN2_014424
OG0002405	CQUJHB007031	AFUN2_009109
OG0002406	CQUJHB018093	AFUN2_011148
OG0002407	CQUJHB016791	AFUN2_003487
OG0002408	CQUJHB000279	AFUN2_011583
OG0002409	CQUJHB001593	AFUN2_005962
OG0002410	CQUJHB013798	AFUN2_012490
OG0002411	CQUJHB011085	AFUN2_005672
OG0002412	CQUJHB012360	AFUN2_013479
OG0002414	CQUJHB002452	AFUN2_010638
OG0002415	CQUJHB015531	AFUN2_002147
OG0002416	CQUJHB001206	AFUN2_005165
OG0002417	CQUJHB005610	AFUN2_007672
OG0002418	CQUJHB006127	AFUN2_009722
OG0002419	CQUJHB015871	AFUN2_007412
OG0002420	CQUJHB015617, CQUJHB017009	AFUN2_004117
OG0002421	CQUJHB016995	AFUN2_001497
OG0002422	CQUJHB017800	AFUN2_013645
OG0002423	CQUJHB012261	AFUN2_001176
OG0002424	CQUJHB013532	AFUN2_007699
OG0002425	CQUJHB007575	AFUN2_001751
OG0002426	CQUJHB015489	AFUN2_013467
OG0002427	CQUJHB012702	AFUN2_000936
OG0002428	CQUJHB006392, CQUJHB003056	AFUN2_004900
OG0002429	CQUJHB010909	AFUN2_006346
OG0002430	CQUJHB012663, CQUJHB006534	AFUN2_009522
OG0002431	CQUJHB018145	AFUN2_014347
OG0002432	CQUJHB002271	AFUN2_013741
OG0002433	CQUJHB008079	AFUN2_005536
OG0002434	CQUJHB006991	AFUN2_013642
OG0002435	CQUJHB007429	AFUN2_009270, AFUN2_004582
OG0002436	CQUJHB018128	AFUN2_013859
OG0002437	CQUJHB015695	AFUN2_003805
OG0002438	CQUJHB008564, CQUJHB008781	AFUN2_012663
OG0002439	CQUJHB003907	AFUN2_006281
OG0002440	CQUJHB011136	AFUN2_004106
OG0002441	CQUJHB011205	AFUN2_005378
OG0002442	CQUJHB000964	AFUN2_008399
OG0002443	CQUJHB003308	AFUN2_013617
OG0002444	CQUJHB013675	AFUN2_008043
OG0002445	CQUJHB005823	AFUN2_004801
OG0002446	CQUJHB014878	AFUN2_012064
OG0002447	CQUJHB011832	AFUN2_013415
OG0002448	CQUJHB013948	AFUN2_011767
OG0002449	CQUJHB005751	AFUN2_011366
OG0002450	CQUJHB010116	AFUN2_005927
OG0002451	CQUJHB013600	AFUN2_007550
OG0002452	CQUJHB017719	AFUN2_012332
OG0002453	CQUJHB013401	AFUN2_009096
OG0002454	CQUJHB013158	AFUN2_011225
OG0002455	CQUJHB008588	AFUN2_012409
OG0002456	CQUJHB003838	AFUN2_011808
OG0002457	CQUJHB002815	AFUN2_011051
OG0002458	CQUJHB000792	AFUN2_008688
OG0002459	CQUJHB002715	AFUN2_010946
OG0002460	CQUJHB011919	AFUN2_004345
OG0002461	CQUJHB010798	AFUN2_009718
OG0002462	CQUJHB017675	AFUN2_013300
OG0002463	CQUJHB000507	AFUN2_001608
OG0002464	CQUJHB009902	AFUN2_005583
OG0002465	CQUJHB008691	AFUN2_005416
OG0002466	CQUJHB011920	AFUN2_002395
OG0002467	CQUJHB006115	AFUN2_000425
OG0002468	CQUJHB012385	AFUN2_009570
OG0002469	CQUJHB011123	AFUN2_002710
OG0002470	CQUJHB002211	AFUN2_011649
OG0002471	CQUJHB017557	AFUN2_006458
OG0002472	CQUJHB007761, CQUJHB001566	AFUN2_002605
OG0002473	CQUJHB012618	AFUN2_009971
OG0002474	CQUJHB006279	AFUN2_002514
OG0002475	CQUJHB001696	AFUN2_002455
OG0002476	CQUJHB001299	AFUN2_009869
OG0002477	CQUJHB009749	AFUN2_006180
OG0002478	CQUJHB000020	AFUN2_014697
OG0002479	CQUJHB017215	AFUN2_013249
OG0002480	CQUJHB013708	AFUN2_003166
OG0002481	CQUJHB005702	AFUN2_008157
OG0002482	CQUJHB000819	AFUN2_003678
OG0002483	CQUJHB000171	AFUN2_011211
OG0002484	CQUJHB010442	AFUN2_001838
OG0002485	CQUJHB005479	AFUN2_010826
OG0002486	CQUJHB007533	AFUN2_009115
OG0002487	CQUJHB016355	AFUN2_014299
OG0002488	CQUJHB010277, CQUJHB010094	AFUN2_007271
OG0002489	CQUJHB006093, CQUJHB018006	AFUN2_000942
OG0002490	CQUJHB012668, CQUJHB015680	AFUN2_005092
OG0002491	CQUJHB013800	AFUN2_002699
OG0002492	CQUJHB015851	AFUN2_008924
OG0002493	CQUJHB015991	AFUN2_009866
OG0002494	CQUJHB007287	AFUN2_009749
OG0002495	CQUJHB008579	AFUN2_005282
OG0002496	CQUJHB017281	AFUN2_004533
OG0002497	CQUJHB003657	AFUN2_006434
OG0002498	CQUJHB000643	AFUN2_009661
OG0002499	CQUJHB007300	AFUN2_006813
OG0002500	CQUJHB011172	AFUN2_005818
OG0002501	CQUJHB007006	AFUN2_004133
OG0002502	CQUJHB013686	AFUN2_010664
OG0002503	CQUJHB015917	AFUN2_003203
OG0002504	CQUJHB008232	AFUN2_003097
OG0002505	CQUJHB012068, CQUJHB008038	AFUN2_013623
OG0002506	CQUJHB003498	AFUN2_011016
OG0002507	CQUJHB015187	AFUN2_004690
OG0002508	CQUJHB013504	AFUN2_012745
OG0002509	CQUJHB012352	AFUN2_008029
OG0002510	CQUJHB014679	AFUN2_005110
OG0002511	CQUJHB009676	AFUN2_008222
OG0002512	CQUJHB015655	AFUN2_008277
OG0002513	CQUJHB017553	AFUN2_005628
OG0002514	CQUJHB017708	AFUN2_011726
OG0002515	CQUJHB006348, CQUJHB015063	AFUN2_012241
OG0002516	CQUJHB006557	AFUN2_005664
OG0002517	CQUJHB006228	AFUN2_007221
OG0002518	CQUJHB009619	AFUN2_009630
OG0002519	CQUJHB011239	AFUN2_003731
OG0002520	CQUJHB018416	AFUN2_010902
OG0002521	CQUJHB005754	AFUN2_004278
OG0002522	CQUJHB001129	AFUN2_012949
OG0002523	CQUJHB012857	AFUN2_010125
OG0002524	CQUJHB012681	AFUN2_003821
OG0002525	CQUJHB001347	AFUN2_009480
OG0002526	CQUJHB001835	AFUN2_014120
OG0002527	CQUJHB013109	AFUN2_007929
OG0002528	CQUJHB014190	AFUN2_007868
OG0002529	CQUJHB010186	AFUN2_004395
OG0002530	CQUJHB007078, CQUJHB013495	AFUN2_014003
OG0002531	CQUJHB007211, CQUJHB011313	AFUN2_011188
OG0002532	CQUJHB004346	AFUN2_014436
OG0002533	CQUJHB014674	AFUN2_007995
OG0002534	CQUJHB013984	AFUN2_008815
OG0002535	CQUJHB003824	AFUN2_011558
OG0002536	CQUJHB009733	AFUN2_009091
OG0002537	CQUJHB015268	AFUN2_002529
OG0002538	CQUJHB002497, CQUJHB005070	AFUN2_004015
OG0002539	CQUJHB008846	AFUN2_013756
OG0002540	CQUJHB011114	AFUN2_004624
OG0002541	CQUJHB011485	AFUN2_008245
OG0002542	CQUJHB012656	AFUN2_014755
OG0002543	CQUJHB017907	AFUN2_008789
OG0002544	CQUJHB005985	AFUN2_009477
OG0002545	CQUJHB004140	AFUN2_007131
OG0002546	CQUJHB017047	AFUN2_005255
OG0002547	CQUJHB017911	AFUN2_010435
OG0002548	CQUJHB014078	AFUN2_004432
OG0002549	CQUJHB015145	AFUN2_008015
OG0002550	CQUJHB004044	AFUN2_003522
OG0002551	CQUJHB012002	AFUN2_008892
OG0002552	CQUJHB014048	AFUN2_009290
OG0002553	CQUJHB010136	AFUN2_012815
OG0002554	CQUJHB006278	AFUN2_011321
OG0002555	CQUJHB004110	AFUN2_003777
OG0002556	CQUJHB013878	AFUN2_013106
OG0002558	CQUJHB002217	AFUN2_006070
OG0002559	CQUJHB007385	AFUN2_012625
OG0002560	CQUJHB006910	AFUN2_001421
OG0002561	CQUJHB015452	AFUN2_009171
OG0002562	CQUJHB012582	AFUN2_002131
OG0002563	CQUJHB014513	AFUN2_009563
OG0002564	CQUJHB010984	AFUN2_010504
OG0002565	CQUJHB003369	AFUN2_013980
OG0002566	CQUJHB001402	AFUN2_011017
OG0002567	CQUJHB005685	AFUN2_002563
OG0002568	CQUJHB000006	AFUN2_007404
OG0002569	CQUJHB000293	AFUN2_010901
OG0002571	CQUJHB006090	AFUN2_000326
OG0002572	CQUJHB017578	AFUN2_012826
OG0002573	CQUJHB016861	AFUN2_007854
OG0002574	CQUJHB000934	AFUN2_008181
OG0002575	CQUJHB010355	AFUN2_003851
OG0002576	CQUJHB017097	AFUN2_000718
OG0002577	CQUJHB016962	AFUN2_004268
OG0002578	CQUJHB012644	AFUN2_012742
OG0002579	CQUJHB001217	AFUN2_012085
OG0002580	CQUJHB017277	AFUN2_002571
OG0002581	CQUJHB008792	AFUN2_008378
OG0002582	CQUJHB013520	AFUN2_008203
OG0002583	CQUJHB000170	AFUN2_006789
OG0002584	CQUJHB000376	AFUN2_014653
OG0002585	CQUJHB015510	AFUN2_003858
OG0002586	CQUJHB002474	AFUN2_010397
OG0002587	CQUJHB008457	AFUN2_006823
OG0002588	CQUJHB010356, CQUJHB017480	AFUN2_013035
OG0002589	CQUJHB007419, CQUJHB017663	AFUN2_008149
OG0002590	CQUJHB007825	AFUN2_002729
OG0002591	CQUJHB016206	AFUN2_013261
OG0002593	CQUJHB012538	AFUN2_003739
OG0002594	CQUJHB010227, CQUJHB001162	AFUN2_004515
OG0002595	CQUJHB000364	AFUN2_010775
OG0002596	CQUJHB003929	AFUN2_004926
OG0002597	CQUJHB002609	AFUN2_002938
OG0002598	CQUJHB005715	AFUN2_002924
OG0002599	CQUJHB014079	AFUN2_011124
OG0002600	CQUJHB014170	AFUN2_005005
OG0002601	CQUJHB005109	AFUN2_014406
OG0002602	CQUJHB013121	AFUN2_003161
OG0002603	CQUJHB007242	AFUN2_002226
OG0002604	CQUJHB011962	AFUN2_009788
OG0002605	CQUJHB005007	AFUN2_001076
OG0002606	CQUJHB009873	AFUN2_001056
OG0002607	CQUJHB004753	AFUN2_013594
OG0002608	CQUJHB014707	AFUN2_013244
OG0002609	CQUJHB009964	AFUN2_006216
OG0002610	CQUJHB012314	AFUN2_010180
OG0002611	CQUJHB006484	AFUN2_001436
OG0002612	CQUJHB007541, CQUJHB014776	AFUN2_011479
OG0002613	CQUJHB017552	AFUN2_001574
OG0002614	CQUJHB009165	AFUN2_006689
OG0002615	CQUJHB013323	AFUN2_005587
OG0002616	CQUJHB004053	AFUN2_000333
OG0002617	CQUJHB014044	AFUN2_001519
OG0002618	CQUJHB016262	AFUN2_000998
OG0002619	CQUJHB005387, CQUJHB012817	AFUN2_001465
OG0002620	CQUJHB001622	AFUN2_013834
OG0002621	CQUJHB006066	AFUN2_001359
OG0002623	CQUJHB009671	AFUN2_012587
OG0002624	CQUJHB006768	AFUN2_012325
OG0002625	CQUJHB000731	AFUN2_009005
OG0002626	CQUJHB014604	AFUN2_002252
OG0002627	CQUJHB008047	AFUN2_005597
OG0002628	CQUJHB010447	AFUN2_012506
OG0002629	CQUJHB007559	AFUN2_008437
OG0002630	CQUJHB015682	AFUN2_002232
OG0002631	CQUJHB010106	AFUN2_012605
OG0002632	CQUJHB003136	AFUN2_011579
OG0002633	CQUJHB010113	AFUN2_001202
OG0002634	CQUJHB009470	AFUN2_010643
OG0002635	CQUJHB000728	AFUN2_008026
OG0002636	CQUJHB014197	AFUN2_001880
OG0002637	CQUJHB001164	AFUN2_001411
OG0002638	CQUJHB004695, CQUJHB008952	AFUN2_010140
OG0002639	CQUJHB005136	AFUN2_009243
OG0002640	CQUJHB000308	AFUN2_008408
OG0002641	CQUJHB002923	AFUN2_005152
OG0002642	CQUJHB007883	AFUN2_014317
OG0002643	CQUJHB010422	AFUN2_007856
OG0002644	CQUJHB008871	AFUN2_003124
OG0002645	CQUJHB001356	AFUN2_000580
OG0002646	CQUJHB018457	AFUN2_008320
OG0002647	CQUJHB011256	AFUN2_005785
OG0002648	CQUJHB012024	AFUN2_012980
OG0002649	CQUJHB010624	AFUN2_004963
OG0002650	CQUJHB004020	AFUN2_006214
OG0002651	CQUJHB001729	AFUN2_005897
OG0002652	CQUJHB000162	AFUN2_000442
OG0002653	CQUJHB016662	AFUN2_003976
OG0002654	CQUJHB001055	AFUN2_013034
OG0002655	CQUJHB013077	AFUN2_003350
OG0002656	CQUJHB015806	AFUN2_009210
OG0002657	CQUJHB008092	AFUN2_000495
OG0002658	CQUJHB010572	AFUN2_011581
