Orthogroup	CquinquefasciatusJHB2020	Aalbopictus_AalbF5
OG0002555	CQUJHB004110	LOC134290438, LOC109422745
OG0002556	CQUJHB013878	LOC109411905
OG0002557	CQUJHB017473, CQUJHB005775	LOC109410563
OG0002558	CQUJHB002217	LOC109421148
OG0002559	CQUJHB007385	LOC109410561
OG0002560	CQUJHB006910	LOC109421162
OG0002561	CQUJHB015452	LOC109423199
OG0002562	CQUJHB012582	LOC109427130, LOC134288527
OG0002563	CQUJHB014513	LOC109406571, LOC134287362
OG0002564	CQUJHB010984	LOC109426577
OG0002565	CQUJHB003369	LOC134288526, LOC109426566
OG0002566	CQUJHB001402	LOC109426432
OG0002567	CQUJHB005685	LOC109415072
OG0002568	CQUJHB000006	LOC109404008
OG0002569	CQUJHB000293	LOC109414133
OG0002571	CQUJHB006090	LOC109427367
OG0002572	CQUJHB017578	LOC109427505
OG0002573	CQUJHB016861	LOC109414166
OG0002574	CQUJHB000934	LOC109403412
OG0002575	CQUJHB010355	LOC109403501, LOC134285707
OG0002576	CQUJHB017097	LOC109426385
OG0002577	CQUJHB016962	LOC109423327
OG0002578	CQUJHB012644	LOC109423975
OG0002579	CQUJHB001217	LOC134289836, LOC109418388
OG0002580	CQUJHB017277	LOC109405655
OG0002581	CQUJHB008792	LOC109405633
OG0002582	CQUJHB013520	LOC109408095, LOC109405124
OG0002583	CQUJHB000170	LOC109405653
OG0002584	CQUJHB000376	LOC109398814
OG0002585	CQUJHB015510	LOC109398867
OG0002586	CQUJHB002474	LOC109415154, LOC109401032
OG0002587	CQUJHB008457	LOC109623330
OG0002588	CQUJHB010356, CQUJHB017480	LOC109426896
OG0002589	CQUJHB007419, CQUJHB017663	LOC134284181
OG0002590	CQUJHB007825	LOC109426914, LOC115262691
OG0002591	CQUJHB016206	LOC115259608, LOC109416956
OG0002593	CQUJHB012538	LOC115259066, LOC109433120
OG0002594	CQUJHB010227, CQUJHB001162	LOC109415651
OG0002595	CQUJHB000364	LOC109421544, LOC134288911
OG0002596	CQUJHB003929	LOC109404488, LOC115261477
OG0002597	CQUJHB002609	LOC109404485, LOC109406304
OG0002598	CQUJHB005715	LOC115261515, LOC109406330
OG0002599	CQUJHB014079	LOC115255186
OG0002600	CQUJHB014170	LOC115255198
OG0002601	CQUJHB005109	LOC109404843
OG0002602	CQUJHB013121	LOC109406408
OG0002603	CQUJHB007242	LOC109414745
OG0002604	CQUJHB011962	LOC109409145, LOC109421538
OG0002605	CQUJHB005007	LOC109421533
OG0002606	CQUJHB009873	LOC109421532
OG0002607	CQUJHB004753	LOC109622812, LOC115258686
OG0002608	CQUJHB014707	LOC109416620
OG0002609	CQUJHB009964	LOC109432823
OG0002610	CQUJHB012314	LOC109432824
OG0002611	CQUJHB006484	LOC115263106
OG0002612	CQUJHB007541, CQUJHB014776	LOC115266598
OG0002613	CQUJHB017552	LOC109408281
OG0002614	CQUJHB009165	LOC109400374, LOC109432401
OG0002615	CQUJHB013323	LOC109400366, LOC115269287
OG0002616	CQUJHB004053	LOC109400373, LOC109432405
OG0002617	CQUJHB014044	LOC109432402, LOC109400372
OG0002618	CQUJHB016262	LOC115266307
OG0002619	CQUJHB005387, CQUJHB012817	LOC109622266
OG0002620	CQUJHB001622	LOC109414459
OG0002621	CQUJHB006066	LOC109421127
OG0002622	CQUJHB002080	LOC109397874, LOC109406979, LOC109397887, LOC109397888, LOC109406990, LOC109397886
OG0002623	CQUJHB009671	LOC109400501, LOC134285588
OG0002624	CQUJHB006768	LOC109417729
OG0002625	CQUJHB000731	LOC109417783
OG0002626	CQUJHB014604	LOC109430374
OG0002627	CQUJHB008047	LOC109411125
OG0002628	CQUJHB010447	LOC115266582
OG0002629	CQUJHB007559	LOC109407257
OG0002630	CQUJHB015682	LOC115254012
OG0002631	CQUJHB010106	LOC115258536, LOC134283945
OG0002632	CQUJHB003136	LOC115258892, LOC109410208
OG0002633	CQUJHB010113	LOC109410215
OG0002634	CQUJHB009470	LOC109417528
OG0002635	CQUJHB000728	LOC109417255
OG0002636	CQUJHB014197	LOC109403665
OG0002637	CQUJHB001164	LOC109430294
OG0002638	CQUJHB004695, CQUJHB008952	LOC109411589
OG0002639	CQUJHB005136	LOC109411591
OG0002640	CQUJHB000308	LOC134287987, LOC109622877
OG0002641	CQUJHB002923	LOC109622886
OG0002642	CQUJHB007883	LOC115258143, LOC109622884
OG0002643	CQUJHB010422	LOC115258207, LOC109622885
OG0002644	CQUJHB008871	LOC134288820, LOC109404604
OG0002645	CQUJHB001356	LOC109411702, LOC134283907
OG0002646	CQUJHB018457	LOC109411711, LOC134288818
OG0002647	CQUJHB011256	LOC134288821, LOC109411696
OG0002648	CQUJHB012024	LOC109411701, LOC134287354
OG0002649	CQUJHB010624	LOC109403439, LOC134292070
OG0002650	CQUJHB004020	LOC109399959
OG0002651	CQUJHB001729	LOC115256583, LOC109422035
OG0002652	CQUJHB000162	LOC109408897
OG0002653	CQUJHB016662	LOC109430050, LOC109416375
OG0002654	CQUJHB001055	LOC109422682
OG0002655	CQUJHB013077	LOC109422535, LOC109422674
OG0002656	CQUJHB015806	LOC109401135, LOC109422670
OG0002657	CQUJHB008092	LOC109430962, LOC109433386
OG0002658	CQUJHB010572	LOC109433057
OG0002659	CQUJHB001345	LOC109416093
OG0002660	CQUJHB015998	LOC115254121, LOC134289094
OG0002661	CQUJHB000685	LOC109429882
OG0002662	CQUJHB001289	LOC109433505
OG0002663	CQUJHB005294	LOC109410649
OG0002664	CQUJHB017689	LOC109410630
OG0002665	CQUJHB005976	LOC109411747
OG0002666	CQUJHB002953	LOC109411839
OG0002667	CQUJHB014443	LOC109429026
OG0002668	CQUJHB005696	LOC109429027
OG0002669	CQUJHB018482	LOC109399253
OG0002670	CQUJHB016241, CQUJHB012834	LOC134285749, LOC109423578
OG0002671	CQUJHB012955	LOC109399232
OG0002672	CQUJHB008399	LOC109399229
OG0002673	CQUJHB003072	LOC109421984
OG0002674	CQUJHB017149	LOC134285026, LOC115253977
OG0002675	CQUJHB003537	LOC109427501
OG0002676	CQUJHB010937	LOC109408454
OG0002678	CQUJHB012239	LOC115255722
OG0002679	CQUJHB004260	LOC134284525, LOC134287529
OG0002680	CQUJHB012667	LOC109423421
OG0002681	CQUJHB008560	LOC109427042
OG0002682	CQUJHB004519	LOC109426325
OG0002683	CQUJHB006002	LOC109426327
OG0002684	CQUJHB015994	LOC109407197
OG0002685	CQUJHB016204, CQUJHB009364	LOC109405848
OG0002686	CQUJHB015400, CQUJHB015398	LOC109409748
OG0002687	CQUJHB014346	LOC109409734
OG0002688	CQUJHB003012	LOC115253927
OG0002689	CQUJHB002488	LOC134292139, LOC109402347
OG0002690	CQUJHB000130	LOC109433646
OG0002690	CQUJHB014682	LOC109433642
OG0002691	CQUJHB017902	LOC115269543
OG0002692	CQUJHB000399	LOC109420029
OG0002693	CQUJHB007979	LOC115254285, LOC109433111
OG0002694	CQUJHB005894	LOC109407308
OG0002695	CQUJHB018357	LOC109402075, LOC109427373
OG0002696	CQUJHB016207	LOC109418026
OG0002697	CQUJHB015223, CQUJHB014396	LOC109427333
OG0002698	CQUJHB000191, CQUJHB009764	LOC109419260
OG0002699	CQUJHB006257	LOC109420153
OG0002700	CQUJHB002027	LOC115260154
OG0002701	CQUJHB018235	LOC109400612
OG0002702	CQUJHB017824	LOC109409483
OG0002703	CQUJHB012883	LOC109397238
OG0002704	CQUJHB005677	LOC109397252
OG0002705	CQUJHB015309	LOC109429542, LOC109430742
OG0002706	CQUJHB006954	LOC109405301, LOC134287693
OG0002707	CQUJHB009064	LOC109397253
OG0002708	CQUJHB014646	LOC134283999, LOC109427482
OG0002709	CQUJHB004296	LOC109427519
OG0002710	CQUJHB010975, CQUJHB009120	LOC109427521
OG0002711	CQUJHB003110	LOC109427523
OG0002712	CQUJHB006081	LOC109433587
OG0002713	CQUJHB009419	LOC109417954
OG0002714	CQUJHB012566	LOC134288469, LOC109417959
OG0002715	CQUJHB011987	LOC134284008, LOC109426849
OG0002716	CQUJHB012279	LOC134288472, LOC109426847
OG0002717	CQUJHB001036	LOC109424158
OG0002718	CQUJHB008873	LOC109430833, LOC109424157
OG0002719	CQUJHB003272	LOC109431288
OG0002720	CQUJHB007096	LOC109431310
OG0002721	CQUJHB009705	LOC109401442
OG0002723	CQUJHB004797	LOC115266368
OG0002724	CQUJHB014011	LOC109406055
OG0002725	CQUJHB001455	LOC109425601
OG0002726	CQUJHB015298	LOC109429088
OG0002727	CQUJHB014575	LOC109423216, LOC109397292
OG0002728	CQUJHB005642	LOC115268227, LOC109414912
OG0002729	CQUJHB004878	LOC109428913, LOC134291731
OG0002730	CQUJHB000842	LOC115267715, LOC115254630
OG0002731	CQUJHB007189	LOC109428999, LOC134291723
OG0002732	CQUJHB017636	LOC109423873
OG0002733	CQUJHB000668	LOC109419381
OG0002734	CQUJHB017177	LOC109418435, LOC115270953
OG0002735	CQUJHB010265	LOC109426161, LOC115263613
OG0002736	CQUJHB007073	LOC109427892
OG0002737	CQUJHB017928	LOC109427905
OG0002738	CQUJHB001872	LOC109427898, LOC115263987
OG0002739	CQUJHB003138	LOC109418757, LOC134292263
OG0002740	CQUJHB006895	LOC109406504
OG0002741	CQUJHB013964, CQUJHB008974	LOC109406496
OG0002742	CQUJHB004019	LOC134289600, LOC109432273
OG0002743	CQUJHB011213	LOC109397120, LOC134284675
OG0002744	CQUJHB018454	LOC115253526, LOC109427430
OG0002745	CQUJHB007694	LOC109427424, LOC109410145
OG0002746	CQUJHB012821	LOC109427418, LOC109410138
OG0002747	CQUJHB013511	LOC109410141, LOC115256388
OG0002748	CQUJHB005087	LOC109404983
OG0002749	CQUJHB014828	LOC109411462
OG0002750	CQUJHB013539	LOC109432412
OG0002751	CQUJHB017583, CQUJHB009012	LOC109622983
OG0002752	CQUJHB014117	LOC115254039, LOC109398996
OG0002753	CQUJHB002493	LOC115258629
OG0002754	CQUJHB013283	LOC115260562
OG0002755	CQUJHB000567	LOC109422989
OG0002756	CQUJHB000491	LOC109417874
OG0002757	CQUJHB017655	LOC134288486, LOC109426828
OG0002758	CQUJHB001767	LOC115254188
OG0002759	CQUJHB002397	LOC109398026
OG0002760	CQUJHB007807	LOC115267621
OG0002761	CQUJHB000656	LOC109431602, LOC109398048
OG0002762	CQUJHB003803	LOC115261809
OG0002763	CQUJHB014238	LOC109433065
OG0002764	CQUJHB001583	LOC109416703
OG0002765	CQUJHB009022, CQUJHB015690	LOC115268944
OG0002766	CQUJHB011679	LOC109416515
OG0002767	CQUJHB005870	LOC109622535
OG0002768	CQUJHB017884	LOC109621276
OG0002769	CQUJHB008154	LOC109409346
OG0002770	CQUJHB003361	LOC109410076
OG0002771	CQUJHB015723	LOC109415407
OG0002772	CQUJHB009477	LOC109430221
OG0002773	CQUJHB008171	LOC109427548, LOC115269372
OG0002774	CQUJHB003745	LOC109404810
OG0002775	CQUJHB015681	LOC109623259, LOC134291503
OG0002776	CQUJHB008014	LOC115258087
OG0002777	CQUJHB002983	LOC109621532
OG0002778	CQUJHB018233	LOC109409849, LOC109397143
OG0002779	CQUJHB012394, CQUJHB004353	LOC109410731
OG0002780	CQUJHB009615	LOC109410619
OG0002781	CQUJHB014793, CQUJHB006808	LOC109424484
OG0002782	CQUJHB015335	LOC109405156
OG0002783	CQUJHB014898	LOC109401911, LOC134284970
OG0002784	CQUJHB000246	LOC115254007
OG0002785	CQUJHB014794	LOC109399117
OG0002786	CQUJHB013234	LOC109432750
OG0002787	CQUJHB007856	LOC109399098
OG0002788	CQUJHB007881	LOC134284889, LOC134284890
OG0002789	CQUJHB009943	LOC109397776
OG0002790	CQUJHB003765	LOC109621642
OG0002791	CQUJHB000527	LOC109398017
OG0002792	CQUJHB011211	LOC109415966
OG0002793	CQUJHB013892	LOC115259620
OG0002794	CQUJHB006425	LOC109401859, LOC109414695
OG0002795	CQUJHB015869	LOC109415955, LOC134290774
OG0002796	CQUJHB007584	LOC109424457
OG0002797	CQUJHB004342	LOC115267038
OG0002798	CQUJHB014675	LOC109425354
OG0002800	CQUJHB017318	LOC109420214, LOC109410042
OG0002801	CQUJHB015722	LOC109420211, LOC109409981
OG0002802	CQUJHB011020	LOC109398509
OG0002803	CQUJHB014524, CQUJHB002908	LOC109422123
OG0002804	CQUJHB014692, CQUJHB012233, CQUJHB004900, CQUJHB010633, CQUJHB009780, CQUJHB011665, CQUJHB003870, CQUJHB002769, CQUJHB009396	LOC109432669
OG0002805	CQUJHB016341, CQUJHB003394	LOC109406732
OG0002806	CQUJHB007138	LOC109411942
OG0002807	CQUJHB004195	LOC109406734
OG0002808	CQUJHB016317	LOC109418223
OG0002809	CQUJHB005263	LOC109427984
OG0002810	CQUJHB011898	LOC109418222
OG0002811	CQUJHB016907	LOC109431670
OG0002812	CQUJHB002980	LOC109430859
OG0002813	CQUJHB003349, CQUJHB006440	LOC109415314
OG0002814	CQUJHB017465	LOC109622056, LOC134284254
OG0002815	CQUJHB014215	LOC109405048
OG0002816	CQUJHB006284	LOC109621300
OG0002817	CQUJHB006151	LOC109399954
OG0002818	CQUJHB013688	LOC109399955
OG0002819	CQUJHB017352	LOC109399937
OG0002820	CQUJHB005188, CQUJHB012694	LOC109405206
OG0002821	CQUJHB017653	LOC109419782
OG0002822	CQUJHB013846	LOC109399794
OG0002823	CQUJHB010344	LOC109417815, LOC134288499
OG0002824	CQUJHB010997	LOC109400082, LOC109621625
OG0002825	CQUJHB017262	LOC134283994, LOC109400079
OG0002826	CQUJHB013702	LOC109400102, LOC109621585
OG0002827	CQUJHB007967	LOC109621633
OG0002828	CQUJHB010048	LOC109413837, LOC109407943
OG0002829	CQUJHB013432	LOC109622746
OG0002830	CQUJHB010064	LOC109419559
OG0002831	CQUJHB009348	LOC115269232
OG0002832	CQUJHB015620	LOC109425462
OG0002833	CQUJHB009678	LOC109421733
OG0002834	CQUJHB009464	LOC109425452
OG0002835	CQUJHB014375	LOC109428789
OG0002836	CQUJHB001594	LOC109428785
OG0002837	CQUJHB011183	LOC109428779
OG0002838	CQUJHB000604	LOC109429046
OG0002839	CQUJHB006208	LOC109401376, LOC109432900
OG0002840	CQUJHB014135	LOC109432889
OG0002841	CQUJHB012841	LOC134284072, LOC109431885
OG0002842	CQUJHB015322	LOC134290029, LOC109422738
OG0002843	CQUJHB015662	LOC109422734
OG0002844	CQUJHB013567	LOC109422735
OG0002845	CQUJHB002985	LOC115263279
OG0002846	CQUJHB009626, CQUJHB006435	LOC109406612
OG0002847	CQUJHB002149	LOC109402790
OG0002848	CQUJHB008228	LOC115259134
OG0002849	CQUJHB017635	LOC109425780
OG0002850	CQUJHB001958	LOC109407520
OG0002851	CQUJHB010908	LOC109408676
OG0002852	CQUJHB001574	LOC109408672
OG0002853	CQUJHB015414	LOC115270351
OG0002854	CQUJHB011629	LOC109416369
OG0002855	CQUJHB013354	LOC109430041
OG0002856	CQUJHB002888	LOC109416376, LOC109430005
OG0002858	CQUJHB017353	LOC109413690
OG0002859	CQUJHB011381	LOC109413778
OG0002860	CQUJHB005968	LOC109429722
OG0002861	CQUJHB003151	LOC115264153, LOC109423642, LOC109398576
OG0002862	CQUJHB014704	LOC109429655, LOC115262110
OG0002863	CQUJHB000810	LOC134288506, LOC109426687
OG0002864	CQUJHB006195	LOC109397066, LOC134285650
OG0002866	CQUJHB005563	LOC109622838
OG0002867	CQUJHB008387	LOC115255129, LOC115255131
OG0002868	CQUJHB008884	LOC109398902
OG0002869	CQUJHB005511	LOC109398742, LOC134284926
OG0002870	CQUJHB003209	LOC109408016
OG0002871	CQUJHB009365	LOC109406901
OG0002872	CQUJHB005681	LOC109414761, LOC115267376
OG0002873	CQUJHB005179	LOC115254028
OG0002874	CQUJHB012748	LOC109420799
OG0002875	CQUJHB000053	LOC109399514
OG0002876	CQUJHB017981	LOC109399473
OG0002877	CQUJHB007974	LOC109404280, LOC109621264
OG0002878	CQUJHB011650	LOC109398451
OG0002879	CQUJHB012256	LOC109423883
OG0002880	CQUJHB000646	LOC109409291
OG0002881	CQUJHB013885	LOC115258593
OG0002882	CQUJHB007846	LOC109432157
OG0002883	CQUJHB013117, CQUJHB014017	LOC109410419
OG0002884	CQUJHB010592, CQUJHB015110	LOC109401476
OG0002885	CQUJHB011674, CQUJHB015574	LOC109408779
OG0002886	CQUJHB014993	LOC134287269, LOC109399863
OG0002887	CQUJHB007328	LOC134283971, LOC109403649
OG0002888	CQUJHB011036	LOC109408335
OG0002888	CQUJHB016426	LOC115268315
OG0002889	CQUJHB000995	LOC109408341
OG0002890	CQUJHB006624	LOC109415061, LOC109403284
OG0002891	CQUJHB004524	LOC109403285, LOC109415064
OG0002892	CQUJHB010365	LOC115261336, LOC109415063
OG0002893	CQUJHB015973	LOC109415065, LOC109403286
OG0002894	CQUJHB002141, CQUJHB010241	LOC109416753
OG0002895	CQUJHB000993	LOC109407459
OG0002896	CQUJHB006791	LOC109406316
OG0002897	CQUJHB012160	LOC109419688
OG0002898	CQUJHB002872	LOC134288594
OG0002899	CQUJHB000108	LOC109411306
OG0002900	CQUJHB008071	LOC115269766, LOC109401269
OG0002901	CQUJHB001609	LOC109622030, LOC109622003
OG0002902	CQUJHB012744	LOC134287905
OG0002903	CQUJHB000664	LOC109420723
OG0002904	CQUJHB000307	LOC109404738
OG0002905	CQUJHB013499	LOC109421517
OG0002906	CQUJHB007768	LOC109421564
OG0002907	CQUJHB003127	LOC134288031
OG0002908	CQUJHB003526	LOC109415971
OG0002909	CQUJHB001264, CQUJHB000990, CQUJHB011590	LOC109415977
OG0002910	CQUJHB004741	LOC109419222
OG0002911	CQUJHB018341, CQUJHB014907	LOC109408788
OG0002912	CQUJHB011275	LOC109404981
OG0002913	CQUJHB004289	LOC109410438
OG0002914	CQUJHB002143	LOC109422472
OG0002915	CQUJHB006179	LOC115259341, LOC115259353
OG0002916	CQUJHB011848	LOC134285541, LOC109412718
OG0002917	CQUJHB018379	LOC109408300
OG0002918	CQUJHB011325	LOC109414994
OG0002919	CQUJHB013053	LOC115256333
OG0002920	CQUJHB013598	LOC109425246
OG0002921	CQUJHB010426	LOC134284825
OG0002922	CQUJHB000913	LOC109425484, LOC109412265
OG0002923	CQUJHB017522, CQUJHB015544	LOC109433136
OG0002924	CQUJHB002430	LOC109430752, LOC109405395
OG0002925	CQUJHB015219	LOC109431068
OG0002926	CQUJHB012973	LOC109422398
OG0002927	CQUJHB003550	LOC109428879
OG0002928	CQUJHB017127	LOC109428878
OG0002929	CQUJHB001946	LOC109621280
OG0002930	CQUJHB004771, CQUJHB010696	LOC109424016
OG0002931	CQUJHB013263	LOC115266038
OG0002932	CQUJHB003872	LOC109428798
OG0002933	CQUJHB010767	LOC109409726
OG0002934	CQUJHB006944	LOC109401017
OG0002935	CQUJHB014768	LOC109401002, LOC109429323
OG0002936	CQUJHB014360	LOC134291418, LOC109418513
OG0002937	CQUJHB005507, CQUJHB015281	LOC109399407
OG0002938	CQUJHB010366	LOC109399403
OG0002939	CQUJHB014061	LOC109423080
OG0002940	CQUJHB001793	LOC109423081
OG0002941	CQUJHB017961	LOC109411288
OG0002942	CQUJHB017386	LOC109423303
OG0002943	CQUJHB011264	LOC109426157, LOC115267614
OG0002944	CQUJHB002586, CQUJHB018121	LOC115267435
OG0002945	CQUJHB005838	LOC109418503
OG0002946	CQUJHB003648, CQUJHB005344	LOC109413068
OG0002947	CQUJHB006102	LOC134289743, LOC109426404
OG0002948	CQUJHB014507	LOC109432061
OG0002949	CQUJHB001765	LOC109401252, LOC109413593
OG0002950	CQUJHB003604	LOC109413595, LOC115262728
OG0002951	CQUJHB015745	LOC109432065
OG0002952	CQUJHB007677	LOC109412185
OG0002953	CQUJHB006997	LOC109412183
OG0002954	CQUJHB008098	LOC109431645
OG0002955	CQUJHB017802	LOC109398105
OG0002956	CQUJHB004884	LOC109414181
OG0002958	CQUJHB003744	LOC109433101
OG0002959	CQUJHB014528	LOC109408799
OG0002960	CQUJHB018348	LOC109432693
OG0002961	CQUJHB011372	LOC109431303
OG0002962	CQUJHB003588	LOC109412519
OG0002963	CQUJHB017503	LOC109412526
OG0002964	CQUJHB000498	LOC134284688
OG0002965	CQUJHB015756	LOC109623404
OG0002966	CQUJHB006197	LOC109399662
OG0002967	CQUJHB005627	LOC109418822, LOC109418943
OG0002968	CQUJHB002581	LOC109415718
OG0002969	CQUJHB002490, CQUJHB002851	LOC109420811
OG0002970	CQUJHB015165, CQUJHB015125	LOC109399837
OG0002971	CQUJHB009592	LOC115269309
OG0002972	CQUJHB010523	LOC109432939
OG0002973	CQUJHB010158	LOC109404813
OG0002974	CQUJHB004011	LOC109623256
OG0002975	CQUJHB005232	LOC109623254
OG0002976	CQUJHB009657	LOC134284664
OG0002977	CQUJHB015572	LOC109414138
OG0002978	CQUJHB006347	LOC109431484
OG0002979	CQUJHB011612	LOC109431436
OG0002980	CQUJHB000504	LOC109410413
OG0002981	CQUJHB015412	LOC109405853
OG0002982	CQUJHB002929, CQUJHB012228	LOC109408420
OG0002983	CQUJHB007199	LOC109421921
OG0002984	CQUJHB016832	LOC109412837
OG0002985	CQUJHB003718	LOC109408005
OG0002986	CQUJHB003552	LOC109430822
OG0002987	CQUJHB000494	LOC109430819
OG0002988	CQUJHB010053	LOC109402444
OG0002989	CQUJHB001911	LOC115253706
OG0002990	CQUJHB016993	LOC109405990
OG0002991	CQUJHB005004	LOC109414018, LOC115264998
OG0002992	CQUJHB011956, CQUJHB016419	LOC115256515
OG0002994	CQUJHB004870	LOC109418833
OG0002995	CQUJHB002046	LOC109402588
OG0002996	CQUJHB016032	LOC109398724, LOC134285945
OG0002997	CQUJHB001058	LOC134285944, LOC109398728
OG0002998	CQUJHB009479	LOC109422161, LOC109428453
OG0002999	CQUJHB000258	LOC109419905
OG0003000	CQUJHB004097	LOC109402443
OG0003001	CQUJHB017995	LOC109423544
OG0003002	CQUJHB008549	LOC109423536
OG0003003	CQUJHB000601, CQUJHB014192	LOC109423542
OG0003004	CQUJHB005063	LOC109412145
OG0003005	CQUJHB016594	LOC109418883
OG0003006	CQUJHB013332	LOC109412628, LOC115254160
OG0003007	CQUJHB007613	LOC109398506
OG0003008	CQUJHB009918	LOC109409150
OG0003009	CQUJHB012915	LOC109431812
OG0003010	CQUJHB000695	LOC115254122
OG0003011	CQUJHB003159	LOC109422687
OG0003012	CQUJHB006507	LOC109399475
OG0003013	CQUJHB017479	LOC134285051
OG0003014	CQUJHB015008	LOC134291878, LOC134291442
OG0003015	CQUJHB003777	LOC134291841, LOC109396999
OG0003016	CQUJHB015266	LOC115259492, LOC109396991
OG0003017	CQUJHB007770	LOC134291804, LOC109397146
OG0003018	CQUJHB014626	LOC134291394, LOC109418632
OG0003019	CQUJHB016290	LOC109419150
OG0003020	CQUJHB014479	LOC109420720, LOC115255144
OG0003021	CQUJHB011653	LOC115258034
OG0003022	CQUJHB001168	LOC109399928
OG0003023	CQUJHB011813	LOC109419097, LOC109409327
OG0003024	CQUJHB001416	LOC109399413
OG0003025	CQUJHB008160	LOC109401076
OG0003026	CQUJHB005194	LOC109424687
OG0003027	CQUJHB006408	LOC134291632, LOC109424710
OG0003028	CQUJHB011209, CQUJHB002633	LOC109424685
OG0003029	CQUJHB007168	LOC109420086
OG0003030	CQUJHB014749	LOC109426376
OG0003031	CQUJHB006196	LOC109412540, LOC109420844
OG0003032	CQUJHB006517	LOC109420547
OG0003033	CQUJHB003183	LOC109418409, LOC109426125
OG0003034	CQUJHB011251	LOC109414569
OG0003035	CQUJHB014726	LOC109418555
OG0003036	CQUJHB018353	LOC109413116
OG0003037	CQUJHB000738	LOC109426789
OG0003038	CQUJHB001818	LOC109417825, LOC134288493
OG0003039	CQUJHB013799	LOC109412857, LOC134288997
OG0003040	CQUJHB004887	LOC115270335, LOC134284237, LOC109426190
OG0003042	CQUJHB012914	LOC109428240
OG0003043	CQUJHB009812	LOC109428235
OG0003044	CQUJHB001211	LOC115266377
OG0003045	CQUJHB015048	LOC109430922
OG0003046	CQUJHB016363	LOC115253559
OG0003047	CQUJHB010519	LOC109399520
OG0003048	CQUJHB004527	LOC109399934
OG0003049	CQUJHB018205	LOC109423260, LOC134288680
OG0003050	CQUJHB010049	LOC109424672
OG0003051	CQUJHB001492	LOC109411069
OG0003052	CQUJHB002618	LOC109406508, LOC109418772
OG0003053	CQUJHB004633	LOC109406950, LOC109405955
OG0003054	CQUJHB011266	LOC109430725
OG0003055	CQUJHB010561	LOC109398320
OG0003056	CQUJHB006984	LOC109428417
OG0003057	CQUJHB015467	LOC109426373, LOC115257248
OG0003058	CQUJHB009758, CQUJHB007459, CQUJHB013449	LOC109432620
OG0003059	CQUJHB016193	LOC109407201, LOC109405873
OG0003060	CQUJHB009966	LOC109428578, LOC109416909
