Orthogroup	CquinquefasciatusJHB2020	AaegyptiLVP_AGWG
OG0002551	CQUJHB012002	AAEL006572
OG0002552	CQUJHB014048	AAEL006584
OG0002553	CQUJHB010136	AAEL026822, AAEL006619
OG0002554	CQUJHB006278	AAEL006633
OG0002555	CQUJHB004110	AAEL006641
OG0002556	CQUJHB013878	AAEL006650
OG0002557	CQUJHB017473, CQUJHB005775	AAEL006689
OG0002558	CQUJHB002217	AAEL006690
OG0002559	CQUJHB007385	AAEL006700
OG0002560	CQUJHB006910	AAEL006703
OG0002561	CQUJHB015452	AAEL006708, AAEL027817
OG0002562	CQUJHB012582	AAEL006731
OG0002563	CQUJHB014513	AAEL006734
OG0002564	CQUJHB010984	AAEL006744
OG0002565	CQUJHB003369	AAEL006752
OG0002566	CQUJHB001402	AAEL021422, AAEL006785
OG0002567	CQUJHB005685	AAEL006786
OG0002568	CQUJHB000006	AAEL006792
OG0002569	CQUJHB000293	AAEL006797
OG0002571	CQUJHB006090	AAEL006822
OG0002572	CQUJHB017578	AAEL006825
OG0002573	CQUJHB016861	AAEL006844
OG0002574	CQUJHB000934	AAEL006856, AAEL023412
OG0002575	CQUJHB010355	AAEL006862
OG0002576	CQUJHB017097	AAEL027925, AAEL006876
OG0002577	CQUJHB016962	AAEL006892
OG0002578	CQUJHB012644	AAEL006917
OG0002579	CQUJHB001217	AAEL006945
OG0002580	CQUJHB017277	AAEL006947
OG0002581	CQUJHB008792	AAEL006948, AAEL024962
OG0002582	CQUJHB013520	AAEL006953, AAEL021372
OG0002583	CQUJHB000170	AAEL021249, AAEL006955
OG0002584	CQUJHB000376	AAEL006993, AAEL023712
OG0002585	CQUJHB015510	AAEL007007
OG0002586	CQUJHB002474	AAEL007033, AAEL024717
OG0002587	CQUJHB008457	AAEL020329, AAEL007045
OG0002588	CQUJHB010356, CQUJHB017480	AAEL007046
OG0002589	CQUJHB007419, CQUJHB017663	AAEL007058
OG0002590	CQUJHB007825	AAEL007066
OG0002591	CQUJHB016206	AAEL022194, AAEL007077
OG0002593	CQUJHB012538	AAEL007138, AAEL007126
OG0002594	CQUJHB010227, CQUJHB001162	AAEL023775, AAEL007134
OG0002595	CQUJHB000364	AAEL007147
OG0002596	CQUJHB003929	AAEL007150
OG0002597	CQUJHB002609	AAEL007153
OG0002598	CQUJHB005715	AAEL007156
OG0002599	CQUJHB014079	AAEL007180
OG0002600	CQUJHB014170	AAEL007187
OG0002601	CQUJHB005109	AAEL007197
OG0002602	CQUJHB013121	AAEL007208
OG0002603	CQUJHB007242	AAEL007209
OG0002604	CQUJHB011962	AAEL007226
OG0002605	CQUJHB005007	AAEL023227, AAEL007228
OG0002606	CQUJHB009873	AAEL007230
OG0002607	CQUJHB004753	AAEL007276
OG0002608	CQUJHB014707	AAEL007282
OG0002609	CQUJHB009964	AAEL007283
OG0002610	CQUJHB012314	AAEL007289
OG0002611	CQUJHB006484	AAEL007311
OG0002612	CQUJHB007541, CQUJHB014776	AAEL007322
OG0002613	CQUJHB017552	AAEL007343
OG0002614	CQUJHB009165	AAEL007351
OG0002615	CQUJHB013323	AAEL007353
OG0002616	CQUJHB004053	AAEL007356
OG0002617	CQUJHB014044	AAEL007357
OG0002618	CQUJHB016262	AAEL007369
OG0002619	CQUJHB005387, CQUJHB012817	AAEL007370
OG0002620	CQUJHB001622	AAEL007375
OG0002621	CQUJHB006066	AAEL007389
OG0002622	CQUJHB002080	AAEL007468, AAEL007456, AAEL007461, AAEL007464
OG0002623	CQUJHB009671	AAEL007487
OG0002624	CQUJHB006768	AAEL007494
OG0002625	CQUJHB000731	AAEL022065, AAEL007496
OG0002626	CQUJHB014604	AAEL007512
OG0002627	CQUJHB008047	AAEL007527
OG0002628	CQUJHB010447	AAEL007531
OG0002629	CQUJHB007559	AAEL007541
OG0002630	CQUJHB015682	AAEL007546
OG0002631	CQUJHB010106	AAEL007565
OG0002632	CQUJHB003136	AAEL023687, AAEL007576
OG0002633	CQUJHB010113	AAEL021474, AAEL007578
OG0002634	CQUJHB009470	AAEL007581, AAEL024947
OG0002635	CQUJHB000728	AAEL007586
OG0002636	CQUJHB014197	AAEL007632
OG0002637	CQUJHB001164	AAEL007647, AAEL028214
OG0002638	CQUJHB004695, CQUJHB008952	AAEL007667
OG0002639	CQUJHB005136	AAEL007668
OG0002640	CQUJHB000308	AAEL007681
OG0002641	CQUJHB002923	AAEL007682
OG0002642	CQUJHB007883	AAEL007691
OG0002643	CQUJHB010422	AAEL007694
OG0002644	CQUJHB008871	AAEL007697
OG0002645	CQUJHB001356	AAEL007699
OG0002646	CQUJHB018457	AAEL007700
OG0002647	CQUJHB011256	AAEL007704
OG0002648	CQUJHB012024	AAEL007710
OG0002649	CQUJHB010624	AAEL007712
OG0002650	CQUJHB004020	AAEL007726
OG0002651	CQUJHB001729	AAEL007752
OG0002652	CQUJHB000162	AAEL007770
OG0002653	CQUJHB016662	AAEL007792
OG0002654	CQUJHB001055	AAEL028044, AAEL007797
OG0002655	CQUJHB013077	AAEL007804
OG0002656	CQUJHB015806	AAEL007806
OG0002657	CQUJHB008092	AAEL007811
OG0002658	CQUJHB010572	AAEL007826
OG0002659	CQUJHB001345	AAEL007832, AAEL021197
OG0002660	CQUJHB015998	AAEL007838
OG0002661	CQUJHB000685	AAEL007865
OG0002662	CQUJHB001289	AAEL007876
OG0002663	CQUJHB005294	AAEL007884, AAEL025379
OG0002664	CQUJHB017689	AAEL007889
OG0002665	CQUJHB005976	AAEL007899
OG0002666	CQUJHB002953	AAEL007914
OG0002667	CQUJHB014443	AAEL007990
OG0002668	CQUJHB005696	AAEL008000
OG0002669	CQUJHB018482	AAEL008002
OG0002670	CQUJHB016241, CQUJHB012834	AAEL008003
OG0002671	CQUJHB012955	AAEL008005
OG0002672	CQUJHB008399	AAEL008006
OG0002673	CQUJHB003072	AAEL008014
OG0002674	CQUJHB017149	AAEL008021
OG0002675	CQUJHB003537	AAEL026494, AAEL008027
OG0002676	CQUJHB010937	AAEL023051, AAEL008037
OG0002678	CQUJHB012239	AAEL008084
OG0002679	CQUJHB004260	AAEL008112
OG0002680	CQUJHB012667	AAEL008125
OG0002681	CQUJHB008560	AAEL008146
OG0002682	CQUJHB004519	AAEL022013, AAEL008177
OG0002683	CQUJHB006002	AAEL008183, AAEL026780
OG0002684	CQUJHB015994	AAEL008185
OG0002685	CQUJHB016204, CQUJHB009364	AAEL008192
OG0002686	CQUJHB015400, CQUJHB015398	AAEL008199
OG0002687	CQUJHB014346	AAEL008210
OG0002688	CQUJHB003012	AAEL008257
OG0002689	CQUJHB002488	AAEL008267, AAEL022284
OG0002690	CQUJHB000130	AAEL026955
OG0002690	CQUJHB014682	AAEL008299
OG0002691	CQUJHB017902	AAEL020291, AAEL008306
OG0002692	CQUJHB000399	AAEL008324
OG0002693	CQUJHB007979	AAEL008329
OG0002694	CQUJHB005894	AAEL008336
OG0002695	CQUJHB018357	AAEL008347
OG0002696	CQUJHB016207	AAEL008356
OG0002697	CQUJHB015223, CQUJHB014396	AAEL008364
OG0002698	CQUJHB000191, CQUJHB009764	AAEL008367
OG0002699	CQUJHB006257	AAEL008389
OG0002700	CQUJHB002027	AAEL008404, AAEL022775
OG0002701	CQUJHB018235	AAEL008406
OG0002702	CQUJHB017824	AAEL008410
OG0002703	CQUJHB012883	AAEL008414, AAEL021404
OG0002704	CQUJHB005677	AAEL008417, AAEL028177
OG0002705	CQUJHB015309	AAEL008427
OG0002706	CQUJHB006954	AAEL008431
OG0002707	CQUJHB009064	AAEL008454, AAEL027406
OG0002708	CQUJHB014646	AAEL008458
OG0002709	CQUJHB004296	AAEL008462
OG0002710	CQUJHB010975, CQUJHB009120	AAEL008465
OG0002711	CQUJHB003110	AAEL008466
OG0002712	CQUJHB006081	AAEL008494, AAEL025921
OG0002713	CQUJHB009419	AAEL008507
OG0002714	CQUJHB012566	AAEL008509
OG0002715	CQUJHB011987	AAEL008510
OG0002716	CQUJHB012279	AAEL008517
OG0002717	CQUJHB001036	AAEL008556
OG0002718	CQUJHB008873	AAEL008565
OG0002719	CQUJHB003272	AAEL008578
OG0002720	CQUJHB007096	AAEL008583
OG0002721	CQUJHB009705	AAEL008587, AAEL024730, AAEL024694
OG0002723	CQUJHB004797	AAEL008671
OG0002724	CQUJHB014011	AAEL008683
OG0002725	CQUJHB001455	AAEL008714
OG0002726	CQUJHB015298	AAEL008717
OG0002727	CQUJHB014575	AAEL008751, AAEL008749
OG0002728	CQUJHB005642	AAEL008752
OG0002729	CQUJHB004878	AAEL008755
OG0002730	CQUJHB000842	AAEL008759
OG0002731	CQUJHB007189	AAEL008763
OG0002732	CQUJHB017636	AAEL008773
OG0002733	CQUJHB000668	AAEL008788
OG0002734	CQUJHB017177	AAEL008828
OG0002735	CQUJHB010265	AAEL008829
OG0002736	CQUJHB007073	AAEL020133, AAEL008837
OG0002737	CQUJHB017928	AAEL008841
OG0002738	CQUJHB001872	AAEL008848
OG0002739	CQUJHB003138	AAEL008862
OG0002740	CQUJHB006895	AAEL008863
OG0002741	CQUJHB013964, CQUJHB008974	AAEL008871
OG0002742	CQUJHB004019	AAEL008893
OG0002743	CQUJHB011213	AAEL008894
OG0002744	CQUJHB018454	AAEL008940
OG0002745	CQUJHB007694	AAEL008944
OG0002746	CQUJHB012821	AAEL008947
OG0002747	CQUJHB013511	AAEL008962
OG0002748	CQUJHB005087	AAEL009024
OG0002749	CQUJHB014828	AAEL009077
OG0002750	CQUJHB013539	AAEL009092
OG0002751	CQUJHB017583, CQUJHB009012	AAEL009110
OG0002752	CQUJHB014117	AAEL009112
OG0002753	CQUJHB002493	AAEL009147
OG0002754	CQUJHB013283	AAEL009153, AAEL025687
OG0002755	CQUJHB000567	AAEL009154
OG0002756	CQUJHB000491	AAEL009185
OG0002757	CQUJHB017655	AAEL009192
OG0002758	CQUJHB001767	AAEL009235
OG0002759	CQUJHB002397	AAEL009240
OG0002760	CQUJHB007807	AAEL009242
OG0002761	CQUJHB000656	AAEL009244
OG0002762	CQUJHB003803	AAEL009257
OG0002763	CQUJHB014238	AAEL009264
OG0002764	CQUJHB001583	AAEL021214, AAEL009276
OG0002765	CQUJHB009022, CQUJHB015690	AAEL009278
OG0002766	CQUJHB011679	AAEL009280, AAEL023779
OG0002767	CQUJHB005870	AAEL009282
OG0002768	CQUJHB017884	AAEL009287
OG0002769	CQUJHB008154	AAEL009302
OG0002770	CQUJHB003361	AAEL023202, AAEL009306
OG0002771	CQUJHB015723	AAEL009309, AAEL027140
OG0002772	CQUJHB009477	AAEL009311
OG0002773	CQUJHB008171	AAEL009327
OG0002774	CQUJHB003745	AAEL009340
OG0002775	CQUJHB015681	AAEL009360
OG0002776	CQUJHB008014	AAEL027008, AAEL009372
OG0002777	CQUJHB002983	AAEL009381
OG0002778	CQUJHB018233	AAEL009394, AAEL024085
OG0002779	CQUJHB012394, CQUJHB004353	AAEL009406
OG0002780	CQUJHB009615	AAEL009412
OG0002781	CQUJHB014793, CQUJHB006808	AAEL009428
OG0002782	CQUJHB015335	AAEL013687, AAEL009448
OG0002783	CQUJHB014898	AAEL009467
OG0002784	CQUJHB000246	AAEL009486, AAEL023604
OG0002785	CQUJHB014794	AAEL009497
OG0002786	CQUJHB013234	AAEL009498, AAEL017156
OG0002787	CQUJHB007856	AAEL009507
OG0002788	CQUJHB007881	AAEL009538
OG0002789	CQUJHB009943	AAEL009544
OG0002790	CQUJHB003765	AAEL009579
OG0002791	CQUJHB000527	AAEL009615
OG0002792	CQUJHB011211	AAEL020156, AAEL009630
OG0002793	CQUJHB013892	AAEL009644
OG0002794	CQUJHB006425	AAEL009645
OG0002795	CQUJHB015869	AAEL009660
OG0002796	CQUJHB007584	AAEL009663
OG0002797	CQUJHB004342	AAEL021799, AAEL009720
OG0002798	CQUJHB014675	AAEL009722
OG0002800	CQUJHB017318	AAEL009734
OG0002801	CQUJHB015722	AAEL009736
OG0002802	CQUJHB011020	AAEL009748, AAEL026380
OG0002803	CQUJHB014524, CQUJHB002908	AAEL009773
OG0002804	CQUJHB014692, CQUJHB012233, CQUJHB004900, CQUJHB010633, CQUJHB009780, CQUJHB011665, CQUJHB003870, CQUJHB002769, CQUJHB009396	AAEL009792
OG0002805	CQUJHB016341, CQUJHB003394	AAEL009808
OG0002806	CQUJHB007138	AAEL009811
OG0002807	CQUJHB004195	AAEL009825, AAEL024434
OG0002808	CQUJHB016317	AAEL009835
OG0002809	CQUJHB005263	AAEL009839
OG0002810	CQUJHB011898	AAEL009846
OG0002811	CQUJHB016907	AAEL009857
OG0002812	CQUJHB002980	AAEL009858
OG0002813	CQUJHB003349, CQUJHB006440	AAEL009869
OG0002814	CQUJHB017465	AAEL009883
OG0002815	CQUJHB014215	AAEL009893
OG0002816	CQUJHB006284	AAEL009895
OG0002817	CQUJHB006151	AAEL009911
OG0002818	CQUJHB013688	AAEL012015, AAEL009913
OG0002819	CQUJHB017352	AAEL022554, AAEL009915
OG0002820	CQUJHB005188, CQUJHB012694	AAEL009932
OG0002821	CQUJHB017653	AAEL009951
OG0002822	CQUJHB013846	AAEL009955
OG0002823	CQUJHB010344	AAEL009959
OG0002824	CQUJHB010997	AAEL009994
OG0002825	CQUJHB017262	AAEL010004
OG0002826	CQUJHB013702	AAEL010012
OG0002827	CQUJHB007967	AAEL010013, AAEL023654
OG0002828	CQUJHB010048	AAEL010037
OG0002829	CQUJHB013432	AAEL023468, AAEL010045
OG0002830	CQUJHB010064	AAEL022213, AAEL010048
OG0002831	CQUJHB009348	AAEL010049, AAEL021853
OG0002832	CQUJHB015620	AAEL010059
OG0002833	CQUJHB009678	AAEL010061
OG0002834	CQUJHB009464	AAEL010065
OG0002835	CQUJHB014375	AAEL010067
OG0002836	CQUJHB001594	AAEL022340, AAEL010071
OG0002837	CQUJHB011183	AAEL010074, AAEL024455
OG0002838	CQUJHB000604	AAEL010108
OG0002839	CQUJHB006208	AAEL010145
OG0002840	CQUJHB014135	AAEL010147
OG0002841	CQUJHB012841	AAEL010162
OG0002842	CQUJHB015322	AAEL010175
OG0002843	CQUJHB015662	AAEL021915, AAEL010178
OG0002844	CQUJHB013567	AAEL010185, AAEL020182
OG0002845	CQUJHB002985	AAEL010190
OG0002846	CQUJHB009626, CQUJHB006435	AAEL010214
OG0002847	CQUJHB002149	AAEL026577, AAEL010222
OG0002848	CQUJHB008228	AAEL010289, AAEL027040
OG0002849	CQUJHB017635	AAEL010324
OG0002850	CQUJHB001958	AAEL010327
OG0002851	CQUJHB010908	AAEL010379
OG0002852	CQUJHB001574	AAEL010386
OG0002853	CQUJHB015414	AAEL010387
OG0002854	CQUJHB011629	AAEL010411
OG0002855	CQUJHB013354	AAEL010412
OG0002856	CQUJHB002888	AAEL010413
OG0002858	CQUJHB017353	AAEL010432
OG0002859	CQUJHB011381	AAEL010439
OG0002860	CQUJHB005968	AAEL010461, AAEL023327
OG0002861	CQUJHB003151	AAEL010483
OG0002862	CQUJHB014704	AAEL010488
OG0002863	CQUJHB000810	AAEL010509
OG0002864	CQUJHB006195	AAEL010513
OG0002866	CQUJHB005563	AAEL010543
OG0002867	CQUJHB008387	AAEL010546
OG0002868	CQUJHB008884	AAEL023059, AAEL010557
OG0002869	CQUJHB005511	AAEL010563
OG0002870	CQUJHB003209	AAEL010589
OG0002871	CQUJHB009365	AAEL010598
OG0002872	CQUJHB005681	AAEL010626
OG0002873	CQUJHB005179	AAEL026393, AAEL010640
OG0002874	CQUJHB012748	AAEL010644, AAEL023255
OG0002875	CQUJHB000053	AAEL017375, AAEL010691
OG0002876	CQUJHB017981	AAEL010698
OG0002877	CQUJHB007974	AAEL010704
OG0002878	CQUJHB011650	AAEL010721
OG0002879	CQUJHB012256	AAEL010732
OG0002880	CQUJHB000646	AAEL010770
OG0002881	CQUJHB013885	AAEL020552, AAEL010772
OG0002882	CQUJHB007846	AAEL010791
OG0002883	CQUJHB013117, CQUJHB014017	AAEL010815
OG0002884	CQUJHB010592, CQUJHB015110	AAEL010816
OG0002885	CQUJHB011674, CQUJHB015574	AAEL010869
OG0002886	CQUJHB014993	AAEL010896
OG0002887	CQUJHB007328	AAEL010900
OG0002888	CQUJHB011036	AAEL010909
OG0002888	CQUJHB016426	AAEL010915
OG0002889	CQUJHB000995	AAEL010913
OG0002890	CQUJHB006624	AAEL010944
OG0002891	CQUJHB004524	AAEL010949
OG0002892	CQUJHB010365	AAEL010954
OG0002893	CQUJHB015973	AAEL010955
OG0002894	CQUJHB002141, CQUJHB010241	AAEL010963
OG0002895	CQUJHB000993	AAEL024051, AAEL010964
OG0002896	CQUJHB006791	AAEL010978
OG0002897	CQUJHB012160	AAEL011049
OG0002898	CQUJHB002872	AAEL026089, AAEL011055
OG0002899	CQUJHB000108	AAEL020154, AAEL011056
OG0002900	CQUJHB008071	AAEL011067
OG0002901	CQUJHB001609	AAEL011073
OG0002902	CQUJHB012744	AAEL011074
OG0002903	CQUJHB000664	AAEL011078
OG0002904	CQUJHB000307	AAEL011081
OG0002905	CQUJHB013499	AAEL011095
OG0002906	CQUJHB007768	AAEL011101
OG0002907	CQUJHB003127	AAEL021134, AAEL011105
OG0002908	CQUJHB003526	AAEL011112, AAEL024696
OG0002909	CQUJHB001264, CQUJHB000990, CQUJHB011590	AAEL011114
OG0002910	CQUJHB004741	AAEL027602, AAEL011125
OG0002911	CQUJHB018341, CQUJHB014907	AAEL011136
OG0002912	CQUJHB011275	AAEL024420, AAEL011147
OG0002913	CQUJHB004289	AAEL011187, AAEL022923
OG0002914	CQUJHB002143	AAEL011210, AAEL011213
OG0002915	CQUJHB006179	AAEL011227
OG0002916	CQUJHB011848	AAEL011255
OG0002917	CQUJHB018379	AAEL011264
OG0002918	CQUJHB011325	AAEL011277
OG0002919	CQUJHB013053	AAEL011288
OG0002920	CQUJHB013598	AAEL022100, AAEL011329
OG0002921	CQUJHB010426	AAEL024423, AAEL011353
OG0002922	CQUJHB000913	AAEL011359
OG0002923	CQUJHB017522, CQUJHB015544	AAEL011368
OG0002924	CQUJHB002430	AAEL011383
OG0002925	CQUJHB015219	AAEL011390
OG0002926	CQUJHB012973	AAEL011415
OG0002927	CQUJHB003550	AAEL011416
OG0002928	CQUJHB017127	AAEL011422
OG0002929	CQUJHB001946	AAEL011465
OG0002930	CQUJHB004771, CQUJHB010696	AAEL011471
OG0002931	CQUJHB013263	AAEL011480, AAEL021317
OG0002932	CQUJHB003872	AAEL024932, AAEL011488
OG0002933	CQUJHB010767	AAEL022271, AAEL011492
OG0002934	CQUJHB006944	AAEL011521, AAEL017160
OG0002935	CQUJHB014768	AAEL011522
OG0002936	CQUJHB014360	AAEL011532
OG0002937	CQUJHB005507, CQUJHB015281	AAEL011536
OG0002938	CQUJHB010366	AAEL011538
OG0002939	CQUJHB014061	AAEL024516, AAEL011578
OG0002940	CQUJHB001793	AAEL011580
OG0002941	CQUJHB017961	AAEL011584
OG0002942	CQUJHB017386	AAEL011591
OG0002943	CQUJHB011264	AAEL011606
OG0002944	CQUJHB002586, CQUJHB018121	AAEL011626
OG0002945	CQUJHB005838	AAEL011629
OG0002946	CQUJHB003648, CQUJHB005344	AAEL011637
OG0002947	CQUJHB006102	AAEL011649
OG0002948	CQUJHB014507	AAEL011685
OG0002949	CQUJHB001765	AAEL011688
OG0002950	CQUJHB003604	AAEL011696
OG0002951	CQUJHB015745	AAEL011698, AAEL021810
OG0002952	CQUJHB007677	AAEL011748, AAEL025877
OG0002953	CQUJHB006997	AAEL011756, AAEL027336
OG0002954	CQUJHB008098	AAEL011758, AAEL025082
OG0002955	CQUJHB017802	AAEL011765
OG0002956	CQUJHB004884	AAEL028034, AAEL011777
OG0002957	CQUJHB004348	AAEL011788
OG0002958	CQUJHB003744	AAEL011794
OG0002959	CQUJHB014528	AAEL019454
OG0002960	CQUJHB018348	AAEL011842, AAEL023454
OG0002961	CQUJHB011372	AAEL011865
OG0002962	CQUJHB003588	AAEL011870
OG0002963	CQUJHB017503	AAEL011877, AAEL019456
OG0002964	CQUJHB000498	AAEL011892
OG0002965	CQUJHB015756	AAEL011900
OG0002966	CQUJHB006197	AAEL011918
OG0002967	CQUJHB005627	AAEL011920, AAEL011922
OG0002968	CQUJHB002581	AAEL019823, AAEL011968
OG0002969	CQUJHB002490, CQUJHB002851	AAEL012019
OG0002970	CQUJHB015165, CQUJHB015125	AAEL012039
OG0002971	CQUJHB009592	AAEL012063
OG0002972	CQUJHB010523	AAEL025343, AAEL012088
OG0002973	CQUJHB010158	AAEL012114
OG0002974	CQUJHB004011	AAEL012129
OG0002975	CQUJHB005232	AAEL012134
OG0002976	CQUJHB009657	AAEL012203
OG0002977	CQUJHB015572	AAEL012219, AAEL025314
OG0002978	CQUJHB006347	AAEL012234
OG0002979	CQUJHB011612	AAEL027026, AAEL012235
OG0002980	CQUJHB000504	AAEL012249
OG0002981	CQUJHB015412	AAEL012250
OG0002982	CQUJHB002929, CQUJHB012228	AAEL012311
OG0002983	CQUJHB007199	AAEL025469, AAEL012323
OG0002984	CQUJHB016832	AAEL012347, AAEL022078
OG0002985	CQUJHB003718	AAEL012359, AAEL027453
OG0002986	CQUJHB003552	AAEL012372
OG0002987	CQUJHB000494	AAEL012380, AAEL021026
OG0002988	CQUJHB010053	AAEL012398
OG0002989	CQUJHB001911	AAEL012404
OG0002990	CQUJHB016993	AAEL012426, AAEL022629
OG0002991	CQUJHB005004	AAEL012449
OG0002992	CQUJHB011956, CQUJHB016419	AAEL012466
OG0002994	CQUJHB004870	AAEL012502
OG0002995	CQUJHB002046	AAEL012508
OG0002996	CQUJHB016032	AAEL012520
OG0002997	CQUJHB001058	AAEL012523
OG0002998	CQUJHB009479	AAEL012549
OG0002999	CQUJHB000258	AAEL012556
OG0003000	CQUJHB004097	AAEL012577
OG0003001	CQUJHB017995	AAEL012579
OG0003002	CQUJHB008549	AAEL012582
OG0003003	CQUJHB000601, CQUJHB014192	AAEL012583
OG0003004	CQUJHB005063	AAEL012618
OG0003005	CQUJHB016594	AAEL012632
OG0003006	CQUJHB013332	AAEL012637
OG0003007	CQUJHB007613	AAEL012640
OG0003008	CQUJHB009918	AAEL012661
OG0003009	CQUJHB012915	AAEL012723
OG0003010	CQUJHB000695	AAEL012725
OG0003011	CQUJHB003159	AAEL012792
OG0003012	CQUJHB006507	AAEL012793
OG0003013	CQUJHB017479	AAEL012809
OG0003014	CQUJHB015008	AAEL012819
OG0003015	CQUJHB003777	AAEL012825
OG0003016	CQUJHB015266	AAEL012827
OG0003017	CQUJHB007770	AAEL012851
OG0003018	CQUJHB014626	AAEL012873
OG0003019	CQUJHB016290	AAEL012887
OG0003020	CQUJHB014479	AAEL012897
OG0003021	CQUJHB011653	AAEL012906
OG0003022	CQUJHB001168	AAEL012924
OG0003023	CQUJHB011813	AAEL012932
OG0003024	CQUJHB001416	AAEL012980
OG0003025	CQUJHB008160	AAEL013042
OG0003026	CQUJHB005194	AAEL013045
OG0003027	CQUJHB006408	AAEL013046
OG0003028	CQUJHB011209, CQUJHB002633	AAEL013058
OG0003029	CQUJHB007168	AAEL013070
OG0003030	CQUJHB014749	AAEL013135, AAEL027786
OG0003031	CQUJHB006196	AAEL013143
OG0003032	CQUJHB006517	AAEL013148
OG0003033	CQUJHB003183	AAEL013184
OG0003034	CQUJHB011251	AAEL013194
OG0003035	CQUJHB014726	AAEL023126, AAEL013232
OG0003036	CQUJHB018353	AAEL013237, AAEL023175
OG0003037	CQUJHB000738	AAEL026913, AAEL013277
OG0003038	CQUJHB001818	AAEL013279
OG0003039	CQUJHB013799	AAEL013286
OG0003040	CQUJHB004887	AAEL013320
OG0003042	CQUJHB012914	AAEL013353
OG0003043	CQUJHB009812	AAEL013356
OG0003044	CQUJHB001211	AAEL013359
OG0003045	CQUJHB015048	AAEL013408, AAEL027347
OG0003046	CQUJHB016363	AAEL013431
OG0003047	CQUJHB010519	AAEL013452
OG0003048	CQUJHB004527	AAEL013463
OG0003049	CQUJHB018205	AAEL013488
OG0003050	CQUJHB010049	AAEL013505
OG0003051	CQUJHB001492	AAEL013509
OG0003052	CQUJHB002618	AAEL013518
OG0003053	CQUJHB004633	AAEL013526
OG0003054	CQUJHB011266	AAEL013546
OG0003055	CQUJHB010561	AAEL013571
OG0003056	CQUJHB006984	AAEL013600
OG0003057	CQUJHB015467	AAEL013606
OG0003058	CQUJHB009758, CQUJHB007459, CQUJHB013449	AAEL013611
OG0003059	CQUJHB016193	AAEL013643
OG0003060	CQUJHB009966	AAEL013652
OG0003061	CQUJHB009871	AAEL013675
OG0003062	CQUJHB015665	AAEL013725
OG0003063	CQUJHB008197	AAEL013728
OG0003064	CQUJHB009993	AAEL013729
OG0003065	CQUJHB002295	AAEL024747, AAEL013739
OG0003066	CQUJHB014292	AAEL013749
OG0003067	CQUJHB015903	AAEL013761
OG0003068	CQUJHB005659	AAEL013828
OG0003069	CQUJHB010955	AAEL013842
OG0003070	CQUJHB015330	AAEL013858
OG0003071	CQUJHB013245	AAEL013869
OG0003072	CQUJHB008150	AAEL013870
OG0003073	CQUJHB000592	AAEL013876
OG0003074	CQUJHB003367	AAEL013935
OG0003075	CQUJHB001273	AAEL013979
OG0003076	CQUJHB011087	AAEL013984
OG0003077	CQUJHB006293	AAEL013989
OG0003078	CQUJHB011116	AAEL013999
OG0003079	CQUJHB003454	AAEL014002
OG0003080	CQUJHB002357	AAEL014021
OG0003081	CQUJHB000782	AAEL014044
OG0003082	CQUJHB000268	AAEL014051, AAEL027396
OG0003083	CQUJHB001295	AAEL014055
OG0003084	CQUJHB013554	AAEL014058
OG0003085	CQUJHB016288	AAEL014062, AAEL028139
OG0003086	CQUJHB017620	AAEL014176
OG0003087	CQUJHB000950	AAEL014235, AAEL027196
OG0003088	CQUJHB010303, CQUJHB009496	AAEL014248
OG0003090	CQUJHB015901	AAEL014274
OG0003091	CQUJHB004141	AAEL014314
OG0003092	CQUJHB015102	AAEL014355, AAEL020555
OG0003093	CQUJHB008900	AAEL014362
OG0003094	CQUJHB012393	AAEL014393
OG0003095	CQUJHB006682	AAEL014416
OG0003096	CQUJHB003104	AAEL014447
OG0003097	CQUJHB008242	AAEL021584, AAEL014457
OG0003098	CQUJHB005083	AAEL014489
OG0003099	CQUJHB011670	AAEL014507
OG0003100	CQUJHB015459	AAEL014519
OG0003101	CQUJHB015484, CQUJHB015372	AAEL014531
OG0003102	CQUJHB000947	AAEL014534
OG0003103	CQUJHB010097	AAEL021316, AAEL014555
OG0003104	CQUJHB008559	AAEL014556
OG0003104	CQUJHB013906	AAEL023274
OG0003105	CQUJHB012361	AAEL025918, AAEL014557
OG0003106	CQUJHB015819	AAEL014568
OG0003107	CQUJHB009510	AAEL014576
OG0003108	CQUJHB010654	AAEL014594, AAEL026813
OG0003109	CQUJHB012096	AAEL014657
OG0003110	CQUJHB011497	AAEL014695
OG0003111	CQUJHB000875	AAEL014752, AAEL025965
OG0003112	CQUJHB009040	AAEL023615, AAEL014767, AAEL024096
OG0003113	CQUJHB013824	AAEL014847
OG0003114	CQUJHB011573, CQUJHB004525	AAEL014871
OG0003115	CQUJHB016704	AAEL014913
OG0003116	CQUJHB012395	AAEL014931
OG0003117	CQUJHB017288	AAEL014932
OG0003118	CQUJHB001383	AAEL014936, AAEL020430
OG0003119	CQUJHB012409	AAEL014964
OG0003120	CQUJHB011511	AAEL020524, AAEL014972
OG0003121	CQUJHB001499	AAEL015041
OG0003122	CQUJHB005358, CQUJHB009862	AAEL015051
OG0003123	CQUJHB009280	AAEL026694, AAEL015099
OG0003124	CQUJHB004578	AAEL015110
OG0003125	CQUJHB006095	AAEL015151
OG0003126	CQUJHB018076	AAEL015156
OG0003127	CQUJHB011960	AAEL015202
OG0003128	CQUJHB003323	AAEL015314
OG0003129	CQUJHB017374	AAEL015355
