Orthogroup	CquinquefasciatusJHB2020	AminimusMINIMUS1
OG0002359	CQUJHB014974	AMIN000659
OG0002360	CQUJHB011367	AMIN010883
OG0002361	CQUJHB004650	AMIN011562
OG0002362	CQUJHB014684	AMIN006285
OG0002363	CQUJHB006766	AMIN007232
OG0002364	CQUJHB004756	AMIN000970
OG0002365	CQUJHB012487	AMIN006281
OG0002366	CQUJHB009929	AMIN001361
OG0002367	CQUJHB016718, CQUJHB012929	AMIN002328
OG0002368	CQUJHB012789	AMIN007196
OG0002369	CQUJHB007800	AMIN004958
OG0002370	CQUJHB009564	AMIN004973
OG0002371	CQUJHB012855	AMIN006894
OG0002372	CQUJHB016742	AMIN000871
OG0002373	CQUJHB000794	AMIN001296
OG0002374	CQUJHB016411	AMIN006649
OG0002375	CQUJHB009769	AMIN008418
OG0002376	CQUJHB007982	AMIN008190
OG0002377	CQUJHB003022	AMIN008431
OG0002378	CQUJHB006638	AMIN008419
OG0002379	CQUJHB017208	AMIN008427
OG0002380	CQUJHB010596	AMIN008429
OG0002381	CQUJHB009411	AMIN008432
OG0002382	CQUJHB012201	AMIN007463
OG0002383	CQUJHB010836	AMIN000676
OG0002384	CQUJHB014687	AMIN003521
OG0002385	CQUJHB012067	AMIN016083
OG0002386	CQUJHB004362	AMIN001820
OG0002387	CQUJHB015201	AMIN001821
OG0002388	CQUJHB012524	AMIN015992
OG0002389	CQUJHB010100	AMIN001465
OG0002390	CQUJHB017513	AMIN004872
OG0002391	CQUJHB001336	AMIN000573
OG0002392	CQUJHB005239	AMIN004871
OG0002393	CQUJHB010590	AMIN007861
OG0002395	CQUJHB016537	AMIN002050
OG0002396	CQUJHB001013	AMIN002756
OG0002397	CQUJHB013685	AMIN007980
OG0002398	CQUJHB006627	AMIN003648
OG0002399	CQUJHB000834	AMIN002754
OG0002400	CQUJHB018220	AMIN002770
OG0002401	CQUJHB017267	AMIN001018
OG0002402	CQUJHB015436	AMIN001338
OG0002403	CQUJHB003337	AMIN001017
OG0002404	CQUJHB010074	AMIN015767
OG0002405	CQUJHB007031	AMIN009562, AMIN009561
OG0002406	CQUJHB018093	AMIN006618, AMIN006619
OG0002407	CQUJHB016791	AMIN006624
OG0002408	CQUJHB000279	AMIN006616
OG0002409	CQUJHB001593	AMIN001274
OG0002410	CQUJHB013798	AMIN001271
OG0002411	CQUJHB011085	AMIN001275, AMIN001276
OG0002412	CQUJHB012360	AMIN001273
OG0002414	CQUJHB002452	AMIN007795
OG0002415	CQUJHB015531	AMIN004924
OG0002416	CQUJHB001206	AMIN007661
OG0002417	CQUJHB005610	AMIN007936
OG0002418	CQUJHB006127	AMIN007669
OG0002419	CQUJHB015871	AMIN006678
OG0002420	CQUJHB015617, CQUJHB017009	AMIN006673
OG0002421	CQUJHB016995	AMIN009244
OG0002422	CQUJHB017800	AMIN007188
OG0002423	CQUJHB012261	AMIN006756
OG0002424	CQUJHB013532	AMIN007184
OG0002425	CQUJHB007575	AMIN006095
OG0002426	CQUJHB015489	AMIN006759
OG0002427	CQUJHB012702	AMIN006521
OG0002428	CQUJHB006392, CQUJHB003056	AMIN009243
OG0002429	CQUJHB010909	AMIN015580
OG0002430	CQUJHB012663, CQUJHB006534	AMIN010096
OG0002431	CQUJHB018145	AMIN006530
OG0002432	CQUJHB002271	AMIN009670
OG0002433	CQUJHB008079	AMIN004240
OG0002434	CQUJHB006991	AMIN004242
OG0002435	CQUJHB007429	AMIN006533
OG0002436	CQUJHB018128	AMIN004243
OG0002437	CQUJHB015695	AMIN010051
OG0002438	CQUJHB008564, CQUJHB008781	AMIN001094
OG0002439	CQUJHB003907	AMIN009943
OG0002440	CQUJHB011136	AMIN009942
OG0002441	CQUJHB011205	AMIN007995
OG0002442	CQUJHB000964	AMIN006631
OG0002443	CQUJHB003308	AMIN008133
OG0002444	CQUJHB013675	AMIN008128
OG0002445	CQUJHB005823	AMIN008132
OG0002446	CQUJHB014878	AMIN010378
OG0002447	CQUJHB011832	AMIN002717
OG0002448	CQUJHB013948	AMIN002714
OG0002449	CQUJHB005751	AMIN009866
OG0002450	CQUJHB010116	AMIN004729
OG0002451	CQUJHB013600	AMIN000254
OG0002452	CQUJHB017719	AMIN016129
OG0002453	CQUJHB013401	AMIN005303
OG0002454	CQUJHB013158	AMIN005501
OG0002455	CQUJHB008588	AMIN006719
OG0002456	CQUJHB003838	AMIN006977
OG0002457	CQUJHB002815	AMIN009173
OG0002458	CQUJHB000792	AMIN009174
OG0002459	CQUJHB002715	AMIN009175
OG0002460	CQUJHB011919	AMIN003931
OG0002461	CQUJHB010798	AMIN003927
OG0002462	CQUJHB017675	AMIN004542, AMIN005871
OG0002463	CQUJHB000507	AMIN002131
OG0002464	CQUJHB009902	AMIN001512
OG0002465	CQUJHB008691	AMIN004749
OG0002466	CQUJHB011920	AMIN004515
OG0002467	CQUJHB006115	AMIN008708
OG0002468	CQUJHB012385	AMIN015830
OG0002469	CQUJHB011123	AMIN015657
OG0002470	CQUJHB002211	AMIN002628
OG0002471	CQUJHB017557	AMIN009381
OG0002472	CQUJHB007761, CQUJHB001566	AMIN001384
OG0002473	CQUJHB012618	AMIN007682
OG0002474	CQUJHB006279	AMIN006143
OG0002475	CQUJHB001696	AMIN006149
OG0002476	CQUJHB001299	AMIN006147
OG0002477	CQUJHB009749	AMIN008422
OG0002478	CQUJHB000020	AMIN004014
OG0002479	CQUJHB017215	AMIN010971
OG0002480	CQUJHB013708	AMIN007225
OG0002481	CQUJHB005702	AMIN001418
OG0002482	CQUJHB000819	AMIN015906
OG0002483	CQUJHB000171	AMIN003206
OG0002484	CQUJHB010442	AMIN003169
OG0002485	CQUJHB005479	AMIN002738
OG0002486	CQUJHB007533	AMIN003172
OG0002487	CQUJHB016355	AMIN004696
OG0002488	CQUJHB010277, CQUJHB010094	AMIN005042
OG0002489	CQUJHB006093, CQUJHB018006	AMIN004459
OG0002490	CQUJHB012668, CQUJHB015680	AMIN004462
OG0002491	CQUJHB013800	AMIN001262
OG0002492	CQUJHB015851	AMIN001263
OG0002493	CQUJHB015991	AMIN006567
OG0002494	CQUJHB007287	AMIN001264
OG0002495	CQUJHB008579	AMIN000867
OG0002496	CQUJHB017281	AMIN004166
OG0002497	CQUJHB003657	AMIN000205
OG0002498	CQUJHB000643	AMIN003203
OG0002499	CQUJHB007300	AMIN008770
OG0002500	CQUJHB011172	AMIN003344
OG0002501	CQUJHB007006	AMIN003340
OG0002502	CQUJHB013686	AMIN008136
OG0002503	CQUJHB015917	AMIN003339
OG0002504	CQUJHB008232	AMIN003337
OG0002505	CQUJHB012068, CQUJHB008038	AMIN003303
OG0002506	CQUJHB003498	AMIN000252
OG0002507	CQUJHB015187	AMIN000253
OG0002508	CQUJHB013504	AMIN016289
OG0002509	CQUJHB012352	AMIN000662
OG0002510	CQUJHB014679	AMIN002556
OG0002511	CQUJHB009676	AMIN004159
OG0002512	CQUJHB015655	AMIN002557
OG0002513	CQUJHB017553	AMIN000364
OG0002514	CQUJHB017708	AMIN003511
OG0002515	CQUJHB006348, CQUJHB015063	AMIN002629
OG0002516	CQUJHB006557	AMIN009892
OG0002517	CQUJHB006228	AMIN009894
OG0002518	CQUJHB009619	AMIN009890
OG0002519	CQUJHB011239	AMIN004083
OG0002520	CQUJHB018416	AMIN002455
OG0002521	CQUJHB005754	AMIN014469, AMIN016195
OG0002522	CQUJHB001129	AMIN011573
OG0002523	CQUJHB012857	AMIN011577
OG0002524	CQUJHB012681	AMIN005762
OG0002525	CQUJHB001347	AMIN002489
OG0002526	CQUJHB001835	AMIN007335
OG0002527	CQUJHB013109	AMIN002491
OG0002528	CQUJHB014190	AMIN002487
OG0002529	CQUJHB010186	AMIN002492
OG0002531	CQUJHB007211, CQUJHB011313	AMIN004362
OG0002532	CQUJHB004346	AMIN004396
OG0002533	CQUJHB014674	AMIN004381
OG0002534	CQUJHB013984	AMIN004387
OG0002535	CQUJHB003824	AMIN008704
OG0002536	CQUJHB009733	AMIN006013
OG0002537	CQUJHB015268	AMIN010044
OG0002539	CQUJHB008846	AMIN006053
OG0002540	CQUJHB011114	AMIN009392
OG0002541	CQUJHB011485	AMIN006054
OG0002542	CQUJHB012656	AMIN001241
OG0002543	CQUJHB017907	AMIN005006
OG0002545	CQUJHB004140	AMIN001870
OG0002546	CQUJHB017047	AMIN001864
OG0002547	CQUJHB017911	AMIN015940
OG0002548	CQUJHB014078	AMIN007530
OG0002549	CQUJHB015145	AMIN011310
OG0002550	CQUJHB004044	AMIN003151
OG0002551	CQUJHB012002	AMIN011312
OG0002552	CQUJHB014048	AMIN014858, AMIN011313
OG0002553	CQUJHB010136	AMIN007118
OG0002554	CQUJHB006278	AMIN004226
OG0002555	CQUJHB004110	AMIN002253
OG0002556	CQUJHB013878	AMIN006653
OG0002557	CQUJHB017473, CQUJHB005775	AMIN008590
OG0002558	CQUJHB002217	AMIN008583
OG0002559	CQUJHB007385	AMIN008589
OG0002560	CQUJHB006910	AMIN008588
OG0002561	CQUJHB015452	AMIN000589
OG0002562	CQUJHB012582	AMIN011371
OG0002563	CQUJHB014513	AMIN011370
OG0002564	CQUJHB010984	AMIN011353
OG0002565	CQUJHB003369	AMIN011363
OG0002566	CQUJHB001402	AMIN006891
OG0002567	CQUJHB005685	AMIN003796
OG0002568	CQUJHB000006	AMIN006893
OG0002569	CQUJHB000293	AMIN000355
OG0002571	CQUJHB006090	AMIN005833
OG0002572	CQUJHB017578	AMIN006489
OG0002573	CQUJHB016861	AMIN002529
OG0002574	CQUJHB000934	AMIN008249
OG0002575	CQUJHB010355	AMIN009035
OG0002576	CQUJHB017097	AMIN008271
OG0002577	CQUJHB016962	AMIN010282
OG0002578	CQUJHB012644	AMIN002167
OG0002580	CQUJHB017277	AMIN003404
OG0002581	CQUJHB008792	AMIN005347
OG0002582	CQUJHB013520	AMIN010049
OG0002583	CQUJHB000170	AMIN003403
OG0002584	CQUJHB000376	AMIN004076
OG0002585	CQUJHB015510	AMIN004073
OG0002586	CQUJHB002474	AMIN011490
OG0002587	CQUJHB008457	AMIN008949
OG0002588	CQUJHB010356, CQUJHB017480	AMIN008782
OG0002589	CQUJHB007419, CQUJHB017663	AMIN008783
OG0002590	CQUJHB007825	AMIN008950
OG0002593	CQUJHB012538	AMIN006339
OG0002594	CQUJHB010227, CQUJHB001162	AMIN003323
OG0002595	CQUJHB000364	AMIN006078
OG0002596	CQUJHB003929	AMIN003619
OG0002597	CQUJHB002609	AMIN003620
OG0002598	CQUJHB005715	AMIN004018
OG0002599	CQUJHB014079	AMIN015923
OG0002600	CQUJHB014170	AMIN015924
OG0002601	CQUJHB005109	AMIN006837
OG0002602	CQUJHB013121	AMIN010944
OG0002603	CQUJHB007242	AMIN004127
OG0002604	CQUJHB011962	AMIN006087
OG0002605	CQUJHB005007	AMIN009833
OG0002606	CQUJHB009873	AMIN009832
OG0002607	CQUJHB004753	AMIN009545
OG0002608	CQUJHB014707	AMIN003729
OG0002609	CQUJHB009964	AMIN002372
OG0002610	CQUJHB012314	AMIN003714
OG0002611	CQUJHB006484	AMIN011652
OG0002612	CQUJHB007541, CQUJHB014776	AMIN011508
OG0002613	CQUJHB017552	AMIN004934
OG0002614	CQUJHB009165	AMIN002669
OG0002615	CQUJHB013323	AMIN002668
OG0002616	CQUJHB004053	AMIN002672
OG0002617	CQUJHB014044	AMIN002670
OG0002618	CQUJHB016262	AMIN001113
OG0002619	CQUJHB005387, CQUJHB012817	AMIN001114
OG0002620	CQUJHB001622	AMIN001116
OG0002621	CQUJHB006066	AMIN002733
OG0002623	CQUJHB009671	AMIN004787
OG0002624	CQUJHB006768	AMIN000756
OG0002625	CQUJHB000731	AMIN002657
OG0002626	CQUJHB014604	AMIN000888
OG0002627	CQUJHB008047	AMIN011232
OG0002628	CQUJHB010447	AMIN011231
OG0002629	CQUJHB007559	AMIN001681
OG0002630	CQUJHB015682	AMIN001679
OG0002631	CQUJHB010106	AMIN001412
OG0002632	CQUJHB003136	AMIN001042
OG0002633	CQUJHB010113	AMIN001045
OG0002634	CQUJHB009470	AMIN001044
OG0002635	CQUJHB000728	AMIN000221
OG0002636	CQUJHB014197	AMIN010091
OG0002637	CQUJHB001164	AMIN003770
OG0002638	CQUJHB004695, CQUJHB008952	AMIN005121
OG0002639	CQUJHB005136	AMIN001069
OG0002640	CQUJHB000308	AMIN006692
OG0002641	CQUJHB002923	AMIN006684, AMIN006685
OG0002642	CQUJHB007883	AMIN006688
OG0002643	CQUJHB010422	AMIN006689
OG0002644	CQUJHB008871	AMIN001876
OG0002645	CQUJHB001356	AMIN001880
OG0002646	CQUJHB018457	AMIN001885
OG0002647	CQUJHB011256	AMIN001875
OG0002648	CQUJHB012024	AMIN001879
OG0002649	CQUJHB010624	AMIN008458
OG0002650	CQUJHB004020	AMIN005790
OG0002651	CQUJHB001729	AMIN005073
OG0002652	CQUJHB000162	AMIN011599, AMIN011598
OG0002653	CQUJHB016662	AMIN004580
OG0002654	CQUJHB001055	AMIN002948
OG0002655	CQUJHB013077	AMIN002689
OG0002656	CQUJHB015806	AMIN002686
OG0002657	CQUJHB008092	AMIN009781
OG0002658	CQUJHB010572	AMIN001622
OG0002659	CQUJHB001345	AMIN006456
OG0002660	CQUJHB015998	AMIN002041
OG0002661	CQUJHB000685	AMIN007097, AMIN007098
OG0002662	CQUJHB001289	AMIN009032
OG0002663	CQUJHB005294	AMIN004450
OG0002664	CQUJHB017689	AMIN006868
OG0002665	CQUJHB005976	AMIN001922
OG0002666	CQUJHB002953	AMIN007139
OG0002667	CQUJHB014443	AMIN010511
OG0002668	CQUJHB005696	AMIN016033
OG0002669	CQUJHB018482	AMIN016034
OG0002670	CQUJHB016241, CQUJHB012834	AMIN003233
OG0002671	CQUJHB012955	AMIN010495
OG0002672	CQUJHB008399	AMIN010494
OG0002673	CQUJHB003072	AMIN005638, AMIN007214
OG0002674	CQUJHB017149	AMIN005408
OG0002675	CQUJHB003537	AMIN002103
OG0002676	CQUJHB010937	AMIN004810
OG0002678	CQUJHB012239	AMIN005440
OG0002679	CQUJHB004260	AMIN002313
OG0002680	CQUJHB012667	AMIN004559
OG0002681	CQUJHB008560	AMIN004485
OG0002682	CQUJHB004519	AMIN000460
OG0002683	CQUJHB006002	AMIN000462
OG0002684	CQUJHB015994	AMIN000459
OG0002685	CQUJHB016204, CQUJHB009364	AMIN000473
OG0002686	CQUJHB015400, CQUJHB015398	AMIN010189
OG0002687	CQUJHB014346	AMIN010592
OG0002688	CQUJHB003012	AMIN000488
OG0002689	CQUJHB002488	AMIN008405
OG0002690	CQUJHB000130, CQUJHB014682	AMIN005250
OG0002691	CQUJHB017902	AMIN005152
OG0002692	CQUJHB000399	AMIN006720
OG0002693	CQUJHB007979	AMIN015806
OG0002694	CQUJHB005894	AMIN006014
OG0002695	CQUJHB018357	AMIN005181
OG0002696	CQUJHB016207	AMIN008021
OG0002697	CQUJHB015223, CQUJHB014396	AMIN004640
OG0002698	CQUJHB000191, CQUJHB009764	AMIN004649
OG0002699	CQUJHB006257	AMIN008313
OG0002700	CQUJHB002027	AMIN001982
OG0002701	CQUJHB018235	AMIN010180
OG0002702	CQUJHB017824	AMIN001989
OG0002703	CQUJHB012883	AMIN003839
OG0002704	CQUJHB005677	AMIN003838
OG0002705	CQUJHB015309	AMIN000007
OG0002706	CQUJHB006954	AMIN003101
OG0002707	CQUJHB009064	AMIN004601
OG0002708	CQUJHB014646	AMIN008346
OG0002709	CQUJHB004296	AMIN005436
OG0002710	CQUJHB010975, CQUJHB009120	AMIN004046
OG0002711	CQUJHB003110	AMIN014455, AMIN005791
OG0002712	CQUJHB006081	AMIN009673
OG0002713	CQUJHB009419	AMIN007586
OG0002714	CQUJHB012566	AMIN009982
OG0002715	CQUJHB011987	AMIN009980
OG0002716	CQUJHB012279	AMIN009981
OG0002717	CQUJHB001036	AMIN011618
OG0002718	CQUJHB008873	AMIN007720
OG0002719	CQUJHB003272	AMIN008569
OG0002720	CQUJHB007096	AMIN008568
OG0002721	CQUJHB009705	AMIN016272
OG0002723	CQUJHB004797	AMIN009577
OG0002724	CQUJHB014011	AMIN011172
OG0002725	CQUJHB001455	AMIN002805
OG0002726	CQUJHB015298	AMIN001138
OG0002727	CQUJHB014575	AMIN004611
OG0002728	CQUJHB005642	AMIN006512
OG0002729	CQUJHB004878	AMIN006516
OG0002730	CQUJHB000842	AMIN006511
OG0002731	CQUJHB007189	AMIN006517
OG0002732	CQUJHB017636	AMIN011475
OG0002733	CQUJHB000668	AMIN016090
OG0002734	CQUJHB017177	AMIN000353
OG0002735	CQUJHB010265	AMIN000351
OG0002736	CQUJHB007073	AMIN009072
OG0002737	CQUJHB017928	AMIN006310
OG0002738	CQUJHB001872	AMIN006303
OG0002739	CQUJHB003138	AMIN007436
OG0002740	CQUJHB006895	AMIN006972
OG0002741	CQUJHB013964, CQUJHB008974	AMIN008691
OG0002742	CQUJHB004019	AMIN008115
OG0002743	CQUJHB011213	AMIN008341
OG0002744	CQUJHB018454	AMIN002086
OG0002745	CQUJHB007694	AMIN004043
OG0002746	CQUJHB012821	AMIN000786
OG0002747	CQUJHB013511	AMIN005279
OG0002748	CQUJHB005087	AMIN004009
OG0002749	CQUJHB014828	AMIN010564
OG0002750	CQUJHB013539	AMIN003185
OG0002751	CQUJHB017583, CQUJHB009012	AMIN002613
OG0002752	CQUJHB014117	AMIN002611
OG0002753	CQUJHB002493	AMIN006807
OG0002754	CQUJHB013283	AMIN000694
OG0002755	CQUJHB000567	AMIN005281
OG0002756	CQUJHB000491	AMIN007561
OG0002757	CQUJHB017655	AMIN007558
OG0002758	CQUJHB001767	AMIN010190
OG0002759	CQUJHB002397	AMIN010187
OG0002760	CQUJHB007807	AMIN010188
OG0002761	CQUJHB000656	AMIN007948
OG0002762	CQUJHB003803	AMIN006351
OG0002763	CQUJHB014238	AMIN006357, AMIN006356
OG0002764	CQUJHB001583	AMIN011255
OG0002765	CQUJHB009022, CQUJHB015690	AMIN011404
OG0002766	CQUJHB011679	AMIN008445
OG0002767	CQUJHB005870	AMIN010340
OG0002768	CQUJHB017884	AMIN010336
OG0002769	CQUJHB008154	AMIN010338
OG0002770	CQUJHB003361	AMIN011256
OG0002771	CQUJHB015723	AMIN004922
OG0002772	CQUJHB009477	AMIN004567
OG0002773	CQUJHB008171	AMIN005782
OG0002774	CQUJHB003745	AMIN002380
OG0002775	CQUJHB015681	AMIN007520
OG0002776	CQUJHB008014	AMIN000503
OG0002777	CQUJHB002983	AMIN000446
OG0002778	CQUJHB018233	AMIN015518
OG0002779	CQUJHB012394, CQUJHB004353	AMIN006876
OG0002780	CQUJHB009615	AMIN016126
OG0002781	CQUJHB014793, CQUJHB006808	AMIN006098
OG0002782	CQUJHB015335	AMIN007279
OG0002783	CQUJHB014898	AMIN001068
OG0002784	CQUJHB000246	AMIN005460
OG0002785	CQUJHB014794	AMIN004251
OG0002786	CQUJHB013234	AMIN006124
OG0002787	CQUJHB007856	AMIN009223
OG0002788	CQUJHB007881	AMIN001969
OG0002789	CQUJHB009943	AMIN007472, AMIN007469
OG0002790	CQUJHB003765	AMIN004735
OG0002791	CQUJHB000527	AMIN010687
OG0002792	CQUJHB011211	AMIN000749
OG0002793	CQUJHB013892	AMIN002647
OG0002794	CQUJHB006425	AMIN005274
OG0002795	CQUJHB015869	AMIN008216
OG0002797	CQUJHB004342	AMIN015800
OG0002798	CQUJHB014675	AMIN014006, AMIN000087
OG0002800	CQUJHB017318	AMIN011385
OG0002801	CQUJHB015722	AMIN011387
OG0002802	CQUJHB011020	AMIN006562
OG0002803	CQUJHB014524, CQUJHB002908	AMIN005241
OG0002805	CQUJHB016341, CQUJHB003394	AMIN000061
OG0002806	CQUJHB007138	AMIN000058, AMIN000059, AMIN000060
OG0002807	CQUJHB004195	AMIN001135
OG0002808	CQUJHB016317	AMIN002278
OG0002809	CQUJHB005263	AMIN016219
OG0002810	CQUJHB011898	AMIN002279
OG0002811	CQUJHB016907	AMIN011088
OG0002812	CQUJHB002980	AMIN011089
OG0002813	CQUJHB003349, CQUJHB006440	AMIN005483
OG0002814	CQUJHB017465	AMIN000690
OG0002815	CQUJHB014215	AMIN003686
OG0002816	CQUJHB006284	AMIN000691
OG0002817	CQUJHB006151	AMIN002980
OG0002818	CQUJHB013688	AMIN003878
OG0002819	CQUJHB017352	AMIN000942
OG0002820	CQUJHB005188, CQUJHB012694	AMIN004859
OG0002821	CQUJHB017653	AMIN006788
OG0002822	CQUJHB013846	AMIN000425
OG0002823	CQUJHB010344	AMIN007658
OG0002824	CQUJHB010997	AMIN004586
OG0002825	CQUJHB017262	AMIN000231
OG0002826	CQUJHB013702	AMIN003824
OG0002827	CQUJHB007967	AMIN003121
OG0002828	CQUJHB010048	AMIN011200
OG0002829	CQUJHB013432	AMIN003369
OG0002830	CQUJHB010064	AMIN003368
OG0002831	CQUJHB009348	AMIN003379
OG0002832	CQUJHB015620	AMIN003086
OG0002833	CQUJHB009678	AMIN000480
OG0002834	CQUJHB009464	AMIN000482
OG0002835	CQUJHB014375	AMIN006450
OG0002836	CQUJHB001594	AMIN008456
OG0002837	CQUJHB011183	AMIN008455
OG0002838	CQUJHB000604	AMIN010492
OG0002839	CQUJHB006208	AMIN006376
OG0002840	CQUJHB014135	AMIN006373
OG0002841	CQUJHB012841	AMIN016250
OG0002842	CQUJHB015322	AMIN002257
OG0002843	CQUJHB015662	AMIN002258
OG0002844	CQUJHB013567	AMIN002260
OG0002845	CQUJHB002985	AMIN011653
OG0002846	CQUJHB009626, CQUJHB006435	AMIN005387
OG0002847	CQUJHB002149	AMIN000838
OG0002848	CQUJHB008228	AMIN001158
OG0002849	CQUJHB017635	AMIN008521
OG0002850	CQUJHB001958	AMIN008523
OG0002851	CQUJHB010908	AMIN010192
OG0002852	CQUJHB001574	AMIN011114
OG0002853	CQUJHB015414	AMIN010191
OG0002854	CQUJHB011629	AMIN004750
OG0002855	CQUJHB013354	AMIN004220
OG0002856	CQUJHB002888	AMIN000013
OG0002858	CQUJHB017353	AMIN004147
OG0002859	CQUJHB011381	AMIN003018
OG0002860	CQUJHB005968	AMIN004563
OG0002861	CQUJHB003151	AMIN000908
OG0002862	CQUJHB014704	AMIN001779
OG0002863	CQUJHB000810	AMIN007597
OG0002864	CQUJHB006195	AMIN004071
OG0002866	CQUJHB005563	AMIN009412
OG0002867	CQUJHB008387	AMIN009602
OG0002868	CQUJHB008884	AMIN002143
OG0002869	CQUJHB005511	AMIN002078
OG0002870	CQUJHB003209	AMIN007567
OG0002871	CQUJHB009365	AMIN005489
OG0002872	CQUJHB005681	AMIN000957
OG0002873	CQUJHB005179	AMIN009520
OG0002874	CQUJHB012748	AMIN001194
OG0002875	CQUJHB000053	AMIN011556
OG0002876	CQUJHB005692, CQUJHB017981	AMIN007714
OG0002877	CQUJHB007974	AMIN004268
OG0002878	CQUJHB011650	AMIN000241
OG0002879	CQUJHB012256	AMIN009635
OG0002880	CQUJHB000646	AMIN014762
OG0002881	CQUJHB013885	AMIN009847
OG0002882	CQUJHB007846	AMIN004222
OG0002884	CQUJHB010592, CQUJHB015110	AMIN015785
OG0002885	CQUJHB011674, CQUJHB015574	AMIN006864
OG0002886	CQUJHB014993	AMIN000591
OG0002887	CQUJHB007328	AMIN007433
OG0002888	CQUJHB011036, CQUJHB016426	AMIN008850
OG0002889	CQUJHB000995	AMIN008820
OG0002890	CQUJHB006624	AMIN002961
OG0002891	CQUJHB004524	AMIN002967
OG0002892	CQUJHB010365	AMIN002962
OG0002893	CQUJHB015973	AMIN002966
OG0002894	CQUJHB002141, CQUJHB010241	AMIN011657
OG0002895	CQUJHB000993	AMIN007775
OG0002896	CQUJHB006791	AMIN003615
OG0002897	CQUJHB012160	AMIN011403
OG0002898	CQUJHB002872	AMIN010244
OG0002899	CQUJHB000108	AMIN001613
OG0002900	CQUJHB008071	AMIN007040
OG0002901	CQUJHB001609	AMIN001198
OG0002902	CQUJHB012744	AMIN001202
OG0002903	CQUJHB000664	AMIN001197
OG0002904	CQUJHB000307	AMIN007221
OG0002905	CQUJHB013499	AMIN006645
OG0002906	CQUJHB007768	AMIN006648
OG0002907	CQUJHB003127	AMIN011636
OG0002908	CQUJHB003526	AMIN000188
OG0002909	CQUJHB001264, CQUJHB000990, CQUJHB011590	AMIN002416
OG0002910	CQUJHB004741	AMIN003329
OG0002911	CQUJHB018341, CQUJHB014907	AMIN011210
OG0002912	CQUJHB011275	AMIN003739
OG0002913	CQUJHB004289	AMIN002410
OG0002915	CQUJHB006179	AMIN004997
OG0002916	CQUJHB011848	AMIN004888
OG0002919	CQUJHB013053	AMIN001943
OG0002920	CQUJHB013598	AMIN004896
OG0002921	CQUJHB010426	AMIN001015
OG0002922	CQUJHB000913	AMIN005282
OG0002923	CQUJHB017522, CQUJHB015544	AMIN001671
OG0002924	CQUJHB002430	AMIN001865
OG0002925	CQUJHB015219	AMIN007441
OG0002926	CQUJHB012973	AMIN008793
OG0002927	CQUJHB003550	AMIN009367
OG0002928	CQUJHB017127	AMIN009366
OG0002929	CQUJHB001946	AMIN007349
OG0002930	CQUJHB004771, CQUJHB010696	AMIN015789
OG0002931	CQUJHB013263	AMIN002452
OG0002932	CQUJHB003872	AMIN006152
OG0002933	CQUJHB010767	AMIN010573
OG0002934	CQUJHB006944	AMIN002593
OG0002935	CQUJHB014768	AMIN000182
OG0002936	CQUJHB014360	AMIN008222
OG0002937	CQUJHB005507, CQUJHB015281	AMIN010620
OG0002938	CQUJHB010366	AMIN010623
OG0002939	CQUJHB014061	AMIN010120
OG0002941	CQUJHB017961	AMIN002819
OG0002942	CQUJHB017386	AMIN010317
OG0002943	CQUJHB011264	AMIN010868
OG0002944	CQUJHB002586, CQUJHB018121	AMIN006547
OG0002945	CQUJHB005838	AMIN001314
OG0002946	CQUJHB003648, CQUJHB005344	AMIN007437
OG0002947	CQUJHB006102	AMIN006879
OG0002948	CQUJHB014507	AMIN000937
OG0002949	CQUJHB001765	AMIN007483
OG0002950	CQUJHB003604	AMIN005008
OG0002951	CQUJHB015745	AMIN000935
OG0002952	CQUJHB007677	AMIN000072
OG0002953	CQUJHB006997	AMIN001945
OG0002954	CQUJHB008098	AMIN005606
OG0002955	CQUJHB017802	AMIN011423
OG0002956	CQUJHB004884	AMIN002479
OG0002957	CQUJHB004348	AMIN009037
OG0002958	CQUJHB003744	AMIN009038
OG0002960	CQUJHB018348	AMIN004347
OG0002961	CQUJHB011372	AMIN008902
OG0002962	CQUJHB003588	AMIN007707
OG0002963	CQUJHB017503	AMIN007710
OG0002964	CQUJHB000498	AMIN004317
OG0002965	CQUJHB015756	AMIN001801
OG0002966	CQUJHB006197	AMIN008602
OG0002967	CQUJHB005627	AMIN015583
OG0002968	CQUJHB002581	AMIN004089
OG0002969	CQUJHB002490, CQUJHB002851	AMIN008178
OG0002970	CQUJHB015165, CQUJHB015125	AMIN000086
OG0002971	CQUJHB009592	AMIN004572
OG0002972	CQUJHB010523	AMIN005154
OG0002973	CQUJHB010158	AMIN001760
OG0002974	CQUJHB004011	AMIN001308
OG0002975	CQUJHB005232	AMIN014137
OG0002976	CQUJHB009657	AMIN007348
OG0002977	CQUJHB015572	AMIN015495
OG0002978	CQUJHB006347	AMIN005468
OG0002979	CQUJHB011612	AMIN005688
OG0002980	CQUJHB000504	AMIN003084
OG0002981	CQUJHB015412	AMIN003083
OG0002983	CQUJHB007199	AMIN009248
OG0002984	CQUJHB016832	AMIN003788
OG0002985	CQUJHB003718	AMIN011260
OG0002986	CQUJHB003552	AMIN007363
OG0002987	CQUJHB000494	AMIN016297, AMIN016298
OG0002988	CQUJHB010053	AMIN000024
OG0002989	CQUJHB001911	AMIN002039, AMIN002038
OG0002990	CQUJHB016993	AMIN000772
