Orthogroup	AfunestusAfunGA1	Aalbopictus_AalbF5
OG0002763	AFUN2_012300	LOC109433065
OG0002764	AFUN2_002985	LOC109416703
OG0002765	AFUN2_006741	LOC115268944
OG0002766	AFUN2_009123	LOC109416515
OG0002767	AFUN2_012215	LOC109622535
OG0002768	AFUN2_013133	LOC109621276
OG0002769	AFUN2_011512	LOC109409346
OG0002770	AFUN2_005894	LOC109410076
OG0002771	AFUN2_000488	LOC109415407
OG0002772	AFUN2_010406	LOC109430221
OG0002773	AFUN2_007953	LOC109427548
OG0002774	AFUN2_004394	LOC109404810
OG0002775	AFUN2_014558	LOC109623259, LOC134291503
OG0002776	AFUN2_005386	LOC115258087
OG0002777	AFUN2_010184	LOC109621532
OG0002778	AFUN2_012069	LOC109409849, LOC109397143
OG0002779	AFUN2_009755	LOC109410731
OG0002780	AFUN2_007383	LOC109410619
OG0002781	AFUN2_009294	LOC109424484
OG0002782	AFUN2_010463	LOC109405156
OG0002783	AFUN2_005533	LOC109401911, LOC134284970
OG0002784	AFUN2_013444	LOC115254007
OG0002785	AFUN2_004449	LOC109399117
OG0002786	AFUN2_001771	LOC109432750
OG0002787	AFUN2_001970	LOC109399098
OG0002788	AFUN2_005300	LOC134284889, LOC134284890
OG0002789	AFUN2_006931	LOC109397776
OG0002790	AFUN2_001278	LOC109621642
OG0002791	AFUN2_013278	LOC109398017
OG0002792	AFUN2_005351	LOC109415966
OG0002793	AFUN2_002968	LOC115259620
OG0002794	AFUN2_007945	LOC109401859, LOC109414695
OG0002795	AFUN2_000343	LOC109415955, LOC134290774
OG0002796	AFUN2_002949	LOC109424457
OG0002797	AFUN2_010149	LOC115267038
OG0002798	AFUN2_014651	LOC109425354
OG0002799	AFUN2_000944	LOC109622458
OG0002800	AFUN2_011971	LOC109420214, LOC109410042
OG0002801	AFUN2_010732	LOC109420211, LOC109409981
OG0002802	AFUN2_005985	LOC109398509
OG0002803	AFUN2_013902	LOC109422123
OG0002805	AFUN2_011785	LOC109406732
OG0002806	AFUN2_010484	LOC109411942
OG0002807	AFUN2_010319	LOC109406734
OG0002808	AFUN2_013798	LOC109418223
OG0002809	AFUN2_000629	LOC109427984
OG0002810	AFUN2_012946	LOC109418222
OG0002811	AFUN2_003691	LOC109431670
OG0002812	AFUN2_005243	LOC109430859
OG0002813	AFUN2_006952	LOC109415314
OG0002814	AFUN2_000910	LOC109622056, LOC134284254
OG0002815	AFUN2_001529	LOC109405048
OG0002816	AFUN2_003774	LOC109621300
OG0002817	AFUN2_005170	LOC109399954
OG0002818	AFUN2_013095	LOC109399955
OG0002819	AFUN2_004157	LOC109399937
OG0002820	AFUN2_004868	LOC109405206
OG0002821	AFUN2_004071	LOC109419782
OG0002822	AFUN2_013292	LOC109399794
OG0002823	AFUN2_002831	LOC109417815, LOC134288499
OG0002824	AFUN2_000953	LOC109400082, LOC109621625
OG0002825	AFUN2_002953	LOC134283994, LOC109400079
OG0002826	AFUN2_004937	LOC109400102, LOC109621585
OG0002827	AFUN2_010964	LOC109621633
OG0002828	AFUN2_000351	LOC109413837, LOC109407943
OG0002829	AFUN2_006257	LOC109622746
OG0002830	AFUN2_006436	LOC109419559
OG0002831	AFUN2_003157	LOC115269232
OG0002832	AFUN2_004146	LOC109425462
OG0002833	AFUN2_007769	LOC109421733
OG0002834	AFUN2_013563	LOC109425452
OG0002835	AFUN2_001139	LOC109428789
OG0002836	AFUN2_006748	LOC109428785
OG0002837	AFUN2_010134	LOC109428779
OG0002838	AFUN2_014422	LOC109429046
OG0002839	AFUN2_012012	LOC109401376, LOC109432900
OG0002840	AFUN2_006124	LOC109432889
OG0002841	AFUN2_014399	LOC134284072, LOC109431885
OG0002842	AFUN2_000793	LOC134290029, LOC109422738
OG0002843	AFUN2_013091	LOC109422734
OG0002844	AFUN2_011480	LOC109422735
OG0002845	AFUN2_012714	LOC115263279
OG0002846	AFUN2_002958	LOC109406612
OG0002847	AFUN2_007806	LOC109402790
OG0002848	AFUN2_005502	LOC115259134
OG0002849	AFUN2_008034	LOC109425780
OG0002850	AFUN2_011183	LOC109407520
OG0002851	AFUN2_009502	LOC109408676
OG0002852	AFUN2_006228	LOC109408672
OG0002853	AFUN2_009600	LOC115270351
OG0002854	AFUN2_006540	LOC109416369
OG0002855	AFUN2_012367	LOC109430041
OG0002856	AFUN2_006758	LOC109416376, LOC109430005
OG0002857	AFUN2_001962	LOC109416360, LOC115254184
OG0002858	AFUN2_008940	LOC109413690
OG0002859	AFUN2_005791, AFUN2_002737	LOC109413778
OG0002860	AFUN2_011939	LOC109429722
OG0002861	AFUN2_013237	LOC115264153, LOC109423642, LOC109398576
OG0002862	AFUN2_007888	LOC109429655, LOC115262110
OG0002863	AFUN2_012968	LOC134288506, LOC109426687
OG0002864	AFUN2_004357	LOC109397066, LOC134285650
OG0002866	AFUN2_011680	LOC109622838
OG0002867	AFUN2_008642	LOC115255129, LOC115255131
OG0002868	AFUN2_014395	LOC109398902
OG0002869	AFUN2_008301	LOC109398742, LOC134284926
OG0002870	AFUN2_010472	LOC109408016
OG0002871	AFUN2_003474, AFUN2_010607	LOC109406901
OG0002872	AFUN2_003261	LOC109414761, LOC115267376
OG0002873	AFUN2_007622	LOC115254028
OG0002874	AFUN2_011761	LOC109420799
OG0002875	AFUN2_008396	LOC109399514
OG0002876	AFUN2_004743	LOC109399473
OG0002877	AFUN2_004450	LOC109404280, LOC109621264
OG0002878	AFUN2_004571	LOC109398451
OG0002879	AFUN2_008048	LOC109423883
OG0002880	AFUN2_008636	LOC109409291
OG0002881	AFUN2_003069	LOC115258593
OG0002882	AFUN2_004915	LOC109432157
OG0002883	AFUN2_010813	LOC109410419
OG0002884	AFUN2_014652	LOC109401476
OG0002885	AFUN2_007004	LOC109408779
OG0002886	AFUN2_011793	LOC134287269, LOC109399863
OG0002887	AFUN2_009946	LOC134283971, LOC109403649
OG0002888	AFUN2_014211	LOC109408335, LOC115268315
OG0002889	AFUN2_003086	LOC109408341
OG0002890	AFUN2_014300	LOC109415061, LOC109403284
OG0002891	AFUN2_003793	LOC109403285, LOC109415064
OG0002892	AFUN2_012630	LOC115261336, LOC109415063
OG0002893	AFUN2_003384	LOC109415065, LOC109403286
OG0002894	AFUN2_012295	LOC109416753
OG0002895	AFUN2_004208	LOC109407459
OG0002896	AFUN2_014305	LOC109406316
OG0002897	AFUN2_004376	LOC109419688
OG0002898	AFUN2_012532	LOC134288594
OG0002899	AFUN2_003159	LOC109411306
OG0002900	AFUN2_003966	LOC115269766, LOC109401269
OG0002901	AFUN2_011814	LOC109622030, LOC109622003
OG0002902	AFUN2_002783	LOC134287905
OG0002903	AFUN2_011563	LOC109420723
OG0002904	AFUN2_009344	LOC109404738
OG0002905	AFUN2_007510	LOC109421517
OG0002906	AFUN2_010930	LOC109421564
OG0002907	AFUN2_001670	LOC134288031
OG0002908	AFUN2_013629	LOC109415971
OG0002909	AFUN2_012244	LOC109415977
OG0002910	AFUN2_008535	LOC109419222
OG0002911	AFUN2_007920	LOC109408788
OG0002912	AFUN2_001581	LOC109404981
OG0002913	AFUN2_002172	LOC109410438
OG0002914	AFUN2_011524, AFUN2_009565	LOC109422472
OG0002915	AFUN2_008376	LOC115259341, LOC115259353
OG0002916	AFUN2_011337	LOC134285541, LOC109412718
OG0002917	AFUN2_006707	LOC109408300
OG0002918	AFUN2_012729	LOC109414994
OG0002919	AFUN2_002512, AFUN2_009624	LOC115256333
OG0002920	AFUN2_009002	LOC109425246
OG0002921	AFUN2_007538	LOC134284825
OG0002922	AFUN2_007883	LOC109425484, LOC109412265
OG0002923	AFUN2_009827	LOC109433136
OG0002924	AFUN2_010766	LOC109430752, LOC109405395
OG0002925	AFUN2_008200	LOC109431068
OG0002926	AFUN2_008375	LOC109422398
OG0002927	AFUN2_010818	LOC109428879
OG0002928	AFUN2_002269	LOC109428878
OG0002929	AFUN2_014375	LOC109621280
OG0002930	AFUN2_008706	LOC109424016
OG0002931	AFUN2_003676	LOC115266038
OG0002932	AFUN2_001594	LOC109428798
OG0002933	AFUN2_003995	LOC109409726
OG0002934	AFUN2_004661	LOC109401017
OG0002935	AFUN2_001669	LOC109401002, LOC109429323
OG0002936	AFUN2_009481	LOC134291418, LOC109418513
OG0002937	AFUN2_002668	LOC109399407
OG0002938	AFUN2_006811	LOC109399403
OG0002939	AFUN2_004827	LOC109423080
OG0002941	AFUN2_001101	LOC109411288
OG0002942	AFUN2_009453	LOC109423303
OG0002943	AFUN2_005723	LOC109426157, LOC115267614
OG0002944	AFUN2_000507	LOC115267435
OG0002945	AFUN2_008479	LOC109418503
OG0002946	AFUN2_012415	LOC109413068
OG0002947	AFUN2_006379	LOC134289743, LOC109426404
OG0002948	AFUN2_004083	LOC109432061
OG0002949	AFUN2_005544	LOC109401252, LOC109413593
OG0002950	AFUN2_001456	LOC109413595, LOC115262728
OG0002951	AFUN2_000771	LOC109432065
OG0002952	AFUN2_001936	LOC109412185
OG0002953	AFUN2_005441	LOC109412183
OG0002954	AFUN2_014621	LOC109431645
OG0002955	AFUN2_013982	LOC109398105
OG0002956	AFUN2_014038	LOC109414181
OG0002958	AFUN2_013287	LOC109433101
OG0002959	AFUN2_014754	LOC109408799
OG0002960	AFUN2_008333	LOC109432693
OG0002961	AFUN2_008283	LOC109431303
OG0002962	AFUN2_012065	LOC109412519
OG0002963	AFUN2_014581	LOC109412526
OG0002964	AFUN2_010401	LOC134284688
OG0002965	AFUN2_007469	LOC109623404
OG0002966	AFUN2_011516	LOC109399662
OG0002967	AFUN2_008451	LOC109418822, LOC109418943
OG0002968	AFUN2_000396	LOC109415718
OG0002969	AFUN2_001891	LOC109420811
OG0002970	AFUN2_000458	LOC109399837
OG0002971	AFUN2_011145	LOC115269309
OG0002972	AFUN2_010371	LOC109432939
OG0002973	AFUN2_009023	LOC109404813
OG0002974	AFUN2_004012	LOC109623256
OG0002975	AFUN2_012127	LOC109623254
OG0002976	AFUN2_009904	LOC134284664
OG0002977	AFUN2_005509	LOC109414138
OG0002978	AFUN2_003312	LOC109431484
OG0002979	AFUN2_014413	LOC109431436
OG0002980	AFUN2_014680	LOC109410413
OG0002981	AFUN2_004777	LOC109405853
OG0002982	AFUN2_013621	LOC109408420
OG0002983	AFUN2_009107	LOC109421921
OG0002984	AFUN2_011642	LOC109412837
OG0002985	AFUN2_014599	LOC109408005
OG0002986	AFUN2_000517	LOC109430822
OG0002987	AFUN2_013588	LOC109430819
OG0002988	AFUN2_009506	LOC109402444
OG0002989	AFUN2_004761	LOC115253706
OG0002990	AFUN2_001668	LOC109405990
OG0002991	AFUN2_011351	LOC109414018, LOC115264998
OG0002992	AFUN2_002780	LOC115256515
OG0002993	AFUN2_005601	LOC115266573
OG0002994	AFUN2_013126	LOC109418833
OG0002995	AFUN2_002530	LOC109402588
OG0002996	AFUN2_005332	LOC109398724, LOC134285945
OG0002997	AFUN2_000828	LOC134285944, LOC109398728
OG0002998	AFUN2_004988	LOC109422161, LOC109428453
OG0002999	AFUN2_009711	LOC109419905
OG0003000	AFUN2_008337	LOC109402443
OG0003001	AFUN2_008165	LOC109423544
OG0003002	AFUN2_006429	LOC109423536
OG0003003	AFUN2_010210	LOC109423542
OG0003004	AFUN2_005963	LOC109412145
OG0003005	AFUN2_012772	LOC109418883
OG0003006	AFUN2_010097	LOC109412628, LOC115254160
OG0003007	AFUN2_004640	LOC109398506
OG0003008	AFUN2_013389	LOC109409150
OG0003009	AFUN2_007705	LOC109431812
OG0003010	AFUN2_007703	LOC115254122
OG0003011	AFUN2_006572	LOC109422687
OG0003012	AFUN2_003959	LOC109399475
OG0003013	AFUN2_008637	LOC134285051
OG0003014	AFUN2_013578	LOC134291878, LOC134291442
OG0003015	AFUN2_007891	LOC134291841, LOC109396999
OG0003016	AFUN2_000945	LOC115259492, LOC109396991
OG0003017	AFUN2_001467	LOC134291804, LOC109397146
OG0003018	AFUN2_002590	LOC134291394, LOC109418632
OG0003019	AFUN2_006535	LOC109419150
OG0003020	AFUN2_001221	LOC109420720, LOC115255144
OG0003021	AFUN2_008991	LOC115258034
OG0003022	AFUN2_004702	LOC109399928
OG0003023	AFUN2_001147	LOC109419097, LOC109409327
OG0003024	AFUN2_005665	LOC109399413
OG0003025	AFUN2_006247	LOC109401076
OG0003026	AFUN2_000330	LOC109424687
OG0003027	AFUN2_014740	LOC134291632, LOC109424710
OG0003028	AFUN2_001414	LOC109424685
OG0003029	AFUN2_013761	LOC109420086
OG0003030	AFUN2_005269	LOC109426376
OG0003031	AFUN2_002317	LOC109412540, LOC109420844
OG0003032	AFUN2_012460	LOC109420547
OG0003033	AFUN2_006031	LOC109418409, LOC109426125
OG0003034	AFUN2_005896	LOC109414569
OG0003035	AFUN2_012121	LOC109418555
OG0003036	AFUN2_011792	LOC109413116
OG0003037	AFUN2_000899	LOC109426789
OG0003038	AFUN2_010338	LOC109417825, LOC134288493
OG0003039	AFUN2_007819	LOC109412857, LOC134288997
OG0003040	AFUN2_001744	LOC115270335, LOC134284237, LOC109426190
OG0003041	AFUN2_010359	LOC109400258, LOC115266514
OG0003042	AFUN2_007719	LOC109428240
OG0003043	AFUN2_003431	LOC109428235
OG0003044	AFUN2_013916	LOC115266377
OG0003045	AFUN2_000382	LOC109430922
OG0003046	AFUN2_005262	LOC115253559
OG0003047	AFUN2_013564	LOC109399520
OG0003048	AFUN2_011625	LOC109399934
OG0003049	AFUN2_003052	LOC109423260, LOC134288680
OG0003050	AFUN2_013301	LOC109424672
OG0003051	AFUN2_008799	LOC109411069
OG0003052	AFUN2_013053	LOC109406508, LOC109418772
OG0003053	AFUN2_014333	LOC109406950, LOC109405955
OG0003054	AFUN2_009819	LOC109430725
OG0003055	AFUN2_012675	LOC109398320
OG0003056	AFUN2_006616	LOC109428417
OG0003057	AFUN2_002003	LOC109426373, LOC115257248
OG0003058	AFUN2_007155	LOC109432620
OG0003059	AFUN2_013330	LOC109407201, LOC109405873
OG0003060	AFUN2_010098	LOC109428578, LOC109416909
OG0003061	AFUN2_002859	LOC109415956, LOC134291351
OG0003062	AFUN2_004269	LOC109400411, LOC134287232
OG0003063	AFUN2_004145	LOC115257588, LOC109433192
OG0003064	AFUN2_013723	LOC109433178
OG0003065	AFUN2_010559	LOC109429328
OG0003066	AFUN2_007629	LOC115262649, LOC109418341
OG0003067	AFUN2_011206	LOC109432295, LOC115267804
OG0003068	AFUN2_007250	LOC134285370
OG0003069	AFUN2_010145	LOC109417225
OG0003070	AFUN2_000493	LOC134284042, LOC109418642
OG0003071	AFUN2_011087	LOC109423070, LOC109432374
OG0003072	AFUN2_005706	LOC115260687, LOC109432375
OG0003073	AFUN2_008351	LOC109399426
OG0003074	AFUN2_011093	LOC115254061
OG0003075	AFUN2_002369	LOC115253686
OG0003076	AFUN2_012470	LOC109402903
OG0003077	AFUN2_002200	LOC115264688, LOC109402894
OG0003078	AFUN2_001419	LOC109418001, LOC109406026
OG0003079	AFUN2_014584	LOC109417719
OG0003080	AFUN2_010317	LOC115255798
OG0003081	AFUN2_010329	LOC109400408
OG0003082	AFUN2_002808	LOC109412190
OG0003083	AFUN2_007897	LOC109417111
OG0003084	AFUN2_007689	LOC109431839, LOC134290020
OG0003085	AFUN2_014253	LOC109431791
OG0003086	AFUN2_003042	LOC109411495
OG0003087	AFUN2_009450	LOC109423676
OG0003088	AFUN2_011138	LOC115253444
OG0003089	AFUN2_006557	LOC109411499
OG0003090	AFUN2_011224	LOC109427361
OG0003091	AFUN2_001626	LOC109407772
OG0003092	AFUN2_010646	LOC109427947
OG0003093	AFUN2_010142	LOC115270318, LOC109424246
OG0003094	AFUN2_009589	LOC109425687
OG0003095	AFUN2_007692	LOC109420610
OG0003096	AFUN2_006390	LOC109417981
OG0003097	AFUN2_001522	LOC109406936
OG0003098	AFUN2_002595, AFUN2_012150, AFUN2_000836	LOC109399757
OG0003099	AFUN2_011748	LOC134288730, LOC109410129
OG0003100	AFUN2_006605	LOC109409987
OG0003101	AFUN2_009976	LOC109405229
OG0003102	AFUN2_012376	LOC109417684
OG0003103	AFUN2_002578	LOC115257979
OG0003104	AFUN2_008078	LOC109412649
OG0003105	AFUN2_007659	LOC109412650
OG0003106	AFUN2_008416, AFUN2_011256	LOC109413279
OG0003107	AFUN2_006193	LOC109418065
OG0003108	AFUN2_003225	LOC109407940
OG0003109	AFUN2_002099	LOC109428409
OG0003110	AFUN2_002155	LOC109432363, LOC109423029
OG0003111	AFUN2_013830	LOC115260966
OG0003112	AFUN2_008711	LOC109426645
OG0003113	AFUN2_003208	LOC109404234
OG0003114	AFUN2_010227	LOC109401292
OG0003115	AFUN2_002230	LOC109423532
OG0003116	AFUN2_001618	LOC109415875
OG0003117	AFUN2_014075	LOC109415873
OG0003118	AFUN2_004863	LOC109403674
OG0003119	AFUN2_008106	LOC109399518
OG0003120	AFUN2_011782	LOC109406109
OG0003121	AFUN2_008904	LOC109407921
OG0003122	AFUN2_011605	LOC109415637
OG0003123	AFUN2_008190	LOC109414469
OG0003124	AFUN2_010211	LOC109428640, LOC109420994
OG0003125	AFUN2_014706	LOC115256055, LOC109429524
OG0003126	AFUN2_002446	LOC109414760, LOC109403605
OG0003127	AFUN2_010889	LOC109433262, LOC109424261
OG0003128	AFUN2_004531	LOC109405137
OG0003129	AFUN2_004929	LOC109430702
OG0003130	AFUN2_003343	LOC109428569
OG0003131	AFUN2_004346	LOC109427343, LOC134288744
OG0003132	AFUN2_008771	LOC109400111, LOC109621587
OG0003133	AFUN2_013232	LOC115267008
OG0003134	AFUN2_001293	LOC109412148
OG0003135	AFUN2_010852	LOC115254040, LOC134285605
OG0003136	AFUN2_011823	LOC109419572
OG0003137	AFUN2_000322	LOC109409768
OG0003138	AFUN2_002676	LOC134290974, LOC109410581
OG0003139	AFUN2_004861	LOC109415776
OG0003140	AFUN2_012151	LOC109415405
OG0003141	AFUN2_000731	LOC115262774, LOC109431029
OG0003142	AFUN2_008758	LOC109418271, LOC109428050
OG0003143	AFUN2_000334	LOC109419901
OG0003144	AFUN2_012672, AFUN2_006501	LOC109402239
OG0003145	AFUN2_000814	LOC134287836, LOC109408106
OG0003146	AFUN2_014106	LOC109418633, LOC134284046
OG0003147	AFUN2_014580	LOC134284015, LOC109422660
OG0003148	AFUN2_005596	LOC115256368
OG0003149	AFUN2_013979	LOC115253721
OG0003150	AFUN2_012015	LOC134285127, LOC115253439
OG0003151	AFUN2_007645	LOC109421800
OG0003152	AFUN2_004478	LOC109431133
OG0003153	AFUN2_008907	LOC109426709
OG0003154	AFUN2_006164	LOC109429555
OG0003155	AFUN2_005290	LOC109418942
OG0003156	AFUN2_006424	LOC109404484
OG0003157	AFUN2_006889	LOC109411739
OG0003158	AFUN2_001713	LOC109420121
OG0003159	AFUN2_011933	LOC109431662
OG0003160	AFUN2_003373	LOC109425392
OG0003161	AFUN2_002313	LOC109428449
OG0003162	AFUN2_008511	LOC109414985
OG0003163	AFUN2_003868	LOC109399598
OG0003164	AFUN2_014125	LOC109403555
OG0003165	AFUN2_011885	LOC109406884
OG0003166	AFUN2_011661	LOC109421007
OG0003167	AFUN2_002097	LOC109419054
OG0003168	AFUN2_011795	LOC109409083
OG0003169	AFUN2_007785	LOC109423725
OG0003170	AFUN2_005449	LOC134285659
OG0003171	AFUN2_012965	LOC109406155
OG0003172	AFUN2_007429	LOC115256989, LOC109409862
OG0003173	AFUN2_008444	LOC109418071
OG0003174	AFUN2_007268	LOC109621282
OG0003175	AFUN2_010908	LOC134291406, LOC115260159
OG0003176	AFUN2_007242	LOC109405258
OG0003177	AFUN2_004619	LOC115254126
OG0003178	AFUN2_010124	LOC109422026
OG0003179	AFUN2_007586	LOC109411053
OG0003180	AFUN2_009100	LOC109412379
OG0003181	AFUN2_009494	LOC115262131
OG0003182	AFUN2_012117	LOC109432534
OG0003183	AFUN2_004090	LOC109399736
OG0003184	AFUN2_013443	LOC109430606
OG0003185	AFUN2_005993	LOC109411737
OG0003186	AFUN2_014230, AFUN2_014611	LOC109622416
OG0003187	AFUN2_014524	LOC109425809
OG0003188	AFUN2_002574	LOC109408153
OG0003189	AFUN2_004657	LOC109422492
OG0003190	AFUN2_010117	LOC109411329
OG0003191	AFUN2_006764	LOC134283950, LOC115253813
OG0003192	AFUN2_004979	LOC109401374
OG0003193	AFUN2_003080	LOC134289885, LOC134291344
OG0003194	AFUN2_003321	LOC109425782
OG0003195	AFUN2_010298	LOC109414602
OG0003196	AFUN2_006637	LOC109426506
OG0003197	AFUN2_009741	LOC109413065
OG0003198	AFUN2_004062	LOC109429072
OG0003200	AFUN2_013944	LOC109432543
OG0003201	AFUN2_008035	LOC115253710, LOC109418342
OG0003202	AFUN2_002468	LOC109397769
OG0003203	AFUN2_010848	LOC109408136
OG0003204	AFUN2_006285	LOC109421974
OG0003205	AFUN2_004558	LOC109410886
OG0003206	AFUN2_000826	LOC109426380
OG0003207	AFUN2_012024	LOC109420341
OG0003208	AFUN2_000535	LOC134284116
OG0003209	AFUN2_001649	LOC109622002, LOC134288066
OG0003210	AFUN2_001449	LOC115263717
OG0003211	AFUN2_001942	LOC109404936
OG0003212	AFUN2_000373	LOC109410968
OG0003213	AFUN2_013310	LOC109403442, LOC115257775
OG0003214	AFUN2_007283	LOC109419701
OG0003215	AFUN2_009891	LOC109400749
OG0003216	AFUN2_001010	LOC109405001
OG0003217	AFUN2_005550	LOC109420849
OG0003218	AFUN2_006143	LOC109432289
OG0003219	AFUN2_000555	LOC109431667
OG0003220	AFUN2_014294	LOC109414131
OG0003221	AFUN2_009321	LOC109413204, LOC134284456
OG0003222	AFUN2_006925	LOC109422442
OG0003223	AFUN2_014588	LOC134291377, LOC109422662
OG0003224	AFUN2_013853	LOC109622584
OG0003225	AFUN2_003986	LOC109411163
OG0003226	AFUN2_003733	LOC134288032
OG0003227	AFUN2_012538	LOC109419887, LOC109420722
OG0003228	AFUN2_003423	LOC109420724, LOC115253616
OG0003229	AFUN2_002804	LOC109403610
OG0003230	AFUN2_007531	LOC109403171
OG0003231	AFUN2_009013	LOC115263194
OG0003232	AFUN2_011616	LOC115268074
OG0003233	AFUN2_012129	LOC134284228, LOC109405152
OG0003234	AFUN2_000904	LOC109622131
OG0003235	AFUN2_004087	LOC109411496
OG0003236	AFUN2_007166	LOC109418410, LOC134284618
OG0003237	AFUN2_009720	LOC109418688
OG0003238	AFUN2_011236	LOC109400676
OG0003239	AFUN2_014806	LOC134288726, LOC109407819
OG0003240	AFUN2_002419	LOC109428085
OG0003241	AFUN2_001045	LOC109406862, LOC115259485
OG0003242	AFUN2_012463	LOC115253624
OG0003243	AFUN2_014630	LOC109621239
OG0003244	AFUN2_011536	LOC109417878, LOC134286863
OG0003245	AFUN2_008881	LOC109407231
OG0003246	AFUN2_002527	LOC109424065
OG0003247	AFUN2_006030	LOC109405826
OG0003248	AFUN2_010107	LOC109429203
OG0003249	AFUN2_004939	LOC109415722
OG0003250	AFUN2_010060	LOC109622213
OG0003251	AFUN2_014076	LOC109401143
OG0003252	AFUN2_011969	LOC109427706
OG0003253	AFUN2_013589	LOC109400309
OG0003254	AFUN2_002890	LOC109428470
OG0003255	AFUN2_006998	LOC134288642, LOC109418070
OG0003256	AFUN2_007661	LOC109431135
OG0003257	AFUN2_002322	LOC109431137
OG0003258	AFUN2_011729	LOC109429872
OG0003259	AFUN2_009556	LOC134291776, LOC109432321
OG0003260	AFUN2_011730	LOC109424667
OG0003261	AFUN2_000772	LOC115256331, LOC115259454
OG0003262	AFUN2_003289	LOC109415630
OG0003263	AFUN2_003138	LOC109430017
OG0003264	AFUN2_006723	LOC109428518
OG0003265	AFUN2_006254	LOC109403814
OG0003266	AFUN2_000640	LOC109413666
OG0003267	AFUN2_012872	LOC109416358
OG0003268	AFUN2_007921	LOC109419207
OG0003269	AFUN2_012044	LOC109426848, LOC134283968
OG0003270	AFUN2_009320	LOC109417524, LOC109410206
OG0003271	AFUN2_003076	LOC109411227, LOC109411224
OG0003272	AFUN2_001429	LOC109415549
OG0003273	AFUN2_007138	LOC109406977
OG0003274	AFUN2_007721	LOC134291420, LOC109413086
OG0003275	AFUN2_004413	LOC109621445
OG0003276	AFUN2_003022	LOC109399840, LOC115267050
OG0003277	AFUN2_010903	LOC134286888, LOC109426591
OG0003278	AFUN2_001400	LOC109422538
OG0003279	AFUN2_001518	LOC109400295
OG0003280	AFUN2_002058	LOC134284303, LOC109424715
OG0003281	AFUN2_004482	LOC109412412
OG0003282	AFUN2_008813	LOC109422889
OG0003283	AFUN2_000716	LOC109423638
OG0003284	AFUN2_008336	LOC134292243, LOC109404827
OG0003285	AFUN2_007267	LOC115267084, LOC109432004
OG0003286	AFUN2_005795	LOC109405003, LOC134290206
