Orthogroup	AfunestusAfunGA1	AaegyptiLVP_AGWG
OG0002338	AFUN2_007181	AAEL003813, AAEL023552
OG0002339	AFUN2_014538	AAEL003837
OG0002340	AFUN2_008044	AAEL003896
OG0002341	AFUN2_011752	AAEL003901
OG0002342	AFUN2_009989	AAEL003908, AAEL025153
OG0002343	AFUN2_003195	AAEL003929
OG0002344	AFUN2_004380	AAEL003945
OG0002345	AFUN2_000430	AAEL003965
OG0002346	AFUN2_004853	AAEL003983, AAEL021114
OG0002347	AFUN2_001287	AAEL027639, AAEL003986
OG0002348	AFUN2_003907	AAEL004013
OG0002349	AFUN2_001735	AAEL004023
OG0002350	AFUN2_014511	AAEL004035, AAEL022660
OG0002351	AFUN2_010430	AAEL004041
OG0002352	AFUN2_013235	AAEL004048
OG0002353	AFUN2_008812	AAEL004064
OG0002354	AFUN2_011450	AAEL004067
OG0002355	AFUN2_007423	AAEL004106
OG0002356	AFUN2_009604	AAEL004124
OG0002357	AFUN2_002807	AAEL004128
OG0002358	AFUN2_012258	AAEL004130
OG0002359	AFUN2_014655	AAEL004138
OG0002360	AFUN2_005982	AAEL025212, AAEL004165
OG0002361	AFUN2_011065	AAEL004174
OG0002362	AFUN2_009979	AAEL004271
OG0002363	AFUN2_012209	AAEL004297
OG0002364	AFUN2_002860	AAEL004298
OG0002365	AFUN2_010237	AAEL004300
OG0002366	AFUN2_008717	AAEL004302, AAEL025429
OG0002367	AFUN2_001531	AAEL004306
OG0002368	AFUN2_011247	AAEL004319
OG0002369	AFUN2_003279	AAEL004328
OG0002370	AFUN2_011771	AAEL004329
OG0002371	AFUN2_006911	AAEL004347
OG0002372	AFUN2_007781	AAEL004385
OG0002373	AFUN2_001167	AAEL004414
OG0002374	AFUN2_002487	AAEL004417
OG0002375	AFUN2_010238	AAEL004427
OG0002376	AFUN2_013290	AAEL004430
OG0002377	AFUN2_013852	AAEL004433
OG0002378	AFUN2_004068	AAEL004436
OG0002380	AFUN2_012687	AAEL004438
OG0002381	AFUN2_001211	AAEL004445
OG0002382	AFUN2_012088	AAEL004467
OG0002383	AFUN2_008366	AAEL021932, AAEL004471
OG0002384	AFUN2_011491	AAEL027716, AAEL004475
OG0002385	AFUN2_014252	AAEL021242, AAEL004480
OG0002386	AFUN2_001044	AAEL024995, AAEL004489
OG0002387	AFUN2_002475	AAEL004509
OG0002388	AFUN2_003970	AAEL004521
OG0002389	AFUN2_005503	AAEL004532
OG0002390	AFUN2_008329	AAEL004557
OG0002391	AFUN2_007801	AAEL020850, AAEL004566
OG0002392	AFUN2_006003	AAEL004568
OG0002393	AFUN2_010070	AAEL004586, AAEL027991
OG0002395	AFUN2_005575	AAEL004688
OG0002396	AFUN2_008489	AAEL004697
OG0002397	AFUN2_003672	AAEL004698
OG0002398	AFUN2_002259	AAEL004699, AAEL021755, AAEL025856
OG0002399	AFUN2_011216	AAEL004700
OG0002400	AFUN2_014226	AAEL004703
OG0002401	AFUN2_014245	AAEL004709
OG0002402	AFUN2_006071	AAEL004715
OG0002403	AFUN2_000520	AAEL004728
OG0002404	AFUN2_014424	AAEL004741, AAEL021132
OG0002405	AFUN2_009109	AAEL004763
OG0002406	AFUN2_011148	AAEL004766
OG0002407	AFUN2_003487	AAEL004780
OG0002408	AFUN2_011583	AAEL020753, AAEL004783
OG0002409	AFUN2_005962	AAEL004802
OG0002410	AFUN2_012490	AAEL004803
OG0002411	AFUN2_005672	AAEL004817
OG0002412	AFUN2_013479	AAEL004818
OG0002414	AFUN2_010638	AAEL027919, AAEL004859
OG0002415	AFUN2_002147	AAEL004877, AAEL027692
OG0002416	AFUN2_005165	AAEL004896
OG0002417	AFUN2_007672	AAEL004903
OG0002418	AFUN2_009722	AAEL004914
OG0002419	AFUN2_007412	AAEL004920
OG0002420	AFUN2_004117	AAEL004931
OG0002421	AFUN2_001497	AAEL004952
OG0002422	AFUN2_013645	AAEL004972
OG0002423	AFUN2_001176	AAEL004973
OG0002424	AFUN2_007699	AAEL004974, AAEL021447
OG0002425	AFUN2_001751	AAEL004979
OG0002426	AFUN2_013467	AAEL004990
OG0002427	AFUN2_000936	AAEL005003
OG0002428	AFUN2_004900	AAEL005006
OG0002429	AFUN2_006346	AAEL005008
OG0002430	AFUN2_009522	AAEL005106
OG0002431	AFUN2_014347	AAEL005131
OG0002432	AFUN2_013741	AAEL028242, AAEL005133
OG0002433	AFUN2_005536	AAEL005137, AAEL026783
OG0002434	AFUN2_013642	AAEL005140, AAEL022249
OG0002435	AFUN2_009270, AFUN2_004582	AAEL005145
OG0002436	AFUN2_013859	AAEL027000, AAEL005146
OG0002437	AFUN2_003805	AAEL024541, AAEL005176
OG0002438	AFUN2_012663	AAEL005254
OG0002439	AFUN2_006281	AAEL005258
OG0002440	AFUN2_004106	AAEL005269
OG0002441	AFUN2_005378	AAEL005277
OG0002442	AFUN2_008399	AAEL020047, AAEL005285
OG0002443	AFUN2_013617	AAEL005290
OG0002444	AFUN2_008043	AAEL005308
OG0002445	AFUN2_004801	AAEL005309
OG0002446	AFUN2_012064	AAEL005312
OG0002447	AFUN2_013415	AAEL005374
OG0002448	AFUN2_011767	AAEL005375
OG0002449	AFUN2_011366	AAEL005395
OG0002450	AFUN2_005927	AAEL005410, AAEL025587
OG0002451	AFUN2_007550	AAEL005411
OG0002452	AFUN2_012332	AAEL005415, AAEL024350
OG0002453	AFUN2_009096	AAEL005432
OG0002454	AFUN2_011225	AAEL005437, AAEL021199
OG0002455	AFUN2_012409	AAEL005457
OG0002456	AFUN2_011808	AAEL005472
OG0002457	AFUN2_011051	AAEL022958, AAEL005475
OG0002458	AFUN2_008688	AAEL005477, AAEL024807
OG0002459	AFUN2_010946	AAEL005478, AAEL023936
OG0002460	AFUN2_004345	AAEL005490
OG0002461	AFUN2_009718	AAEL005491
OG0002462	AFUN2_013300	AAEL005493
OG0002463	AFUN2_001608	AAEL024830, AAEL005518
OG0002464	AFUN2_005583	AAEL005539
OG0002465	AFUN2_005416	AAEL020828, AAEL005552
OG0002466	AFUN2_002395	AAEL005581
OG0002467	AFUN2_000425	AAEL005590
OG0002468	AFUN2_009570	AAEL025712, AAEL005601
OG0002469	AFUN2_002710	AAEL024040, AAEL005610
OG0002470	AFUN2_011649	AAEL005628
OG0002471	AFUN2_006458	AAEL005633
OG0002472	AFUN2_002605	AAEL005635
OG0002473	AFUN2_009971	AAEL014772, AAEL005671
OG0002474	AFUN2_002514	AAEL005701
OG0002475	AFUN2_002455	AAEL005704
OG0002476	AFUN2_009869	AAEL005708
OG0002477	AFUN2_006180	AAEL005712
OG0002478	AFUN2_014697	AAEL005718
OG0002479	AFUN2_013249	AAEL005722
OG0002480	AFUN2_003166	AAEL005738, AAEL025360
OG0002481	AFUN2_008157	AAEL005765
OG0002482	AFUN2_003678	AAEL005772
OG0002483	AFUN2_011211	AAEL005798, AAEL022056
OG0002484	AFUN2_001838	AAEL005802
OG0002485	AFUN2_010826	AAEL005811, AAEL022803
OG0002486	AFUN2_009115	AAEL005816
OG0002487	AFUN2_014299	AAEL005819
OG0002488	AFUN2_007271	AAEL005851
OG0002489	AFUN2_000942	AAEL005858
OG0002490	AFUN2_005092	AAEL005863
OG0002491	AFUN2_002699	AAEL023516, AAEL005877
OG0002492	AFUN2_008924	AAEL027510, AAEL005880
OG0002493	AFUN2_009866	AAEL005885
OG0002494	AFUN2_009749	AAEL025333, AAEL005892
OG0002495	AFUN2_005282	AAEL019789, AAEL005901
OG0002496	AFUN2_004533	AAEL005921
OG0002497	AFUN2_006434	AAEL005943
OG0002498	AFUN2_009661	AAEL005945
OG0002499	AFUN2_006813	AAEL006013
OG0002500	AFUN2_005818	AAEL023372, AAEL006026
OG0002501	AFUN2_004133	AAEL006028
OG0002502	AFUN2_010664	AAEL006035
OG0002503	AFUN2_003203	AAEL025276, AAEL006038
OG0002504	AFUN2_003097	AAEL006039
OG0002505	AFUN2_013623	AAEL006061
OG0002506	AFUN2_011016	AAEL023240, AAEL006063
OG0002507	AFUN2_004690	AAEL025772, AAEL006075
OG0002508	AFUN2_012745	AAEL006095
OG0002509	AFUN2_008029	AAEL006122
OG0002510	AFUN2_005110	AAEL006128
OG0002511	AFUN2_008222	AAEL006145, AAEL006812
OG0002512	AFUN2_008277	AAEL021190, AAEL006155
OG0002513	AFUN2_005628	AAEL006169
OG0002514	AFUN2_011726	AAEL006187
OG0002515	AFUN2_012241	AAEL006196
OG0002516	AFUN2_005664	AAEL006214
OG0002517	AFUN2_007221	AAEL006226
OG0002518	AFUN2_009630	AAEL006227
OG0002519	AFUN2_003731	AAEL006236
OG0002520	AFUN2_010902	AAEL006239
OG0002521	AFUN2_004278	AAEL006258
OG0002522	AFUN2_012949	AAEL006269
OG0002523	AFUN2_010125	AAEL006275
OG0002524	AFUN2_003821	AAEL006294
OG0002525	AFUN2_009480	AAEL006309
OG0002526	AFUN2_014120	AAEL006312
OG0002527	AFUN2_007929	AAEL006315
OG0002528	AFUN2_007868	AAEL006320
OG0002529	AFUN2_004395	AAEL006321
OG0002530	AFUN2_014003	AAEL006354, AAEL006342
OG0002531	AFUN2_011188	AAEL006347
OG0002532	AFUN2_014436	AAEL006349
OG0002533	AFUN2_007995	AAEL006356
OG0002534	AFUN2_008815	AAEL006360
OG0002535	AFUN2_011558	AAEL006386
OG0002536	AFUN2_009091	AAEL006399
OG0002537	AFUN2_002529	AAEL006416, AAEL009224
OG0002538	AFUN2_004015	AAEL006435
OG0002539	AFUN2_013756	AAEL006442
OG0002540	AFUN2_004624	AAEL006449
OG0002541	AFUN2_008245	AAEL006452
OG0002542	AFUN2_014755	AAEL006469
OG0002543	AFUN2_008789	AAEL006474
OG0002544	AFUN2_009477	AAEL006515, AAEL006507
OG0002545	AFUN2_007131	AAEL006510
OG0002546	AFUN2_005255	AAEL022739, AAEL006532
OG0002547	AFUN2_010435	AAEL006541
OG0002548	AFUN2_004432	AAEL006550
OG0002549	AFUN2_008015	AAEL006570, AAEL015457
OG0002550	AFUN2_003522	AAEL006571
OG0002551	AFUN2_008892	AAEL006572
OG0002552	AFUN2_009290	AAEL006584
OG0002553	AFUN2_012815	AAEL026822, AAEL006619
OG0002554	AFUN2_011321	AAEL006633
OG0002555	AFUN2_003777	AAEL006641
OG0002556	AFUN2_013106	AAEL006650
OG0002558	AFUN2_006070	AAEL006690
OG0002559	AFUN2_012625	AAEL006700
OG0002560	AFUN2_001421	AAEL006703
OG0002561	AFUN2_009171	AAEL006708, AAEL027817
OG0002562	AFUN2_002131	AAEL006731
OG0002563	AFUN2_009563	AAEL006734
OG0002564	AFUN2_010504	AAEL006744
OG0002565	AFUN2_013980	AAEL006752
OG0002566	AFUN2_011017	AAEL021422, AAEL006785
OG0002567	AFUN2_002563	AAEL006786
OG0002568	AFUN2_007404	AAEL006792
OG0002569	AFUN2_010901	AAEL006797
OG0002570	AFUN2_001937	AAEL023700, AAEL022312, AAEL006816, AAEL024825
OG0002571	AFUN2_000326	AAEL006822
OG0002572	AFUN2_012826	AAEL006825
OG0002573	AFUN2_007854	AAEL006844
OG0002574	AFUN2_008181	AAEL006856, AAEL023412
OG0002575	AFUN2_003851	AAEL006862
OG0002576	AFUN2_000718	AAEL027925, AAEL006876
OG0002577	AFUN2_004268	AAEL006892
OG0002578	AFUN2_012742	AAEL006917
OG0002579	AFUN2_012085	AAEL006945
OG0002580	AFUN2_002571	AAEL006947
OG0002581	AFUN2_008378	AAEL006948, AAEL024962
OG0002582	AFUN2_008203	AAEL006953, AAEL021372
OG0002583	AFUN2_006789	AAEL021249, AAEL006955
OG0002584	AFUN2_014653	AAEL006993, AAEL023712
OG0002585	AFUN2_003858	AAEL007007
OG0002586	AFUN2_010397	AAEL007033, AAEL024717
OG0002587	AFUN2_006823	AAEL020329, AAEL007045
OG0002588	AFUN2_013035	AAEL007046
OG0002589	AFUN2_008149	AAEL007058
OG0002590	AFUN2_002729	AAEL007066
OG0002591	AFUN2_013261	AAEL022194, AAEL007077
OG0002592	AFUN2_004156	AAEL021734, AAEL007080, AAEL021382
OG0002593	AFUN2_003739	AAEL007138, AAEL007126
OG0002594	AFUN2_004515	AAEL023775, AAEL007134
OG0002595	AFUN2_010775	AAEL007147
OG0002596	AFUN2_004926	AAEL007150
OG0002597	AFUN2_002938	AAEL007153
OG0002598	AFUN2_002924	AAEL007156
OG0002599	AFUN2_011124	AAEL007180
OG0002600	AFUN2_005005	AAEL007187
OG0002601	AFUN2_014406	AAEL007197
OG0002602	AFUN2_003161	AAEL007208
OG0002603	AFUN2_002226	AAEL007209
OG0002604	AFUN2_009788	AAEL007226
OG0002605	AFUN2_001076	AAEL023227, AAEL007228
OG0002606	AFUN2_001056	AAEL007230
OG0002607	AFUN2_013594	AAEL007276
OG0002608	AFUN2_013244	AAEL007282
OG0002609	AFUN2_006216	AAEL007283
OG0002610	AFUN2_010180	AAEL007289
OG0002611	AFUN2_001436	AAEL007311
OG0002612	AFUN2_011479	AAEL007322
OG0002613	AFUN2_001574	AAEL007343
OG0002614	AFUN2_006689	AAEL007351
OG0002615	AFUN2_005587	AAEL007353
OG0002616	AFUN2_000333	AAEL007356
OG0002617	AFUN2_001519	AAEL007357
OG0002618	AFUN2_000998	AAEL007369
OG0002619	AFUN2_001465	AAEL007370
OG0002620	AFUN2_013834	AAEL007375
OG0002621	AFUN2_001359	AAEL007389
OG0002623	AFUN2_012587	AAEL007487
OG0002624	AFUN2_012325	AAEL007494
OG0002625	AFUN2_009005	AAEL022065, AAEL007496
OG0002626	AFUN2_002252	AAEL007512
OG0002627	AFUN2_005597	AAEL007527
OG0002628	AFUN2_012506	AAEL007531
OG0002629	AFUN2_008437	AAEL007541
OG0002630	AFUN2_002232	AAEL007546
OG0002631	AFUN2_012605	AAEL007565
OG0002632	AFUN2_011579	AAEL023687, AAEL007576
OG0002633	AFUN2_001202	AAEL021474, AAEL007578
OG0002634	AFUN2_010643	AAEL007581, AAEL024947
OG0002635	AFUN2_008026	AAEL007586
OG0002636	AFUN2_001880	AAEL007632
OG0002637	AFUN2_001411	AAEL007647, AAEL028214
OG0002638	AFUN2_010140	AAEL007667
OG0002639	AFUN2_009243	AAEL007668
OG0002640	AFUN2_008408	AAEL007681
OG0002641	AFUN2_005152	AAEL007682
OG0002642	AFUN2_014317	AAEL007691
OG0002643	AFUN2_007856	AAEL007694
OG0002644	AFUN2_003124	AAEL007697
OG0002645	AFUN2_000580	AAEL007699
OG0002646	AFUN2_008320	AAEL007700
OG0002647	AFUN2_005785	AAEL007704
OG0002648	AFUN2_012980	AAEL007710
OG0002649	AFUN2_004963	AAEL007712
OG0002650	AFUN2_006214	AAEL007726
OG0002651	AFUN2_005897	AAEL007752
OG0002652	AFUN2_000442	AAEL007770
OG0002653	AFUN2_003976	AAEL007792
OG0002654	AFUN2_013034	AAEL028044, AAEL007797
OG0002655	AFUN2_003350	AAEL007804
OG0002656	AFUN2_009210	AAEL007806
OG0002657	AFUN2_000495	AAEL007811
OG0002658	AFUN2_011581	AAEL007826
OG0002659	AFUN2_003252	AAEL007832, AAEL021197
OG0002660	AFUN2_009623	AAEL007838
OG0002661	AFUN2_000798	AAEL007865
OG0002662	AFUN2_004407, AFUN2_007660	AAEL007876
OG0002663	AFUN2_011132	AAEL007884, AAEL025379
OG0002664	AFUN2_007956	AAEL007889
OG0002665	AFUN2_001562	AAEL007899
OG0002666	AFUN2_011732	AAEL007914
OG0002667	AFUN2_007232	AAEL007990
OG0002668	AFUN2_007667	AAEL008000
OG0002669	AFUN2_004858	AAEL008002
OG0002670	AFUN2_009227	AAEL008003
OG0002671	AFUN2_013545	AAEL008005
OG0002672	AFUN2_011171	AAEL008006
OG0002673	AFUN2_007471	AAEL008014
OG0002674	AFUN2_005930	AAEL008021
OG0002675	AFUN2_003413	AAEL026494, AAEL008027
OG0002676	AFUN2_009666	AAEL023051, AAEL008037
OG0002677	AFUN2_004894	AAEL008063
OG0002678	AFUN2_008097	AAEL008084
OG0002679	AFUN2_002064	AAEL008112
OG0002680	AFUN2_011976	AAEL008125
OG0002681	AFUN2_011922	AAEL008146
OG0002682	AFUN2_010447	AAEL022013, AAEL008177
OG0002683	AFUN2_009914	AAEL008183, AAEL026780
OG0002684	AFUN2_010729	AAEL008185
OG0002685	AFUN2_014124	AAEL008192
OG0002686	AFUN2_012479	AAEL008199
OG0002687	AFUN2_005419	AAEL008210
OG0002688	AFUN2_011497	AAEL008257
OG0002689	AFUN2_007649	AAEL008267, AAEL022284
OG0002690	AFUN2_000863	AAEL026955, AAEL008299
OG0002691	AFUN2_003133	AAEL020291, AAEL008306
OG0002692	AFUN2_003685	AAEL008324
OG0002693	AFUN2_011420	AAEL008329
OG0002694	AFUN2_005793	AAEL008336
OG0002695	AFUN2_000987	AAEL008347
OG0002696	AFUN2_009549	AAEL008356
OG0002697	AFUN2_010631	AAEL008364
OG0002698	AFUN2_013336	AAEL008367
OG0002699	AFUN2_011735	AAEL008389
OG0002700	AFUN2_002145	AAEL008404, AAEL022775
OG0002701	AFUN2_000473	AAEL008406
OG0002702	AFUN2_011190	AAEL008410
OG0002703	AFUN2_012100	AAEL008414, AAEL021404
OG0002704	AFUN2_000964	AAEL008417, AAEL028177
OG0002705	AFUN2_006264	AAEL008427
OG0002706	AFUN2_007512	AAEL008431
OG0002707	AFUN2_013239	AAEL008454, AAEL027406
OG0002708	AFUN2_010158	AAEL008458
OG0002709	AFUN2_002950	AAEL008462
OG0002710	AFUN2_010596	AAEL008465
OG0002711	AFUN2_000849	AAEL008466
OG0002712	AFUN2_006802	AAEL008494, AAEL025921
OG0002713	AFUN2_002926	AAEL008507
OG0002714	AFUN2_006313	AAEL008509
OG0002716	AFUN2_006484	AAEL008517
OG0002717	AFUN2_003212	AAEL008556
OG0002718	AFUN2_010984	AAEL008565
OG0002719	AFUN2_009707	AAEL008578
OG0002720	AFUN2_002827	AAEL008583
OG0002721	AFUN2_002707	AAEL024694
OG0002722	AFUN2_001577	AAEL008593
OG0002723	AFUN2_003391	AAEL008671
OG0002724	AFUN2_003658	AAEL008683
OG0002725	AFUN2_010493	AAEL008714
OG0002726	AFUN2_014761	AAEL008717
OG0002727	AFUN2_006376	AAEL008751, AAEL008749
OG0002728	AFUN2_009112	AAEL008752
OG0002729	AFUN2_009087	AAEL008755
OG0002730	AFUN2_010978	AAEL008759
OG0002731	AFUN2_008226	AAEL008763
OG0002732	AFUN2_003361	AAEL008773
OG0002733	AFUN2_000784	AAEL008788
OG0002734	AFUN2_009929	AAEL008828
OG0002735	AFUN2_004519	AAEL008829
OG0002736	AFUN2_004479	AAEL020133, AAEL008837
OG0002737	AFUN2_007691	AAEL008841
OG0002738	AFUN2_002939	AAEL008848
OG0002739	AFUN2_003657	AAEL008862
OG0002740	AFUN2_013000	AAEL008863
OG0002741	AFUN2_003882	AAEL008871
OG0002742	AFUN2_002238	AAEL008893
OG0002743	AFUN2_001184	AAEL008894
OG0002744	AFUN2_008151	AAEL008940
OG0002746	AFUN2_014381	AAEL008947
OG0002747	AFUN2_002515	AAEL008962
OG0002748	AFUN2_011830	AAEL009024
OG0002749	AFUN2_000362	AAEL009077
OG0002750	AFUN2_010921	AAEL009092
OG0002751	AFUN2_010175	AAEL009110
OG0002752	AFUN2_010687	AAEL009112
OG0002753	AFUN2_013326	AAEL009147
OG0002754	AFUN2_006548	AAEL009153, AAEL025687
OG0002755	AFUN2_010135	AAEL009154
OG0002756	AFUN2_003475	AAEL009185
OG0002757	AFUN2_008868	AAEL009192
OG0002758	AFUN2_000727	AAEL009235
OG0002759	AFUN2_013349	AAEL009240
OG0002760	AFUN2_010392	AAEL009242
OG0002761	AFUN2_011698	AAEL009244
OG0002762	AFUN2_003237	AAEL009257
OG0002763	AFUN2_012300	AAEL009264
OG0002764	AFUN2_002985	AAEL021214, AAEL009276
OG0002765	AFUN2_006741	AAEL009278
OG0002766	AFUN2_009123	AAEL009280, AAEL023779
OG0002767	AFUN2_012215	AAEL009282
OG0002768	AFUN2_013133	AAEL009287
OG0002769	AFUN2_011512	AAEL009302
OG0002770	AFUN2_005894	AAEL023202, AAEL009306
OG0002771	AFUN2_000488	AAEL009309, AAEL027140
OG0002772	AFUN2_010406	AAEL009311
OG0002773	AFUN2_007953	AAEL009327
OG0002774	AFUN2_004394	AAEL009340
OG0002775	AFUN2_014558	AAEL009360
OG0002776	AFUN2_005386	AAEL027008, AAEL009372
OG0002777	AFUN2_010184	AAEL009381
OG0002778	AFUN2_012069	AAEL009394, AAEL024085
OG0002779	AFUN2_009755	AAEL009406
OG0002780	AFUN2_007383	AAEL009412
OG0002781	AFUN2_009294	AAEL009428
OG0002782	AFUN2_010463	AAEL013687, AAEL009448
OG0002783	AFUN2_005533	AAEL009467
OG0002784	AFUN2_013444	AAEL009486, AAEL023604
OG0002785	AFUN2_004449	AAEL009497
OG0002786	AFUN2_001771	AAEL009498, AAEL017156
OG0002787	AFUN2_001970	AAEL009507
OG0002788	AFUN2_005300	AAEL009538
OG0002789	AFUN2_006931	AAEL009544
OG0002790	AFUN2_001278	AAEL009579
OG0002791	AFUN2_013278	AAEL009615
OG0002792	AFUN2_005351	AAEL020156, AAEL009630
OG0002793	AFUN2_002968	AAEL009644
OG0002794	AFUN2_007945	AAEL009645
OG0002795	AFUN2_000343	AAEL009660
OG0002796	AFUN2_002949	AAEL009663
OG0002797	AFUN2_010149	AAEL021799, AAEL009720
OG0002798	AFUN2_014651	AAEL009722
OG0002799	AFUN2_000944	AAEL009729
OG0002800	AFUN2_011971	AAEL009734
OG0002801	AFUN2_010732	AAEL009736
OG0002802	AFUN2_005985	AAEL009748, AAEL026380
OG0002803	AFUN2_013902	AAEL009773
OG0002805	AFUN2_011785	AAEL009808
OG0002806	AFUN2_010484	AAEL009811
OG0002807	AFUN2_010319	AAEL009825, AAEL024434
OG0002808	AFUN2_013798	AAEL009835
OG0002809	AFUN2_000629	AAEL009839
OG0002810	AFUN2_012946	AAEL009846
OG0002811	AFUN2_003691	AAEL009857
OG0002812	AFUN2_005243	AAEL009858
OG0002813	AFUN2_006952	AAEL009869
OG0002814	AFUN2_000910	AAEL009883
OG0002815	AFUN2_001529	AAEL009893
OG0002816	AFUN2_003774	AAEL009895
OG0002817	AFUN2_005170	AAEL009911
OG0002818	AFUN2_013095	AAEL012015, AAEL009913
OG0002819	AFUN2_004157	AAEL022554, AAEL009915
OG0002820	AFUN2_004868	AAEL009932
OG0002821	AFUN2_004071	AAEL009951
OG0002822	AFUN2_013292	AAEL009955
OG0002823	AFUN2_002831	AAEL009959
OG0002824	AFUN2_000953	AAEL009994
OG0002825	AFUN2_002953	AAEL010004
OG0002826	AFUN2_004937	AAEL010012
OG0002827	AFUN2_010964	AAEL010013, AAEL023654
OG0002828	AFUN2_000351	AAEL010037
OG0002829	AFUN2_006257	AAEL023468, AAEL010045
OG0002830	AFUN2_006436	AAEL022213, AAEL010048
OG0002831	AFUN2_003157	AAEL010049, AAEL021853
OG0002832	AFUN2_004146	AAEL010059
OG0002833	AFUN2_007769	AAEL010061
OG0002834	AFUN2_013563	AAEL010065
OG0002835	AFUN2_001139	AAEL010067
OG0002836	AFUN2_006748	AAEL022340, AAEL010071
OG0002837	AFUN2_010134	AAEL010074, AAEL024455
OG0002838	AFUN2_014422	AAEL010108
OG0002839	AFUN2_012012	AAEL010145
OG0002840	AFUN2_006124	AAEL010147
OG0002841	AFUN2_014399	AAEL010162
OG0002842	AFUN2_000793	AAEL010175
OG0002843	AFUN2_013091	AAEL021915, AAEL010178
OG0002844	AFUN2_011480	AAEL010185, AAEL020182
OG0002845	AFUN2_012714	AAEL010190
OG0002846	AFUN2_002958	AAEL010214
OG0002847	AFUN2_007806	AAEL026577, AAEL010222
OG0002848	AFUN2_005502	AAEL010289, AAEL027040
OG0002849	AFUN2_008034	AAEL010324
OG0002850	AFUN2_011183	AAEL010327
OG0002851	AFUN2_009502	AAEL010379
OG0002852	AFUN2_006228	AAEL010386
OG0002853	AFUN2_009600	AAEL010387
OG0002854	AFUN2_006540	AAEL010411
OG0002855	AFUN2_012367	AAEL010412
OG0002856	AFUN2_006758	AAEL010413
OG0002857	AFUN2_001962	AAEL010414
OG0002858	AFUN2_008940	AAEL010432
OG0002859	AFUN2_005791, AFUN2_002737	AAEL010439
OG0002860	AFUN2_011939	AAEL010461, AAEL023327
OG0002861	AFUN2_013237	AAEL010483
OG0002862	AFUN2_007888	AAEL010488
OG0002863	AFUN2_012968	AAEL010509
OG0002864	AFUN2_004357	AAEL010513
OG0002865	AFUN2_009436, AFUN2_011358, AFUN2_005858	AAEL010532
OG0002866	AFUN2_011680	AAEL010543
OG0002867	AFUN2_008642	AAEL010546
OG0002868	AFUN2_014395	AAEL023059, AAEL010557
OG0002869	AFUN2_008301	AAEL010563
OG0002870	AFUN2_010472	AAEL010589
OG0002871	AFUN2_003474, AFUN2_010607	AAEL010598
OG0002872	AFUN2_003261	AAEL010626
OG0002873	AFUN2_007622	AAEL026393, AAEL010640
OG0002874	AFUN2_011761	AAEL010644, AAEL023255
OG0002875	AFUN2_008396	AAEL017375, AAEL010691
OG0002876	AFUN2_004743	AAEL010698
OG0002877	AFUN2_004450	AAEL010704
OG0002878	AFUN2_004571	AAEL010721
OG0002879	AFUN2_008048	AAEL010732
OG0002880	AFUN2_008636	AAEL010770
OG0002881	AFUN2_003069	AAEL020552, AAEL010772
OG0002882	AFUN2_004915	AAEL010791
OG0002883	AFUN2_010813	AAEL010815
OG0002884	AFUN2_014652	AAEL010816
OG0002885	AFUN2_007004	AAEL010869
OG0002886	AFUN2_011793	AAEL010896
OG0002887	AFUN2_009946	AAEL010900
OG0002888	AFUN2_014211	AAEL010909, AAEL010915
OG0002889	AFUN2_003086	AAEL010913
OG0002890	AFUN2_014300	AAEL010944
OG0002891	AFUN2_003793	AAEL010949
OG0002892	AFUN2_012630	AAEL010954
OG0002893	AFUN2_003384	AAEL010955
OG0002894	AFUN2_012295	AAEL010963
OG0002895	AFUN2_004208	AAEL024051, AAEL010964
OG0002896	AFUN2_014305	AAEL010978
OG0002897	AFUN2_004376	AAEL011049
OG0002898	AFUN2_012532	AAEL026089, AAEL011055
OG0002899	AFUN2_003159	AAEL020154, AAEL011056
OG0002900	AFUN2_003966	AAEL011067
OG0002901	AFUN2_011814	AAEL011073
OG0002902	AFUN2_002783	AAEL011074
OG0002903	AFUN2_011563	AAEL011078
OG0002904	AFUN2_009344	AAEL011081
OG0002905	AFUN2_007510	AAEL011095
OG0002906	AFUN2_010930	AAEL011101
OG0002907	AFUN2_001670	AAEL021134, AAEL011105
OG0002908	AFUN2_013629	AAEL011112, AAEL024696
OG0002909	AFUN2_012244	AAEL011114
OG0002910	AFUN2_008535	AAEL027602, AAEL011125
OG0002911	AFUN2_007920	AAEL011136
OG0002912	AFUN2_001581	AAEL024420, AAEL011147
OG0002913	AFUN2_002172	AAEL011187, AAEL022923
OG0002914	AFUN2_011524, AFUN2_009565	AAEL011210, AAEL011213
OG0002915	AFUN2_008376	AAEL011227
OG0002916	AFUN2_011337	AAEL011255
OG0002917	AFUN2_006707	AAEL011264
OG0002918	AFUN2_012729	AAEL011277
OG0002919	AFUN2_002512, AFUN2_009624	AAEL011288
OG0002920	AFUN2_009002	AAEL022100, AAEL011329
OG0002921	AFUN2_007538	AAEL024423, AAEL011353
OG0002922	AFUN2_007883	AAEL011359
OG0002923	AFUN2_009827	AAEL011368
OG0002924	AFUN2_010766	AAEL011383
OG0002925	AFUN2_008200	AAEL011390
OG0002926	AFUN2_008375	AAEL011415
OG0002927	AFUN2_010818	AAEL011416
OG0002928	AFUN2_002269	AAEL011422
OG0002929	AFUN2_014375	AAEL011465
OG0002930	AFUN2_008706	AAEL011471
OG0002931	AFUN2_003676	AAEL011480, AAEL021317
