Orthogroup	AdirusWRAIR2	AsinensisChina
OG0003040	ADIR010721	ASIC021701
OG0003041	ADIR004399	ASIC009123
OG0003043	ADIR011346	ASIC012043
OG0003044	ADIR011349	ASIC012046
OG0003045	ADIR001685	ASIC019210
OG0003046	ADIR006570	ASIC019989
OG0003047	ADIR003738	ASIC011771
OG0003048	ADIR011315	ASIC014378, ASIC001680
OG0003049	ADIR007086	ASIC003682
OG0003050	ADIR000555	ASIC018006
OG0003051	ADIR008874	ASIC012315, ASIC012318
OG0003052	ADIR005730	ASIC011187
OG0003053	ADIR008417	ASIC014882
OG0003054	ADIR010355	ASIC011152
OG0003055	ADIR007033	ASIC003782
OG0003056	ADIR000991	ASIC000611, ASIC000622
OG0003057	ADIR003644	ASIC019098
OG0003058	ADIR000825	ASIC017047
OG0003059	ADIR004850	ASIC006894
OG0003060	ADIR001393	ASIC006236
OG0003061	ADIR000101	ASIC015922
OG0003062	ADIR006735	ASIC020179
OG0003063	ADIR000015	ASIC022344
OG0003064	ADIR002267, ADIR002265	ASIC017983
OG0003065	ADIR005841	ASIC008898
OG0003066	ADIR010231	ASIC013815
OG0003067	ADIR002055	ASIC003642
OG0003068	ADIR010507	ASIC004913
OG0003069	ADIR001320, ADIR005545	ASIC010245
OG0003070	ADIR009103	ASIC011824
OG0003071	ADIR005628	ASIC015308
OG0003072	ADIR004708	ASIC006518
OG0003073	ADIR004149	ASIC016707
OG0003074	ADIR005010	ASIC008494, ASIC004520
OG0003075	ADIR001714	ASIC014483
OG0003076	ADIR000287, ADIR016089	ASIC022175
OG0003077	ADIR000285	ASIC008380
OG0003078	ADIR003807	ASIC021182
OG0003079	ADIR011005	ASIC013632
OG0003080	ADIR008136	ASIC012920
OG0003081	ADIR006732	ASIC020174
OG0003082	ADIR003939	ASIC014154
OG0003083	ADIR010511	ASIC021594
OG0003084	ADIR004546	ASIC008431
OG0003085	ADIR009995	ASIC011521
OG0003086	ADIR002906	ASIC014061
OG0003087	ADIR007992	ASIC019269
OG0003088	ADIR004586	ASIC005236
OG0003089	ADIR008901	ASIC008804
OG0003090	ADIR000937	ASIC009516
OG0003091	ADIR008156	ASIC012950
OG0003092	ADIR005170	ASIC014676
OG0003093	ADIR007330	ASIC019576, ASIC019532
OG0003094	ADIR002252	ASIC018255
OG0003095	ADIR011334	ASIC012143
OG0003096	ADIR007752	ASIC016881
OG0003097	ADIR011424	ASIC012096
OG0003099	ADIR007281	ASIC019700
OG0003100	ADIR008793	ASIC003089
OG0003101	ADIR002582	ASIC003320
OG0003102	ADIR011088	ASIC003447
OG0003103	ADIR004808	ASIC017259
OG0003105	ADIR015681	ASIC017257
OG0003106	ADIR004414, ADIR004415	ASIC021927
OG0003107	ADIR004151	ASIC002410
OG0003108	ADIR008826	ASIC019039
OG0003109	ADIR001414	ASIC006305
OG0003110	ADIR001447	ASIC017070
OG0003111	ADIR002280	ASIC018246
OG0003112	ADIR007729	ASIC016631
OG0003113	ADIR004500	ASIC012481
OG0003114	ADIR005605	ASIC011801
OG0003115	ADIR009050	ASIC014247
OG0003116	ADIR008846, ADIR008848	ASIC009284
OG0003117	ADIR007364	ASIC017346
OG0003118	ADIR008038	ASIC018938
OG0003119	ADIR003742	ASIC011781
OG0003120	ADIR008579	ASIC018814
OG0003121	ADIR004211	ASIC016819, ASIC016818
OG0003122	ADIR011671	ASIC006283
OG0003123	ADIR008622	ASIC016489
OG0003124	ADIR006326	ASIC012597
OG0003125	ADIR009042	ASIC014307
OG0003126	ADIR002952	ASIC012580
OG0003127	ADIR004913	ASIC006583
OG0003128	ADIR001659	ASIC020350, ASIC016055
OG0003129	ADIR002611	ASIC011943
OG0003130	ADIR011414	ASIC020764
OG0003131	ADIR000938	ASIC009513
OG0003132	ADIR005887	ASIC014337
OG0003133	ADIR002924	ASIC002562
OG0003134	ADIR006500	ASIC016788
OG0003135	ADIR009263	ASIC013471
OG0003136	ADIR005009	ASIC004519
OG0003137	ADIR007539	ASIC015139
OG0003138	ADIR001953	ASIC018096
OG0003139	ADIR002507	ASIC009118
OG0003140	ADIR004418	ASIC021929
OG0003141	ADIR000349	ASIC015620
OG0003142	ADIR009885	ASIC002418
OG0003143	ADIR008408	ASIC009775
OG0003145	ADIR000741	ASIC003172
OG0003146	ADIR011715	ASIC011823
OG0003147	ADIR004534	ASIC008417
OG0003148	ADIR003709	ASIC013011
OG0003149	ADIR000330	ASIC014491, ASIC014492
OG0003150	ADIR001426	ASIC000613
OG0003151	ADIR010059	ASIC011452
OG0003152	ADIR000963	ASIC020336
OG0003153	ADIR003032, ADIR003030	ASIC010341
OG0003154	ADIR006055	ASIC007321, ASIC007322
OG0003155	ADIR008179	ASIC021333
OG0003156	ADIR010168	ASIC021003
OG0003157	ADIR005948	ASIC007160
OG0003158	ADIR000034	ASIC019332
OG0003159	ADIR003888	ASIC012231
OG0003160	ADIR003350	ASIC020852
OG0003162	ADIR008043	ASIC011049
OG0003163	ADIR000090	ASIC012736
OG0003164	ADIR001396	ASIC006230, ASIC006231
OG0003165	ADIR010146	ASIC020608
OG0003166	ADIR011279	ASIC014447
OG0003167	ADIR009400	ASIC008610
OG0003167	ADIR009399	ASIC008609
OG0003168	ADIR008322	ASIC019609, ASIC020019
OG0003169	ADIR007699	ASIC010468
OG0003170	ADIR005378	ASIC020929
OG0003171	ADIR008581	ASIC018812
OG0003171	ADIR008578	ASIC018816
OG0003172	ADIR009166	ASIC011303
OG0003173	ADIR007265	ASIC019724, ASIC019725
OG0003174	ADIR008849	ASIC009285
OG0003175	ADIR003023	ASIC000728
OG0003176	ADIR011713	ASIC011821
OG0003177	ADIR001879	ASIC018373
OG0003178	ADIR004615	ASIC004620, ASIC020398
OG0003179	ADIR010436, ADIR011699	ASIC015709
OG0003180	ADIR009322, ADIR009323	ASIC012857
OG0003181	ADIR006050	ASIC007302
OG0003182	ADIR011044	ASIC006852
OG0003183	ADIR015689	ASIC008751
OG0003184	ADIR003779	ASIC014955
OG0003185	ADIR003322, ADIR003321	ASIC013207
OG0003186	ADIR008484	ASIC007048
OG0003187	ADIR000279	ASIC015438
OG0003188	ADIR010971	ASIC017642
OG0003189	ADIR007944	ASIC007855, ASIC007882
OG0003190	ADIR010206	ASIC014025
OG0003191	ADIR011647	ASIC007561
OG0003192	ADIR008549	ASIC012818
OG0003193	ADIR004481	ASIC012177
OG0003194	ADIR002305	ASIC019471
OG0003195	ADIR009095	ASIC010457
OG0003196	ADIR006070	ASIC007347
OG0003197	ADIR000219	ASIC015506
OG0003198	ADIR007615	ASIC013690, ASIC013689
OG0003199	ADIR002027	ASIC014783
OG0003200	ADIR011045	ASIC006850
OG0003201	ADIR010202	ASIC014021
OG0003202	ADIR003909	ASIC005409
OG0003203	ADIR010970	ASIC017648
OG0003204	ADIR000851	ASIC009466
OG0003205	ADIR010699	ASIC003233
OG0003206	ADIR009674	ASIC017940
OG0003207	ADIR011015	ASIC016229
OG0003208	ADIR002714	ASIC008156
OG0003209	ADIR009016	ASIC021387
OG0003210	ADIR005351, ADIR005350	ASIC003558
OG0003212	ADIR004255	ASIC018845
OG0003213	ADIR009112	ASIC011834
OG0003214	ADIR007034	ASIC003783
OG0003215	ADIR016150	ASIC011041
OG0003216	ADIR002467	ASIC008753
OG0003217	ADIR005998	ASIC007197
OG0003218	ADIR005625	ASIC015311
OG0003219	ADIR008650	ASIC016149
OG0003220	ADIR002777	ASIC004035, ASIC004036
OG0003221	ADIR001205	ASIC009581
OG0003222	ADIR000170	ASIC020562
OG0003223	ADIR004533	ASIC008418
OG0003224	ADIR007217	ASIC019801
OG0003225	ADIR008073	ASIC011001
OG0003226	ADIR009100	ASIC018657
OG0003227	ADIR008540	ASIC012839
OG0003228	ADIR008541	ASIC012838
OG0003229	ADIR000467	ASIC017796
OG0003231	ADIR015696	ASIC019166
OG0003232	ADIR002289	ASIC015199
OG0003233	ADIR006391	ASIC009100
OG0003234	ADIR000514	ASIC004920
OG0003235	ADIR008903	ASIC008805
OG0003237	ADIR000376	ASIC005974
OG0003238	ADIR004207, ADIR004206	ASIC018659
OG0003239	ADIR008202	ASIC007779
OG0003240	ADIR003021	ASIC000723
OG0003241	ADIR008612	ASIC007099
OG0003242	ADIR010720	ASIC021702, ASIC022354
OG0003243	ADIR011297	ASIC014420
OG0003244	ADIR003834	ASIC012339
OG0003245	ADIR000701, ADIR000702	ASIC017268
OG0003247	ADIR003128	ASIC007037
OG0003248	ADIR005479	ASIC020232
OG0003249	ADIR005836	ASIC020127
OG0003250	ADIR005276	ASIC000168
OG0003251	ADIR000389	ASIC005995
OG0003252	ADIR004873	ASIC013911, ASIC013912
OG0003253	ADIR001920	ASIC018038
OG0003254	ADIR001245	ASIC005385
OG0003255	ADIR007635	ASIC017394
OG0003256	ADIR000966	ASIC020330, ASIC020331
OG0003257	ADIR000973	ASIC020319
OG0003258	ADIR005930	ASIC007172
OG0003259	ADIR005636	ASIC015291
OG0003260	ADIR000230	ASIC015518
OG0003261	ADIR002373	ASIC006435
OG0003262	ADIR008434	ASIC009670
OG0003263	ADIR005532	ASIC006180
OG0003264	ADIR011110	ASIC013573
OG0003265	ADIR009247	ASIC018626, ASIC018615
OG0003266	ADIR003149	ASIC005346, ASIC005329
OG0003267	ADIR014411	ASIC006506
OG0003268	ADIR005299	ASIC021590
OG0003269	ADIR007919	ASIC021176
OG0003270	ADIR004713	ASIC010834
OG0003271	ADIR002672	ASIC000860
OG0003272	ADIR003397	ASIC020866
OG0003273	ADIR002381	ASIC017113, ASIC017114
OG0003274	ADIR009653	ASIC004973
OG0003275	ADIR001816	ASIC005022
OG0003276	ADIR003362	ASIC014713
OG0003277	ADIR007449	ASIC016625
OG0003278	ADIR003841	ASIC012347, ASIC012352
OG0003279	ADIR011587	ASIC011900, ASIC001201
OG0003280	ADIR000201	ASIC014506
OG0003281	ADIR015853	ASIC016820
OG0003282	ADIR007983	ASIC018976, ASIC018977
OG0003283	ADIR008340	ASIC006033
OG0003284	ADIR006418	ASIC000803
OG0003285	ADIR004857, ADIR004963	ASIC015468
OG0003286	ADIR002464	ASIC008739
OG0003287	ADIR007127	ASIC003715
OG0003288	ADIR003898	ASIC012247
OG0003289	ADIR002506	ASIC020266
OG0003290	ADIR005947	ASIC007162
OG0003291	ADIR004614	ASIC009668
OG0003292	ADIR010018	ASIC019597
OG0003294	ADIR001251	ASIC005375
OG0003295	ADIR001168	ASIC006265
OG0003296	ADIR005904	ASIC007421
OG0003297	ADIR000211	ASIC015492
OG0003298	ADIR001862	ASIC005350, ASIC015556
OG0003299	ADIR004630	ASIC009520
OG0003300	ADIR011292	ASIC014431
OG0003301	ADIR009113	ASIC011835
OG0003302	ADIR009822	ASIC021265
OG0003303	ADIR001461	ASIC020287
OG0003304	ADIR001260	ASIC000624
OG0003305	ADIR004264	ASIC018866, ASIC018865
OG0003306	ADIR014253, ADIR003000	ASIC021780
OG0003307	ADIR006750	ASIC020408
OG0003308	ADIR003627	ASIC019062, ASIC019061
OG0003309	ADIR001474	ASIC007095
OG0003310	ADIR004128	ASIC016997
OG0003311	ADIR010078	ASIC011478
OG0003312	ADIR008268	ASIC011115
OG0003313	ADIR004403	ASIC021970
OG0003314	ADIR008921	ASIC005642
OG0003315	ADIR001635	ASIC016419, ASIC016420
OG0003316	ADIR006718	ASIC015073
OG0003317	ADIR003295	ASIC014697
OG0003318	ADIR001647	ASIC016442
OG0003319	ADIR000683	ASIC006048
OG0003320	ADIR002336	ASIC018186
OG0003321	ADIR011625	ASIC013903
OG0003322	ADIR001829	ASIC005053
OG0003323	ADIR009068	ASIC010880
OG0003324	ADIR004107	ASIC013481
OG0003325	ADIR008348	ASIC003195
OG0003327	ADIR010775	ASIC018365
OG0003328	ADIR000200	ASIC014504
OG0003329	ADIR002948	ASIC012575
OG0003330	ADIR005237	ASIC003884
OG0003331	ADIR005858	ASIC014294
OG0003332	ADIR000006	ASIC022359
OG0003333	ADIR010529	ASIC004585, ASIC004584
OG0003334	ADIR005410	ASIC020592
OG0003335	ADIR003180	ASIC014987
OG0003336	ADIR009135	ASIC011293, ASIC011294
OG0003337	ADIR001855	ASIC015546
OG0003338	ADIR001734	ASIC019385, ASIC019386
OG0003339	ADIR002935	ASIC002725
OG0003340	ADIR002893	ASIC005538
OG0003341	ADIR007590	ASIC019506
OG0003342	ADIR007205	ASIC019816
OG0003343	ADIR009058	ASIC014264
OG0003344	ADIR001149	ASIC010279
OG0003345	ADIR007167	ASIC002450
OG0003346	ADIR004668	ASIC002639
OG0003347	ADIR004431	ASIC021888
OG0003348	ADIR006412	ASIC021085
OG0003349	ADIR002580	ASIC003318
OG0003350	ADIR005768	ASIC005565, ASIC005598
OG0003351	ADIR004895	ASIC006609
OG0003352	ADIR002085	ASIC015573
OG0003353	ADIR002898	ASIC013937
OG0003354	ADIR004047	ASIC013410
OG0003355	ADIR004417	ASIC021928
OG0003356	ADIR002950	ASIC012578
OG0003357	ADIR003590	ASIC000159
OG0003358	ADIR002139	ASIC016001
OG0003359	ADIR009171	ASIC010043
OG0003360	ADIR003399	ASIC020864
OG0003361	ADIR003996	ASIC007518
OG0003362	ADIR006125	ASIC006739
OG0003363	ADIR011569	ASIC002778
OG0003364	ADIR009481, ADIR003483	ASIC014088
OG0003365	ADIR008082	ASIC016647
OG0003367	ADIR003236	ASIC013340
OG0003369	ADIR008122	ASIC012901
OG0003370	ADIR010438	ASIC015711
OG0003371	ADIR005027, ADIR005025, ADIR005026	ASIC003153
OG0003372	ADIR003047	ASIC008342
OG0003373	ADIR005723	ASIC011206
OG0003374	ADIR010740	ASIC010284
OG0003375	ADIR003339	ASIC004223
OG0003376	ADIR000987	ASIC005137
OG0003377	ADIR008251	ASIC007750
OG0003378	ADIR007685	ASIC002710
OG0003379	ADIR001098	ASIC005145
OG0003380	ADIR009649	ASIC004980
OG0003381	ADIR008345	ASIC020367, ASIC015444
OG0003382	ADIR011527	ASIC009190
OG0003383	ADIR016133	ASIC018256
OG0003384	ADIR009020, ADIR001533	ASIC017076
OG0003385	ADIR006595	ASIC003526
OG0003386	ADIR000904	ASIC009361
OG0003387	ADIR003758	ASIC000955
OG0003388	ADIR003957	ASIC009715
OG0003389	ADIR005474	ASIC020236
OG0003390	ADIR001240	ASIC005217
OG0003391	ADIR006990	ASIC002504
OG0003392	ADIR008928	ASIC001380
OG0003393	ADIR003254	ASIC021666
OG0003394	ADIR008059	ASIC011028
OG0003395	ADIR007766	ASIC016860
OG0003396	ADIR007369	ASIC017340
OG0003397	ADIR007756	ASIC016872
OG0003398	ADIR008560	ASIC019800
OG0003401	ADIR000856	ASIC009672
OG0003402	ADIR007055	ASIC003811
OG0003403	ADIR001362	ASIC016981, ASIC016979
OG0003404	ADIR006599	ASIC008890
OG0003405	ADIR000933	ASIC004347
OG0003406	ADIR004589, ADIR004590	ASIC010437
OG0003407	ADIR000799	ASIC009583
OG0003408	ADIR015508	ASIC012449
OG0003409	ADIR001673	ASIC016179
OG0003410	ADIR003117	ASIC008015
OG0003411	ADIR001242	ASIC007123
OG0003412	ADIR006608	ASIC008872
OG0003413	ADIR001523	ASIC020392
OG0003414	ADIR005570, ADIR005569	ASIC008525
OG0003415	ADIR010678	ASIC001082
OG0003416	ADIR001151	ASIC010288
OG0003417	ADIR001169	ASIC006274
OG0003418	ADIR011539	ASIC020407
OG0003419	ADIR005393	ASIC020967
OG0003420	ADIR001137	ASIC005373
OG0003421	ADIR011343	ASIC012039
OG0003422	ADIR007545, ADIR007544	ASIC015134
OG0003423	ADIR003654	ASIC019140
OG0003424	ADIR001856	ASIC015547
OG0003425	ADIR001327	ASIC016906, ASIC016907
OG0003427	ADIR001191	ASIC016946
OG0003428	ADIR002505	ASIC020264
OG0003429	ADIR011536	ASIC009179
OG0003430	ADIR001180	ASIC007100
OG0003431	ADIR007287	ASIC019693
OG0003432	ADIR005475	ASIC020235
OG0003433	ADIR002561	ASIC011233
OG0003434	ADIR009569	ASIC019417
OG0003435	ADIR008269	ASIC011126
OG0003436	ADIR007319	ASIC002853
OG0003437	ADIR005112, ADIR005113	ASIC022121
OG0003438	ADIR009242	ASIC018440
OG0003439	ADIR005744	ASIC004958, ASIC005511
OG0003440	ADIR003670	ASIC019167
OG0003442	ADIR010782	ASIC018355
OG0003443	ADIR010118	ASIC011588
OG0003444	ADIR005635	ASIC015292
OG0003445	ADIR000656	ASIC014163
OG0003446	ADIR001654	ASIC016085
OG0003447	ADIR009111	ASIC011833
OG0003448	ADIR001964	ASIC018112
OG0003449	ADIR008499	ASIC010910
OG0003450	ADIR010315	ASIC002749
OG0003451	ADIR004578	ASIC014836, ASIC014838
OG0003452	ADIR009533	ASIC015399, ASIC015400
OG0003453	ADIR004599	ASIC005232
OG0003454	ADIR006493	ASIC000267
OG0003455	ADIR006419	ASIC000814
OG0003456	ADIR007641	ASIC005850, ASIC013699
OG0003457	ADIR002759	ASIC003342
OG0003458	ADIR004117	ASIC017102
OG0003459	ADIR003455	ASIC005610, ASIC005608
OG0003460	ADIR008477	ASIC007057
OG0003461	ADIR007298	ASIC019677
OG0003462	ADIR005138	ASIC017208
OG0003463	ADIR009567	ASIC019415
OG0003464	ADIR009489	ASIC022288, ASIC022289
OG0003465	ADIR002966	ASIC006146
OG0003466	ADIR005142, ADIR005143	ASIC017204
OG0003468	ADIR006686	ASIC010351
OG0003469	ADIR005245	ASIC002176
OG0003470	ADIR010447	ASIC004409
OG0003471	ADIR016052	ASIC003839
OG0003472	ADIR009051	ASIC014248
OG0003473	ADIR004856	ASIC006904, ASIC006905
OG0003474	ADIR003401	ASIC014743
OG0003475	ADIR006007	ASIC007214
OG0003475	ADIR006008	ASIC007215
OG0003476	ADIR002098	ASIC020049, ASIC020051
OG0003481	ADIR002052	ASIC003657
OG0003483	ADIR015599	ASIC014227
OG0003493	ADIR004486	ASIC012185
OG0003494	ADIR000095	ASIC015283
OG0003495	ADIR000623	ASIC013844, ASIC013843, ASIC013845
OG0003496	ADIR001613	ASIC016526, ASIC016528
OG0003497	ADIR002015, ADIR011750	ASIC014790, ASIC014791
OG0003499	ADIR002192, ADIR002207, ADIR002206	ASIC017761, ASIC003388, ASIC003399, ASIC003410
OG0003503	ADIR005684	ASIC009301
OG0003504	ADIR006471	ASIC021450, ASIC021448
OG0003505	ADIR007456	ASIC011675, ASIC011672, ASIC011674
OG0003506	ADIR007630	ASIC017402, ASIC017401, ASIC017400
OG0003507	ADIR007677	ASIC020198
OG0003508	ADIR008522	ASIC019547
OG0003509	ADIR015606	ASIC018504, ASIC018498, ASIC018507, ASIC018501, ASIC018505, ASIC018509, ASIC018500
OG0003510	ADIR015720, ADIR015719	ASIC010614
OG0003516	ADIR002510	ASIC002957
OG0003517	ADIR002791	ASIC002757
OG0003518	ADIR006711	ASIC015102
OG0003519	ADIR010607	ASIC002953
OG0003520	ADIR010700	ASIC003235
OG0003521	ADIR002793	ASIC002759
OG0003522	ADIR002760	ASIC003340
OG0003523	ADIR010701	ASIC003236
OG0003524	ADIR010608	ASIC002952
OG0003527	ADIR002790	ASIC002756
OG0003528	ADIR008369	ASIC020229
OG0003529	ADIR016094	ASIC005543
OG0003531	ADIR010610	ASIC002961
OG0003533	ADIR009914	ASIC010656
OG0003534	ADIR010702	ASIC003237
OG0003535	ADIR002645	ASIC004646
OG0003536	ADIR010612	ASIC002959
OG0003537	ADIR010443	ASIC004405
OG0003538	ADIR010442	ASIC004399
OG0003539	ADIR002588	ASIC000720
OG0003540	ADIR008437	ASIC021031
OG0003541	ADIR007970	ASIC019021
OG0003542	ADIR007640	ASIC019901
OG0003545	ADIR010444	ASIC004406
OG0003546	ADIR009114	ASIC011299
OG0003547	ADIR003912	ASIC016898
OG0003548	ADIR009118	ASIC011304
OG0003549	ADIR009117	ASIC011302
OG0003550	ADIR003902	ASIC005412
OG0003551	ADIR009130	ASIC011837
OG0003552	ADIR000091	ASIC012725
OG0003553	ADIR000088	ASIC012755
OG0003554	ADIR011588	ASIC011911
OG0003555	ADIR009115	ASIC011300
OG0003556	ADIR009129	ASIC011838
OG0003557	ADIR003914	ASIC017160
OG0003558	ADIR001901	ASIC019962
OG0003559	ADIR009146	ASIC011280
OG0003560	ADIR005742	ASIC002948
OG0003561	ADIR010122	ASIC021926
OG0003562	ADIR003008	ASIC000808
OG0003563	ADIR005045	ASIC012844
OG0003564	ADIR001021	ASIC006302
OG0003565	ADIR001200	ASIC009562
OG0003566	ADIR011533	ASIC009182
OG0003567	ADIR001208	ASIC009580
OG0003568	ADIR011528	ASIC009189
OG0003569	ADIR011464	ASIC006111
OG0003571	ADIR011535	ASIC009180
OG0003573	ADIR009806	ASIC016094
OG0003574	ADIR000974	ASIC020318
OG0003575	ADIR011529	ASIC009186
OG0003576	ADIR009491	ASIC022356
OG0003577	ADIR014478	ASIC009330
OG0003578	ADIR006912	ASIC012992
OG0003579	ADIR006917	ASIC012880
OG0003580	ADIR000050	ASIC019372
OG0003581	ADIR007532	ASIC015165
OG0003582	ADIR005665	ASIC009332
OG0003583	ADIR001737	ASIC019378
OG0003584	ADIR006571	ASIC014055
OG0003585	ADIR006916	ASIC012881
OG0003586	ADIR005663	ASIC009334
OG0003587	ADIR005666	ASIC009331
OG0003588	ADIR005664	ASIC009333
OG0003589	ADIR009493	ASIC022334
OG0003590	ADIR011031	ASIC016012
OG0003591	ADIR007554	ASIC019560
OG0003592	ADIR000688	ASIC006053
OG0003593	ADIR008250	ASIC007749
OG0003594	ADIR006302	ASIC010810
OG0003595	ADIR008970	ASIC020216
OG0003596	ADIR006306	ASIC010805
OG0003597	ADIR008252	ASIC007751
OG0003598	ADIR011036	ASIC016023
OG0003599	ADIR007561	ASIC019553
OG0003600	ADIR007558	ASIC019557
OG0003601	ADIR003189	ASIC000144
OG0003602	ADIR005357	ASIC003542
OG0003603	ADIR002030	ASIC009051
OG0003604	ADIR003184	ASIC000146
OG0003605	ADIR003190	ASIC009829
OG0003607	ADIR003185	ASIC000152
OG0003609	ADIR002028	ASIC009043
OG0003610	ADIR010666	ASIC021242
OG0003611	ADIR008364	ASIC020253
OG0003612	ADIR010139	ASIC003060
OG0003613	ADIR002839	ASIC021494
OG0003614	ADIR010129	ASIC008096
OG0003615	ADIR015550	ASIC008083
OG0003616	ADIR010128	ASIC008093
OG0003617	ADIR006459	ASIC021477
OG0003618	ADIR010179	ASIC013966
OG0003619	ADIR010137	ASIC008094
OG0003620	ADIR010667	ASIC021241
OG0003621	ADIR010682	ASIC003245
OG0003622	ADIR010140	ASIC003063
OG0003624	ADIR010665	ASIC021243
OG0003625	ADIR010668	ASIC021239
OG0003626	ADIR010683	ASIC003246
OG0003627	ADIR006457	ASIC021478
OG0003628	ADIR010130	ASIC008097
OG0003629	ADIR010677	ASIC001080
OG0003630	ADIR010131	ASIC008098
OG0003631	ADIR015604	ASIC008090
OG0003632	ADIR006573	ASIC014051
OG0003633	ADIR010127	ASIC008457
OG0003635	ADIR002840	ASIC021490
OG0003636	ADIR002456	ASIC005669
OG0003637	ADIR015699	ASIC010053
OG0003638	ADIR010410	ASIC007717
OG0003639	ADIR010408	ASIC007730
OG0003640	ADIR015949	ASIC007718
OG0003641	ADIR015804	ASIC010057
OG0003645	ADIR010409	ASIC003941
OG0003646	ADIR015679	ASIC005670
OG0003647	ADIR005805	ASIC021406
OG0003648	ADIR005503	ASIC020152
OG0003649	ADIR002457	ASIC005668
OG0003650	ADIR002148	ASIC007900
OG0003651	ADIR009467	ASIC013673
OG0003652	ADIR000019	ASIC022340
OG0003653	ADIR003421	ASIC005683
OG0003654	ADIR009351	ASIC002644
OG0003655	ADIR010488	ASIC012662
OG0003656	ADIR008582	ASIC018811
OG0003657	ADIR009346	ASIC005723
OG0003658	ADIR010493	ASIC008729
OG0003659	ADIR010496	ASIC008780
OG0003660	ADIR010489	ASIC012670
OG0003661	ADIR009343	ASIC005698
OG0003662	ADIR009350	ASIC002633
OG0003663	ADIR008738	ASIC018809
OG0003664	ADIR005077	ASIC022133
OG0003665	ADIR005081	ASIC022118
OG0003666	ADIR005078	ASIC022131
OG0003667	ADIR005023	ASIC005708
OG0003668	ADIR005065	ASIC022150
OG0003669	ADIR000942	ASIC009501
OG0003670	ADIR005022	ASIC005709
OG0003671	ADIR000711	ASIC004884
OG0003672	ADIR005021	ASIC005710
OG0003673	ADIR005076	ASIC022134
OG0003674	ADIR000710	ASIC004886
OG0003675	ADIR000561	ASIC020810
OG0003676	ADIR000551	ASIC018221
OG0003677	ADIR000541	ASIC018218
OG0003678	ADIR000534	ASIC018227
OG0003679	ADIR000552	ASIC018223
OG0003680	ADIR000566	ASIC018211
OG0003681	ADIR000538	ASIC017989
OG0003682	ADIR000545	ASIC017992
OG0003683	ADIR000563	ASIC018205
OG0003684	ADIR000543	ASIC017990
OG0003685	ADIR004362	ASIC013007
OG0003686	ADIR016141	ASIC018225
OG0003687	ADIR000542	ASIC018217
OG0003688	ADIR009475	ASIC013664
OG0003689	ADIR005891	ASIC007349
OG0003690	ADIR015879	ASIC007327
OG0003691	ADIR005979	ASIC007305
OG0003692	ADIR005978	ASIC007316
OG0003693	ADIR005956	ASIC007459
OG0003694	ADIR005916	ASIC007249
OG0003695	ADIR005890	ASIC007338
OG0003697	ADIR005921	ASIC007418
OG0003698	ADIR005954	ASIC007456
OG0003699	ADIR005955	ASIC007457
OG0003700	ADIR002297	ASIC019490
OG0003701	ADIR008168	ASIC021318
OG0003703	ADIR008181	ASIC021330
OG0003704	ADIR008169	ASIC021319
OG0003705	ADIR008174	ASIC021327
OG0003706	ADIR001729	ASIC019396
OG0003707	ADIR000266	ASIC015456
OG0003708	ADIR015772	ASIC018150
OG0003709	ADIR009655	ASIC004969
OG0003710	ADIR001731	ASIC019392
OG0003711	ADIR002348	ASIC018174
OG0003712	ADIR001730	ASIC019393
OG0003713	ADIR001905	ASIC000085
OG0003714	ADIR002349	ASIC018173
OG0003715	ADIR002351	ASIC018171
OG0003716	ADIR002358	ASIC018153
OG0003717	ADIR002353	ASIC018169
OG0003718	ADIR002134	ASIC015994
OG0003719	ADIR010266	ASIC021935
OG0003720	ADIR009908	ASIC008774
OG0003721	ADIR010267	ASIC021936
OG0003722	ADIR001808	ASIC000766
OG0003723	ADIR001990	ASIC013907
OG0003724	ADIR009906	ASIC008773
OG0003725	ADIR003136	ASIC000234
OG0003726	ADIR002131	ASIC004800
