Orthogroup	AdirusWRAIR2	CquinquefasciatusJHB2020
OG0002619	ADIR004090	CQUJHB005387, CQUJHB012817
OG0002620	ADIR004088	CQUJHB001622
OG0002621	ADIR010063, ADIR010052, ADIR008448	CQUJHB006066
OG0002623	ADIR005455	CQUJHB009671
OG0002624	ADIR008511	CQUJHB006768
OG0002625	ADIR004563	CQUJHB000731
OG0002626	ADIR010631	CQUJHB014604
OG0002627	ADIR008068, ADIR008069	CQUJHB008047
OG0002628	ADIR008070	CQUJHB010447
OG0002629	ADIR000679	CQUJHB007559
OG0002630	ADIR000681	CQUJHB015682
OG0002631	ADIR004898	CQUJHB010106
OG0002632	ADIR004715	CQUJHB003136
OG0002633	ADIR004718	CQUJHB010113
OG0002634	ADIR004717	CQUJHB009470
OG0002635	ADIR002593	CQUJHB000728
OG0002636	ADIR003637	CQUJHB014197
OG0002637	ADIR003275	CQUJHB001164
OG0002638	ADIR000913	CQUJHB004695, CQUJHB008952
OG0002639	ADIR001024	CQUJHB005136
OG0002640	ADIR009342	CQUJHB000308
OG0002641	ADIR009334, ADIR009335	CQUJHB002923
OG0002642	ADIR009338	CQUJHB007883
OG0002643	ADIR009339	CQUJHB010422
OG0002644	ADIR006025	CQUJHB008871
OG0002645	ADIR006021	CQUJHB001356
OG0002646	ADIR006015	CQUJHB018457
OG0002647	ADIR006024	CQUJHB011256
OG0002648	ADIR006022	CQUJHB012024
OG0002649	ADIR001738	CQUJHB010624
OG0002650	ADIR009454	CQUJHB004020
OG0002651	ADIR001003	CQUJHB001729
OG0002652	ADIR004353	CQUJHB000162
OG0002653	ADIR006662	CQUJHB016662
OG0002654	ADIR002556	CQUJHB001055
OG0002655	ADIR006378	CQUJHB013077
OG0002656	ADIR004527	CQUJHB015806
OG0002657	ADIR006155	CQUJHB008092
OG0002658	ADIR009720	CQUJHB010572
OG0002659	ADIR005787	CQUJHB001345
OG0002660	ADIR001425	CQUJHB015998
OG0002661	ADIR005924	CQUJHB000685
OG0002662	ADIR000269	CQUJHB001289
OG0002663	ADIR000008	CQUJHB005294
OG0002664	ADIR000469	CQUJHB017689
OG0002665	ADIR005692	CQUJHB005976
OG0002666	ADIR005966	CQUJHB002953
OG0002667	ADIR007312	CQUJHB014443
OG0002668	ADIR007291	CQUJHB005696
OG0002669	ADIR007292	CQUJHB018482
OG0002670	ADIR003468	CQUJHB016241, CQUJHB012834
OG0002671	ADIR007296	CQUJHB012955
OG0002672	ADIR007295	CQUJHB008399
OG0002673	ADIR003935	CQUJHB003072
OG0002674	ADIR001508	CQUJHB017149
OG0002675	ADIR001253	CQUJHB003537
OG0002676	ADIR005480	CQUJHB010937
OG0002678	ADIR000820	CQUJHB012239
OG0002679	ADIR010068	CQUJHB004260
OG0002680	ADIR006643	CQUJHB012667
OG0002681	ADIR002082	CQUJHB008560
OG0002682	ADIR003045	CQUJHB004519
OG0002683	ADIR003048	CQUJHB006002
OG0002684	ADIR003044	CQUJHB015994
OG0002685	ADIR003059	CQUJHB016204, CQUJHB009364
OG0002686	ADIR006882	CQUJHB015400, CQUJHB015398
OG0002687	ADIR008233	CQUJHB014346
OG0002688	ADIR003074	CQUJHB003012
OG0002689	ADIR001795	CQUJHB002488
OG0002690	ADIR000797	CQUJHB000130, CQUJHB014682
OG0002691	ADIR004627	CQUJHB017902
OG0002692	ADIR009390	CQUJHB000399
OG0002693	ADIR004028	CQUJHB007979
OG0002694	ADIR000600	CQUJHB005894
OG0002695	ADIR000869	CQUJHB018357
OG0002696	ADIR016044	CQUJHB016207
OG0002697	ADIR010580	CQUJHB015223, CQUJHB014396
OG0002698	ADIR010573	CQUJHB000191, CQUJHB009764
OG0002699	ADIR000043	CQUJHB006257
OG0002700	ADIR001465	CQUJHB002027
OG0002701	ADIR006894	CQUJHB018235
OG0002702	ADIR001314	CQUJHB017824
OG0002703	ADIR002942	CQUJHB012883
OG0002704	ADIR002941	CQUJHB005677
OG0002705	ADIR009040	CQUJHB015309
OG0002706	ADIR009004	CQUJHB006954
OG0002707	ADIR006684	CQUJHB009064
OG0002708	ADIR002053	CQUJHB014646
OG0002709	ADIR000817	CQUJHB004296
OG0002710	ADIR006574	CQUJHB010975, CQUJHB009120
OG0002712	ADIR006221	CQUJHB006081
OG0002713	ADIR003849	CQUJHB009419
OG0002714	ADIR007918	CQUJHB012566
OG0002715	ADIR008742, ADIR008741	CQUJHB011987
OG0002716	ADIR007917	CQUJHB012279
OG0002717	ADIR011521	CQUJHB001036
OG0002718	ADIR004221	CQUJHB008873
OG0002719	ADIR000771, ADIR001983	CQUJHB003272
OG0002720	ADIR002362	CQUJHB007096
OG0002721	ADIR004470	CQUJHB009705
OG0002723	ADIR005189	CQUJHB004797
OG0002724	ADIR007786, ADIR005690	CQUJHB014011
OG0002725	ADIR003203	CQUJHB001455
OG0002726	ADIR004067	CQUJHB015298
OG0002727	ADIR006697	CQUJHB014575
OG0002728	ADIR009442	CQUJHB005642
OG0002729	ADIR009438	CQUJHB004878
OG0002730	ADIR009443	CQUJHB000842
OG0002731	ADIR009437	CQUJHB007189
OG0002732	ADIR001616	CQUJHB017636
OG0002733	ADIR010554	CQUJHB000668
OG0002734	ADIR008389	CQUJHB017177
OG0002735	ADIR008390	CQUJHB010265
OG0002736	ADIR006858	CQUJHB007073
OG0002737	ADIR010978	CQUJHB017928
OG0002738	ADIR010987	CQUJHB001872
OG0002739	ADIR009150	CQUJHB003138
OG0002740	ADIR001865	CQUJHB006895
OG0002741	ADIR001860	CQUJHB013964, CQUJHB008974
OG0002742	ADIR009172	CQUJHB004019
OG0002743	ADIR002056	CQUJHB011213
OG0002744	ADIR001326	CQUJHB018454
OG0002745	ADIR006576	CQUJHB007694
OG0002746	ADIR003540	CQUJHB012821
OG0002747	ADIR001044	CQUJHB013511
OG0002748	ADIR008908	CQUJHB005087
OG0002749	ADIR008207	CQUJHB014828
OG0002750	ADIR003417, ADIR003418	CQUJHB013539
OG0002751	ADIR006611	CQUJHB017583, CQUJHB009012
OG0002752	ADIR006609	CQUJHB014117
OG0002753	ADIR004773	CQUJHB002493
OG0002754	ADIR002495	CQUJHB013283
OG0002755	ADIR001047, ADIR006840	CQUJHB000567
OG0002756	ADIR006869	CQUJHB000491
OG0002757	ADIR006866	CQUJHB017655
OG0002758	ADIR006881	CQUJHB001767
OG0002759	ADIR006885	CQUJHB002397
OG0002760	ADIR006884	CQUJHB007807
OG0002761	ADIR007695	CQUJHB000656
OG0002762	ADIR010940	CQUJHB003803
OG0002763	ADIR010935	CQUJHB014238
OG0002764	ADIR008046	CQUJHB001583
OG0002765	ADIR001684	CQUJHB009022, CQUJHB015690
OG0002766	ADIR001752	CQUJHB011679
OG0002767	ADIR007048	CQUJHB005870
OG0002768	ADIR007053	CQUJHB017884
OG0002769	ADIR007051	CQUJHB008154
OG0002770	ADIR016201	CQUJHB003361
OG0002771	ADIR004422	CQUJHB015723
OG0002772	ADIR006650	CQUJHB009477
OG0002773	ADIR009705	CQUJHB008171
OG0002774	ADIR004469, ADIR006749	CQUJHB003745
OG0002775	ADIR004113	CQUJHB015681
OG0002776	ADIR003088	CQUJHB008014
OG0002777	ADIR002679	CQUJHB002983
OG0002778	ADIR002360	CQUJHB018233
OG0002779	ADIR000461	CQUJHB012394, CQUJHB004353
OG0002780	ADIR016119, ADIR016120	CQUJHB009615
OG0002781	ADIR006329	CQUJHB014793, CQUJHB006808
OG0002782	ADIR003790	CQUJHB015335
OG0002783	ADIR001025	CQUJHB014898
OG0002784	ADIR001453	CQUJHB000246
OG0002785	ADIR002119	CQUJHB014794
OG0002786	ADIR011309	CQUJHB013234
OG0002787	ADIR005618	CQUJHB007856
OG0002788	ADIR009778	CQUJHB007881
OG0002789	ADIR009125	CQUJHB009943
OG0002790	ADIR005401	CQUJHB003765
OG0002791	ADIR003875, ADIR003877	CQUJHB000527
OG0002792	ADIR002639	CQUJHB011211
OG0002793	ADIR004576	CQUJHB013892
OG0002794	ADIR001035	CQUJHB006425
OG0002795	ADIR009662	CQUJHB015869
OG0002796	ADIR002232	CQUJHB009593, CQUJHB007584
OG0002797	ADIR008304	CQUJHB004342
OG0002798	ADIR005875	CQUJHB014675
OG0002800	ADIR008800	CQUJHB017318
OG0002801	ADIR008798	CQUJHB015722
OG0002802	ADIR009736	CQUJHB011020
OG0002803	ADIR001358	CQUJHB014524, CQUJHB002908
OG0002805	ADIR009267	CQUJHB016341, CQUJHB003394
OG0002806	ADIR011721	CQUJHB007138
OG0002807	ADIR004070	CQUJHB004195
OG0002808	ADIR010033	CQUJHB016317
OG0002809	ADIR010035	CQUJHB005263
OG0002810	ADIR010034	CQUJHB011898
OG0002811	ADIR007876	CQUJHB016907
OG0002812	ADIR007875	CQUJHB002980
OG0002813	ADIR001356	CQUJHB003349, CQUJHB006440
OG0002814	ADIR006439	CQUJHB017465
OG0002815	ADIR003145	CQUJHB014215
OG0002816	ADIR006440	CQUJHB006284
OG0002817	ADIR002897	CQUJHB006151
OG0002818	ADIR008265	CQUJHB013688
OG0002819	ADIR008305	CQUJHB017352
OG0002820	ADIR006714	CQUJHB005188, CQUJHB012694
OG0002821	ADIR004789	CQUJHB017653
OG0002822	ADIR002703	CQUJHB013846
OG0002823	ADIR004287	CQUJHB010344
OG0002824	ADIR006669	CQUJHB010997
OG0002825	ADIR002604	CQUJHB017262
OG0002826	ADIR002926	CQUJHB013702
OG0002827	ADIR005799	CQUJHB007967
OG0002828	ADIR007760	CQUJHB010048
OG0002829	ADIR002404	CQUJHB013432
OG0002830	ADIR002405	CQUJHB010064
OG0002831	ADIR002395	CQUJHB009348
OG0002832	ADIR008990	CQUJHB015620
OG0002833	ADIR003065	CQUJHB009678
OG0002834	ADIR003067	CQUJHB009464
OG0002835	ADIR014824	CQUJHB014375
OG0002836	ADIR001740	CQUJHB001594
OG0002837	ADIR001741	CQUJHB011183
OG0002838	ADIR007290	CQUJHB000604
OG0002839	ADIR000719	CQUJHB006208
OG0002840	ADIR000716	CQUJHB014135
OG0002841	ADIR010011	CQUJHB012841
OG0002842	ADIR010012	CQUJHB015322
OG0002843	ADIR010013	CQUJHB015662
OG0002844	ADIR010015	CQUJHB013567
OG0002845	ADIR009238	CQUJHB002985
OG0002846	ADIR006751	CQUJHB009626, CQUJHB006435
OG0002847	ADIR008937	CQUJHB002149
OG0002848	ADIR004046	CQUJHB008228
OG0002849	ADIR002308	CQUJHB017635
OG0002850	ADIR002306	CQUJHB001958
OG0002851	ADIR006879	CQUJHB010908
OG0002852	ADIR007845	CQUJHB001574
OG0002853	ADIR006880	CQUJHB015414
OG0002854	ADIR005416	CQUJHB011629
OG0002855	ADIR002975	CQUJHB013354
OG0002856	ADIR009047	CQUJHB002888
OG0002858	ADIR010688	CQUJHB017353
OG0002859	ADIR010689	CQUJHB011381
OG0002860	ADIR006647	CQUJHB005968
OG0002861	ADIR008335	CQUJHB003151
OG0002862	ADIR006115	CQUJHB014704
OG0002863	ADIR008673	CQUJHB000810
OG0002864	ADIR006549	CQUJHB006195
OG0002866	ADIR011397	CQUJHB005563
OG0002867	ADIR011330	CQUJHB008387
OG0002868	ADIR000986	CQUJHB008884
OG0002869	ADIR001352	CQUJHB005511
OG0002870	ADIR006872	CQUJHB003209
OG0002871	ADIR008610	CQUJHB009365
OG0002872	ADIR002953	CQUJHB005681
OG0002873	ADIR005125	CQUJHB005179
OG0002874	ADIR003974	CQUJHB012748
OG0002875	ADIR003564	CQUJHB000053
OG0002876	ADIR004229	CQUJHB005692, CQUJHB017981
OG0002877	ADIR002100	CQUJHB007974
OG0002878	ADIR003402	CQUJHB011650
OG0002879	ADIR007540, ADIR006263	CQUJHB012256
OG0002880	ADIR011485	CQUJHB000646
OG0002881	ADIR011478	CQUJHB013885
OG0002882	ADIR002973	CQUJHB007846
OG0002884	ADIR002630	CQUJHB010592, CQUJHB015110
OG0002885	ADIR000473	CQUJHB011674, CQUJHB015574
OG0002886	ADIR002869	CQUJHB014993
OG0002887	ADIR006938	CQUJHB007328
OG0002888	ADIR000153	CQUJHB011036, CQUJHB016426
OG0002889	ADIR000125	CQUJHB000995
OG0002890	ADIR002569	CQUJHB006624
OG0002891	ADIR002573	CQUJHB004524
OG0002892	ADIR002570	CQUJHB010365
OG0002893	ADIR002572	CQUJHB015973
OG0002894	ADIR010974, ADIR009234	CQUJHB002141, CQUJHB010241
OG0002895	ADIR007359	CQUJHB000993
OG0002896	ADIR010162	CQUJHB006791
OG0002897	ADIR007009, ADIR001716	CQUJHB012160
OG0002898	ADIR007006	CQUJHB002872
OG0002899	ADIR009436	CQUJHB000108
OG0002900	ADIR011561	CQUJHB008071
OG0002901	ADIR003978	CQUJHB001609
OG0002902	ADIR003982	CQUJHB012744
OG0002903	ADIR003977	CQUJHB000664
OG0002904	ADIR000776	CQUJHB000307
OG0002905	ADIR009298	CQUJHB013499
OG0002906	ADIR009302	CQUJHB007768
OG0002907	ADIR011537	CQUJHB003127
OG0002908	ADIR002635	CQUJHB003526
OG0002909	ADIR009877	CQUJHB001264, CQUJHB000990, CQUJHB011590
OG0002910	ADIR005325	CQUJHB004741
OG0002911	ADIR007749	CQUJHB018341, CQUJHB014907
OG0002912	ADIR003093	CQUJHB011275
OG0002913	ADIR009873	CQUJHB004289
OG0002914	ADIR003726	CQUJHB002143
OG0002915	ADIR005733	CQUJHB006179
OG0002916	ADIR006746	CQUJHB011848
OG0002917	ADIR015778	CQUJHB018379
OG0002919	ADIR001129	CQUJHB013053
OG0002920	ADIR004449	CQUJHB013598
OG0002921	ADIR010864	CQUJHB010426
OG0002922	ADIR001048	CQUJHB000913
OG0002923	ADIR006813	CQUJHB017522, CQUJHB015544
OG0002924	ADIR006037	CQUJHB002430
OG0002925	ADIR005211	CQUJHB015219
OG0002926	ADIR001815	CQUJHB012973
OG0002927	ADIR000492	CQUJHB003550
OG0002928	ADIR000491	CQUJHB017127
OG0002929	ADIR001561	CQUJHB001946
OG0002930	ADIR015983	CQUJHB004771, CQUJHB010696
OG0002931	ADIR003025	CQUJHB013263
OG0002932	ADIR011283	CQUJHB003872
OG0002933	ADIR008217	CQUJHB010767
OG0002934	ADIR005845	CQUJHB006944
OG0002935	ADIR008502	CQUJHB014768
OG0002936	ADIR009654	CQUJHB014360
OG0002937	ADIR004141	CQUJHB005507, CQUJHB015281
OG0002938	ADIR004145	CQUJHB010366
OG0002939	ADIR003669	CQUJHB014061
OG0002941	ADIR003219	CQUJHB017961
OG0002942	ADIR007071	CQUJHB017386
OG0002943	ADIR008728	CQUJHB011264
OG0002944	ADIR009749	CQUJHB002586, CQUJHB018121
OG0002945	ADIR000396	CQUJHB005838
OG0002946	ADIR009149	CQUJHB003648, CQUJHB005344
OG0002947	ADIR000458	CQUJHB006102
OG0002948	ADIR008310	CQUJHB014507
OG0002949	ADIR009110	CQUJHB001765
OG0002950	ADIR005745	CQUJHB003604
OG0002951	ADIR008312	CQUJHB015745
OG0002952	ADIR006569	CQUJHB007677
OG0002953	ADIR001127	CQUJHB006997
OG0002954	ADIR001388	CQUJHB008098
OG0002955	ADIR001667	CQUJHB017802
OG0002956	ADIR002728	CQUJHB004884
OG0002957	ADIR000276	CQUJHB004348
OG0002958	ADIR000275, ADIR000277	CQUJHB003744
OG0002959	ADIR001724	CQUJHB014528
OG0002960	ADIR002338	CQUJHB018348
OG0002961	ADIR004342	CQUJHB011372
OG0002962	ADIR004237	CQUJHB003588
OG0002963	ADIR004234	CQUJHB017503
OG0002964	ADIR010783	CQUJHB000498
OG0002965	ADIR006098	CQUJHB015756
OG0002966	ADIR001944	CQUJHB006197
OG0002967	ADIR001949	CQUJHB005627
OG0002968	ADIR005491	CQUJHB002581
OG0002969	ADIR009226	CQUJHB002490, CQUJHB002851
OG0002970	ADIR005874	CQUJHB015165, CQUJHB015125
OG0002971	ADIR006655	CQUJHB009592
OG0002972	ADIR004625	CQUJHB010523
OG0002973	ADIR006132	CQUJHB010158
OG0002974	ADIR000390	CQUJHB004011
OG0002975	ADIR000388	CQUJHB005232
OG0002976	ADIR001560	CQUJHB009657
OG0002977	ADIR015517	CQUJHB015572
OG0002978	ADIR001250	CQUJHB006347
OG0002979	ADIR001152	CQUJHB011612
OG0002980	ADIR008989	CQUJHB000504
OG0002981	ADIR008988	CQUJHB015412
OG0002983	ADIR004512	CQUJHB007199
OG0002984	ADIR003294	CQUJHB016832
OG0002985	ADIR008041	CQUJHB003718
OG0002986	ADIR001577	CQUJHB003552
OG0002987	ADIR001576	CQUJHB000494
OG0002988	ADIR009059	CQUJHB010053
OG0002989	ADIR001427	CQUJHB001911
OG0002990	ADIR003550	CQUJHB016993
OG0002991	ADIR004778	CQUJHB005004
OG0002992	ADIR003920	CQUJHB011956, CQUJHB016419
OG0002994	ADIR002345	CQUJHB004870
OG0002995	ADIR003715	CQUJHB013641, CQUJHB002046
OG0002996	ADIR004869	CQUJHB016032
OG0002997	ADIR004868	CQUJHB001058
OG0002998	ADIR003945	CQUJHB009479
OG0002999	ADIR008536	CQUJHB000258
OG0003000	ADIR010376	CQUJHB004097
OG0003001	ADIR002978	CQUJHB017995
OG0003002	ADIR010375	CQUJHB008549
OG0003003	ADIR002979	CQUJHB000601, CQUJHB014192
OG0003004	ADIR006497	CQUJHB005063
OG0003005	ADIR016205, ADIR016206	CQUJHB016594
OG0003006	ADIR008152	CQUJHB013332
OG0003007	ADIR009738	CQUJHB007613
OG0003008	ADIR007081	CQUJHB009918
OG0003009	ADIR010117	CQUJHB012915
OG0003010	ADIR010116	CQUJHB000695
OG0003011	ADIR002553, ADIR002554	CQUJHB003159
OG0003012	ADIR003910	CQUJHB006507
OG0003013	ADIR000850	CQUJHB017479
OG0003014	ADIR002712	CQUJHB015008
OG0003015	ADIR002881	CQUJHB003777
OG0003016	ADIR002882	CQUJHB015266
OG0003017	ADIR009167	CQUJHB007770
OG0003018	ADIR007146	CQUJHB014626
OG0003019	ADIR010120	CQUJHB016290
OG0003020	ADIR008542	CQUJHB014479
OG0003021	ADIR009426	CQUJHB011653
OG0003022	ADIR005458	CQUJHB001168
OG0003023	ADIR005158	CQUJHB011813
OG0003024	ADIR008051	CQUJHB001416
OG0003025	ADIR009332, ADIR009331	CQUJHB008160
OG0003026	ADIR002257	CQUJHB005194
OG0003027	ADIR002283	CQUJHB006408
OG0003029	ADIR004006	CQUJHB007168
OG0003030	ADIR004391	CQUJHB014749
OG0003031	ADIR007371	CQUJHB006196
OG0003032	ADIR004981	CQUJHB006517
OG0003033	ADIR008953	CQUJHB003183
OG0003034	ADIR006417	CQUJHB011251
OG0003035	ADIR001899	CQUJHB014726
OG0003036	ADIR014173	CQUJHB018353
OG0003037	ADIR007735	CQUJHB000738
OG0003038	ADIR007734	CQUJHB001818
OG0003039	ADIR003451	CQUJHB013799
OG0003040	ADIR010721	CQUJHB004887
OG0003043	ADIR011346	CQUJHB009812
OG0003044	ADIR011349	CQUJHB001211
OG0003045	ADIR001685	CQUJHB015048
OG0003046	ADIR006570	CQUJHB016363
OG0003047	ADIR003738	CQUJHB010519
OG0003048	ADIR011315	CQUJHB004527
OG0003049	ADIR007086	CQUJHB018205
OG0003050	ADIR000555	CQUJHB010049
OG0003051	ADIR008874	CQUJHB001492
OG0003052	ADIR005730	CQUJHB002618
OG0003053	ADIR008417	CQUJHB004633
OG0003054	ADIR010355	CQUJHB011266
OG0003055	ADIR007033	CQUJHB010561
OG0003056	ADIR000991	CQUJHB006984
OG0003057	ADIR003644	CQUJHB015467
OG0003058	ADIR000825	CQUJHB009758, CQUJHB007459, CQUJHB013449
OG0003059	ADIR004850	CQUJHB016193
OG0003060	ADIR001393	CQUJHB009966
OG0003061	ADIR000101	CQUJHB009871
OG0003062	ADIR006735	CQUJHB015665
OG0003063	ADIR000015	CQUJHB008197
OG0003064	ADIR002267, ADIR002265	CQUJHB009993
OG0003065	ADIR005841	CQUJHB002295
OG0003066	ADIR010231	CQUJHB014292
OG0003067	ADIR002055	CQUJHB015903
OG0003068	ADIR010507	CQUJHB005659
OG0003069	ADIR001320, ADIR005545	CQUJHB010955
OG0003070	ADIR009103	CQUJHB015330
OG0003071	ADIR005628	CQUJHB013245
OG0003072	ADIR004708	CQUJHB008150
OG0003073	ADIR004149	CQUJHB000592
OG0003074	ADIR005010	CQUJHB003367
OG0003075	ADIR001714	CQUJHB001273
OG0003076	ADIR000287, ADIR016089	CQUJHB011087
OG0003077	ADIR000285	CQUJHB006293
OG0003078	ADIR003807	CQUJHB011116
OG0003079	ADIR011005	CQUJHB003454
OG0003080	ADIR008136	CQUJHB002357
OG0003081	ADIR006732	CQUJHB000782
OG0003082	ADIR003939	CQUJHB000268
OG0003083	ADIR010511	CQUJHB001295
OG0003084	ADIR004546	CQUJHB013554
OG0003085	ADIR009995	CQUJHB016288
OG0003086	ADIR002906	CQUJHB017620
OG0003087	ADIR007992	CQUJHB000950
OG0003088	ADIR004586	CQUJHB010303, CQUJHB009496
OG0003090	ADIR000937	CQUJHB015901
OG0003091	ADIR008156	CQUJHB004141
OG0003092	ADIR005170	CQUJHB015102
OG0003093	ADIR007330	CQUJHB008900
OG0003094	ADIR002252	CQUJHB012393
OG0003095	ADIR011334	CQUJHB006682
OG0003096	ADIR007752	CQUJHB003104
OG0003097	ADIR011424	CQUJHB008242
OG0003099	ADIR007281	CQUJHB011670
OG0003100	ADIR008793	CQUJHB015459
OG0003101	ADIR002582	CQUJHB015484, CQUJHB015372
OG0003102	ADIR011088	CQUJHB000947
OG0003103	ADIR004808	CQUJHB010097
OG0003104	ADIR004807	CQUJHB008559
OG0003105	ADIR015681	CQUJHB012361
OG0003106	ADIR004414, ADIR004415	CQUJHB015819
OG0003107	ADIR004151	CQUJHB009510
OG0003108	ADIR008826	CQUJHB010654
OG0003109	ADIR001414	CQUJHB012096
OG0003110	ADIR001447	CQUJHB011497
OG0003111	ADIR002280	CQUJHB000875
OG0003112	ADIR007729	CQUJHB009040
OG0003113	ADIR004500	CQUJHB013824
OG0003114	ADIR005605	CQUJHB011573, CQUJHB004525
OG0003115	ADIR009050	CQUJHB016704
OG0003116	ADIR008846	CQUJHB012395
OG0003117	ADIR007364	CQUJHB017288
OG0003118	ADIR008038	CQUJHB001383
OG0003119	ADIR003742	CQUJHB012409
OG0003120	ADIR008579	CQUJHB011511
OG0003121	ADIR004211	CQUJHB001499
OG0003122	ADIR011671	CQUJHB005358, CQUJHB009862
OG0003123	ADIR008622	CQUJHB009280
OG0003124	ADIR006326	CQUJHB004578
OG0003125	ADIR009042	CQUJHB006095
OG0003126	ADIR002952	CQUJHB018076
OG0003127	ADIR004913	CQUJHB011960
OG0003128	ADIR001659	CQUJHB003323
OG0003129	ADIR002611	CQUJHB017374
OG0003130	ADIR011414	CQUJHB007452, CQUJHB017857
OG0003131	ADIR000938	CQUJHB005732
OG0003132	ADIR005887	CQUJHB012483
OG0003133	ADIR002924	CQUJHB000098, CQUJHB017080
OG0003134	ADIR006500	CQUJHB005528, CQUJHB006818
OG0003135	ADIR009263	CQUJHB007870
OG0003136	ADIR005009	CQUJHB012505
OG0003137	ADIR007539	CQUJHB013893
OG0003138	ADIR001953	CQUJHB003287
OG0003139	ADIR002507	CQUJHB015709, CQUJHB016553
OG0003140	ADIR004418	CQUJHB015302
OG0003141	ADIR000349	CQUJHB002434
OG0003142	ADIR009885	CQUJHB006133
OG0003143	ADIR008408	CQUJHB001954
OG0003144	ADIR000569	CQUJHB006729
OG0003145	ADIR000741	CQUJHB008771
OG0003146	ADIR011715	CQUJHB009768
OG0003147	ADIR004534	CQUJHB009289
OG0003148	ADIR003709	CQUJHB010101, CQUJHB013687
OG0003149	ADIR000330	CQUJHB017851
OG0003150	ADIR001426	CQUJHB004774
OG0003151	ADIR010059	CQUJHB002098
OG0003152	ADIR000963	CQUJHB011483
OG0003153	ADIR003032, ADIR003030	CQUJHB017816
OG0003154	ADIR006055	CQUJHB007285
OG0003155	ADIR008179	CQUJHB003114
OG0003156	ADIR010168	CQUJHB010216
OG0003157	ADIR005948	CQUJHB000529
OG0003158	ADIR000034	CQUJHB008192
OG0003159	ADIR003888	CQUJHB002767
OG0003160	ADIR003350	CQUJHB006669
OG0003162	ADIR008043	CQUJHB003188, CQUJHB007515
OG0003163	ADIR000090	CQUJHB003759, CQUJHB017753
OG0003164	ADIR001396	CQUJHB003297
OG0003165	ADIR010146	CQUJHB013352
OG0003166	ADIR011279	CQUJHB012033
OG0003167	ADIR009400, ADIR009399	CQUJHB009695
OG0003168	ADIR008322	CQUJHB003407
OG0003169	ADIR007699	CQUJHB017920
OG0003170	ADIR005378	CQUJHB003659
OG0003171	ADIR008581, ADIR008578	CQUJHB007224
OG0003172	ADIR009166	CQUJHB014217
OG0003173	ADIR007265	CQUJHB018056
OG0003174	ADIR008849	CQUJHB017311
OG0003175	ADIR003023	CQUJHB006560
OG0003176	ADIR011713	CQUJHB009559
OG0003177	ADIR001879	CQUJHB003643
OG0003178	ADIR004615	CQUJHB012028
OG0003179	ADIR010436, ADIR011699	CQUJHB005193
OG0003180	ADIR009322, ADIR009323	CQUJHB012590
OG0003181	ADIR006050	CQUJHB009771
OG0003182	ADIR011044	CQUJHB000276
OG0003183	ADIR015689	CQUJHB013045
OG0003184	ADIR003779	CQUJHB001142
OG0003185	ADIR003322, ADIR003321	CQUJHB006577
OG0003186	ADIR008484	CQUJHB002109
OG0003187	ADIR000279	CQUJHB010743
OG0003188	ADIR010971	CQUJHB011224
OG0003189	ADIR007944	CQUJHB008657
OG0003190	ADIR010206	CQUJHB009643
OG0003191	ADIR011647	CQUJHB007130
OG0003192	ADIR008549	CQUJHB013751
OG0003193	ADIR004481	CQUJHB007865
OG0003194	ADIR002305	CQUJHB003545
OG0003195	ADIR009095	CQUJHB016707
OG0003196	ADIR006070	CQUJHB003015
OG0003197	ADIR000219	CQUJHB004929
OG0003198	ADIR007615	CQUJHB005217
OG0003199	ADIR002027	CQUJHB005738
OG0003200	ADIR011045	CQUJHB001340
OG0003201	ADIR010202	CQUJHB001957
OG0003202	ADIR003909	CQUJHB003473
OG0003203	ADIR010970	CQUJHB005753
OG0003204	ADIR000851	CQUJHB008634
OG0003205	ADIR010699	CQUJHB003032
OG0003206	ADIR009674	CQUJHB009216
OG0003207	ADIR011015	CQUJHB000671
OG0003208	ADIR002714	CQUJHB004185
OG0003209	ADIR009016	CQUJHB009845
OG0003210	ADIR005351, ADIR005350	CQUJHB011233
OG0003211	ADIR007547	CQUJHB010479
OG0003212	ADIR004255	CQUJHB006546
OG0003213	ADIR009112	CQUJHB005420
OG0003214	ADIR007034	CQUJHB013458
OG0003215	ADIR016150	CQUJHB011005
OG0003216	ADIR002467	CQUJHB010511
OG0003217	ADIR005998	CQUJHB014261
OG0003218	ADIR005625	CQUJHB009963
OG0003219	ADIR008650	CQUJHB003646
OG0003220	ADIR002777	CQUJHB010026
OG0003221	ADIR001205	CQUJHB006318
OG0003222	ADIR000170	CQUJHB012830
OG0003223	ADIR004533	CQUJHB015942
OG0003224	ADIR007217	CQUJHB016669
OG0003225	ADIR008073	CQUJHB008086
OG0003226	ADIR009100	CQUJHB014500
OG0003227	ADIR008540	CQUJHB014564
OG0003228	ADIR008541	CQUJHB000715
OG0003229	ADIR000467	CQUJHB003168
OG0003230	ADIR009759	CQUJHB001012, CQUJHB000403, CQUJHB010671
OG0003231	ADIR015696	CQUJHB016225
OG0003232	ADIR002289	CQUJHB002491
OG0003233	ADIR006391	CQUJHB014548
OG0003234	ADIR000514	CQUJHB001677
OG0003235	ADIR008903	CQUJHB011688
OG0003236	ADIR008976	CQUJHB014511
OG0003237	ADIR000376	CQUJHB006362
OG0003238	ADIR004207, ADIR004206	CQUJHB003207
OG0003239	ADIR008202	CQUJHB012373
OG0003240	ADIR003021	CQUJHB015191
