Orthogroup	AdirusWRAIR2	AgambiaePEST
OG0002105	ADIR005178	AGAP009841
OG0002106	ADIR004838	AGAP009620
OG0002107	ADIR004840	AGAP009619
OG0002108	ADIR006832	AGAP008652
OG0002109	ADIR011522	AGAP004834
OG0002110	ADIR004018	AGAP010204
OG0002111	ADIR005057	AGAP009702
OG0002112	ADIR003966	AGAP000874
OG0002113	ADIR004987	AGAP009004
OG0002114	ADIR008833	AGAP006088
OG0002115	ADIR001657	AGAP004942
OG0002116	ADIR004326	AGAP005606
OG0002117	ADIR007168	AGAP005600
OG0002118	ADIR009250	AGAP004863
OG0002119	ADIR008593	AGAP006115
OG0002120	ADIR001060	AGAP000046
OG0002121	ADIR015494	AGAP009364, AGAP009376, AGAP029881
OG0002122	ADIR009453	AGAP012523
OG0002123	ADIR016146	AGAP007325
OG0002124	ADIR003763	AGAP005141
OG0002125	ADIR006229	AGAP009136
OG0002126	ADIR003762	AGAP005325
OG0002127	ADIR003793	AGAP005111
OG0002128	ADIR007277	AGAP007395
OG0002129	ADIR007259	AGAP007418
OG0002130	ADIR007271	AGAP007400
OG0002131	ADIR007270	AGAP007405, AGAP007402
OG0002132	ADIR007272	AGAP007399
OG0002133	ADIR007247	AGAP007450
OG0002134	ADIR001141	AGAP005309, AGAP000633
OG0002135	ADIR006789	AGAP008881
OG0002136	ADIR011211	AGAP008302
OG0002137	ADIR004772	AGAP009930
OG0002138	ADIR008547	AGAP007849
OG0002139	ADIR011114	AGAP008353
OG0002140	ADIR004023	AGAP010209
OG0002141	ADIR011071	AGAP008312
OG0002142	ADIR006790	AGAP008882
OG0002143	ADIR000177	AGAP011562
OG0002144	ADIR000165	AGAP011573
OG0002145	ADIR000173	AGAP029534
OG0002146	ADIR007098	AGAP007586
OG0002149	ADIR007043	AGAP007710
OG0002150	ADIR007108	AGAP007598
OG0002151	ADIR007150	AGAP007618
OG0002152	ADIR015914	AGAP007593
OG0002153	ADIR004944	AGAP008728
OG0002154	ADIR000739	AGAP007809
OG0002155	ADIR008661	AGAP005065
OG0002156	ADIR011176	AGAP008246, AGAP012477
OG0002157	ADIR007452	AGAP006014
OG0002158	ADIR008651	AGAP012763, AGAP005056
OG0002159	ADIR008646	AGAP005051, AGAP012825
OG0002160	ADIR004971	AGAP009019
OG0002161	ADIR004695	AGAP008711
OG0002162	ADIR004970	AGAP009020
OG0002163	ADIR011122	AGAP008359
OG0002164	ADIR004691	AGAP008705
OG0002165	ADIR000706	AGAP007778
OG0002166	ADIR004024	AGAP010210
OG0002167	ADIR009269	AGAP010137, AGAP010136
OG0002168	ADIR000709	AGAP007781
OG0002169	ADIR000708	AGAP007780
OG0002170	ADIR000777	AGAP010139
OG0002171	ADIR005172	AGAP009834
OG0002172	ADIR000778	AGAP010138
OG0002173	ADIR006237	AGAP009144
OG0002174	ADIR005034	AGAP008985
OG0002175	ADIR006239	AGAP009146
OG0002176	ADIR006247	AGAP009156
OG0002177	ADIR000311	AGAP011523
OG0002178	ADIR000309	AGAP011521
OG0002179	ADIR011216	AGAP008048
OG0002180	ADIR011229	AGAP008064
OG0002181	ADIR011060	AGAP008044
OG0002182	ADIR011247	AGAP008086
OG0002183	ADIR011245	AGAP008084
OG0002184	ADIR003494	AGAP003394
OG0002185	ADIR006566	AGAP003856
OG0002186	ADIR002889	AGAP001430
OG0002187	ADIR015585	AGAP003099
OG0002188	ADIR015586	AGAP003098
OG0002189	ADIR004127	AGAP000622
OG0002190	ADIR000629	AGAP009307
OG0002191	ADIR006344	AGAP008195
OG0002192	ADIR000627, ADIR000628	AGAP009306
OG0002193	ADIR011446	AGAP029408, AGAP008481
OG0002194	ADIR007670	AGAP006446
OG0002195	ADIR007515	AGAP005939
OG0002196	ADIR007671	AGAP006445
OG0002197	ADIR000546	AGAP012425
OG0002198	ADIR005225	AGAP010956
OG0002199	ADIR005274	AGAP010728
OG0002200	ADIR008017	AGAP007145
OG0002201	ADIR003744	AGAP005344
OG0002202	ADIR003740	AGAP005347
OG0002203	ADIR004226	AGAP006945
OG0002204	ADIR001051	AGAP000056
OG0002205	ADIR008018	AGAP007143
OG0002206	ADIR003741	AGAP005346
OG0002207	ADIR005159	AGAP009811
OG0002208	ADIR005019	AGAP009662
OG0002209	ADIR004997	AGAP009685
OG0002210	ADIR011383	AGAP008837
OG0002211	ADIR007898	AGAP005763
OG0002212	ADIR005441	AGAP004384, AGAP012507
OG0002213	ADIR003292	AGAP003081
OG0002214	ADIR000890	AGAP011412
OG0002215	ADIR000810	AGAP000779
OG0002216	ADIR003835	AGAP005155
OG0002217	ADIR007947	AGAP007168
OG0002218	ADIR008557	AGAP007841
OG0002219	ADIR001290	AGAP000788
OG0002220	ADIR006633	AGAP004068
OG0002221	ADIR010460	AGAP001638
OG0002222	ADIR010462	AGAP001636
OG0002223	ADIR005672	AGAP010471
OG0002224	ADIR003142	AGAP002985
OG0002226	ADIR002188	AGAP011797
OG0002227	ADIR005494	AGAP004261
OG0002229	ADIR000479	AGAP012317
OG0002230	ADIR004922	AGAP008749
OG0002231	ADIR004933	AGAP008738
OG0002232	ADIR008520, ADIR003557	AGAP001749
OG0002233	ADIR007046	AGAP007706
OG0002234	ADIR007184	AGAP005578
OG0002235	ADIR005468	AGAP004413, AGAP004427
OG0002236	ADIR010260	AGAP002605
OG0002237	ADIR004571	AGAP002400
OG0002238	ADIR002662	AGAP002913
OG0002239	ADIR002664	AGAP002908
OG0002240	ADIR002876	AGAP001417
OG0002242	ADIR005447	AGAP012819, AGAP004394
OG0002244	ADIR001379	AGAP001043
OG0002245	ADIR015492, ADIR000798	AGAP029936
OG0002246	ADIR001378	AGAP001040
OG0002247	ADIR003551	AGAP001745
OG0002248	ADIR000044	AGAP013500
OG0002249	ADIR000824	AGAP007147
OG0002250	ADIR008320	AGAP003466
OG0002251	ADIR008321	AGAP003472, AGAP003467
OG0002252	ADIR008319	AGAP003465
OG0002253	ADIR000111	AGAP011637
OG0002254	ADIR002444	AGAP001438
OG0002255	ADIR002929	AGAP012837, AGAP004100
OG0002256	ADIR015707	AGAP001434
OG0002257	ADIR010728	AGAP003367, AGAP012823
OG0002258	ADIR003358	AGAP003930
OG0002259	ADIR001527	AGAP000819
OG0002260	ADIR004591	AGAP000754
OG0002261	ADIR007912	AGAP005742
OG0002262	ADIR007698	AGAP006413
OG0002263	ADIR007700	AGAP006410
OG0002264	ADIR005763	AGAP005743
OG0002265	ADIR003745	AGAP005343
OG0002266	ADIR001443	AGAP000145
OG0002267	ADIR003607	AGAP006780
OG0002268	ADIR000383	AGAP010557
OG0002269	ADIR000382	AGAP028584
OG0002270	ADIR009665	AGAP012028
OG0002271	ADIR000393	AGAP010575
OG0002272	ADIR000395	AGAP010556
OG0002273	ADIR002227	AGAP011745
OG0002274	ADIR004000	AGAP012690, AGAP012822, AGAP010176
OG0002275	ADIR008272	AGAP003405
OG0002276	ADIR003995	AGAP010181
OG0002277	ADIR002931	AGAP004103
OG0002278	ADIR002936	AGAP004107
OG0002279	ADIR002932	AGAP004104
OG0002280	ADIR016217	AGAP001723
OG0002281	ADIR010379	AGAP001716
OG0002282	ADIR004337	AGAP005283
OG0002283	ADIR011342	AGAP009868
OG0002284	ADIR001698	AGAP005290
OG0002285	ADIR011189	AGAP009266
OG0002286	ADIR006253	AGAP009161
OG0002287	ADIR006255	AGAP009163
OG0002288	ADIR006254	AGAP009162
OG0002289	ADIR004323	AGAP005269
OG0002290	ADIR008876	AGAP005281
OG0002291	ADIR004956	AGAP009032
OG0002292	ADIR002168	AGAP011306
OG0002293	ADIR009168	AGAP004724
OG0002294	ADIR011306	AGAP008149
OG0002295	ADIR011308	AGAP008150
OG0002296	ADIR011322	AGAP008166
OG0002297	ADIR000873	AGAP000714
OG0002298	ADIR003087	AGAP001942
OG0002299	ADIR002681	AGAP001872
OG0002300	ADIR003084	AGAP001939
OG0002301	ADIR002689	AGAP001865
OG0002302	ADIR010824	AGAP002124
OG0002304	ADIR002341	AGAP011842
OG0002305	ADIR005770	AGAP029957
OG0002306	ADIR001922	AGAP011948
OG0002307	ADIR001928	AGAP028630
OG0002308	ADIR007280	AGAP007391
OG0002309	ADIR007022	AGAP007728
OG0002310	ADIR009158	AGAP004758
OG0002311	ADIR010486	AGAP001615
OG0002312	ADIR007430	AGAP006386
OG0002313	ADIR002263	AGAP012887, AGAP012088
OG0002314	ADIR011385	AGAP008839
OG0002315	ADIR002040	AGAP012119
OG0002316	ADIR002041	AGAP012120
OG0002317	ADIR007523	AGAP008845
OG0002318	ADIR010966	AGAP007740
OG0002319	ADIR011389	AGAP008844
OG0002320	ADIR011391	AGAP008847
OG0002321	ADIR008493	AGAP003571
OG0002322	ADIR008498	AGAP003573
OG0002323	ADIR007644	AGAP006472
OG0002325	ADIR003264	AGAP003050
OG0002326	ADIR004482	AGAP001464
OG0002328	ADIR004751	AGAP009907
OG0002329	ADIR004480	AGAP001468
OG0002330	ADIR007335	AGAP006648
OG0002331	ADIR005376	AGAP003707
OG0002332	ADIR008288	AGAP003424
OG0002333	ADIR005375	AGAP003706
OG0002334	ADIR005368	AGAP003700
OG0002335	ADIR005374	AGAP003705
OG0002336	ADIR005372	AGAP013281
OG0002337	ADIR010737	AGAP000264
OG0002338	ADIR009138	AGAP004736
OG0002339	ADIR005606	AGAP010750
OG0002340	ADIR008517	AGAP001752
OG0002341	ADIR008513	AGAP001757
OG0002342	ADIR010411	AGAP001685
OG0002343	ADIR010661	AGAP003539
OG0002344	ADIR003538	AGAP002779
OG0002345	ADIR002248	AGAP012067
OG0002346	ADIR005001	AGAP009684
OG0002347	ADIR002330	AGAP011832
OG0002348	ADIR002524	AGAP003781
OG0002349	ADIR002826	AGAP003220
OG0002350	ADIR005825	AGAP002970
OG0002351	ADIR015686	AGAP003789, AGAP012547
OG0002352	ADIR011541	AGAP000834
OG0002353	ADIR001143	AGAP000374
OG0002354	ADIR001178	AGAP000426
OG0002355	ADIR000506	AGAP012346
OG0002356	ADIR002837	AGAP003208
OG0002357	ADIR005568	AGAP002260
OG0002358	ADIR003024	AGAP001560
OG0002359	ADIR002838	AGAP003207
OG0002360	ADIR008746	AGAP005567
OG0002361	ADIR008855	AGAP005895
OG0002362	ADIR011000	AGAP007979
OG0002363	ADIR009699	AGAP010155, AGAP010156
OG0002364	ADIR002965	AGAP004134
OG0002365	ADIR011004	AGAP007983
OG0002366	ADIR004707	AGAP008723
OG0002367	ADIR010085	AGAP001139
OG0002368	ADIR011364	AGAP008819
OG0002369	ADIR005696	AGAP010406
OG0002370	ADIR005709	AGAP012773, AGAP010419
OG0002371	ADIR000446	AGAP012281
OG0002372	ADIR010650	AGAP003527, AGAP012869
OG0002373	ADIR000378	AGAP010552
OG0002374	ADIR009304	AGAP010074
OG0002375	ADIR001781	AGAP011165
OG0002376	ADIR000403	AGAP010590
OG0002377	ADIR001768	AGAP011148, AGAP011146
OG0002378	ADIR001780	AGAP011164
OG0002379	ADIR001771	AGAP011155
OG0002380	ADIR001766	AGAP011150, AGAP012865, AGAP012770
OG0002381	ADIR001769	AGAP011147, AGAP011145
OG0002382	ADIR009119	AGAP004723
OG0002383	ADIR006424	AGAP001802
OG0002384	ADIR010382	AGAP001712
OG0002385	ADIR003169	AGAP002114
OG0002386	ADIR015611	AGAP009432
OG0002387	ADIR006081	AGAP009433
OG0002388	ADIR006819, ADIR006818	AGAP008640
OG0002389	ADIR004846	AGAP009610
OG0002390	ADIR006730	AGAP004498
OG0002391	ADIR002851	AGAP001396
OG0002392	ADIR006728	AGAP004496
OG0002393	ADIR007608	AGAP006511
OG0002395	ADIR001493	AGAP000868
OG0002396	ADIR006504	AGAP003179
OG0002397	ADIR007429	AGAP006387
OG0002398	ADIR010193	AGAP002654
OG0002399	ADIR006505	AGAP003180
OG0002400	ADIR006487	AGAP003161
OG0002401	ADIR010860	AGAP008536
OG0002402	ADIR004682	AGAP028045
OG0002403	ADIR010862	AGAP008537
OG0002404	ADIR016111	AGAP008766
OG0002405	ADIR005174	AGAP009837, AGAP009836
OG0002406	ADIR009277	AGAP010129
OG0002408	ADIR009273	AGAP010131
OG0002409	ADIR000364	AGAP010539
OG0002410	ADIR000359	AGAP010534
OG0002411	ADIR000365	AGAP010540
OG0002412	ADIR000361	AGAP010536
OG0002414	ADIR007380	AGAP006599
OG0002415	ADIR004420	AGAP004558
OG0002416	ADIR004284	AGAP006889
OG0002417	ADIR007684	AGAP006435
OG0002418	ADIR004277	AGAP009948, AGAP006895
OG0002419	ADIR009328	AGAP010051
OG0002420	ADIR009321	AGAP010056
OG0002421	ADIR004516	AGAP010965, AGAP010963
OG0002422	ADIR010842	AGAP028100
OG0002423	ADIR009359	AGAP012606, AGAP012632
OG0002424	ADIR010846	AGAP008806
OG0002425	ADIR006334	AGAP008183
OG0002426	ADIR009357	AGAP009969, AGAP009967
OG0002427	ADIR005773	AGAP010327
OG0002428	ADIR004517	AGAP010966
OG0002429	ADIR005775	AGAP028491
OG0002430	ADIR003643	AGAP006740
OG0002431	ADIR009767	AGAP010335
OG0002432	ADIR006218	AGAP009125
OG0002433	ADIR002129	AGAP029569
OG0002434	ADIR002128	AGAP011344
OG0002435	ADIR009763	AGAP010339
OG0002436	ADIR002127	AGAP011345
OG0002437	ADIR003596	AGAP006791
OG0002438	ADIR006000	AGAP000908
OG0002439	ADIR008750	AGAP006100
OG0002440	ADIR008749	AGAP006099
OG0002441	ADIR007443	AGAP006373
OG0002442	ADIR009284	AGAP010096
OG0002443	ADIR009190	AGAP004792
OG0002444	ADIR009184	AGAP004773, AGAP004786
OG0002445	ADIR009189	AGAP004789, AGAP004791
OG0002446	ADIR006993	AGAP007552
OG0002447	ADIR006406	AGAP002451
OG0002448	ADIR006403	AGAP002449
OG0002449	ADIR011498	AGAP009573
OG0002450	ADIR005392	AGAP004332
OG0002451	ADIR003389	AGAP003892, AGAP012748
OG0002452	ADIR016060	AGAP003719
OG0002453	ADIR001323	AGAP000550
OG0002454	ADIR001223	AGAP000348
OG0002455	ADIR009389	AGAP010010
OG0002456	ADIR009474	AGAP010834
OG0002457	ADIR002156	AGAP011316
OG0002458	ADIR002157	AGAP011315
OG0002459	ADIR002158	AGAP011314
OG0002460	ADIR010221	AGAP002634
OG0002461	ADIR010218	AGAP002638
OG0002462	ADIR010205	AGAP002645
OG0002463	ADIR000972	AGAP000066
OG0002464	ADIR004800	AGAP029706
OG0002465	ADIR005415	AGAP004352
OG0002466	ADIR009562	AGAP012565, AGAP010621
OG0002467	ADIR000338	AGAP029274
OG0002468	ADIR015965	AGAP013220
OG0002469	ADIR015978	AGAP001138
OG0002470	ADIR009784	AGAP004064
OG0002471	ADIR011429	AGAP008938
OG0002472	ADIR004924	AGAP008747
OG0002473	ADIR004266	AGAP006903
OG0002474	ADIR011293	AGAP008133
OG0002475	ADIR011285	AGAP013730
OG0002476	ADIR011288	AGAP008129
OG0002477	ADIR001777, ADIR001776	AGAP011162
OG0002478	ADIR005567	AGAP012870, AGAP012591
OG0002479	ADIR007494	AGAP005960
OG0002480	ADIR009692	AGAP010145
OG0002481	ADIR004893	AGAP008776
OG0002482	ADIR015841	AGAP000278
OG0002483	ADIR003441	AGAP002884
OG0002484	ADIR006591	AGAP002947
OG0002485	ADIR008445	AGAP029655
OG0002486	ADIR006588	AGAP002943
OG0002487	ADIR005363	AGAP003688, AGAP013274
OG0002488	ADIR005662	AGAP010483
OG0002489	ADIR002057	AGAP012192
OG0002490	ADIR002060	AGAP010843
OG0002491	ADIR015715	AGAP010514
OG0002492	ADIR015716	AGAP010515
OG0002493	ADIR009731	AGAP010373
OG0002494	ADIR000354	AGAP010516
OG0002495	ADIR010654	AGAP003532
OG0002496	ADIR008474	AGAP004189, AGAP004195
OG0002497	ADIR002578	AGAP003158, AGAP012859
OG0002498	ADIR003438	AGAP002886
OG0002499	ADIR001842	AGAP011688
OG0002500	ADIR002428	AGAP002038
OG0002501	ADIR015704	AGAP002032
OG0002502	ADIR009193	AGAP004795
OG0002503	ADIR002433	AGAP002030
OG0002504	ADIR002435	AGAP012908, AGAP002026
OG0002505	ADIR010512	AGAP001995
OG0002506	ADIR003392	AGAP003890
OG0002507	ADIR003390	AGAP003891
OG0002508	ADIR002105	AGAP028138
OG0002509	ADIR002835	AGAP003211
OG0002510	ADIR010317	AGAP002548
OG0002511	ADIR008481	AGAP004194
OG0002512	ADIR010316	AGAP002549
OG0002513	ADIR002781	AGAP003277
OG0002514	ADIR010393	AGAP001700
OG0002515	ADIR006623	AGAP004065
OG0002516	ADIR008142	AGAP006054
OG0002517	ADIR008144	AGAP006056
OG0002518	ADIR008140	AGAP006051
OG0002519	ADIR005485	AGAP012783, AGAP004268
OG0002520	ADIR003022	AGAP001563
OG0002521	ADIR011136	AGAP008380
OG0002521	ADIR015994	AGAP008378
OG0002522	ADIR009813	AGAP005235
OG0002523	ADIR009817	AGAP005240
OG0002524	ADIR005284	AGAP001092
OG0002525	ADIR002736	AGAP003185
OG0002526	ADIR001546	AGAP005169
OG0002527	ADIR002738	AGAP002481
OG0002528	ADIR002734	AGAP012901, AGAP003187
OG0002529	ADIR002739	AGAP002482
OG0002531	ADIR002021	AGAP011026
OG0002532	ADIR001996	AGAP011977
OG0002532	ADIR001995	AGAP028540
OG0002533	ADIR002008	AGAP012880, AGAP010984
OG0002534	ADIR002002	AGAP011968
OG0002535	ADIR000335	AGAP010644
OG0002536	ADIR000601	AGAP008275
OG0002537	ADIR003589	AGAP006798
OG0002538	ADIR011419	AGAP008947
OG0002539	ADIR006376	AGAP008230
OG0002540	ADIR011418	AGAP008948
OG0002541	ADIR006375	AGAP008229
OG0002542	ADIR005651	AGAP010491
OG0002543	ADIR005743	AGAP010451, AGAP029272
OG0002544	ADIR005899	AGAP007929
OG0002545	ADIR006031	AGAP009496
OG0002546	ADIR006035	AGAP009488
OG0002547	ADIR016084	AGAP006036
OG0002548	ADIR008129	AGAP006041
OG0002549	ADIR016193, ADIR016192	AGAP006177
OG0002550	ADIR005829	AGAP002966
OG0002551	ADIR007987	AGAP006179
OG0002552	ADIR007986	AGAP006180
OG0002553	ADIR005941	AGAP007886
OG0002554	ADIR016113	AGAP011326, AGAP013034
OG0002555	ADIR010008	AGAP001222
OG0002556	ADIR009308	AGAP029595
OG0002557	ADIR001959	AGAP011910
OG0002558	ADIR001966	AGAP011902
OG0002559	ADIR001960	AGAP011909
OG0002560	ADIR001961	AGAP011908
OG0002561	ADIR002867	AGAP001412
OG0002562	ADIR008815	AGAP005422
OG0002563	ADIR008816	AGAP005421
OG0002564	ADIR004166	AGAP005406
OG0002565	ADIR004154	AGAP005414
OG0002566	ADIR000449	AGAP012284
OG0002567	ADIR003302	AGAP003092
OG0002568	ADIR000447	AGAP012282
OG0002569	ADIR002770	AGAP012769, AGAP003285
OG0002570	ADIR014286	AGAP003922
OG0002571	ADIR000931	AGAP000703
OG0002572	ADIR009704	AGAP000940
OG0002573	ADIR010344	AGAP002519
OG0002574	ADIR002277	AGAP012105
OG0002575	ADIR000273	AGAP011492
OG0002576	ADIR002276	AGAP012103
OG0002577	ADIR007126	AGAP007641
OG0002578	ADIR009928	AGAP001320
OG0002579	ADIR006411	AGAP002454
OG0002580	ADIR010504	AGAP012824, AGAP001592
OG0002581	ADIR004133	AGAP000009
OG0002582	ADIR003594	AGAP006793
OG0002583	ADIR010505	AGAP001591
OG0002584	ADIR008371	AGAP004273
OG0002585	ADIR008373	AGAP012691, AGAP004275
OG0002586	ADIR001599	AGAP005009
OG0002587	ADIR000533	AGAP012375
OG0002588	ADIR001826	AGAP011676
OG0002589	ADIR001825	AGAP011675
OG0002590	ADIR000532	AGAP012373
OG0002591	ADIR016026	AGAP003061, AGAP003064
OG0002592	ADIR005362	AGAP003687
OG0002593	ADIR010952	AGAP007755
OG0002594	ADIR005318	AGAP002012
OG0002595	ADIR006351	AGAP008199
OG0002596	ADIR010156	AGAP002687
OG0002597	ADIR010155	AGAP002686
OG0002598	ADIR005563	AGAP003660
OG0002599	ADIR015998	AGAP029524
OG0002600	ADIR015999	AGAP008105
OG0002601	ADIR004743	AGAP009897, AGAP009898
OG0002602	ADIR007469	AGAP005987
OG0002603	ADIR005531	AGAP004227
OG0002604	ADIR006342	AGAP008193
OG0002605	ADIR011463	AGAP008497
OG0002606	ADIR011462	AGAP008496
OG0002607	ADIR005156	AGAP028647
OG0002608	ADIR003102	AGAP003023
OG0002609	ADIR004475	AGAP001473
OG0002610	ADIR003118	AGAP003007, AGAP003006
OG0002611	ADIR009239	AGAP004872
OG0002612	ADIR008609	AGAP012445
OG0002613	ADIR004408	AGAP013053
OG0002614	ADIR004542	AGAP002405
OG0002615	ADIR004544	AGAP002404
OG0002616	ADIR004541	AGAP002408
OG0002617	ADIR004543	AGAP002406
OG0002618	ADIR004093, ADIR004092	AGAP010279
OG0002619	ADIR004090	AGAP010278
OG0002620	ADIR004088	AGAP010276
OG0002621	ADIR008448	AGAP002462
OG0002623	ADIR005455	AGAP004401
OG0002624	ADIR008511	AGAP001760
OG0002625	ADIR004563	AGAP002394
OG0002626	ADIR010631	AGAP003508
OG0002627	ADIR008069	AGAP007095
OG0002628	ADIR008070	AGAP007094
OG0002629	ADIR000679	AGAP008910
OG0002630	ADIR000681	AGAP008908
OG0002631	ADIR004898	AGAP008770
OG0002632	ADIR004715	AGAP009045
OG0002633	ADIR004718	AGAP009048
OG0002634	ADIR004717	AGAP009047
OG0002635	ADIR002593	AGAP002351
OG0002636	ADIR003637	AGAP006746
OG0002637	ADIR003275	AGAP003063
OG0002638	ADIR000913	AGAP000961
OG0002639	ADIR001024	AGAP000890
OG0002640	ADIR009342	AGAP010039
OG0002641	ADIR009334	AGAP029804
OG0002642	ADIR009338	AGAP010042
OG0002643	ADIR009339	AGAP010041
OG0002644	ADIR006025	AGAP009504
OG0002645	ADIR006021	AGAP009508
OG0002646	ADIR006015	AGAP009513
OG0002647	ADIR006024	AGAP009503
OG0002648	ADIR006022	AGAP009507
OG0002649	ADIR001738	AGAP011123
OG0002650	ADIR009454	AGAP012493
OG0002651	ADIR001003	AGAP000109
OG0002652	ADIR004353	AGAP005251
OG0002653	ADIR006662	AGAP002299
OG0002654	ADIR002556	AGAP003744
OG0002655	ADIR006378	AGAP002424
OG0002656	ADIR004527	AGAP002421
OG0002657	ADIR006155	AGAP008423
OG0002658	ADIR009720	AGAP029978
OG0002659	ADIR005787	AGAP004675
OG0002660	ADIR001425	AGAP000675
OG0002661	ADIR005924	AGAP007902
OG0002662	ADIR000269	AGAP029551
OG0002663	ADIR000008	AGAP012183
OG0002664	ADIR000469	AGAP012307, AGAP012813
OG0002665	ADIR005692	AGAP012655, AGAP009548
OG0002666	ADIR005966	AGAP007865
OG0002667	ADIR007312	AGAP007362
OG0002668	ADIR007291	AGAP007381
OG0002669	ADIR007292	AGAP007380
OG0002670	ADIR003468	AGAP002842
OG0002671	ADIR007296	AGAP007377
OG0002672	ADIR007295	AGAP013544
OG0002673	ADIR003935	AGAP000277
OG0002674	ADIR001508	AGAP000195
OG0002675	ADIR001253	AGAP000042
OG0002676	ADIR005480	AGAP004429
OG0002677	ADIR002476	AGAP001386
OG0002678	ADIR000820	AGAP000158
OG0002679	ADIR010068	AGAP013527
OG0002680	ADIR006643	AGAP002279
OG0002681	ADIR002082	AGAP012772, AGAP011388
OG0002682	ADIR003045	AGAP001895
OG0002683	ADIR003048	AGAP001897
OG0002684	ADIR003044	AGAP001894
OG0002685	ADIR003059	AGAP001910
OG0002686	ADIR006882	AGAP005642
OG0002687	ADIR008233	AGAP007257
OG0002688	ADIR003074	AGAP001930
OG0002689	ADIR001795	AGAP011179
OG0002690	ADIR000797	AGAP013382
OG0002691	ADIR004627	AGAP000747
OG0002692	ADIR009390	AGAP010009
OG0002693	ADIR004028	AGAP010216
OG0002694	ADIR000600	AGAP008274
OG0002695	ADIR000869	AGAP000717
OG0002696	ADIR016044	AGAP006346, AGAP006345
OG0002697	ADIR010580	AGAP003139
OG0002698	ADIR010573	AGAP003134
OG0002699	ADIR000043	AGAP012141
OG0002700	ADIR001465	AGAP000290
OG0002701	ADIR006894	AGAP005653
OG0002702	ADIR001314	AGAP000807
OG0002703	ADIR002942	AGAP013081
OG0002704	ADIR002941	AGAP004110
OG0002705	ADIR009040	AGAP004588
OG0002706	ADIR009004	AGAP002166
OG0002707	ADIR006684	AGAP002320
OG0002708	ADIR002053	AGAP011251
OG0002709	ADIR000817	AGAP000161
OG0002710	ADIR006574	AGAP003865
OG0002712	ADIR006221	AGAP009128
OG0002713	ADIR003849	AGAP005322
OG0002714	ADIR007918	AGAP006997
OG0002715	ADIR008742, ADIR008741	AGAP006995
OG0002716	ADIR007917	AGAP006996
OG0002717	ADIR011521	AGAP004833, AGAP012699, AGAP012685
OG0002718	ADIR004221	AGAP006949
OG0002719	ADIR000771, ADIR001983	AGAP011881
OG0002720	ADIR002362	AGAP011880
OG0002721	ADIR004470	AGAP001478
OG0002722	ADIR011254	AGAP008092
OG0002723	ADIR005189	AGAP009852
OG0002724	ADIR007786, ADIR005690	AGAP005831
OG0002725	ADIR003203	AGAP003633
OG0002726	ADIR004067	AGAP010254
OG0002727	ADIR006697	AGAP002327
OG0002728	ADIR009442	AGAP012498
OG0002729	ADIR009438	AGAP010321
OG0002730	ADIR009443	AGAP012465
OG0002731	ADIR009437	AGAP010322
OG0002732	ADIR001616	AGAP004993
OG0002733	ADIR010554	AGAP001347
OG0002734	ADIR008389	AGAP003289
OG0002735	ADIR008390	AGAP003290
OG0002736	ADIR006858	AGAP008680
OG0002737	ADIR010978	AGAP007958
OG0002738	ADIR010987	AGAP007966
OG0002739	ADIR009150	AGAP004747
OG0002740	ADIR001865	AGAP012520, AGAP029481
OG0002741	ADIR001860	AGAP010672
OG0002742	ADIR009172	AGAP004775
OG0002743	ADIR002056	AGAP011255
OG0002744	ADIR001326	AGAP000019
OG0002745	ADIR006576	AGAP003868
OG0002746	ADIR003540	AGAP002778
OG0002747	ADIR001044	AGAP013283
OG0002748	ADIR008908	AGAP003654
OG0002749	ADIR008207	AGAP012589, AGAP007300
OG0002750	ADIR003417, ADIR003418	AGAP001761
OG0002751	ADIR006611	AGAP004049
OG0002752	ADIR006609	AGAP004046
OG0002753	ADIR004773	AGAP009931
OG0002754	ADIR002495	AGAP001788
OG0002755	ADIR001047, ADIR006840	AGAP000534
