Orthogroup	AstephensiUCISS2018	Aalbopictus_AalbF5
OG0000907	ASTEI20_030972, ASTEI20_043706	LOC109412455, LOC134285459
OG0000908	ASTEI20_032103, ASTEI20_036217	LOC115264234
OG0000909	ASTEI20_040014	LOC115271075, LOC134283980, LOC115271061
OG0000910	ASTEI20_038822	LOC109398826
OG0000911	ASTEI20_034906	LOC109415236
OG0000913	ASTEI20_038214	LOC109413157, LOC134284833, LOC109402651, LOC134284834, LOC134288308, LOC109413169
OG0000917	ASTEI20_045941	LOC134288810, LOC134288402, LOC134288474, LOC134291671, LOC134286871, LOC109423369, LOC115256791, LOC115260757, LOC134286469, LOC134286721
OG0000922	ASTEI20_037937, ASTEI20_032922	LOC115263871, LOC134286987, LOC134291069, LOC134289664, LOC134286116, LOC134286965, LOC134286334, LOC134288731
OG0000924	ASTEI20_042768, ASTEI20_044361, ASTEI20_045839, ASTEI20_040209, ASTEI20_042226, ASTEI20_043816, ASTEI20_041496, ASTEI20_041963, ASTEI20_042285, ASTEI20_034568	LOC134288801, LOC134284047
OG0000940	ASTEI20_034935	LOC109420679
OG0000941	ASTEI20_033136	LOC109427263
OG0000942	ASTEI20_044731	LOC109433416, LOC115257322
OG0000943	ASTEI20_041590	LOC109420299, LOC109416793
OG0000944	ASTEI20_031002, ASTEI20_035316	LOC109399785
OG0000945	ASTEI20_030978, ASTEI20_039745	LOC109403566
OG0000946	ASTEI20_032242	LOC109401384, LOC134287951
OG0000947	ASTEI20_041716	LOC109431530, LOC115257508
OG0000948	ASTEI20_034366, ASTEI20_036279	LOC109419064
OG0000949	ASTEI20_041438	LOC109402335
OG0000950	ASTEI20_035813	LOC115265524
OG0000951	ASTEI20_037697, ASTEI20_033085	LOC115261050
OG0000952	ASTEI20_036430	LOC109432985
OG0000953	ASTEI20_036115	LOC109398420, LOC109409416
OG0000954	ASTEI20_044671	LOC109398396, LOC115260031
OG0000955	ASTEI20_040949	LOC109419793, LOC109425332, LOC109419787, LOC115259537
OG0000956	ASTEI20_032161	LOC109401226, LOC109621887
OG0000957	ASTEI20_034570	LOC115267122, LOC109410200
OG0000958	ASTEI20_041178	LOC109416544
OG0000959	ASTEI20_034877	LOC109419225
OG0000960	ASTEI20_032481	LOC109419243
OG0000961	ASTEI20_039897, ASTEI20_043406	LOC109414235
OG0000962	ASTEI20_042867	LOC109430338, LOC134286626
OG0000963	ASTEI20_042343	LOC109399713
OG0000964	ASTEI20_030858, ASTEI20_041502	LOC109399631
OG0000965	ASTEI20_038733	LOC115270143, LOC134285661
OG0000966	ASTEI20_032401	LOC109422321, LOC109422323
OG0000967	ASTEI20_045321	LOC109406478
OG0000968	ASTEI20_031786, ASTEI20_038030	LOC109431125
OG0000969	ASTEI20_044721	LOC134285741, LOC115260841, LOC115261960, LOC134288856, LOC109416926
OG0000970	ASTEI20_043170	LOC134284886, LOC134284891
OG0000972	ASTEI20_040349	LOC109428891, LOC109397524, LOC115258581
OG0000973	ASTEI20_044892	LOC109400410, LOC134283973
OG0000974	ASTEI20_037996, ASTEI20_037917	LOC109429695
OG0000975	ASTEI20_040912	LOC109420491, LOC109402579, LOC109402586
OG0000976	ASTEI20_038305	LOC109409684
OG0000977	ASTEI20_040796	LOC109419129
OG0000978	ASTEI20_042079, ASTEI20_041204	LOC115255109
OG0000979	ASTEI20_041890	LOC109408318
OG0000980	ASTEI20_033638	LOC109431120
OG0000982	ASTEI20_041497	LOC134285200
OG0000983	ASTEI20_043351	LOC115257625
OG0000983	ASTEI20_038937	LOC109430290
OG0000984	ASTEI20_044204	LOC109621675
OG0000985	ASTEI20_043691, ASTEI20_042027	LOC109402823, LOC115271096
OG0000986	ASTEI20_036620	LOC109405691, LOC109399915, LOC109405647
OG0000987	ASTEI20_040186	LOC109411688
OG0000988	ASTEI20_045087	LOC109398322, LOC109398331, LOC109398282
OG0000989	ASTEI20_040964, ASTEI20_037454	LOC109418806
OG0000990	ASTEI20_044951	LOC109411712
OG0000991	ASTEI20_032561	LOC109424680
OG0000992	ASTEI20_036956, ASTEI20_036478	LOC109431737, LOC109424145
OG0000993	ASTEI20_039519	LOC115261560
OG0000994	ASTEI20_032257	LOC109413053
OG0000995	ASTEI20_035459, ASTEI20_041125	LOC109397902
OG0000996	ASTEI20_031926, ASTEI20_044157	LOC109407247
OG0000997	ASTEI20_039712	LOC115254240
OG0000998	ASTEI20_038439	LOC109403247, LOC109425394
OG0000999	ASTEI20_032079	LOC115267533
OG0001000	ASTEI20_045504	LOC109410626
OG0001001	ASTEI20_036585	LOC109410638, LOC109433503
OG0001002	ASTEI20_034265	LOC109411748
OG0001003	ASTEI20_036096	LOC115255731, LOC109401885
OG0001004	ASTEI20_042577, ASTEI20_035708	LOC109431947
OG0001005	ASTEI20_037489	LOC109402076
OG0001006	ASTEI20_043740	LOC109427352, LOC109427351
OG0001007	ASTEI20_036987	LOC109398853
OG0001008	ASTEI20_032053	LOC109431053
OG0001009	ASTEI20_043443	LOC109427406, LOC109410125
OG0001010	ASTEI20_044389	LOC109428446
OG0001011	ASTEI20_045764	LOC109425486, LOC109399007
OG0001012	ASTEI20_037949, ASTEI20_041799, ASTEI20_034831, ASTEI20_045279	LOC109421550
OG0001013	ASTEI20_034929	LOC109405326, LOC134284674
OG0001014	ASTEI20_034354	LOC109403563
OG0001015	ASTEI20_041127, ASTEI20_039394	LOC109426817
OG0001016	ASTEI20_040727	LOC109423112, LOC109419080
OG0001017	ASTEI20_040130	LOC109406871, LOC134284967
OG0001018	ASTEI20_035014	LOC109432961
OG0001019	ASTEI20_031537, ASTEI20_033808	LOC109431255
OG0001020	ASTEI20_038412, ASTEI20_042447	LOC109422119
OG0001021	ASTEI20_044575	LOC109419157, LOC109427981
OG0001022	ASTEI20_040004	LOC134287968, LOC134287970
OG0001023	ASTEI20_036841, ASTEI20_035782	LOC115270215
OG0001024	ASTEI20_037928	LOC115255616, LOC115256844
OG0001025	ASTEI20_041827	LOC109422710
OG0001027	ASTEI20_044527	LOC115262720
OG0001028	ASTEI20_034918	LOC109398974, LOC115258403
OG0001029	ASTEI20_031132	LOC115256872, LOC109422006
OG0001030	ASTEI20_043871	LOC109422466
OG0001031	ASTEI20_043066, ASTEI20_030931	LOC109410546
OG0001032	ASTEI20_041822	LOC109426306, LOC109411963
OG0001033	ASTEI20_033764, ASTEI20_039173	LOC109424634
OG0001034	ASTEI20_043071	LOC109405749
OG0001035	ASTEI20_042050	LOC109430115, LOC115266823, LOC109430134
OG0001036	ASTEI20_033259	LOC115254170
OG0001037	ASTEI20_037174, ASTEI20_045118	LOC109409116
OG0001038	ASTEI20_036062, ASTEI20_036166	LOC109402168
OG0001039	ASTEI20_043152	LOC109419299
OG0001040	ASTEI20_040946	LOC134288764
OG0001041	ASTEI20_037997	LOC134287945, LOC109398433
OG0001042	ASTEI20_045209	LOC109406257
OG0001043	ASTEI20_034315, ASTEI20_046090	LOC109430472
OG0001044	ASTEI20_031687	LOC109426969
OG0001045	ASTEI20_034716, ASTEI20_041546	LOC109416816, LOC109398231
OG0001046	ASTEI20_041254	LOC109412738
OG0001047	ASTEI20_036049, ASTEI20_031951	LOC109419295
OG0001048	ASTEI20_032710	LOC109424711, LOC134291622
OG0001049	ASTEI20_044919	LOC109401184
OG0001050	ASTEI20_037230	LOC109431503, LOC109431497
OG0001051	ASTEI20_034000	LOC134285936, LOC109417138, LOC115258522, LOC109417139, LOC115258481
OG0001052	ASTEI20_038574	LOC109402125, LOC109426304, LOC109414782
OG0001053	ASTEI20_033613	LOC134289431
OG0001054	ASTEI20_040565, ASTEI20_034260	LOC109431822
OG0001055	ASTEI20_036501	LOC134284918, LOC109397852
OG0001056	ASTEI20_031303	LOC109424859
OG0001057	ASTEI20_036077	LOC109430321
OG0001058	ASTEI20_035953	LOC109413676, LOC109413675
OG0001059	ASTEI20_037629	LOC109397930, LOC109397925, LOC109622058
OG0001060	ASTEI20_035632, ASTEI20_030825	LOC109423623
OG0001061	ASTEI20_044823	LOC134286357, LOC109411791
OG0001062	ASTEI20_032371	LOC109432868
OG0001063	ASTEI20_042203	LOC109427199
OG0001064	ASTEI20_042469, ASTEI20_039353	LOC109406424
OG0001065	ASTEI20_039474	LOC115253608, LOC109415434
OG0001066	ASTEI20_036725	LOC134285574
OG0001067	ASTEI20_045488	LOC109398937
OG0001068	ASTEI20_036207	LOC109415536
OG0001069	ASTEI20_046052	LOC115269359
OG0001072	ASTEI20_046181	LOC115255409, LOC134288767
OG0001073	ASTEI20_040311	LOC109428467
OG0001074	ASTEI20_045114, ASTEI20_045774, ASTEI20_037135	LOC109397885
OG0001075	ASTEI20_038097	LOC134291882, LOC109622353, LOC109405982
OG0001076	ASTEI20_035622	LOC109431918
OG0001077	ASTEI20_034898	LOC109424682, LOC134284300
OG0001079	ASTEI20_041084	LOC109415153
OG0001080	ASTEI20_031701	LOC109405099
OG0001081	ASTEI20_043227, ASTEI20_044836	LOC109404941, LOC134286822
OG0001082	ASTEI20_038405	LOC109406965
OG0001083	ASTEI20_031837	LOC109409390
OG0001084	ASTEI20_034735	LOC115266894
OG0001085	ASTEI20_031097	LOC109422303
OG0001085	ASTEI20_035255	LOC109424401
OG0001086	ASTEI20_032661	LOC109414826
OG0001087	ASTEI20_040078	LOC109420026
OG0001090	ASTEI20_040246, ASTEI20_034602	LOC109422192
OG0001091	ASTEI20_031436	LOC109401617
OG0001092	ASTEI20_034519	LOC134285075, LOC109409419
OG0001095	ASTEI20_032860	LOC115254947
OG0001096	ASTEI20_044127	LOC115260715, LOC115267137
OG0001097	ASTEI20_033846	LOC109409190
OG0001098	ASTEI20_032972	LOC134289043, LOC109419910, LOC134287707
OG0001101	ASTEI20_034829	LOC109410008
OG0001102	ASTEI20_040761, ASTEI20_034711	LOC109403065
OG0001103	ASTEI20_034331, ASTEI20_045627	LOC109427539
OG0001104	ASTEI20_041682	LOC109405980, LOC115260266
OG0001105	ASTEI20_039566	LOC109405833
OG0001106	ASTEI20_031793	LOC109400621
OG0001107	ASTEI20_035830	LOC109433280
OG0001109	ASTEI20_040528	LOC109432525
OG0001110	ASTEI20_036552	LOC134286761, LOC109403813
OG0001111	ASTEI20_044348	LOC109431650
OG0001112	ASTEI20_036444, ASTEI20_041485	LOC109422256
OG0001113	ASTEI20_031840	LOC109415821
OG0001114	ASTEI20_033768	LOC134284397, LOC134286609, LOC134290736
OG0001115	ASTEI20_045551	LOC109404189
OG0001120	ASTEI20_033779, ASTEI20_031848, ASTEI20_038187	LOC134288586, LOC109427826, LOC115266680, LOC115265003, LOC134290961
OG0001123	ASTEI20_042363, ASTEI20_043793	LOC134284832, LOC134286670
OG0001138	ASTEI20_043819	LOC109420901, LOC109425977
OG0001139	ASTEI20_036863	LOC109408072
OG0001140	ASTEI20_036602	LOC109400141, LOC109400144
OG0001141	ASTEI20_040448	LOC109400108, LOC115254309, LOC109400127
OG0001142	ASTEI20_034324	LOC109430404
OG0001143	ASTEI20_043905	LOC109405767
OG0001144	ASTEI20_038739	LOC115254213, LOC109417979, LOC109398203
OG0001145	ASTEI20_043426	LOC109424932, LOC115254883
OG0001146	ASTEI20_038617	LOC109424953, LOC115256337
OG0001147	ASTEI20_044326, ASTEI20_036312	LOC134288547, LOC109416473
OG0001148	ASTEI20_042033	LOC109401796, LOC115257064
OG0001149	ASTEI20_034126	LOC109433434
OG0001150	ASTEI20_034115	LOC115267983
OG0001151	ASTEI20_045831	LOC109415097, LOC109408543
OG0001152	ASTEI20_032962	LOC109429914
OG0001154	ASTEI20_044879	LOC115253958
OG0001155	ASTEI20_037761	LOC109408988
OG0001157	ASTEI20_036944	LOC109396993, LOC109397000, LOC109397051, LOC109397020
OG0001158	ASTEI20_030873	LOC109411232
OG0001159	ASTEI20_041806, ASTEI20_033490	LOC109406167
OG0001160	ASTEI20_038639	LOC109422898
OG0001162	ASTEI20_039448	LOC109429639
OG0001163	ASTEI20_034387	LOC109408144
OG0001164	ASTEI20_045255	LOC109426660, LOC115260748
OG0001166	ASTEI20_038551	LOC134287911, LOC109433152
OG0001167	ASTEI20_032275	LOC109427842
OG0001168	ASTEI20_045785	LOC115254133, LOC115259941
OG0001170	ASTEI20_043395, ASTEI20_040323	LOC109400599, LOC109404937
OG0001171	ASTEI20_039876	LOC109398784
OG0001172	ASTEI20_040091, ASTEI20_044472	LOC109402238, LOC115267212
OG0001173	ASTEI20_034896	LOC115254019, LOC109409323
OG0001174	ASTEI20_038468	LOC109423252
OG0001175	ASTEI20_040159	LOC109430199
OG0001176	ASTEI20_037117	LOC109407838, LOC109406699
OG0001177	ASTEI20_044013, ASTEI20_037360	LOC109398410, LOC134285080
OG0001178	ASTEI20_032693	LOC109398429, LOC109400389
OG0001179	ASTEI20_033884	LOC109424163
OG0001180	ASTEI20_035035	LOC109398296
OG0001181	ASTEI20_031047	LOC109431898
OG0001182	ASTEI20_043923	LOC109404407
OG0001183	ASTEI20_042369	LOC115254245
OG0001184	ASTEI20_043317, ASTEI20_041197	LOC115260379
OG0001185	ASTEI20_039486	LOC109408324
OG0001186	ASTEI20_041013	LOC109399828, LOC109425278
OG0001187	ASTEI20_037510	LOC115268790, LOC115257806
OG0001188	ASTEI20_040907	LOC109400071, LOC134285480
OG0001189	ASTEI20_032182, ASTEI20_036336	LOC134285458, LOC109430336
OG0001190	ASTEI20_039244, ASTEI20_036889	LOC109399858
OG0001191	ASTEI20_041595	LOC109426877, LOC109623336
OG0001192	ASTEI20_038126	LOC109404765
OG0001193	ASTEI20_039615	LOC109622575, LOC134287488
OG0001194	ASTEI20_034839, ASTEI20_039727	LOC109422324
OG0001195	ASTEI20_040722	LOC109420175, LOC115265507, LOC115253931
OG0001196	ASTEI20_039060	LOC109402290
OG0001197	ASTEI20_043018	LOC109425930
OG0001198	ASTEI20_030970	LOC115257036, LOC115271087
OG0001199	ASTEI20_041683	LOC109401821
OG0001200	ASTEI20_032316	LOC109429397, LOC109429398
OG0001201	ASTEI20_041949, ASTEI20_045078, ASTEI20_036270	LOC109429413
OG0001202	ASTEI20_035931	LOC109429357, LOC109399008
OG0001203	ASTEI20_035162	LOC109402653, LOC134284821, LOC134284842, LOC134284829
OG0001204	ASTEI20_035671	LOC109398994
OG0001205	ASTEI20_040926	LOC109423381, LOC109411733
OG0001206	ASTEI20_036701	LOC115266521, LOC109405943
OG0001207	ASTEI20_033357	LOC109400415, LOC134285561
OG0001208	ASTEI20_035106	LOC109401631
OG0001209	ASTEI20_031594	LOC109412137
OG0001210	ASTEI20_035556	LOC109419765
OG0001211	ASTEI20_040238, ASTEI20_039987	LOC109418670
OG0001212	ASTEI20_041598	LOC109413525, LOC109404511
OG0001213	ASTEI20_043541, ASTEI20_036617	LOC115265128
OG0001214	ASTEI20_042489	LOC115267647, LOC109407286, LOC134285833
OG0001215	ASTEI20_041685	LOC109402519
OG0001216	ASTEI20_041429, ASTEI20_037591	LOC109406522
OG0001218	ASTEI20_034852	LOC115264208, LOC109424846
OG0001219	ASTEI20_035173	LOC109397997
OG0001220	ASTEI20_036333	LOC109409965
OG0001221	ASTEI20_035973	LOC109424732, LOC115262659
OG0001222	ASTEI20_035938	LOC109429370
OG0001223	ASTEI20_040140	LOC109397896, LOC134284903
OG0001224	ASTEI20_032086	LOC109419778
OG0001225	ASTEI20_039472	LOC109422806, LOC109422805
OG0001226	ASTEI20_041077	LOC109423007
OG0001227	ASTEI20_040805	LOC109398837
OG0001228	ASTEI20_044020	LOC109424084
OG0001229	ASTEI20_033440	LOC109432373
OG0001230	ASTEI20_037753	LOC109421195
OG0001231	ASTEI20_035857	LOC134289400, LOC109421940
OG0001232	ASTEI20_034063	LOC109425023
OG0001234	ASTEI20_045679, ASTEI20_045030	LOC109411239
OG0001235	ASTEI20_043063	LOC109429483
OG0001236	ASTEI20_038843	LOC109425430
OG0001237	ASTEI20_039747, ASTEI20_042138	LOC109429816
OG0001238	ASTEI20_038086, ASTEI20_031674	LOC134290013, LOC109431876
OG0001239	ASTEI20_041060	LOC134285050, LOC109402083
OG0001240	ASTEI20_044077	LOC109430111, LOC109430116, LOC109430112
OG0001241	ASTEI20_045999	LOC134287589, LOC109409124
OG0001242	ASTEI20_044309	LOC109409140, LOC109421534
OG0001243	ASTEI20_041872	LOC109411872, LOC109412715
OG0001244	ASTEI20_041786	LOC109407655
OG0001245	ASTEI20_033276	LOC109397845, LOC134284920
OG0001246	ASTEI20_034564	LOC115256389, LOC109422032
OG0001247	ASTEI20_040370	LOC109401126
OG0001248	ASTEI20_038974	LOC109411800, LOC134284657
OG0001249	ASTEI20_044243	LOC109426998, LOC134289906
OG0001250	ASTEI20_036475	LOC109426285, LOC109426330
OG0001251	ASTEI20_036781	LOC109433013
OG0001252	ASTEI20_037283	LOC109622518, LOC115265421
OG0001253	ASTEI20_045648	LOC109424155
OG0001254	ASTEI20_031419	LOC109428509, LOC115256602, LOC115256201
OG0001255	ASTEI20_038178, ASTEI20_038352	LOC109406841
OG0001256	ASTEI20_041385	LOC115267144
OG0001257	ASTEI20_044701	LOC134287600
OG0001258	ASTEI20_042582	LOC115268579, LOC109424235
OG0001259	ASTEI20_034415	LOC109411315, LOC115256778
OG0001260	ASTEI20_040339	LOC134287926
OG0001261	ASTEI20_031118, ASTEI20_033138	LOC109429164
OG0001262	ASTEI20_043346	LOC134288991
OG0001263	ASTEI20_033024	LOC109427473, LOC115253538
OG0001264	ASTEI20_039480, ASTEI20_039924	LOC109623253, LOC134283943
OG0001265	ASTEI20_031100	LOC109397730
OG0001266	ASTEI20_044830	LOC109397755
OG0001267	ASTEI20_036119	LOC115261027
OG0001268	ASTEI20_037694, ASTEI20_034761	LOC109427980
OG0001269	ASTEI20_043574	LOC134286042, LOC115265573
OG0001270	ASTEI20_041208	LOC109397767, LOC109428788
OG0001271	ASTEI20_044512	LOC115254229
OG0001272	ASTEI20_032452	LOC115256865, LOC115256862
OG0001273	ASTEI20_042664, ASTEI20_033683	LOC115259235, LOC109419784
OG0001274	ASTEI20_045270	LOC109422727
OG0001275	ASTEI20_031688	LOC134292068
OG0001276	ASTEI20_044988	LOC109416267, LOC134287628, LOC109423903
OG0001277	ASTEI20_040166	LOC115255477, LOC109416191, LOC109415073
OG0001278	ASTEI20_031435	LOC109425769
OG0001279	ASTEI20_045175	LOC109622238
OG0001280	ASTEI20_030833, ASTEI20_039688	LOC115268747, LOC109425210
OG0001281	ASTEI20_031355	LOC109419875
OG0001282	ASTEI20_037170	LOC115267375, LOC109414779, LOC109403608, LOC134283976
OG0001283	ASTEI20_038777, ASTEI20_032878	LOC109417628
OG0001284	ASTEI20_037848	LOC109423481, LOC109432158
OG0001285	ASTEI20_045902	LOC109431042
OG0001286	ASTEI20_046079, ASTEI20_046017	LOC109431437
OG0001287	ASTEI20_045173	LOC109623370, LOC109623392
OG0001288	ASTEI20_037853, ASTEI20_033120	LOC109404970
OG0001289	ASTEI20_033797	LOC115269772
OG0001289	ASTEI20_044446	LOC109404340
OG0001290	ASTEI20_031637	LOC115253728
OG0001292	ASTEI20_038206, ASTEI20_045992	LOC109405109
OG0001293	ASTEI20_037544	LOC109428987, LOC109428986
OG0001294	ASTEI20_039396	LOC109420767, LOC109420768
OG0001295	ASTEI20_045894	LOC115253773
OG0001296	ASTEI20_041214	LOC115253446, LOC109417626
OG0001297	ASTEI20_039168	LOC115267280
OG0001298	ASTEI20_032981	LOC109418502
OG0001299	ASTEI20_044797	LOC109416152
OG0001300	ASTEI20_035501	LOC134287657, LOC115269315, LOC115258242
OG0001301	ASTEI20_030945, ASTEI20_039379	LOC109419050
OG0001302	ASTEI20_031273	LOC134286327, LOC109409335, LOC115258647
OG0001303	ASTEI20_041016	LOC115254181
OG0001304	ASTEI20_038999	LOC109423814, LOC109423816
OG0001305	ASTEI20_044825	LOC134287947, LOC134285832
OG0001306	ASTEI20_043155	LOC109410908
OG0001307	ASTEI20_037477	LOC109411157
OG0001308	ASTEI20_031823	LOC109409757, LOC109432166, LOC109409762
OG0001309	ASTEI20_041047	LOC109412146
OG0001310	ASTEI20_032624	LOC109423622
OG0001311	ASTEI20_032457	LOC115271017
OG0001312	ASTEI20_037527	LOC134284789, LOC115253587, LOC109400069
OG0001313	ASTEI20_043313	LOC109415593
OG0001314	ASTEI20_035855	LOC109418486, LOC134290799
OG0001315	ASTEI20_041233	LOC109410593
OG0001316	ASTEI20_041760	LOC109415596
OG0001317	ASTEI20_032953, ASTEI20_039009	LOC109405223
OG0001318	ASTEI20_033878	LOC109429474
OG0001319	ASTEI20_036764	LOC115253800
OG0001321	ASTEI20_031728, ASTEI20_044505	LOC109404943
OG0001322	ASTEI20_038075	LOC109430816
OG0001324	ASTEI20_043409	LOC109405167
OG0001325	ASTEI20_045463	LOC109408945, LOC109408968, LOC109433597, LOC109431157
OG0001326	ASTEI20_031232	LOC109417777
OG0001327	ASTEI20_034219	LOC109428554, LOC115256775
OG0001328	ASTEI20_041917	LOC109417236, LOC109424745, LOC134288154
OG0001329	ASTEI20_038893, ASTEI20_032602	LOC109399298, LOC109433350
OG0001331	ASTEI20_032502, ASTEI20_036204	LOC109431357
OG0001332	ASTEI20_038793	LOC109429511
OG0001333	ASTEI20_031383	LOC109405215, LOC109400336
OG0001334	ASTEI20_041251	LOC109429898, LOC109418351
OG0001335	ASTEI20_035142	LOC109425652
OG0001336	ASTEI20_037664, ASTEI20_040121	LOC109622846
OG0001337	ASTEI20_031448	LOC109398792
OG0001338	ASTEI20_034924	LOC109408443
OG0001339	ASTEI20_037969	LOC109411545
OG0001340	ASTEI20_031806	LOC115253815, LOC134284004
OG0001341	ASTEI20_033932	LOC109409870
OG0001342	ASTEI20_033836	LOC109429299
OG0001343	ASTEI20_035967	LOC109425390
OG0001344	ASTEI20_042158	LOC109409584
OG0001345	ASTEI20_039482	LOC109397824
OG0001346	ASTEI20_042704	LOC109429111
OG0001347	ASTEI20_041149	LOC109423693
OG0001348	ASTEI20_037819	LOC109398732
OG0001349	ASTEI20_039577	LOC115261534
OG0001350	ASTEI20_039856	LOC109398757
OG0001351	ASTEI20_045765	LOC109409011
OG0001352	ASTEI20_033173, ASTEI20_041673	LOC109431771
OG0001354	ASTEI20_045741, ASTEI20_033595	LOC109414240
OG0001355	ASTEI20_032490	LOC134288770, LOC109410234
OG0001356	ASTEI20_042013	LOC134287590, LOC109421539
OG0001357	ASTEI20_036470	LOC134289560, LOC109416894
OG0001358	ASTEI20_034439	LOC109401679
OG0001359	ASTEI20_032014	LOC134289509, LOC109397126
OG0001360	ASTEI20_045198	LOC109621323
OG0001362	ASTEI20_032543	LOC109417226
OG0001363	ASTEI20_032553	LOC109423859
OG0001364	ASTEI20_036955	LOC109415242
OG0001365	ASTEI20_035423	LOC134286413
OG0001366	ASTEI20_045232	LOC134284978
OG0001369	ASTEI20_041363	LOC109433666
OG0001370	ASTEI20_046089	LOC134291765, LOC115264667
OG0001371	ASTEI20_046176	LOC115263025, LOC109410219
OG0001372	ASTEI20_039706	LOC109431036
OG0001373	ASTEI20_043710	LOC109422117
OG0001374	ASTEI20_041703	LOC109427893
OG0001375	ASTEI20_032879	LOC115254608
OG0001376	ASTEI20_045181	LOC109426839
OG0001377	ASTEI20_035538	LOC109401309
OG0001378	ASTEI20_040876	LOC109399634
OG0001379	ASTEI20_036252	LOC109425436
OG0001380	ASTEI20_035766, ASTEI20_043359	LOC115255807
OG0001381	ASTEI20_042971	LOC134285580, LOC109417800
OG0001382	ASTEI20_037044	LOC134284445, LOC109416467
OG0001383	ASTEI20_031395	LOC109405057
OG0001384	ASTEI20_045158	LOC115263576
OG0001385	ASTEI20_042174	LOC109433599
OG0001386	ASTEI20_037585	LOC115257876
OG0001388	ASTEI20_033476	LOC109405203
OG0001389	ASTEI20_043859	LOC109420544
OG0001390	ASTEI20_033241	LOC134284141
OG0001391	ASTEI20_035284	LOC134285373
OG0001392	ASTEI20_032895	LOC109398078
OG0001393	ASTEI20_039933, ASTEI20_044313	LOC109421628, LOC115265587
OG0001395	ASTEI20_038627, ASTEI20_039598	LOC109406231
OG0001396	ASTEI20_045373	LOC109410520
OG0001397	ASTEI20_031646	LOC109426160, LOC109418423
OG0001398	ASTEI20_032973	LOC134287342
