Orthogroup	AstephensiUCISS2018	LlongipalpisASM
OG0002322	ASTEI20_033038	LOC129789941, LOC129789940
OG0002325	ASTEI20_041421	LOC129785876
OG0002326	ASTEI20_032967	LOC129787545
OG0002328	ASTEI20_045267	LOC129791851
OG0002329	ASTEI20_032623	LOC129797403
OG0002330	ASTEI20_041635	LOC129786253
OG0002331	ASTEI20_035370	LOC129786187
OG0002332	ASTEI20_045976	LOC129786748
OG0002333	ASTEI20_034203	LOC129786299
OG0002334	ASTEI20_045428	LOC129786267
OG0002335	ASTEI20_037151	LOC129786296
OG0002336	ASTEI20_041456	LOC129786256
OG0002337	ASTEI20_042944	LOC129791435
OG0002338	ASTEI20_038934	LOC129786699
OG0002339	ASTEI20_032110	LOC129796019
OG0002340	ASTEI20_035539	LOC129795472
OG0002341	ASTEI20_031169	LOC129795471
OG0002342	ASTEI20_036859	LOC129791807
OG0002343	ASTEI20_042897	LOC129786936
OG0002344	ASTEI20_038489	LOC129786043
OG0002346	ASTEI20_046174	LOC129796797
OG0002347	ASTEI20_031974	LOC129794184
OG0002348	ASTEI20_045421	LOC129787124, LOC129789001
OG0002349	ASTEI20_038347	LOC129787282
OG0002350	ASTEI20_033664	LOC129787523
OG0002351	ASTEI20_034549	LOC129787150
OG0002352	ASTEI20_031245	LOC129790865, LOC129790231
OG0002353	ASTEI20_039724	LOC129789284
OG0002355	ASTEI20_035915	LOC129795357
OG0002356	ASTEI20_033242	LOC129786496
OG0002357	ASTEI20_040713	LOC129796952
OG0002358	ASTEI20_041221, ASTEI20_042011	LOC129789471
OG0002359	ASTEI20_036238	LOC129796826
OG0002360	ASTEI20_045683	LOC129793096
OG0002361	ASTEI20_041119	LOC129794309
OG0002362	ASTEI20_040899, ASTEI20_043641	LOC129786375
OG0002363	ASTEI20_033694	LOC129792566
OG0002364	ASTEI20_043350	LOC129786277
OG0002365	ASTEI20_034009, ASTEI20_037411	LOC129792656
OG0002367	ASTEI20_035008	LOC129794620
OG0002368	ASTEI20_038284	LOC129794057
OG0002369	ASTEI20_044591	LOC129796302
OG0002370	ASTEI20_030905	LOC129795401
OG0002371	ASTEI20_039315	LOC129796313
OG0002372	ASTEI20_035374	LOC129786076
OG0002373	ASTEI20_039042, ASTEI20_045837	LOC129795733
OG0002374	ASTEI20_039823, ASTEI20_033669	LOC129796619
OG0002375	ASTEI20_043026	LOC129796931
OG0002376	ASTEI20_038498	LOC129786382
OG0002377	ASTEI20_037981	LOC129797330
OG0002378	ASTEI20_042537	LOC129796930
OG0002379	ASTEI20_032450	LOC129797640
OG0002380	ASTEI20_041910	LOC129795616
OG0002381	ASTEI20_044386	LOC129795607
OG0002382	ASTEI20_036797	LOC129789462, LOC129786346
OG0002383	ASTEI20_034483	LOC129797341
OG0002384	ASTEI20_035301	LOC129797178
OG0002385	ASTEI20_040781	LOC129793384
OG0002386	ASTEI20_033281	LOC129788590
OG0002387	ASTEI20_036378	LOC129790966, LOC129790962
OG0002388	ASTEI20_036578	LOC129789974
OG0002389	ASTEI20_043025	LOC129789922, LOC129789923
OG0002390	ASTEI20_042883	LOC129790073
OG0002391	ASTEI20_042204	LOC129789078
OG0002392	ASTEI20_033460	LOC129790402
OG0002393	ASTEI20_034377	LOC129796443
OG0002395	ASTEI20_044723	LOC129789386
OG0002396	ASTEI20_035380	LOC129787280
OG0002397	ASTEI20_039434, ASTEI20_031846	LOC129792725
OG0002399	ASTEI20_031408	LOC129794857, LOC129787284
OG0002400	ASTEI20_031131	LOC129787157, LOC129790536, LOC129789042
OG0002401	ASTEI20_039422	LOC129789667
OG0002402	ASTEI20_041692	LOC129790284, LOC129789947
OG0002403	ASTEI20_042046	LOC129789084, LOC129789088
OG0002404	ASTEI20_038087	LOC129790472
OG0002406	ASTEI20_043484	LOC129791173
OG0002408	ASTEI20_039046	LOC129797670
OG0002409	ASTEI20_038459, ASTEI20_044816	LOC129794649
OG0002410	ASTEI20_032437, ASTEI20_041220	LOC129796322
OG0002411	ASTEI20_037058	LOC129794916
OG0002412	ASTEI20_031058, ASTEI20_036812	LOC129794580
OG0002414	ASTEI20_046100	LOC129793151
OG0002415	ASTEI20_033070	LOC129788332
OG0002416	ASTEI20_043086	LOC129791826
OG0002417	ASTEI20_032358	LOC129792313
OG0002418	ASTEI20_038009	LOC129793117
OG0002419	ASTEI20_046123	LOC129788994
OG0002420	ASTEI20_032165	LOC129789356
OG0002421	ASTEI20_042845	LOC129787829
OG0002422	ASTEI20_035601	LOC129788374
OG0002423	ASTEI20_036156	LOC129792721
OG0002424	ASTEI20_044179	LOC129791358
OG0002425	ASTEI20_031962	LOC129790699
OG0002426	ASTEI20_031151	LOC129790478
OG0002427	ASTEI20_031585	LOC129787552
OG0002428	ASTEI20_039436	LOC129787827
OG0002429	ASTEI20_032177	LOC129794503
OG0002430	ASTEI20_032863	LOC129792689
OG0002431	ASTEI20_036777	LOC129794794
OG0002432	ASTEI20_042810	LOC129790799
OG0002433	ASTEI20_038868	LOC129796596
OG0002434	ASTEI20_037317	LOC129796595
OG0002435	ASTEI20_033752	LOC129788886
OG0002436	ASTEI20_039529	LOC129795366
OG0002437	ASTEI20_036848	LOC129793010
OG0002438	ASTEI20_044940	LOC129790698
OG0002439	ASTEI20_042128	LOC129793416
OG0002440	ASTEI20_042036	LOC129793387
OG0002441	ASTEI20_044712	LOC129791833
OG0002442	ASTEI20_032873	LOC129791169
OG0002443	ASTEI20_033612	LOC129795304
OG0002444	ASTEI20_045307	LOC129797612
OG0002445	ASTEI20_042770	LOC129797371
OG0002446	ASTEI20_034357	LOC129786723
OG0002447	ASTEI20_038353, ASTEI20_032098	LOC129797406
OG0002448	ASTEI20_035037, ASTEI20_045222	LOC129797407
OG0002449	ASTEI20_032373	LOC129797012
OG0002450	ASTEI20_033525	LOC129797097
OG0002451	ASTEI20_037338	LOC129786982
OG0002452	ASTEI20_040047	LOC129786996
OG0002453	ASTEI20_038386	LOC129788324
OG0002454	ASTEI20_038078	LOC129790669
OG0002455	ASTEI20_034385	LOC129796197
OG0002456	ASTEI20_042876	LOC129796391
OG0002457	ASTEI20_034757	LOC129795197
OG0002458	ASTEI20_033511	LOC129795191
OG0002459	ASTEI20_040196	LOC129795190
OG0002460	ASTEI20_035297, ASTEI20_033407	LOC129787295
OG0002461	ASTEI20_036503	LOC129796078, LOC129787274
OG0002462	ASTEI20_039017	LOC129797861
OG0002463	ASTEI20_030857	LOC129793046
OG0002464	ASTEI20_033304	LOC129797149
OG0002465	ASTEI20_039167	LOC129785971
OG0002466	ASTEI20_045869	LOC129796587
OG0002467	ASTEI20_043954	LOC129796038
OG0002468	ASTEI20_043160	LOC129797066
OG0002469	ASTEI20_038716	LOC129797060
OG0002470	ASTEI20_034600	LOC129790273
OG0002471	ASTEI20_038724	LOC129789315
OG0002472	ASTEI20_032025	LOC129790898
OG0002473	ASTEI20_035165	LOC129793956
OG0002474	ASTEI20_038028	LOC129788869
OG0002475	ASTEI20_034359	LOC129791133
OG0002476	ASTEI20_035988	LOC129790070
OG0002477	ASTEI20_041960	LOC129791388
OG0002478	ASTEI20_038953	LOC129793190
OG0002479	ASTEI20_037605	LOC129789103
OG0002480	ASTEI20_037414	LOC129791874
OG0002481	ASTEI20_042523, ASTEI20_035139	LOC129788471
OG0002482	ASTEI20_040236	LOC129797133
OG0002483	ASTEI20_041851	LOC129793504
OG0002484	ASTEI20_032788	LOC129786397
OG0002485	ASTEI20_041553	LOC129786440
OG0002486	ASTEI20_040466	LOC129787049, LOC129793799
OG0002487	ASTEI20_044172	LOC129786101
OG0002488	ASTEI20_032846	LOC129791947
OG0002489	ASTEI20_036227	LOC129797508
OG0002490	ASTEI20_040601	LOC129795544
OG0002491	ASTEI20_034788	LOC129796181
OG0002492	ASTEI20_045835	LOC129795956
OG0002493	ASTEI20_035378	LOC129787146
OG0002494	ASTEI20_031219	LOC129795595
OG0002495	ASTEI20_031447	LOC129797046
OG0002496	ASTEI20_037545	LOC129793195
OG0002497	ASTEI20_033781	LOC129786854
OG0002498	ASTEI20_040999	LOC129786470
OG0002499	ASTEI20_038692	LOC129795391
OG0002500	ASTEI20_033677	LOC129790765
OG0002501	ASTEI20_031739	LOC129797391
OG0002502	ASTEI20_038388	LOC129796088
OG0002503	ASTEI20_035146	LOC129786336
OG0002504	ASTEI20_036949	LOC129797393
OG0002505	ASTEI20_035738	LOC129790267
OG0002506	ASTEI20_038268	LOC129786984
OG0002507	ASTEI20_045982	LOC129786983
OG0002508	ASTEI20_038512	LOC129787412
OG0002509	ASTEI20_031872	LOC129796998
OG0002510	ASTEI20_037918	LOC129791800
OG0002511	ASTEI20_037407	LOC129797402
OG0002512	ASTEI20_041413	LOC129790994
OG0002513	ASTEI20_045974	LOC129786485, LOC129786483
OG0002514	ASTEI20_044140, ASTEI20_032914	LOC129788143
OG0002515	ASTEI20_041972	LOC129797549
OG0002516	ASTEI20_041969, ASTEI20_035920	LOC129792429
OG0002517	ASTEI20_045744	LOC129791599
OG0002518	ASTEI20_031506, ASTEI20_042710	LOC129794086
OG0002519	ASTEI20_041783	LOC129786589
OG0002520	ASTEI20_043834, ASTEI20_039522	LOC129795012
OG0002522	ASTEI20_041608	LOC129793999
OG0002523	ASTEI20_037909	LOC129792441, LOC129791102
OG0002524	ASTEI20_037072	LOC129791630
OG0002525	ASTEI20_041045, ASTEI20_040408	LOC129797592
OG0002526	ASTEI20_040572	LOC129787633
OG0002527	ASTEI20_040300, ASTEI20_035617	LOC129790487
OG0002528	ASTEI20_040589	LOC129796578
OG0002529	ASTEI20_044031, ASTEI20_032887	LOC129797613
OG0002530	ASTEI20_039624	LOC129789414
OG0002533	ASTEI20_040051	LOC129796137
OG0002534	ASTEI20_034687	LOC129789534
OG0002535	ASTEI20_036572	LOC129794815
OG0002536	ASTEI20_040319, ASTEI20_033409	LOC129791672
OG0002538	ASTEI20_043364, ASTEI20_034355	LOC129790714
OG0002539	ASTEI20_031901, ASTEI20_039058	LOC129789052
OG0002540	ASTEI20_040218, ASTEI20_041956	LOC129797495
OG0002541	ASTEI20_033353, ASTEI20_042437	LOC129789005
OG0002542	ASTEI20_034298	LOC129793750
OG0002543	ASTEI20_044718	LOC129797455
OG0002544	ASTEI20_035797	LOC129789455
OG0002545	ASTEI20_034964	LOC129788989
OG0002546	ASTEI20_030882	LOC129788340
OG0002547	ASTEI20_033704	LOC129792314
OG0002548	ASTEI20_043228	LOC129792134
OG0002550	ASTEI20_041622	LOC129794627, LOC129797017
OG0002551	ASTEI20_032310	LOC129786529, LOC129786533, LOC129786531
OG0002552	ASTEI20_034956	LOC129786445
OG0002553	ASTEI20_045149	LOC129789486
OG0002554	ASTEI20_037299	LOC129795184
OG0002555	ASTEI20_039256	LOC129786513
OG0002556	ASTEI20_039373, ASTEI20_043451	LOC129796819
OG0002557	ASTEI20_045595, ASTEI20_042654	LOC129795783
OG0002558	ASTEI20_034442, ASTEI20_031186	LOC129787179
OG0002561	ASTEI20_041644	LOC129787231
OG0002562	ASTEI20_033414	LOC129792527
OG0002563	ASTEI20_032520	LOC129792521
OG0002564	ASTEI20_042008	LOC129792823, LOC129792824
OG0002565	ASTEI20_032626	LOC129795789
OG0002566	ASTEI20_033943	LOC129795720
OG0002567	ASTEI20_035400	LOC129796882
OG0002568	ASTEI20_039946	LOC129795880
OG0002571	ASTEI20_043652	LOC129790829
OG0002572	ASTEI20_033910	LOC129788589
OG0002573	ASTEI20_032901	LOC129797580
OG0002574	ASTEI20_045427	LOC129790149
OG0002575	ASTEI20_045506	LOC129786052
OG0002576	ASTEI20_037804	LOC129786026
OG0002577	ASTEI20_035354, ASTEI20_042875	LOC129792319
OG0002578	ASTEI20_042756	LOC129796386
OG0002579	ASTEI20_042990, ASTEI20_044995	LOC129795992
OG0002580	ASTEI20_032280	LOC129788075
OG0002581	ASTEI20_040965	LOC129788821
OG0002583	ASTEI20_040229	LOC129788078
OG0002584	ASTEI20_037323	LOC129795888
OG0002585	ASTEI20_042287	LOC129796775
OG0002586	ASTEI20_037089	LOC129786706
OG0002587	ASTEI20_033913	LOC129796136
OG0002588	ASTEI20_036831	LOC129795432
OG0002589	ASTEI20_040411	LOC129795429
OG0002590	ASTEI20_038727	LOC129795308
OG0002591	ASTEI20_044730	LOC129797839
OG0002592	ASTEI20_031830	LOC129787744
OG0002595	ASTEI20_033108	LOC129791461
OG0002596	ASTEI20_031214	LOC129797435
OG0002597	ASTEI20_033146	LOC129796801
OG0002598	ASTEI20_043412	LOC129793798
OG0002599	ASTEI20_041729	LOC129788919, LOC129788918
OG0002600	ASTEI20_033142	LOC129788917
OG0002601	ASTEI20_036714	LOC129793503
OG0002602	ASTEI20_036206	LOC129794214
OG0002603	ASTEI20_034531, ASTEI20_044362	LOC129793616
OG0002604	ASTEI20_034460	LOC129789823
OG0002605	ASTEI20_043828	LOC129791149
OG0002606	ASTEI20_034119	LOC129793535
OG0002607	ASTEI20_042179	LOC129786254
OG0002608	ASTEI20_032273	LOC129795860
OG0002609	ASTEI20_032834	LOC129787569
OG0002610	ASTEI20_031782	LOC129796402
OG0002611	ASTEI20_032923, ASTEI20_039961	LOC129793043
OG0002612	ASTEI20_038694	LOC129791612
OG0002613	ASTEI20_039114	LOC129795404
OG0002614	ASTEI20_041294	LOC129797182
OG0002615	ASTEI20_031831	LOC129797181
OG0002616	ASTEI20_032715	LOC129796842
OG0002617	ASTEI20_031741	LOC129797184
OG0002618	ASTEI20_043199	LOC129791551
OG0002619	ASTEI20_031503	LOC129788926
OG0002620	ASTEI20_037331	LOC129795615
OG0002623	ASTEI20_035735	LOC129787768
OG0002624	ASTEI20_039095	LOC129786992, LOC129786328
OG0002625	ASTEI20_035804	LOC129786062
OG0002626	ASTEI20_045075	LOC129795487
OG0002627	ASTEI20_041284	LOC129787922
OG0002628	ASTEI20_040400	LOC129787925
OG0002629	ASTEI20_032528, ASTEI20_045109	LOC129786702
OG0002630	ASTEI20_044282, ASTEI20_042569	LOC129786685
OG0002631	ASTEI20_044930	LOC129788511
OG0002632	ASTEI20_033974	LOC129789790
OG0002633	ASTEI20_042864	LOC129797512
OG0002634	ASTEI20_043779	LOC129790315
OG0002635	ASTEI20_039991	LOC129797851, LOC129785829
OG0002636	ASTEI20_043411	LOC129792847
OG0002637	ASTEI20_041019	LOC129797840
OG0002638	ASTEI20_045451	LOC129792613
OG0002639	ASTEI20_035522	LOC129789068
OG0002640	ASTEI20_044222	LOC129789037
OG0002642	ASTEI20_041975	LOC129793351
OG0002643	ASTEI20_046004	LOC129790204
OG0002644	ASTEI20_039429	LOC129791074
OG0002645	ASTEI20_035589	LOC129788894
OG0002646	ASTEI20_041583	LOC129786831
OG0002647	ASTEI20_040828	LOC129791760
OG0002648	ASTEI20_036088	LOC129788889
OG0002649	ASTEI20_031321	LOC129795280
OG0002650	ASTEI20_036303, ASTEI20_036853	LOC129792891
OG0002651	ASTEI20_039359	LOC129797255
OG0002652	ASTEI20_039628	LOC129793155
OG0002653	ASTEI20_046087	LOC129786439
OG0002654	ASTEI20_035105	LOC129796350
OG0002655	ASTEI20_035128	LOC129797444
OG0002656	ASTEI20_031306	LOC129797614
OG0002657	ASTEI20_035087	LOC129790444
OG0002658	ASTEI20_044409	LOC129790596
OG0002659	ASTEI20_033191	LOC129787735
OG0002660	ASTEI20_040944	LOC129790510
OG0002661	ASTEI20_044156	LOC129793449
OG0002662	ASTEI20_042739	LOC129796043
OG0002663	ASTEI20_042110	LOC129795117
OG0002664	ASTEI20_040064	LOC129795846
OG0002665	ASTEI20_039311	LOC129790789
OG0002666	ASTEI20_033825	LOC129789285
OG0002667	ASTEI20_037086, ASTEI20_031475	LOC129793016
OG0002668	ASTEI20_034049, ASTEI20_042383	LOC129792492
OG0002669	ASTEI20_040960, ASTEI20_041174	LOC129792498
OG0002671	ASTEI20_045447, ASTEI20_040986	LOC129786442
OG0002672	ASTEI20_031685, ASTEI20_041559	LOC129793309
OG0002673	ASTEI20_040882	LOC129789428
OG0002674	ASTEI20_031197	LOC129786408
OG0002675	ASTEI20_041811	LOC129791192
OG0002676	ASTEI20_044763	LOC129786852
OG0002677	ASTEI20_043797	LOC129788928
OG0002678	ASTEI20_031560, ASTEI20_038202	LOC129790563
OG0002679	ASTEI20_034056	LOC129795610
OG0002680	ASTEI20_041046	LOC129786050
OG0002681	ASTEI20_041137	LOC129795560
OG0002682	ASTEI20_042677	LOC129797445
OG0002683	ASTEI20_042553	LOC129797291
OG0002684	ASTEI20_042353	LOC129792912
OG0002685	ASTEI20_043001	LOC129787159
OG0002688	ASTEI20_042015	LOC129793915, LOC129786178
OG0002691	ASTEI20_033358	LOC129785946
OG0002692	ASTEI20_038130	LOC129788981
OG0002693	ASTEI20_041982	LOC129789775
OG0002694	ASTEI20_045448, ASTEI20_031984	LOC129788636
OG0002695	ASTEI20_038062	LOC129789873
OG0002696	ASTEI20_031886	LOC129792253
OG0002697	ASTEI20_031906	LOC129789854
OG0002698	ASTEI20_042849	LOC129795178
OG0002699	ASTEI20_037320	LOC129787504
OG0002701	ASTEI20_037005, ASTEI20_042417	LOC129791883
OG0002702	ASTEI20_035896	LOC129793902, LOC129786946
OG0002703	ASTEI20_031236	LOC129786645
OG0002704	ASTEI20_044831	LOC129786726
OG0002705	ASTEI20_034135	LOC129787415
OG0002706	ASTEI20_039071	LOC129791437
OG0002707	ASTEI20_034373	LOC129786763
OG0002708	ASTEI20_037874	LOC129789791
OG0002709	ASTEI20_034576, ASTEI20_041616	LOC129790141
OG0002710	ASTEI20_035573	LOC129790160
OG0002711	ASTEI20_045241	LOC129789270
OG0002712	ASTEI20_032114	LOC129790801
OG0002713	ASTEI20_039720	LOC129792917, LOC129797476
OG0002714	ASTEI20_035363	LOC129791727
OG0002716	ASTEI20_032751	LOC129787000
OG0002717	ASTEI20_036819	LOC129792895
OG0002718	ASTEI20_031399	LOC129792901
OG0002719	ASTEI20_040366	LOC129795851
OG0002720	ASTEI20_045442	LOC129796584
OG0002721	ASTEI20_040039	LOC129788588
OG0002722	ASTEI20_041800, ASTEI20_031111	LOC129791942
OG0002723	ASTEI20_045994	LOC129792821, LOC129791408
OG0002724	ASTEI20_038342	LOC129793129
OG0002725	ASTEI20_031157	LOC129796533
OG0002726	ASTEI20_041301	LOC129792647, LOC129792670
OG0002728	ASTEI20_035790	LOC129794945
OG0002729	ASTEI20_031086	LOC129796594
OG0002730	ASTEI20_039692	LOC129794886
OG0002731	ASTEI20_042024	LOC129796598
OG0002732	ASTEI20_040871	LOC129792070, LOC129792080
OG0002733	ASTEI20_030963, ASTEI20_041636	LOC129796487
OG0002734	ASTEI20_032202	LOC129788008
OG0002735	ASTEI20_036560	LOC129790711
OG0002736	ASTEI20_041110	LOC129791964
OG0002737	ASTEI20_040806	LOC129788988, LOC129788983
OG0002738	ASTEI20_035069	LOC129792731
OG0002739	ASTEI20_041265	LOC129795470
OG0002740	ASTEI20_041755	LOC129787546
OG0002741	ASTEI20_036539	LOC129796250
OG0002742	ASTEI20_030844, ASTEI20_035759	LOC129795871
OG0002743	ASTEI20_043022	LOC129793895
OG0002744	ASTEI20_031751	LOC129786920
OG0002745	ASTEI20_034953, ASTEI20_045561	LOC129789998
OG0002746	ASTEI20_043154	LOC129790464
OG0002747	ASTEI20_031557	LOC129788797
OG0002748	ASTEI20_046073	LOC129788684, LOC129794873
OG0002749	ASTEI20_039169	LOC129793463
OG0002750	ASTEI20_042042	LOC129795625
OG0002751	ASTEI20_043268	LOC129795779
OG0002752	ASTEI20_041355	LOC129790741
OG0002753	ASTEI20_035001, ASTEI20_031439	LOC129788737
OG0002754	ASTEI20_042986	LOC129790083
OG0002755	ASTEI20_043255	LOC129791336
OG0002756	ASTEI20_034007	LOC129792397
OG0002757	ASTEI20_031669	LOC129792360
OG0002758	ASTEI20_042455, ASTEI20_039445	LOC129792701
OG0002759	ASTEI20_044708, ASTEI20_034792	LOC129793350
OG0002760	ASTEI20_035437, ASTEI20_033075	LOC129793365
OG0002762	ASTEI20_037355, ASTEI20_035606	LOC129788621
OG0002763	ASTEI20_037374	LOC129788613
OG0002764	ASTEI20_036008	LOC129797029
OG0002765	ASTEI20_038395	LOC129795195
OG0002766	ASTEI20_039215	LOC129786616
OG0002767	ASTEI20_039500, ASTEI20_044965	LOC129793377
OG0002768	ASTEI20_043605, ASTEI20_036915	LOC129787001
OG0002769	ASTEI20_039174, ASTEI20_043648	LOC129791728
OG0002770	ASTEI20_043669	LOC129793944
OG0002771	ASTEI20_031289	LOC129787983
OG0002772	ASTEI20_034689	LOC129796663, LOC129788065
OG0002773	ASTEI20_044984	LOC129791382
OG0002774	ASTEI20_032069	LOC129788565
OG0002775	ASTEI20_036393	LOC129796392
OG0002776	ASTEI20_038982	LOC129789187
OG0002777	ASTEI20_041082	LOC129793481
OG0002779	ASTEI20_031356	LOC129786111
OG0002780	ASTEI20_031730	LOC129796617
OG0002781	ASTEI20_033506	LOC129791319
OG0002782	ASTEI20_043579	LOC129792275
OG0002783	ASTEI20_033510	LOC129789142
OG0002784	ASTEI20_033454	LOC129786297
OG0002785	ASTEI20_043506	LOC129797710, LOC129788023
OG0002786	ASTEI20_040563	LOC129797126
OG0002787	ASTEI20_042081	LOC129790695
OG0002788	ASTEI20_031620	LOC129789942
OG0002789	ASTEI20_046078	LOC129786363
OG0002790	ASTEI20_036376	LOC129786777
OG0002791	ASTEI20_035283	LOC129793562
OG0002792	ASTEI20_041674	LOC129785974
OG0002793	ASTEI20_035433	LOC129788547, LOC129789095
OG0002794	ASTEI20_032504	LOC129786025
OG0002795	ASTEI20_039535	LOC129796476
OG0002796	ASTEI20_043591	LOC129794862
OG0002800	ASTEI20_036815	LOC129793431
OG0002801	ASTEI20_041263	LOC129791663
OG0002802	ASTEI20_040303	LOC129797288
OG0002803	ASTEI20_045262	LOC129790627
OG0002805	ASTEI20_036180	LOC129797319
OG0002806	ASTEI20_038470	LOC129786563
OG0002807	ASTEI20_038653	LOC129787778
OG0002808	ASTEI20_039157	LOC129786693, LOC129786692
OG0002809	ASTEI20_043051	LOC129786654, LOC129786663
OG0002810	ASTEI20_033386	LOC129786697, LOC129786696
OG0002811	ASTEI20_043324, ASTEI20_044582	LOC129793288
OG0002812	ASTEI20_034651, ASTEI20_039374	LOC129793289
OG0002813	ASTEI20_042349	LOC129790039
OG0002814	ASTEI20_045568	LOC129793784
OG0002816	ASTEI20_038464	LOC129786782
OG0002817	ASTEI20_040099	LOC129788602
OG0002818	ASTEI20_038216	LOC129791026
OG0002819	ASTEI20_042001	LOC129787752
OG0002820	ASTEI20_039837	LOC129787184
OG0002821	ASTEI20_040771	LOC129794316, LOC129791451
OG0002822	ASTEI20_045734, ASTEI20_043342	LOC129793778
OG0002823	ASTEI20_043981	LOC129791778
OG0002824	ASTEI20_039742	LOC129786477
OG0002825	ASTEI20_040760	LOC129786000
OG0002826	ASTEI20_036235	LOC129786752
OG0002827	ASTEI20_035479	LOC129789023
OG0002828	ASTEI20_040245	LOC129797776
OG0002829	ASTEI20_043683	LOC129787997
OG0002830	ASTEI20_044803	LOC129797619
OG0002831	ASTEI20_033721	LOC129790159
OG0002832	ASTEI20_043453, ASTEI20_033859	LOC129786018
OG0002833	ASTEI20_043354	LOC129793342
OG0002834	ASTEI20_031003	LOC129789051
OG0002835	ASTEI20_033542	LOC129786727
OG0002836	ASTEI20_032381	LOC129796863
OG0002837	ASTEI20_043332	LOC129786034
OG0002838	ASTEI20_040030, ASTEI20_035986	LOC129793177
OG0002839	ASTEI20_042023	LOC129791675
OG0002840	ASTEI20_032703	LOC129788524
OG0002841	ASTEI20_032336	LOC129786444
OG0002842	ASTEI20_044120	LOC129786494
OG0002843	ASTEI20_032634	LOC129794968
OG0002844	ASTEI20_041128	LOC129795160
OG0002845	ASTEI20_036660, ASTEI20_045010	LOC129793707
OG0002846	ASTEI20_037743	LOC129791216
OG0002847	ASTEI20_034749	LOC129785970
OG0002848	ASTEI20_042076	LOC129790164, LOC129791269
OG0002849	ASTEI20_045293	LOC129796218
OG0002850	ASTEI20_040918	LOC129795051
OG0002851	ASTEI20_034664	LOC129792323, LOC129796542
OG0002852	ASTEI20_037276	LOC129792635, LOC129792304
OG0002853	ASTEI20_042010, ASTEI20_039841	LOC129786842
OG0002854	ASTEI20_032753	LOC129786705
OG0002855	ASTEI20_044037	LOC129787237
OG0002856	ASTEI20_032038	LOC129786313
OG0002857	ASTEI20_034702	LOC129792161, LOC129792163
OG0002858	ASTEI20_033271	LOC129794426
OG0002859	ASTEI20_044532	LOC129794629
OG0002860	ASTEI20_033968	LOC129789415
OG0002862	ASTEI20_036011	LOC129788997
OG0002863	ASTEI20_041589	LOC129792280
OG0002864	ASTEI20_039520	LOC129786261
OG0002865	ASTEI20_033122, ASTEI20_039643	LOC129789004
OG0002866	ASTEI20_034368	LOC129790082, LOC129790081
OG0002867	ASTEI20_036468	LOC129788652
OG0002868	ASTEI20_040579	LOC129789986
