Orthogroup	AstephensiUCISS2018	AaegyptiLVP_AGWG
OG0001961	ASTEI20_040225	AAEL025578, AAEL025984
OG0001962	ASTEI20_036824	AAEL025606
OG0001963	ASTEI20_031084	AAEL026618, AAEL025692
OG0001964	ASTEI20_035509, ASTEI20_030939	AAEL026074
OG0001965	ASTEI20_045582	AAEL026170
OG0001968	ASTEI20_039612	AAEL026355
OG0001969	ASTEI20_033204	AAEL026388, AAEL028233
OG0001970	ASTEI20_045665	AAEL026710
OG0001971	ASTEI20_038689	AAEL026716, AAEL027637
OG0001972	ASTEI20_036740	AAEL026746
OG0001973	ASTEI20_041252	AAEL026751
OG0001974	ASTEI20_043787	AAEL026796
OG0001975	ASTEI20_035666	AAEL026846
OG0001976	ASTEI20_045292, ASTEI20_032118	AAEL026945
OG0001977	ASTEI20_031158	AAEL027527
OG0001978	ASTEI20_045946	AAEL027566
OG0001979	ASTEI20_039620	AAEL027644
OG0001980	ASTEI20_040848	AAEL027654
OG0001981	ASTEI20_045261	AAEL028004
OG0001982	ASTEI20_041821	AAEL028021
OG0001983	ASTEI20_033180	AAEL028129
OG0001984	ASTEI20_041173	AAEL029070, AAEL029071
OG0002027	ASTEI20_040844	AAEL000008
OG0002028	ASTEI20_030975	AAEL002639, AAEL000010
OG0002029	ASTEI20_038356	AAEL000032
OG0002030	ASTEI20_045294	AAEL000036
OG0002031	ASTEI20_046042	AAEL000049
OG0002032	ASTEI20_033387	AAEL000091
OG0002033	ASTEI20_031548	AAEL000098
OG0002034	ASTEI20_038919	AAEL000102
OG0002035	ASTEI20_037405	AAEL000109, AAEL025680
OG0002036	ASTEI20_032974	AAEL000159
OG0002037	ASTEI20_035677	AAEL000162
OG0002038	ASTEI20_037287, ASTEI20_041594	AAEL000181
OG0002039	ASTEI20_038166	AAEL000186
OG0002040	ASTEI20_033867, ASTEI20_041043	AAEL000188
OG0002041	ASTEI20_037622	AAEL000193
OG0002042	ASTEI20_031365	AAEL000206, AAEL004665
OG0002043	ASTEI20_034261	AAEL000221
OG0002044	ASTEI20_033133	AAEL000236
OG0002045	ASTEI20_041826	AAEL021776, AAEL000243
OG0002046	ASTEI20_045091	AAEL000258
OG0002047	ASTEI20_040307	AAEL000267
OG0002048	ASTEI20_042497	AAEL000272
OG0002049	ASTEI20_043422	AAEL000291
OG0002050	ASTEI20_037316	AAEL000327
OG0002051	ASTEI20_036454	AAEL000340
OG0002052	ASTEI20_041524	AAEL000343
OG0002053	ASTEI20_035514	AAEL000362
OG0002054	ASTEI20_032285	AAEL000397, AAEL027318
OG0002055	ASTEI20_035471	AAEL000416
OG0002056	ASTEI20_030861, ASTEI20_039151	AAEL000424
OG0002057	ASTEI20_034804	AAEL000440, AAEL023005
OG0002058	ASTEI20_034372	AAEL027802, AAEL000445
OG0002059	ASTEI20_040668	AAEL000452
OG0002060	ASTEI20_040983	AAEL000457
OG0002061	ASTEI20_041687	AAEL000460, AAEL020197
OG0002062	ASTEI20_041269	AAEL000464
OG0002063	ASTEI20_034120	AAEL000510
OG0002064	ASTEI20_040879, ASTEI20_032487	AAEL000550
OG0002065	ASTEI20_035451	AAEL000551
OG0002066	ASTEI20_030894	AAEL000559
OG0002067	ASTEI20_042700	AAEL000590
OG0002068	ASTEI20_031658	AAEL000593
OG0002069	ASTEI20_035230	AAEL000618
OG0002070	ASTEI20_031039	AAEL021450, AAEL000646
OG0002071	ASTEI20_032494, ASTEI20_036643	AAEL000670
OG0002072	ASTEI20_031374	AAEL000716
OG0002073	ASTEI20_042939	AAEL000721
OG0002074	ASTEI20_033610	AAEL000724
OG0002075	ASTEI20_045022	AAEL000746
OG0002076	ASTEI20_039020	AAEL000750
OG0002077	ASTEI20_042676, ASTEI20_038212	AAEL000755
OG0002078	ASTEI20_037427	AAEL020913, AAEL000825
OG0002079	ASTEI20_036201	AAEL000849, AAEL027279
OG0002080	ASTEI20_034912	AAEL000852, AAEL022708
OG0002081	ASTEI20_044082	AAEL000883
OG0002082	ASTEI20_031484	AAEL000897
OG0002083	ASTEI20_034882	AAEL000924
OG0002084	ASTEI20_036723	AAEL000925
OG0002085	ASTEI20_042187	AAEL000933
OG0002086	ASTEI20_031564	AAEL000938
OG0002087	ASTEI20_042145	AAEL000940, AAEL022151
OG0002088	ASTEI20_033684, ASTEI20_035704	AAEL000942
OG0002089	ASTEI20_038481, ASTEI20_037646	AAEL024591, AAEL000950
OG0002090	ASTEI20_031049	AAEL000951
OG0002091	ASTEI20_034908	AAEL000953
OG0002092	ASTEI20_035793	AAEL007879, AAEL000961
OG0002093	ASTEI20_044480	AAEL026006, AAEL028134, AAEL000964
OG0002094	ASTEI20_033284	AAEL000967
OG0002095	ASTEI20_044352	AAEL000978
OG0002096	ASTEI20_037883	AAEL000994
OG0002097	ASTEI20_036152	AAEL000999
OG0002098	ASTEI20_031451	AAEL001000
OG0002099	ASTEI20_041002	AAEL001007
OG0002100	ASTEI20_041235	AAEL001044
OG0002101	ASTEI20_040812, ASTEI20_044122	AAEL001060
OG0002102	ASTEI20_031709	AAEL001085
OG0002103	ASTEI20_035027	AAEL001099
OG0002104	ASTEI20_041521	AAEL001113
OG0002105	ASTEI20_031650	AAEL001154
OG0002106	ASTEI20_034217	AAEL021364, AAEL001162
OG0002107	ASTEI20_044283	AAEL025170, AAEL001176
OG0002108	ASTEI20_041613	AAEL020244, AAEL001182
OG0002109	ASTEI20_041163	AAEL001184
OG0002110	ASTEI20_045396	AAEL001191, AAEL020438
OG0002111	ASTEI20_035886	AAEL001199, AAEL020222
OG0002112	ASTEI20_040398	AAEL001228
OG0002113	ASTEI20_034837	AAEL001238
OG0002114	ASTEI20_040665	AAEL001241
OG0002115	ASTEI20_040730	AAEL001245
OG0002116	ASTEI20_033071	AAEL001254
OG0002117	ASTEI20_041900	AAEL001257
OG0002118	ASTEI20_030999	AAEL001268
OG0002119	ASTEI20_034988	AAEL001281
OG0002120	ASTEI20_044893	AAEL020619, AAEL001289
OG0002121	ASTEI20_043881	AAEL001308
OG0002122	ASTEI20_035468	AAEL001317
OG0002123	ASTEI20_040903	AAEL001356
OG0002124	ASTEI20_045171	AAEL001359
OG0002125	ASTEI20_039350	AAEL001368
OG0002126	ASTEI20_043991	AAEL001378
OG0002127	ASTEI20_039865	AAEL001389
OG0002128	ASTEI20_042584	AAEL001397
OG0002129	ASTEI20_032714	AAEL001422
OG0002130	ASTEI20_042890	AAEL001423
OG0002131	ASTEI20_036107	AAEL001425
OG0002132	ASTEI20_045512	AAEL023408, AAEL001426
OG0002133	ASTEI20_035183	AAEL001428
OG0002134	ASTEI20_041249	AAEL001446
OG0002135	ASTEI20_043509	AAEL001472
OG0002136	ASTEI20_044664	AAEL001474
OG0002137	ASTEI20_041310, ASTEI20_044941	AAEL001475
OG0002138	ASTEI20_045926, ASTEI20_037295	AAEL001493
OG0002139	ASTEI20_045133	AAEL001497
OG0002140	ASTEI20_045067	AAEL001500
OG0002141	ASTEI20_045483	AAEL001505
OG0002142	ASTEI20_046159	AAEL001506
OG0002143	ASTEI20_037003	AAEL001513
OG0002144	ASTEI20_044553	AAEL001518
OG0002145	ASTEI20_041539	AAEL001526
OG0002146	ASTEI20_037196	AAEL001541
OG0002149	ASTEI20_040288, ASTEI20_040483	AAEL001557
OG0002150	ASTEI20_041855	AAEL001559
OG0002151	ASTEI20_036092	AAEL001573
OG0002152	ASTEI20_043368	AAEL001593
OG0002153	ASTEI20_036400	AAEL001636
OG0002154	ASTEI20_044590	AAEL001649
OG0002155	ASTEI20_033086	AAEL008769, AAEL001693
OG0002156	ASTEI20_041089	AAEL001707
OG0002157	ASTEI20_039045	AAEL001736
OG0002158	ASTEI20_046149	AAEL001751
OG0002159	ASTEI20_033709	AAEL001764
OG0002160	ASTEI20_033303	AAEL001797, AAEL022985
OG0002161	ASTEI20_042500	AAEL001808
OG0002162	ASTEI20_045719	AAEL026493, AAEL001810
OG0002163	ASTEI20_044009	AAEL001813
OG0002164	ASTEI20_038889	AAEL001832
OG0002165	ASTEI20_032420	AAEL001847
OG0002166	ASTEI20_033236	AAEL026860, AAEL001852
OG0002167	ASTEI20_035998	AAEL001856
OG0002168	ASTEI20_031546	AAEL001864
OG0002169	ASTEI20_045450	AAEL001865
OG0002170	ASTEI20_039366	AAEL001869
OG0002171	ASTEI20_044237	AAEL001874
OG0002172	ASTEI20_030876	AAEL020591, AAEL001875
OG0002173	ASTEI20_042249	AAEL001888
OG0002174	ASTEI20_039001	AAEL001896
OG0002175	ASTEI20_038172	AAEL019903, AAEL019902, AAEL001897
OG0002176	ASTEI20_037794	AAEL001913, AAEL020754
OG0002177	ASTEI20_034873	AAEL001920
OG0002178	ASTEI20_043055	AAEL023816, AAEL001952
OG0002179	ASTEI20_034393	AAEL021869, AAEL001962
OG0002180	ASTEI20_034482, ASTEI20_031731	AAEL001978
OG0002181	ASTEI20_039889	AAEL002016
OG0002182	ASTEI20_039066	AAEL021392, AAEL002068
OG0002183	ASTEI20_035823	AAEL002079
OG0002184	ASTEI20_036865	AAEL002132
OG0002185	ASTEI20_038700	AAEL002134
OG0002186	ASTEI20_031406	AAEL002142
OG0002187	ASTEI20_042567	AAEL002165
OG0002188	ASTEI20_036417	AAEL002167
OG0002189	ASTEI20_039485	AAEL012075, AAEL002178
OG0002190	ASTEI20_036177	AAEL002215
OG0002191	ASTEI20_042517	AAEL002216
OG0002192	ASTEI20_032625	AAEL002220
OG0002193	ASTEI20_045635	AAEL002232
OG0002194	ASTEI20_033869	AAEL002248, AAEL027046
OG0002195	ASTEI20_043113	AAEL002250
OG0002196	ASTEI20_030907	AAEL002271
OG0002197	ASTEI20_037747	AAEL002307, AAEL002295
OG0002198	ASTEI20_044611	AAEL002312
OG0002199	ASTEI20_044477	AAEL002318, AAEL020455
OG0002200	ASTEI20_039345, ASTEI20_035076	AAEL002322
OG0002201	ASTEI20_034899, ASTEI20_043590	AAEL002324
OG0002202	ASTEI20_042659, ASTEI20_038102	AAEL002329
OG0002203	ASTEI20_032832	AAEL002341
OG0002204	ASTEI20_039331	AAEL002343
OG0002205	ASTEI20_044937, ASTEI20_043622	AAEL002345
OG0002206	ASTEI20_041536, ASTEI20_033605	AAEL002355
OG0002207	ASTEI20_044187	AAEL002387, AAEL025830
OG0002208	ASTEI20_045046	AAEL002390
OG0002209	ASTEI20_040057	AAEL002399
OG0002210	ASTEI20_040549, ASTEI20_037897	AAEL002401
OG0002211	ASTEI20_033041	AAEL002404
OG0002212	ASTEI20_035996	AAEL002412
OG0002213	ASTEI20_033801	AAEL002433, AAEL024815
OG0002214	ASTEI20_038668	AAEL002438
OG0002215	ASTEI20_033327	AAEL002451
OG0002216	ASTEI20_040253	AAEL021792, AAEL002463
OG0002217	ASTEI20_032995	AAEL002483
OG0002218	ASTEI20_035481	AAEL002504
OG0002219	ASTEI20_032843	AAEL002537
OG0002220	ASTEI20_045640	AAEL002543, AAEL023018
OG0002221	ASTEI20_034270	AAEL002560
OG0002222	ASTEI20_037211	AAEL002569
OG0002223	ASTEI20_040530	AAEL002578
OG0002224	ASTEI20_037607	AAEL002581
OG0002225	ASTEI20_032806	AAEL002591, AAEL002605
OG0002226	ASTEI20_034642	AAEL002597, AAEL023576
OG0002227	ASTEI20_032289	AAEL002602, AAEL011967
OG0002228	ASTEI20_030832, ASTEI20_042708	AAEL002613
OG0002229	ASTEI20_043800	AAEL022118, AAEL002615
OG0002230	ASTEI20_039163	AAEL002645
OG0002231	ASTEI20_042868	AAEL002652
OG0002232	ASTEI20_034129	AAEL002701
OG0002233	ASTEI20_036255, ASTEI20_032533	AAEL002714
OG0002234	ASTEI20_040334	AAEL002752
OG0002235	ASTEI20_044223	AAEL002775
OG0002236	ASTEI20_033975	AAEL002782
OG0002237	ASTEI20_032334	AAEL002783
OG0002238	ASTEI20_033686	AAEL002815, AAEL022913
OG0002239	ASTEI20_035417	AAEL002818
OG0002240	ASTEI20_045129	AAEL002860
OG0002241	ASTEI20_033295	AAEL002867, AAEL017409, AAEL026318, AAEL024386
OG0002242	ASTEI20_039000	AAEL002870
OG0002243	ASTEI20_043967	AAEL021181, AAEL002880, AAEL027048
OG0002244	ASTEI20_033717	AAEL002887
OG0002245	ASTEI20_044614	AAEL002888
OG0002246	ASTEI20_044379	AAEL002905, AAEL009418
OG0002247	ASTEI20_035720	AAEL002906
OG0002248	ASTEI20_038610	AAEL002921
OG0002249	ASTEI20_043522, ASTEI20_036117	AAEL002933
OG0002250	ASTEI20_040864	AAEL020993, AAEL002949
OG0002251	ASTEI20_031231	AAEL002961
OG0002252	ASTEI20_043997	AAEL024580, AAEL002962
OG0002253	ASTEI20_035231	AAEL002980, AAEL021837
OG0002254	ASTEI20_035718	AAEL002988
OG0002255	ASTEI20_038984	AAEL002993, AAEL021617
OG0002256	ASTEI20_035525	AAEL003003
OG0002257	ASTEI20_044773	AAEL003011
OG0002258	ASTEI20_036901	AAEL003018
OG0002259	ASTEI20_034292	AAEL003020
OG0002260	ASTEI20_035331	AAEL003032
OG0002261	ASTEI20_040889	AAEL024996, AAEL003063
OG0002262	ASTEI20_041779, ASTEI20_032004	AAEL003064
OG0002263	ASTEI20_043796, ASTEI20_033307	AAEL003067
OG0002264	ASTEI20_035137	AAEL003071
OG0002265	ASTEI20_030902, ASTEI20_039602	AAEL003089
OG0002266	ASTEI20_035343	AAEL003103
OG0002267	ASTEI20_031246	AAEL003125
OG0002268	ASTEI20_044596, ASTEI20_042453	AAEL003130
OG0002269	ASTEI20_032552, ASTEI20_037994	AAEL003131
OG0002270	ASTEI20_037324	AAEL026506, AAEL003136
OG0002271	ASTEI20_038708, ASTEI20_035936	AAEL003140
OG0002272	ASTEI20_036329, ASTEI20_037546	AAEL003143
OG0002273	ASTEI20_044467	AAEL022327, AAEL003145
OG0002274	ASTEI20_031610	AAEL003151
OG0002275	ASTEI20_034951	AAEL003161
OG0002276	ASTEI20_035951	AAEL003174
OG0002277	ASTEI20_036205	AAEL003183
OG0002278	ASTEI20_038910	AAEL003184
OG0002279	ASTEI20_040726	AAEL029111, AAEL003192
OG0002280	ASTEI20_039664, ASTEI20_032734	AAEL003198, AAEL026956
OG0002281	ASTEI20_039057	AAEL003208, AAEL019417
OG0002282	ASTEI20_040222	AAEL003214
OG0002283	ASTEI20_039083	AAEL003216
OG0002284	ASTEI20_033382	AAEL003229
OG0002285	ASTEI20_037197	AAEL003237
OG0002286	ASTEI20_033455	AAEL003246
OG0002287	ASTEI20_040694	AAEL003264
OG0002288	ASTEI20_034325	AAEL003269
OG0002289	ASTEI20_045997	AAEL003275
OG0002290	ASTEI20_033129	AAEL003277
OG0002291	ASTEI20_041218	AAEL003282
OG0002292	ASTEI20_036545	AAEL003301
OG0002293	ASTEI20_041434	AAEL028035, AAEL003320
OG0002294	ASTEI20_041852	AAEL003326
OG0002295	ASTEI20_043473	AAEL003344
OG0002296	ASTEI20_036165	AAEL003346
OG0002297	ASTEI20_032959	AAEL003353
OG0002298	ASTEI20_045742	AAEL003365
OG0002299	ASTEI20_034255	AAEL003367
OG0002300	ASTEI20_044583	AAEL003377
OG0002301	ASTEI20_042907	AAEL003397, AAEL024180
OG0002302	ASTEI20_039469	AAEL003398
OG0002304	ASTEI20_045284	AAEL003418
OG0002305	ASTEI20_044481	AAEL003432
OG0002306	ASTEI20_035750, ASTEI20_040659	AAEL003443
OG0002307	ASTEI20_036319	AAEL017549, AAEL003448
OG0002308	ASTEI20_037047	AAEL024469, AAEL003452
OG0002309	ASTEI20_036694	AAEL003461, AAEL024690
OG0002310	ASTEI20_045787	AAEL003485, AAEL011554
OG0002311	ASTEI20_040734	AAEL003495
OG0002312	ASTEI20_033632, ASTEI20_044979	AAEL003505
OG0002313	ASTEI20_042950	AAEL003509
OG0002314	ASTEI20_031522, ASTEI20_045365	AAEL003516
OG0002315	ASTEI20_036867	AAEL003517
OG0002316	ASTEI20_045144	AAEL003526
OG0002317	ASTEI20_039040	AAEL003529
OG0002318	ASTEI20_044442	AAEL003530, AAEL005027
OG0002319	ASTEI20_038811	AAEL003541, AAEL026564
OG0002320	ASTEI20_032886	AAEL003546
OG0002321	ASTEI20_041840	AAEL003564, AAEL003568
OG0002322	ASTEI20_033038	AAEL003570
OG0002323	ASTEI20_032391	AAEL024927, AAEL024689, AAEL028067, AAEL003594
OG0002325	ASTEI20_041421	AAEL003611
OG0002326	ASTEI20_032967	AAEL003646
OG0002328	ASTEI20_045267	AAEL027460, AAEL003666
OG0002329	ASTEI20_032623	AAEL003698
OG0002330	ASTEI20_041635	AAEL003736
OG0002331	ASTEI20_035370	AAEL024850, AAEL003749
OG0002332	ASTEI20_045976	AAEL022058, AAEL003754
OG0002333	ASTEI20_034203	AAEL003755, AAEL020229
OG0002334	ASTEI20_045428	AAEL003769
OG0002335	ASTEI20_037151	AAEL003771, AAEL022498
OG0002336	ASTEI20_041456	AAEL003772
OG0002337	ASTEI20_042944	AAEL003812
OG0002338	ASTEI20_038934	AAEL003813, AAEL023552
OG0002339	ASTEI20_032110	AAEL003837
OG0002340	ASTEI20_035539	AAEL003896
OG0002341	ASTEI20_031169	AAEL003901
OG0002342	ASTEI20_036859	AAEL003908, AAEL025153
OG0002343	ASTEI20_042897	AAEL003929
OG0002344	ASTEI20_038489	AAEL003945
OG0002345	ASTEI20_040992	AAEL003965
OG0002346	ASTEI20_046174	AAEL003983, AAEL021114
OG0002347	ASTEI20_031974	AAEL027639, AAEL003986
OG0002348	ASTEI20_045421	AAEL004013
OG0002349	ASTEI20_038347	AAEL004023
OG0002350	ASTEI20_033664	AAEL004035, AAEL022660
OG0002351	ASTEI20_034549	AAEL004041
OG0002352	ASTEI20_031245	AAEL004048
OG0002353	ASTEI20_039724	AAEL004064
OG0002354	ASTEI20_033603	AAEL004067
OG0002355	ASTEI20_035915	AAEL004106
OG0002356	ASTEI20_033242	AAEL004124
OG0002357	ASTEI20_040713	AAEL004128
OG0002358	ASTEI20_041221, ASTEI20_042011	AAEL004130
OG0002359	ASTEI20_036238	AAEL004138
OG0002360	ASTEI20_045683	AAEL025212, AAEL004165
OG0002361	ASTEI20_041119	AAEL004174
OG0002362	ASTEI20_040899, ASTEI20_043641	AAEL004271
OG0002363	ASTEI20_033694	AAEL004297
OG0002364	ASTEI20_043350	AAEL004298
OG0002365	ASTEI20_034009, ASTEI20_037411	AAEL004300
OG0002366	ASTEI20_034543	AAEL004302, AAEL025429
OG0002367	ASTEI20_035008	AAEL004306
OG0002368	ASTEI20_038284	AAEL004319
OG0002369	ASTEI20_044591	AAEL004328
OG0002370	ASTEI20_030905	AAEL004329
OG0002371	ASTEI20_039315	AAEL004347
OG0002372	ASTEI20_035374	AAEL004385
OG0002373	ASTEI20_039042, ASTEI20_045837	AAEL004414
OG0002374	ASTEI20_039823, ASTEI20_033669	AAEL004417
OG0002375	ASTEI20_043026	AAEL004427
OG0002376	ASTEI20_038498	AAEL004430
OG0002377	ASTEI20_037981	AAEL004433
OG0002378	ASTEI20_042537	AAEL004436
OG0002379	ASTEI20_032450	AAEL004437
OG0002380	ASTEI20_041910	AAEL004438
OG0002381	ASTEI20_044386	AAEL004445
OG0002382	ASTEI20_036797	AAEL004467
OG0002383	ASTEI20_034483	AAEL021932, AAEL004471
OG0002384	ASTEI20_035301	AAEL027716, AAEL004475
OG0002385	ASTEI20_040781	AAEL021242, AAEL004480
OG0002386	ASTEI20_033281	AAEL024995, AAEL004489
OG0002387	ASTEI20_036378	AAEL004509
OG0002388	ASTEI20_036578	AAEL004521
OG0002389	ASTEI20_043025	AAEL004532
OG0002390	ASTEI20_042883	AAEL004557
OG0002391	ASTEI20_042204	AAEL020850, AAEL004566
OG0002392	ASTEI20_033460	AAEL004568
OG0002393	ASTEI20_034377	AAEL004586, AAEL027991
OG0002395	ASTEI20_044723	AAEL004688
OG0002396	ASTEI20_035380	AAEL004697
OG0002397	ASTEI20_039434, ASTEI20_031846	AAEL004698
OG0002398	ASTEI20_031653	AAEL004699, AAEL021755, AAEL025856
OG0002399	ASTEI20_031408	AAEL004700
OG0002400	ASTEI20_031131	AAEL004703
OG0002401	ASTEI20_039422	AAEL004709
OG0002402	ASTEI20_041692	AAEL004715
OG0002403	ASTEI20_042046	AAEL004728
OG0002404	ASTEI20_038087	AAEL004741, AAEL021132
OG0002405	ASTEI20_042510	AAEL004763
OG0002406	ASTEI20_043484	AAEL004766
OG0002407	ASTEI20_044338	AAEL004780
OG0002408	ASTEI20_039046	AAEL020753, AAEL004783
OG0002409	ASTEI20_038459, ASTEI20_044816	AAEL004802
OG0002410	ASTEI20_032437, ASTEI20_041220	AAEL004803
OG0002411	ASTEI20_037058	AAEL004817
OG0002412	ASTEI20_031058, ASTEI20_036812	AAEL004818
OG0002414	ASTEI20_046100	AAEL027919, AAEL004859
OG0002415	ASTEI20_033070	AAEL004877, AAEL027692
OG0002416	ASTEI20_043086	AAEL004896
OG0002417	ASTEI20_032358	AAEL004903
OG0002418	ASTEI20_038009	AAEL004914
OG0002419	ASTEI20_046123	AAEL004920
OG0002420	ASTEI20_032165	AAEL004931
OG0002421	ASTEI20_042845	AAEL004952
OG0002422	ASTEI20_035601	AAEL004972
OG0002423	ASTEI20_036156	AAEL004973
OG0002424	ASTEI20_044179	AAEL004974, AAEL021447
OG0002425	ASTEI20_031962	AAEL004979
OG0002426	ASTEI20_031151	AAEL004990
OG0002427	ASTEI20_031585	AAEL005003
OG0002428	ASTEI20_039436	AAEL005006
OG0002429	ASTEI20_032177	AAEL005008
OG0002430	ASTEI20_032863	AAEL005106
OG0002431	ASTEI20_036777	AAEL005131
OG0002432	ASTEI20_042810	AAEL028242, AAEL005133
OG0002433	ASTEI20_038868	AAEL005137, AAEL026783
OG0002434	ASTEI20_037317	AAEL005140, AAEL022249
OG0002435	ASTEI20_033752	AAEL005145
OG0002436	ASTEI20_039529	AAEL027000, AAEL005146
OG0002437	ASTEI20_036848	AAEL024541, AAEL005176
OG0002438	ASTEI20_044940	AAEL005254
OG0002439	ASTEI20_042128	AAEL005258
OG0002440	ASTEI20_042036	AAEL005269
OG0002441	ASTEI20_044712	AAEL005277
OG0002442	ASTEI20_032873	AAEL020047, AAEL005285
OG0002443	ASTEI20_033612	AAEL005290
OG0002444	ASTEI20_045307	AAEL005308
OG0002445	ASTEI20_042770	AAEL005309
OG0002446	ASTEI20_034357	AAEL005312
OG0002447	ASTEI20_038353, ASTEI20_032098	AAEL005374
OG0002448	ASTEI20_035037, ASTEI20_045222	AAEL005375
OG0002449	ASTEI20_032373	AAEL005395
OG0002450	ASTEI20_033525	AAEL005410, AAEL025587
OG0002451	ASTEI20_037338	AAEL005411
OG0002452	ASTEI20_040047	AAEL005415, AAEL024350
OG0002453	ASTEI20_038386	AAEL005432
OG0002454	ASTEI20_038078	AAEL005437, AAEL021199
OG0002455	ASTEI20_034385	AAEL005457
OG0002456	ASTEI20_042876	AAEL005472
OG0002457	ASTEI20_034757	AAEL022958, AAEL005475
OG0002458	ASTEI20_033511	AAEL005477, AAEL024807
OG0002459	ASTEI20_040196	AAEL005478, AAEL023936
OG0002460	ASTEI20_035297, ASTEI20_033407	AAEL005490
OG0002461	ASTEI20_036503	AAEL005491
OG0002462	ASTEI20_039017	AAEL005493
OG0002463	ASTEI20_030857	AAEL024830, AAEL005518
OG0002464	ASTEI20_033304	AAEL005539
OG0002465	ASTEI20_039167	AAEL020828, AAEL005552
OG0002466	ASTEI20_045869	AAEL005581
OG0002467	ASTEI20_043954	AAEL005590
OG0002468	ASTEI20_043160	AAEL025712, AAEL005601
OG0002469	ASTEI20_038716	AAEL024040, AAEL005610
OG0002470	ASTEI20_034600	AAEL005628
OG0002471	ASTEI20_038724	AAEL005633
OG0002472	ASTEI20_032025	AAEL005635
OG0002473	ASTEI20_035165	AAEL014772, AAEL005671
OG0002474	ASTEI20_038028	AAEL005701
OG0002475	ASTEI20_034359	AAEL005704
OG0002476	ASTEI20_035988	AAEL005708
OG0002477	ASTEI20_041960	AAEL005712
OG0002478	ASTEI20_038953	AAEL005718
OG0002479	ASTEI20_037605	AAEL005722
OG0002480	ASTEI20_037414	AAEL005738, AAEL025360
OG0002481	ASTEI20_042523, ASTEI20_035139	AAEL005765
OG0002482	ASTEI20_040236	AAEL005772
OG0002483	ASTEI20_041851	AAEL005798, AAEL022056
OG0002484	ASTEI20_032788	AAEL005802
OG0002485	ASTEI20_041553	AAEL005811, AAEL022803
OG0002486	ASTEI20_040466	AAEL005816
OG0002487	ASTEI20_044172	AAEL005819
OG0002488	ASTEI20_032846	AAEL005851
OG0002489	ASTEI20_036227	AAEL005858
OG0002490	ASTEI20_040601	AAEL005863
OG0002491	ASTEI20_034788	AAEL023516, AAEL005877
OG0002492	ASTEI20_045835	AAEL027510, AAEL005880
OG0002493	ASTEI20_035378	AAEL005885
OG0002494	ASTEI20_031219	AAEL025333, AAEL005892
OG0002495	ASTEI20_031447	AAEL019789, AAEL005901
OG0002496	ASTEI20_037545	AAEL005921
OG0002497	ASTEI20_033781	AAEL005943
OG0002498	ASTEI20_040999	AAEL005945
OG0002499	ASTEI20_038692	AAEL006013
OG0002500	ASTEI20_033677	AAEL023372, AAEL006026
OG0002501	ASTEI20_031739	AAEL006028
OG0002502	ASTEI20_038388	AAEL006035
OG0002503	ASTEI20_035146	AAEL025276, AAEL006038
OG0002504	ASTEI20_036949	AAEL006039
OG0002505	ASTEI20_035738	AAEL006061
OG0002506	ASTEI20_038268	AAEL023240, AAEL006063
OG0002507	ASTEI20_045982	AAEL025772, AAEL006075
OG0002508	ASTEI20_038512	AAEL006095
OG0002509	ASTEI20_031872	AAEL006122
OG0002510	ASTEI20_037918	AAEL006128
OG0002511	ASTEI20_037407	AAEL006145, AAEL006812
OG0002512	ASTEI20_041413	AAEL021190, AAEL006155
OG0002513	ASTEI20_045974	AAEL006169
OG0002514	ASTEI20_044140, ASTEI20_032914	AAEL006187
OG0002515	ASTEI20_041972	AAEL006196
OG0002516	ASTEI20_041969, ASTEI20_035920	AAEL006214
OG0002517	ASTEI20_045744	AAEL006226
OG0002518	ASTEI20_031506, ASTEI20_042710	AAEL006227
OG0002519	ASTEI20_041783	AAEL006236
OG0002520	ASTEI20_043834, ASTEI20_039522	AAEL006239
OG0002521	ASTEI20_032549	AAEL006258
OG0002522	ASTEI20_041608	AAEL006269
OG0002523	ASTEI20_037909	AAEL006275
OG0002524	ASTEI20_037072	AAEL006294
OG0002525	ASTEI20_041045, ASTEI20_040408	AAEL006309
OG0002526	ASTEI20_040572	AAEL006312
OG0002527	ASTEI20_040300, ASTEI20_035617	AAEL006315
OG0002528	ASTEI20_040589	AAEL006320
OG0002529	ASTEI20_044031, ASTEI20_032887	AAEL006321
OG0002530	ASTEI20_039624	AAEL006354, AAEL006342
OG0002531	ASTEI20_038948	AAEL006347
OG0002532	ASTEI20_039030	AAEL006349
OG0002533	ASTEI20_040051	AAEL006356
OG0002534	ASTEI20_034687	AAEL006360
OG0002535	ASTEI20_036572	AAEL006386
OG0002536	ASTEI20_040319, ASTEI20_033409	AAEL006399
OG0002537	ASTEI20_042421	AAEL006416, AAEL009224
OG0002538	ASTEI20_043364, ASTEI20_034355	AAEL006435
OG0002539	ASTEI20_031901, ASTEI20_039058	AAEL006442
OG0002540	ASTEI20_040218, ASTEI20_041956	AAEL006449
OG0002541	ASTEI20_033353, ASTEI20_042437	AAEL006452
OG0002542	ASTEI20_034298	AAEL006469
OG0002543	ASTEI20_044718	AAEL006474
OG0002544	ASTEI20_035797	AAEL006515, AAEL006507
OG0002545	ASTEI20_034964	AAEL006510
OG0002546	ASTEI20_030882	AAEL022739, AAEL006532
