Orthogroup	Aalbopictus_AalbF5	AdirusWRAIR2
OG0001591	LOC109421937, LOC109421936, LOC109421938	ADIR000519
OG0001592	LOC115268366	ADIR001727
OG0001593	LOC134284199, LOC109424033	ADIR010395
OG0001594	LOC109424032	ADIR010394
OG0001595	LOC115264858, LOC134284715	ADIR002543
OG0001596	LOC109412832	ADIR008141
OG0001597	LOC109425981	ADIR002020
OG0001598	LOC115268041	ADIR002009, ADIR002012
OG0001599	LOC109425997	ADIR002006
OG0001600	LOC115256111	ADIR001072
OG0001601	LOC109411829	ADIR000334
OG0001602	LOC115261561, LOC109402475	ADIR004477
OG0001603	LOC109402525	ADIR011203
OG0001604	LOC115269208, LOC109418988	ADIR008125
OG0001605	LOC109398184	ADIR008806
OG0001606	LOC134289650, LOC109422742	ADIR010010
OG0001607	LOC109410579	ADIR001965
OG0001608	LOC109421160	ADIR001962
OG0001609	LOC109421159	ADIR001963
OG0001610	LOC134283998, LOC109427105	ADIR008093
OG0001611	LOC109410535, LOC134287361	ADIR004156
OG0001612	LOC109418813	ADIR009646
OG0001613	LOC109405806	ADIR009638
OG0001614	LOC109403984	ADIR001814
OG0001615	LOC115254470	ADIR007417, ADIR010331
OG0001616	LOC109403403	ADIR009673
OG0001617	LOC109621635, LOC109429086	ADIR008276
OG0001618	LOC109431932	ADIR010321
OG0001619	LOC109427882	ADIR006847
OG0001620	LOC109427885	ADIR006855
OG0001621	LOC109398864	ADIR005959
OG0001622	LOC134283989, LOC109426925	ADIR000229
OG0001623	LOC134285599, LOC109416957	ADIR002583
OG0001624	LOC109397551	ADIR006279
OG0001625	LOC109432771	ADIR009855, ADIR004503
OG0001626	LOC109417532, LOC109410216	ADIR004723
OG0001628	LOC109621710	ADIR007804
OG0001630	LOC109397865	ADIR001215
OG0001631	LOC109400499	ADIR004561
OG0001632	LOC109415156	ADIR015668
OG0001633	LOC109622893, LOC115258542	ADIR004897
OG0001634	LOC109411700, LOC134288815	ADIR006023
OG0001635	LOC115254267	ADIR002562
OG0001636	LOC109401140, LOC109422552	ADIR002560
OG0001637	LOC109433074	ADIR009721
OG0001638	LOC109420450	ADIR005977
OG0001639	LOC115253945, LOC109416842, LOC109405681	ADIR015882
OG0001640	LOC109621844	ADIR011206
OG0001641	LOC109399186	ADIR007314
OG0001642	LOC109420954, LOC109399228	ADIR007293
OG0001643	LOC115257156	ADIR008405
OG0001644	LOC109408449	ADIR010562
OG0001645	LOC109415684, LOC109425047	ADIR005317
OG0001647	LOC109426339	ADIR003041
OG0001648	LOC109405852	ADIR003060
OG0001649	LOC109409730	ADIR008229
OG0001650	LOC115271010	ADIR001468
OG0001651	LOC109409494	ADIR001466
OG0001652	LOC109397239	ADIR006670
OG0001653	LOC109397269	ADIR006690, ADIR006687
OG0001654	LOC109398935	ADIR011635
OG0001655	LOC109427527, LOC115256522	ADIR000770
OG0001656	LOC109417569	ADIR011248
OG0001657	LOC109419928, LOC134284520	ADIR011123
OG0001658	LOC109411254	ADIR003215
OG0001659	LOC109400136, LOC109413090	ADIR009651
OG0001660	LOC109426168	ADIR002426
OG0001661	LOC109428200	ADIR006856
OG0001662	LOC109427897, LOC115263986	ADIR003919, ADIR010988
OG0001663	LOC109398740, LOC109418764	ADIR014799
OG0001664	LOC109427405, LOC109410123	ADIR001135
OG0001665	LOC109427431, LOC134285038	ADIR002090
OG0001666	LOC109410126, LOC109427407	ADIR000802
OG0001667	LOC115254514, LOC109427416	ADIR001027
OG0001668	LOC115261817, LOC109405709	ADIR003407
OG0001669	LOC109417873, LOC134288487	ADIR006865
OG0001670	LOC109621464	ADIR000433
OG0001671	LOC109433059	ADIR010938
OG0001672	LOC109409320	ADIR007052
OG0001673	LOC115253996	ADIR006649
OG0001674	LOC109418062	ADIR007965
OG0001675	LOC109414834	ADIR007966
OG0001676	LOC109623260	ADIR009175
OG0001677	LOC109428052, LOC109428054, LOC115261585	ADIR009889
OG0001678	LOC115264498, LOC109406869	ADIR002374
OG0001679	LOC109401866, LOC134284971	ADIR001172
OG0001680	LOC134285041, LOC109406867	ADIR006597
OG0001681	LOC109399621	ADIR002123
OG0001682	LOC109417772	ADIR005052, ADIR005050
OG0001683	LOC109411854, LOC115259476	ADIR004442
OG0001684	LOC109412731, LOC109411856	ADIR004441
OG0001686	LOC134291965, LOC109422607	ADIR008918
OG0001687	LOC109431059, LOC109431039	ADIR005594
OG0001688	LOC109411570	ADIR009735
OG0001689	LOC134288000, LOC109413201	ADIR001139
OG0001690	LOC109421972	ADIR007614, ADIR001176
OG0001691	LOC109427990	ADIR010032
OG0001692	LOC109409457, LOC115256851	ADIR002311
OG0001693	LOC109621313, LOC109413128	ADIR009478
OG0001694	LOC109405232	ADIR009079, ADIR009080
OG0001695	LOC115254377, LOC109400080	ADIR002927
OG0001696	LOC109421739	ADIR008991
OG0001697	LOC115270187	ADIR014151
OG0001698	LOC109405751, LOC109429050	ADIR002823
OG0001699	LOC109416248	ADIR011358
OG0001701	LOC109414896, LOC134286191, LOC134286192, LOC115255478	ADIR011278
OG0001702	LOC109416535	ADIR008553
OG0001704	LOC109407506	ADIR010761
OG0001705	LOC109622241	ADIR004381
OG0001706	LOC109622242	ADIR004384
OG0001707	LOC109403088, LOC109408671	ADIR004180, ADIR015849, ADIR015851
OG0001708	LOC109403032	ADIR004177
OG0001709	LOC109416365	ADIR015593
OG0001710	LOC134284301, LOC109424714	ADIR011581
OG0001711	LOC109398767, LOC134284945	ADIR011673
OG0001712	LOC134284927, LOC109427493	ADIR000920
OG0001713	LOC115268078, LOC109408019, LOC109405158	ADIR006870
OG0001714	LOC109404794, LOC109423879	ADIR005085
OG0001715	LOC109623312	ADIR005602
OG0001716	LOC109419530	ADIR011484
OG0001717	LOC109409288	ADIR011487, ADIR011488
OG0001718	LOC109410458	ADIR002625
OG0001719	LOC109427538	ADIR015742
OG0001720	LOC109415992	ADIR005487
OG0001721	LOC115267417	ADIR002636
OG0001722	LOC109404966	ADIR003382
OG0001723	LOC109416168	ADIR003384
OG0001724	LOC115266621	ADIR008710
OG0001725	LOC109417806	ADIR008021
OG0001726	LOC134283970, LOC109426755	ADIR003882
OG0001727	LOC109431071	ADIR004632
OG0001728	LOC109405380	ADIR001827
OG0001729	LOC109420617, LOC109420616	ADIR008535
OG0001730	LOC109414978	ADIR009794, ADIR009795
OG0001731	LOC109414740, LOC109426838	ADIR007718
OG0001732	LOC134284641, LOC109412044	ADIR009157
OG0001733	LOC109412040, LOC134284643	ADIR009156
OG0001734	LOC109423450	ADIR005578, ADIR005577
OG0001735	LOC109432041, LOC109432033	ADIR002968
OG0001736	LOC109404016	ADIR008316
OG0001737	LOC109413566	ADIR009751
OG0001738	LOC134285257, LOC134285256	ADIR001387
OG0001739	LOC109431508	ADIR005213
OG0001740	LOC109431730, LOC109431727	ADIR006957
OG0001741	LOC109405745, LOC109433391	ADIR010312
OG0001742	LOC134285350, LOC109406906	ADIR003927
OG0001743	LOC109409336, LOC109419088	ADIR011384
OG0001744	LOC115266916, LOC109409339	ADIR015525
OG0001745	LOC115253436, LOC109409337	ADIR011382
OG0001746	LOC109419087, LOC115254144	ADIR015526
OG0001747	LOC109412507	ADIR009227
OG0001749	LOC109423813	ADIR003781
OG0001750	LOC109397805	ADIR001286, ADIR001287
OG0001751	LOC115262555, LOC109421913	ADIR010777
OG0001752	LOC109412833	ADIR010445
OG0001753	LOC109425656	ADIR009617
OG0001754	LOC109405799	ADIR002346
OG0001755	LOC109407063, LOC134287784	ADIR004804
OG0001756	LOC109404905	ADIR016047
OG0001757	LOC109428450	ADIR002363
OG0001758	LOC109424214	ADIR000672
OG0001759	LOC115253756	ADIR000675
OG0001760	LOC109409473, LOC109409536	ADIR004609
OG0001762	LOC109403484	ADIR000795, ADIR000796
OG0001763	LOC109409745, LOC134290471	ADIR007031
OG0001764	LOC109416470	ADIR007524, ADIR007526
OG0001765	LOC109416471	ADIR007531
OG0001766	LOC115259763, LOC109402938, LOC115259762, LOC109402932	ADIR005785
OG0001768	LOC109417011	ADIR004247, ADIR004246
OG0001769	LOC134285649, LOC109397026, LOC109397016	ADIR002880
OG0001771	LOC109417248	ADIR004977
OG0001772	LOC109420576, LOC109417482	ADIR004980
OG0001773	LOC134292031, LOC134291557	ADIR002715
OG0001774	LOC134291921	ADIR006416
OG0001775	LOC109430170, LOC115264870	ADIR006167
OG0001776	LOC134284690, LOC109417821	ADIR007431
OG0001777	LOC109407268	ADIR004859
OG0001778	LOC109412274	ADIR015496, ADIR006631
OG0001779	LOC109432700, LOC134291660	ADIR010780
OG0001780	LOC109421912, LOC134291661	ADIR010781
OG0001781	LOC109417113	ADIR005301
OG0001782	LOC109404988	ADIR003096
OG0001783	LOC115269840, LOC134285564	ADIR006736
OG0001784	LOC109417839, LOC109400156, LOC134291253	ADIR007739
OG0001786	LOC109622009	ADIR010961, ADIR010960
OG0001787	LOC109430088, LOC115256457	ADIR001236
OG0001788	LOC109399416	ADIR004146
OG0001789	LOC109400672	ADIR004147
OG0001790	LOC115269692	ADIR001802
OG0001790	LOC109398409	ADIR001295
OG0001791	LOC115258107, LOC109421724	ADIR009902
OG0001792	LOC109425704	ADIR003819
OG0001793	LOC134288462, LOC109418002	ADIR003805
OG0001794	LOC109406030, LOC134287316	ADIR003806
OG0001795	LOC109401855	ADIR001494
OG0001796	LOC109397908	ADIR016051
OG0001797	LOC109430946	ADIR007410
OG0001798	LOC109417110	ADIR010510
OG0001799	LOC134292118, LOC109431857	ADIR006465
OG0001800	LOC115267643, LOC109398720	ADIR004863
OG0001801	LOC109429036, LOC109429037	ADIR007300
OG0001802	LOC109402431	ADIR005869
OG0001803	LOC109427363	ADIR000935
OG0001804	LOC109427576, LOC109432855, LOC115268908	ADIR011312
OG0001805	LOC109411553	ADIR006461
OG0001806	LOC109418918	ADIR016158
OG0001807	LOC109398712	ADIR011423, ADIR011422
OG0001808	LOC134288996	ADIR009821
OG0001809	LOC109428244, LOC115266369, LOC109427949	ADIR005171
OG0001810	LOC109427940	ADIR005180
OG0001811	LOC109422709	ADIR002536
OG0001812	LOC134288872, LOC109401913	ADIR006559, ADIR000843
OG0001813	LOC109418066	ADIR004152
OG0001814	LOC109414833	ADIR004153
OG0001815	LOC109427442	ADIR004964
OG0001816	LOC115263163	ADIR007852, ADIR004479
OG0001817	LOC115255345	ADIR015888
OG0001818	LOC109407931	ADIR003700
OG0001819	LOC109428456, LOC109422096	ADIR003946
OG0001820	LOC109409788	ADIR007027, ADIR007026
OG0001821	LOC109403224	ADIR007655, ADIR007656
OG0001822	LOC109416244	ADIR006265
OG0001823	LOC109622551, LOC109622547	ADIR007204
OG0001824	LOC109622879, LOC134287988	ADIR009340
OG0001825	LOC109428464	ADIR000790
OG0001826	LOC109428247	ADIR015559, ADIR015558
OG0001828	LOC109420226	ADIR010934
OG0001829	LOC109424480	ADIR004343
OG0001830	LOC109426675	ADIR008660
OG0001831	LOC134284681	ADIR000988
OG0001832	LOC109401664, LOC109418846	ADIR002356
OG0001833	LOC109621803	ADIR010845
OG0001834	LOC109416692	ADIR009810, ADIR009809
OG0001835	LOC109413271	ADIR004410, ADIR004409
OG0001836	LOC109418152	ADIR005062
OG0001837	LOC109411881	ADIR006742, ADIR006739
OG0001838	LOC115264580	ADIR002044, ADIR002046
OG0001839	LOC109423925	ADIR006131, ADIR006130
OG0001840	LOC109405671	ADIR011540, ADIR003133
OG0001841	LOC109407816, LOC134288728	ADIR008203
OG0001842	LOC134292126, LOC109425933	ADIR000507
OG0001843	LOC115261297	ADIR010406, ADIR010405
OG0001844	LOC109433484	ADIR009848, ADIR009468
OG0001845	LOC109422692, LOC115260992	ADIR015691
OG0001846	LOC109405247	ADIR000080
OG0001848	LOC134284916, LOC109397853	ADIR001138, ADIR006420
OG0001849	LOC109419429	ADIR001750, ADIR001751
OG0001850	LOC109401980	ADIR003166, ADIR003167
OG0001851	LOC134292233, LOC109428047	ADIR009883
OG0001852	LOC109428744	ADIR001763, ADIR001764
OG0001853	LOC109402885	ADIR015714
OG0001854	LOC109432643, LOC109401984	ADIR010789
OG0001855	LOC109404342	ADIR004321, ADIR003559
OG0001856	LOC109409625	ADIR003968, ADIR003969
OG0001857	LOC109622061	ADIR003141, ADIR003140
OG0001859	LOC115260811	ADIR010455
OG0001860	LOC134291182, LOC109404964	ADIR003381
OG0001861	LOC109408373	ADIR007161
OG0001862	LOC109423135	ADIR005300
OG0001863	LOC109403764	ADIR009218, ADIR009220
OG0001864	LOC134284696	ADIR011493
OG0001865	LOC109402625, LOC134284665	ADIR001317
OG0001867	LOC109419826	ADIR011076
OG0001868	LOC109412872	ADIR004552, ADIR004551
OG0001869	LOC109418781	ADIR005735
OG0001870	LOC109426187	ADIR010723
OG0001871	LOC109422596	ADIR003838
OG0001872	LOC109410077	ADIR008442
OG0001873	LOC109399319	ADIR010311
OG0001874	LOC109419187	ADIR010714, ADIR010713
OG0001875	LOC109419645	ADIR008777
OG0001876	LOC109397249	ADIR006683, ADIR006678
OG0001877	LOC109401326, LOC134289759	ADIR015705
OG0001878	LOC109621340	ADIR011224
OG0001879	LOC109621461	ADIR000190
OG0001881	LOC109406017	ADIR004395
OG0001883	LOC109419707, LOC109398542	ADIR000879
OG0001884	LOC134285003	ADIR004729
OG0001885	LOC109415066, LOC109403279	ADIR002574
OG0001886	LOC109424966	ADIR000884
OG0001887	LOC115257308	ADIR001381
OG0001889	LOC109433612	ADIR003948, ADIR003950
OG0001890	LOC134290813, LOC109425718	ADIR009666
OG0001891	LOC109419396, LOC115255253	ADIR005043
OG0001892	LOC109406961	ADIR009075, ADIR009077
OG0001893	LOC115268038	ADIR002005
OG0001894	LOC109405079	ADIR001349
OG0001895	LOC109404946	ADIR008239, ADIR008240
OG0001896	LOC109398729	ADIR004736
OG0001897	LOC109427728	ADIR001264
OG0001898	LOC109397684	ADIR000959
OG0001899	LOC109421627, LOC109407309	ADIR000605
OG0001901	LOC109401394	ADIR000721
OG0001902	LOC109425480	ADIR002907
OG0001903	LOC109417933	ADIR003055
OG0001905	LOC115260613, LOC109422822	ADIR009690
OG0001906	LOC115263719	ADIR005354
OG0001907	LOC109433256	ADIR009619, ADIR009620
OG0001908	LOC109399310	ADIR010310
OG0001909	LOC109401882	ADIR011251
OG0001910	LOC109406561	ADIR009743, ADIR009742
OG0001912	LOC109418706	ADIR002226
OG0001913	LOC109415218	ADIR011669
OG0001914	LOC109622269, LOC134284321	ADIR008620
OG0001915	LOC109411724	ADIR003323
OG0001916	LOC109418329, LOC109427298, LOC134290652	ADIR003539
OG0001917	LOC134289826, LOC134290016	ADIR010533
OG0001918	LOC109416319, LOC109426538	ADIR001340
OG0001919	LOC109404918	ADIR006898
OG0001920	LOC134291561, LOC134292029	ADIR002718
OG0001921	LOC109400821, LOC115261618	ADIR002796
OG0001922	LOC109432087	ADIR007437
OG0001923	LOC109418028	ADIR008022
OG0001924	LOC109407223	ADIR004794
OG0001925	LOC134289014, LOC109433003	ADIR001330
OG0001926	LOC109422966	ADIR004600
OG0001927	LOC109430812	ADIR008597
OG0001928	LOC109411119	ADIR008075
OG0001929	LOC109415216	ADIR011668, ADIR011667, ADIR011752
OG0001930	LOC109407984	ADIR006887
OG0001931	LOC109431473	ADIR005212
OG0001933	LOC109422611, LOC134290099	ADIR008917
OG0001934	LOC109409980, LOC109420213	ADIR008799
OG0001935	LOC115255029	ADIR004670
OG0001937	LOC109428694	ADIR007321, ADIR007320
OG0001938	LOC134289924, LOC134291084	ADIR009556
OG0001939	LOC109431794	ADIR009997, ADIR009999
OG0001940	LOC134284706	ADIR005753
OG0001941	LOC109428574	ADIR001354
OG0001942	LOC109430547	ADIR015677
OG0001943	LOC109423620, LOC109400223	ADIR010369
OG0001944	LOC115267705, LOC109401974	ADIR010788
OG0001945	LOC109416118	ADIR002380
OG0001946	LOC109428492	ADIR009989
OG0001947	LOC109398278, LOC134287376	ADIR005933
OG0001948	LOC134285004	ADIR001111, ADIR001110
OG0001949	LOC109411764, LOC134283906, LOC115262162	ADIR006014
OG0001950	LOC109420871	ADIR006963
OG0001951	LOC109429628	ADIR006105
OG0001952	LOC109414279	ADIR008015
OG0001953	LOC109400594	ADIR006890
OG0001954	LOC115269977	ADIR003809, ADIR003810
OG0001955	LOC109429386	ADIR009700
OG0001956	LOC109424975, LOC109431086	ADIR000846
OG0001957	LOC115254148	ADIR006911
OG0001958	LOC109422033, LOC115258249	ADIR001005
OG0001959	LOC109400375, LOC134292012	ADIR008941
OG0001960	LOC109400170	ADIR005313
OG0001961	LOC115262164, LOC109411692	ADIR006030
OG0001962	LOC109411919	ADIR004077, ADIR004078
OG0001963	LOC109400999	ADIR011496
OG0001964	LOC115259196	ADIR007696
OG0001965	LOC109408777	ADIR002199
OG0001966	LOC109403469, LOC134287393, LOC134289734, LOC115257890, LOC134286961, LOC115265251	ADIR010742
OG0001968	LOC109432288, LOC109397081	ADIR009169
OG0001969	LOC109406016, LOC134287314, LOC109426628	ADIR007937
OG0001970	LOC109430327	ADIR006593
OG0001971	LOC109622601, LOC115262671	ADIR002099
OG0001972	LOC109424736, LOC109412777, LOC109424735	ADIR009182
OG0001974	LOC109424678	ADIR001226
OG0001975	LOC109404750	ADIR007393
OG0001976	LOC134290393, LOC109424037	ADIR010396
OG0001977	LOC115256432, LOC115256898	ADIR001519
OG0001978	LOC109415848	ADIR011175
OG0001979	LOC109405716	ADIR003410
OG0001980	LOC109421982	ADIR003936
OG0001981	LOC109401056	ADIR010600
OG0001982	LOC109408928	ADIR003949
OG0001983	LOC109428527	ADIR004189, ADIR001406
OG0001984	LOC134289613, LOC134289614	ADIR002169
OG0001985	LOC115257017, LOC109401735, LOC134284508, LOC115259448	ADIR009789, ADIR004508
OG0001986	LOC109406627, LOC109401861	ADIR007910
OG0001988	LOC109403458	ADIR005678
OG0001997	LOC109621246, LOC109427461	ADIR001142
OG0001998	LOC109427676	ADIR003932, ADIR003929
OG0002000	LOC109622174	ADIR000420
OG0002005	LOC134289822	ADIR005756, ADIR009025, ADIR001529, ADIR009090, ADIR010832
OG0002005	LOC134286053	ADIR001986
OG0002008	LOC134291300	ADIR008983
OG0002027	LOC134284098	ADIR010703
OG0002028	LOC109400867	ADIR002646
OG0002029	LOC109400853	ADIR016013
OG0002030	LOC109415517	ADIR002665
OG0002031	LOC109622166, LOC115258974	ADIR004200
OG0002032	LOC109416752	ADIR010613
OG0002033	LOC109400817	ADIR009911
OG0002034	LOC109408864	ADIR010637
OG0002035	LOC109400059	ADIR008433
OG0002036	LOC109430465	ADIR002724
OG0002037	LOC109400635	ADIR009116
OG0002038	LOC109409544	ADIR010123
OG0002039	LOC109405475	ADIR005740
OG0002040	LOC109423284	ADIR010121
OG0002041	LOC134291427	ADIR003903
OG0002042	LOC109409112, LOC109420361	ADIR005750
OG0002043	LOC109407042, LOC134284007	ADIR009807
OG0002044	LOC109424917, LOC134289878	ADIR000975
OG0002045	LOC109431073	ADIR001210
OG0002046	LOC109424407	ADIR009486
OG0002047	LOC134287379, LOC109402571	ADIR007533
OG0002048	LOC109422373	ADIR000048
OG0002049	LOC109422315	ADIR009494
OG0002050	LOC109399436	ADIR007560
OG0002051	LOC109430500	ADIR005803
OG0002052	LOC109400724, LOC134288393	ADIR010765
OG0002053	LOC134284704, LOC109399363	ADIR007557
OG0002054	LOC109426021	ADIR000537
OG0002055	LOC109427215	ADIR010679
OG0002056	LOC109411621	ADIR006577
OG0002057	LOC115254070	ADIR010674
OG0002058	LOC109427264	ADIR006455
OG0002059	LOC109411614	ADIR008365
OG0002060	LOC115261425	ADIR010673
OG0002061	LOC109411631	ADIR006456
OG0002062	LOC109428135	ADIR015513
OG0002063	LOC109403732	ADIR002815
OG0002064	LOC115267986	ADIR001818
OG0002065	LOC115267989	ADIR002153
OG0002066	LOC109407648	ADIR002146
OG0002067	LOC109421749	ADIR010490
OG0002068	LOC109421742	ADIR010495
OG0002069	LOC115265604	ADIR005080
OG0002070	LOC109426013, LOC134292105	ADIR004363
OG0002072	LOC109429538	ADIR005433
OG0002073	LOC109418903, LOC134287421	ADIR016208
OG0002074	LOC109407764, LOC134287422	ADIR008164
OG0002075	LOC134288620, LOC109407766	ADIR008162
OG0002076	LOC109407765, LOC134288618	ADIR016207
OG0002077	LOC115268668	ADIR002355
OG0002078	LOC115269073	ADIR010262
OG0002079	LOC109413927	ADIR010264
OG0002080	LOC109622070	ADIR010263
OG0002081	LOC115267811	ADIR016129
OG0002082	LOC115260975, LOC109432267	ADIR005638
OG0002083	LOC109397123, LOC134289571	ADIR000528
OG0002084	LOC134291763, LOC109432323	ADIR005560
OG0002085	LOC109410268	ADIR007900
OG0002086	LOC109410742	ADIR001971
OG0002087	LOC109403343	ADIR000409
OG0002088	LOC109403370	ADIR000384
OG0002089	LOC109410756	ADIR000392
OG0002090	LOC109622181	ADIR000426
OG0002091	LOC109410269	ADIR007899
OG0002092	LOC109410744	ADIR001969
OG0002093	LOC109419095	ADIR005161
OG0002094	LOC109403365	ADIR009678
OG0002095	LOC109426154, LOC115262909	ADIR008396
OG0002096	LOC109413045	ADIR007815, ADIR007814
OG0002097	LOC109621711	ADIR007818
OG0002098	LOC109418416, LOC115262876	ADIR005329
OG0002099	LOC109418413, LOC115263952	ADIR008981
OG0002100	LOC109410392	ADIR003121
OG0002101	LOC109430278	ADIR010177
OG0002102	LOC115255990, LOC109430275	ADIR006581
OG0002103	LOC109428428	ADIR004603, ADIR003476
OG0002104	LOC109425830	ADIR009552
OG0002105	LOC109419582, LOC134287816	ADIR005178
OG0002106	LOC109409242	ADIR004838
OG0002107	LOC109419602	ADIR004840
OG0002108	LOC109397554	ADIR006832
OG0002109	LOC115253868	ADIR011522
OG0002110	LOC109419603	ADIR004018
OG0002111	LOC109418101	ADIR005057
OG0002112	LOC109405331, LOC109422994	ADIR003966
OG0002113	LOC109407734	ADIR004987
OG0002114	LOC109419706	ADIR008833
OG0002115	LOC109419413	ADIR001657
OG0002116	LOC109416058, LOC134288309	ADIR004326
OG0002117	LOC115263247	ADIR007168
OG0002118	LOC115253829	ADIR009250
OG0002119	LOC109419421	ADIR008593
OG0002120	LOC109428485	ADIR001060
OG0002121	LOC109622653	ADIR015494
OG0002122	LOC109428898	ADIR009453
OG0002123	LOC134287413, LOC109418954	ADIR016146
OG0002124	LOC109423789	ADIR003763
OG0002125	LOC109430785	ADIR006229
OG0002126	LOC109430626	ADIR003762
OG0002127	LOC115270285	ADIR003793
OG0002128	LOC109406442	ADIR007277
OG0002129	LOC109413170	ADIR007259
OG0002130	LOC109418076, LOC134289683	ADIR007271
OG0002131	LOC109418045	ADIR007270
OG0002132	LOC109418078	ADIR007272
