Orthogroup	Aalbopictus_AalbF5	AstephensiUCISS2018
OG0001748	LOC109622592	ASTEI20_040333
OG0001749	LOC109423813	ASTEI20_032529
OG0001750	LOC109397805	ASTEI20_042506
OG0001751	LOC115262555, LOC109421913	ASTEI20_043046, ASTEI20_037157
OG0001752	LOC109412833	ASTEI20_037540, ASTEI20_044241
OG0001753	LOC109425656	ASTEI20_033934
OG0001754	LOC109405799	ASTEI20_043771
OG0001755	LOC109407063, LOC134287784	ASTEI20_036243
OG0001756	LOC109404905	ASTEI20_032384
OG0001757	LOC109428450	ASTEI20_039607, ASTEI20_031747
OG0001758	LOC109424214	ASTEI20_043429
OG0001759	LOC115253756	ASTEI20_036159, ASTEI20_036150
OG0001760	LOC109409473, LOC109409536	ASTEI20_041913
OG0001761	LOC115253466, LOC115256661, LOC109409534, LOC109409468	ASTEI20_041466
OG0001762	LOC109403484	ASTEI20_035407
OG0001763	LOC109409745, LOC134290471	ASTEI20_035419, ASTEI20_034875
OG0001764	LOC109416470	ASTEI20_041129
OG0001765	LOC109416471	ASTEI20_043912
OG0001766	LOC115259763, LOC109402938, LOC115259762, LOC109402932	ASTEI20_042139
OG0001767	LOC109412573, LOC134285652, LOC134291846, LOC109397046	ASTEI20_030990
OG0001768	LOC109417011	ASTEI20_041744
OG0001769	LOC134285649, LOC109397026, LOC109397016	ASTEI20_040757
OG0001771	LOC109417248	ASTEI20_031072
OG0001772	LOC109420576, LOC109417482	ASTEI20_035647
OG0001773	LOC134292031, LOC134291557	ASTEI20_037349, ASTEI20_038577
OG0001774	LOC134291921	ASTEI20_034613, ASTEI20_040447
OG0001775	LOC109430170, LOC115264870	ASTEI20_033886
OG0001776	LOC134284690, LOC109417821	ASTEI20_040153, ASTEI20_041357
OG0001777	LOC109407268	ASTEI20_045676
OG0001778	LOC109412274	ASTEI20_044516
OG0001779	LOC109432700, LOC134291660	ASTEI20_040038, ASTEI20_033471
OG0001780	LOC109421912, LOC134291661	ASTEI20_035209, ASTEI20_033533
OG0001781	LOC109417113	ASTEI20_033007, ASTEI20_039908
OG0001782	LOC109404988	ASTEI20_045598
OG0001783	LOC115269840, LOC134285564	ASTEI20_033681
OG0001784	LOC109417839, LOC109400156, LOC134291253	ASTEI20_036964
OG0001785	LOC109398559	ASTEI20_030933
OG0001786	LOC109622009	ASTEI20_045923
OG0001787	LOC109430088, LOC115256457	ASTEI20_037413, ASTEI20_040924
OG0001788	LOC109399416	ASTEI20_032268, ASTEI20_031441
OG0001789	LOC109400672	ASTEI20_040809, ASTEI20_042407
OG0001790	LOC115269692, LOC109398409	ASTEI20_033967
OG0001791	LOC115258107, LOC109421724	ASTEI20_031834
OG0001792	LOC109425704	ASTEI20_032082
OG0001793	LOC134288462, LOC109418002	ASTEI20_036230
OG0001794	LOC109406030, LOC134287316	ASTEI20_042088
OG0001795	LOC109401855	ASTEI20_038575
OG0001796	LOC109397908	ASTEI20_042488, ASTEI20_033782
OG0001797	LOC109430946	ASTEI20_039382, ASTEI20_042133
OG0001798	LOC109417110	ASTEI20_039834, ASTEI20_037577
OG0001799	LOC134292118, LOC109431857	ASTEI20_042574
OG0001800	LOC115267643, LOC109398720	ASTEI20_041925
OG0001801	LOC109429036, LOC109429037	ASTEI20_032249, ASTEI20_044419
OG0001802	LOC109402431	ASTEI20_039123
OG0001803	LOC109427363	ASTEI20_031046
OG0001804	LOC109427576, LOC109432855, LOC115268908	ASTEI20_032019
OG0001805	LOC109411553	ASTEI20_041337
OG0001806	LOC109418918	ASTEI20_030899
OG0001807	LOC109398712	ASTEI20_030854
OG0001808	LOC134288996	ASTEI20_040564
OG0001809	LOC109428244, LOC115266369, LOC109427949	ASTEI20_035245
OG0001810	LOC109427940	ASTEI20_034003
OG0001811	LOC109422709	ASTEI20_042652
OG0001812	LOC134288872, LOC109401913	ASTEI20_033856
OG0001813	LOC109418066	ASTEI20_044757, ASTEI20_035110
OG0001814	LOC109414833	ASTEI20_035510, ASTEI20_042165
OG0001815	LOC109427442	ASTEI20_034099
OG0001816	LOC115263163	ASTEI20_031736
OG0001817	LOC115255345	ASTEI20_041523
OG0001818	LOC109407931	ASTEI20_042705
OG0001819	LOC109428456, LOC109422096	ASTEI20_046034
OG0001820	LOC109409788	ASTEI20_033501
OG0001821	LOC109403224	ASTEI20_040854
OG0001822	LOC109416244	ASTEI20_036744
OG0001823	LOC109622551, LOC109622547	ASTEI20_032997
OG0001824	LOC109622879, LOC134287988	ASTEI20_045455
OG0001825	LOC109428464	ASTEI20_039143
OG0001826	LOC109428247	ASTEI20_035827
OG0001827	LOC109413232	ASTEI20_045866
OG0001828	LOC109420226	ASTEI20_037985
OG0001829	LOC109424480	ASTEI20_046038
OG0001830	LOC109426675	ASTEI20_041299
OG0001831	LOC109428415, LOC134284681	ASTEI20_041187
OG0001832	LOC109401664, LOC109418846	ASTEI20_040160, ASTEI20_032039
OG0001833	LOC109621803	ASTEI20_031708
OG0001834	LOC109416692	ASTEI20_037485
OG0001835	LOC109413271	ASTEI20_036403
OG0001836	LOC109418152	ASTEI20_042347
OG0001837	LOC109411881	ASTEI20_033220
OG0001838	LOC115264580	ASTEI20_032676
OG0001839	LOC109423925	ASTEI20_038069
OG0001840	LOC109405671	ASTEI20_035424
OG0001841	LOC109407816, LOC134288728	ASTEI20_043914
OG0001842	LOC134292126, LOC109425933	ASTEI20_045526
OG0001843	LOC115261297	ASTEI20_031750
OG0001844	LOC109433484	ASTEI20_044431
OG0001845	LOC109422692, LOC115260992	ASTEI20_037816
OG0001846	LOC109405247	ASTEI20_038890
OG0001848	LOC134284916, LOC109397853	ASTEI20_031988
OG0001849	LOC109419429	ASTEI20_030903
OG0001850	LOC109401980	ASTEI20_031794
OG0001851	LOC134292233, LOC109428047	ASTEI20_041258
OG0001852	LOC109428744	ASTEI20_036534
OG0001853	LOC109402885	ASTEI20_037869
OG0001854	LOC109432643, LOC109401984	ASTEI20_034268, ASTEI20_037029
OG0001855	LOC109404342	ASTEI20_036388
OG0001856	LOC109409625	ASTEI20_040542
OG0001857	LOC109622061	ASTEI20_035922
OG0001859	LOC115260811	ASTEI20_031681
OG0001860	LOC134291182, LOC109404964	ASTEI20_039863, ASTEI20_046134
OG0001861	LOC109408373	ASTEI20_038042
OG0001862	LOC109423135	ASTEI20_037651, ASTEI20_044537
OG0001863	LOC109403764	ASTEI20_037372
OG0001864	LOC134284696	ASTEI20_044602
OG0001865	LOC109402625, LOC134284665	ASTEI20_043097
OG0001866	LOC109421746	ASTEI20_037390
OG0001867	LOC109419826	ASTEI20_042987
OG0001868	LOC109412872	ASTEI20_038241
OG0001869	LOC109418781	ASTEI20_037491
OG0001870	LOC109426187	ASTEI20_034082
OG0001871	LOC109422596	ASTEI20_042752
OG0001872	LOC109410077	ASTEI20_038278
OG0001873	LOC109399319	ASTEI20_038024, ASTEI20_038582
OG0001874	LOC109419187	ASTEI20_041695
OG0001876	LOC109397249	ASTEI20_044603
OG0001877	LOC109401326, LOC134289759	ASTEI20_036784
OG0001878	LOC109621340	ASTEI20_033787
OG0001879	LOC109621461	ASTEI20_032455
OG0001881	LOC109406017	ASTEI20_038226
OG0001882	LOC109398299	ASTEI20_042291, ASTEI20_040087
OG0001883	LOC109419707, LOC109398542	ASTEI20_032672
OG0001884	LOC134285003	ASTEI20_036565
OG0001885	LOC109415066, LOC109403279	ASTEI20_036144
OG0001886	LOC109424966	ASTEI20_044448
OG0001887	LOC115257308	ASTEI20_032333
OG0001889	LOC109433612	ASTEI20_031789
OG0001890	LOC134290813, LOC109425718	ASTEI20_038678
OG0001891	LOC109419396, LOC115255253	ASTEI20_043144
OG0001892	LOC109406961	ASTEI20_039023
OG0001893	LOC115268038	ASTEI20_042354
OG0001894	LOC109405079	ASTEI20_039276
OG0001895	LOC109404946	ASTEI20_034192
OG0001896	LOC109398729	ASTEI20_039087
OG0001897	LOC109427728	ASTEI20_038612
OG0001898	LOC109397684	ASTEI20_039514
OG0001899	LOC109421627, LOC109407309	ASTEI20_037992, ASTEI20_041200
OG0001901	LOC109401394	ASTEI20_033230
OG0001902	LOC109425480	ASTEI20_033748, ASTEI20_034244
OG0001903	LOC109417933	ASTEI20_037682
OG0001905	LOC115260613, LOC109422822	ASTEI20_039676, ASTEI20_039442
OG0001906	LOC115263719	ASTEI20_043599
OG0001907	LOC109433256	ASTEI20_039981
OG0001908	LOC109399310	ASTEI20_034931, ASTEI20_045139
OG0001909	LOC109401882	ASTEI20_034649
OG0001910	LOC109406561	ASTEI20_035560
OG0001912	LOC109418706	ASTEI20_038308
OG0001913	LOC109415218	ASTEI20_045888
OG0001914	LOC109622269, LOC134284321	ASTEI20_033192
OG0001915	LOC109411724	ASTEI20_032137
OG0001916	LOC109418329, LOC109427298, LOC134290652	ASTEI20_036547
OG0001917	LOC134289826, LOC134290016	ASTEI20_033135
OG0001918	LOC109416319, LOC109426538	ASTEI20_039850
OG0001919	LOC109404918	ASTEI20_032506, ASTEI20_034145
OG0001920	LOC134291561, LOC134292029	ASTEI20_032952, ASTEI20_035955
OG0001922	LOC109432087	ASTEI20_041614
OG0001923	LOC109418028	ASTEI20_042360, ASTEI20_043663
OG0001924	LOC109407223	ASTEI20_044885
OG0001925	LOC134289014, LOC109433003	ASTEI20_045408
OG0001926	LOC109422966	ASTEI20_044355
OG0001927	LOC109430812	ASTEI20_036613, ASTEI20_034791
OG0001928	LOC109411119	ASTEI20_037817
OG0001929	LOC109415216	ASTEI20_045832
OG0001930	LOC109407984	ASTEI20_037415, ASTEI20_043375
OG0001931	LOC109431473	ASTEI20_037972
OG0001933	LOC109422611, LOC134290099	ASTEI20_042626
OG0001934	LOC109409980, LOC109420213	ASTEI20_032057
OG0001935	LOC115255029	ASTEI20_038257
OG0001937	LOC109428694	ASTEI20_031233
OG0001938	LOC134289924, LOC134291084	ASTEI20_043302
OG0001939	LOC109431794	ASTEI20_042844
OG0001940	LOC134284706	ASTEI20_036625
OG0001941	LOC109428574	ASTEI20_037166
OG0001942	LOC109430547	ASTEI20_041905
OG0001943	LOC109423620, LOC109400223	ASTEI20_034028, ASTEI20_045234
OG0001944	LOC115267705, LOC109401974	ASTEI20_031703, ASTEI20_035250
OG0001945	LOC109416118	ASTEI20_035291
OG0001946	LOC109428492	ASTEI20_034942
OG0001948	LOC134285004	ASTEI20_042689
OG0001949	LOC109411764, LOC134283906, LOC115262162	ASTEI20_045917
OG0001950	LOC109420871	ASTEI20_036486
OG0001951	LOC109429628	ASTEI20_042361
OG0001952	LOC109414279	ASTEI20_033277, ASTEI20_045218
OG0001953	LOC109400594	ASTEI20_043565, ASTEI20_045155, ASTEI20_035295
OG0001954	LOC115269977	ASTEI20_035344
OG0001955	LOC109429386	ASTEI20_042105
OG0001956	LOC109424975, LOC109431086	ASTEI20_044647
OG0001957	LOC115254148	ASTEI20_032903
OG0001958	LOC109422033, LOC115258249	ASTEI20_041677
OG0001959	LOC109400375, LOC134292012	ASTEI20_043534
OG0001960	LOC109400170	ASTEI20_037795
OG0001961	LOC115262164, LOC109411692	ASTEI20_040225
OG0001962	LOC109411919	ASTEI20_036824
OG0001963	LOC109400999	ASTEI20_031084
OG0001964	LOC115259196	ASTEI20_035509, ASTEI20_030939
OG0001965	LOC109408777	ASTEI20_045582
OG0001968	LOC109432288, LOC109397081	ASTEI20_039612
OG0001969	LOC109406016, LOC134287314, LOC109426628	ASTEI20_033204
OG0001970	LOC109430327	ASTEI20_045665
OG0001971	LOC109622601, LOC115262671	ASTEI20_038689
OG0001972	LOC109424736, LOC109412777, LOC109424735	ASTEI20_036740
OG0001973	LOC134284006, LOC109401373	ASTEI20_041252
OG0001974	LOC109424678	ASTEI20_043787
OG0001975	LOC109404750	ASTEI20_035666
OG0001976	LOC134290393, LOC109424037	ASTEI20_045292, ASTEI20_032118
OG0001977	LOC115256432, LOC115256898	ASTEI20_031158
OG0001978	LOC109415848	ASTEI20_045946
OG0001979	LOC109405716	ASTEI20_039620
OG0001980	LOC109421982	ASTEI20_040848
OG0001981	LOC109401056	ASTEI20_045261
OG0001982	LOC109408928	ASTEI20_041821
OG0001983	LOC109428527	ASTEI20_033180
OG0001984	LOC134289613, LOC134289614	ASTEI20_041173
OG0001986	LOC109406627, LOC109401861	ASTEI20_043037, ASTEI20_032474
OG0001991	LOC109408951	ASTEI20_032250
OG0001997	LOC109621246, LOC109427461	ASTEI20_033486, ASTEI20_037702
OG0001998	LOC109427676	ASTEI20_033580
OG0002000	LOC109622174	ASTEI20_034303, ASTEI20_043117
OG0002005	LOC134286053	ASTEI20_038976, ASTEI20_041311
OG0002008	LOC134291300	ASTEI20_035674, ASTEI20_044368, ASTEI20_045980
OG0002027	LOC134284098	ASTEI20_040844
OG0002028	LOC109400867	ASTEI20_030975
OG0002029	LOC109400853	ASTEI20_038356
OG0002030	LOC109415517	ASTEI20_045294
OG0002031	LOC109622166, LOC115258974	ASTEI20_046042
OG0002032	LOC109416752	ASTEI20_033387
OG0002033	LOC109400817	ASTEI20_031548
OG0002034	LOC109408864	ASTEI20_038919
OG0002035	LOC109400059	ASTEI20_037405
OG0002036	LOC109430465	ASTEI20_032974
OG0002037	LOC109400635	ASTEI20_035677
OG0002038	LOC109409544	ASTEI20_037287, ASTEI20_041594
OG0002039	LOC109405475	ASTEI20_038166
OG0002040	LOC109423284	ASTEI20_033867, ASTEI20_041043
OG0002041	LOC134291427	ASTEI20_037622
OG0002042	LOC109409112, LOC109420361	ASTEI20_031365
OG0002043	LOC109407042, LOC134284007	ASTEI20_034261
OG0002044	LOC109424917, LOC134289878	ASTEI20_033133
OG0002045	LOC109431073	ASTEI20_041826
OG0002046	LOC109424407	ASTEI20_045091
OG0002047	LOC134287379, LOC109402571	ASTEI20_040307
OG0002048	LOC109422373	ASTEI20_042497
OG0002049	LOC109422315	ASTEI20_043422
OG0002050	LOC109399436	ASTEI20_037316
OG0002051	LOC109430500	ASTEI20_036454
OG0002052	LOC109400724, LOC134288393	ASTEI20_041524
OG0002053	LOC134284704, LOC109399363	ASTEI20_035514
OG0002054	LOC109426021	ASTEI20_032285
OG0002055	LOC109427215	ASTEI20_035471
OG0002056	LOC109411621	ASTEI20_030861, ASTEI20_039151
OG0002057	LOC115254070	ASTEI20_034804
OG0002058	LOC109427264	ASTEI20_034372
OG0002059	LOC109411614	ASTEI20_040668
OG0002060	LOC115261425	ASTEI20_040983
OG0002061	LOC109411631	ASTEI20_041687
OG0002062	LOC109428135	ASTEI20_041269
OG0002063	LOC109403732	ASTEI20_034120
OG0002064	LOC115267986	ASTEI20_040879, ASTEI20_032487
OG0002065	LOC115267989	ASTEI20_035451
OG0002066	LOC109407648	ASTEI20_030894
OG0002067	LOC109421749	ASTEI20_042700
OG0002068	LOC109421742	ASTEI20_031658
OG0002069	LOC115265604	ASTEI20_035230
OG0002070	LOC109426013, LOC134292105	ASTEI20_031039
OG0002071	LOC109426042	ASTEI20_032494, ASTEI20_036643
OG0002072	LOC109429538	ASTEI20_031374
OG0002073	LOC109418903, LOC134287421	ASTEI20_042939
OG0002074	LOC109407764, LOC134287422	ASTEI20_033610
OG0002075	LOC134288620, LOC109407766	ASTEI20_045022
OG0002076	LOC109407765, LOC134288618	ASTEI20_039020
OG0002077	LOC115268668	ASTEI20_042676, ASTEI20_038212
OG0002078	LOC115269073	ASTEI20_037427
OG0002079	LOC109413927	ASTEI20_036201
OG0002080	LOC109622070	ASTEI20_034912
OG0002081	LOC115267811	ASTEI20_044082
OG0002082	LOC115260975, LOC109432267	ASTEI20_031484
OG0002083	LOC109397123, LOC134289571	ASTEI20_034882
OG0002084	LOC134291763, LOC109432323	ASTEI20_036723
OG0002085	LOC109410268	ASTEI20_042187
OG0002086	LOC109410742	ASTEI20_031564
OG0002087	LOC109403343	ASTEI20_042145
OG0002088	LOC109403370	ASTEI20_033684, ASTEI20_035704
OG0002089	LOC109410756	ASTEI20_038481, ASTEI20_037646
OG0002090	LOC109622181	ASTEI20_031049
OG0002091	LOC109410269	ASTEI20_034908
OG0002092	LOC109410744	ASTEI20_035793
OG0002093	LOC109419095	ASTEI20_044480
OG0002094	LOC109403365	ASTEI20_033284
OG0002095	LOC109426154, LOC115262909	ASTEI20_044352
OG0002096	LOC109413045	ASTEI20_037883
OG0002097	LOC109621711	ASTEI20_036152
OG0002098	LOC109418416, LOC115262876	ASTEI20_031451
OG0002099	LOC109418413, LOC115263952	ASTEI20_041002
OG0002100	LOC109410392	ASTEI20_041235
OG0002101	LOC109430278	ASTEI20_040812, ASTEI20_044122
OG0002102	LOC115255990, LOC109430275	ASTEI20_031709
OG0002103	LOC109428428	ASTEI20_035027
OG0002104	LOC109425830	ASTEI20_041521
OG0002105	LOC109419582, LOC134287816	ASTEI20_031650
OG0002106	LOC109409242	ASTEI20_034217
OG0002107	LOC109419602	ASTEI20_044283
OG0002108	LOC109397554	ASTEI20_041613
OG0002109	LOC115253868	ASTEI20_041163
OG0002110	LOC109419603	ASTEI20_045396
OG0002111	LOC109418101	ASTEI20_035886
OG0002112	LOC109405331, LOC109422994	ASTEI20_040398
OG0002113	LOC109407734	ASTEI20_034837
OG0002114	LOC109419706	ASTEI20_040665
OG0002115	LOC109419413	ASTEI20_040730
OG0002116	LOC109416058, LOC134288309	ASTEI20_033071
OG0002117	LOC115263247	ASTEI20_041900
OG0002118	LOC115253829	ASTEI20_030999
OG0002119	LOC109419421	ASTEI20_034988
OG0002120	LOC109428485	ASTEI20_044893
OG0002121	LOC109622653	ASTEI20_043881
OG0002122	LOC109428898	ASTEI20_035468
OG0002123	LOC134287413, LOC109418954	ASTEI20_040903
OG0002124	LOC109423789	ASTEI20_045171
OG0002125	LOC109430785	ASTEI20_039350
OG0002126	LOC109430626	ASTEI20_043991
OG0002127	LOC115270285	ASTEI20_039865
OG0002128	LOC109406442	ASTEI20_042584
OG0002129	LOC109413170	ASTEI20_032714
OG0002130	LOC109418076, LOC134289683	ASTEI20_042890
OG0002131	LOC109418045	ASTEI20_036107
OG0002132	LOC109418078	ASTEI20_045512
OG0002133	LOC109418113	ASTEI20_035183
OG0002134	LOC109403570	ASTEI20_041249
OG0002135	LOC134287957, LOC109412372	ASTEI20_043509
OG0002136	LOC109432886, LOC109401423	ASTEI20_044664
OG0002137	LOC109432885	ASTEI20_041310, ASTEI20_044941
OG0002138	LOC109432877	ASTEI20_045926, ASTEI20_037295
OG0002139	LOC109432878, LOC115257144	ASTEI20_045133
OG0002140	LOC109412364, LOC134287960	ASTEI20_045067
OG0002141	LOC109401402, LOC134287975	ASTEI20_045483
OG0002142	LOC109412374	ASTEI20_046159
OG0002143	LOC109422420	ASTEI20_037003
OG0002144	LOC115253715, LOC115257520	ASTEI20_044553
OG0002145	LOC109417180, LOC115258192	ASTEI20_041539
OG0002146	LOC109622503	ASTEI20_037196
OG0002149	LOC109423358	ASTEI20_040288, ASTEI20_040483
OG0002150	LOC109622494, LOC109408572	ASTEI20_041855
OG0002151	LOC109423373	ASTEI20_036092
OG0002152	LOC134284473, LOC109622496	ASTEI20_043368
OG0002153	LOC134287835, LOC109408104	ASTEI20_036400
OG0002154	LOC109419069, LOC134283963	ASTEI20_044590
OG0002155	LOC109426636, LOC109410531	ASTEI20_033086
OG0002156	LOC109402345	ASTEI20_041089
OG0002157	LOC109413994	ASTEI20_039045
OG0002158	LOC109430952	ASTEI20_046149
OG0002159	LOC109431639	ASTEI20_033709
OG0002160	LOC109417170	ASTEI20_033303
OG0002161	LOC109407612	ASTEI20_042500
OG0002162	LOC109417181	ASTEI20_045719
OG0002163	LOC109420521	ASTEI20_044009
OG0002164	LOC115255020, LOC134286135	ASTEI20_038889
OG0002165	LOC134286353, LOC109420179	ASTEI20_032420
OG0002166	LOC109420136	ASTEI20_033236
OG0002167	LOC109420437	ASTEI20_035998
OG0002168	LOC109420252	ASTEI20_031546
OG0002169	LOC109420234	ASTEI20_045450
OG0002170	LOC109401710, LOC134283939	ASTEI20_039366
OG0002171	LOC109420154, LOC134287016	ASTEI20_044237
OG0002172	LOC109420446	ASTEI20_030876
OG0002173	LOC109428002	ASTEI20_042249
OG0002174	LOC109427854	ASTEI20_039001
OG0002175	LOC109427951	ASTEI20_038172
OG0002176	LOC134287653	ASTEI20_037794
OG0002177	LOC109412636, LOC109415898	ASTEI20_034873
OG0002178	LOC115254132	ASTEI20_043055
OG0002179	LOC109432552	ASTEI20_034393
OG0002180	LOC109421499	ASTEI20_034482, ASTEI20_031731
OG0002181	LOC109421441	ASTEI20_039889
OG0002182	LOC109417751	ASTEI20_039066
OG0002183	LOC115253940	ASTEI20_035823
OG0002184	LOC109409012	ASTEI20_036865
OG0002185	LOC109429114, LOC115261407	ASTEI20_038700
OG0002186	LOC109412597, LOC109433466	ASTEI20_031406
OG0002187	LOC109433542, LOC109412591	ASTEI20_042567
OG0002188	LOC115259639, LOC109433552	ASTEI20_036417
OG0002189	LOC109414087	ASTEI20_039485
OG0002190	LOC109421345, LOC134289999	ASTEI20_036177
OG0002191	LOC109421303	ASTEI20_042517
OG0002192	LOC109421347	ASTEI20_032625
OG0002193	LOC109621874	ASTEI20_045635
OG0002194	LOC109623123	ASTEI20_033869
OG0002195	LOC109623112	ASTEI20_043113
OG0002196	LOC109623122	ASTEI20_030907
OG0002197	LOC109622232	ASTEI20_037747
OG0002198	LOC109622220	ASTEI20_044611
OG0002199	LOC109403168	ASTEI20_044477
OG0002200	LOC109399521	ASTEI20_039345, ASTEI20_035076
OG0002201	LOC109398015	ASTEI20_034899, ASTEI20_043590
OG0002202	LOC109399522	ASTEI20_042659, ASTEI20_038102
OG0002203	LOC109399509	ASTEI20_032832
OG0002204	LOC109415425	ASTEI20_039331
OG0002205	LOC109398005	ASTEI20_044937, ASTEI20_043622
OG0002206	LOC109399457	ASTEI20_041536, ASTEI20_033605
OG0002207	LOC109409325, LOC115262905	ASTEI20_044187
OG0002208	LOC109409311	ASTEI20_045046
OG0002209	LOC109419113	ASTEI20_040057
OG0002210	LOC109419105	ASTEI20_040549, ASTEI20_037897
OG0002211	LOC109410267	ASTEI20_033041
OG0002212	LOC109430200	ASTEI20_035996
OG0002213	LOC109423501	ASTEI20_033801
OG0002214	LOC109623422, LOC109413030	ASTEI20_038668
OG0002215	LOC134283969, LOC109413007	ASTEI20_033327
OG0002216	LOC109417065	ASTEI20_040253
OG0002217	LOC109415735	ASTEI20_032995
OG0002218	LOC109409421, LOC134285077	ASTEI20_035481
OG0002219	LOC109398413, LOC115256555	ASTEI20_032843
OG0002220	LOC109425306	ASTEI20_045640
OG0002221	LOC134285537, LOC109419802	ASTEI20_034270
OG0002222	LOC109425329, LOC109419800	ASTEI20_037211
OG0002223	LOC134292059, LOC109433204	ASTEI20_040530
OG0002224	LOC109405037	ASTEI20_037607
OG0002225	LOC109403386, LOC109416726	ASTEI20_032806
OG0002226	LOC115257472	ASTEI20_034642
OG0002227	LOC109429491	ASTEI20_032289
OG0002228	LOC109403464	ASTEI20_030832, ASTEI20_042708
OG0002229	LOC109403400	ASTEI20_043800
OG0002230	LOC109427858, LOC134287077	ASTEI20_039163
OG0002231	LOC109427863	ASTEI20_042868
OG0002232	LOC109405991	ASTEI20_034129
OG0002233	LOC109410372	ASTEI20_036255, ASTEI20_032533
OG0002234	LOC109417851, LOC134288489	ASTEI20_040334
OG0002235	LOC109403858	ASTEI20_044223
OG0002236	LOC109408466	ASTEI20_033975
OG0002237	LOC109412791, LOC109404039	ASTEI20_032334
OG0002238	LOC109419338	ASTEI20_033686
OG0002239	LOC115254246, LOC109420326	ASTEI20_035417
OG0002240	LOC134285685, LOC109623083	ASTEI20_045129
OG0002242	LOC109414930	ASTEI20_039000
OG0002244	LOC134285148	ASTEI20_033717
OG0002245	LOC109422877	ASTEI20_044614
OG0002246	LOC109403518	ASTEI20_044379
OG0002247	LOC109422938	ASTEI20_035720
OG0002248	LOC109405092	ASTEI20_038610
OG0002249	LOC109405086	ASTEI20_043522, ASTEI20_036117
OG0002250	LOC115267344	ASTEI20_040864
OG0002251	LOC109409091	ASTEI20_031231
OG0002252	LOC109411175	ASTEI20_043997
OG0002253	LOC109426519	ASTEI20_035231
OG0002254	LOC109419228	ASTEI20_035718
OG0002255	LOC109399865	ASTEI20_038984
OG0002256	LOC109419233	ASTEI20_035525
OG0002257	LOC109419166	ASTEI20_044773
