Orthogroup	Aalbopictus_AalbF5	CquinquefasciatusJHB2020
OG0002272	LOC115257397	CQUJHB005130
OG0002273	LOC109415951	CQUJHB005373
OG0002274	LOC109420080	CQUJHB006935
OG0002275	LOC109621577	CQUJHB000691
OG0002276	LOC134287982, LOC109420074	CQUJHB003103
OG0002277	LOC134283903, LOC109430342	CQUJHB005431
OG0002278	LOC109621581	CQUJHB002987
OG0002279	LOC109430341, LOC134285460	CQUJHB009582
OG0002280	LOC109412448	CQUJHB016835
OG0002281	LOC109430330	CQUJHB000127
OG0002282	LOC109416056	CQUJHB011642
OG0002283	LOC109419882	CQUJHB002344
OG0002284	LOC109406400	CQUJHB001446
OG0002285	LOC109415699	CQUJHB002955, CQUJHB008269
OG0002286	LOC109420708, LOC109419878	CQUJHB007418
OG0002287	LOC134289036, LOC109420598	CQUJHB010863
OG0002288	LOC109420709, LOC109419880	CQUJHB004334
OG0002289	LOC109416070	CQUJHB016882
OG0002290	LOC109416062	CQUJHB007502
OG0002291	LOC109414266, LOC115255130	CQUJHB013153
OG0002292	LOC109409873	CQUJHB001130
OG0002293	LOC109397053	CQUJHB003490
OG0002294	LOC109432777, LOC109427581	CQUJHB003662
OG0002295	LOC115265866, LOC109432762	CQUJHB000982
OG0002296	LOC134288835, LOC109429946	CQUJHB000898
OG0002297	LOC109424749, LOC134288162, LOC134288161	CQUJHB020344
OG0002298	LOC134289420, LOC134284108	CQUJHB006545
OG0002299	LOC134284223, LOC134290051	CQUJHB009293
OG0002300	LOC134289491, LOC134289492	CQUJHB013387
OG0002301	LOC109399749	CQUJHB018039
OG0002302	LOC134283948, LOC109402043	CQUJHB004570
OG0002304	LOC109399568, LOC134291869	CQUJHB010742
OG0002305	LOC109399616	CQUJHB004635
OG0002306	LOC115253929	CQUJHB013760
OG0002307	LOC109399551	CQUJHB005630
OG0002308	LOC109407825	CQUJHB011917
OG0002309	LOC109410006	CQUJHB004445
OG0002310	LOC109412046	CQUJHB009311
OG0002311	LOC115254010	CQUJHB006845
OG0002312	LOC109408179	CQUJHB004384
OG0002313	LOC109424492	CQUJHB015733
OG0002314	LOC109408021	CQUJHB012634
OG0002315	LOC134290090, LOC109424483	CQUJHB009401
OG0002316	LOC134291937, LOC109424485	CQUJHB003740
OG0002317	LOC109412013	CQUJHB011893, CQUJHB013333
OG0002318	LOC109407908	CQUJHB003199
OG0002319	LOC109412016	CQUJHB002990
OG0002320	LOC109412014	CQUJHB014318, CQUJHB016145, CQUJHB005410
OG0002321	LOC109426630, LOC109426656	CQUJHB004639
OG0002322	LOC109421107	CQUJHB005601
OG0002324	LOC134288604, LOC109432606, LOC109432593, LOC115269052, LOC115269099	CQUJHB002432
OG0002325	LOC109412429, LOC109430346	CQUJHB010565
OG0002326	LOC134291683, LOC134291681	CQUJHB013806
OG0002327	LOC109398663, LOC109398634, LOC109404493, LOC134287796	CQUJHB010813
OG0002328	LOC109404731	CQUJHB009440
OG0002329	LOC134289440, LOC134291680	CQUJHB008476
OG0002330	LOC109424274	CQUJHB009297
OG0002331	LOC134285667	CQUJHB000409
OG0002332	LOC134285668	CQUJHB009608
OG0002333	LOC134285665	CQUJHB014213
OG0002334	LOC109398471, LOC134287530	CQUJHB009980
OG0002335	LOC134285664	CQUJHB012103
OG0002336	LOC109621515	CQUJHB007046
OG0002337	LOC109397859, LOC109402678	CQUJHB016521
OG0002338	LOC109397898	CQUJHB016912
OG0002339	LOC109399084	CQUJHB000264, CQUJHB002185
OG0002340	LOC134291550, LOC134291549	CQUJHB015241
OG0002341	LOC134290551, LOC134291547	CQUJHB017309
OG0002342	LOC109417121	CQUJHB000893
OG0002343	LOC109428102	CQUJHB003320, CQUJHB010668
OG0002344	LOC109428107, LOC109418327	CQUJHB010557
OG0002345	LOC109422336, LOC109424434	CQUJHB003096
OG0002346	LOC109622028, LOC109418563	CQUJHB006185
OG0002347	LOC109402265	CQUJHB014113
OG0002348	LOC109403260	CQUJHB006469
OG0002349	LOC109406509	CQUJHB011400
OG0002350	LOC109406567	CQUJHB015440
OG0002351	LOC109403272	CQUJHB004563
OG0002352	LOC109431388	CQUJHB010594
OG0002353	LOC115254054	CQUJHB006051
OG0002354	LOC115260703	CQUJHB010462, CQUJHB008752, CQUJHB007099
OG0002355	LOC109425885, LOC134292121	CQUJHB005547
OG0002356	LOC134291785, LOC115271088	CQUJHB018068
OG0002357	LOC109402775	CQUJHB013014, CQUJHB004041
OG0002358	LOC109422549, LOC134292205	CQUJHB002612
OG0002359	LOC109422641, LOC109402798	CQUJHB014974
OG0002360	LOC109403780	CQUJHB011367
OG0002361	LOC109622619, LOC109430237	CQUJHB004650
OG0002362	LOC109425087	CQUJHB014684
OG0002363	LOC109425132	CQUJHB006766
OG0002364	LOC134284637, LOC109411181	CQUJHB004756
OG0002365	LOC109425134	CQUJHB012487
OG0002366	LOC134287012, LOC109401720	CQUJHB009929
OG0002367	LOC109410425	CQUJHB016718, CQUJHB012929
OG0002368	LOC115266987	CQUJHB012789
OG0002369	LOC115268651, LOC109426460	CQUJHB007800
OG0002370	LOC109426459	CQUJHB009564
OG0002371	LOC109426436, LOC134291984	CQUJHB012855
OG0002372	LOC109421311	CQUJHB016742
OG0002373	LOC109418691	CQUJHB000794
OG0002374	LOC109424531	CQUJHB016411
OG0002375	LOC115269425, LOC109424529	CQUJHB009769
OG0002376	LOC109424530, LOC109428764	CQUJHB007982
OG0002377	LOC109411984	CQUJHB003022
OG0002378	LOC109428766, LOC109424527	CQUJHB006638
OG0002379	LOC134289516, LOC134291359, LOC109411968	CQUJHB017208
OG0002380	LOC109424556	CQUJHB010596
OG0002381	LOC109411982	CQUJHB009411
OG0002382	LOC134291462	CQUJHB012201
OG0002383	LOC109409560	CQUJHB010836
OG0002384	LOC109409568	CQUJHB014687
OG0002385	LOC109409562	CQUJHB012067
OG0002386	LOC115254140	CQUJHB004362
OG0002387	LOC109429595	CQUJHB015201
OG0002388	LOC109622823	CQUJHB012524
OG0002389	LOC109397530	CQUJHB010100
OG0002390	LOC134287219, LOC109400398	CQUJHB017513
OG0002391	LOC109430970	CQUJHB001336
OG0002392	LOC134283995, LOC109400418	CQUJHB005239
OG0002393	LOC109399284	CQUJHB010590
OG0002395	LOC115260692	CQUJHB016537
OG0002396	LOC109419673	CQUJHB001013
OG0002397	LOC109423063	CQUJHB013685
OG0002398	LOC109419656	CQUJHB006627
OG0002399	LOC109622736	CQUJHB000834
OG0002400	LOC109412133	CQUJHB018220
OG0002401	LOC109419770, LOC109398247	CQUJHB017267
OG0002402	LOC109419754	CQUJHB015436
OG0002403	LOC109419749	CQUJHB003337
OG0002404	LOC109425166	CQUJHB010074
OG0002405	LOC109400297	CQUJHB007031
OG0002406	LOC134287874	CQUJHB018093
OG0002407	LOC134286747, LOC134286746	CQUJHB016791
OG0002408	LOC134287870	CQUJHB000279
OG0002409	LOC109418673	CQUJHB001593
OG0002410	LOC109418659	CQUJHB013798
OG0002411	LOC109414804	CQUJHB011085
OG0002412	LOC109414787	CQUJHB012360
OG0002413	LOC115271101, LOC115261824, LOC109414795, LOC115267661, LOC109429954, LOC109429953	CQUJHB000065
OG0002414	LOC109413491	CQUJHB002452
OG0002415	LOC109621885	CQUJHB015531
OG0002416	LOC109397364	CQUJHB001206
OG0002417	LOC134287332, LOC109417971	CQUJHB005610
OG0002418	LOC109420244	CQUJHB006127
OG0002419	LOC115257373, LOC109412351	CQUJHB015871
OG0002420	LOC134287965	CQUJHB015617, CQUJHB017009
OG0002421	LOC109408720	CQUJHB016995
OG0002422	LOC109404201	CQUJHB017800
OG0002423	LOC109621948	CQUJHB012261
OG0002424	LOC109404208	CQUJHB013532
OG0002425	LOC109621971	CQUJHB007575
OG0002426	LOC109622032	CQUJHB015489
OG0002427	LOC115267754, LOC109428919	CQUJHB012702
OG0002428	LOC109429006	CQUJHB006392, CQUJHB003056
OG0002429	LOC115267545, LOC115253482	CQUJHB010909
OG0002430	LOC109398065	CQUJHB012663, CQUJHB006534
OG0002431	LOC109400785	CQUJHB018145
OG0002432	LOC109430180	CQUJHB002271
OG0002433	LOC109399618	CQUJHB008079
OG0002434	LOC134289649	CQUJHB006991
OG0002435	LOC109399629	CQUJHB007429
OG0002436	LOC134289651	CQUJHB018128
OG0002437	LOC109405162	CQUJHB015695
OG0002438	LOC115255638	CQUJHB008564, CQUJHB008781
OG0002439	LOC109420222, LOC134287057	CQUJHB003907
OG0002440	LOC109409973, LOC134287058	CQUJHB011136
OG0002441	LOC109420228	CQUJHB011205
OG0002442	LOC134287880	CQUJHB000964
OG0002443	LOC109424733, LOC109413656	CQUJHB003308
OG0002444	LOC109412776	CQUJHB013675
OG0002445	LOC109424734	CQUJHB005823
OG0002446	LOC115265347, LOC109411808	CQUJHB014878
OG0002447	LOC109427293	CQUJHB011832
OG0002448	LOC109418392	CQUJHB013948
OG0002449	LOC134287053, LOC109408297	CQUJHB005751
OG0002450	LOC109429300	CQUJHB010116
OG0002451	LOC109429298	CQUJHB013600
OG0002452	LOC109622685	CQUJHB017719
OG0002453	LOC109427437, LOC134284651	CQUJHB013401
OG0002454	LOC115254485	CQUJHB013158
OG0002455	LOC115260391, LOC109429374	CQUJHB008588
OG0002456	LOC109433510, LOC109410673	CQUJHB003838
OG0002457	LOC109410655	CQUJHB002815
OG0002458	LOC109410656	CQUJHB000792
OG0002459	LOC109433485	CQUJHB002715
OG0002460	LOC109411327	CQUJHB011919
OG0002461	LOC109415391	CQUJHB010798
OG0002462	LOC115254152	CQUJHB017675
OG0002463	LOC115256417	CQUJHB000507
OG0002464	LOC109420949, LOC109428960	CQUJHB009902
OG0002465	LOC109400723	CQUJHB008691
OG0002466	LOC109407578	CQUJHB011920
OG0002467	LOC109425912	CQUJHB006115
OG0002468	LOC109401774	CQUJHB012385
OG0002469	LOC109401773	CQUJHB011123
OG0002470	LOC109397889	CQUJHB002211
OG0002471	LOC134285697, LOC109416133	CQUJHB017557
OG0002472	LOC109416125	CQUJHB007761, CQUJHB001566
OG0002473	LOC109425676	CQUJHB012618
OG0002474	LOC115258592, LOC109428894	CQUJHB006279
OG0002475	LOC134289091, LOC109428851	CQUJHB001696
OG0002476	LOC115258597, LOC115264813	CQUJHB001299
OG0002477	LOC109417146	CQUJHB009749
OG0002478	LOC109406308	CQUJHB000020
OG0002479	LOC109422770	CQUJHB017215
OG0002480	LOC109425125	CQUJHB013708
OG0002481	LOC109621402	CQUJHB005702
OG0002482	LOC109421811, LOC109422789	CQUJHB000819
OG0002483	LOC109430213	CQUJHB000171
OG0002484	LOC109432132	CQUJHB010442
OG0002485	LOC109430214	CQUJHB005479
OG0002486	LOC109432118	CQUJHB007533
OG0002487	LOC109432163	CQUJHB016355
OG0002488	LOC109398924	CQUJHB010277, CQUJHB010094
OG0002489	LOC109398916	CQUJHB006093, CQUJHB018006
OG0002490	LOC109401589	CQUJHB012668, CQUJHB015680
OG0002491	LOC109431048	CQUJHB013800
OG0002492	LOC109407800	CQUJHB015851
OG0002493	LOC109431047, LOC134291461	CQUJHB015991
OG0002494	LOC109431050	CQUJHB007287
OG0002495	LOC109398833	CQUJHB008579
OG0002496	LOC134283901	CQUJHB017281
OG0002497	LOC109413893	CQUJHB003657
OG0002498	LOC115255941	CQUJHB000643
OG0002499	LOC109408612, LOC134290875	CQUJHB007300
OG0002500	LOC109426170	CQUJHB011172
OG0002501	LOC115263428	CQUJHB007006
OG0002502	LOC109408615	CQUJHB013686
OG0002503	LOC109418452	CQUJHB015917
OG0002504	LOC109426183	CQUJHB008232
OG0002505	LOC109427110	CQUJHB012068, CQUJHB008038
OG0002506	LOC109430272	CQUJHB003498
OG0002507	LOC109415541	CQUJHB015187
OG0002508	LOC109401602, LOC109401592	CQUJHB013504
OG0002509	LOC109413662	CQUJHB012352
OG0002510	LOC109413672	CQUJHB014679
OG0002511	LOC109413677	CQUJHB009676
OG0002512	LOC109622406	CQUJHB015655
OG0002513	LOC109413801	CQUJHB017553
OG0002514	LOC109424031	CQUJHB017708
OG0002515	LOC109412286	CQUJHB006348, CQUJHB015063
OG0002516	LOC109412821	CQUJHB006557
OG0002517	LOC109418134	CQUJHB006228
OG0002518	LOC109418128	CQUJHB009619
OG0002519	LOC109418316	CQUJHB011239
OG0002520	LOC109428086	CQUJHB018416
OG0002522	LOC109418463	CQUJHB001129
OG0002523	LOC109408911	CQUJHB012857
OG0002524	LOC109422823, LOC115254235	CQUJHB012681
OG0002525	LOC134289479	CQUJHB001347
OG0002526	LOC109430536	CQUJHB001835
OG0002527	LOC134284727	CQUJHB013109
OG0002528	LOC109414188	CQUJHB014190
OG0002529	LOC134284463	CQUJHB010186
OG0002530	LOC115268037	CQUJHB007078
OG0002530	LOC109426003	CQUJHB013495
OG0002531	LOC109425980	CQUJHB007211, CQUJHB011313
OG0002532	LOC115268207	CQUJHB004346
OG0002533	LOC115268040	CQUJHB014674
OG0002534	LOC109425999	CQUJHB013984
OG0002535	LOC109402897, LOC115264784	CQUJHB003824
OG0002536	LOC115265852	CQUJHB009733
OG0002537	LOC109408035, LOC109405150	CQUJHB015268
OG0002538	LOC109402504	CQUJHB002497, CQUJHB005070
OG0002539	LOC109402526	CQUJHB008846
OG0002540	LOC109621378	CQUJHB011114
OG0002541	LOC109402524	CQUJHB011485
OG0002542	LOC109405592, LOC134291522	CQUJHB012656
OG0002543	LOC109399481	CQUJHB017907
OG0002544	LOC109416575, LOC109404263	CQUJHB005985
OG0002545	LOC109404617, LOC109411691	CQUJHB004140
OG0002546	LOC115262165	CQUJHB017047
OG0002547	LOC115255812, LOC109398050	CQUJHB017911
OG0002548	LOC109397944, LOC109418984	CQUJHB014078
OG0002549	LOC109425640	CQUJHB015145
OG0002550	LOC115264543	CQUJHB004044
OG0002551	LOC115269966	CQUJHB012002
OG0002552	LOC109422844	CQUJHB014048
OG0002553	LOC109398302	CQUJHB010136
OG0002554	LOC109402332	CQUJHB006278
OG0002555	LOC134290438, LOC109422745	CQUJHB004110
OG0002556	LOC109411905	CQUJHB013878
OG0002557	LOC109410563	CQUJHB017473, CQUJHB005775
OG0002558	LOC109421148	CQUJHB002217
OG0002559	LOC109410561	CQUJHB007385
OG0002560	LOC109421162	CQUJHB006910
OG0002561	LOC109423199	CQUJHB015452
OG0002562	LOC109427130, LOC134288527	CQUJHB012582
OG0002563	LOC109406571, LOC134287362	CQUJHB014513
OG0002564	LOC109426577	CQUJHB010984
OG0002565	LOC134288526, LOC109426566	CQUJHB003369
OG0002566	LOC109426432	CQUJHB001402
OG0002567	LOC109415072	CQUJHB005685
OG0002568	LOC109404008	CQUJHB000006
OG0002569	LOC109414133	CQUJHB000293
OG0002571	LOC109427367	CQUJHB006090
OG0002572	LOC109427505	CQUJHB017578
OG0002573	LOC109414166	CQUJHB016861
OG0002574	LOC109403412	CQUJHB000934
OG0002575	LOC109403501, LOC134285707	CQUJHB010355
OG0002576	LOC109426385	CQUJHB017097
OG0002577	LOC109423327	CQUJHB016962
OG0002578	LOC109423975	CQUJHB012644
OG0002579	LOC134289836, LOC109418388	CQUJHB001217
OG0002580	LOC109405655	CQUJHB017277
OG0002581	LOC109405633	CQUJHB008792
OG0002582	LOC109408095, LOC109405124	CQUJHB013520
OG0002583	LOC109405653	CQUJHB000170
OG0002584	LOC109398814	CQUJHB000376
OG0002585	LOC109398867	CQUJHB015510
OG0002586	LOC109415154, LOC109401032	CQUJHB002474
OG0002587	LOC109623330	CQUJHB008457
OG0002588	LOC109426896	CQUJHB010356, CQUJHB017480
OG0002589	LOC134284181	CQUJHB007419, CQUJHB017663
OG0002590	LOC109426914, LOC115262691	CQUJHB007825
OG0002591	LOC115259608, LOC109416956	CQUJHB016206
OG0002593	LOC115259066, LOC109433120	CQUJHB012538
OG0002594	LOC109415651	CQUJHB010227, CQUJHB001162
OG0002595	LOC109421544, LOC134288911	CQUJHB000364
OG0002596	LOC109404488, LOC115261477	CQUJHB003929
OG0002597	LOC109404485, LOC109406304	CQUJHB002609
OG0002598	LOC115261515, LOC109406330	CQUJHB005715
OG0002599	LOC115255186	CQUJHB014079
OG0002600	LOC115255198	CQUJHB014170
OG0002601	LOC109404843	CQUJHB005109
OG0002602	LOC109406408	CQUJHB013121
OG0002603	LOC109414745	CQUJHB007242
OG0002604	LOC109409145, LOC109421538	CQUJHB011962
OG0002605	LOC109421533	CQUJHB005007
OG0002606	LOC109421532	CQUJHB009873
OG0002607	LOC109622812, LOC115258686	CQUJHB004753
OG0002608	LOC109416620	CQUJHB014707
OG0002609	LOC109432823	CQUJHB009964
OG0002610	LOC109432824	CQUJHB012314
OG0002611	LOC115263106	CQUJHB006484
OG0002612	LOC115266598	CQUJHB007541, CQUJHB014776
OG0002613	LOC109408281	CQUJHB017552
OG0002614	LOC109400374, LOC109432401	CQUJHB009165
OG0002615	LOC109400366, LOC115269287	CQUJHB013323
OG0002616	LOC109400373, LOC109432405	CQUJHB004053
OG0002617	LOC109432402, LOC109400372	CQUJHB014044
OG0002618	LOC115266307	CQUJHB016262
OG0002619	LOC109622266	CQUJHB005387, CQUJHB012817
OG0002620	LOC109414459	CQUJHB001622
OG0002621	LOC109421127	CQUJHB006066
OG0002622	LOC109397874, LOC109406979, LOC109397887, LOC109397888, LOC109406990, LOC109397886	CQUJHB002080
OG0002623	LOC109400501, LOC134285588	CQUJHB009671
OG0002624	LOC109417729	CQUJHB006768
OG0002625	LOC109417783	CQUJHB000731
OG0002626	LOC109430374	CQUJHB014604
OG0002627	LOC109411125	CQUJHB008047
OG0002628	LOC115266582	CQUJHB010447
OG0002629	LOC109407257	CQUJHB007559
OG0002630	LOC115254012	CQUJHB015682
OG0002631	LOC115258536, LOC134283945	CQUJHB010106
OG0002632	LOC115258892, LOC109410208	CQUJHB003136
OG0002633	LOC109410215	CQUJHB010113
OG0002634	LOC109417528	CQUJHB009470
OG0002635	LOC109417255	CQUJHB000728
OG0002636	LOC109403665	CQUJHB014197
OG0002637	LOC109430294	CQUJHB001164
OG0002638	LOC109411589	CQUJHB004695, CQUJHB008952
OG0002639	LOC109411591	CQUJHB005136
OG0002640	LOC134287987, LOC109622877	CQUJHB000308
OG0002641	LOC109622886	CQUJHB002923
OG0002642	LOC115258143, LOC109622884	CQUJHB007883
OG0002643	LOC115258207, LOC109622885	CQUJHB010422
OG0002644	LOC134288820, LOC109404604	CQUJHB008871
OG0002645	LOC109411702, LOC134283907	CQUJHB001356
OG0002646	LOC109411711, LOC134288818	CQUJHB018457
OG0002647	LOC134288821, LOC109411696	CQUJHB011256
OG0002648	LOC109411701, LOC134287354	CQUJHB012024
OG0002649	LOC109403439, LOC134292070	CQUJHB010624
OG0002650	LOC109399959	CQUJHB004020
OG0002651	LOC115256583, LOC109422035	CQUJHB001729
OG0002652	LOC109408897	CQUJHB000162
OG0002653	LOC109430050, LOC109416375	CQUJHB016662
OG0002654	LOC109422682	CQUJHB001055
OG0002655	LOC109422535, LOC109422674	CQUJHB013077
OG0002656	LOC109401135, LOC109422670	CQUJHB015806
OG0002657	LOC109430962, LOC109433386	CQUJHB008092
OG0002658	LOC109433057	CQUJHB010572
OG0002659	LOC109416093	CQUJHB001345
OG0002660	LOC115254121, LOC134289094	CQUJHB015998
OG0002661	LOC109429882	CQUJHB000685
OG0002662	LOC109433505	CQUJHB001289
OG0002663	LOC109410649	CQUJHB005294
OG0002664	LOC109410630	CQUJHB017689
OG0002665	LOC109411747	CQUJHB005976
OG0002666	LOC109411839	CQUJHB002953
OG0002667	LOC109429026	CQUJHB014443
OG0002668	LOC109429027	CQUJHB005696
OG0002669	LOC109399253	CQUJHB018482
OG0002670	LOC134285749, LOC109423578	CQUJHB016241, CQUJHB012834
OG0002671	LOC109399232	CQUJHB012955
OG0002672	LOC109399229	CQUJHB008399
OG0002673	LOC109421984	CQUJHB003072
OG0002674	LOC134285026, LOC115253977	CQUJHB017149
OG0002675	LOC109427501	CQUJHB003537
OG0002676	LOC109408454	CQUJHB010937
OG0002678	LOC115255722	CQUJHB012239
OG0002679	LOC134284525, LOC134287529	CQUJHB004260
OG0002680	LOC109423421	CQUJHB012667
OG0002681	LOC109427042	CQUJHB008560
OG0002682	LOC109426325	CQUJHB004519
OG0002683	LOC109426327	CQUJHB006002
OG0002684	LOC109407197	CQUJHB015994
OG0002685	LOC109405848	CQUJHB016204, CQUJHB009364
OG0002686	LOC109409748	CQUJHB015400, CQUJHB015398
OG0002687	LOC109409734	CQUJHB014346
OG0002688	LOC115253927	CQUJHB003012
OG0002689	LOC134292139, LOC109402347	CQUJHB002488
OG0002690	LOC109433646	CQUJHB000130
OG0002690	LOC109433642	CQUJHB014682
OG0002691	LOC115269543	CQUJHB017902
OG0002692	LOC109420029	CQUJHB000399
OG0002693	LOC115254285, LOC109433111	CQUJHB007979
OG0002694	LOC109407308	CQUJHB005894
OG0002695	LOC109402075, LOC109427373	CQUJHB018357
OG0002696	LOC109418026	CQUJHB016207
OG0002697	LOC109427333	CQUJHB015223, CQUJHB014396
OG0002698	LOC109419260	CQUJHB000191, CQUJHB009764
OG0002699	LOC109420153	CQUJHB006257
OG0002700	LOC115260154	CQUJHB002027
OG0002701	LOC109400612	CQUJHB018235
OG0002702	LOC109409483	CQUJHB017824
OG0002703	LOC109397238	CQUJHB012883
OG0002704	LOC109397252	CQUJHB005677
OG0002705	LOC109429542, LOC109430742	CQUJHB015309
OG0002706	LOC109405301, LOC134287693	CQUJHB006954
OG0002707	LOC109397253	CQUJHB009064
OG0002708	LOC134283999, LOC109427482	CQUJHB014646
OG0002709	LOC109427519	CQUJHB004296
OG0002710	LOC109427521	CQUJHB010975, CQUJHB009120
OG0002711	LOC109427523	CQUJHB003110
OG0002712	LOC109433587	CQUJHB006081
OG0002713	LOC109417954	CQUJHB009419
OG0002714	LOC134288469, LOC109417959	CQUJHB012566
OG0002715	LOC134284008, LOC109426849	CQUJHB011987
OG0002716	LOC134288472, LOC109426847	CQUJHB012279
OG0002717	LOC109424158	CQUJHB001036
OG0002718	LOC109430833, LOC109424157	CQUJHB008873
OG0002719	LOC109431288	CQUJHB003272
OG0002720	LOC109431310	CQUJHB007096
OG0002721	LOC109401442	CQUJHB009705
OG0002723	LOC115266368	CQUJHB004797
OG0002724	LOC109406055	CQUJHB014011
OG0002725	LOC109425601	CQUJHB001455
OG0002726	LOC109429088	CQUJHB015298
OG0002727	LOC109423216, LOC109397292	CQUJHB014575
OG0002728	LOC115268227, LOC109414912	CQUJHB005642
OG0002729	LOC109428913, LOC134291731	CQUJHB004878
OG0002730	LOC115267715, LOC115254630	CQUJHB000842
OG0002731	LOC109428999, LOC134291723	CQUJHB007189
OG0002732	LOC109423873	CQUJHB017636
OG0002733	LOC109419381	CQUJHB000668
OG0002734	LOC109418435, LOC115270953	CQUJHB017177
OG0002735	LOC109426161, LOC115263613	CQUJHB010265
OG0002736	LOC109427892	CQUJHB007073
OG0002737	LOC109427905	CQUJHB017928
OG0002738	LOC109427898, LOC115263987	CQUJHB001872
OG0002739	LOC109418757, LOC134292263	CQUJHB003138
OG0002740	LOC109406504	CQUJHB006895
OG0002741	LOC109406496	CQUJHB013964, CQUJHB008974
OG0002742	LOC134289600, LOC109432273	CQUJHB004019
OG0002743	LOC109397120, LOC134284675	CQUJHB011213
OG0002744	LOC115253526, LOC109427430	CQUJHB018454
OG0002745	LOC109427424, LOC109410145	CQUJHB007694
OG0002746	LOC109427418, LOC109410138	CQUJHB012821
OG0002747	LOC109410141, LOC115256388	CQUJHB013511
OG0002748	LOC109404983	CQUJHB005087
OG0002749	LOC109411462	CQUJHB014828
OG0002750	LOC109432412	CQUJHB013539
OG0002751	LOC109622983	CQUJHB017583, CQUJHB009012
OG0002752	LOC115254039, LOC109398996	CQUJHB014117
OG0002753	LOC115258629	CQUJHB002493
OG0002754	LOC115260562	CQUJHB013283
OG0002755	LOC109422989	CQUJHB000567
OG0002756	LOC109417874	CQUJHB000491
OG0002757	LOC134288486, LOC109426828	CQUJHB017655
OG0002758	LOC115254188	CQUJHB001767
OG0002759	LOC109398026	CQUJHB002397
OG0002760	LOC115267621	CQUJHB007807
OG0002761	LOC109431602, LOC109398048	CQUJHB000656
OG0002762	LOC115261809	CQUJHB003803
OG0002763	LOC109433065	CQUJHB014238
OG0002764	LOC109416703	CQUJHB001583
OG0002765	LOC115268944	CQUJHB009022, CQUJHB015690
OG0002766	LOC109416515	CQUJHB011679
OG0002767	LOC109622535	CQUJHB005870
OG0002768	LOC109621276	CQUJHB017884
OG0002769	LOC109409346	CQUJHB008154
OG0002770	LOC109410076	CQUJHB003361
OG0002771	LOC109415407	CQUJHB015723
OG0002772	LOC109430221	CQUJHB009477
