Orthogroup	Aalbopictus_AalbF5	AsinensisChina
OG0002641	LOC109622886	ASIC000702
OG0002642	LOC115258143, LOC109622884	ASIC002803
OG0002643	LOC115258207, LOC109622885	ASIC002802
OG0002644	LOC134288820, LOC109404604	ASIC007237
OG0002645	LOC109411702, LOC134283907	ASIC007233
OG0002646	LOC109411711, LOC134288818	ASIC007226
OG0002647	LOC134288821, LOC109411696	ASIC007239
OG0002648	LOC109411701, LOC134287354	ASIC007234
OG0002649	LOC109403439, LOC134292070	ASIC019374
OG0002650	LOC109399959	ASIC009533
OG0002651	LOC115256583, LOC109422035	ASIC017006
OG0002652	LOC109408897	ASIC008503
OG0002653	LOC109430050, LOC109416375	ASIC008452
OG0002654	LOC109422682	ASIC011225
OG0002655	LOC109422535, LOC109422674	ASIC009782
OG0002656	LOC109401135, LOC109422670	ASIC008428
OG0002657	LOC109430962, LOC109433386	ASIC006434
OG0002658	LOC109433057, LOC115253917	ASIC010728
OG0002659	LOC109416093	ASIC010904
OG0002660	LOC115254121, LOC134289094	ASIC000609
OG0002661	LOC109429882	ASIC007451
OG0002662	LOC109433505	ASIC015452
OG0002663	LOC109410649	ASIC022355
OG0002664	LOC109410630	ASIC017789
OG0002665	LOC109411747	ASIC007155
OG0002666	LOC109411839	ASIC007470, ASIC007471
OG0002667	LOC109429026	ASIC002855
OG0002668	LOC109429027	ASIC002858
OG0002669	LOC109399253	ASIC002857
OG0002670	LOC134285749, LOC109423578	ASIC005664
OG0002671	LOC109399232	ASIC002862
OG0002672	LOC109399229	ASIC002861
OG0002673	LOC109421984	ASIC007106
OG0002674	LOC134285026, LOC115253977	ASIC020385
OG0002675	LOC109427501	ASIC003912
OG0002676	LOC109408454	ASIC020231
OG0002677	LOC115261842, LOC134283988	ASIC020104, ASIC020103
OG0002678	LOC115255722	ASIC007572
OG0002679	LOC134284525, LOC134287529	ASIC011465
OG0002680	LOC109423421	ASIC014841, ASIC014840
OG0002681	LOC109427042	ASIC022212
OG0002682	LOC109426325	ASIC008341
OG0002683	LOC109426327	ASIC008343
OG0002684	LOC109407197	ASIC008339, ASIC008340
OG0002685	LOC109405848	ASIC008155
OG0002686	LOC109409748	ASIC015162
OG0002687	LOC109409734	ASIC007836, ASIC007838, ASIC007837
OG0002688	LOC115253927	ASIC008192
OG0002689	LOC134292139, LOC109402347	ASIC004790
OG0002691	LOC115269543	ASIC009526
OG0002692	LOC109420029	ASIC008569, ASIC008580
OG0002693	LOC115254285, LOC109433111	ASIC016186
OG0002694	LOC109407308	ASIC010636
OG0002695	LOC109402075, LOC109427373	ASIC009649
OG0002696	LOC109418026	ASIC018680
OG0002697	LOC109427333	ASIC021647
OG0002698	LOC109419260	ASIC021642
OG0002699	LOC109420153	ASIC019318
OG0002700	LOC115260154	ASIC005169, ASIC005167
OG0002701	LOC109400612	ASIC012958
OG0002702	LOC109409483	ASIC020463
OG0002703	LOC109397238	ASIC012581
OG0002704	LOC109397252	ASIC012577
OG0002705	LOC109429542, LOC109430742	ASIC014274
OG0002706	LOC109405301, LOC134287693	ASIC002702
OG0002707	LOC109397253	ASIC008788
OG0002708	LOC134283999, LOC109427482	ASIC003654
OG0002709	LOC109427519	ASIC009711
OG0002710	LOC109427521	ASIC014050
OG0002711	LOC109427523	ASIC009572, ASIC009574
OG0002712	LOC109433587	ASIC015787
OG0002713	LOC109417954	ASIC012200
OG0002714	LOC134288469, LOC109417959	ASIC021175
OG0002715	LOC134284008, LOC109426849	ASIC021173, ASIC021171
OG0002716	LOC134288472, LOC109426847	ASIC021174
OG0002718	LOC109430833, LOC109424157	ASIC016797
OG0002719	LOC109431288	ASIC018140
OG0002720	LOC109431310	ASIC018143, ASIC018142
OG0002722	LOC115255464, LOC109419959	ASIC017293
OG0002723	LOC115266368	ASIC014577
OG0002724	LOC109406055	ASIC016826
OG0002725	LOC109425601	ASIC009831, ASIC009832
OG0002726	LOC109429088	ASIC013430
OG0002727	LOC109423216, LOC109397292	ASIC015128
OG0002728	LOC115268227, LOC109414912	ASIC013884
OG0002729	LOC109428913, LOC134291731	ASIC013919
OG0002730	LOC115267715, LOC115254630	ASIC013888
OG0002731	LOC109428999, LOC134291723	ASIC013918
OG0002732	LOC109423873	ASIC016541
OG0002733	LOC109419381	ASIC002371
OG0002734	LOC109418435, LOC115270953	ASIC007018
OG0002735	LOC109426161, LOC115263613	ASIC007011
OG0002737	LOC109427905	ASIC017629
OG0002738	LOC109427898, LOC115263987	ASIC017619
OG0002739	LOC109418757, LOC134292263	ASIC011276
OG0002740	LOC109406504	ASIC015561
OG0002741	LOC109406496	ASIC015555
OG0002743	LOC109397120, LOC134284675	ASIC010972
OG0002744	LOC115253526, LOC109427430	ASIC006215
OG0002745	LOC109427424, LOC109410145	ASIC014048
OG0002746	LOC109427418, LOC109410138	ASIC012530
OG0002747	LOC109410141, LOC115256388	ASIC011725
OG0002748	LOC109404983	ASIC008810
OG0002749	LOC109411462	ASIC007786
OG0002750	LOC109432412	ASIC012557
OG0002751	LOC109622983	ASIC008850
OG0002752	LOC115254039, LOC109398996	ASIC008854
OG0002753	LOC115258629	ASIC014650
OG0002754	LOC115260562	ASIC010054
OG0002755	LOC109422989	ASIC009615
OG0002756	LOC109417874	ASIC015056
OG0002757	LOC134288486, LOC109426828	ASIC015058
OG0002758	LOC115254188	ASIC018925
OG0002759	LOC109398026	ASIC018928
OG0002760	LOC115267621	ASIC018927
OG0002761	LOC109431602, LOC109398048	ASIC002076
OG0002762	LOC115261809	ASIC014207
OG0002763	LOC109433065	ASIC014199
OG0002764	LOC109416703	ASIC011047
OG0002765	LOC115268944	ASIC019211
OG0002766	LOC109416515	ASIC019281
OG0002767	LOC109622535	ASIC003805
OG0002768	LOC109621276	ASIC003810
OG0002769	LOC109409346	ASIC003808
OG0002770	LOC109410076	ASIC011048
OG0002771	LOC109415407	ASIC021873
OG0002772	LOC109430221	ASIC014852
OG0002773	LOC109427548	ASIC004353
OG0002774	LOC109404810	ASIC020679
OG0002775	LOC109623259, LOC134291503	ASIC013500
OG0002776	LOC115258087	ASIC008216
OG0002777	LOC109621532	ASIC008310, ASIC008311
OG0002778	LOC109409849, LOC109397143	ASIC018145
OG0002779	LOC109410731	ASIC017803
OG0002780	LOC109410619	ASIC017775
OG0002781	LOC109424484	ASIC012593
OG0002782	LOC109405156	ASIC014915
OG0002783	LOC109401911, LOC134284970	ASIC007595
OG0002784	LOC115254007	ASIC020418
OG0002785	LOC109399117	ASIC004821
OG0002786	LOC109432750	ASIC014390
OG0002787	LOC109399098	ASIC015328
OG0002788	LOC134284889, LOC134284890	ASIC007129
OG0002789	LOC109397776	ASIC011845
OG0002790	LOC109621642	ASIC004010, ASIC004011
OG0002791	LOC109398017	ASIC009887
OG0002792	LOC109415966	ASIC004612
OG0002793	LOC115259620	ASIC003490
OG0002794	LOC109401859, LOC109414695	ASIC005226
OG0002795	LOC109415955, LOC134290774	ASIC004951
OG0002796	LOC109424457	ASIC018290
OG0002797	LOC115267038	ASIC021588, ASIC021589
OG0002798	LOC109425354	ASIC014326
OG0002799	LOC109622458	ASIC005193, ASIC005192
OG0002800	LOC109420214, LOC109410042	ASIC003098
OG0002801	LOC109420211, LOC109409981	ASIC003096
OG0002802	LOC109398509	ASIC015885
OG0002803	LOC109422123	ASIC016970
OG0002805	LOC109406732	ASIC013492
OG0002806	LOC109411942	ASIC013493
OG0002807	LOC109406734	ASIC013434
OG0002808	LOC109418223	ASIC011397
OG0002809	LOC109427984	ASIC011400
OG0002810	LOC109418222	ASIC011398
OG0002811	LOC109431670	ASIC018521
OG0002812	LOC109430859	ASIC018522
OG0002813	LOC109415314	ASIC004458
OG0002814	LOC109622056, LOC134284254	ASIC010067
OG0002815	LOC109405048	ASIC017088, ASIC000995, ASIC005334
OG0002816	LOC109621300	ASIC010066, ASIC010065
OG0002817	LOC109399954	ASIC005530
OG0002818	LOC109399955	ASIC014105
OG0002819	LOC109399937	ASIC003034
OG0002820	LOC109405206	ASIC015095
OG0002821	LOC109419782	ASIC009979
OG0002822	LOC109399794	ASIC008261
OG0002823	LOC109417815, LOC134288499	ASIC013702
OG0002824	LOC109400082, LOC109621625	ASIC002485
OG0002825	LOC134283994, LOC109400079	ASIC005535
OG0002826	LOC109400102, LOC109621585	ASIC002574
OG0002827	LOC109621633	ASIC021410
OG0002828	LOC109413837, LOC109407943	ASIC016867
OG0002829	LOC109622746	ASIC004075
OG0002830	LOC109419559	ASIC004076
OG0002831	LOC115269232	ASIC004061
OG0002832	LOC109425462	ASIC010374
OG0002833	LOC109421733	ASIC008168, ASIC008169
OG0002834	LOC109425452	ASIC008172, ASIC008173
OG0002835	LOC109428789	ASIC005399
OG0002836	LOC109428785	ASIC019311
OG0002837	LOC109428779	ASIC019310
OG0002838	LOC109429046	ASIC019690
OG0002839	LOC109401376, LOC109432900	ASIC004874
OG0002840	LOC109432889	ASIC004879, ASIC004878
OG0002841	LOC134284072, LOC109431885	ASIC011568
OG0002842	LOC134290029, LOC109422738	ASIC011557
OG0002843	LOC109422734	ASIC011546
OG0002844	LOC109422735	ASIC011524
OG0002845	LOC115263279	ASIC018518
OG0002846	LOC109406612	ASIC020409
OG0002847	LOC109402790	ASIC003296
OG0002849	LOC109425780	ASIC019466
OG0002850	LOC109407520	ASIC019469
OG0002851	LOC109408676	ASIC018923
OG0002852	LOC109408672	ASIC018916
OG0002853	LOC115270351	ASIC018924
OG0002854	LOC109416369	ASIC020582, ASIC020586
OG0002855	LOC109430041	ASIC006157
OG0002856	LOC109416376, LOC109430005	ASIC014243
OG0002857	LOC109416360, LOC115254184	ASIC014338
OG0002858	LOC109413690	ASIC007067, ASIC001983
OG0002859	LOC109413778	ASIC007066
OG0002860	LOC109429722	ASIC014845
OG0002861	LOC115264153	ASIC001564
OG0002862	LOC109429655, LOC115262110	ASIC006726
OG0002863	LOC134288506, LOC109426687	ASIC018624
OG0002864	LOC109397066, LOC134285650	ASIC003485
OG0002866	LOC109622838	ASIC020741
OG0002867	LOC115255129, LOC115255131	ASIC015779
OG0002868	LOC109398902	ASIC005136
OG0002869	LOC109398742, LOC134284926	ASIC005222
OG0002870	LOC109408016	ASIC015052
OG0002871	LOC109406901	ASIC015483
OG0002872	LOC109414761, LOC115267376	ASIC006123
OG0002873	LOC115254028	ASIC017226
OG0002874	LOC109420799	ASIC013516
OG0002875	LOC109399514	ASIC019599
OG0002876	LOC109399473	ASIC011764
OG0002877	LOC109404280, LOC109621264	ASIC020070
OG0002878	LOC109398451	ASIC014747
OG0002879	LOC109423883	ASIC006465
OG0002880	LOC109409291	ASIC002239
OG0002881	LOC115258593	ASIC002244
OG0002882	LOC109432157	ASIC006154
OG0002884	LOC109401476	ASIC004634
OG0002885	LOC109408779	ASIC018336
OG0002886	LOC134287269, LOC109399863	ASIC013217
OG0002887	LOC134283971, LOC109403649	ASIC015032
OG0002889	LOC109408341	ASIC003668
OG0002890	LOC109415061, LOC109403284	ASIC011322
OG0002891	LOC109403285, LOC109415064	ASIC013219
OG0002892	LOC115261336, LOC109415063	ASIC011321
OG0002893	LOC109415065, LOC109403286	ASIC013208
OG0002894	LOC109416753	ASIC018583
OG0002895	LOC109407459	ASIC017352
OG0002896	LOC109406316	ASIC020992, ASIC020991
OG0002897	LOC109419688	ASIC003795
OG0002898	LOC134288594	ASIC003762
OG0002899	LOC109411306	ASIC010697
OG0002900	LOC115269766, LOC109401269	ASIC022314
OG0002901	LOC109622030, LOC109622003	ASIC013542
OG0002902	LOC134287905	ASIC013548
OG0002903	LOC109420723	ASIC013538
OG0002904	LOC109404738	ASIC017407
OG0002905	LOC109421517	ASIC012860
OG0002906	LOC109421564	ASIC012856
OG0002907	LOC134288031	ASIC009178
OG0002908	LOC109415971	ASIC004628
OG0002909	LOC109415977	ASIC013248
OG0002910	LOC109419222	ASIC004658
OG0002911	LOC109408788	ASIC016888
OG0002912	LOC109404981	ASIC008034
OG0002913	LOC109410438	ASIC013259
OG0002914	LOC109422472	ASIC016771
OG0002915	LOC115259341, LOC115259353	ASIC011218
OG0002916	LOC134285541, LOC109412718	ASIC001366
OG0002917	LOC109408300	ASIC004104
OG0002918	LOC109414994	ASIC013480, ASIC013479
OG0002919	LOC115256333	ASIC007087
OG0002920	LOC109425246	ASIC021923
OG0002921	LOC134284825	ASIC009054
OG0002922	LOC109425484, LOC109412265	ASIC010247
OG0002923	LOC109433136	ASIC014118
OG0002924	LOC109430752, LOC109405395	ASIC007264
OG0002925	LOC109431068	ASIC008189, ASIC017143
OG0002926	LOC109422398	ASIC005021
OG0002927	LOC109428879	ASIC018070
OG0002928	LOC109428878	ASIC018059, ASIC018081
OG0002929	LOC109621280	ASIC019260
OG0002930	LOC109424016	ASIC008239
OG0002931	LOC115266038	ASIC002050
OG0002932	LOC109428798	ASIC014440
OG0002933	LOC109409726	ASIC007800
OG0002934	LOC109401017	ASIC008903
OG0002935	LOC109401002, LOC109429323	ASIC010925
OG0002936	LOC134291418, LOC109418513	ASIC004970
OG0002937	LOC109399407	ASIC016717
OG0002938	LOC109399403	ASIC016713
OG0002939	LOC109423080	ASIC019165
OG0002941	LOC109411288	ASIC013381, ASIC013382
OG0002942	LOC109423303	ASIC003760, ASIC003761
OG0002943	LOC109426157, LOC115267614	ASIC018798
OG0002944	LOC115267435	ASIC015898
OG0002945	LOC109418503	ASIC017930
OG0002946	LOC109413068	ASIC011277
OG0002947	LOC134289743, LOC109426404	ASIC017812
OG0002948	LOC109432061	ASIC005496
OG0002949	LOC109401252, LOC109413593	ASIC011832
OG0002950	LOC109413595, LOC115262728	ASIC009342
OG0002951	LOC109432065	ASIC005498
OG0002952	LOC109412185	ASIC017139
OG0002953	LOC109412183	ASIC018599
OG0002954	LOC109431645	ASIC006244
OG0002955	LOC109398105	ASIC016039
OG0002956	LOC109414181	ASIC000816
OG0002958	LOC109433101	ASIC015440
OG0002959	LOC109408799	ASIC019400
OG0002960	LOC109432693	ASIC018184
OG0002961	LOC109431303	ASIC008116, ASIC008117
OG0002962	LOC109412519	ASIC011756, ASIC011754
OG0002963	LOC109412526	ASIC011759
OG0002964	LOC134284688	ASIC018354
OG0002965	LOC109623404	ASIC006699
OG0002966	LOC109399662	ASIC018078
OG0002967	LOC109418822, LOC109418943	ASIC018089
OG0002968	LOC109415718	ASIC020111
OG0002969	LOC109420811	ASIC010413
OG0002970	LOC109399837	ASIC014324
OG0002971	LOC115269309	ASIC014862, ASIC014863
OG0002972	LOC109432939	ASIC009530
OG0002973	LOC109404813	ASIC006755
OG0002974	LOC109623256	ASIC005994
OG0002975	LOC109623254	ASIC005996
OG0002976	LOC134284664	ASIC019249
OG0002977	LOC109414138	ASIC003336
OG0002978	LOC109431484	ASIC011034, ASIC005376
OG0002979	LOC109431436	ASIC019397
OG0002980	LOC109410413	ASIC010372
OG0002981	LOC109405853	ASIC010368
OG0002983	LOC109421921	ASIC020890
OG0002984	LOC109412837	ASIC014696
OG0002985	LOC109408005	ASIC003006
OG0002986	LOC109430822	ASIC019133
OG0002987	LOC109430819	ASIC019111
OG0002988	LOC109402444	ASIC014265
OG0002989	LOC115253706	ASIC000617
OG0002990	LOC109405990	ASIC012489
OG0002991	LOC109414018, LOC115264998	ASIC014661
OG0002992	LOC115256515	ASIC004481
OG0002993	LOC115266573	ASIC019228, ASIC019226
OG0002994	LOC109418833	ASIC018177
OG0002995	LOC109402588	ASIC016757
OG0002996	LOC109398724, LOC134285945	ASIC001516
OG0002997	LOC134285944, LOC109398728	ASIC001517
OG0002998	LOC109422161, LOC109428453	ASIC009547
OG0002999	LOC109419905	ASIC012786
OG0003000	LOC109402443	ASIC006164
OG0003001	LOC109423544	ASIC006161
OG0003002	LOC109423536	ASIC006165
OG0003003	LOC109423542	ASIC006162
OG0003004	LOC109412145	ASIC008721
OG0003005	LOC109418883	ASIC012945
OG0003006	LOC109412628, LOC115254160	ASIC012946
OG0003007	LOC109398506	ASIC015882, ASIC015883
OG0003008	LOC109409150	ASIC003713, ASIC003820
OG0003009	LOC109431812	ASIC011587
OG0003010	LOC115254122	ASIC011586
OG0003011	LOC109422687	ASIC011234
OG0003012	LOC109399475	ASIC017335, ASIC016920
OG0003013	LOC134285051	ASIC009638
OG0003014	LOC134291878, LOC134291442	ASIC008222
OG0003015	LOC134291841, LOC109396999	ASIC009856
OG0003016	LOC115259492, LOC109396991	ASIC009854
OG0003017	LOC134291804, LOC109397146	ASIC011309
OG0003018	LOC134291394, LOC109418632	ASIC010205
OG0003019	LOC109419150	ASIC011592
OG0003020	LOC109420720, LOC115255144	ASIC012837
OG0003021	LOC115258034	ASIC001120, ASIC020843
OG0003022	LOC109399928	ASIC012648
OG0003023	LOC109419097, LOC109409327	ASIC017186
OG0003024	LOC109399413	ASIC022272, ASIC011043
OG0003025	LOC109401076	ASIC001487
OG0003026	LOC109424687	ASIC017973
OG0003027	LOC134291632, LOC109424710	ASIC017967
OG0003028	LOC109424685	ASIC017972
OG0003029	LOC109420086	ASIC007506, ASIC007505
OG0003030	LOC109426376	ASIC013039
OG0003031	LOC109412540, LOC109420844	ASIC017338
OG0003032	LOC109420547	ASIC005873, ASIC005872
OG0003033	LOC109418409, LOC109426125	ASIC011755
OG0003034	LOC109414569	ASIC008144
OG0003035	LOC109418555	ASIC019960
OG0003036	LOC109413116	ASIC019959
OG0003037	LOC109426789	ASIC016588
OG0003038	LOC109417825, LOC134288493	ASIC016590
OG0003039	LOC109412857, LOC134288997	ASIC005680
OG0003040	LOC115270335, LOC134284237, LOC109426190	ASIC021701
OG0003041	LOC109400258, LOC115266514	ASIC009123
OG0003042	LOC109428240	ASIC012047, ASIC012048
OG0003043	LOC109428235	ASIC012043
OG0003044	LOC115266377	ASIC012046
OG0003045	LOC109430922	ASIC019210
OG0003046	LOC115253559	ASIC019989
OG0003047	LOC109399520	ASIC011771
OG0003048	LOC109399934	ASIC014378, ASIC001680
OG0003049	LOC109423260, LOC134288680	ASIC003682
OG0003050	LOC109424672	ASIC018006
OG0003051	LOC109411069	ASIC012315, ASIC012318
OG0003052	LOC109406508, LOC109418772	ASIC011187
OG0003053	LOC109406950, LOC109405955	ASIC014882
OG0003054	LOC109430725	ASIC011152
OG0003055	LOC109398320	ASIC003782
OG0003056	LOC109428417	ASIC000611, ASIC000622
OG0003057	LOC109426373, LOC115257248	ASIC019098
OG0003058	LOC109432620	ASIC017047
OG0003059	LOC109407201, LOC109405873	ASIC006894
OG0003060	LOC109428578, LOC109416909	ASIC006236
OG0003061	LOC109415956, LOC134291351	ASIC015922
OG0003062	LOC109400411, LOC134287232	ASIC020179
OG0003063	LOC115257588, LOC109433192	ASIC022344
OG0003064	LOC109433178	ASIC017983
OG0003065	LOC109429328	ASIC008898
OG0003066	LOC115262649, LOC109418341	ASIC013815
OG0003067	LOC109432295, LOC115267804	ASIC003642
OG0003068	LOC134285370	ASIC004913
OG0003069	LOC109417225	ASIC010245
OG0003070	LOC134284042, LOC109418642	ASIC011824
OG0003071	LOC109423070, LOC109432374	ASIC015308
OG0003072	LOC115260687, LOC109432375	ASIC006518
OG0003073	LOC109399426	ASIC016707
OG0003074	LOC115254061	ASIC008494, ASIC004520
OG0003075	LOC115253686	ASIC014483
OG0003076	LOC109402903	ASIC008378, ASIC022175
OG0003077	LOC115264688, LOC109402894	ASIC008380
OG0003078	LOC109418001, LOC109406026	ASIC021182
OG0003079	LOC109417719	ASIC013632
OG0003080	LOC115255798	ASIC012920
OG0003081	LOC109400408	ASIC020174
OG0003082	LOC109412190	ASIC014154
OG0003083	LOC109417111	ASIC021594
OG0003084	LOC109431839, LOC134290020	ASIC008431
OG0003085	LOC109431791	ASIC011521
OG0003086	LOC109411495	ASIC014061
OG0003087	LOC109423676	ASIC019269
OG0003088	LOC115253444	ASIC005236
OG0003089	LOC109411499	ASIC008804
OG0003090	LOC109427361	ASIC009516
OG0003091	LOC109407772	ASIC012950
OG0003092	LOC109427947	ASIC014676
OG0003093	LOC115270318, LOC109424246	ASIC019576, ASIC019532
OG0003094	LOC109425687	ASIC018255
OG0003095	LOC109420610	ASIC012143
OG0003096	LOC109417981	ASIC016881
OG0003097	LOC109406936	ASIC012096
OG0003098	LOC109399757	ASIC008752
OG0003099	LOC134288730, LOC109410129	ASIC019700
OG0003100	LOC109409987	ASIC003089
OG0003101	LOC109405229	ASIC003320
OG0003102	LOC109417684	ASIC003447
OG0003103	LOC115257979	ASIC017259
OG0003105	LOC109412650	ASIC017257
OG0003106	LOC109413279	ASIC021927
OG0003107	LOC109418065	ASIC002410
OG0003108	LOC109407940	ASIC019039
OG0003109	LOC109428409	ASIC006305
OG0003110	LOC109432363, LOC109423029	ASIC017070
OG0003111	LOC115260966	ASIC018246
OG0003112	LOC109426645	ASIC016631
OG0003113	LOC109404234	ASIC012481
OG0003114	LOC109401292	ASIC011801
OG0003115	LOC109423532	ASIC014247
OG0003116	LOC109415875	ASIC009284
OG0003117	LOC109415873	ASIC017346
OG0003118	LOC109403674	ASIC018938
OG0003119	LOC109399518	ASIC011781
OG0003120	LOC109406109	ASIC018814
OG0003121	LOC109407921	ASIC016819, ASIC016818
OG0003122	LOC109415637	ASIC006283
OG0003123	LOC109414469	ASIC016489
OG0003124	LOC109428640, LOC109420994	ASIC012597
OG0003125	LOC115256055, LOC109429524	ASIC014307
OG0003126	LOC109414760, LOC109403605	ASIC012580
OG0003127	LOC109433262, LOC109424261	ASIC006583
OG0003128	LOC109405137	ASIC020350, ASIC016055
OG0003129	LOC109430702	ASIC011943
OG0003130	LOC109428569	ASIC020764
OG0003131	LOC109427343, LOC134288744	ASIC009513
OG0003132	LOC109400111, LOC109621587	ASIC014337
OG0003133	LOC115267008	ASIC002562
OG0003134	LOC109412148	ASIC016788
OG0003135	LOC115254040, LOC134285605	ASIC013471
OG0003136	LOC109419572	ASIC004519
OG0003137	LOC109409768	ASIC015139
OG0003138	LOC134290974, LOC109410581	ASIC018096
OG0003139	LOC109415776	ASIC009118
OG0003140	LOC109415405	ASIC021929
OG0003141	LOC115262774, LOC109431029	ASIC015620
OG0003142	LOC109418271, LOC109428050	ASIC002418
OG0003143	LOC109419901	ASIC009775
OG0003144	LOC109402239	ASIC013142
OG0003145	LOC134287836, LOC109408106	ASIC003172
OG0003146	LOC109418633, LOC134284046	ASIC011823
OG0003147	LOC134284015, LOC109422660	ASIC008417
OG0003148	LOC115256368	ASIC013011
OG0003149	LOC115253721	ASIC014491, ASIC014492
OG0003150	LOC134285127, LOC115253439	ASIC000613
OG0003151	LOC109421800	ASIC011452
OG0003152	LOC109431133	ASIC020336
OG0003153	LOC109426709	ASIC010341
OG0003154	LOC109429555	ASIC007321, ASIC007322
OG0003155	LOC109418942	ASIC021333
OG0003156	LOC109404484	ASIC021003
OG0003157	LOC109411739	ASIC007160
