Orthogroup	Aalbopictus_AalbF5	LlongipalpisASM
OG0001855	LOC109404342	LOC129794073
OG0001856	LOC109409625	LOC129789363
OG0001857	LOC109622061	LOC129797241
OG0001859	LOC115260811	LOC129791467
OG0001860	LOC134291182, LOC109404964	LOC129796988
OG0001861	LOC109408373	LOC129792410
OG0001862	LOC109423135	LOC129787215
OG0001863	LOC109403764	LOC129792072
OG0001864	LOC134284696, LOC109400987	LOC129790855
OG0001865	LOC109402625, LOC134284665	LOC129790845
OG0001866	LOC109421746	LOC129795328
OG0001867	LOC109419826	LOC129788957
OG0001868	LOC109412872	LOC129787270
OG0001869	LOC109418781	LOC129795513
OG0001870	LOC109426187	LOC129786560
OG0001871	LOC109422596	LOC129787708
OG0001873	LOC109399319	LOC129787651
OG0001874	LOC109419187	LOC129795307
OG0001875	LOC109419645	LOC129794108
OG0001876	LOC109397249	LOC129786760
OG0001879	LOC109621461	LOC129794824
OG0001881	LOC109406017	LOC129787945, LOC129794298, LOC129794305
OG0001882	LOC109398299	LOC129789049
OG0001883	LOC109419707, LOC109398542	LOC129793191
OG0001884	LOC134285003	LOC129790026
OG0001885	LOC109415066, LOC109403279	LOC129791203
OG0001886	LOC109424966	LOC129785854
OG0001887	LOC115257308	LOC129789344, LOC129789624
OG0001889	LOC109433612	LOC129789558
OG0001890	LOC134290813, LOC109425718	LOC129796812
OG0001891	LOC109419396, LOC115255253	LOC129788054
OG0001892	LOC109406961	LOC129787869
OG0001893	LOC115268038	LOC129795913
OG0001894	LOC109405079	LOC129790362
OG0001895	LOC109404946	LOC129793818
OG0001896	LOC109398729	LOC129788046
OG0001897	LOC109427728	LOC129790146
OG0001898	LOC109397684	LOC129793044, LOC129790873, LOC129793877
OG0001899	LOC109421627, LOC109407309	LOC129788657
OG0001901	LOC109401394	LOC129791155
OG0001902	LOC109425480	LOC129792775
OG0001905	LOC115260613, LOC109422822	LOC129787833
OG0001906	LOC115263719	LOC129788661
OG0001908	LOC109399310	LOC129787564
OG0001909	LOC109401882	LOC129790425
OG0001911	LOC134288626, LOC109412697, LOC109412674, LOC109418867	LOC129791574
OG0001912	LOC109418706	LOC129795945
OG0001913	LOC109415218	LOC129790847
OG0001914	LOC109622269, LOC134284321	LOC129794648
OG0001915	LOC109411724	LOC129795734
OG0001916	LOC109418329, LOC109427298, LOC134290652	LOC129791707
OG0001917	LOC134289826, LOC134290016	LOC129795172, LOC129795169
OG0001918	LOC109416319, LOC109426538	LOC129790323
OG0001919	LOC109404918	LOC129791890
OG0001920	LOC134291561, LOC134292029	LOC129789627
OG0001923	LOC109418028	LOC129792576
OG0001924	LOC109407223	LOC129788384
OG0001925	LOC134289014, LOC109433003	LOC129791354
OG0001926	LOC109422966	LOC129789853
OG0001928	LOC109411119	LOC129787417
OG0001929	LOC109415216	LOC129790888
OG0001930	LOC109407984	LOC129791566
OG0001931	LOC109431473	LOC129788027
OG0001933	LOC109422611, LOC134290099	LOC129790383
OG0001934	LOC109409980, LOC109420213	LOC129793593
OG0001935	LOC115255029	LOC129787271
OG0001937	LOC109428694	LOC129792078
OG0001938	LOC134289924, LOC134291084	LOC129796602
OG0001939	LOC109431794	LOC129787144
OG0001940	LOC109402629, LOC134284706	LOC129788550
OG0001941	LOC109428574	LOC129790566
OG0001942	LOC109430547	LOC129787632
OG0001943	LOC109423620, LOC109400223	LOC129787936
OG0001944	LOC115267705, LOC109401974	LOC129787103
OG0001945	LOC109416118	LOC129788609
OG0001946	LOC109428492	LOC129789835
OG0001947	LOC109398278, LOC134287376	LOC129793148
OG0001948	LOC134285004	LOC129790027
OG0001949	LOC109411764, LOC134283906, LOC115262162	LOC129791154
OG0001950	LOC109420871	LOC129791722
OG0001951	LOC109429628	LOC129788275
OG0001952	LOC109414279	LOC129794314
OG0001953	LOC109400594	LOC129793162
OG0001954	LOC115269977	LOC129794292
OG0001955	LOC109429386	LOC129792214
OG0001956	LOC109424975, LOC109431086	LOC129788139
OG0001957	LOC115254148	LOC129793821
OG0001958	LOC109422033, LOC115258249	LOC129785990
OG0001959	LOC109400375, LOC134292012	LOC129786145
OG0001960	LOC109400170	LOC129789692, LOC129789672, LOC129795154
OG0001961	LOC115262164, LOC109411692	LOC129792189
OG0001962	LOC109411919	LOC129796121
OG0001963	LOC109400999	LOC129790872
OG0001964	LOC115259196	LOC129793403
OG0001965	LOC109408777	LOC129795975
OG0001968	LOC109432288, LOC109397081	LOC129790144, LOC129793916
OG0001970	LOC109430327	LOC129797434
OG0001971	LOC109622601, LOC115262671	LOC129793531
OG0001974	LOC109424678	LOC129785856
OG0001975	LOC109404750	LOC129792950, LOC129792892
OG0001976	LOC134290393, LOC109424037	LOC129795962
OG0001977	LOC115256432, LOC115256898	LOC129789328
OG0001978	LOC109415848	LOC129794833, LOC129795403
OG0001979	LOC109405716	LOC129786351
OG0001980	LOC109421982	LOC129789419, LOC129789930
OG0001981	LOC109401056	LOC129796027
OG0001982	LOC109408928	LOC129789617
OG0001983	LOC109428527	LOC129789082
OG0001984	LOC134289613, LOC134289614	LOC129789641
OG0001988	LOC109403458	LOC129795250, LOC129795018
OG0001990	LOC109421267, LOC109621817, LOC115264473, LOC109407591, LOC109407662, LOC109407592, LOC109407594, LOC134289918, LOC109425859, LOC109407593, LOC134292133	LOC129795166
OG0001991	LOC109408951	LOC129786287
OG0001997	LOC109621246, LOC109427461	LOC129787900
OG0001998	LOC109427676	LOC129790854
OG0001999	LOC109430431	LOC129786899, LOC129787840, LOC129786903, LOC129787573, LOC129794502, LOC129794473, LOC129787699, LOC129786900, LOC129786901, LOC129787813, LOC129786902
OG0002027	LOC134284098	LOC129786348
OG0002028	LOC109400867	LOC129786183
OG0002029	LOC109400853	LOC129786150
OG0002030	LOC109415517	LOC129796868
OG0002031	LOC109622166, LOC115258974	LOC129794312
OG0002032	LOC109416752	LOC129796943
OG0002033	LOC109400817	LOC129796820
OG0002034	LOC109408864	LOC129790140
OG0002035	LOC109400059	LOC129789332
OG0002036	LOC109430465	LOC129797306
OG0002037	LOC109400635	LOC129786088
OG0002038	LOC109409544	LOC129797429
OG0002039	LOC109405475	LOC129797746
OG0002040	LOC109423284	LOC129797304, LOC129797307
OG0002041	LOC134291427	LOC129787111
OG0002042	LOC109409112, LOC109420361	LOC129787206
OG0002043	LOC109407042, LOC134284007	LOC129792702
OG0002044	LOC109424917, LOC134289878	LOC129793762
OG0002045	LOC109431073	LOC129788678
OG0002046	LOC109424407	LOC129787153
OG0002047	LOC134287379, LOC109402571	LOC129792995
OG0002048	LOC109422373	LOC129795712
OG0002049	LOC109422315	LOC129787065
OG0002050	LOC109399436	LOC129787969
OG0002052	LOC109400724, LOC134288393	LOC129793489
OG0002053	LOC134284704, LOC109399363	LOC129797520
OG0002054	LOC109426021	LOC129796471
OG0002055	LOC109427215	LOC129795446
OG0002056	LOC109411621	LOC129796303
OG0002057	LOC115254070	LOC129796472
OG0002058	LOC109427264	LOC129793910
OG0002059	LOC109411614	LOC129796534
OG0002060	LOC115261425	LOC129794853
OG0002061	LOC109411631	LOC129787988
OG0002062	LOC109428135	LOC129796074
OG0002063	LOC109403732	LOC129797489
OG0002064	LOC115267986	LOC129796436
OG0002065	LOC115267989	LOC129792004, LOC129794614
OG0002066	LOC109407648	LOC129796138
OG0002067	LOC109421749	LOC129795350
OG0002068	LOC109421742	LOC129797761
OG0002069	LOC115265604	LOC129797826, LOC129788594
OG0002071	LOC109426042	LOC129795692
OG0002072	LOC109429538	LOC129789432
OG0002073	LOC109418903, LOC134287421	LOC129794275
OG0002074	LOC109407764, LOC134287422	LOC129792662
OG0002075	LOC134288620, LOC109407766	LOC129792271
OG0002076	LOC109407765, LOC134288618	LOC129792610
OG0002077	LOC115268668	LOC129795742
OG0002078	LOC115269073	LOC129786002
OG0002079	LOC109413927	LOC129786109
OG0002080	LOC109622070	LOC129794911
OG0002081	LOC115267811	LOC129788016, LOC129795800
OG0002082	LOC115260975, LOC109432267	LOC129794597
OG0002083	LOC109397123, LOC134289571	LOC129787679
OG0002084	LOC134291763, LOC109432323	LOC129791859
OG0002085	LOC109410268	LOC129788403, LOC129788402
OG0002086	LOC109410742	LOC129786135, LOC129786019
OG0002087	LOC109403343	LOC129796881
OG0002088	LOC109403370	LOC129795724
OG0002089	LOC109410756	LOC129796615
OG0002090	LOC109622181	LOC129796235
OG0002091	LOC109410269	LOC129788450
OG0002092	LOC109410744	LOC129787669
OG0002093	LOC109419095	LOC129795709
OG0002094	LOC109403365	LOC129795213
OG0002095	LOC109426154, LOC115262909	LOC129786568
OG0002098	LOC109418416, LOC115262876	LOC129785822
OG0002099	LOC109418413, LOC115263952	LOC129797209
OG0002100	LOC109410392	LOC129793188, LOC129793187
OG0002101	LOC109430278	LOC129787041
OG0002102	LOC115255990, LOC109430275	LOC129787051
OG0002103	LOC109428428	LOC129790062
OG0002104	LOC109425830	LOC129795021, LOC129788515
OG0002105	LOC109419582, LOC134287816	LOC129790023
OG0002106	LOC109409242	LOC129791064
OG0002107	LOC109419602	LOC129796177
OG0002108	LOC109397554	LOC129788481
OG0002109	LOC115253868	LOC129791914
OG0002110	LOC109419603	LOC129790068
OG0002111	LOC109418101	LOC129796167
OG0002112	LOC109405331, LOC109422994	LOC129789295
OG0002113	LOC109407734	LOC129788380
OG0002114	LOC109419706	LOC129790798
OG0002115	LOC109419413	LOC129792622
OG0002116	LOC109416058, LOC134288309	LOC129791818
OG0002117	LOC115263247	LOC129792628
OG0002118	LOC115253829	LOC129792365
OG0002119	LOC109419421	LOC129792165
OG0002120	LOC109428485	LOC129786317
OG0002121	LOC109622653	LOC129789097
OG0002122	LOC109428898	LOC129791865
OG0002123	LOC134287413, LOC109418954	LOC129792550
OG0002124	LOC109423789	LOC129792128
OG0002125	LOC109430785	LOC129789847, LOC129791422
OG0002126	LOC109430626	LOC129793297
OG0002127	LOC115270285	LOC129792100
OG0002128	LOC109406442	LOC129792548
OG0002129	LOC109413170	LOC129792129
OG0002130	LOC109418076, LOC134289683	LOC129794340
OG0002131	LOC109418045	LOC129797194
OG0002132	LOC109418078	LOC129792102
OG0002133	LOC109418113	LOC129793858
OG0002134	LOC109403570	LOC129790066
OG0002135	LOC134287957, LOC109412372	LOC129795626
OG0002136	LOC109432886, LOC109401423	LOC129789141
OG0002137	LOC109432885	LOC129789022
OG0002138	LOC109432877	LOC129786190
OG0002139	LOC109432878, LOC115257144	LOC129788531
OG0002140	LOC109412364, LOC134287960	LOC129792041
OG0002141	LOC109401402, LOC134287975	LOC129794790
OG0002142	LOC109412374	LOC129794293
OG0002143	LOC109422420	LOC129794878
OG0002144	LOC115253715, LOC115257520	LOC129796165
OG0002145	LOC109417180, LOC115258192	LOC129794992
OG0002146	LOC109622503	LOC129792611
OG0002149	LOC109423358	LOC129795812
OG0002150	LOC109622494, LOC109408572	LOC129793207
OG0002151	LOC109423373	LOC129792849
OG0002152	LOC134284473, LOC109622496	LOC129787483
OG0002153	LOC134287835, LOC109408104	LOC129792349
OG0002154	LOC109419069, LOC134283963	LOC129786459
OG0002156	LOC109402345	LOC129795641
OG0002157	LOC109413994	LOC129794282
OG0002158	LOC109430952	LOC129792677
OG0002159	LOC109431639	LOC129793989
OG0002160	LOC109417170	LOC129788807
OG0002161	LOC109407612	LOC129789584
OG0002162	LOC109417181	LOC129792208
OG0002163	LOC109420521	LOC129789633, LOC129795922
OG0002164	LOC115255020, LOC134286135	LOC129789915
OG0002165	LOC134286353, LOC109420179	LOC129790660
OG0002166	LOC109420136	LOC129788457
OG0002167	LOC109420437	LOC129793573
OG0002168	LOC109420252	LOC129790952
OG0002169	LOC109420234	LOC129789473
OG0002170	LOC109401710, LOC134283939	LOC129790189
OG0002171	LOC109420154, LOC134287016	LOC129790264
OG0002172	LOC109420446	LOC129789140
OG0002173	LOC109428002	LOC129789107
OG0002174	LOC109427854	LOC129790705, LOC129790700
OG0002176	LOC134287653	LOC129789087
OG0002177	LOC109412636, LOC109415898	LOC129795949
OG0002178	LOC115254132	LOC129795722
OG0002179	LOC109432552	LOC129789021
OG0002180	LOC109421499	LOC129793143
OG0002181	LOC109421441	LOC129790196
OG0002182	LOC109417751	LOC129786453
OG0002183	LOC115253940	LOC129791374
OG0002184	LOC109409012	LOC129797310
OG0002185	LOC109429114, LOC115261407	LOC129795865
OG0002186	LOC109412597, LOC109433466	LOC129797706
OG0002187	LOC109433542, LOC109412591	LOC129786836
OG0002188	LOC115259639, LOC109433552	LOC129786895
OG0002189	LOC109414087	LOC129787436
OG0002190	LOC109421345, LOC134289999	LOC129788388
OG0002191	LOC109421303	LOC129788510
OG0002192	LOC109421347	LOC129788448
OG0002193	LOC109621874	LOC129789440
OG0002194	LOC109623123	LOC129792408
OG0002195	LOC109623112	LOC129793090
OG0002196	LOC109623122	LOC129792947
OG0002197	LOC109622232	LOC129796307
OG0002198	LOC109622220	LOC129796032
OG0002199	LOC109403168	LOC129794812
OG0002200	LOC109399521	LOC129793181
OG0002201	LOC109398015	LOC129793237
OG0002202	LOC109399522	LOC129793200
OG0002203	LOC109399509	LOC129793485
OG0002204	LOC109415425	LOC129788693
OG0002205	LOC109398005	LOC129794185
OG0002206	LOC109399457	LOC129793211
OG0002207	LOC109409325, LOC115262905	LOC129797559
OG0002208	LOC109409311	LOC129789628
OG0002209	LOC109419113	LOC129789680, LOC129789687
OG0002210	LOC109419105	LOC129791980
OG0002211	LOC109410267	LOC129787391
OG0002212	LOC109430200	LOC129797348
OG0002213	LOC109423501	LOC129788136
OG0002214	LOC109623422, LOC109413030	LOC129788860
OG0002215	LOC134283969, LOC109413007	LOC129786768
OG0002216	LOC109417065	LOC129794210
OG0002217	LOC109415735	LOC129793381, LOC129793379
OG0002218	LOC109409421, LOC134285077	LOC129788862
OG0002219	LOC109398413, LOC115256555	LOC129790860
OG0002220	LOC109425306	LOC129797609
OG0002221	LOC134285537, LOC109419802	LOC129787562
OG0002222	LOC109425329, LOC109419800	LOC129793261
OG0002223	LOC134292059, LOC109433204	LOC129795732
OG0002224	LOC109405037	LOC129797443
OG0002225	LOC109403386, LOC109416726	LOC129795743, LOC129795745
OG0002226	LOC115257472	LOC129796496
OG0002227	LOC109429491	LOC129795589
OG0002229	LOC109403400	LOC129795588
OG0002230	LOC109427858, LOC134287077	LOC129796777
OG0002231	LOC109427863	LOC129788560
OG0002232	LOC109405991	LOC129785910
OG0002233	LOC109410372	LOC129793461
OG0002234	LOC109417851, LOC134288489	LOC129792716
OG0002235	LOC109403858	LOC129796803
OG0002236	LOC109408466	LOC129789903, LOC129797367
OG0002237	LOC109412791, LOC109404039	LOC129787792
OG0002238	LOC109419338	LOC129786065
OG0002239	LOC115254246, LOC109420326	LOC129797602
OG0002240	LOC134285685, LOC109623083	LOC129790493
OG0002242	LOC109414930	LOC129787955
OG0002244	LOC134285148	LOC129788699
OG0002245	LOC109422877	LOC129794046
OG0002246	LOC109403518	LOC129788702
OG0002247	LOC109422938	LOC129785965
OG0002248	LOC109405092	LOC129790227, LOC129797606
OG0002249	LOC109405086	LOC129789817
OG0002251	LOC109409091	LOC129789579
OG0002252	LOC109411175	LOC129786273
OG0002253	LOC109426519	LOC129788451
OG0002254	LOC109419228	LOC129793410
OG0002255	LOC109399865	LOC129796246
OG0002256	LOC109419233	LOC129793333
OG0002257	LOC109419166	LOC129786737
OG0002258	LOC109425282	LOC129788415
OG0002259	LOC115260961, LOC109425456	LOC129785858
OG0002260	LOC109418592	LOC129788509
OG0002261	LOC109423709	LOC129793788
OG0002262	LOC109423726	LOC129791873
OG0002263	LOC109414229	LOC129791669
OG0002264	LOC134288165, LOC109410293	LOC129793023
OG0002265	LOC109414239	LOC129791657
OG0002266	LOC109432360	LOC129785912
OG0002267	LOC109420869	LOC129791731, LOC129791729
OG0002268	LOC109412925	LOC129797731
OG0002270	LOC109418710	LOC129795116
OG0002271	LOC109418696	LOC129795960
OG0002272	LOC115257397	LOC129790531
OG0002273	LOC109415951	LOC129794997
OG0002274	LOC109420080	LOC129788771
OG0002275	LOC109621577	LOC129788122, LOC129796151
OG0002276	LOC134287982, LOC109420074	LOC129788796
OG0002277	LOC134283903, LOC109430342	LOC129786934
OG0002278	LOC109621581	LOC129786933, LOC129786932
OG0002281	LOC109430330	LOC129787739
OG0002282	LOC109416056	LOC129788062, LOC129788066
OG0002283	LOC109419882	LOC129793663
OG0002284	LOC109406400	LOC129786555
OG0002285	LOC109415699	LOC129788063
OG0002286	LOC109420708, LOC109419878	LOC129793658
OG0002287	LOC134289036, LOC109420598	LOC129793672
OG0002288	LOC109420709, LOC109419880	LOC129793661
OG0002289	LOC109416070	LOC129788137
OG0002290	LOC109416062	LOC129789278
OG0002291	LOC109414266, LOC115255130	LOC129787557
OG0002292	LOC109409873	LOC129795898
OG0002293	LOC109397053	LOC129794480
OG0002294	LOC109432777, LOC109427581	LOC129786106
OG0002295	LOC115265866, LOC109432762	LOC129797132
OG0002296	LOC134288835, LOC109429946	LOC129790316
OG0002298	LOC134289420, LOC134284108	LOC129792758
OG0002299	LOC134284223, LOC134290051	LOC129797168
OG0002300	LOC134289491, LOC134289492	LOC129787547
OG0002301	LOC109399749	LOC129797203
OG0002302	LOC134283948, LOC109402043	LOC129797189
OG0002304	LOC109399568, LOC134291869	LOC129795418
OG0002305	LOC109399616	LOC129797328, LOC129792354
OG0002306	LOC115253929	LOC129795987
OG0002307	LOC109399551	LOC129787027
OG0002308	LOC109407825	LOC129791629
OG0002309	LOC109410006	LOC129792903
OG0002310	LOC109412046	LOC129789716
OG0002311	LOC115254010	LOC129797452
OG0002312	LOC109408179	LOC129785887
OG0002313	LOC109424492	LOC129795613
OG0002314	LOC109408021	LOC129797510
OG0002315	LOC134290090, LOC109424483	LOC129794653
OG0002316	LOC134291937, LOC109424485	LOC129796203
OG0002317	LOC109412013	LOC129793168
OG0002318	LOC109407908	LOC129790590
OG0002319	LOC109412016	LOC129797356
OG0002321	LOC109426630, LOC109426656	LOC129787175
OG0002322	LOC109421107	LOC129789941, LOC129789940
OG0002325	LOC109412429, LOC109430346	LOC129785876
OG0002326	LOC134291683, LOC134291681	LOC129787545
OG0002328	LOC109404731	LOC129791851
OG0002329	LOC134289440, LOC134291680	LOC129797403
OG0002330	LOC109424274	LOC129786253
OG0002331	LOC134285667	LOC129786187
OG0002332	LOC134285668	LOC129786748
OG0002333	LOC134285665	LOC129786299
OG0002334	LOC109398471, LOC134287530	LOC129786267
OG0002335	LOC134285664	LOC129786296
OG0002336	LOC109621515	LOC129786256
OG0002337	LOC109397859, LOC109402678	LOC129791435
OG0002338	LOC109397898	LOC129786699
OG0002339	LOC109399084	LOC129796019
OG0002340	LOC134291550, LOC134291549	LOC129795472
OG0002341	LOC134290551, LOC134291547	LOC129795471
OG0002342	LOC109417121	LOC129791807
OG0002343	LOC109428102	LOC129786936
OG0002344	LOC109428107, LOC109418327	LOC129786043
OG0002346	LOC109622028, LOC109418563	LOC129796797
OG0002347	LOC109402265	LOC129794184
OG0002348	LOC109403260	LOC129787124, LOC129789001
OG0002349	LOC109406509	LOC129787282
OG0002350	LOC109406567	LOC129787523
OG0002351	LOC109403272	LOC129787150
OG0002352	LOC109431388	LOC129790865, LOC129790231
OG0002353	LOC115254054	LOC129789284
OG0002355	LOC109425885, LOC134292121	LOC129795357
OG0002356	LOC134291785, LOC115271088	LOC129786496
OG0002357	LOC109402775	LOC129796952
OG0002358	LOC109422549, LOC134292205	LOC129789471
OG0002359	LOC109422641, LOC109402798	LOC129796826
OG0002360	LOC109403780	LOC129793096
OG0002361	LOC109622619, LOC109430237	LOC129794309
OG0002362	LOC109425087	LOC129786375
OG0002363	LOC109425132	LOC129792566
OG0002364	LOC134284637, LOC109411181	LOC129786277
OG0002365	LOC109425134	LOC129792656
OG0002367	LOC109410425	LOC129794620
OG0002368	LOC115266987	LOC129794057
OG0002369	LOC115268651, LOC109426460	LOC129796302
OG0002370	LOC109426459	LOC129795401
OG0002371	LOC109426436, LOC134291984	LOC129796313
OG0002372	LOC109421311	LOC129786076
