Orthogroup	Aalbopictus_AalbF5	AgambiaePEST
OG0002154	LOC109419069, LOC134283963	AGAP007809
OG0002155	LOC109426636, LOC109410531	AGAP005065
OG0002156	LOC109402345	AGAP008246, AGAP012477
OG0002157	LOC109413994	AGAP006014
OG0002158	LOC109430952	AGAP012763, AGAP005056
OG0002159	LOC109431639	AGAP005051, AGAP012825
OG0002160	LOC109417170	AGAP009019
OG0002161	LOC109407612	AGAP008711
OG0002162	LOC109417181	AGAP009020
OG0002163	LOC109420521	AGAP008359
OG0002164	LOC115255020, LOC134286135	AGAP008705
OG0002165	LOC134286353, LOC109420179	AGAP007778
OG0002166	LOC109420136	AGAP010210
OG0002167	LOC109420437	AGAP010137, AGAP010136
OG0002168	LOC109420252	AGAP007781
OG0002169	LOC109420234	AGAP007780
OG0002170	LOC109401710, LOC134283939	AGAP010139
OG0002171	LOC109420154, LOC134287016	AGAP009834
OG0002172	LOC109420446	AGAP010138
OG0002173	LOC109428002	AGAP009144
OG0002174	LOC109427854	AGAP008985
OG0002175	LOC109427951	AGAP009146
OG0002176	LOC134287653	AGAP009156
OG0002177	LOC109412636, LOC109415898	AGAP011523
OG0002178	LOC115254132	AGAP011521
OG0002179	LOC109432552	AGAP008048
OG0002180	LOC109421499	AGAP008064
OG0002181	LOC109421441	AGAP008044
OG0002182	LOC109417751	AGAP008086
OG0002183	LOC115253940	AGAP008084
OG0002184	LOC109409012	AGAP003394
OG0002185	LOC109429114, LOC115261407	AGAP003856
OG0002186	LOC109412597, LOC109433466	AGAP001430
OG0002187	LOC109433542, LOC109412591	AGAP003099
OG0002188	LOC115259639, LOC109433552	AGAP003098
OG0002189	LOC109414087	AGAP000622
OG0002190	LOC109421345, LOC134289999	AGAP009307
OG0002191	LOC109421303	AGAP008195
OG0002192	LOC109421347	AGAP009306
OG0002193	LOC109621874	AGAP029408, AGAP008481
OG0002194	LOC109623123	AGAP006446
OG0002195	LOC109623112	AGAP005939
OG0002196	LOC109623122	AGAP006445
OG0002197	LOC109622232	AGAP012425
OG0002198	LOC109622220	AGAP010956
OG0002199	LOC109403168	AGAP010728
OG0002200	LOC109399521	AGAP007145
OG0002201	LOC109398015	AGAP005344
OG0002202	LOC109399522	AGAP005347
OG0002203	LOC109399509	AGAP006945
OG0002204	LOC109415425	AGAP000056
OG0002205	LOC109398005	AGAP007143
OG0002206	LOC109399457	AGAP005346
OG0002207	LOC109409325, LOC115262905	AGAP009811
OG0002208	LOC109409311	AGAP009662
OG0002209	LOC109419113	AGAP009685
OG0002210	LOC109419105	AGAP008837
OG0002211	LOC109410267	AGAP005763
OG0002212	LOC109430200	AGAP004384, AGAP012507
OG0002213	LOC109423501	AGAP003081
OG0002214	LOC109623422, LOC109413030	AGAP011412
OG0002215	LOC134283969, LOC109413007	AGAP000779
OG0002216	LOC109417065	AGAP005155
OG0002217	LOC109415735	AGAP007168
OG0002218	LOC109409421, LOC134285077	AGAP007841
OG0002219	LOC109398413, LOC115256555	AGAP000788
OG0002220	LOC109425306	AGAP004068
OG0002221	LOC134285537, LOC109419802	AGAP001638
OG0002222	LOC109425329, LOC109419800	AGAP001636
OG0002223	LOC134292059, LOC109433204	AGAP010471
OG0002224	LOC109405037	AGAP002985
OG0002225	LOC109403386, LOC109416726	AGAP012322
OG0002226	LOC115257472	AGAP011797
OG0002227	LOC109429491	AGAP004261
OG0002228	LOC109403464	AGAP029971, AGAP029972
OG0002229	LOC109403400	AGAP012317
OG0002230	LOC109427858, LOC134287077	AGAP008749
OG0002231	LOC109427863	AGAP008738
OG0002232	LOC109405991	AGAP001749
OG0002233	LOC109410372	AGAP007706
OG0002234	LOC109417851, LOC134288489	AGAP005578
OG0002235	LOC109403858	AGAP004413, AGAP004427
OG0002236	LOC109408466	AGAP002605
OG0002237	LOC109412791, LOC109404039	AGAP002400
OG0002238	LOC109419338	AGAP002913
OG0002239	LOC115254246, LOC109420326	AGAP002908
OG0002240	LOC134285685, LOC109623083	AGAP001417
OG0002242	LOC109414930	AGAP012819, AGAP004394
OG0002244	LOC134285148	AGAP001043
OG0002245	LOC109422877	AGAP029936
OG0002246	LOC109403518	AGAP001040
OG0002247	LOC109422938	AGAP001745
OG0002248	LOC109405092	AGAP013500
OG0002249	LOC109405086	AGAP007147
OG0002250	LOC115267344	AGAP003466
OG0002251	LOC109409091	AGAP003472, AGAP003467
OG0002252	LOC109411175	AGAP003465
OG0002253	LOC109426519	AGAP011637
OG0002254	LOC109419228	AGAP001438
OG0002255	LOC109399865	AGAP012837, AGAP004100
OG0002256	LOC109419233	AGAP001434
OG0002257	LOC109419166	AGAP003367, AGAP012823
OG0002258	LOC109425282	AGAP003930
OG0002259	LOC115260961, LOC109425456	AGAP000819
OG0002260	LOC109418592	AGAP000754
OG0002261	LOC109423709	AGAP005742
OG0002262	LOC109423726	AGAP006413
OG0002263	LOC109414229	AGAP006410
OG0002264	LOC134288165, LOC109410293	AGAP005743
OG0002265	LOC109414239	AGAP005343
OG0002266	LOC109432360	AGAP000145
OG0002267	LOC109420869	AGAP006780
OG0002268	LOC109412925	AGAP010557
OG0002269	LOC109412924	AGAP028584, AGAP010555
OG0002270	LOC109418710	AGAP012028
OG0002271	LOC109418696	AGAP010575
OG0002272	LOC115257397	AGAP010556
OG0002273	LOC109415951	AGAP011745
OG0002274	LOC109420080	AGAP012690, AGAP012822, AGAP010176
OG0002275	LOC109621577	AGAP003405
OG0002276	LOC134287982, LOC109420074	AGAP010181
OG0002277	LOC134283903, LOC109430342	AGAP004103
OG0002278	LOC109621581	AGAP004107
OG0002279	LOC109430341, LOC134285460	AGAP004104
OG0002280	LOC109412448	AGAP001723
OG0002281	LOC109430330	AGAP001716
OG0002282	LOC109416056	AGAP005283
OG0002283	LOC109419882	AGAP009868
OG0002284	LOC109406400	AGAP005290
OG0002285	LOC109415699	AGAP009266
OG0002286	LOC109420708, LOC109419878	AGAP009161
OG0002287	LOC134289036, LOC109420598	AGAP009163
OG0002288	LOC109420709, LOC109419880	AGAP009162
OG0002289	LOC109416070	AGAP005269
OG0002290	LOC109416062	AGAP005281
OG0002291	LOC109414266, LOC115255130	AGAP009032
OG0002292	LOC109409873	AGAP011306
OG0002293	LOC109397053	AGAP004724
OG0002294	LOC109432777, LOC109427581	AGAP008149
OG0002295	LOC115265866, LOC109432762	AGAP008150
OG0002296	LOC134288835, LOC109429946	AGAP008166
OG0002297	LOC109424749, LOC134288162, LOC134288161	AGAP000714
OG0002298	LOC134289420, LOC134284108	AGAP001942
OG0002299	LOC134284223, LOC134290051	AGAP001872
OG0002300	LOC134289491, LOC134289492	AGAP001939
OG0002301	LOC109399749	AGAP001865
OG0002302	LOC134283948, LOC109402043	AGAP002124
OG0002304	LOC109399568, LOC134291869	AGAP011842
OG0002305	LOC109399616	AGAP029957
OG0002306	LOC115253929	AGAP011948
OG0002307	LOC109399551	AGAP028630
OG0002308	LOC109407825	AGAP007391
OG0002309	LOC109410006	AGAP007728
OG0002310	LOC109412046	AGAP004758
OG0002311	LOC115254010	AGAP001615
OG0002312	LOC109408179	AGAP006386
OG0002313	LOC109424492	AGAP012887, AGAP012088
OG0002314	LOC109408021	AGAP008839
OG0002315	LOC134290090, LOC109424483	AGAP012119
OG0002316	LOC134291937, LOC109424485	AGAP012120
OG0002317	LOC109412013	AGAP008845
OG0002318	LOC109407908	AGAP007740
OG0002319	LOC109412016	AGAP008844
OG0002320	LOC109412014	AGAP008847
OG0002321	LOC109426630, LOC109426656	AGAP003571
OG0002322	LOC109421107	AGAP003573
OG0002323	LOC109400725	AGAP006472
OG0002325	LOC109412429, LOC109430346	AGAP003050
OG0002326	LOC134291683, LOC134291681	AGAP001464
OG0002328	LOC109404731	AGAP009907
OG0002329	LOC134289440, LOC134291680	AGAP001468
OG0002330	LOC109424274	AGAP006648
OG0002331	LOC134285667	AGAP003707
OG0002332	LOC134285668	AGAP003424
OG0002333	LOC134285665	AGAP003706
OG0002334	LOC109398471, LOC134287530	AGAP003700
OG0002335	LOC134285664	AGAP003705
OG0002336	LOC109621515	AGAP013281
OG0002337	LOC109397859, LOC109402678	AGAP000264
OG0002338	LOC109397898	AGAP004736
OG0002339	LOC109399084	AGAP010750
OG0002340	LOC134291550, LOC134291549	AGAP001752
OG0002341	LOC134290551, LOC134291547	AGAP001757
OG0002342	LOC109417121	AGAP001685
OG0002343	LOC109428102	AGAP003539
OG0002344	LOC109428107, LOC109418327	AGAP002779
OG0002345	LOC109422336, LOC109424434	AGAP012067
OG0002346	LOC109622028, LOC109418563	AGAP009684
OG0002347	LOC109402265	AGAP011832
OG0002348	LOC109403260	AGAP003781
OG0002349	LOC109406509	AGAP003220
OG0002350	LOC109406567	AGAP002970
OG0002351	LOC109403272	AGAP003789, AGAP012547
OG0002352	LOC109431388	AGAP000834
OG0002353	LOC115254054	AGAP000374
OG0002354	LOC115260703	AGAP000426
OG0002355	LOC109425885, LOC134292121	AGAP012346
OG0002356	LOC134291785, LOC115271088	AGAP003208
OG0002357	LOC109402775	AGAP002260
OG0002358	LOC109422549, LOC134292205	AGAP001560
OG0002359	LOC109422641, LOC109402798	AGAP003207
OG0002360	LOC109403780	AGAP005567
OG0002361	LOC109622619, LOC109430237	AGAP005895
OG0002362	LOC109425087	AGAP007979
OG0002363	LOC109425132	AGAP010155, AGAP010156
OG0002364	LOC134284637, LOC109411181	AGAP004134
OG0002365	LOC109425134	AGAP007983
OG0002366	LOC134287012, LOC109401720	AGAP008723
OG0002367	LOC109410425	AGAP001139
OG0002368	LOC115266987	AGAP008819
OG0002369	LOC115268651, LOC109426460	AGAP010406
OG0002370	LOC109426459	AGAP012773, AGAP010419
OG0002371	LOC109426436, LOC134291984	AGAP012281
OG0002372	LOC109421311	AGAP003527, AGAP012869
OG0002373	LOC109418691	AGAP010552
OG0002374	LOC109424531	AGAP010074
OG0002375	LOC115269425, LOC109424529	AGAP011165
OG0002376	LOC109424530, LOC109428764	AGAP010590
OG0002377	LOC109411984	AGAP011148, AGAP011146
OG0002378	LOC109428766, LOC109424527	AGAP011164
OG0002379	LOC134289516, LOC134291359, LOC109411968	AGAP011155
OG0002380	LOC109424556	AGAP011150, AGAP012865, AGAP012770
OG0002381	LOC109411982	AGAP011147, AGAP011145
OG0002382	LOC134291462	AGAP004723
OG0002383	LOC109409560	AGAP001802
OG0002384	LOC109409568	AGAP001712
OG0002385	LOC109409562	AGAP002114
OG0002386	LOC115254140	AGAP009432
OG0002387	LOC109429595	AGAP009433
OG0002388	LOC109622823	AGAP008640
OG0002389	LOC109397530	AGAP009610
OG0002390	LOC134287219, LOC109400398	AGAP004498
OG0002391	LOC109430970	AGAP001396
OG0002392	LOC134283995, LOC109400418	AGAP004496
OG0002393	LOC109399284	AGAP006511
OG0002395	LOC115260692	AGAP000868
OG0002396	LOC109419673	AGAP028503, AGAP003179
OG0002397	LOC109423063	AGAP006387
OG0002398	LOC109419656	AGAP002654
OG0002399	LOC109622736	AGAP003180
OG0002400	LOC109412133	AGAP003161
OG0002401	LOC109419770, LOC109398247	AGAP008536
OG0002402	LOC109419754	AGAP028045
OG0002403	LOC109419749	AGAP008537
OG0002404	LOC109425166	AGAP008766
OG0002405	LOC109400297	AGAP009837, AGAP009836
OG0002406	LOC134287874	AGAP010129
OG0002407	LOC134286747, LOC134286746	AGAP010123, AGAP010124
OG0002408	LOC134287870	AGAP010131
OG0002409	LOC109418673	AGAP010539
OG0002410	LOC109418659	AGAP010534
OG0002411	LOC109414804	AGAP010540
OG0002412	LOC109414787	AGAP010536
OG0002414	LOC109413491	AGAP006599
OG0002415	LOC109621885	AGAP004558
OG0002416	LOC109397364	AGAP006889
OG0002417	LOC134287332, LOC109417971	AGAP006435
OG0002418	LOC109420244	AGAP009948, AGAP006895
OG0002419	LOC115257373, LOC109412351	AGAP010051
OG0002420	LOC134287965	AGAP010056
OG0002421	LOC109408720	AGAP010965, AGAP010963
OG0002422	LOC109404201	AGAP008812, AGAP028100
OG0002423	LOC109621948	AGAP012606, AGAP012632
OG0002424	LOC109404208	AGAP008806
OG0002425	LOC109621971	AGAP008183
OG0002426	LOC109622032	AGAP009969, AGAP009967
OG0002427	LOC115267754, LOC109428919	AGAP010327
OG0002428	LOC109429006	AGAP010966
OG0002429	LOC115267545, LOC115253482	AGAP028491
OG0002430	LOC109398065	AGAP006740
OG0002431	LOC109400785	AGAP010335
OG0002432	LOC109430180	AGAP009125
OG0002433	LOC109399618	AGAP029569
OG0002434	LOC134289649	AGAP011344
OG0002435	LOC109399629	AGAP010339
OG0002436	LOC134289651	AGAP011345
OG0002437	LOC109405162	AGAP006791
OG0002438	LOC115255638	AGAP000908
OG0002439	LOC109420222, LOC134287057	AGAP006100
OG0002440	LOC109409973, LOC134287058	AGAP006099
OG0002441	LOC109420228	AGAP006373
OG0002442	LOC134287880	AGAP010096
OG0002443	LOC109424733, LOC109413656	AGAP004792
OG0002444	LOC109412776	AGAP004773, AGAP004786
OG0002445	LOC109424734	AGAP004789, AGAP004791
OG0002446	LOC115265347, LOC109411808	AGAP007552
OG0002447	LOC109427293	AGAP002451
OG0002448	LOC109418392	AGAP002449
OG0002449	LOC134287053, LOC109408297	AGAP009573
OG0002450	LOC109429300	AGAP004332
OG0002451	LOC109429298	AGAP003892, AGAP012748
OG0002452	LOC109622685	AGAP003719
OG0002453	LOC109427437, LOC134284651	AGAP000550
OG0002454	LOC115254485	AGAP000348
OG0002455	LOC115260391, LOC109429374	AGAP010010
OG0002456	LOC109433510, LOC109410673	AGAP010834
OG0002457	LOC109410655	AGAP011316
OG0002458	LOC109410656	AGAP011315
OG0002459	LOC109433485	AGAP011314
OG0002460	LOC109411327	AGAP002634
OG0002461	LOC109415391	AGAP002638
OG0002462	LOC115254152	AGAP002645
OG0002463	LOC115256417	AGAP000066
OG0002464	LOC109420949, LOC109428960	AGAP029706
OG0002465	LOC109400723	AGAP004352
OG0002466	LOC109407578	AGAP012565, AGAP010621
OG0002467	LOC109425912	AGAP029274
OG0002468	LOC109401774	AGAP013220
OG0002469	LOC109401773	AGAP001138
OG0002470	LOC109397889	AGAP004064
OG0002471	LOC134285697, LOC109416133	AGAP008938
OG0002472	LOC109416125	AGAP008747
OG0002473	LOC109425676	AGAP006903
OG0002474	LOC115258592, LOC109428894	AGAP008133
OG0002475	LOC134289091, LOC109428851	AGAP013730
OG0002476	LOC115258597, LOC115264813	AGAP008129
OG0002477	LOC109417146	AGAP011162
OG0002478	LOC109406308	AGAP012870, AGAP012591
OG0002479	LOC109422770	AGAP005960
OG0002480	LOC109425125	AGAP010145
OG0002481	LOC109621402	AGAP008776
OG0002482	LOC109421811, LOC109422789	AGAP000278
OG0002483	LOC109430213	AGAP002884
OG0002484	LOC109432132	AGAP002947
OG0002485	LOC109430214	AGAP029655
OG0002486	LOC109432118	AGAP002943
OG0002487	LOC109432163	AGAP003688, AGAP013274
OG0002488	LOC109398924	AGAP010483
OG0002489	LOC109398916	AGAP012192
OG0002490	LOC109401589	AGAP010843
OG0002491	LOC109431048	AGAP010514
OG0002492	LOC109407800	AGAP010515
OG0002493	LOC109431047, LOC134291461	AGAP010373
OG0002494	LOC109431050	AGAP010516
OG0002495	LOC109398833	AGAP003532
OG0002496	LOC134283901	AGAP004189, AGAP004195
OG0002497	LOC109413893	AGAP003158, AGAP012859
OG0002498	LOC115255941	AGAP002886
OG0002499	LOC109408612, LOC134290875	AGAP011688
OG0002500	LOC109426170	AGAP002038
OG0002501	LOC115263428	AGAP002032
OG0002502	LOC109408615	AGAP004795
OG0002503	LOC109418452	AGAP002030
OG0002504	LOC109426183	AGAP012908, AGAP002026
OG0002505	LOC109427110	AGAP001995
OG0002506	LOC109430272	AGAP003890
OG0002507	LOC109415541	AGAP003891
OG0002508	LOC109401602, LOC109401592	AGAP028138
OG0002509	LOC109413662	AGAP003211
OG0002510	LOC109413672	AGAP002548
OG0002511	LOC109413677	AGAP004194
OG0002512	LOC109622406	AGAP002549
OG0002513	LOC109413801	AGAP003277
OG0002514	LOC109424031	AGAP001700
OG0002515	LOC109412286	AGAP004065
OG0002516	LOC109412821	AGAP006054
OG0002517	LOC109418134	AGAP006056
OG0002518	LOC109418128	AGAP006051
OG0002519	LOC109418316	AGAP012783, AGAP004268
OG0002520	LOC109428086	AGAP001563
OG0002522	LOC109418463	AGAP005235
OG0002523	LOC109408911	AGAP005240
OG0002524	LOC109422823, LOC115254235	AGAP001092
OG0002525	LOC134289479	AGAP003185
OG0002526	LOC109430536	AGAP005169
OG0002527	LOC134284727	AGAP002481
OG0002528	LOC109414188	AGAP012901, AGAP003187
OG0002529	LOC134284463	AGAP002482
OG0002530	LOC115268037, LOC109426003	AGAP011972
OG0002531	LOC109425980	AGAP011026
OG0002532	LOC115268207	AGAP011977, AGAP028540
OG0002533	LOC115268040	AGAP012880, AGAP010984
OG0002534	LOC109425999	AGAP011968
OG0002535	LOC109402897, LOC115264784	AGAP010644
OG0002536	LOC115265852	AGAP008275
OG0002537	LOC109408035, LOC109405150	AGAP006798
OG0002538	LOC109402504	AGAP008947
OG0002539	LOC109402526	AGAP008230
OG0002540	LOC109621378	AGAP008948
OG0002541	LOC109402524	AGAP008229
OG0002542	LOC109405592, LOC134291522	AGAP010491
OG0002543	LOC109399481	AGAP010451, AGAP029272
OG0002544	LOC109416575, LOC109404263	AGAP007929
OG0002545	LOC109404617, LOC109411691	AGAP009496
OG0002546	LOC115262165	AGAP009488
OG0002547	LOC115255812, LOC109398050	AGAP006036
OG0002548	LOC109397944, LOC109418984	AGAP006041
OG0002549	LOC109425640	AGAP006177
OG0002550	LOC115264543	AGAP002966
OG0002551	LOC115269966	AGAP006179
OG0002552	LOC109422844	AGAP006180
OG0002553	LOC109398302	AGAP007886
OG0002554	LOC109402332	AGAP011326, AGAP013034
OG0002555	LOC134290438, LOC109422745	AGAP001222
OG0002556	LOC109411905	AGAP029595
OG0002557	LOC109410563	AGAP011910
OG0002558	LOC109421148	AGAP011902
OG0002559	LOC109410561	AGAP011909
OG0002560	LOC109421162	AGAP011908
OG0002561	LOC109423199	AGAP001412
OG0002562	LOC109427130, LOC134288527	AGAP005422
OG0002563	LOC109406571, LOC134287362	AGAP005421
OG0002564	LOC109426577	AGAP005406
OG0002565	LOC134288526, LOC109426566	AGAP005414
OG0002566	LOC109426432	AGAP012284
OG0002567	LOC109415072	AGAP003092
OG0002568	LOC109404008	AGAP012282
OG0002569	LOC109414133	AGAP012769, AGAP003285
OG0002570	LOC109414126	AGAP003922
OG0002571	LOC109427367	AGAP000703
OG0002572	LOC109427505	AGAP000940
OG0002573	LOC109414166	AGAP002519
OG0002574	LOC109403412	AGAP012105
OG0002575	LOC109403501, LOC134285707	AGAP011492
OG0002576	LOC109426385	AGAP012103
OG0002577	LOC109423327	AGAP007641
OG0002578	LOC109423975	AGAP001320
OG0002579	LOC134289836, LOC109418388	AGAP002454
OG0002580	LOC109405655	AGAP012824, AGAP001592
OG0002581	LOC109405633	AGAP000009
OG0002582	LOC109408095, LOC109405124	AGAP006793
OG0002583	LOC109405653	AGAP001591
OG0002584	LOC109398814	AGAP004273
OG0002585	LOC109398867	AGAP012691, AGAP004275
OG0002586	LOC109415154, LOC109401032	AGAP005009
OG0002587	LOC109623330	AGAP012375
OG0002588	LOC109426896	AGAP011676
OG0002589	LOC134284181	AGAP011675
OG0002590	LOC109426914, LOC115262691	AGAP012373
OG0002591	LOC115259608, LOC109416956	AGAP003061, AGAP003064
OG0002592	LOC109402364	AGAP003687
OG0002593	LOC115259066, LOC109433120	AGAP007755
OG0002594	LOC109415651	AGAP002012
OG0002595	LOC109421544, LOC134288911	AGAP008199
OG0002596	LOC109404488, LOC115261477	AGAP002687
OG0002597	LOC109404485, LOC109406304	AGAP002686
OG0002598	LOC115261515, LOC109406330	AGAP003660
OG0002599	LOC115255186	AGAP029524
OG0002600	LOC115255198	AGAP012905, AGAP008105
OG0002601	LOC109404843	AGAP009897, AGAP009898
OG0002602	LOC109406408	AGAP005987
OG0002603	LOC109414745	AGAP004227
OG0002604	LOC109409145, LOC109421538	AGAP008193
OG0002605	LOC109421533	AGAP008497
OG0002606	LOC109421532	AGAP008496
OG0002607	LOC109622812, LOC115258686	AGAP028647
OG0002608	LOC109416620	AGAP003023
OG0002609	LOC109432823	AGAP001473
OG0002610	LOC109432824	AGAP003007, AGAP003006
OG0002611	LOC115263106	AGAP004872
OG0002612	LOC115266598	AGAP012445
OG0002613	LOC109408281	AGAP013053
OG0002614	LOC109400374, LOC109432401	AGAP002405
OG0002615	LOC109400366, LOC115269287	AGAP002404
OG0002616	LOC109400373, LOC109432405	AGAP002408
OG0002617	LOC109432402, LOC109400372	AGAP002406
OG0002618	LOC115266307	AGAP010279
OG0002619	LOC109622266	AGAP010278
OG0002620	LOC109414459	AGAP010276
OG0002621	LOC109421127	AGAP002462
OG0002623	LOC109400501, LOC134285588	AGAP004401
OG0002624	LOC109417729	AGAP001760
OG0002625	LOC109417783	AGAP002394
OG0002626	LOC109430374	AGAP012862, AGAP003508
OG0002627	LOC109411125	AGAP007095
OG0002628	LOC115266582	AGAP007094
OG0002629	LOC109407257	AGAP008910
OG0002630	LOC115254012	AGAP008908
OG0002631	LOC115258536, LOC134283945	AGAP008770
OG0002632	LOC115258892, LOC109410208	AGAP009045
OG0002633	LOC109410215	AGAP009048
OG0002634	LOC109417528	AGAP009047
OG0002635	LOC109417255	AGAP002351
OG0002636	LOC109403665	AGAP006746
OG0002637	LOC109430294	AGAP003063
OG0002638	LOC109411589	AGAP000961
OG0002639	LOC109411591	AGAP000890
OG0002640	LOC134287987, LOC109622877	AGAP010039
OG0002641	LOC109622886	AGAP029804
OG0002642	LOC115258143, LOC109622884	AGAP010042
OG0002643	LOC115258207, LOC109622885	AGAP010041
OG0002644	LOC134288820, LOC109404604	AGAP009504
OG0002645	LOC109411702, LOC134283907	AGAP009508
OG0002646	LOC109411711, LOC134288818	AGAP009513
OG0002647	LOC134288821, LOC109411696	AGAP009503
OG0002648	LOC109411701, LOC134287354	AGAP009507
OG0002649	LOC109403439, LOC134292070	AGAP011123
OG0002650	LOC109399959	AGAP012493
OG0002651	LOC115256583, LOC109422035	AGAP000109
OG0002652	LOC109408897	AGAP005251
OG0002653	LOC109430050, LOC109416375	AGAP002299
OG0002654	LOC109422682	AGAP003744
OG0002655	LOC109422535, LOC109422674	AGAP002424
OG0002656	LOC109401135, LOC109422670	AGAP002421
OG0002657	LOC109430962, LOC109433386	AGAP008423
OG0002658	LOC109433057, LOC115253917	AGAP029978
OG0002659	LOC109416093	AGAP004675
OG0002660	LOC115254121, LOC134289094	AGAP000675
OG0002661	LOC109429882	AGAP007902
OG0002662	LOC109433505	AGAP029551
