Orthogroup	Aalbopictus_AalbF5	AfunestusAfunGA1
OG0002423	LOC109621948	AFUN2_001176
OG0002424	LOC109404208	AFUN2_007699
OG0002425	LOC109621971	AFUN2_001751
OG0002426	LOC109622032	AFUN2_013467
OG0002427	LOC115267754, LOC109428919	AFUN2_000936
OG0002428	LOC109429006	AFUN2_004900
OG0002429	LOC115267545, LOC115253482	AFUN2_006346
OG0002430	LOC109398065	AFUN2_009522
OG0002431	LOC109400785	AFUN2_014347
OG0002432	LOC109430180	AFUN2_013741
OG0002433	LOC109399618	AFUN2_005536
OG0002434	LOC134289649	AFUN2_013642
OG0002435	LOC109399629	AFUN2_009270, AFUN2_004582
OG0002436	LOC134289651	AFUN2_013859
OG0002437	LOC109405162	AFUN2_003805
OG0002438	LOC115255638	AFUN2_012663
OG0002439	LOC109420222, LOC134287057	AFUN2_006281
OG0002440	LOC109409973, LOC134287058	AFUN2_004106
OG0002441	LOC109420228	AFUN2_005378
OG0002442	LOC134287880	AFUN2_008399
OG0002443	LOC109424733, LOC109413656	AFUN2_013617
OG0002444	LOC109412776	AFUN2_008043
OG0002445	LOC109424734	AFUN2_004801
OG0002446	LOC115265347, LOC109411808	AFUN2_012064
OG0002447	LOC109427293	AFUN2_013415
OG0002448	LOC109418392	AFUN2_011767
OG0002449	LOC134287053, LOC109408297	AFUN2_011366
OG0002450	LOC109429300	AFUN2_005927
OG0002451	LOC109429298	AFUN2_007550
OG0002452	LOC109622685	AFUN2_012332
OG0002453	LOC109427437, LOC134284651	AFUN2_009096
OG0002454	LOC115254485	AFUN2_011225
OG0002455	LOC115260391, LOC109429374	AFUN2_012409
OG0002456	LOC109433510, LOC109410673	AFUN2_011808
OG0002457	LOC109410655	AFUN2_011051
OG0002458	LOC109410656	AFUN2_008688
OG0002459	LOC109433485	AFUN2_010946
OG0002460	LOC109411327	AFUN2_004345
OG0002461	LOC109415391	AFUN2_009718
OG0002462	LOC115254152	AFUN2_013300
OG0002463	LOC115256417	AFUN2_001608
OG0002464	LOC109420949, LOC109428960	AFUN2_005583
OG0002465	LOC109400723	AFUN2_005416
OG0002466	LOC109407578	AFUN2_002395
OG0002467	LOC109425912	AFUN2_000425
OG0002468	LOC109401774	AFUN2_009570
OG0002469	LOC109401773	AFUN2_002710
OG0002470	LOC109397889	AFUN2_011649
OG0002471	LOC134285697, LOC109416133	AFUN2_006458
OG0002472	LOC109416125	AFUN2_002605
OG0002473	LOC109425676	AFUN2_009971
OG0002474	LOC115258592, LOC109428894	AFUN2_002514
OG0002475	LOC134289091, LOC109428851	AFUN2_002455
OG0002476	LOC115258597, LOC115264813	AFUN2_009869
OG0002477	LOC109417146	AFUN2_006180
OG0002478	LOC109406308	AFUN2_014697
OG0002479	LOC109422770	AFUN2_013249
OG0002480	LOC109425125	AFUN2_003166
OG0002481	LOC109621402	AFUN2_008157
OG0002482	LOC109421811, LOC109422789	AFUN2_003678
OG0002483	LOC109430213	AFUN2_011211
OG0002484	LOC109432132	AFUN2_001838
OG0002485	LOC109430214	AFUN2_010826
OG0002486	LOC109432118	AFUN2_009115
OG0002487	LOC109432163	AFUN2_014299
OG0002488	LOC109398924	AFUN2_007271
OG0002489	LOC109398916	AFUN2_000942
OG0002490	LOC109401589	AFUN2_005092
OG0002491	LOC109431048	AFUN2_002699
OG0002492	LOC109407800	AFUN2_008924
OG0002493	LOC109431047, LOC134291461	AFUN2_009866
OG0002494	LOC109431050	AFUN2_009749
OG0002495	LOC109398833	AFUN2_005282
OG0002496	LOC134283901	AFUN2_004533
OG0002497	LOC109413893	AFUN2_006434
OG0002498	LOC115255941	AFUN2_009661
OG0002499	LOC109408612, LOC134290875	AFUN2_006813
OG0002500	LOC109426170	AFUN2_005818
OG0002501	LOC115263428	AFUN2_004133
OG0002502	LOC109408615	AFUN2_010664
OG0002503	LOC109418452	AFUN2_003203
OG0002504	LOC109426183	AFUN2_003097
OG0002505	LOC109427110	AFUN2_013623
OG0002506	LOC109430272	AFUN2_011016
OG0002507	LOC109415541	AFUN2_004690
OG0002508	LOC109401602, LOC109401592	AFUN2_012745
OG0002509	LOC109413662	AFUN2_008029
OG0002510	LOC109413672	AFUN2_005110
OG0002511	LOC109413677	AFUN2_008222
OG0002512	LOC109622406	AFUN2_008277
OG0002513	LOC109413801	AFUN2_005628
OG0002514	LOC109424031	AFUN2_011726
OG0002515	LOC109412286	AFUN2_012241
OG0002516	LOC109412821	AFUN2_005664
OG0002517	LOC109418134	AFUN2_007221
OG0002518	LOC109418128	AFUN2_009630
OG0002519	LOC109418316	AFUN2_003731
OG0002520	LOC109428086	AFUN2_010902
OG0002522	LOC109418463	AFUN2_012949
OG0002523	LOC109408911	AFUN2_010125
OG0002524	LOC109422823, LOC115254235	AFUN2_003821
OG0002525	LOC134289479	AFUN2_009480
OG0002526	LOC109430536	AFUN2_014120
OG0002527	LOC134284727	AFUN2_007929
OG0002528	LOC109414188	AFUN2_007868
OG0002529	LOC134284463	AFUN2_004395
OG0002530	LOC115268037, LOC109426003	AFUN2_014003
OG0002531	LOC109425980	AFUN2_011188
OG0002532	LOC115268207	AFUN2_014436
OG0002533	LOC115268040	AFUN2_007995
OG0002534	LOC109425999	AFUN2_008815
OG0002535	LOC109402897, LOC115264784	AFUN2_011558
OG0002536	LOC115265852	AFUN2_009091
OG0002537	LOC109408035, LOC109405150	AFUN2_002529
OG0002538	LOC109402504	AFUN2_004015
OG0002539	LOC109402526	AFUN2_013756
OG0002540	LOC109621378	AFUN2_004624
OG0002541	LOC109402524	AFUN2_008245
OG0002542	LOC109405592, LOC134291522	AFUN2_014755
OG0002543	LOC109399481	AFUN2_008789
OG0002544	LOC109416575, LOC109404263	AFUN2_009477
OG0002545	LOC109404617, LOC109411691	AFUN2_007131
OG0002546	LOC115262165	AFUN2_005255
OG0002547	LOC115255812, LOC109398050	AFUN2_010435
OG0002548	LOC109397944, LOC109418984	AFUN2_004432
OG0002549	LOC109425640	AFUN2_008015
OG0002550	LOC115264543	AFUN2_003522
OG0002551	LOC115269966	AFUN2_008892
OG0002552	LOC109422844	AFUN2_009290
OG0002553	LOC109398302	AFUN2_012815
OG0002554	LOC109402332	AFUN2_011321
OG0002555	LOC134290438, LOC109422745	AFUN2_003777
OG0002556	LOC109411905	AFUN2_013106
OG0002558	LOC109421148	AFUN2_006070
OG0002559	LOC109410561	AFUN2_012625
OG0002560	LOC109421162	AFUN2_001421
OG0002561	LOC109423199	AFUN2_009171
OG0002562	LOC109427130, LOC134288527	AFUN2_002131
OG0002563	LOC109406571, LOC134287362	AFUN2_009563
OG0002564	LOC109426577	AFUN2_010504
OG0002565	LOC134288526, LOC109426566	AFUN2_013980
OG0002566	LOC109426432	AFUN2_011017
OG0002567	LOC109415072	AFUN2_002563
OG0002568	LOC109404008	AFUN2_007404
OG0002569	LOC109414133	AFUN2_010901
OG0002570	LOC109414126	AFUN2_001937
OG0002571	LOC109427367	AFUN2_000326
OG0002572	LOC109427505	AFUN2_012826
OG0002573	LOC109414166	AFUN2_007854
OG0002574	LOC109403412	AFUN2_008181
OG0002575	LOC109403501, LOC134285707	AFUN2_003851
OG0002576	LOC109426385	AFUN2_000718
OG0002577	LOC109423327	AFUN2_004268
OG0002578	LOC109423975	AFUN2_012742
OG0002579	LOC134289836, LOC109418388	AFUN2_012085
OG0002580	LOC109405655	AFUN2_002571
OG0002581	LOC109405633	AFUN2_008378
OG0002582	LOC109408095, LOC109405124	AFUN2_008203
OG0002583	LOC109405653	AFUN2_006789
OG0002584	LOC109398814	AFUN2_014653
OG0002585	LOC109398867	AFUN2_003858
OG0002586	LOC109415154, LOC109401032	AFUN2_010397
OG0002587	LOC109623330	AFUN2_006823
OG0002588	LOC109426896	AFUN2_013035
OG0002589	LOC134284181	AFUN2_008149
OG0002590	LOC109426914, LOC115262691	AFUN2_002729
OG0002591	LOC115259608, LOC109416956	AFUN2_013261
OG0002592	LOC109402364	AFUN2_004156
OG0002593	LOC115259066, LOC109433120	AFUN2_003739
OG0002594	LOC109415651	AFUN2_004515
OG0002595	LOC109421544, LOC134288911	AFUN2_010775
OG0002596	LOC109404488, LOC115261477	AFUN2_004926
OG0002597	LOC109404485, LOC109406304	AFUN2_002938
OG0002598	LOC115261515, LOC109406330	AFUN2_002924
OG0002599	LOC115255186	AFUN2_011124
OG0002600	LOC115255198	AFUN2_005005
OG0002601	LOC109404843	AFUN2_014406
OG0002602	LOC109406408	AFUN2_003161
OG0002603	LOC109414745	AFUN2_002226
OG0002604	LOC109409145, LOC109421538	AFUN2_009788
OG0002605	LOC109421533	AFUN2_001076
OG0002606	LOC109421532	AFUN2_001056
OG0002607	LOC109622812, LOC115258686	AFUN2_013594
OG0002608	LOC109416620	AFUN2_013244
OG0002609	LOC109432823	AFUN2_006216
OG0002610	LOC109432824	AFUN2_010180
OG0002611	LOC115263106	AFUN2_001436
OG0002612	LOC115266598	AFUN2_011479
OG0002613	LOC109408281	AFUN2_001574
OG0002614	LOC109400374, LOC109432401	AFUN2_006689
OG0002615	LOC109400366, LOC115269287	AFUN2_005587
OG0002616	LOC109400373, LOC109432405	AFUN2_000333
OG0002617	LOC109432402, LOC109400372	AFUN2_001519
OG0002618	LOC115266307	AFUN2_000998
OG0002619	LOC109622266	AFUN2_001465
OG0002620	LOC109414459	AFUN2_013834
OG0002621	LOC109421127	AFUN2_001359
OG0002623	LOC109400501, LOC134285588	AFUN2_012587
OG0002624	LOC109417729	AFUN2_012325
OG0002625	LOC109417783	AFUN2_009005
OG0002626	LOC109430374	AFUN2_002252
OG0002627	LOC109411125	AFUN2_005597
OG0002628	LOC115266582	AFUN2_012506
OG0002629	LOC109407257	AFUN2_008437
OG0002630	LOC115254012	AFUN2_002232
OG0002631	LOC115258536, LOC134283945	AFUN2_012605
OG0002632	LOC115258892, LOC109410208	AFUN2_011579
OG0002633	LOC109410215	AFUN2_001202
OG0002634	LOC109417528	AFUN2_010643
OG0002635	LOC109417255	AFUN2_008026
OG0002636	LOC109403665	AFUN2_001880
OG0002637	LOC109430294	AFUN2_001411
OG0002638	LOC109411589	AFUN2_010140
OG0002639	LOC109411591	AFUN2_009243
OG0002640	LOC134287987, LOC109622877	AFUN2_008408
OG0002641	LOC109622886	AFUN2_005152
OG0002642	LOC115258143, LOC109622884	AFUN2_014317
OG0002643	LOC115258207, LOC109622885	AFUN2_007856
OG0002644	LOC134288820, LOC109404604	AFUN2_003124
OG0002645	LOC109411702, LOC134283907	AFUN2_000580
OG0002646	LOC109411711, LOC134288818	AFUN2_008320
OG0002647	LOC134288821, LOC109411696	AFUN2_005785
OG0002648	LOC109411701, LOC134287354	AFUN2_012980
OG0002649	LOC109403439, LOC134292070	AFUN2_004963
OG0002650	LOC109399959	AFUN2_006214
OG0002651	LOC115256583, LOC109422035	AFUN2_005897
OG0002652	LOC109408897	AFUN2_000442
OG0002653	LOC109430050, LOC109416375	AFUN2_003976
OG0002654	LOC109422682	AFUN2_013034
OG0002655	LOC109422535, LOC109422674	AFUN2_003350
OG0002656	LOC109401135, LOC109422670	AFUN2_009210
OG0002657	LOC109430962, LOC109433386	AFUN2_000495
OG0002658	LOC109433057, LOC115253917	AFUN2_011581
OG0002659	LOC109416093	AFUN2_003252
OG0002660	LOC115254121, LOC134289094	AFUN2_009623
OG0002661	LOC109429882	AFUN2_000798
OG0002662	LOC109433505	AFUN2_004407, AFUN2_007660
OG0002663	LOC109410649	AFUN2_011132
OG0002664	LOC109410630	AFUN2_007956
OG0002665	LOC109411747	AFUN2_001562
OG0002666	LOC109411839	AFUN2_011732
OG0002667	LOC109429026	AFUN2_007232
OG0002668	LOC109429027	AFUN2_007667
OG0002669	LOC109399253	AFUN2_004858
OG0002670	LOC134285749, LOC109423578	AFUN2_009227
OG0002671	LOC109399232	AFUN2_013545
OG0002672	LOC109399229	AFUN2_011171
OG0002673	LOC109421984	AFUN2_007471
OG0002674	LOC134285026, LOC115253977	AFUN2_005930
OG0002675	LOC109427501	AFUN2_003413
OG0002676	LOC109408454	AFUN2_009666
OG0002677	LOC115261842, LOC134283988	AFUN2_004894
OG0002678	LOC115255722	AFUN2_008097
OG0002679	LOC134284525, LOC134287529	AFUN2_002064
OG0002680	LOC109423421	AFUN2_011976
OG0002681	LOC109427042	AFUN2_011922
OG0002682	LOC109426325	AFUN2_010447
OG0002683	LOC109426327	AFUN2_009914
OG0002684	LOC109407197	AFUN2_010729
OG0002685	LOC109405848	AFUN2_014124
OG0002686	LOC109409748	AFUN2_012479
OG0002687	LOC109409734	AFUN2_005419
OG0002688	LOC115253927	AFUN2_011497
OG0002689	LOC134292139, LOC109402347	AFUN2_007649
OG0002690	LOC109433646, LOC109433642	AFUN2_000863
OG0002691	LOC115269543	AFUN2_003133
OG0002692	LOC109420029	AFUN2_003685
OG0002693	LOC115254285, LOC109433111	AFUN2_011420
OG0002694	LOC109407308	AFUN2_005793
OG0002695	LOC109402075, LOC109427373	AFUN2_000987
OG0002696	LOC109418026	AFUN2_009549
OG0002697	LOC109427333	AFUN2_010631
OG0002698	LOC109419260	AFUN2_013336
OG0002699	LOC109420153	AFUN2_011735
OG0002700	LOC115260154	AFUN2_002145
OG0002701	LOC109400612	AFUN2_000473
OG0002702	LOC109409483	AFUN2_011190
OG0002703	LOC109397238	AFUN2_012100
OG0002704	LOC109397252	AFUN2_000964
OG0002705	LOC109429542, LOC109430742	AFUN2_006264
OG0002706	LOC109405301, LOC134287693	AFUN2_007512
OG0002707	LOC109397253	AFUN2_013239
OG0002708	LOC134283999, LOC109427482	AFUN2_010158
OG0002709	LOC109427519	AFUN2_002950
OG0002710	LOC109427521	AFUN2_010596
OG0002711	LOC109427523	AFUN2_000849
OG0002712	LOC109433587	AFUN2_006802
OG0002713	LOC109417954	AFUN2_002926
OG0002714	LOC134288469, LOC109417959	AFUN2_006313
OG0002716	LOC134288472, LOC109426847	AFUN2_006484
OG0002717	LOC109424158	AFUN2_003212
OG0002718	LOC109430833, LOC109424157	AFUN2_010984
OG0002719	LOC109431288	AFUN2_009707
OG0002720	LOC109431310	AFUN2_002827
OG0002721	LOC109401442	AFUN2_002707
OG0002722	LOC115255464, LOC109419959	AFUN2_001577
OG0002723	LOC115266368	AFUN2_003391
OG0002724	LOC109406055	AFUN2_003658
OG0002725	LOC109425601	AFUN2_010493
OG0002726	LOC109429088	AFUN2_014761
OG0002727	LOC109423216, LOC109397292	AFUN2_006376
OG0002728	LOC115268227, LOC109414912	AFUN2_009112
OG0002729	LOC109428913, LOC134291731	AFUN2_009087
OG0002730	LOC115267715, LOC115254630	AFUN2_010978
OG0002731	LOC109428999, LOC134291723	AFUN2_008226
OG0002732	LOC109423873	AFUN2_003361
OG0002733	LOC109419381	AFUN2_000784
OG0002734	LOC109418435, LOC115270953	AFUN2_009929
OG0002735	LOC109426161, LOC115263613	AFUN2_004519
OG0002736	LOC109427892	AFUN2_004479
OG0002737	LOC109427905	AFUN2_007691
OG0002738	LOC109427898, LOC115263987	AFUN2_002939
OG0002739	LOC109418757, LOC134292263	AFUN2_003657
OG0002740	LOC109406504	AFUN2_013000
OG0002741	LOC109406496	AFUN2_003882
OG0002742	LOC134289600, LOC109432273	AFUN2_002238
OG0002743	LOC109397120, LOC134284675	AFUN2_001184
OG0002744	LOC115253526, LOC109427430	AFUN2_008151
OG0002746	LOC109427418, LOC109410138	AFUN2_014381
OG0002747	LOC109410141, LOC115256388	AFUN2_002515
OG0002748	LOC109404983	AFUN2_011830
OG0002749	LOC109411462	AFUN2_000362
OG0002750	LOC109432412	AFUN2_010921
OG0002751	LOC109622983	AFUN2_010175
OG0002752	LOC115254039, LOC109398996	AFUN2_010687
OG0002753	LOC115258629	AFUN2_013326
OG0002754	LOC115260562	AFUN2_006548
OG0002755	LOC109422989	AFUN2_010135
OG0002756	LOC109417874	AFUN2_003475
OG0002757	LOC134288486, LOC109426828	AFUN2_008868
OG0002758	LOC115254188	AFUN2_000727
OG0002759	LOC109398026	AFUN2_013349
OG0002760	LOC115267621	AFUN2_010392
OG0002761	LOC109431602, LOC109398048	AFUN2_011698
OG0002762	LOC115261809	AFUN2_003237
OG0002763	LOC109433065	AFUN2_012300
OG0002764	LOC109416703	AFUN2_002985
OG0002765	LOC115268944	AFUN2_006741
OG0002766	LOC109416515	AFUN2_009123
OG0002767	LOC109622535	AFUN2_012215
OG0002768	LOC109621276	AFUN2_013133
OG0002769	LOC109409346	AFUN2_011512
OG0002770	LOC109410076	AFUN2_005894
OG0002771	LOC109415407	AFUN2_000488
OG0002772	LOC109430221	AFUN2_010406
OG0002773	LOC109427548	AFUN2_007953
OG0002774	LOC109404810	AFUN2_004394
OG0002775	LOC109623259, LOC134291503	AFUN2_014558
OG0002776	LOC115258087	AFUN2_005386
OG0002777	LOC109621532	AFUN2_010184
OG0002778	LOC109409849, LOC109397143	AFUN2_012069
OG0002779	LOC109410731	AFUN2_009755
OG0002780	LOC109410619	AFUN2_007383
OG0002781	LOC109424484	AFUN2_009294
OG0002782	LOC109405156	AFUN2_010463
OG0002783	LOC109401911, LOC134284970	AFUN2_005533
OG0002784	LOC115254007	AFUN2_013444
OG0002785	LOC109399117	AFUN2_004449
OG0002786	LOC109432750	AFUN2_001771
OG0002787	LOC109399098	AFUN2_001970
OG0002788	LOC134284889, LOC134284890	AFUN2_005300
OG0002789	LOC109397776	AFUN2_006931
OG0002790	LOC109621642	AFUN2_001278
OG0002791	LOC109398017	AFUN2_013278
OG0002792	LOC109415966	AFUN2_005351
OG0002793	LOC115259620	AFUN2_002968
OG0002794	LOC109401859, LOC109414695	AFUN2_007945
OG0002795	LOC109415955, LOC134290774	AFUN2_000343
OG0002796	LOC109424457	AFUN2_002949
OG0002797	LOC115267038	AFUN2_010149
OG0002798	LOC109425354	AFUN2_014651
OG0002799	LOC109622458	AFUN2_000944
OG0002800	LOC109420214, LOC109410042	AFUN2_011971
OG0002801	LOC109420211, LOC109409981	AFUN2_010732
OG0002802	LOC109398509	AFUN2_005985
OG0002803	LOC109422123	AFUN2_013902
OG0002805	LOC109406732	AFUN2_011785
OG0002806	LOC109411942	AFUN2_010484
OG0002807	LOC109406734	AFUN2_010319
OG0002808	LOC109418223	AFUN2_013798
OG0002809	LOC109427984	AFUN2_000629
OG0002810	LOC109418222	AFUN2_012946
OG0002811	LOC109431670	AFUN2_003691
OG0002812	LOC109430859	AFUN2_005243
OG0002813	LOC109415314	AFUN2_006952
OG0002814	LOC109622056, LOC134284254	AFUN2_000910
OG0002815	LOC109405048	AFUN2_001529
OG0002816	LOC109621300	AFUN2_003774
OG0002817	LOC109399954	AFUN2_005170
OG0002818	LOC109399955	AFUN2_013095
OG0002819	LOC109399937	AFUN2_004157
OG0002820	LOC109405206	AFUN2_004868
OG0002821	LOC109419782	AFUN2_004071
OG0002822	LOC109399794	AFUN2_013292
OG0002823	LOC109417815, LOC134288499	AFUN2_002831
OG0002824	LOC109400082, LOC109621625	AFUN2_000953
OG0002825	LOC134283994, LOC109400079	AFUN2_002953
OG0002826	LOC109400102, LOC109621585	AFUN2_004937
OG0002827	LOC109621633	AFUN2_010964
OG0002828	LOC109413837, LOC109407943	AFUN2_000351
OG0002829	LOC109622746	AFUN2_006257
OG0002830	LOC109419559	AFUN2_006436
OG0002831	LOC115269232	AFUN2_003157
OG0002832	LOC109425462	AFUN2_004146
OG0002833	LOC109421733	AFUN2_007769
OG0002834	LOC109425452	AFUN2_013563
OG0002835	LOC109428789	AFUN2_001139
OG0002836	LOC109428785	AFUN2_006748
OG0002837	LOC109428779	AFUN2_010134
OG0002838	LOC109429046	AFUN2_014422
OG0002839	LOC109401376, LOC109432900	AFUN2_012012
OG0002840	LOC109432889	AFUN2_006124
OG0002841	LOC134284072, LOC109431885	AFUN2_014399
OG0002842	LOC134290029, LOC109422738	AFUN2_000793
OG0002843	LOC109422734	AFUN2_013091
OG0002844	LOC109422735	AFUN2_011480
OG0002845	LOC115263279	AFUN2_012714
OG0002846	LOC109406612	AFUN2_002958
OG0002847	LOC109402790	AFUN2_007806
OG0002848	LOC115259134	AFUN2_005502
OG0002849	LOC109425780	AFUN2_008034
OG0002850	LOC109407520	AFUN2_011183
OG0002851	LOC109408676	AFUN2_009502
OG0002852	LOC109408672	AFUN2_006228
OG0002853	LOC115270351	AFUN2_009600
OG0002854	LOC109416369	AFUN2_006540
OG0002855	LOC109430041	AFUN2_012367
OG0002856	LOC109416376, LOC109430005	AFUN2_006758
OG0002857	LOC109416360, LOC115254184	AFUN2_001962
OG0002858	LOC109413690	AFUN2_008940
OG0002859	LOC109413778	AFUN2_005791, AFUN2_002737
OG0002860	LOC109429722	AFUN2_011939
OG0002861	LOC115264153, LOC109423642, LOC109398576	AFUN2_013237
OG0002862	LOC109429655, LOC115262110	AFUN2_007888
OG0002863	LOC134288506, LOC109426687	AFUN2_012968
OG0002864	LOC109397066, LOC134285650	AFUN2_004357
OG0002866	LOC109622838	AFUN2_011680
OG0002867	LOC115255129, LOC115255131	AFUN2_008642
OG0002868	LOC109398902	AFUN2_014395
OG0002869	LOC109398742, LOC134284926	AFUN2_008301
OG0002870	LOC109408016	AFUN2_010472
OG0002871	LOC109406901	AFUN2_003474, AFUN2_010607
OG0002872	LOC109414761, LOC115267376	AFUN2_003261
OG0002873	LOC115254028	AFUN2_007622
OG0002874	LOC109420799	AFUN2_011761
OG0002875	LOC109399514	AFUN2_008396
OG0002876	LOC109399473	AFUN2_004743
OG0002877	LOC109404280, LOC109621264	AFUN2_004450
OG0002878	LOC109398451	AFUN2_004571
OG0002879	LOC109423883	AFUN2_008048
OG0002880	LOC109409291	AFUN2_008636
OG0002881	LOC115258593	AFUN2_003069
OG0002882	LOC109432157	AFUN2_004915
OG0002883	LOC109410419	AFUN2_010813
OG0002884	LOC109401476	AFUN2_014652
OG0002885	LOC109408779	AFUN2_007004
OG0002886	LOC134287269, LOC109399863	AFUN2_011793
OG0002887	LOC134283971, LOC109403649	AFUN2_009946
OG0002888	LOC109408335, LOC115268315	AFUN2_014211
OG0002889	LOC109408341	AFUN2_003086
OG0002890	LOC109415061, LOC109403284	AFUN2_014300
OG0002891	LOC109403285, LOC109415064	AFUN2_003793
OG0002892	LOC115261336, LOC109415063	AFUN2_012630
OG0002893	LOC109415065, LOC109403286	AFUN2_003384
OG0002894	LOC109416753	AFUN2_012295
OG0002895	LOC109407459	AFUN2_004208
OG0002896	LOC109406316	AFUN2_014305
OG0002897	LOC109419688	AFUN2_004376
OG0002898	LOC134288594	AFUN2_012532
OG0002899	LOC109411306	AFUN2_003159
OG0002900	LOC115269766, LOC109401269	AFUN2_003966
OG0002901	LOC109622030, LOC109622003	AFUN2_011814
OG0002902	LOC134287905	AFUN2_002783
OG0002903	LOC109420723	AFUN2_011563
OG0002904	LOC109404738	AFUN2_009344
OG0002905	LOC109421517	AFUN2_007510
OG0002906	LOC109421564	AFUN2_010930
OG0002907	LOC134288031	AFUN2_001670
OG0002908	LOC109415971	AFUN2_013629
OG0002909	LOC109415977	AFUN2_012244
OG0002910	LOC109419222	AFUN2_008535
OG0002911	LOC109408788	AFUN2_007920
OG0002912	LOC109404981	AFUN2_001581
OG0002913	LOC109410438	AFUN2_002172
OG0002914	LOC109422472	AFUN2_011524, AFUN2_009565
OG0002915	LOC115259341, LOC115259353	AFUN2_008376
OG0002916	LOC134285541, LOC109412718	AFUN2_011337
OG0002917	LOC109408300	AFUN2_006707
OG0002918	LOC109414994	AFUN2_012729
OG0002919	LOC115256333	AFUN2_002512, AFUN2_009624
OG0002920	LOC109425246	AFUN2_009002
OG0002921	LOC134284825	AFUN2_007538
OG0002922	LOC109425484, LOC109412265	AFUN2_007883
OG0002923	LOC109433136	AFUN2_009827
OG0002924	LOC109430752, LOC109405395	AFUN2_010766
OG0002925	LOC109431068	AFUN2_008200
OG0002926	LOC109422398	AFUN2_008375
OG0002927	LOC109428879	AFUN2_010818
OG0002928	LOC109428878	AFUN2_002269
OG0002929	LOC109621280	AFUN2_014375
OG0002930	LOC109424016	AFUN2_008706
OG0002931	LOC115266038	AFUN2_003676
OG0002932	LOC109428798	AFUN2_001594
OG0002933	LOC109409726	AFUN2_003995
OG0002934	LOC109401017	AFUN2_004661
OG0002935	LOC109401002, LOC109429323	AFUN2_001669
OG0002936	LOC134291418, LOC109418513	AFUN2_009481
OG0002937	LOC109399407	AFUN2_002668
OG0002938	LOC109399403	AFUN2_006811
OG0002939	LOC109423080	AFUN2_004827
OG0002941	LOC109411288	AFUN2_001101
OG0002942	LOC109423303	AFUN2_009453
OG0002943	LOC109426157, LOC115267614	AFUN2_005723
OG0002944	LOC115267435	AFUN2_000507
OG0002945	LOC109418503	AFUN2_008479
