Orthogroup	AminimusMINIMUS1	CquinquefasciatusJHB2020
OG0002293	AMIN007462	CQUJHB003490
OG0002294	AMIN006126	CQUJHB003662
OG0002295	AMIN006125	CQUJHB000982
OG0002296	AMIN006109	CQUJHB000898
OG0002297	AMIN005185	CQUJHB020344
OG0002298	AMIN000502	CQUJHB006545
OG0002299	AMIN000444	CQUJHB009293
OG0002300	AMIN000499	CQUJHB013387
OG0002301	AMIN000437	CQUJHB018039
OG0002302	AMIN003674	CQUJHB004570
OG0002304	AMIN004350	CQUJHB010742
OG0002305	AMIN006523	CQUJHB004635
OG0002306	AMIN015970	CQUJHB013760
OG0002307	AMIN008616	CQUJHB005630
OG0002308	AMIN010484	CQUJHB011917
OG0002309	AMIN010206	CQUJHB004445
OG0002310	AMIN008098	CQUJHB009311
OG0002311	AMIN003423	CQUJHB006845
OG0002312	AMIN007981	CQUJHB004384
OG0002313	AMIN008258	CQUJHB015733
OG0002314	AMIN001595	CQUJHB012634
OG0002315	AMIN008285	CQUJHB009401
OG0002316	AMIN008286	CQUJHB003740
OG0002317	AMIN001602	CQUJHB011893, CQUJHB013333
OG0002318	AMIN006323	CQUJHB003199
OG0002319	AMIN001601	CQUJHB002990
OG0002320	AMIN001604	CQUJHB014318, CQUJHB016145, CQUJHB005410
OG0002321	AMIN000173	CQUJHB004639
OG0002322	AMIN000178	CQUJHB005601
OG0002325	AMIN003758	CQUJHB010565
OG0002326	AMIN002152	CQUJHB013806
OG0002328	AMIN006831	CQUJHB009440
OG0002329	AMIN002150	CQUJHB008476
OG0002330	AMIN007751	CQUJHB009297
OG0002331	AMIN004708	CQUJHB000409
OG0002332	AMIN003854	CQUJHB009608
OG0002333	AMIN004707	CQUJHB014213
OG0002334	AMIN004701	CQUJHB009980
OG0002335	AMIN004706	CQUJHB012103
OG0002336	AMIN004704	CQUJHB007046
OG0002337	AMIN005683	CQUJHB016521
OG0002338	AMIN007449	CQUJHB016912
OG0002339	AMIN009214	CQUJHB000264, CQUJHB002185
OG0002340	AMIN000763	CQUJHB015241
OG0002341	AMIN000759	CQUJHB017309
OG0002342	AMIN003495	CQUJHB000893
OG0002344	AMIN000787	CQUJHB010557
OG0002345	AMIN008242	CQUJHB003096
OG0002346	AMIN001538	CQUJHB006185
OG0002347	AMIN004340	CQUJHB014113
OG0002348	AMIN002918	CQUJHB006469
OG0002349	AMIN000669	CQUJHB011400
OG0002350	AMIN003148	CQUJHB015440
OG0002351	AMIN002910	CQUJHB004563
OG0002352	AMIN005560	CQUJHB010594
OG0002353	AMIN005674	CQUJHB006051
OG0002354	AMIN005717	CQUJHB010462, CQUJHB008752, CQUJHB007099
OG0002355	AMIN009352	CQUJHB005547
OG0002356	AMIN000660	CQUJHB018068
OG0002357	AMIN000144	CQUJHB013014, CQUJHB004041
OG0002358	AMIN002453	CQUJHB002612
OG0002359	AMIN000659	CQUJHB014974
OG0002360	AMIN010883	CQUJHB011367
OG0002361	AMIN011562	CQUJHB004650
OG0002362	AMIN006285	CQUJHB014684
OG0002363	AMIN007232	CQUJHB006766
OG0002364	AMIN000970	CQUJHB004756
OG0002365	AMIN006281	CQUJHB012487
OG0002366	AMIN001361	CQUJHB009929
OG0002367	AMIN002328	CQUJHB016718, CQUJHB012929
OG0002368	AMIN007196	CQUJHB012789
OG0002369	AMIN004958	CQUJHB007800
OG0002370	AMIN004973	CQUJHB009564
OG0002371	AMIN006894	CQUJHB012855
OG0002372	AMIN000871	CQUJHB016742
OG0002373	AMIN001296	CQUJHB000794
OG0002374	AMIN006649	CQUJHB016411
OG0002375	AMIN008418	CQUJHB009769
OG0002376	AMIN008190	CQUJHB007982
OG0002377	AMIN008431	CQUJHB003022
OG0002378	AMIN008419	CQUJHB006638
OG0002379	AMIN008427	CQUJHB017208
OG0002380	AMIN008429	CQUJHB010596
OG0002381	AMIN008432	CQUJHB009411
OG0002382	AMIN007463	CQUJHB012201
OG0002383	AMIN000676	CQUJHB010836
OG0002384	AMIN003521	CQUJHB014687
OG0002385	AMIN016083	CQUJHB012067
OG0002386	AMIN001820	CQUJHB004362
OG0002387	AMIN001821	CQUJHB015201
OG0002388	AMIN015992	CQUJHB012524
OG0002389	AMIN001465	CQUJHB010100
OG0002390	AMIN004872	CQUJHB017513
OG0002391	AMIN000573	CQUJHB001336
OG0002392	AMIN004871	CQUJHB005239
OG0002393	AMIN007861	CQUJHB010590
OG0002395	AMIN002050	CQUJHB016537
OG0002396	AMIN002756	CQUJHB001013
OG0002397	AMIN007980	CQUJHB013685
OG0002398	AMIN003648	CQUJHB006627
OG0002399	AMIN002754	CQUJHB000834
OG0002400	AMIN002770	CQUJHB018220
OG0002401	AMIN001018	CQUJHB017267
OG0002402	AMIN001338	CQUJHB015436
OG0002403	AMIN001017	CQUJHB003337
OG0002404	AMIN015767	CQUJHB010074
OG0002405	AMIN009562, AMIN009561	CQUJHB007031
OG0002406	AMIN006618, AMIN006619	CQUJHB018093
OG0002407	AMIN006624	CQUJHB016791
OG0002408	AMIN006616	CQUJHB000279
OG0002409	AMIN001274	CQUJHB001593
OG0002410	AMIN001271	CQUJHB013798
OG0002411	AMIN001275, AMIN001276	CQUJHB011085
OG0002412	AMIN001273	CQUJHB012360
OG0002414	AMIN007795	CQUJHB002452
OG0002415	AMIN004924	CQUJHB015531
OG0002416	AMIN007661	CQUJHB001206
OG0002417	AMIN007936	CQUJHB005610
OG0002418	AMIN007669	CQUJHB006127
OG0002419	AMIN006678	CQUJHB015871
OG0002420	AMIN006673	CQUJHB015617, CQUJHB017009
OG0002421	AMIN009244	CQUJHB016995
OG0002422	AMIN007188	CQUJHB017800
OG0002423	AMIN006756	CQUJHB012261
OG0002424	AMIN007184	CQUJHB013532
OG0002425	AMIN006095	CQUJHB007575
OG0002426	AMIN006759	CQUJHB015489
OG0002427	AMIN006521	CQUJHB012702
OG0002428	AMIN009243	CQUJHB006392, CQUJHB003056
OG0002429	AMIN015580	CQUJHB010909
OG0002430	AMIN010096	CQUJHB012663, CQUJHB006534
OG0002431	AMIN006530	CQUJHB018145
OG0002432	AMIN009670	CQUJHB002271
OG0002433	AMIN004240	CQUJHB008079
OG0002434	AMIN004242	CQUJHB006991
OG0002435	AMIN006533	CQUJHB007429
OG0002436	AMIN004243	CQUJHB018128
OG0002437	AMIN010051	CQUJHB015695
OG0002438	AMIN001094	CQUJHB008564, CQUJHB008781
OG0002439	AMIN009943	CQUJHB003907
OG0002440	AMIN009942	CQUJHB011136
OG0002441	AMIN007995	CQUJHB011205
OG0002442	AMIN006631	CQUJHB000964
OG0002443	AMIN008133	CQUJHB003308
OG0002444	AMIN008128	CQUJHB013675
OG0002445	AMIN008132	CQUJHB005823
OG0002446	AMIN010378	CQUJHB014878
OG0002447	AMIN002717	CQUJHB011832
OG0002448	AMIN002714	CQUJHB013948
OG0002449	AMIN009866	CQUJHB005751
OG0002450	AMIN004729	CQUJHB010116
OG0002451	AMIN000254	CQUJHB013600
OG0002452	AMIN016129	CQUJHB017719
OG0002453	AMIN005303	CQUJHB013401
OG0002454	AMIN005501	CQUJHB013158
OG0002455	AMIN006719	CQUJHB008588
OG0002456	AMIN006977	CQUJHB003838
OG0002457	AMIN009173	CQUJHB002815
OG0002458	AMIN009174	CQUJHB000792
OG0002459	AMIN009175	CQUJHB002715
OG0002460	AMIN003931	CQUJHB011919
OG0002461	AMIN003927	CQUJHB010798
OG0002462	AMIN004542, AMIN005871	CQUJHB017675
OG0002463	AMIN002131	CQUJHB000507
OG0002464	AMIN001512	CQUJHB009902
OG0002465	AMIN004749	CQUJHB008691
OG0002466	AMIN004515	CQUJHB011920
OG0002467	AMIN008708	CQUJHB006115
OG0002468	AMIN015830	CQUJHB012385
OG0002469	AMIN015657	CQUJHB011123
OG0002470	AMIN002628	CQUJHB002211
OG0002471	AMIN009381	CQUJHB017557
OG0002472	AMIN001384	CQUJHB007761, CQUJHB001566
OG0002473	AMIN007682	CQUJHB012618
OG0002474	AMIN006143	CQUJHB006279
OG0002475	AMIN006149	CQUJHB001696
OG0002476	AMIN006147	CQUJHB001299
OG0002477	AMIN008422	CQUJHB009749
OG0002478	AMIN004014	CQUJHB000020
OG0002479	AMIN010971	CQUJHB017215
OG0002480	AMIN007225	CQUJHB013708
OG0002481	AMIN001418	CQUJHB005702
OG0002482	AMIN015906	CQUJHB000819
OG0002483	AMIN003206	CQUJHB000171
OG0002484	AMIN003169	CQUJHB010442
OG0002485	AMIN002738	CQUJHB005479
OG0002486	AMIN003172	CQUJHB007533
OG0002487	AMIN004696	CQUJHB016355
OG0002488	AMIN005042	CQUJHB010277, CQUJHB010094
OG0002489	AMIN004459	CQUJHB006093, CQUJHB018006
OG0002490	AMIN004462	CQUJHB012668, CQUJHB015680
OG0002491	AMIN001262	CQUJHB013800
OG0002492	AMIN001263	CQUJHB015851
OG0002493	AMIN006567	CQUJHB015991
OG0002494	AMIN001264	CQUJHB007287
OG0002495	AMIN000867	CQUJHB008579
OG0002496	AMIN004166	CQUJHB017281
OG0002497	AMIN000205	CQUJHB003657
OG0002498	AMIN003203	CQUJHB000643
OG0002499	AMIN008770	CQUJHB007300
OG0002500	AMIN003344	CQUJHB011172
OG0002501	AMIN003340	CQUJHB007006
OG0002502	AMIN008136	CQUJHB013686
OG0002503	AMIN003339	CQUJHB015917
OG0002504	AMIN003337	CQUJHB008232
OG0002505	AMIN003303	CQUJHB012068, CQUJHB008038
OG0002506	AMIN000252	CQUJHB003498
OG0002507	AMIN000253	CQUJHB015187
OG0002508	AMIN016289	CQUJHB013504
OG0002509	AMIN000662	CQUJHB012352
OG0002510	AMIN002556	CQUJHB014679
OG0002511	AMIN004159	CQUJHB009676
OG0002512	AMIN002557	CQUJHB015655
OG0002513	AMIN000364	CQUJHB017553
OG0002514	AMIN003511	CQUJHB017708
OG0002515	AMIN002629	CQUJHB006348, CQUJHB015063
OG0002516	AMIN009892	CQUJHB006557
OG0002517	AMIN009894	CQUJHB006228
OG0002518	AMIN009890	CQUJHB009619
OG0002519	AMIN004083	CQUJHB011239
OG0002520	AMIN002455	CQUJHB018416
OG0002521	AMIN014469, AMIN016195	CQUJHB005754
OG0002522	AMIN011573	CQUJHB001129
OG0002523	AMIN011577	CQUJHB012857
OG0002524	AMIN005762	CQUJHB012681
OG0002525	AMIN002489	CQUJHB001347
OG0002526	AMIN007335	CQUJHB001835
OG0002527	AMIN002491	CQUJHB013109
OG0002528	AMIN002487	CQUJHB014190
OG0002529	AMIN002492	CQUJHB010186
OG0002531	AMIN004362	CQUJHB007211, CQUJHB011313
OG0002532	AMIN004396	CQUJHB004346
OG0002533	AMIN004381	CQUJHB014674
OG0002534	AMIN004387	CQUJHB013984
OG0002535	AMIN008704	CQUJHB003824
OG0002536	AMIN006013	CQUJHB009733
OG0002537	AMIN010044	CQUJHB015268
OG0002539	AMIN006053	CQUJHB008846
OG0002540	AMIN009392	CQUJHB011114
OG0002541	AMIN006054	CQUJHB011485
OG0002542	AMIN001241	CQUJHB012656
OG0002543	AMIN005006	CQUJHB017907
OG0002545	AMIN001870	CQUJHB004140
OG0002546	AMIN001864	CQUJHB017047
OG0002547	AMIN015940	CQUJHB017911
OG0002548	AMIN007530	CQUJHB014078
OG0002549	AMIN011310	CQUJHB015145
OG0002550	AMIN003151	CQUJHB004044
OG0002551	AMIN011312	CQUJHB012002
OG0002552	AMIN014858, AMIN011313	CQUJHB014048
OG0002553	AMIN007118	CQUJHB010136
OG0002554	AMIN004226	CQUJHB006278
OG0002555	AMIN002253	CQUJHB004110
OG0002556	AMIN006653	CQUJHB013878
OG0002557	AMIN008590	CQUJHB017473, CQUJHB005775
OG0002558	AMIN008583	CQUJHB002217
OG0002559	AMIN008589	CQUJHB007385
OG0002560	AMIN008588	CQUJHB006910
OG0002561	AMIN000589	CQUJHB015452
OG0002562	AMIN011371	CQUJHB012582
OG0002563	AMIN011370	CQUJHB014513
OG0002564	AMIN011353	CQUJHB010984
OG0002565	AMIN011363	CQUJHB003369
OG0002566	AMIN006891	CQUJHB001402
OG0002567	AMIN003796	CQUJHB005685
OG0002568	AMIN006893	CQUJHB000006
OG0002569	AMIN000355	CQUJHB000293
OG0002571	AMIN005833	CQUJHB006090
OG0002572	AMIN006489	CQUJHB017578
OG0002573	AMIN002529	CQUJHB016861
OG0002574	AMIN008249	CQUJHB000934
OG0002575	AMIN009035	CQUJHB010355
OG0002576	AMIN008271	CQUJHB017097
OG0002577	AMIN010282	CQUJHB016962
OG0002578	AMIN002167	CQUJHB012644
OG0002580	AMIN003404	CQUJHB017277
OG0002581	AMIN005347	CQUJHB008792
OG0002582	AMIN010049	CQUJHB013520
OG0002583	AMIN003403	CQUJHB000170
OG0002584	AMIN004076	CQUJHB000376
OG0002585	AMIN004073	CQUJHB015510
OG0002586	AMIN011490	CQUJHB002474
OG0002587	AMIN008949	CQUJHB008457
OG0002588	AMIN008782	CQUJHB010356, CQUJHB017480
OG0002589	AMIN008783	CQUJHB007419, CQUJHB017663
OG0002590	AMIN008950	CQUJHB007825
OG0002593	AMIN006339	CQUJHB012538
OG0002594	AMIN003323	CQUJHB010227, CQUJHB001162
OG0002595	AMIN006078	CQUJHB000364
OG0002596	AMIN003619	CQUJHB003929
OG0002597	AMIN003620	CQUJHB002609
OG0002598	AMIN004018	CQUJHB005715
OG0002599	AMIN015923	CQUJHB014079
OG0002600	AMIN015924	CQUJHB014170
OG0002601	AMIN006837	CQUJHB005109
OG0002602	AMIN010944	CQUJHB013121
OG0002603	AMIN004127	CQUJHB007242
OG0002604	AMIN006087	CQUJHB011962
OG0002605	AMIN009833	CQUJHB005007
OG0002606	AMIN009832	CQUJHB009873
OG0002607	AMIN009545	CQUJHB004753
OG0002608	AMIN003729	CQUJHB014707
OG0002609	AMIN002372	CQUJHB009964
OG0002610	AMIN003714	CQUJHB012314
OG0002611	AMIN011652	CQUJHB006484
OG0002612	AMIN011508	CQUJHB007541, CQUJHB014776
OG0002613	AMIN004934	CQUJHB017552
OG0002614	AMIN002669	CQUJHB009165
OG0002615	AMIN002668	CQUJHB013323
OG0002616	AMIN002672	CQUJHB004053
OG0002617	AMIN002670	CQUJHB014044
OG0002618	AMIN001113	CQUJHB016262
OG0002619	AMIN001114	CQUJHB005387, CQUJHB012817
OG0002620	AMIN001116	CQUJHB001622
OG0002621	AMIN002733	CQUJHB006066
OG0002623	AMIN004787	CQUJHB009671
OG0002624	AMIN000756	CQUJHB006768
OG0002625	AMIN002657	CQUJHB000731
OG0002626	AMIN000888	CQUJHB014604
OG0002627	AMIN011232	CQUJHB008047
OG0002628	AMIN011231	CQUJHB010447
OG0002629	AMIN001681	CQUJHB007559
OG0002630	AMIN001679	CQUJHB015682
OG0002631	AMIN001412	CQUJHB010106
OG0002632	AMIN001042	CQUJHB003136
OG0002633	AMIN001045	CQUJHB010113
OG0002634	AMIN001044	CQUJHB009470
OG0002635	AMIN000221	CQUJHB000728
OG0002636	AMIN010091	CQUJHB014197
OG0002637	AMIN003770	CQUJHB001164
OG0002638	AMIN005121	CQUJHB004695, CQUJHB008952
OG0002639	AMIN001069	CQUJHB005136
OG0002640	AMIN006692	CQUJHB000308
OG0002641	AMIN006684, AMIN006685	CQUJHB002923
OG0002642	AMIN006688	CQUJHB007883
OG0002643	AMIN006689	CQUJHB010422
OG0002644	AMIN001876	CQUJHB008871
OG0002645	AMIN001880	CQUJHB001356
OG0002646	AMIN001885	CQUJHB018457
OG0002647	AMIN001875	CQUJHB011256
OG0002648	AMIN001879	CQUJHB012024
OG0002649	AMIN008458	CQUJHB010624
OG0002650	AMIN005790	CQUJHB004020
OG0002651	AMIN005073	CQUJHB001729
OG0002652	AMIN011599, AMIN011598	CQUJHB000162
OG0002653	AMIN004580	CQUJHB016662
OG0002654	AMIN002948	CQUJHB001055
OG0002655	AMIN002689	CQUJHB013077
OG0002656	AMIN002686	CQUJHB015806
OG0002657	AMIN009781	CQUJHB008092
OG0002658	AMIN001622	CQUJHB010572
OG0002659	AMIN006456	CQUJHB001345
OG0002660	AMIN002041	CQUJHB015998
OG0002661	AMIN007097, AMIN007098	CQUJHB000685
OG0002662	AMIN009032	CQUJHB001289
OG0002663	AMIN004450	CQUJHB005294
OG0002664	AMIN006868	CQUJHB017689
OG0002665	AMIN001922	CQUJHB005976
OG0002666	AMIN007139	CQUJHB002953
OG0002667	AMIN010511	CQUJHB014443
OG0002668	AMIN016033	CQUJHB005696
OG0002669	AMIN016034	CQUJHB018482
OG0002670	AMIN003233	CQUJHB016241, CQUJHB012834
OG0002671	AMIN010495	CQUJHB012955
OG0002672	AMIN010494	CQUJHB008399
OG0002673	AMIN005638, AMIN007214	CQUJHB003072
OG0002674	AMIN005408	CQUJHB017149
OG0002675	AMIN002103	CQUJHB003537
OG0002676	AMIN004810	CQUJHB010937
OG0002678	AMIN005440	CQUJHB012239
OG0002679	AMIN002313	CQUJHB004260
OG0002680	AMIN004559	CQUJHB012667
OG0002681	AMIN004485	CQUJHB008560
OG0002682	AMIN000460	CQUJHB004519
OG0002683	AMIN000462	CQUJHB006002
OG0002684	AMIN000459	CQUJHB015994
OG0002685	AMIN000473	CQUJHB016204, CQUJHB009364
OG0002686	AMIN010189	CQUJHB015400, CQUJHB015398
OG0002687	AMIN010592	CQUJHB014346
OG0002688	AMIN000488	CQUJHB003012
OG0002689	AMIN008405	CQUJHB002488
OG0002690	AMIN005250	CQUJHB000130, CQUJHB014682
OG0002691	AMIN005152	CQUJHB017902
OG0002692	AMIN006720	CQUJHB000399
OG0002693	AMIN015806	CQUJHB007979
OG0002694	AMIN006014	CQUJHB005894
OG0002695	AMIN005181	CQUJHB018357
OG0002696	AMIN008021	CQUJHB016207
OG0002697	AMIN004640	CQUJHB015223, CQUJHB014396
OG0002698	AMIN004649	CQUJHB000191, CQUJHB009764
OG0002699	AMIN008313	CQUJHB006257
OG0002700	AMIN001982	CQUJHB002027
OG0002701	AMIN010180	CQUJHB018235
OG0002702	AMIN001989	CQUJHB017824
OG0002703	AMIN003839	CQUJHB012883
OG0002704	AMIN003838	CQUJHB005677
OG0002705	AMIN000007	CQUJHB015309
OG0002706	AMIN003101	CQUJHB006954
OG0002707	AMIN004601	CQUJHB009064
OG0002708	AMIN008346	CQUJHB014646
OG0002709	AMIN005436	CQUJHB004296
OG0002710	AMIN004046	CQUJHB010975, CQUJHB009120
OG0002711	AMIN014455, AMIN005791	CQUJHB003110
OG0002712	AMIN009673	CQUJHB006081
OG0002713	AMIN007586	CQUJHB009419
OG0002714	AMIN009982	CQUJHB012566
OG0002715	AMIN009980	CQUJHB011987
OG0002716	AMIN009981	CQUJHB012279
OG0002717	AMIN011618	CQUJHB001036
OG0002718	AMIN007720	CQUJHB008873
OG0002719	AMIN008569	CQUJHB003272
OG0002720	AMIN008568	CQUJHB007096
OG0002721	AMIN016272	CQUJHB009705
OG0002723	AMIN009577	CQUJHB004797
OG0002724	AMIN011172	CQUJHB014011
OG0002725	AMIN002805	CQUJHB001455
OG0002726	AMIN001138	CQUJHB015298
OG0002727	AMIN004611	CQUJHB014575
OG0002728	AMIN006512	CQUJHB005642
OG0002729	AMIN006516	CQUJHB004878
OG0002730	AMIN006511	CQUJHB000842
OG0002731	AMIN006517	CQUJHB007189
OG0002732	AMIN011475	CQUJHB017636
OG0002733	AMIN016090	CQUJHB000668
OG0002734	AMIN000353	CQUJHB017177
OG0002735	AMIN000351	CQUJHB010265
OG0002736	AMIN009072	CQUJHB007073
OG0002737	AMIN006310	CQUJHB017928
OG0002738	AMIN006303	CQUJHB001872
OG0002739	AMIN007436	CQUJHB003138
OG0002740	AMIN006972	CQUJHB006895
OG0002741	AMIN008691	CQUJHB013964, CQUJHB008974
OG0002742	AMIN008115	CQUJHB004019
OG0002743	AMIN008341	CQUJHB011213
OG0002744	AMIN002086	CQUJHB018454
OG0002745	AMIN004043	CQUJHB007694
OG0002746	AMIN000786	CQUJHB012821
OG0002747	AMIN005279	CQUJHB013511
OG0002748	AMIN004009	CQUJHB005087
OG0002749	AMIN010564	CQUJHB014828
OG0002750	AMIN003185	CQUJHB013539
OG0002751	AMIN002613	CQUJHB017583, CQUJHB009012
OG0002752	AMIN002611	CQUJHB014117
OG0002753	AMIN006807	CQUJHB002493
OG0002754	AMIN000694	CQUJHB013283
OG0002755	AMIN005281	CQUJHB000567
OG0002756	AMIN007561	CQUJHB000491
OG0002757	AMIN007558	CQUJHB017655
OG0002758	AMIN010190	CQUJHB001767
OG0002759	AMIN010187	CQUJHB002397
OG0002760	AMIN010188	CQUJHB007807
OG0002761	AMIN007948	CQUJHB000656
OG0002762	AMIN006351	CQUJHB003803
OG0002763	AMIN006357, AMIN006356	CQUJHB014238
OG0002764	AMIN011255	CQUJHB001583
OG0002765	AMIN011404	CQUJHB009022, CQUJHB015690
OG0002766	AMIN008445	CQUJHB011679
OG0002767	AMIN010340	CQUJHB005870
OG0002768	AMIN010336	CQUJHB017884
OG0002769	AMIN010338	CQUJHB008154
OG0002770	AMIN011256	CQUJHB003361
OG0002771	AMIN004922	CQUJHB015723
OG0002772	AMIN004567	CQUJHB009477
OG0002773	AMIN005782	CQUJHB008171
OG0002774	AMIN002380	CQUJHB003745
OG0002775	AMIN007520	CQUJHB015681
OG0002776	AMIN000503	CQUJHB008014
OG0002777	AMIN000446	CQUJHB002983
OG0002778	AMIN015518	CQUJHB018233
OG0002779	AMIN006876	CQUJHB012394, CQUJHB004353
OG0002780	AMIN016126	CQUJHB009615
OG0002781	AMIN006098	CQUJHB014793, CQUJHB006808
OG0002782	AMIN007279	CQUJHB015335
OG0002783	AMIN001068	CQUJHB014898
OG0002784	AMIN005460	CQUJHB000246
OG0002785	AMIN004251	CQUJHB014794
OG0002786	AMIN006124	CQUJHB013234
OG0002787	AMIN009223	CQUJHB007856
OG0002788	AMIN001969	CQUJHB007881
OG0002789	AMIN007472, AMIN007469	CQUJHB009943
OG0002790	AMIN004735	CQUJHB003765
OG0002791	AMIN010687	CQUJHB000527
OG0002792	AMIN000749	CQUJHB011211
OG0002793	AMIN002647	CQUJHB013892
OG0002794	AMIN005274	CQUJHB006425
OG0002795	AMIN008216	CQUJHB015869
OG0002797	AMIN015800	CQUJHB004342
OG0002798	AMIN014006, AMIN000087	CQUJHB014675
OG0002800	AMIN011385	CQUJHB017318
OG0002801	AMIN011387	CQUJHB015722
OG0002802	AMIN006562	CQUJHB011020
OG0002803	AMIN005241	CQUJHB014524, CQUJHB002908
OG0002805	AMIN000061	CQUJHB016341, CQUJHB003394
OG0002806	AMIN000058, AMIN000059, AMIN000060	CQUJHB007138
OG0002807	AMIN001135	CQUJHB004195
OG0002808	AMIN002278	CQUJHB016317
OG0002809	AMIN016219	CQUJHB005263
OG0002810	AMIN002279	CQUJHB011898
OG0002811	AMIN011088	CQUJHB016907
OG0002812	AMIN011089	CQUJHB002980
OG0002813	AMIN005483	CQUJHB003349, CQUJHB006440
OG0002814	AMIN000690	CQUJHB017465
OG0002815	AMIN003686	CQUJHB014215
OG0002816	AMIN000691	CQUJHB006284
OG0002817	AMIN002980	CQUJHB006151
OG0002818	AMIN003878	CQUJHB013688
OG0002819	AMIN000942	CQUJHB017352
OG0002820	AMIN004859	CQUJHB005188, CQUJHB012694
OG0002821	AMIN006788	CQUJHB017653
OG0002822	AMIN000425	CQUJHB013846
OG0002823	AMIN007658	CQUJHB010344
OG0002824	AMIN004586	CQUJHB010997
OG0002825	AMIN000231	CQUJHB017262
OG0002826	AMIN003824	CQUJHB013702
OG0002827	AMIN003121	CQUJHB007967
OG0002828	AMIN011200	CQUJHB010048
OG0002829	AMIN003369	CQUJHB013432
OG0002830	AMIN003368	CQUJHB010064
OG0002831	AMIN003379	CQUJHB009348
OG0002832	AMIN003086	CQUJHB015620
OG0002833	AMIN000480	CQUJHB009678
OG0002834	AMIN000482	CQUJHB009464
OG0002835	AMIN006450	CQUJHB014375
OG0002836	AMIN008456	CQUJHB001594
OG0002837	AMIN008455	CQUJHB011183
OG0002838	AMIN010492	CQUJHB000604
OG0002839	AMIN006376	CQUJHB006208
OG0002840	AMIN006373	CQUJHB014135
OG0002841	AMIN016250	CQUJHB012841
OG0002842	AMIN002257	CQUJHB015322
OG0002843	AMIN002258	CQUJHB015662
OG0002844	AMIN002260	CQUJHB013567
OG0002845	AMIN011653	CQUJHB002985
OG0002846	AMIN005387	CQUJHB009626, CQUJHB006435
OG0002847	AMIN000838	CQUJHB002149
OG0002848	AMIN001158	CQUJHB008228
OG0002849	AMIN008521	CQUJHB017635
OG0002850	AMIN008523	CQUJHB001958
OG0002851	AMIN010192	CQUJHB010908
OG0002852	AMIN011114	CQUJHB001574
OG0002853	AMIN010191	CQUJHB015414
OG0002854	AMIN004750	CQUJHB011629
OG0002855	AMIN004220	CQUJHB013354
OG0002856	AMIN000013	CQUJHB002888
OG0002858	AMIN004147	CQUJHB017353
OG0002859	AMIN003018	CQUJHB011381
OG0002860	AMIN004563	CQUJHB005968
OG0002861	AMIN000908	CQUJHB003151
OG0002862	AMIN001779	CQUJHB014704
OG0002863	AMIN007597	CQUJHB000810
OG0002864	AMIN004071	CQUJHB006195
OG0002866	AMIN009412	CQUJHB005563
OG0002867	AMIN009602	CQUJHB008387
OG0002868	AMIN002143	CQUJHB008884
OG0002869	AMIN002078	CQUJHB005511
OG0002870	AMIN007567	CQUJHB003209
OG0002871	AMIN005489	CQUJHB009365
OG0002872	AMIN000957	CQUJHB005681
OG0002873	AMIN009520	CQUJHB005179
OG0002874	AMIN001194	CQUJHB012748
OG0002875	AMIN011556	CQUJHB000053
OG0002876	AMIN007714	CQUJHB005692, CQUJHB017981
OG0002877	AMIN004268	CQUJHB007974
OG0002878	AMIN000241	CQUJHB011650
OG0002879	AMIN009635	CQUJHB012256
OG0002880	AMIN014762	CQUJHB000646
OG0002881	AMIN009847	CQUJHB013885
OG0002882	AMIN004222	CQUJHB007846
OG0002884	AMIN015785	CQUJHB010592, CQUJHB015110
OG0002885	AMIN006864	CQUJHB011674, CQUJHB015574
OG0002886	AMIN000591	CQUJHB014993
OG0002887	AMIN007433	CQUJHB007328
OG0002888	AMIN008850	CQUJHB011036, CQUJHB016426
OG0002889	AMIN008820	CQUJHB000995
OG0002890	AMIN002961	CQUJHB006624
OG0002891	AMIN002967	CQUJHB004524
OG0002892	AMIN002962	CQUJHB010365
OG0002893	AMIN002966	CQUJHB015973
OG0002894	AMIN011657	CQUJHB002141, CQUJHB010241
OG0002895	AMIN007775	CQUJHB000993
OG0002896	AMIN003615	CQUJHB006791
OG0002897	AMIN011403	CQUJHB012160
OG0002898	AMIN010244	CQUJHB002872
OG0002899	AMIN001613	CQUJHB000108
OG0002900	AMIN007040	CQUJHB008071
OG0002901	AMIN001198	CQUJHB001609
OG0002902	AMIN001202	CQUJHB012744
OG0002903	AMIN001197	CQUJHB000664
OG0002904	AMIN007221	CQUJHB000307
OG0002905	AMIN006645	CQUJHB013499
OG0002906	AMIN006648	CQUJHB007768
OG0002907	AMIN011636	CQUJHB003127
OG0002908	AMIN000188	CQUJHB003526
OG0002909	AMIN002416	CQUJHB001264, CQUJHB000990, CQUJHB011590
OG0002910	AMIN003329	CQUJHB004741
OG0002911	AMIN011210	CQUJHB018341, CQUJHB014907
OG0002912	AMIN003739	CQUJHB011275
OG0002913	AMIN002410	CQUJHB004289
OG0002915	AMIN004997	CQUJHB006179
OG0002916	AMIN004888	CQUJHB011848
OG0002919	AMIN001943	CQUJHB013053
OG0002920	AMIN004896	CQUJHB013598
OG0002921	AMIN001015	CQUJHB010426
OG0002922	AMIN005282	CQUJHB000913
OG0002923	AMIN001671	CQUJHB017522, CQUJHB015544
OG0002924	AMIN001865	CQUJHB002430
OG0002925	AMIN007441	CQUJHB015219
OG0002926	AMIN008793	CQUJHB012973
