Orthogroup	AminimusMINIMUS1	AaegyptiLVP_AGWG
OG0001889	AMIN005658, AMIN005661	AAEL020236
OG0001890	AMIN008213	AAEL020259
OG0001891	AMIN009438	AAEL020367, AAEL027037
OG0001892	AMIN000116, AMIN000114	AAEL020427
OG0001893	AMIN004384, AMIN004338	AAEL020670, AAEL026210
OG0001894	AMIN002076	AAEL020781, AAEL024786, AAEL024800
OG0001895	AMIN010600	AAEL024451, AAEL020804
OG0001896	AMIN001064	AAEL020847
OG0001897	AMIN005514, AMIN005515	AAEL021006
OG0001898	AMIN005288	AAEL021019
OG0001899	AMIN006008	AAEL021029
OG0001901	AMIN006378	AAEL022782, AAEL021202
OG0001902	AMIN002991	AAEL021288
OG0001903	AMIN000469	AAEL026413, AAEL021321, AAEL022776
OG0001905	AMIN000638	AAEL021386
OG0001906	AMIN004037	AAEL021402, AAEL024170, AAEL025488
OG0001907	AMIN008739, AMIN008738	AAEL021419
OG0001908	AMIN002563	AAEL026022, AAEL021519
OG0001909	AMIN006182	AAEL021548
OG0001910	AMIN006553, AMIN006554	AAEL021574
OG0001912	AMIN004504	AAEL021655, AAEL023077
OG0001913	AMIN005221, AMIN005223	AAEL021676
OG0001914	AMIN011518	AAEL021748
OG0001915	AMIN003811	AAEL024321, AAEL022608, AAEL021767
OG0001916	AMIN000785	AAEL021771
OG0001917	AMIN003280	AAEL021925
OG0001918	AMIN002067	AAEL021955, AAEL028133
OG0001919	AMIN016209, AMIN010174	AAEL022200
OG0001920	AMIN000410	AAEL022248
OG0001921	AMIN000378	AAEL022316
OG0001922	AMIN007989	AAEL022351
OG0001923	AMIN011279	AAEL022431
OG0001924	AMIN006781	AAEL022611
OG0001925	AMIN002090	AAEL022632, AAEL023223
OG0001926	AMIN005567	AAEL022657, AAEL026213
OG0001927	AMIN009966, AMIN009965	AAEL022658
OG0001928	AMIN011226	AAEL026719, AAEL022716
OG0001929	AMIN005224	AAEL022855
OG0001930	AMIN016212	AAEL022893, AAEL025265
OG0001931	AMIN001231, AMIN001193	AAEL024358, AAEL022938
OG0001933	AMIN000149	AAEL024674, AAEL023115
OG0001934	AMIN011386	AAEL023151
OG0001935	AMIN001324	AAEL023352
OG0001937	AMIN010521, AMIN010519	AAEL023471
OG0001938	AMIN006913	AAEL023498, AAEL027331
OG0001939	AMIN015735	AAEL023502, AAEL025398
OG0001940	AMIN005390, AMIN005388	AAEL023745
OG0001941	AMIN005486	AAEL023750, AAEL026150, AAEL024982
OG0001942	AMIN007330, AMIN007331	AAEL023810
OG0001943	AMIN003533	AAEL026260, AAEL023943
OG0001944	AMIN004312	AAEL023989
OG0001945	AMIN005359	AAEL024005
OG0001946	AMIN006606	AAEL027002, AAEL024101
OG0001947	AMIN007109	AAEL024141
OG0001948	AMIN005424	AAEL024258
OG0001949	AMIN001886	AAEL024480
OG0001950	AMIN015502, AMIN007679	AAEL024598
OG0001951	AMIN001795	AAEL025046, AAEL024618
OG0001952	AMIN011287	AAEL024623
OG0001953	AMIN010183	AAEL024710
OG0001954	AMIN009989	AAEL024713
OG0001955	AMIN007233	AAEL024788
OG0001956	AMIN005577	AAEL025473, AAEL025076
OG0001957	AMIN010161	AAEL025133, AAEL026994
OG0001958	AMIN005075, AMIN004398	AAEL025230
OG0001959	AMIN000834	AAEL025353
OG0001960	AMIN003315	AAEL025443
OG0001961	AMIN001871	AAEL025578, AAEL025984
OG0001962	AMIN001127, AMIN001126	AAEL025606
OG0001963	AMIN009864	AAEL026618, AAEL025692
OG0001964	AMIN007949, AMIN007950	AAEL026074
OG0001965	AMIN004289	AAEL026170
OG0001968	AMIN008112	AAEL026355
OG0001969	AMIN010662	AAEL026388, AAEL028233
OG0001970	AMIN003167	AAEL026710
OG0001971	AMIN004269	AAEL026716, AAEL027637
OG0001972	AMIN008126	AAEL026746
OG0001973	AMIN006810	AAEL026751
OG0001974	AMIN005498	AAEL026796
OG0001975	AMIN011026	AAEL026846
OG0001976	AMIN003507	AAEL026945
OG0001977	AMIN005416	AAEL027527
OG0001978	AMIN015741	AAEL027566
OG0001979	AMIN000233	AAEL027644
OG0001980	AMIN005639	AAEL027654
OG0001981	AMIN004852	AAEL028004
OG0001982	AMIN005659	AAEL028021
OG0001983	AMIN005588	AAEL028129
OG0001984	AMIN009185	AAEL029070, AAEL029071
OG0002027	AMIN003035	AAEL000008
OG0002028	AMIN000742	AAEL002639, AAEL000010
OG0002029	AMIN016063	AAEL000032
OG0002030	AMIN000729	AAEL000036
OG0002032	AMIN004840	AAEL000091
OG0002033	AMIN003566	AAEL000098
OG0002034	AMIN000883	AAEL000102
OG0002035	AMIN002860	AAEL000109, AAEL025680
OG0002036	AMIN002474	AAEL000159
OG0002037	AMIN007459	AAEL000162
OG0002038	AMIN016265	AAEL000181
OG0002039	AMIN005004	AAEL000186
OG0002040	AMIN016267	AAEL000188
OG0002041	AMIN006460	AAEL000193
OG0002042	AMIN005013	AAEL000206, AAEL004665
OG0002043	AMIN010723	AAEL000221
OG0002044	AMIN002134	AAEL000236
OG0002045	AMIN005824	AAEL021776, AAEL000243
OG0002046	AMIN008681	AAEL000258
OG0002047	AMIN016072	AAEL000267
OG0002048	AMIN008309	AAEL000272
OG0002049	AMIN008671	AAEL000291
OG0002050	AMIN007814, AMIN007813	AAEL000327
OG0002051	AMIN003126	AAEL000340
OG0002052	AMIN008508	AAEL000343
OG0002053	AMIN007810	AAEL000362
OG0002054	AMIN008924	AAEL000397, AAEL027318
OG0002055	AMIN014085, AMIN000846	AAEL000416
OG0002056	AMIN004044	AAEL000424
OG0002057	AMIN000848	AAEL000440, AAEL023005
OG0002058	AMIN000655	AAEL027802, AAEL000445
OG0002059	AMIN004816	AAEL000452
OG0002060	AMIN000849	AAEL000457
OG0002061	AMIN000654	AAEL000460, AAEL020197
OG0002062	AMIN003590, AMIN003592	AAEL000464
OG0002063	AMIN000395	AAEL000510
OG0002064	AMIN008791	AAEL000550
OG0002065	AMIN009170	AAEL000551
OG0002066	AMIN009163	AAEL000559
OG0002067	AMIN003419	AAEL000590
OG0002068	AMIN003413	AAEL000593
OG0002069	AMIN009474	AAEL000618
OG0002070	AMIN004404	AAEL021450, AAEL000646
OG0002072	AMIN004763	AAEL000716
OG0002073	AMIN007740	AAEL000721
OG0002074	AMIN007739	AAEL000724
OG0002075	AMIN007737	AAEL000746
OG0002076	AMIN007738	AAEL000750
OG0002077	AMIN008560	AAEL000755
OG0002078	AMIN003972	AAEL020913, AAEL000825
OG0002079	AMIN003975	AAEL000849, AAEL027279
OG0002080	AMIN003973	AAEL000852, AAEL022708
OG0002081	AMIN004275	AAEL000883
OG0002082	AMIN009309	AAEL000897
OG0002083	AMIN008954	AAEL000924
OG0002084	AMIN003006	AAEL000925
OG0002085	AMIN011061	AAEL000933
OG0002086	AMIN008582	AAEL000938
OG0002087	AMIN008197	AAEL000940, AAEL022151
OG0002088	AMIN001301	AAEL000942
OG0002089	AMIN001310	AAEL024591, AAEL000950
OG0002090	AMIN004529	AAEL000951
OG0002091	AMIN011062	AAEL000953
OG0002092	AMIN008580	AAEL007879, AAEL000961
OG0002094	AMIN008340	AAEL000967
OG0002095	AMIN000347	AAEL000978
OG0002096	AMIN011144, AMIN011145	AAEL000994
OG0002097	AMIN011141	AAEL000999
OG0002098	AMIN003332	AAEL001000
OG0002099	AMIN003072	AAEL001007
OG0002100	AMIN003711	AAEL001044
OG0002101	AMIN003633	AAEL001060
OG0002102	AMIN003178	AAEL001085
OG0002103	AMIN005570	AAEL001099
OG0002104	AMIN006918	AAEL001113
OG0002105	AMIN009567	AAEL001154
OG0002106	AMIN001475	AAEL021364, AAEL001162
OG0002107	AMIN001474	AAEL025170, AAEL001176
OG0002108	AMIN015991	AAEL020244, AAEL001182
OG0002109	AMIN011619	AAEL001184
OG0002110	AMIN001186	AAEL001191, AAEL020438
OG0002111	AMIN009452	AAEL001199, AAEL020222
OG0002112	AMIN005799	AAEL001228
OG0002113	AMIN001551	AAEL001238
OG0002114	AMIN009929	AAEL001241
OG0002115	AMIN011435, AMIN011436	AAEL001245
OG0002116	AMIN007541	AAEL001254
OG0002117	AMIN010906	AAEL001257
OG0002118	AMIN011643	AAEL001268
OG0002119	AMIN009961	AAEL001281
OG0002120	AMIN002109	AAEL020619, AAEL001289
OG0002122	AMIN006443	AAEL001317
OG0002123	AMIN010541	AAEL001356
OG0002124	AMIN007304	AAEL001359
OG0002125	AMIN009682	AAEL001368
OG0002126	AMIN007369	AAEL001378
OG0002127	AMIN007276	AAEL001389
OG0002128	AMIN010480	AAEL001397
OG0002129	AMIN010466	AAEL001422
OG0002130	AMIN010475	AAEL001423
OG0002131	AMIN010474	AAEL001425
OG0002132	AMIN010476	AAEL023408, AAEL001426
OG0002133	AMIN010454	AAEL001428
OG0002134	AMIN005571	AAEL001446
OG0002135	AMIN001648	AAEL001472
OG0002136	AMIN005998	AAEL001474
OG0002137	AMIN006808	AAEL001475
OG0002138	AMIN007157	AAEL001493
OG0002139	AMIN005947	AAEL001497
OG0002140	AMIN001181	AAEL001500
OG0002141	AMIN005989	AAEL001505
OG0002142	AMIN001649	AAEL001506
OG0002143	AMIN008877	AAEL001513
OG0002144	AMIN008865	AAEL001518
OG0002145	AMIN008872	AAEL001526
OG0002146	AMIN010223	AAEL001541
OG0002149	AMIN010343	AAEL001557
OG0002150	AMIN010211	AAEL001559
OG0002151	AMIN010258	AAEL001573
OG0002152	AMIN010216	AAEL001593
OG0002153	AMIN001367	AAEL001636
OG0002154	AMIN006403	AAEL001649
OG0002155	AMIN007610	AAEL008769, AAEL001693
OG0002156	AMIN006042	AAEL001707
OG0002157	AMIN010929	AAEL001736
OG0002158	AMIN011547	AAEL001751
OG0002159	AMIN011542	AAEL001764
OG0002160	AMIN001568	AAEL001797, AAEL022985
OG0002161	AMIN001351	AAEL001808
OG0002162	AMIN001569	AAEL026493, AAEL001810
OG0002163	AMIN005940	AAEL001813
OG0002164	AMIN001347	AAEL001832
OG0002165	AMIN006362	AAEL001847
OG0002166	AMIN001180	AAEL026860, AAEL001852
OG0002167	AMIN007218	AAEL001856
OG0002168	AMIN006366	AAEL001864
OG0002169	AMIN006364	AAEL001865
OG0002170	AMIN007220	AAEL001869
OG0002171	AMIN009559	AAEL001874
OG0002172	AMIN007219	AAEL020591, AAEL001875
OG0002173	AMIN009690	AAEL001888
OG0002174	AMIN009428	AAEL001896
OG0002175	AMIN009691	AAEL019903, AAEL019902, AAEL001897
OG0002176	AMIN009699	AAEL001913, AAEL020754
OG0002177	AMIN009066	AAEL001920
OG0002178	AMIN009064	AAEL023816, AAEL001952
OG0002179	AMIN006223	AAEL021869, AAEL001962
OG0002180	AMIN006207	AAEL001978
OG0002181	AMIN006227	AAEL002016
OG0002182	AMIN015600	AAEL021392, AAEL002068
OG0002183	AMIN006189, AMIN001209	AAEL002079
OG0002184	AMIN003881	AAEL002132
OG0002185	AMIN004055	AAEL002134
OG0002186	AMIN003245	AAEL002142
OG0002187	AMIN015560	AAEL002165
OG0002188	AMIN015561	AAEL002167
OG0002189	AMIN005353	AAEL012075, AAEL002178
OG0002190	AMIN001744	AAEL002215
OG0002191	AMIN006085	AAEL002216
OG0002192	AMIN001743	AAEL002220
OG0002193	AMIN009819	AAEL002232
OG0002194	AMIN007920	AAEL002248, AAEL027046
OG0002195	AMIN010990	AAEL002250
OG0002196	AMIN007921	AAEL002271
OG0002197	AMIN008906	AAEL002307, AAEL002295
OG0002198	AMIN009252	AAEL002312
OG0002199	AMIN009233	AAEL002318, AAEL020455
OG0002200	AMIN011284	AAEL002322
OG0002201	AMIN007387	AAEL002324
OG0002202	AMIN007390	AAEL002329
OG0002203	AMIN007717	AAEL002341
OG0002204	AMIN002121	AAEL002343
OG0002205	AMIN011282	AAEL002345
OG0002206	AMIN007389	AAEL002355
OG0002208	AMIN001518	AAEL002390
OG0002209	AMIN001540	AAEL002399
OG0002210	AMIN001593	AAEL002401
OG0002211	AMIN011063	AAEL002404
OG0002212	AMIN004772	AAEL002412
OG0002213	AMIN003786	AAEL002433, AAEL024815
OG0002214	AMIN005748	AAEL002438
OG0002215	AMIN005125	AAEL002451
OG0002216	AMIN007316	AAEL021792, AAEL002463
OG0002217	AMIN010651	AAEL002483
OG0002218	AMIN007166	AAEL002504
OG0002219	AMIN002016	AAEL002537
OG0002220	AMIN002637	AAEL002543, AAEL023018
OG0002221	AMIN003449	AAEL002560
OG0002222	AMIN003447	AAEL002569
OG0002223	AMIN005031	AAEL002578
OG0002224	AMIN003688	AAEL002581
OG0002226	AMIN004298	AAEL002597, AAEL023576
OG0002227	AMIN004092	AAEL002602, AAEL011967
OG0002228	AMIN005029	AAEL002613
OG0002229	AMIN006858	AAEL022118, AAEL002615
OG0002230	AMIN001386	AAEL002645
OG0002231	AMIN001378	AAEL002652
OG0002232	AMIN000767	AAEL002701
OG0002233	AMIN010342	AAEL002714
OG0002234	AMIN010890	AAEL002752
OG0002235	AMIN004800	AAEL002775
OG0002236	AMIN003969	AAEL002782
OG0002237	AMIN002665	AAEL002783
OG0002238	AMIN000733	AAEL002815, AAEL022913
OG0002239	AMIN000730	AAEL002818
OG0002240	AMIN000595	AAEL002860
OG0002241	AMIN003649	AAEL002867, AAEL017409, AAEL026318, AAEL024386
OG0002242	AMIN004779	AAEL002870
OG0002244	AMIN005615	AAEL002887
OG0002245	AMIN015556	AAEL002888
OG0002246	AMIN005616	AAEL002905, AAEL009418
OG0002247	AMIN000771	AAEL002906
OG0002248	AMIN005444	AAEL002921
OG0002249	AMIN011286	AAEL002933
OG0002250	AMIN000926	AAEL020993, AAEL002949
OG0002251	AMIN000925	AAEL002961
OG0002252	AMIN000927	AAEL024580, AAEL002962
OG0002253	AMIN008807	AAEL002980, AAEL021837
OG0002254	AMIN003253	AAEL002988
OG0002256	AMIN003250, AMIN001938	AAEL003003
OG0002257	AMIN000803	AAEL003011
OG0002258	AMIN000287	AAEL003018
OG0002259	AMIN005547	AAEL003020
OG0002260	AMIN005145	AAEL003032
OG0002261	AMIN011048	AAEL024996, AAEL003063
OG0002262	AMIN015961	AAEL003064
OG0002263	AMIN007954	AAEL003067
OG0002264	AMIN016037	AAEL003071
OG0002265	AMIN007386	AAEL003089
OG0002266	AMIN005451	AAEL003103
OG0002267	AMIN010061	AAEL003125
OG0002268	AMIN001300	AAEL003130
OG0002269	AMIN001299	AAEL003131
OG0002270	AMIN008214	AAEL026506, AAEL003136
OG0002271	AMIN001312	AAEL003140
OG0002272	AMIN001313	AAEL003143
OG0002273	AMIN004505	AAEL022327, AAEL003145
OG0002274	AMIN007254	AAEL003151
OG0002275	AMIN003871	AAEL003161
OG0002276	AMIN007259	AAEL003174
OG0002277	AMIN003828	AAEL003183
OG0002278	AMIN003833	AAEL003184
OG0002279	AMIN003829	AAEL029111, AAEL003192
OG0002280	AMIN016285	AAEL003198, AAEL026956
OG0002281	AMIN003524	AAEL003208, AAEL019417
OG0002282	AMIN010767	AAEL003214
OG0002283	AMIN009591	AAEL003216
OG0002284	AMIN010760	AAEL003229
OG0002285	AMIN001710	AAEL003237
OG0002286	AMIN009705	AAEL003246
OG0002287	AMIN009707	AAEL003264
OG0002288	AMIN009706	AAEL003269
OG0002289	AMIN010780	AAEL003275
OG0002290	AMIN010769	AAEL003277
OG0002291	AMIN001027	AAEL003282
OG0002292	AMIN009184	AAEL003301
OG0002293	AMIN007462	AAEL028035, AAEL003320
OG0002294	AMIN006126	AAEL003326
OG0002295	AMIN006125	AAEL003344
OG0002296	AMIN006109	AAEL003346
OG0002297	AMIN005185	AAEL003353
OG0002298	AMIN000502	AAEL003365
OG0002299	AMIN000444	AAEL003367
OG0002300	AMIN000499	AAEL003377
OG0002301	AMIN000437	AAEL003397, AAEL024180
OG0002304	AMIN004350	AAEL003418
OG0002305	AMIN006523	AAEL003432
OG0002306	AMIN015970	AAEL003443
OG0002307	AMIN008616	AAEL017549, AAEL003448
OG0002308	AMIN010484	AAEL024469, AAEL003452
OG0002309	AMIN010206	AAEL003461, AAEL024690
OG0002310	AMIN008098	AAEL003485, AAEL011554
OG0002311	AMIN003423	AAEL003495
OG0002312	AMIN007981	AAEL003505
OG0002313	AMIN008258	AAEL003509
OG0002314	AMIN001595	AAEL003516
OG0002315	AMIN008285	AAEL003517
OG0002316	AMIN008286	AAEL003526
OG0002317	AMIN001602	AAEL003529
OG0002318	AMIN006323	AAEL003530, AAEL005027
OG0002319	AMIN001601	AAEL003541, AAEL026564
OG0002320	AMIN001604	AAEL003546
OG0002321	AMIN000173	AAEL003564, AAEL003568
OG0002322	AMIN000178	AAEL003570
OG0002323	AMIN007896	AAEL024927, AAEL024689, AAEL028067, AAEL003594
OG0002325	AMIN003758	AAEL003611
OG0002326	AMIN002152	AAEL003646
OG0002328	AMIN006831	AAEL027460, AAEL003666
OG0002329	AMIN002150	AAEL003698
OG0002330	AMIN007751	AAEL003736
OG0002331	AMIN004708	AAEL024850, AAEL003749
OG0002332	AMIN003854	AAEL022058, AAEL003754
OG0002333	AMIN004707	AAEL003755, AAEL020229
OG0002334	AMIN004701	AAEL003769
OG0002335	AMIN004706	AAEL003771, AAEL022498
OG0002336	AMIN004704	AAEL003772
OG0002337	AMIN005683	AAEL003812
OG0002338	AMIN007449	AAEL003813, AAEL023552
OG0002339	AMIN009214	AAEL003837
OG0002340	AMIN000763	AAEL003896
OG0002341	AMIN000759	AAEL003901
OG0002342	AMIN003495	AAEL003908, AAEL025153
OG0002344	AMIN000787	AAEL003945
OG0002345	AMIN008242	AAEL003965
OG0002346	AMIN001538	AAEL003983, AAEL021114
OG0002347	AMIN004340	AAEL027639, AAEL003986
OG0002348	AMIN002918	AAEL004013
OG0002349	AMIN000669	AAEL004023
OG0002350	AMIN003148	AAEL004035, AAEL022660
OG0002351	AMIN002910	AAEL004041
OG0002352	AMIN005560	AAEL004048
OG0002353	AMIN005674	AAEL004064
OG0002354	AMIN005717	AAEL004067
OG0002355	AMIN009352	AAEL004106
OG0002356	AMIN000660	AAEL004124
OG0002357	AMIN000144	AAEL004128
OG0002358	AMIN002453	AAEL004130
OG0002359	AMIN000659	AAEL004138
OG0002360	AMIN010883	AAEL025212, AAEL004165
OG0002361	AMIN011562	AAEL004174
OG0002362	AMIN006285	AAEL004271
OG0002363	AMIN007232	AAEL004297
OG0002364	AMIN000970	AAEL004298
OG0002365	AMIN006281	AAEL004300
OG0002366	AMIN001361	AAEL004302, AAEL025429
OG0002367	AMIN002328	AAEL004306
OG0002368	AMIN007196	AAEL004319
OG0002369	AMIN004958	AAEL004328
OG0002370	AMIN004973	AAEL004329
OG0002371	AMIN006894	AAEL004347
OG0002372	AMIN000871	AAEL004385
OG0002373	AMIN001296	AAEL004414
OG0002374	AMIN006649	AAEL004417
OG0002375	AMIN008418	AAEL004427
OG0002376	AMIN008190	AAEL004430
OG0002377	AMIN008431	AAEL004433
OG0002378	AMIN008419	AAEL004436
OG0002379	AMIN008427	AAEL004437
OG0002380	AMIN008429	AAEL004438
OG0002381	AMIN008432	AAEL004445
OG0002382	AMIN007463	AAEL004467
OG0002383	AMIN000676	AAEL021932, AAEL004471
OG0002384	AMIN003521	AAEL027716, AAEL004475
OG0002385	AMIN016083	AAEL021242, AAEL004480
OG0002386	AMIN001820	AAEL024995, AAEL004489
OG0002387	AMIN001821	AAEL004509
OG0002388	AMIN015992	AAEL004521
OG0002389	AMIN001465	AAEL004532
OG0002390	AMIN004872	AAEL004557
OG0002391	AMIN000573	AAEL020850, AAEL004566
OG0002392	AMIN004871	AAEL004568
OG0002393	AMIN007861	AAEL004586, AAEL027991
OG0002395	AMIN002050	AAEL004688
OG0002396	AMIN002756	AAEL004697
OG0002397	AMIN007980	AAEL004698
OG0002398	AMIN003648	AAEL004699, AAEL021755, AAEL025856
OG0002399	AMIN002754	AAEL004700
OG0002400	AMIN002770	AAEL004703
OG0002401	AMIN001018	AAEL004709
OG0002402	AMIN001338	AAEL004715
OG0002403	AMIN001017	AAEL004728
OG0002404	AMIN015767	AAEL004741, AAEL021132
OG0002405	AMIN009562, AMIN009561	AAEL004763
OG0002406	AMIN006618, AMIN006619	AAEL004766
OG0002407	AMIN006624	AAEL004780
OG0002408	AMIN006616	AAEL020753, AAEL004783
OG0002409	AMIN001274	AAEL004802
OG0002410	AMIN001271	AAEL004803
OG0002411	AMIN001275, AMIN001276	AAEL004817
OG0002412	AMIN001273	AAEL004818
OG0002414	AMIN007795	AAEL027919, AAEL004859
OG0002415	AMIN004924	AAEL004877, AAEL027692
OG0002416	AMIN007661	AAEL004896
OG0002417	AMIN007936	AAEL004903
OG0002418	AMIN007669	AAEL004914
OG0002419	AMIN006678	AAEL004920
OG0002420	AMIN006673	AAEL004931
OG0002421	AMIN009244	AAEL004952
OG0002422	AMIN007188	AAEL004972
OG0002423	AMIN006756	AAEL004973
OG0002424	AMIN007184	AAEL004974, AAEL021447
OG0002425	AMIN006095	AAEL004979
OG0002426	AMIN006759	AAEL004990
OG0002427	AMIN006521	AAEL005003
OG0002428	AMIN009243	AAEL005006
OG0002429	AMIN015580	AAEL005008
OG0002430	AMIN010096	AAEL005106
OG0002431	AMIN006530	AAEL005131
OG0002432	AMIN009670	AAEL028242, AAEL005133
OG0002433	AMIN004240	AAEL005137, AAEL026783
OG0002434	AMIN004242	AAEL005140, AAEL022249
OG0002435	AMIN006533	AAEL005145
OG0002436	AMIN004243	AAEL027000, AAEL005146
OG0002437	AMIN010051	AAEL024541, AAEL005176
OG0002438	AMIN001094	AAEL005254
OG0002439	AMIN009943	AAEL005258
OG0002440	AMIN009942	AAEL005269
OG0002441	AMIN007995	AAEL005277
OG0002442	AMIN006631	AAEL020047, AAEL005285
OG0002443	AMIN008133	AAEL005290
OG0002444	AMIN008128	AAEL005308
OG0002445	AMIN008132	AAEL005309
OG0002446	AMIN010378	AAEL005312
OG0002447	AMIN002717	AAEL005374
OG0002448	AMIN002714	AAEL005375
OG0002449	AMIN009866	AAEL005395
OG0002450	AMIN004729	AAEL005410, AAEL025587
OG0002451	AMIN000254	AAEL005411
OG0002452	AMIN016129	AAEL005415, AAEL024350
OG0002453	AMIN005303	AAEL005432
OG0002454	AMIN005501	AAEL005437, AAEL021199
OG0002455	AMIN006719	AAEL005457
OG0002456	AMIN006977	AAEL005472
OG0002457	AMIN009173	AAEL022958, AAEL005475
OG0002458	AMIN009174	AAEL005477, AAEL024807
OG0002459	AMIN009175	AAEL005478, AAEL023936
OG0002460	AMIN003931	AAEL005490
OG0002461	AMIN003927	AAEL005491
OG0002462	AMIN004542, AMIN005871	AAEL005493
OG0002463	AMIN002131	AAEL024830, AAEL005518
OG0002464	AMIN001512	AAEL005539
OG0002465	AMIN004749	AAEL020828, AAEL005552
OG0002466	AMIN004515	AAEL005581
OG0002467	AMIN008708	AAEL005590
OG0002468	AMIN015830	AAEL025712, AAEL005601
OG0002469	AMIN015657	AAEL024040, AAEL005610
OG0002470	AMIN002628	AAEL005628
OG0002471	AMIN009381	AAEL005633
OG0002472	AMIN001384	AAEL005635
OG0002473	AMIN007682	AAEL014772, AAEL005671
OG0002474	AMIN006143	AAEL005701
OG0002475	AMIN006149	AAEL005704
OG0002476	AMIN006147	AAEL005708
OG0002477	AMIN008422	AAEL005712
OG0002478	AMIN004014	AAEL005718
OG0002479	AMIN010971	AAEL005722
OG0002480	AMIN007225	AAEL005738, AAEL025360
OG0002481	AMIN001418	AAEL005765
OG0002482	AMIN015906	AAEL005772
OG0002483	AMIN003206	AAEL005798, AAEL022056
OG0002484	AMIN003169	AAEL005802
OG0002485	AMIN002738	AAEL005811, AAEL022803
OG0002486	AMIN003172	AAEL005816
OG0002487	AMIN004696	AAEL005819
OG0002488	AMIN005042	AAEL005851
OG0002489	AMIN004459	AAEL005858
OG0002490	AMIN004462	AAEL005863
OG0002491	AMIN001262	AAEL023516, AAEL005877
OG0002492	AMIN001263	AAEL027510, AAEL005880
OG0002493	AMIN006567	AAEL005885
OG0002494	AMIN001264	AAEL025333, AAEL005892
OG0002495	AMIN000867	AAEL019789, AAEL005901
OG0002496	AMIN004166	AAEL005921
OG0002497	AMIN000205	AAEL005943
OG0002498	AMIN003203	AAEL005945
OG0002499	AMIN008770	AAEL006013
OG0002500	AMIN003344	AAEL023372, AAEL006026
OG0002501	AMIN003340	AAEL006028
OG0002502	AMIN008136	AAEL006035
OG0002503	AMIN003339	AAEL025276, AAEL006038
OG0002504	AMIN003337	AAEL006039
OG0002505	AMIN003303	AAEL006061
OG0002506	AMIN000252	AAEL023240, AAEL006063
OG0002507	AMIN000253	AAEL025772, AAEL006075
OG0002508	AMIN016289	AAEL006095
OG0002509	AMIN000662	AAEL006122
OG0002510	AMIN002556	AAEL006128
OG0002511	AMIN004159	AAEL006145, AAEL006812
OG0002512	AMIN002557	AAEL021190, AAEL006155
OG0002513	AMIN000364	AAEL006169
OG0002514	AMIN003511	AAEL006187
OG0002515	AMIN002629	AAEL006196
OG0002516	AMIN009892	AAEL006214
OG0002517	AMIN009894	AAEL006226
OG0002518	AMIN009890	AAEL006227
OG0002519	AMIN004083	AAEL006236
OG0002520	AMIN002455	AAEL006239
OG0002521	AMIN014469, AMIN016195	AAEL006258
OG0002522	AMIN011573	AAEL006269
OG0002523	AMIN011577	AAEL006275
OG0002524	AMIN005762	AAEL006294
OG0002525	AMIN002489	AAEL006309
OG0002526	AMIN007335	AAEL006312
OG0002527	AMIN002491	AAEL006315
OG0002528	AMIN002487	AAEL006320
OG0002529	AMIN002492	AAEL006321
OG0002531	AMIN004362	AAEL006347
OG0002532	AMIN004396	AAEL006349
OG0002533	AMIN004381	AAEL006356
OG0002534	AMIN004387	AAEL006360
OG0002535	AMIN008704	AAEL006386
OG0002536	AMIN006013	AAEL006399
OG0002537	AMIN010044	AAEL006416, AAEL009224
OG0002539	AMIN006053	AAEL006442
OG0002540	AMIN009392	AAEL006449
OG0002541	AMIN006054	AAEL006452
OG0002542	AMIN001241	AAEL006469
OG0002543	AMIN005006	AAEL006474
OG0002545	AMIN001870	AAEL006510
OG0002546	AMIN001864	AAEL022739, AAEL006532
OG0002547	AMIN015940	AAEL006541
OG0002548	AMIN007530	AAEL006550
OG0002549	AMIN011310	AAEL006570, AAEL015457
