Orthogroup	AminimusMINIMUS1	LlongipalpisASM
OG0002369	AMIN004958	LOC129796302
OG0002370	AMIN004973	LOC129795401
OG0002371	AMIN006894	LOC129796313
OG0002372	AMIN000871	LOC129786076
OG0002373	AMIN001296	LOC129795733
OG0002374	AMIN006649	LOC129796619
OG0002375	AMIN008418	LOC129796931
OG0002376	AMIN008190	LOC129786382
OG0002377	AMIN008431	LOC129797330
OG0002378	AMIN008419	LOC129796930
OG0002379	AMIN008427	LOC129797640
OG0002380	AMIN008429	LOC129795616
OG0002381	AMIN008432	LOC129795607
OG0002382	AMIN007463	LOC129789462, LOC129786346
OG0002383	AMIN000676	LOC129797341
OG0002384	AMIN003521	LOC129797178
OG0002385	AMIN016083	LOC129793384
OG0002386	AMIN001820	LOC129788590
OG0002387	AMIN001821	LOC129790966, LOC129790962
OG0002388	AMIN015992	LOC129789974
OG0002389	AMIN001465	LOC129789922, LOC129789923
OG0002390	AMIN004872	LOC129790073
OG0002391	AMIN000573	LOC129789078
OG0002392	AMIN004871	LOC129790402
OG0002393	AMIN007861	LOC129796443
OG0002395	AMIN002050	LOC129789386
OG0002396	AMIN002756	LOC129787280
OG0002397	AMIN007980	LOC129792725
OG0002399	AMIN002754	LOC129794857, LOC129787284
OG0002400	AMIN002770	LOC129787157, LOC129790536, LOC129789042
OG0002401	AMIN001018	LOC129789667
OG0002402	AMIN001338	LOC129790284, LOC129789947
OG0002403	AMIN001017	LOC129789084, LOC129789088
OG0002404	AMIN015767	LOC129790472
OG0002406	AMIN006618, AMIN006619	LOC129791173
OG0002408	AMIN006616	LOC129797670
OG0002409	AMIN001274	LOC129794649
OG0002410	AMIN001271	LOC129796322
OG0002411	AMIN001275, AMIN001276	LOC129794916
OG0002412	AMIN001273	LOC129794580
OG0002414	AMIN007795	LOC129793151
OG0002415	AMIN004924	LOC129788332
OG0002416	AMIN007661	LOC129791826
OG0002417	AMIN007936	LOC129792313
OG0002418	AMIN007669	LOC129793117
OG0002419	AMIN006678	LOC129788994
OG0002420	AMIN006673	LOC129789356
OG0002421	AMIN009244	LOC129787829
OG0002422	AMIN007188	LOC129788374
OG0002423	AMIN006756	LOC129792721
OG0002424	AMIN007184	LOC129791358
OG0002425	AMIN006095	LOC129790699
OG0002426	AMIN006759	LOC129790478
OG0002427	AMIN006521	LOC129787552
OG0002428	AMIN009243	LOC129787827
OG0002429	AMIN015580	LOC129794503
OG0002430	AMIN010096	LOC129792689
OG0002431	AMIN006530	LOC129794794
OG0002432	AMIN009670	LOC129790799
OG0002433	AMIN004240	LOC129796596
OG0002434	AMIN004242	LOC129796595
OG0002435	AMIN006533	LOC129788886
OG0002436	AMIN004243	LOC129795366
OG0002437	AMIN010051	LOC129793010
OG0002438	AMIN001094	LOC129790698
OG0002439	AMIN009943	LOC129793416
OG0002440	AMIN009942	LOC129793387
OG0002441	AMIN007995	LOC129791833
OG0002442	AMIN006631	LOC129791169
OG0002443	AMIN008133	LOC129795304
OG0002444	AMIN008128	LOC129797612
OG0002445	AMIN008132	LOC129797371
OG0002446	AMIN010378	LOC129786723
OG0002447	AMIN002717	LOC129797406
OG0002448	AMIN002714	LOC129797407
OG0002449	AMIN009866	LOC129797012
OG0002450	AMIN004729	LOC129797097
OG0002451	AMIN000254	LOC129786982
OG0002452	AMIN016129	LOC129786996
OG0002453	AMIN005303	LOC129788324
OG0002454	AMIN005501	LOC129790669
OG0002455	AMIN006719	LOC129796197
OG0002456	AMIN006977	LOC129796391
OG0002457	AMIN009173	LOC129795197
OG0002458	AMIN009174	LOC129795191
OG0002459	AMIN009175	LOC129795190
OG0002460	AMIN003931	LOC129787295
OG0002461	AMIN003927	LOC129796078, LOC129787274
OG0002462	AMIN004542, AMIN005871	LOC129797861
OG0002463	AMIN002131	LOC129793046
OG0002464	AMIN001512	LOC129797149
OG0002465	AMIN004749	LOC129785971
OG0002466	AMIN004515	LOC129796587
OG0002467	AMIN008708	LOC129796038
OG0002468	AMIN015830	LOC129797066
OG0002469	AMIN015657	LOC129797060
OG0002470	AMIN002628	LOC129790273
OG0002471	AMIN009381	LOC129789315
OG0002472	AMIN001384	LOC129790898
OG0002473	AMIN007682	LOC129793956
OG0002474	AMIN006143	LOC129788869
OG0002475	AMIN006149	LOC129791133
OG0002476	AMIN006147	LOC129790070
OG0002477	AMIN008422	LOC129791388
OG0002478	AMIN004014	LOC129793190
OG0002479	AMIN010971	LOC129789103
OG0002480	AMIN007225	LOC129791874
OG0002481	AMIN001418	LOC129788471
OG0002482	AMIN015906	LOC129797133
OG0002483	AMIN003206	LOC129793504
OG0002484	AMIN003169	LOC129786397
OG0002485	AMIN002738	LOC129786440
OG0002486	AMIN003172	LOC129787049, LOC129793799
OG0002487	AMIN004696	LOC129786101
OG0002488	AMIN005042	LOC129791947
OG0002489	AMIN004459	LOC129797508
OG0002490	AMIN004462	LOC129795544
OG0002491	AMIN001262	LOC129796181
OG0002492	AMIN001263	LOC129795956
OG0002493	AMIN006567	LOC129787146
OG0002494	AMIN001264	LOC129795595
OG0002495	AMIN000867	LOC129797046
OG0002496	AMIN004166	LOC129793195
OG0002497	AMIN000205	LOC129786854
OG0002498	AMIN003203	LOC129786470
OG0002499	AMIN008770	LOC129795391
OG0002500	AMIN003344	LOC129790765
OG0002501	AMIN003340	LOC129797391
OG0002502	AMIN008136	LOC129796088
OG0002503	AMIN003339	LOC129786336
OG0002504	AMIN003337	LOC129797393
OG0002505	AMIN003303	LOC129790267
OG0002506	AMIN000252	LOC129786984
OG0002507	AMIN000253	LOC129786983
OG0002508	AMIN016289	LOC129787412
OG0002509	AMIN000662	LOC129796998
OG0002510	AMIN002556	LOC129791800
OG0002511	AMIN004159	LOC129797402
OG0002512	AMIN002557	LOC129790994
OG0002513	AMIN000364	LOC129786485, LOC129786483
OG0002514	AMIN003511	LOC129788143
OG0002515	AMIN002629	LOC129797549
OG0002516	AMIN009892	LOC129792429
OG0002517	AMIN009894	LOC129791599
OG0002518	AMIN009890	LOC129794086
OG0002519	AMIN004083	LOC129786589
OG0002520	AMIN002455	LOC129795012
OG0002522	AMIN011573	LOC129793999
OG0002523	AMIN011577	LOC129792441, LOC129791102
OG0002524	AMIN005762	LOC129791630
OG0002525	AMIN002489	LOC129797592
OG0002526	AMIN007335	LOC129787633
OG0002527	AMIN002491	LOC129790487
OG0002528	AMIN002487	LOC129796578
OG0002529	AMIN002492	LOC129797613
OG0002533	AMIN004381	LOC129796137
OG0002534	AMIN004387	LOC129789534
OG0002535	AMIN008704	LOC129794815
OG0002536	AMIN006013	LOC129791672
OG0002539	AMIN006053	LOC129789052
OG0002540	AMIN009392	LOC129797495
OG0002541	AMIN006054	LOC129789005
OG0002542	AMIN001241	LOC129793750
OG0002543	AMIN005006	LOC129797455
OG0002545	AMIN001870	LOC129788989
OG0002546	AMIN001864	LOC129788340
OG0002547	AMIN015940	LOC129792314
OG0002548	AMIN007530	LOC129792134
OG0002550	AMIN003151	LOC129794627, LOC129797017
OG0002551	AMIN011312	LOC129786529, LOC129786533, LOC129786531
OG0002552	AMIN014858, AMIN011313	LOC129786445
OG0002553	AMIN007118	LOC129789486
OG0002554	AMIN004226	LOC129795184
OG0002555	AMIN002253	LOC129786513
OG0002556	AMIN006653	LOC129796819
OG0002557	AMIN008590	LOC129795783
OG0002558	AMIN008583	LOC129787179
OG0002561	AMIN000589	LOC129787231
OG0002562	AMIN011371	LOC129792527
OG0002563	AMIN011370	LOC129792521
OG0002564	AMIN011353	LOC129792823, LOC129792824
OG0002565	AMIN011363	LOC129795789
OG0002566	AMIN006891	LOC129795720
OG0002567	AMIN003796	LOC129796882
OG0002568	AMIN006893	LOC129795880
OG0002571	AMIN005833	LOC129790829
OG0002572	AMIN006489	LOC129788589
OG0002573	AMIN002529	LOC129797580
OG0002574	AMIN008249	LOC129790149
OG0002575	AMIN009035	LOC129786052
OG0002576	AMIN008271	LOC129786026
OG0002577	AMIN010282	LOC129792319
OG0002578	AMIN002167	LOC129796386
OG0002580	AMIN003404	LOC129788075
OG0002581	AMIN005347	LOC129788821
OG0002583	AMIN003403	LOC129788078
OG0002584	AMIN004076	LOC129795888
OG0002585	AMIN004073	LOC129796775
OG0002586	AMIN011490	LOC129786706
OG0002587	AMIN008949	LOC129796136
OG0002588	AMIN008782	LOC129795432
OG0002589	AMIN008783	LOC129795429
OG0002590	AMIN008950	LOC129795308
OG0002592	AMIN004695	LOC129787744
OG0002595	AMIN006078	LOC129791461
OG0002596	AMIN003619	LOC129797435
OG0002597	AMIN003620	LOC129796801
OG0002598	AMIN004018	LOC129793798
OG0002599	AMIN015923	LOC129788919, LOC129788918
OG0002600	AMIN015924	LOC129788917
OG0002601	AMIN006837	LOC129793503
OG0002602	AMIN010944	LOC129794214
OG0002603	AMIN004127	LOC129793616
OG0002604	AMIN006087	LOC129789823
OG0002605	AMIN009833	LOC129791149
OG0002606	AMIN009832	LOC129793535
OG0002607	AMIN009545	LOC129786254
OG0002608	AMIN003729	LOC129795860
OG0002609	AMIN002372	LOC129787569
OG0002610	AMIN003714	LOC129796402
OG0002611	AMIN011652	LOC129793043
OG0002612	AMIN011508	LOC129791612
OG0002613	AMIN004934	LOC129795404
OG0002614	AMIN002669	LOC129797182
OG0002615	AMIN002668	LOC129797181
OG0002616	AMIN002672	LOC129796842
OG0002617	AMIN002670	LOC129797184
OG0002618	AMIN001113	LOC129791551
OG0002619	AMIN001114	LOC129788926
OG0002620	AMIN001116	LOC129795615
OG0002623	AMIN004787	LOC129787768
OG0002624	AMIN000756	LOC129786992, LOC129786328
OG0002625	AMIN002657	LOC129786062
OG0002626	AMIN000888	LOC129795487
OG0002627	AMIN011232	LOC129787922
OG0002628	AMIN011231	LOC129787925
OG0002629	AMIN001681	LOC129786702
OG0002630	AMIN001679	LOC129786685
OG0002631	AMIN001412	LOC129788511
OG0002632	AMIN001042	LOC129789790
OG0002633	AMIN001045	LOC129797512
OG0002634	AMIN001044	LOC129790315
OG0002635	AMIN000221	LOC129797851, LOC129785829
OG0002636	AMIN010091	LOC129792847
OG0002637	AMIN003770	LOC129797840
OG0002638	AMIN005121	LOC129792613
OG0002639	AMIN001069	LOC129789068
OG0002640	AMIN006692	LOC129789037
OG0002642	AMIN006688	LOC129793351
OG0002643	AMIN006689	LOC129790204
OG0002644	AMIN001876	LOC129791074
OG0002645	AMIN001880	LOC129788894
OG0002646	AMIN001885	LOC129786831
OG0002647	AMIN001875	LOC129791760
OG0002648	AMIN001879	LOC129788889
OG0002649	AMIN008458	LOC129795280
OG0002650	AMIN005790	LOC129792891
OG0002651	AMIN005073	LOC129797255
OG0002652	AMIN011599, AMIN011598	LOC129793155
OG0002653	AMIN004580	LOC129786439
OG0002654	AMIN002948	LOC129796350
OG0002655	AMIN002689	LOC129797444
OG0002656	AMIN002686	LOC129797614
OG0002657	AMIN009781	LOC129790444
OG0002658	AMIN001622	LOC129790596
OG0002659	AMIN006456	LOC129787735
OG0002660	AMIN002041	LOC129790510
OG0002661	AMIN007097, AMIN007098	LOC129793449
OG0002662	AMIN009032	LOC129796043
OG0002663	AMIN004450	LOC129795117
OG0002664	AMIN006868	LOC129795846
OG0002665	AMIN001922	LOC129790789
OG0002666	AMIN007139	LOC129789285
OG0002667	AMIN010511	LOC129793016
OG0002668	AMIN016033	LOC129792492
OG0002669	AMIN016034	LOC129792498
OG0002671	AMIN010495	LOC129786442
OG0002672	AMIN010494	LOC129793309
OG0002673	AMIN005638, AMIN007214	LOC129789428
OG0002674	AMIN005408	LOC129786408
OG0002675	AMIN002103	LOC129791192
OG0002676	AMIN004810	LOC129786852
OG0002677	AMIN000564	LOC129788928
OG0002678	AMIN005440	LOC129790563
OG0002679	AMIN002313	LOC129795610
OG0002680	AMIN004559	LOC129786050
OG0002681	AMIN004485	LOC129795560
OG0002682	AMIN000460	LOC129797445
OG0002683	AMIN000462	LOC129797291
OG0002684	AMIN000459	LOC129792912
OG0002685	AMIN000473	LOC129787159
OG0002688	AMIN000488	LOC129793915, LOC129786178
OG0002691	AMIN005152	LOC129785946
OG0002692	AMIN006720	LOC129788981
OG0002693	AMIN015806	LOC129789775
OG0002694	AMIN006014	LOC129788636
OG0002695	AMIN005181	LOC129789873
OG0002696	AMIN008021	LOC129792253
OG0002697	AMIN004640	LOC129789854
OG0002698	AMIN004649	LOC129795178
OG0002699	AMIN008313	LOC129787504
OG0002701	AMIN010180	LOC129791883
OG0002702	AMIN001989	LOC129793902, LOC129786946
OG0002703	AMIN003839	LOC129786645
OG0002704	AMIN003838	LOC129786726
OG0002705	AMIN000007	LOC129787415
OG0002706	AMIN003101	LOC129791437
OG0002707	AMIN004601	LOC129786763
OG0002708	AMIN008346	LOC129789791
OG0002709	AMIN005436	LOC129790141
OG0002710	AMIN004046	LOC129790160
OG0002711	AMIN014455, AMIN005791	LOC129789270
OG0002712	AMIN009673	LOC129790801
OG0002713	AMIN007586	LOC129792917, LOC129797476
OG0002714	AMIN009982	LOC129791727
OG0002715	AMIN009980	LOC129793361
OG0002716	AMIN009981	LOC129787000
OG0002717	AMIN011618	LOC129792895
OG0002718	AMIN007720	LOC129792901
OG0002719	AMIN008569	LOC129795851
OG0002720	AMIN008568	LOC129796584
OG0002721	AMIN016272	LOC129788588
OG0002722	AMIN006179	LOC129791942
OG0002723	AMIN009577	LOC129792821, LOC129791408
OG0002724	AMIN011172	LOC129793129
OG0002725	AMIN002805	LOC129796533
OG0002726	AMIN001138	LOC129792647, LOC129792670
OG0002728	AMIN006512	LOC129794945
OG0002729	AMIN006516	LOC129796594
OG0002730	AMIN006511	LOC129794886
OG0002731	AMIN006517	LOC129796598
OG0002732	AMIN011475	LOC129792070, LOC129792080
OG0002733	AMIN016090	LOC129796487
OG0002734	AMIN000353	LOC129788008
OG0002735	AMIN000351	LOC129790711
OG0002736	AMIN009072	LOC129791964
OG0002737	AMIN006310	LOC129788988, LOC129788983
OG0002738	AMIN006303	LOC129792731
OG0002739	AMIN007436	LOC129795470
OG0002740	AMIN006972	LOC129787546
OG0002741	AMIN008691	LOC129796250
OG0002742	AMIN008115	LOC129795871
OG0002743	AMIN008341	LOC129793895
OG0002744	AMIN002086	LOC129786920
OG0002745	AMIN004043	LOC129789998
OG0002746	AMIN000786	LOC129790464
OG0002747	AMIN005279	LOC129788797
OG0002748	AMIN004009	LOC129788684, LOC129794873
OG0002749	AMIN010564	LOC129793463
OG0002750	AMIN003185	LOC129795625
OG0002751	AMIN002613	LOC129795779
OG0002752	AMIN002611	LOC129790741
OG0002753	AMIN006807	LOC129788737
OG0002754	AMIN000694	LOC129790083
OG0002755	AMIN005281	LOC129791336
OG0002756	AMIN007561	LOC129792397
OG0002757	AMIN007558	LOC129792360
OG0002758	AMIN010190	LOC129792701
OG0002759	AMIN010187	LOC129793350
OG0002760	AMIN010188	LOC129793365
OG0002762	AMIN006351	LOC129788621
OG0002763	AMIN006357, AMIN006356	LOC129788613
OG0002764	AMIN011255	LOC129797029
OG0002765	AMIN011404	LOC129795195
OG0002766	AMIN008445	LOC129786616
OG0002767	AMIN010340	LOC129793377
OG0002768	AMIN010336	LOC129787001
OG0002769	AMIN010338	LOC129791728
OG0002770	AMIN011256	LOC129793944
OG0002771	AMIN004922	LOC129787983
OG0002772	AMIN004567	LOC129796663, LOC129788065
OG0002773	AMIN005782	LOC129791382
OG0002774	AMIN002380	LOC129788565
OG0002775	AMIN007520	LOC129796392
OG0002776	AMIN000503	LOC129789187
OG0002777	AMIN000446	LOC129793481
OG0002779	AMIN006876	LOC129786111
OG0002780	AMIN016126	LOC129796617
OG0002781	AMIN006098	LOC129791319
OG0002782	AMIN007279	LOC129792275
OG0002783	AMIN001068	LOC129789142
OG0002784	AMIN005460	LOC129786297
OG0002785	AMIN004251	LOC129797710, LOC129788023
OG0002786	AMIN006124	LOC129797126
OG0002787	AMIN009223	LOC129790695
OG0002788	AMIN001969	LOC129789942
OG0002789	AMIN007472, AMIN007469	LOC129786363
OG0002790	AMIN004735	LOC129786777
OG0002791	AMIN010687	LOC129793562
OG0002792	AMIN000749	LOC129785974
OG0002793	AMIN002647	LOC129788547, LOC129789095
OG0002794	AMIN005274	LOC129786025
OG0002795	AMIN008216	LOC129796476
OG0002800	AMIN011385	LOC129793431
OG0002801	AMIN011387	LOC129791663
OG0002802	AMIN006562	LOC129797288
OG0002803	AMIN005241	LOC129790627
OG0002805	AMIN000061	LOC129797319
OG0002806	AMIN000058, AMIN000059, AMIN000060	LOC129786563
OG0002807	AMIN001135	LOC129787778
OG0002808	AMIN002278	LOC129786693, LOC129786692
OG0002809	AMIN016219	LOC129786654, LOC129786663
OG0002810	AMIN002279	LOC129786697, LOC129786696
OG0002811	AMIN011088	LOC129793288
OG0002812	AMIN011089	LOC129793289
OG0002813	AMIN005483	LOC129790039
OG0002814	AMIN000690	LOC129793784
OG0002816	AMIN000691	LOC129786782
OG0002817	AMIN002980	LOC129788602
OG0002818	AMIN003878	LOC129791026
OG0002819	AMIN000942	LOC129787752
OG0002820	AMIN004859	LOC129787184
OG0002821	AMIN006788	LOC129794316, LOC129791451
OG0002822	AMIN000425	LOC129793778
OG0002823	AMIN007658	LOC129791778
OG0002824	AMIN004586	LOC129786477
OG0002825	AMIN000231	LOC129786000
OG0002826	AMIN003824	LOC129786752
OG0002827	AMIN003121	LOC129789023
OG0002828	AMIN011200	LOC129797776
OG0002829	AMIN003369	LOC129787997
OG0002830	AMIN003368	LOC129797619
OG0002831	AMIN003379	LOC129790159
OG0002832	AMIN003086	LOC129786018
OG0002833	AMIN000480	LOC129793342
OG0002834	AMIN000482	LOC129789051
OG0002835	AMIN006450	LOC129786727
OG0002836	AMIN008456	LOC129796863
OG0002837	AMIN008455	LOC129786034
OG0002838	AMIN010492	LOC129793177
OG0002839	AMIN006376	LOC129791675
OG0002840	AMIN006373	LOC129788524
OG0002841	AMIN016250	LOC129786444
OG0002842	AMIN002257	LOC129786494
OG0002843	AMIN002258	LOC129794968
OG0002844	AMIN002260	LOC129795160
OG0002845	AMIN011653	LOC129793707
OG0002846	AMIN005387	LOC129791216
OG0002847	AMIN000838	LOC129785970
OG0002848	AMIN001158	LOC129790164, LOC129791269
OG0002849	AMIN008521	LOC129796218
OG0002850	AMIN008523	LOC129795051
OG0002851	AMIN010192	LOC129792323, LOC129796542
OG0002852	AMIN011114	LOC129792635, LOC129792304
OG0002853	AMIN010191	LOC129786842
OG0002854	AMIN004750	LOC129786705
OG0002855	AMIN004220	LOC129787237
OG0002856	AMIN000013	LOC129786313
OG0002857	AMIN000101	LOC129792161, LOC129792163
OG0002858	AMIN004147	LOC129794426
OG0002859	AMIN003018	LOC129794629
OG0002860	AMIN004563	LOC129789415
OG0002862	AMIN001779	LOC129788997
OG0002863	AMIN007597	LOC129792280
OG0002864	AMIN004071	LOC129786261
OG0002866	AMIN009412	LOC129790082, LOC129790081
OG0002867	AMIN009602	LOC129788652
OG0002868	AMIN002143	LOC129789986
OG0002869	AMIN002078	LOC129790259
OG0002870	AMIN007567	LOC129792649
OG0002871	AMIN005489	LOC129789583
OG0002873	AMIN009520	LOC129791558
OG0002874	AMIN001194	LOC129789319
OG0002875	AMIN011556	LOC129792121
OG0002876	AMIN007714	LOC129793479
OG0002877	AMIN004268	LOC129793928
OG0002878	AMIN000241	LOC129790974
OG0002879	AMIN009635	LOC129790787
OG0002880	AMIN014762	LOC129791355
OG0002881	AMIN009847	LOC129790489
OG0002882	AMIN004222	LOC129797249
OG0002883	AMIN003335	LOC129787446
OG0002884	AMIN015785	LOC129786090
OG0002885	AMIN006864	LOC129796025
OG0002886	AMIN000591	LOC129786391
OG0002887	AMIN007433	LOC129793125
OG0002889	AMIN008820	LOC129797448, LOC129795186
OG0002890	AMIN002961	LOC129791184
OG0002891	AMIN002967	LOC129791210
OG0002892	AMIN002962	LOC129789758
OG0002893	AMIN002966	LOC129791190
OG0002895	AMIN007775	LOC129792443
OG0002896	AMIN003615	LOC129793720
OG0002897	AMIN011403	LOC129793126
OG0002898	AMIN010244	LOC129791876
OG0002899	AMIN001613	LOC129790011
OG0002900	AMIN007040	LOC129797107
OG0002901	AMIN001198	LOC129790312
OG0002902	AMIN001202	LOC129790460
OG0002903	AMIN001197	LOC129789996
OG0002904	AMIN007221	LOC129790987
OG0002905	AMIN006645	LOC129790206
OG0002906	AMIN006648	LOC129797152
OG0002907	AMIN011636	LOC129797150
OG0002908	AMIN000188	LOC129787611
OG0002910	AMIN003329	LOC129788196
OG0002911	AMIN011210	LOC129787064
OG0002912	AMIN003739	LOC129793742
OG0002913	AMIN002410	LOC129797423
OG0002915	AMIN004997	LOC129795559
OG0002916	AMIN004888	LOC129787073
OG0002918	AMIN001097	LOC129796981
OG0002919	AMIN001943	LOC129797110
OG0002920	AMIN004896	LOC129786200
OG0002921	AMIN001015	LOC129790692
OG0002922	AMIN005282	LOC129790133
OG0002923	AMIN001671	LOC129791097
OG0002924	AMIN001865	LOC129787640
OG0002925	AMIN007441	LOC129793884
OG0002926	AMIN008793	LOC129794864
OG0002927	AMIN009367	LOC129786157
OG0002928	AMIN009366	LOC129792207
OG0002929	AMIN007349	LOC129787658, LOC129793853
OG0002930	AMIN015789	LOC129786728
OG0002931	AMIN002452	LOC129793242
OG0002932	AMIN006152	LOC129790337
OG0002933	AMIN010573	LOC129790934
OG0002934	AMIN002593	LOC129791019
OG0002935	AMIN000182	LOC129787903
OG0002936	AMIN008222	LOC129794639
OG0002937	AMIN010620	LOC129792924
OG0002938	AMIN010623	LOC129793802
OG0002939	AMIN010120	LOC129787252
OG0002940	AMIN014043	LOC129792968, LOC129792972
OG0002941	AMIN002819	LOC129786786
OG0002942	AMIN010317	LOC129792838
OG0002943	AMIN010868	LOC129792526
OG0002944	AMIN006547	LOC129796611
OG0002945	AMIN001314	LOC129790856
OG0002946	AMIN007437	LOC129795853
OG0002947	AMIN006879	LOC129790151
OG0002948	AMIN000937	LOC129789980
OG0002949	AMIN007483	LOC129786583
OG0002950	AMIN005008	LOC129796834
OG0002951	AMIN000935	LOC129789058
OG0002952	AMIN000072	LOC129794318
OG0002953	AMIN001945	LOC129789809
OG0002954	AMIN005606	LOC129789971
OG0002955	AMIN011423	LOC129792132
OG0002956	AMIN002479	LOC129797547
OG0002957	AMIN009037	LOC129789342
OG0002958	AMIN009038	LOC129795489
OG0002959	AMIN008470	LOC129796064
OG0002960	AMIN004347	LOC129796209
OG0002961	AMIN008902	LOC129795590
OG0002962	AMIN007707	LOC129791664
OG0002963	AMIN007710	LOC129791660
OG0002964	AMIN004317	LOC129794845
OG0002965	AMIN001801	LOC129795600, LOC129788408
OG0002966	AMIN008602	LOC129786452, LOC129786099
OG0002968	AMIN004089	LOC129796883
OG0002969	AMIN008178	LOC129792488
OG0002970	AMIN000086	LOC129793726
OG0002971	AMIN004572	LOC129786829
OG0002972	AMIN005154	LOC129785938
OG0002973	AMIN001760	LOC129789778, LOC129791010
OG0002974	AMIN001308	LOC129795856
OG0002975	AMIN014137	LOC129793741
OG0002976	AMIN007348	LOC129792878
OG0002977	AMIN015495	LOC129796545
OG0002978	AMIN005468	LOC129789615
OG0002979	AMIN005688	LOC129788858
OG0002980	AMIN003084	LOC129786355
