Orthogroup	AminimusMINIMUS1	Aalbopictus_AalbF5
OG0001476	AMIN001035, AMIN001032	LOC109412368
OG0001477	AMIN008885	LOC134291944, LOC109424500
OG0001478	AMIN010257	LOC109423370, LOC115257528
OG0001479	AMIN010250	LOC109408358
OG0001480	AMIN006208	LOC109431403, LOC134285926
OG0001481	AMIN010693	LOC109426648, LOC134284780, LOC134288523
OG0001482	AMIN010695	LOC134287358, LOC109426647
OG0001483	AMIN010198	LOC109426672
OG0001484	AMIN007577, AMIN007578	LOC115267285
OG0001486	AMIN010918	LOC109413954
OG0001487	AMIN011083, AMIN011084	LOC109431718
OG0001488	AMIN011553	LOC109430940
OG0001489	AMIN001570	LOC134284001
OG0001490	AMIN009685	LOC115254898, LOC109428049
OG0001491	AMIN009063	LOC109415901
OG0001492	AMIN006235, AMIN006233	LOC109421432
OG0001493	AMIN006226	LOC115266443, LOC109432536
OG0001494	AMIN006210, AMIN006209	LOC115265509
OG0001495	AMIN005162	LOC134285717, LOC109401923
OG0001496	AMIN010179	LOC109404954
OG0001497	AMIN010182	LOC109404952
OG0001498	AMIN005084	LOC109415195
OG0001499	AMIN005373	LOC109428390
OG0001500	AMIN006943, AMIN005372	LOC109415202
OG0001501	AMIN000593	LOC109424018, LOC109399279
OG0001502	AMIN009547	LOC109409324, LOC115258583
OG0001503	AMIN000955	LOC109432154
OG0001504	AMIN002024	LOC115256587
OG0001505	AMIN005745	LOC109409418, LOC134285076
OG0001506	AMIN002088	LOC109409431
OG0001507	AMIN004292	LOC115257757, LOC115257606
OG0001508	AMIN006859, AMIN006863	LOC109416719
OG0001509	AMIN001375	LOC109427823, LOC115259047
OG0001510	AMIN010341	LOC109621708
OG0001511	AMIN009313	LOC115264697
OG0001512	AMIN009316	LOC109422268
OG0001513	AMIN003485, AMIN003483	LOC109623099
OG0001514	AMIN004405	LOC109431589
OG0001515	AMIN002085	LOC109397596, LOC134284656
OG0001516	AMIN005442	LOC109398423, LOC134284660
OG0001517	AMIN016039	LOC109410291
OG0001518	AMIN004255	LOC109415941, LOC134290778
OG0001519	AMIN003478	LOC109411048, LOC109411047
OG0001521	AMIN000933	LOC109418948, LOC109400097
OG0001522	AMIN003837	LOC109622284, LOC109409963
OG0001523	AMIN006137	LOC109416057
OG0001524	AMIN000500	LOC134289496, LOC134289494, LOC134289495
OG0001525	AMIN009335	LOC134289673, LOC109399658
OG0001526	AMIN007977	LOC115266550
OG0001527	AMIN001603	LOC109412015
OG0001528	AMIN001600	LOC109412018
OG0001529	AMIN000175, AMIN000176	LOC115261461
OG0001531	AMIN004473	LOC109426929, LOC134291542, LOC109623394
OG0001532	AMIN000561	LOC134289439
OG0001533	AMIN004780	LOC109621513
OG0001534	AMIN009213	LOC109399108
OG0001535	AMIN009198, AMIN009197	LOC109399100
OG0001536	AMIN009206	LOC109399093
OG0001537	AMIN008239, AMIN008240	LOC109422342, LOC109424442
OG0001538	AMIN000668	LOC109406517, LOC109403312
OG0001539	AMIN008412	LOC109431389
OG0001540	AMIN008541	LOC109407674
OG0001541	AMIN000514	LOC109422649, LOC134291372, LOC109402824
OG0001542	AMIN005072	LOC109412267
OG0001543	AMIN005437	LOC109412996
OG0001544	AMIN006283	LOC109425086, LOC109429448
OG0001545	AMIN006286	LOC134286314, LOC109425088
OG0001546	AMIN008796	LOC134289754, LOC109426437
OG0001547	AMIN001298	LOC115257489
OG0001548	AMIN001297	LOC109412921
OG0001549	AMIN002475	LOC109409558
OG0001550	AMIN007466	LOC134291447
OG0001551	AMIN001816	LOC109429598, LOC115262100
OG0001552	AMIN004519, AMIN009554	LOC109420357
OG0001553	AMIN007416	LOC109406422
OG0001554	AMIN001228	LOC115260696, LOC109432362
OG0001555	AMIN006630	LOC134286757
OG0001556	AMIN016154	LOC109400308
OG0001557	AMIN002464	LOC109431868
OG0001559	AMIN001265	LOC115260213, LOC109414794
OG0001560	AMIN004441, AMIN004440	LOC109428936
OG0001561	AMIN005018	LOC109428933
OG0001563	AMIN000106, AMIN000107	LOC109409653
OG0001564	AMIN010269, AMIN010268	LOC109409662
OG0001565	AMIN004033, AMIN004032	LOC109432222
OG0001566	AMIN007990, AMIN007992	LOC109409964
OG0001567	AMIN002031	LOC115255706
OG0001569	AMIN004727	LOC109429359, LOC109398210
OG0001570	AMIN004721	LOC109429314, LOC109400906
OG0001571	AMIN001348	LOC109427435
OG0001572	AMIN005305	LOC109427434
OG0001573	AMIN008687, AMIN008686	LOC109410664
OG0001574	AMIN002350	LOC109427067
OG0001575	AMIN001074	LOC109424979
OG0001576	AMIN005694	LOC109431106, LOC109424968
OG0001577	AMIN009097	LOC115254138, LOC109421033
OG0001578	AMIN000048	LOC109416121, LOC109419098, LOC109405787
OG0001579	AMIN002569	LOC109433328
OG0001580	AMIN004698	LOC109430281
OG0001581	AMIN007494	LOC109401806
OG0001582	AMIN007518	LOC109398907
OG0001583	AMIN007493	LOC115264563
OG0001584	AMIN004460	LOC109398917
OG0001585	AMIN006574	LOC109431046, LOC134284127
OG0001586	AMIN004651	LOC115261381
OG0001587	AMIN003198	LOC115255928, LOC109421116
OG0001588	AMIN003202	LOC109431331
OG0001589	AMIN009052	LOC109412611, LOC109401544
OG0001590	AMIN006174	LOC109419966, LOC134287715
OG0001591	AMIN009340	LOC109421937, LOC109421936, LOC109421938
OG0001592	AMIN015974	LOC115268366
OG0001593	AMIN003508	LOC134284199, LOC109424033
OG0001594	AMIN003510	LOC109424032
OG0001595	AMIN002936	LOC115264858, LOC134284715
OG0001596	AMIN009891	LOC109412832
OG0001597	AMIN004363, AMIN004365	LOC109425981
OG0001598	AMIN004380, AMIN004377	LOC115268041
OG0001599	AMIN004383	LOC109425997
OG0001600	AMIN005508	LOC115256111
OG0001601	AMIN008703	LOC109411829
OG0001602	AMIN016270	LOC115261561, LOC109402475
OG0001603	AMIN001724	LOC109402525
OG0001604	AMIN007532	LOC115269208, LOC109418988
OG0001605	AMIN011379	LOC109398184
OG0001606	AMIN016251	LOC134289650, LOC109422742
OG0001607	AMIN008584	LOC109410579
OG0001608	AMIN008587	LOC109421160
OG0001609	AMIN008586	LOC109421159
OG0001610	AMIN008022	LOC134283998, LOC109427105
OG0001611	AMIN011361	LOC109410535, LOC134287361
OG0001612	AMIN008714	LOC109418813
OG0001613	AMIN008721	LOC109405806
OG0001614	AMIN008794	LOC109403984
OG0001615	AMIN002543	LOC115254470
OG0001616	AMIN008207	LOC109403403
OG0001617	AMIN003867	LOC109621635, LOC109429086
OG0001618	AMIN002552	LOC109431932
OG0001619	AMIN009082	LOC109427882
OG0001620	AMIN009076	LOC109427885
OG0001621	AMIN007133	LOC109398864
OG0001622	AMIN008991	LOC134283989, LOC109426925
OG0001623	AMIN000212	LOC134285599, LOC109416957
OG0001624	AMIN009727	LOC109397551
OG0001625	AMIN016222	LOC109432771
OG0001626	AMIN016236	LOC109417532, LOC109410216
OG0001627	AMIN002736	LOC109421124
OG0001628	AMIN011153	LOC109621710
OG0001630	AMIN005818	LOC109397865
OG0001631	AMIN002655	LOC109400499
OG0001632	AMIN011494, AMIN011492, AMIN011495	LOC109415156
OG0001633	AMIN001413	LOC109622893, LOC115258542
OG0001634	AMIN001878	LOC109411700, LOC134288815
OG0001635	AMIN002954	LOC115254267
OG0001636	AMIN002952	LOC109401140, LOC109422552
OG0001637	AMIN001620, AMIN001621	LOC109433074
OG0001638	AMIN014197, AMIN001924	LOC109420450
OG0001639	AMIN009729	LOC115253945, LOC109416842, LOC109405681
OG0001640	AMIN001727	LOC109621844
OG0001641	AMIN010513	LOC109399186
OG0001642	AMIN016032	LOC109420954, LOC109399228
OG0001643	AMIN000337, AMIN000338	LOC115257156
OG0001644	AMIN000528	LOC109408449
OG0001645	AMIN003320	LOC109415684, LOC109425047
OG0001647	AMIN000456	LOC109426339
OG0001648	AMIN000474	LOC109405852
OG0001649	AMIN010588	LOC109409730
OG0001650	AMIN001986, AMIN001985	LOC115271010
OG0001651	AMIN001983	LOC109409494
OG0001652	AMIN004587	LOC109397239
OG0001653	AMIN004604	LOC109397269
OG0001654	AMIN010756	LOC109398935
OG0001655	AMIN005792	LOC109427527, LOC115256522
OG0001656	AMIN006186	LOC109417569
OG0001657	AMIN016153	LOC109419928, LOC134284520
OG0001658	AMIN002815	LOC109411254
OG0001659	AMIN008225	LOC109400136, LOC109413090
OG0001660	AMIN003346	LOC109426168
OG0001661	AMIN009074	LOC109428200
OG0001662	AMIN006302	LOC109427897, LOC115263986
OG0001663	AMIN014628	LOC109398740, LOC109418764
OG0001664	AMIN005474	LOC109427405, LOC109410123
OG0001665	AMIN004491	LOC109427431, LOC134285038
OG0001666	AMIN005479	LOC109410126, LOC109427407
OG0001667	AMIN010062, AMIN005572	LOC115254514, LOC109427416
OG0001668	AMIN000236	LOC115261817, LOC109405709
OG0001669	AMIN007557	LOC109417873, LOC134288487
OG0001670	AMIN006905, AMIN004952, AMIN004953	LOC109621464
OG0001671	AMIN006353	LOC109433059
OG0001672	AMIN010337	LOC109409320
OG0001673	AMIN004565	LOC115253996
OG0001674	AMIN010633	LOC109418062
OG0001675	AMIN010632	LOC109414834
OG0001676	AMIN014634, AMIN008119	LOC109623260
OG0001677	AMIN002429	LOC109428052, LOC109428054, LOC115261585
OG0001678	AMIN005374	LOC115264498, LOC109406869
OG0001679	AMIN005705, AMIN005708	LOC109401866, LOC134284971
OG0001680	AMIN003163	LOC134285041, LOC109406867
OG0001681	AMIN004248	LOC109399621
OG0001682	AMIN009446	LOC109417772
OG0001683	AMIN004904	LOC109411854, LOC115259476
OG0001684	AMIN004905	LOC109412731, LOC109411856
OG0001686	AMIN000150	LOC134291965, LOC109422607
OG0001687	AMIN006572	LOC109431059, LOC109431039
OG0001688	AMIN006563	LOC109411570
OG0001689	AMIN005738	LOC134288000, LOC109413201
OG0001690	AMIN005716	LOC109421972
OG0001691	AMIN002277	LOC109427990
OG0001692	AMIN001087	LOC109409457, LOC115256851
OG0001693	AMIN008688	LOC109621313, LOC109413128
OG0001694	AMIN000112, AMIN000111	LOC109405232
OG0001695	AMIN003825	LOC115254377, LOC109400080
OG0001696	AMIN003087	LOC109421739
OG0001697	AMIN011457	LOC115270187
OG0001698	AMIN000403	LOC109405751, LOC109429050
OG0001699	AMIN007190	LOC109416248
OG0001700	AMIN006163	LOC115253486
OG0001701	AMIN006157	LOC109414896, LOC134286191, LOC134286192, LOC115255478
OG0001702	AMIN007162	LOC109416535
OG0001704	AMIN008503	LOC109407506
OG0001705	AMIN004423, AMIN004424	LOC109622241
OG0001706	AMIN004427	LOC109622242
OG0001708	AMIN011340	LOC109403032
OG0001709	AMIN004221	LOC109416365
OG0001710	AMIN007022	LOC134284301, LOC109424714
OG0001711	AMIN009564	LOC109398767, LOC134284945
OG0001712	AMIN005114	LOC134284927, LOC109427493
OG0001713	AMIN007563	LOC115268078, LOC109408019, LOC109405158
OG0001714	AMIN009480	LOC109404794, LOC109423879
OG0001715	AMIN007500, AMIN007498	LOC109623312
OG0001716	AMIN009853, AMIN009378	LOC109419530
OG0001717	AMIN009855, AMIN009856	LOC109409288
OG0001718	AMIN000197, AMIN000198	LOC109410458
OG0001719	AMIN007341	LOC109427538
OG0001720	AMIN004085	LOC109415992
OG0001721	AMIN000752	LOC115267417
OG0001722	AMIN000262	LOC109404966
OG0001723	AMIN000260	LOC109416168
OG0001724	AMIN015519	LOC115266621
OG0001725	AMIN011280	LOC109417806
OG0001726	AMIN010691	LOC134283970, LOC109426755
OG0001727	AMIN005082	LOC109431071
OG0001728	AMIN008781	LOC109405380
OG0001729	AMIN007144	LOC109420617, LOC109420616
OG0001730	AMIN010737, AMIN010736	LOC109414978
OG0001731	AMIN008041	LOC109414740, LOC109426838
OG0001732	AMIN008097	LOC134284641, LOC109412044
OG0001733	AMIN008094	LOC109412040, LOC134284643
OG0001734	AMIN000136	LOC109423450
OG0001735	AMIN004224, AMIN000973	LOC109432041, LOC109432033
OG0001736	AMIN000931	LOC109404016
OG0001737	AMIN006545	LOC109413566
OG0001738	AMIN005607	LOC134285257, LOC134285256
OG0001740	AMIN008073	LOC109431730, LOC109431727
OG0001741	AMIN002561	LOC109405745, LOC109433391
OG0001742	AMIN005632	LOC134285350, LOC109406906
OG0001743	AMIN001594	LOC109409336, LOC109419088
OG0001744	AMIN015660	LOC115266916, LOC109409339
OG0001745	AMIN001592	LOC115253436, LOC109409337
OG0001746	AMIN015661	LOC109419087, LOC115254144
OG0001747	AMIN008181, AMIN008179	LOC109412507
OG0001748	AMIN004574	LOC109622592
OG0001749	AMIN011276, AMIN007287	LOC109423813
OG0001750	AMIN005729, AMIN005730	LOC109397805
OG0001751	AMIN004323	LOC115262555, LOC109421913
OG0001752	AMIN003462	LOC109412833
OG0001753	AMIN008741, AMIN008743	LOC109425656
OG0001754	AMIN008552	LOC109405799
OG0001755	AMIN001509	LOC109407063, LOC134287784
OG0001756	AMIN008028, AMIN008031	LOC109404905
OG0001757	AMIN003463	LOC109428450
OG0001758	AMIN001687	LOC109424214
OG0001759	AMIN001685	LOC115253756
OG0001760	AMIN002035	LOC109409473, LOC109409536
OG0001762	AMIN005252, AMIN005251	LOC109403484
OG0001763	AMIN010356	LOC109409745, LOC134290471
OG0001764	AMIN010999, AMIN011001	LOC109416470
OG0001765	AMIN011004, AMIN011005	LOC109416471
OG0001766	AMIN006458	LOC115259763, LOC109402938, LOC115259762, LOC109402932
OG0001767	AMIN000602	LOC109412573, LOC134285652, LOC134291846, LOC109397046
OG0001768	AMIN007696, AMIN007697	LOC109417011
OG0001769	AMIN000601	LOC134285649, LOC109397026, LOC109397016
OG0001771	AMIN001562, AMIN001533	LOC109417248
OG0001772	AMIN001558	LOC109420576, LOC109417482
OG0001773	AMIN000414	LOC134292031, LOC134291557
OG0001774	AMIN000407	LOC134291921
OG0001775	AMIN009768	LOC109430170, LOC115264870
OG0001776	AMIN007983	LOC134284690, LOC109417821
OG0001777	AMIN001453	LOC109407268
OG0001778	AMIN002634, AMIN002636	LOC109412274
OG0001779	AMIN004320	LOC109432700, LOC134291660
OG0001780	AMIN004319	LOC109421912, LOC134291661
OG0001781	AMIN003397	LOC109417113
OG0001782	AMIN003735	LOC109404988
OG0001783	AMIN004878	LOC115269840, LOC134285564
OG0001784	AMIN011220	LOC109417839, LOC109400156, LOC134291253
OG0001786	AMIN006328, AMIN006329	LOC109622009
OG0001787	AMIN005488	LOC109430088, LOC115256457
OG0001788	AMIN010624	LOC109399416
OG0001789	AMIN010625	LOC109400672
OG0001790	AMIN002012	LOC115269692, LOC109398409
OG0001791	AMIN003556	LOC115258107, LOC109421724
OG0001792	AMIN009998	LOC109425704
OG0001793	AMIN009986	LOC134288462, LOC109418002
OG0001794	AMIN009987	LOC109406030, LOC134287316
OG0001795	AMIN005564	LOC109401855
OG0001796	AMIN015771	LOC109397908
OG0001797	AMIN007957	LOC109430946
OG0001798	AMIN003399	LOC109417110
OG0001799	AMIN000646	LOC134292118, LOC109431857
OG0001800	AMIN001449	LOC115267643, LOC109398720
OG0001801	AMIN010499	LOC109429036, LOC109429037
OG0001802	AMIN014005, AMIN000079, AMIN000080	LOC109402431
OG0001803	AMIN005838	LOC109427363
OG0001804	AMIN006121	LOC109427576, LOC109432855, LOC115268908
OG0001805	AMIN015793, AMIN015794	LOC109411553
OG0001806	AMIN009902, AMIN009903	LOC109418918
OG0001807	AMIN009387, AMIN009388	LOC109398712
OG0001808	AMIN011581	LOC134288996
OG0001809	AMIN009558	LOC109428244, LOC115266369, LOC109427949
OG0001810	AMIN009569	LOC109427940
OG0001811	AMIN002928	LOC109422709
OG0001812	AMIN005218	LOC134288872, LOC109401913
OG0001813	AMIN010630	LOC109418066
OG0001814	AMIN010631	LOC109414833
OG0001815	AMIN001576, AMIN001574	LOC109427442
OG0001816	AMIN011109	LOC115263163
OG0001817	AMIN009741, AMIN009740	LOC115255345
OG0001818	AMIN010148	LOC109407931
OG0001819	AMIN005653	LOC109428456, LOC109422096
OG0001820	AMIN010360, AMIN010361	LOC109409788
OG0001821	AMIN007908	LOC109403224
OG0001822	AMIN009715	LOC109416244
OG0001823	AMIN010415	LOC109622551, LOC109622547
OG0001824	AMIN006690	LOC109622879, LOC134287988
OG0001825	AMIN005256	LOC109428464
OG0001826	AMIN015552	LOC109428247
OG0001827	AMIN005095	LOC109413232
OG0001828	AMIN006358	LOC109420226
OG0001829	AMIN008903	LOC109424480
OG0001830	AMIN007611	LOC109426675
OG0001831	AMIN002093	LOC109428415, LOC134284681
OG0001832	AMIN008561	LOC109401664, LOC109418846
OG0001833	AMIN007185	LOC109621803
OG0001834	AMIN015497	LOC109416692
OG0001835	AMIN004932, AMIN004933	LOC109413271
OG0001836	AMIN009456	LOC109418152
OG0001837	AMIN004883, AMIN004881	LOC109411881
OG0001838	AMIN008289, AMIN008290	LOC115264580
OG0001839	AMIN001761	LOC109423925
OG0001840	AMIN005561	LOC109405671
OG0001841	AMIN010560	LOC109407816, LOC134288728
OG0001842	AMIN009351	LOC134292126, LOC109425933
OG0001843	AMIN003499, AMIN003500	LOC115261297
OG0001844	AMIN006986	LOC109433484
OG0001845	AMIN015778	LOC109422692, LOC115260992
OG0001846	AMIN008369	LOC109405247
OG0001848	AMIN005470	LOC134284916, LOC109397853
OG0001849	AMIN008447, AMIN008446	LOC109419429
OG0001850	AMIN000620, AMIN000621	LOC109401980
OG0001851	AMIN002423	LOC134292233, LOC109428047
OG0001852	AMIN008435, AMIN008434	LOC109428744
OG0001853	AMIN015973	LOC109402885
OG0001854	AMIN004311	LOC109432643, LOC109401984
OG0001855	AMIN007620, AMIN007619	LOC109404342
OG0001856	AMIN015737	LOC109409625
OG0001857	AMIN003689, AMIN003690	LOC109622061
OG0001859	AMIN003454	LOC115260811
OG0001860	AMIN000263	LOC134291182, LOC109404964
OG0001861	AMIN010248	LOC109408373
OG0001862	AMIN003396	LOC109423135
OG0001863	AMIN008168	LOC109403764
OG0001864	AMIN009862	LOC134284696
OG0001865	AMIN005321	LOC109402625, LOC134284665
OG0001866	AMIN003418	LOC109421746
OG0001867	AMIN005984	LOC109419826
OG0001868	AMIN004673, AMIN004674	LOC109412872
OG0001869	AMIN004954, AMIN006497, AMIN004999	LOC109418781
OG0001870	AMIN000808	LOC109426187
OG0001871	AMIN007313	LOC109422596
OG0001872	AMIN014894, AMIN014892, AMIN002741	LOC109410077
OG0001873	AMIN002562	LOC109399319
OG0001874	AMIN003048, AMIN003047	LOC109419187
OG0001875	AMIN010798	LOC109419645
OG0001876	AMIN004600, AMIN004595	LOC109397249
OG0001877	AMIN004826, AMIN004827	LOC109401326, LOC134289759
OG0001878	AMIN006215, AMIN006213	LOC109621340
OG0001879	AMIN008890	LOC109621461
OG0001881	AMIN009979	LOC109406017
OG0001883	AMIN009931	LOC109419707, LOC109398542
OG0001884	AMIN001054	LOC134285003
OG0001885	AMIN002968	LOC109415066, LOC109403279
OG0001886	AMIN005742	LOC109424966
OG0001887	AMIN005613	LOC115257308
OG0001889	AMIN005658, AMIN005661	LOC109433612
OG0001890	AMIN008213	LOC134290813, LOC109425718
OG0001891	AMIN009438	LOC109419396, LOC115255253
OG0001892	AMIN000116, AMIN000114	LOC109406961
OG0001893	AMIN004384, AMIN004338	LOC115268038
OG0001894	AMIN002076	LOC109405079
OG0001895	AMIN010600	LOC109404946
OG0001896	AMIN001064	LOC109398729
OG0001897	AMIN005514, AMIN005515	LOC109427728
OG0001898	AMIN005288	LOC109397684
OG0001899	AMIN006008	LOC109421627, LOC109407309
OG0001901	AMIN006378	LOC109401394
OG0001902	AMIN002991	LOC109425480
OG0001903	AMIN000469	LOC109417933
OG0001905	AMIN000638	LOC115260613, LOC109422822
OG0001906	AMIN004037	LOC115263719
OG0001907	AMIN008739, AMIN008738	LOC109433256
OG0001908	AMIN002563	LOC109399310
OG0001909	AMIN006182	LOC109401882
OG0001910	AMIN006553, AMIN006554	LOC109406561
OG0001912	AMIN004504	LOC109418706
OG0001913	AMIN005221, AMIN005223	LOC109415218
OG0001914	AMIN011518	LOC109622269, LOC134284321
OG0001915	AMIN003811	LOC109411724
OG0001916	AMIN000785	LOC109418329, LOC109427298, LOC134290652
OG0001917	AMIN003280	LOC134289826, LOC134290016
OG0001918	AMIN002067	LOC109416319, LOC109426538
OG0001919	AMIN016209, AMIN010174	LOC109404918
OG0001920	AMIN000410	LOC134291561, LOC134292029
OG0001921	AMIN000378	LOC109400821, LOC115261618
OG0001922	AMIN007989	LOC109432087
OG0001923	AMIN011279	LOC109418028
OG0001924	AMIN006781	LOC109407223
OG0001925	AMIN002090	LOC134289014, LOC109433003
OG0001926	AMIN005567	LOC109422966
OG0001927	AMIN009966, AMIN009965	LOC109430812
OG0001928	AMIN011226	LOC109411119
OG0001929	AMIN005224	LOC109415216
OG0001930	AMIN016212	LOC109407984
OG0001931	AMIN001231, AMIN001193	LOC109431473
OG0001933	AMIN000149	LOC109422611, LOC134290099
OG0001934	AMIN011386	LOC109409980, LOC109420213
OG0001935	AMIN001324	LOC115255029
OG0001937	AMIN010521, AMIN010519	LOC109428694
OG0001938	AMIN006913	LOC134289924, LOC134291084
OG0001939	AMIN015735	LOC109431794
OG0001940	AMIN005390, AMIN005388	LOC134284706
OG0001941	AMIN005486	LOC109428574
OG0001942	AMIN007330, AMIN007331	LOC109430547
OG0001943	AMIN003533	LOC109423620, LOC109400223
OG0001944	AMIN004312	LOC115267705, LOC109401974
OG0001945	AMIN005359	LOC109416118
OG0001946	AMIN006606	LOC109428492
OG0001947	AMIN007109	LOC109398278, LOC134287376
OG0001948	AMIN005424	LOC134285004
OG0001949	AMIN001886	LOC109411764, LOC134283906, LOC115262162
OG0001950	AMIN015502, AMIN007679	LOC109420871
OG0001951	AMIN001795	LOC109429628
OG0001952	AMIN011287	LOC109414279
OG0001953	AMIN010183	LOC109400594
OG0001954	AMIN009989	LOC115269977
OG0001955	AMIN007233	LOC109429386
OG0001956	AMIN005577	LOC109424975, LOC109431086
OG0001957	AMIN010161	LOC115254148
OG0001958	AMIN005075, AMIN004398	LOC109422033, LOC115258249
OG0001959	AMIN000834	LOC109400375, LOC134292012
OG0001960	AMIN003315	LOC109400170
OG0001961	AMIN001871	LOC115262164, LOC109411692
OG0001962	AMIN001127, AMIN001126	LOC109411919
OG0001963	AMIN009864	LOC109400999
OG0001964	AMIN007949, AMIN007950	LOC115259196
OG0001965	AMIN004289	LOC109408777
OG0001968	AMIN008112	LOC109432288, LOC109397081
OG0001969	AMIN010662	LOC109406016, LOC134287314, LOC109426628
OG0001970	AMIN003167	LOC109430327
OG0001971	AMIN004269	LOC109622601, LOC115262671
