Orthogroup	AaegyptiLVP_AGWG	AgambiaePEST
OG0001688	AAEL009753	AGAP010370
OG0001689	AAEL009763	AGAP013021
OG0001690	AAEL009779	AGAP000425
OG0001691	AAEL009850	AGAP001197
OG0001692	AAEL028144, AAEL009872	AGAP000901
OG0001693	AAEL009894, AAEL012911	AGAP010675
OG0001694	AAEL009950	AGAP004646
OG0001695	AAEL010008, AAEL026984	AGAP004097
OG0001696	AAEL010062	AGAP002181
OG0001697	AAEL010090	AGAP012779, AGAP012902, AGAP004964
OG0001698	AAEL011805, AAEL010110	AGAP003224, AGAP012820
OG0001699	AAEL021547, AAEL024827, AAEL010226	AGAP008814
OG0001700	AAEL010260	AGAP008113
OG0001701	AAEL010266	AGAP008117
OG0001702	AAEL010283	AGAP029772
OG0001704	AAEL010311	AGAP029632
OG0001705	AAEL010354	AGAP012001
OG0001706	AAEL010355	AGAP012004
OG0001707	AAEL010390, AAEL010381	AGAP006222, AGAP006223
OG0001708	AAEL010389	AGAP006227
OG0001709	AAEL010422	AGAP013023, AGAP012972
OG0001710	AAEL021184, AAEL010511	AGAP010794
OG0001711	AAEL010568	AGAP012471, AGAP000575
OG0001712	AAEL010571, AAEL026067	AGAP000967
OG0001713	AAEL010593	AGAP005629
OG0001714	AAEL010742, AAEL024119	AGAP009737
OG0001715	AAEL010757	AGAP028433
OG0001716	AAEL010771	AGAP029791, AGAP009586
OG0001717	AAEL010778	AGAP009583
OG0001718	AAEL010827	AGAP003595
OG0001719	AAEL010855	AGAP005176
OG0001720	AAEL021416, AAEL011123	AGAP012809, AGAP004266
OG0001721	AAEL024207, AAEL011124	AGAP002929
OG0001722	AAEL011157	AGAP012705, AGAP003900
OG0001723	AAEL011159	AGAP003898
OG0001724	AAEL011271	AGAP005531
OG0001725	AAEL011345	AGAP007138
OG0001726	AAEL011349	AGAP006120
OG0001727	AAEL011379	AGAP006572, AGAP000118
OG0001728	AAEL011382	AGAP011677
OG0001729	AAEL011411, AAEL012903	AGAP007859, AGAP007856
OG0001730	AAEL011436	AGAP029989
OG0001731	AAEL011500	AGAP006279
OG0001732	AAEL011560	AGAP004757
OG0001733	AAEL011562	AGAP004754
OG0001734	AAEL011566	AGAP002268
OG0001736	AAEL011697	AGAP012787, AGAP003464
OG0001737	AAEL025949, AAEL021786, AAEL011731	AGAP010351
OG0001738	AAEL011751, AAEL023265	AGAP000463
OG0001739	AAEL011754, AAEL023977	AGAP000948
OG0001740	AAEL011768, AAEL011771	AGAP028399
OG0001741	AAEL011808, AAEL027830	AGAP002552
OG0001742	AAEL011850	AGAP000284
OG0001743	AAEL011989	AGAP008838
OG0001744	AAEL011991	AGAP008835
OG0001745	AAEL011993	AGAP008836
OG0001746	AAEL011996	AGAP008834
OG0001747	AAEL012016	AGAP004882, AGAP012660
OG0001748	AAEL027882	AGAP002295
OG0001749	AAEL021939, AAEL012178	AGAP005125
OG0001750	AAEL012233	AGAP000646
OG0001751	AAEL012324	AGAP011819
OG0001752	AAEL022520, AAEL012341	AGAP001652
OG0001753	AAEL012410	AGAP011717
OG0001754	AAEL012501	AGAP011847
OG0001755	AAEL012525	AGAP009650
OG0001756	AAEL012539	AGAP006328
OG0001757	AAEL012552	AGAP001653
OG0001758	AAEL021254, AAEL012585	AGAP008916
OG0001759	AAEL012671	AGAP008914
OG0001760	AAEL012710, AAEL012715	AGAP000670
OG0001761	AAEL012711, AAEL012713, AAEL026876	AGAP000572
OG0001762	AAEL012717	AGAP029815
OG0001763	AAEL012731	AGAP007722
OG0001764	AAEL012751	AGAP006665
OG0001765	AAEL012756	AGAP006669
OG0001766	AAEL018249, AAEL012783	AGAP002508
OG0001767	AAEL012822	AGAP001422
OG0001768	AAEL012823	AGAP006925
OG0001769	AAEL012826	AGAP001421
OG0001771	AAEL013151	AGAP009680
OG0001772	AAEL013157, AAEL013152	AGAP009009
OG0001773	AAEL013197	AGAP001819
OG0001774	AAEL026895, AAEL013199	AGAP001810
OG0001775	AAEL013253	AGAP008412
OG0001776	AAEL013278	AGAP006384
OG0001777	AAEL013366	AGAP008511
OG0001778	AAEL013424	AGAP013121
OG0001779	AAEL013478	AGAP011817
OG0001780	AAEL013479	AGAP011816
OG0001781	AAEL013527	AGAP001584
OG0001782	AAEL013613	AGAP003030
OG0001783	AAEL013724	AGAP004504
OG0001784	AAEL013744	AGAP007082
OG0001785	AAEL013758	AGAP001658
OG0001786	AAEL013776	AGAP029704
OG0001787	AAEL013814	AGAP000338
OG0001788	AAEL013872	AGAP007210
OG0001789	AAEL013875	AGAP007209
OG0001790	AAEL013883	AGAP000791
OG0001791	AAEL013962	AGAP002760
OG0001792	AAEL020316, AAEL013974	AGAP005789, AGAP005864
OG0001793	AAEL028215, AAEL013994	AGAP007001
OG0001794	AAEL013998, AAEL027973	AGAP007002
OG0001795	AAEL014009	AGAP000840
OG0001796	AAEL014022	AGAP006045
OG0001797	AAEL014027	AGAP006408
OG0001798	AAEL014054, AAEL025786	AGAP001586
OG0001799	AAEL014059	AGAP002094
OG0001800	AAEL025776, AAEL014216	AGAP008515
OG0001801	AAEL014246, AAEL014244	AGAP007374
OG0001802	AAEL014271	AGAP004631
OG0001803	AAEL014272	AGAP000699
OG0001804	AAEL014284	AGAP008155
OG0001805	AAEL014303	AGAP002090
OG0001806	AAEL024066, AAEL014318	AGAP006063
OG0001807	AAEL014326	AGAP008944
OG0001808	AAEL014340	AGAP005243
OG0001809	AAEL014348	AGAP009832
OG0001810	AAEL014349	AGAP009844
OG0001811	AAEL014435	AGAP003766
OG0001812	AAEL014505	AGAP000618
OG0001813	AAEL014577	AGAP007205
OG0001814	AAEL014578, AAEL023117	AGAP007204
OG0001815	AAEL014653	AGAP009025
OG0001816	AAEL014774	AGAP007032
OG0001817	AAEL014824	AGAP029480
OG0001818	AAEL014851	AGAP005700
OG0001819	AAEL024910, AAEL014853	AGAP000389
OG0001820	AAEL014863	AGAP007724
OG0001821	AAEL015118	AGAP006460
OG0001822	AAEL015255	AGAP029455
OG0001823	AAEL020424, AAEL015402	AGAP007510
OG0001824	AAEL015557	AGAP010040, AGAP012657
OG0001825	AAEL015640	AGAP000507
OG0001826	AAEL017327, AAEL017097, AAEL017230	AGAP009857
OG0001827	AAEL017167	AGAP029802
OG0001828	AAEL023345, AAEL017186	AGAP007775
OG0001829	AAEL017251	AGAP029752, AGAP029751
OG0001830	AAEL017356	AGAP005064
OG0001831	AAEL017391	AGAP000029
OG0001832	AAEL017512	AGAP011859
OG0001833	AAEL018103, AAEL026175	AGAP008807, AGAP008810
OG0001834	AAEL018114	AGAP029579
OG0001835	AAEL018141	AGAP004572
OG0001836	AAEL024668, AAEL018183	AGAP009709, AGAP009708
OG0001837	AAEL018215	AGAP004507
OG0001838	AAEL018227	AGAP012123
OG0001839	AAEL018232	AGAP029911
OG0001840	AAEL018263	AGAP000835, AGAP004972, AGAP004973
OG0001841	AAEL018302	AGAP012771, AGAP007305
OG0001842	AAEL018310	AGAP028640, AGAP012729
OG0001843	AAEL018324	AGAP001690
OG0001844	AAEL019406	AGAP012693, AGAP029564
OG0001845	AAEL023349, AAEL019418	AGAP029052
OG0001846	AAEL019420, AAEL019419	AGAP029630
OG0001847	AAEL019421	AGAP028004
OG0001848	AAEL019425	AGAP013441
OG0001849	AAEL019457	AGAP011134
OG0001850	AAEL019467	AGAP029570
OG0001851	AAEL019491	AGAP029498
OG0001852	AAEL019502	AGAP011143
OG0001853	AAEL019515, AAEL021312	AGAP010646, AGAP012576
OG0001854	AAEL019543	AGAP011811
OG0001855	AAEL019551	AGAP029584
OG0001856	AAEL019553	AGAP010201
OG0001857	AAEL019566	AGAP002986
OG0001858	AAEL027018, AAEL019593	AGAP013547, AGAP007493
OG0001859	AAEL019600, AAEL022282, AAEL023044	AGAP001645
OG0001860	AAEL019610	AGAP003901
OG0001861	AAEL019617	AGAP007608
OG0001862	AAEL025304, AAEL019619	AGAP001583
OG0001863	AAEL019632	AGAP004892
OG0001864	AAEL019640	AGAP009577
OG0001865	AAEL019656	AGAP000577
OG0001866	AAEL019671	AGAP001608
OG0001867	AAEL019680	AGAP008318
OG0001868	AAEL019686	AGAP002382
OG0001869	AAEL019704	AGAP010442
OG0001870	AAEL019721, AAEL021660	AGAP013204
OG0001871	AAEL019723	AGAP005150, AGAP029363
OG0001872	AAEL027062, AAEL019734	AGAP002469
OG0001873	AAEL019738, AAEL022521	AGAP002553
OG0001874	AAEL019743	AGAP003355
OG0001875	AAEL019757	AGAP005465
OG0001876	AAEL019779	AGAP002315
OG0001877	AAEL019784	AGAP004446, AGAP004447
OG0001878	AAEL019813	AGAP029127
OG0001879	AAEL019816	AGAP011547
OG0001880	AAEL019872	AGAP002431
OG0001881	AAEL019888	AGAP006994
OG0001882	AAEL019914	AGAP028024, AGAP007946
OG0001883	AAEL019934	AGAP006089
OG0001884	AAEL019942, AAEL019943	AGAP009060
OG0001885	AAEL020938, AAEL019995	AGAP003727
OG0001886	AAEL020006	AGAP001083
OG0001887	AAEL020075	AGAP012187, AGAP000471
OG0001889	AAEL020236	AGAP029657
OG0001890	AAEL020259	AGAP028133, AGAP028598
OG0001891	AAEL020367, AAEL027037	AGAP008996
OG0001892	AAEL020427	AGAP013157
OG0001893	AAEL020670, AAEL026210	AGAP011965
OG0001894	AAEL020781, AAEL024786, AAEL024800	AGAP000626
OG0001895	AAEL024451, AAEL020804	AGAP007250
OG0001896	AAEL020847	AGAP012600, AGAP009890
OG0001897	AAEL021006	AGAP000236
OG0001898	AAEL021019	AGAP000537
OG0001899	AAEL021029	AGAP008285
OG0001901	AAEL022782, AAEL021202	AGAP007792
OG0001902	AAEL021288	AGAP004310
OG0001905	AAEL021386	AGAP001064
OG0001906	AAEL021402, AAEL024170, AAEL025488	AGAP003678
OG0001907	AAEL021419	AGAP011720
OG0001908	AAEL026022, AAEL021519	AGAP002554
OG0001909	AAEL021548	AGAP008090
OG0001910	AAEL021574	AGAP010359
OG0001912	AAEL021655, AAEL023077	AGAP011746
OG0001913	AAEL021676	AGAP000620
OG0001914	AAEL021748	AGAP005030
OG0001915	AAEL024321, AAEL022608, AAEL021767	AGAP003118
OG0001916	AAEL021771	AGAP013266
OG0001917	AAEL021925	AGAP001974
OG0001918	AAEL021955, AAEL028133	AGAP000850
OG0001919	AAEL022200	AGAP005658
OG0001920	AAEL022248	AGAP001814
OG0001921	AAEL022316	AGAP003258
OG0001922	AAEL022351	AGAP028455, AGAP006377
OG0001923	AAEL022431	AGAP007137
OG0001924	AAEL022611	AGAP009950
OG0001925	AAEL022632, AAEL023223	AGAP000023
OG0001926	AAEL022657, AAEL026213	AGAP013491, AGAP000629
OG0001927	AAEL022658	AGAP006973, AGAP006972
OG0001928	AAEL026719, AAEL022716	AGAP007089
OG0001929	AAEL022855	AGAP000619
OG0001930	AAEL022893, AAEL025265	AGAP005647
OG0001931	AAEL024358, AAEL022938	AGAP000949
OG0001932	AAEL022967, AAEL025768, AAEL023043, AAEL027428, AAEL026079, AAEL028036	AGAP029479
OG0001933	AAEL024674, AAEL023115	AGAP002256
OG0001934	AAEL023151	AGAP005438
OG0001935	AAEL023352	AGAP008692
OG0001937	AAEL023471	AGAP007349
OG0001938	AAEL023498	AGAP012255
OG0001939	AAEL023502, AAEL025398	AGAP001231
OG0001940	AAEL023745	AGAP001015
OG0001941	AAEL023750, AAEL026150, AAEL024982	AGAP000334
OG0001942	AAEL023810	AGAP005165
OG0001943	AAEL026260, AAEL023943	AGAP001726
OG0001944	AAEL023989	AGAP011812
OG0001945	AAEL024005	AGAP013210
OG0001946	AAEL027002, AAEL024101	AGAP000932
OG0001948	AAEL024258	AGAP028653
OG0001949	AAEL024480	AGAP009514
OG0001950	AAEL024598	AGAP006260
OG0001951	AAEL025046	AGAP012764
OG0001951	AAEL024618	AGAP009389
OG0001952	AAEL024623	AGAP006151
OG0001953	AAEL024710	AGAP029520
OG0001954	AAEL024713	AGAP007005
OG0001955	AAEL024788	AGAP013739, AGAP013762
OG0001956	AAEL025473, AAEL025076	AGAP000430
OG0001957	AAEL025133, AAEL026994	AGAP005680
OG0001958	AAEL025230	AGAP011170
OG0001959	AAEL025353	AGAP029626
OG0001960	AAEL025443	AGAP002006
OG0001961	AAEL025578, AAEL025984	AGAP009497
OG0001962	AAEL025606	AGAP010265
OG0001963	AAEL026618, AAEL025692	AGAP012921, AGAP009575
OG0001964	AAEL026074	AGAP006415
OG0001965	AAEL026170	AGAP011779
OG0001966	AAEL026291	AGAP002803
OG0001968	AAEL026355	AGAP004774
OG0001969	AAEL026388, AAEL028233	AGAP007155
OG0001970	AAEL026710	AGAP002949
OG0001971	AAEL026716, AAEL027637	AGAP011375
OG0001972	AAEL026746	AGAP004784
OG0001973	AAEL026751	AGAP029708, AGAP029707
OG0001974	AAEL026796	AGAP013397
OG0001975	AAEL026846	AGAP029549
OG0001976	AAEL026945	AGAP001696
OG0001977	AAEL027527	AGAP000185
OG0001978	AAEL027566	AGAP008247, AGAP012476
OG0001979	AAEL027644	AGAP003872
OG0001980	AAEL027654	AGAP012953, AGAP000275
OG0001981	AAEL028004	AGAP029553
OG0001982	AAEL028021	AGAP000385
OG0001983	AAEL028129	AGAP009064, AGAP000441
OG0001984	AAEL029070, AAEL029071	AGAP011303, AGAP011305
OG0002027	AAEL000008	AGAP003346, AGAP012877
OG0002028	AAEL002639, AAEL000010	AGAP002921
OG0002029	AAEL000032	AGAP002919
OG0002030	AAEL000036	AGAP013354
OG0002031	AAEL000049	AGAP006662
OG0002032	AAEL000091	AGAP004459
OG0002033	AAEL000098	AGAP028610
OG0002034	AAEL000102	AGAP012746, AGAP003514
OG0002035	AAEL000109, AAEL025680	AGAP003331
OG0002036	AAEL000159	AGAP012981, AGAP003200
OG0002037	AAEL000162	AGAP004727
OG0002038	AAEL000181	AGAP001099
OG0002039	AAEL000186	AGAP010449, AGAP010447
OG0002040	AAEL000188	AGAP013094
OG0002041	AAEL000193	AGAP012610, AGAP012481
OG0002042	AAEL000206, AAEL004665	AGAP010458
OG0002043	AAEL000221	AGAP005228
OG0002044	AAEL000236	AGAP000069
OG0002045	AAEL021776, AAEL000243	AGAP000360
OG0002046	AAEL000258	AGAP010681
OG0002047	AAEL000267	AGAP006671
OG0002048	AAEL000272	AGAP012853, AGAP012137
OG0002049	AAEL000291	AGAP028154
OG0002050	AAEL000327	AGAP006571
OG0002051	AAEL000340	AGAP002138
OG0002052	AAEL000343	AGAP011085
OG0002053	AAEL000362	AGAP006574
OG0002054	AAEL000397, AAEL027318	AGAP012403
OG0002055	AAEL000416	AGAP000244, AGAP003550
OG0002056	AAEL000424	AGAP013233
OG0002057	AAEL000440, AAEL023005	AGAP003548
OG0002058	AAEL027802, AAEL000445	AGAP002085
OG0002059	AAEL000452	AGAP004434
OG0002060	AAEL000457	AGAP003547
OG0002061	AAEL000460, AAEL020197	AGAP013167
OG0002062	AAEL000464	AGAP002725
OG0002063	AAEL000510	AGAP003232
OG0002064	AAEL000550	AGAP028415
OG0002065	AAEL000551	AGAP011319
OG0002066	AAEL000559	AGAP011324
OG0002067	AAEL000590	AGAP012751, AGAP001609
OG0002068	AAEL000593	AGAP001603
OG0002069	AAEL000618	AGAP009733
OG0002070	AAEL021450, AAEL000646	AGAP011984
OG0002071	AAEL000670	AGAP012394, AGAP012395
OG0002072	AAEL000716	AGAP004371, AGAP012860
OG0002073	AAEL000721	AGAP006657
OG0002074	AAEL000724	AGAP006658
OG0002075	AAEL000746	AGAP006660
OG0002076	AAEL000750	AGAP006659
OG0002077	AAEL000755	AGAP011858
OG0002078	AAEL020913, AAEL000825	AGAP002603
OG0002079	AAEL000849, AAEL027279	AGAP002601
OG0002080	AAEL000852, AAEL022708	AGAP013296
OG0002081	AAEL000883	AGAP011762
OG0002082	AAEL000897	AGAP010928
OG0002083	AAEL000924	AGAP012368
OG0002084	AAEL000925	AGAP004292
OG0002085	AAEL000933	AGAP005761
OG0002086	AAEL000938	AGAP011900
OG0002087	AAEL000940, AAEL022151	AGAP010595
OG0002088	AAEL000942	AGAP010558
OG0002089	AAEL024591, AAEL000950	AGAP010572
OG0002090	AAEL000951	AGAP010613, AGAP010612
OG0002091	AAEL000953	AGAP005762
OG0002092	AAEL007879, AAEL000961	AGAP011897
OG0002093	AAEL026006, AAEL028134, AAEL000964	AGAP009822
OG0002094	AAEL000967	AGAP028580, AGAP012019
OG0002095	AAEL000978	AGAP003294
OG0002096	AAEL000994	AGAP005803
OG0002097	AAEL000999	AGAP005800
OG0002098	AAEL001000	AGAP002021
OG0002099	AAEL001007	AGAP002193
OG0002100	AAEL001044	AGAP003003
OG0002101	AAEL001060	AGAP002672
OG0002102	AAEL001085	AGAP029803
OG0002103	AAEL001099	AGAP000631
OG0002104	AAEL001113	AGAP012251
OG0002105	AAEL001154	AGAP009841
OG0002106	AAEL021364, AAEL001162	AGAP009620
OG0002107	AAEL025170, AAEL001176	AGAP009619
OG0002108	AAEL020244, AAEL001182	AGAP008652
OG0002109	AAEL001184	AGAP004834
OG0002110	AAEL001191, AAEL020438	AGAP010204
OG0002111	AAEL001199, AAEL020222	AGAP009702
OG0002112	AAEL001228	AGAP000874
OG0002113	AAEL001238	AGAP009004
OG0002114	AAEL001241	AGAP006088
OG0002115	AAEL001245	AGAP004942
OG0002116	AAEL001254	AGAP005606
OG0002117	AAEL001257	AGAP005600
OG0002118	AAEL001268	AGAP004863
OG0002119	AAEL001281	AGAP006968, AGAP006115
OG0002120	AAEL020619, AAEL001289	AGAP000046
OG0002121	AAEL001308	AGAP009364, AGAP009376, AGAP029881
OG0002122	AAEL001317	AGAP012523
OG0002123	AAEL001356	AGAP007325
OG0002124	AAEL001359	AGAP005141
OG0002125	AAEL001368	AGAP009136
OG0002126	AAEL001378	AGAP005325
OG0002127	AAEL001389	AGAP005111
OG0002128	AAEL001397	AGAP007395
OG0002129	AAEL001422	AGAP007418
OG0002130	AAEL001423	AGAP007400
OG0002131	AAEL001425	AGAP007405, AGAP007402
OG0002132	AAEL023408, AAEL001426	AGAP007399
OG0002133	AAEL001428	AGAP007450
OG0002134	AAEL001446	AGAP005309, AGAP000633
OG0002135	AAEL001472	AGAP008881
OG0002136	AAEL001474	AGAP008302
OG0002137	AAEL001475	AGAP009930
OG0002138	AAEL001493	AGAP007849
OG0002139	AAEL001497	AGAP008353
OG0002140	AAEL001500	AGAP010209
OG0002141	AAEL001505	AGAP008312
OG0002142	AAEL001506	AGAP008882
OG0002143	AAEL001513	AGAP011562
OG0002144	AAEL001518	AGAP011573
OG0002145	AAEL001526	AGAP029534
OG0002146	AAEL001541	AGAP007586
OG0002149	AAEL001557	AGAP007710
OG0002150	AAEL001559	AGAP007598
OG0002151	AAEL001573	AGAP007618
OG0002152	AAEL001593	AGAP007593
OG0002153	AAEL001636	AGAP008728
OG0002154	AAEL001649	AGAP007809
OG0002155	AAEL008769, AAEL001693	AGAP005065
OG0002156	AAEL001707	AGAP008246, AGAP012477
OG0002157	AAEL001736	AGAP006014
OG0002158	AAEL001751	AGAP012763, AGAP005056
OG0002159	AAEL001764	AGAP005051, AGAP012825
OG0002160	AAEL001797, AAEL022985	AGAP009019
OG0002161	AAEL001808	AGAP008711
OG0002162	AAEL026493, AAEL001810	AGAP009020
OG0002163	AAEL001813	AGAP008359
OG0002164	AAEL001832	AGAP008705
OG0002165	AAEL001847	AGAP007778
OG0002166	AAEL026860, AAEL001852	AGAP010210
OG0002167	AAEL001856	AGAP010137, AGAP010136
OG0002168	AAEL001864	AGAP007781
OG0002169	AAEL001865	AGAP007780
OG0002170	AAEL001869	AGAP010139
OG0002171	AAEL001874	AGAP009834
OG0002172	AAEL020591, AAEL001875	AGAP010138
OG0002173	AAEL001888	AGAP009144
OG0002174	AAEL001896	AGAP008985
OG0002175	AAEL019903, AAEL019902, AAEL001897	AGAP009146
OG0002176	AAEL001913, AAEL020754	AGAP009156
OG0002177	AAEL001920	AGAP011523
OG0002178	AAEL023816, AAEL001952	AGAP011521
OG0002179	AAEL021869, AAEL001962	AGAP008048
OG0002180	AAEL001978	AGAP008064
OG0002181	AAEL002016	AGAP008044
OG0002182	AAEL021392, AAEL002068	AGAP008086
OG0002183	AAEL002079	AGAP008084
OG0002184	AAEL002132	AGAP003394
OG0002185	AAEL002134	AGAP003856
OG0002186	AAEL002142	AGAP001430
OG0002187	AAEL002165	AGAP003099
OG0002188	AAEL002167	AGAP003098
OG0002189	AAEL012075, AAEL002178	AGAP000622
OG0002190	AAEL002215	AGAP009307
OG0002191	AAEL002216	AGAP008195
OG0002192	AAEL002220	AGAP009306
OG0002193	AAEL002232	AGAP029408, AGAP008481
OG0002194	AAEL002248, AAEL027046	AGAP006446
OG0002195	AAEL002250	AGAP005939
OG0002196	AAEL002271	AGAP006445
OG0002197	AAEL002307, AAEL002295	AGAP012425
OG0002198	AAEL002312	AGAP010956
OG0002199	AAEL002318, AAEL020455	AGAP010728
OG0002200	AAEL002322	AGAP007145
OG0002201	AAEL002324	AGAP005344
OG0002202	AAEL002329	AGAP005347
OG0002203	AAEL002341	AGAP006945
OG0002204	AAEL002343	AGAP000056
OG0002205	AAEL002345	AGAP007143
OG0002206	AAEL002355	AGAP005346
OG0002207	AAEL002387, AAEL025830	AGAP009811
OG0002208	AAEL002390	AGAP009662
OG0002209	AAEL002399	AGAP009685
OG0002210	AAEL002401	AGAP008837
OG0002211	AAEL002404	AGAP005763
OG0002212	AAEL002412	AGAP004384, AGAP012507
OG0002213	AAEL002433, AAEL024815	AGAP003081
OG0002214	AAEL002438	AGAP011412
OG0002215	AAEL002451	AGAP000779
OG0002216	AAEL021792, AAEL002463	AGAP005155
OG0002217	AAEL002483	AGAP007168
OG0002218	AAEL002504	AGAP007841
OG0002219	AAEL002537	AGAP000788
OG0002220	AAEL002543, AAEL023018	AGAP004068
OG0002221	AAEL002560	AGAP001638
OG0002222	AAEL002569	AGAP001636
OG0002223	AAEL002578	AGAP010471
OG0002224	AAEL002581	AGAP002985
OG0002225	AAEL002591, AAEL002605	AGAP012322
OG0002226	AAEL002597, AAEL023576	AGAP011797
OG0002227	AAEL002602, AAEL011967	AGAP004261
OG0002228	AAEL002613	AGAP029971, AGAP029972
OG0002229	AAEL022118, AAEL002615	AGAP012317
OG0002230	AAEL002645	AGAP008749
OG0002231	AAEL002652	AGAP008738
OG0002232	AAEL002701	AGAP001749
OG0002233	AAEL002714	AGAP007706
OG0002234	AAEL002752	AGAP005578
OG0002235	AAEL002775	AGAP004413, AGAP004427
OG0002236	AAEL002782	AGAP002605
OG0002237	AAEL002783	AGAP002400
OG0002238	AAEL002815, AAEL022913	AGAP002913
OG0002239	AAEL002818	AGAP002908
OG0002240	AAEL002860	AGAP001417
OG0002241	AAEL002867, AAEL017409, AAEL026318, AAEL024386	AGAP002653
OG0002242	AAEL002870	AGAP012819, AGAP004394
OG0002243	AAEL021181, AAEL002880, AAEL027048	AGAP010635, AGAP010662, AGAP010415
OG0002244	AAEL002887	AGAP001043
OG0002245	AAEL002888	AGAP029936
OG0002246	AAEL002905, AAEL009418	AGAP001040
OG0002247	AAEL002906	AGAP001745
OG0002248	AAEL002921	AGAP013500
OG0002249	AAEL002933	AGAP007147
OG0002250	AAEL020993, AAEL002949	AGAP003466
OG0002251	AAEL002961	AGAP003472, AGAP003467
OG0002252	AAEL024580, AAEL002962	AGAP003465
OG0002253	AAEL002980, AAEL021837	AGAP011637
OG0002254	AAEL002988	AGAP001438
OG0002255	AAEL002993, AAEL021617	AGAP012837, AGAP004100
OG0002256	AAEL003003	AGAP001434
OG0002257	AAEL003011	AGAP003367, AGAP012823
OG0002258	AAEL003018	AGAP003930
OG0002259	AAEL003020	AGAP000819
OG0002260	AAEL003032	AGAP000754
OG0002261	AAEL024996, AAEL003063	AGAP005742
OG0002262	AAEL003064	AGAP006413
OG0002263	AAEL003067	AGAP006410
OG0002264	AAEL003071	AGAP005743
OG0002265	AAEL003089	AGAP005343
OG0002266	AAEL003103	AGAP000145
OG0002267	AAEL003125	AGAP006780
OG0002268	AAEL003130	AGAP010557
OG0002269	AAEL003131	AGAP028584, AGAP010555
OG0002270	AAEL026506, AAEL003136	AGAP012028
OG0002271	AAEL003140	AGAP010575
OG0002272	AAEL003143	AGAP010556
OG0002273	AAEL022327, AAEL003145	AGAP011745
OG0002274	AAEL003151	AGAP012690, AGAP012822, AGAP010176
OG0002275	AAEL003161	AGAP003405
OG0002276	AAEL003174	AGAP010181
OG0002277	AAEL003183	AGAP004103
OG0002278	AAEL003184	AGAP004107
OG0002279	AAEL029111, AAEL003192	AGAP004104
OG0002280	AAEL003198, AAEL026956	AGAP001723
OG0002281	AAEL003208, AAEL019417	AGAP001716
OG0002282	AAEL003214	AGAP005283
OG0002283	AAEL003216	AGAP009868
OG0002284	AAEL003229	AGAP005290
OG0002285	AAEL003237	AGAP009266
OG0002286	AAEL003246	AGAP009161
OG0002287	AAEL003264	AGAP009163
OG0002288	AAEL003269	AGAP009162
OG0002289	AAEL003275	AGAP005269
OG0002290	AAEL003277	AGAP005281
OG0002291	AAEL003282	AGAP009032
OG0002292	AAEL003301	AGAP011306
OG0002293	AAEL028035, AAEL003320	AGAP004724
OG0002294	AAEL003326	AGAP008149
OG0002295	AAEL003344	AGAP008150
OG0002296	AAEL003346	AGAP008166
OG0002297	AAEL003353	AGAP000714
OG0002298	AAEL003365	AGAP001942
OG0002299	AAEL003367	AGAP001872
OG0002300	AAEL003377	AGAP001939
OG0002301	AAEL003397, AAEL024180	AGAP001865
OG0002302	AAEL003398	AGAP002124
OG0002304	AAEL003418	AGAP011842
OG0002305	AAEL003432	AGAP029957
OG0002306	AAEL003443	AGAP011948
OG0002307	AAEL017549, AAEL003448	AGAP028630
OG0002308	AAEL024469, AAEL003452	AGAP007391
OG0002309	AAEL003461, AAEL024690	AGAP007728
OG0002310	AAEL003485, AAEL011554	AGAP004758
OG0002311	AAEL003495	AGAP001615
OG0002312	AAEL003505	AGAP006386
OG0002313	AAEL003509	AGAP012887, AGAP012088
OG0002314	AAEL003516	AGAP008839
OG0002315	AAEL003517	AGAP012119
OG0002316	AAEL003526	AGAP012120
OG0002317	AAEL003529	AGAP008845
OG0002318	AAEL003530, AAEL005027	AGAP007740
