Orthogroup	AaegyptiLVP_AGWG	LlongipalpisASM
OG0001899	AAEL021029	LOC129788657
OG0001901	AAEL022782, AAEL021202	LOC129791155
OG0001902	AAEL021288	LOC129792775
OG0001905	AAEL021386	LOC129787833
OG0001906	AAEL021402, AAEL024170, AAEL025488	LOC129788661
OG0001908	AAEL026022, AAEL021519	LOC129787564
OG0001909	AAEL021548	LOC129790425
OG0001911	AAEL023577, AAEL027960, AAEL021586, AAEL024532, AAEL027202	LOC129791574
OG0001912	AAEL021655, AAEL023077	LOC129795945
OG0001913	AAEL021676	LOC129790847
OG0001914	AAEL021748	LOC129794648
OG0001915	AAEL024321, AAEL022608, AAEL021767	LOC129795734
OG0001916	AAEL021771	LOC129791707
OG0001917	AAEL021925	LOC129795172, LOC129795169
OG0001918	AAEL021955, AAEL028133	LOC129790323
OG0001919	AAEL022200	LOC129791890
OG0001920	AAEL022248	LOC129789627
OG0001923	AAEL022431	LOC129792576
OG0001924	AAEL022611	LOC129788384
OG0001925	AAEL022632, AAEL023223	LOC129791354
OG0001926	AAEL022657, AAEL026213	LOC129789853
OG0001928	AAEL026719, AAEL022716	LOC129787417
OG0001929	AAEL022855	LOC129790888
OG0001930	AAEL022893, AAEL025265	LOC129791566
OG0001931	AAEL024358, AAEL022938	LOC129788027
OG0001933	AAEL024674, AAEL023115	LOC129790383
OG0001934	AAEL023151	LOC129793593
OG0001935	AAEL023352	LOC129787271
OG0001937	AAEL023471	LOC129792078
OG0001938	AAEL023498, AAEL027331	LOC129796602
OG0001939	AAEL023502, AAEL025398	LOC129787144
OG0001940	AAEL023745	LOC129788550
OG0001941	AAEL023750, AAEL026150, AAEL024982	LOC129790566
OG0001942	AAEL023810	LOC129787632
OG0001943	AAEL026260, AAEL023943	LOC129787936
OG0001944	AAEL023989	LOC129787103
OG0001945	AAEL024005	LOC129788609
OG0001946	AAEL027002, AAEL024101	LOC129789835
OG0001947	AAEL024141	LOC129793148
OG0001948	AAEL024258	LOC129790027
OG0001949	AAEL024480	LOC129791154
OG0001950	AAEL024598	LOC129791722
OG0001951	AAEL025046, AAEL024618	LOC129788275
OG0001952	AAEL024623	LOC129794314
OG0001953	AAEL024710	LOC129793162
OG0001954	AAEL024713	LOC129794292
OG0001955	AAEL024788	LOC129792214
OG0001956	AAEL025473, AAEL025076	LOC129788139
OG0001957	AAEL025133, AAEL026994	LOC129793821
OG0001958	AAEL025230	LOC129785990
OG0001959	AAEL025353	LOC129786145
OG0001960	AAEL025443	LOC129789692, LOC129789672, LOC129795154
OG0001961	AAEL025578, AAEL025984	LOC129792189
OG0001962	AAEL025606	LOC129796121
OG0001963	AAEL026618, AAEL025692	LOC129790872
OG0001964	AAEL026074	LOC129793403
OG0001965	AAEL026170	LOC129795975
OG0001968	AAEL026355	LOC129790144, LOC129793916
OG0001970	AAEL026710	LOC129797434
OG0001971	AAEL026716, AAEL027637	LOC129793531
OG0001974	AAEL026796	LOC129785856
OG0001975	AAEL026846	LOC129792950, LOC129792892
OG0001976	AAEL026945	LOC129795962
OG0001977	AAEL027527	LOC129789328
OG0001978	AAEL027566	LOC129794833, LOC129795403
OG0001979	AAEL027644	LOC129786351
OG0001980	AAEL027654	LOC129789419, LOC129789930
OG0001981	AAEL028004	LOC129796027
OG0001982	AAEL028021	LOC129789617
OG0001983	AAEL028129	LOC129789082
OG0001984	AAEL029070, AAEL029071	LOC129789641
OG0002027	AAEL000008	LOC129786348
OG0002028	AAEL002639, AAEL000010	LOC129786183
OG0002029	AAEL000032	LOC129786150
OG0002030	AAEL000036	LOC129796868
OG0002031	AAEL000049	LOC129794312
OG0002032	AAEL000091	LOC129796943
OG0002033	AAEL000098	LOC129796820
OG0002034	AAEL000102	LOC129790140
OG0002035	AAEL000109, AAEL025680	LOC129789332
OG0002036	AAEL000159	LOC129797306
OG0002037	AAEL000162	LOC129786088
OG0002038	AAEL000181	LOC129797429
OG0002039	AAEL000186	LOC129797746
OG0002040	AAEL000188	LOC129797304, LOC129797307
OG0002041	AAEL000193	LOC129787111
OG0002042	AAEL000206, AAEL004665	LOC129787206
OG0002043	AAEL000221	LOC129792702
OG0002044	AAEL000236	LOC129793762
OG0002045	AAEL021776, AAEL000243	LOC129788678
OG0002046	AAEL000258	LOC129787153
OG0002047	AAEL000267	LOC129792995
OG0002048	AAEL000272	LOC129795712
OG0002049	AAEL000291	LOC129787065
OG0002050	AAEL000327	LOC129787969
OG0002052	AAEL000343	LOC129793489
OG0002053	AAEL000362	LOC129797520
OG0002054	AAEL000397, AAEL027318	LOC129796471
OG0002055	AAEL000416	LOC129795446
OG0002056	AAEL000424	LOC129796303
OG0002057	AAEL000440, AAEL023005	LOC129796472
OG0002058	AAEL027802, AAEL000445	LOC129793910
OG0002059	AAEL000452	LOC129796534
OG0002060	AAEL000457	LOC129794853
OG0002061	AAEL000460, AAEL020197	LOC129787988
OG0002062	AAEL000464	LOC129796074
OG0002063	AAEL000510	LOC129797489
OG0002064	AAEL000550	LOC129796436
OG0002065	AAEL000551	LOC129792004, LOC129794614
OG0002066	AAEL000559	LOC129796138
OG0002067	AAEL000590	LOC129795350
OG0002068	AAEL000593	LOC129797761
OG0002069	AAEL000618	LOC129797826, LOC129788594
OG0002071	AAEL000670	LOC129795692
OG0002072	AAEL000716	LOC129789432
OG0002073	AAEL000721	LOC129794275
OG0002074	AAEL000724	LOC129792662
OG0002075	AAEL000746	LOC129792271
OG0002076	AAEL000750	LOC129792610
OG0002077	AAEL000755	LOC129795742
OG0002078	AAEL020913, AAEL000825	LOC129786002
OG0002079	AAEL000849, AAEL027279	LOC129786109
OG0002080	AAEL000852, AAEL022708	LOC129794911
OG0002081	AAEL000883	LOC129788016, LOC129795800
OG0002082	AAEL000897	LOC129794597
OG0002083	AAEL000924	LOC129787679
OG0002084	AAEL000925	LOC129791859
OG0002085	AAEL000933	LOC129788403, LOC129788402
OG0002086	AAEL000938	LOC129786135, LOC129786019
OG0002087	AAEL000940, AAEL022151	LOC129796881
OG0002088	AAEL000942	LOC129795724
OG0002089	AAEL024591, AAEL000950	LOC129796615
OG0002090	AAEL000951	LOC129796235
OG0002091	AAEL000953	LOC129788450
OG0002092	AAEL007879, AAEL000961	LOC129787669
OG0002093	AAEL026006, AAEL028134, AAEL000964	LOC129795709
OG0002094	AAEL000967	LOC129795213
OG0002095	AAEL000978	LOC129786568
OG0002098	AAEL001000	LOC129785822
OG0002099	AAEL001007	LOC129797209
OG0002100	AAEL001044	LOC129793188, LOC129793187
OG0002101	AAEL001060	LOC129787041
OG0002102	AAEL001085	LOC129787051
OG0002103	AAEL001099	LOC129790062
OG0002104	AAEL001113	LOC129795021, LOC129788515
OG0002105	AAEL001154	LOC129790023
OG0002106	AAEL021364, AAEL001162	LOC129791064
OG0002107	AAEL025170, AAEL001176	LOC129796177
OG0002108	AAEL020244, AAEL001182	LOC129788481
OG0002109	AAEL001184	LOC129791914
OG0002110	AAEL001191, AAEL020438	LOC129790068
OG0002111	AAEL001199, AAEL020222	LOC129796167
OG0002112	AAEL001228	LOC129789295
OG0002113	AAEL001238	LOC129788380
OG0002114	AAEL001241	LOC129790798
OG0002115	AAEL001245	LOC129792622
OG0002116	AAEL001254	LOC129791818
OG0002117	AAEL001257	LOC129792628
OG0002118	AAEL001268	LOC129792365
OG0002119	AAEL001281	LOC129792165
OG0002120	AAEL020619, AAEL001289	LOC129786317
OG0002121	AAEL001308	LOC129789097
OG0002122	AAEL001317	LOC129791865
OG0002123	AAEL001356	LOC129792550
OG0002124	AAEL001359	LOC129792128
OG0002125	AAEL001368	LOC129789847, LOC129791422
OG0002126	AAEL001378	LOC129793297
OG0002127	AAEL001389	LOC129792100
OG0002128	AAEL001397	LOC129792548
OG0002129	AAEL001422	LOC129792129
OG0002130	AAEL001423	LOC129794340
OG0002131	AAEL001425	LOC129797194
OG0002132	AAEL023408, AAEL001426	LOC129792102
OG0002133	AAEL001428	LOC129793858
OG0002134	AAEL001446	LOC129790066
OG0002135	AAEL001472	LOC129795626
OG0002136	AAEL001474	LOC129789141
OG0002137	AAEL001475	LOC129789022
OG0002138	AAEL001493	LOC129786190
OG0002139	AAEL001497	LOC129788531
OG0002140	AAEL001500	LOC129792041
OG0002141	AAEL001505	LOC129794790
OG0002142	AAEL001506	LOC129794293
OG0002143	AAEL001513	LOC129794878
OG0002144	AAEL001518	LOC129796165
OG0002145	AAEL001526	LOC129794992
OG0002146	AAEL001541	LOC129792611
OG0002149	AAEL001557	LOC129795812
OG0002150	AAEL001559	LOC129793207
OG0002151	AAEL001573	LOC129792849
OG0002152	AAEL001593	LOC129787483
OG0002153	AAEL001636	LOC129792349
OG0002154	AAEL001649	LOC129786459
OG0002156	AAEL001707	LOC129795641
OG0002157	AAEL001736	LOC129794282
OG0002158	AAEL001751	LOC129792677
OG0002159	AAEL001764	LOC129793989
OG0002160	AAEL001797, AAEL022985	LOC129788807
OG0002161	AAEL001808	LOC129789584
OG0002162	AAEL026493, AAEL001810	LOC129792208
OG0002163	AAEL001813	LOC129789633, LOC129795922
OG0002164	AAEL001832	LOC129789915
OG0002165	AAEL001847	LOC129790660
OG0002166	AAEL026860, AAEL001852	LOC129788457
OG0002167	AAEL001856	LOC129793573
OG0002168	AAEL001864	LOC129790952
OG0002169	AAEL001865	LOC129789473
OG0002170	AAEL001869	LOC129790189
OG0002171	AAEL001874	LOC129790264
OG0002172	AAEL020591, AAEL001875	LOC129789140
OG0002173	AAEL001888	LOC129789107
OG0002174	AAEL001896	LOC129790705, LOC129790700
OG0002176	AAEL001913, AAEL020754	LOC129789087
OG0002177	AAEL001920	LOC129795949
OG0002178	AAEL023816, AAEL001952	LOC129795722
OG0002179	AAEL021869, AAEL001962	LOC129789021
OG0002180	AAEL001978	LOC129793143
OG0002181	AAEL002016	LOC129790196
OG0002182	AAEL021392, AAEL002068	LOC129786453
OG0002183	AAEL002079	LOC129791374
OG0002184	AAEL002132	LOC129797310
OG0002185	AAEL002134	LOC129795865
OG0002186	AAEL002142	LOC129797706
OG0002187	AAEL002165	LOC129786836
OG0002188	AAEL002167	LOC129786895
OG0002189	AAEL012075, AAEL002178	LOC129787436
OG0002190	AAEL002215	LOC129788388
OG0002191	AAEL002216	LOC129788510
OG0002192	AAEL002220	LOC129788448
OG0002193	AAEL002232	LOC129789440
OG0002194	AAEL002248, AAEL027046	LOC129792408
OG0002195	AAEL002250	LOC129793090
OG0002196	AAEL002271	LOC129792947
OG0002197	AAEL002307, AAEL002295	LOC129796307
OG0002198	AAEL002312	LOC129796032
OG0002199	AAEL002318, AAEL020455	LOC129794812
OG0002200	AAEL002322	LOC129793181
OG0002201	AAEL002324	LOC129793237
OG0002202	AAEL002329	LOC129793200
OG0002203	AAEL002341	LOC129793485
OG0002204	AAEL002343	LOC129788693
OG0002205	AAEL002345	LOC129794185
OG0002206	AAEL002355	LOC129793211
OG0002207	AAEL002387, AAEL025830	LOC129797559
OG0002208	AAEL002390	LOC129789628
OG0002209	AAEL002399	LOC129789680, LOC129789687
OG0002210	AAEL002401	LOC129791980
OG0002211	AAEL002404	LOC129787391
OG0002212	AAEL002412	LOC129797348
OG0002213	AAEL002433, AAEL024815	LOC129788136
OG0002214	AAEL002438	LOC129788860
OG0002215	AAEL002451	LOC129786768
OG0002216	AAEL021792, AAEL002463	LOC129794210
OG0002217	AAEL002483	LOC129793381, LOC129793379
OG0002218	AAEL002504	LOC129788862
OG0002219	AAEL002537	LOC129790860
OG0002220	AAEL002543, AAEL023018	LOC129797609
OG0002221	AAEL002560	LOC129787562
OG0002222	AAEL002569	LOC129793261
OG0002223	AAEL002578	LOC129795732
OG0002224	AAEL002581	LOC129797443
OG0002225	AAEL002591, AAEL002605	LOC129795743, LOC129795745
OG0002226	AAEL002597, AAEL023576	LOC129796496
OG0002227	AAEL002602, AAEL011967	LOC129795589
OG0002229	AAEL022118, AAEL002615	LOC129795588
OG0002230	AAEL002645	LOC129796777
OG0002231	AAEL002652	LOC129788560
OG0002232	AAEL002701	LOC129785910
OG0002233	AAEL002714	LOC129793461
OG0002234	AAEL002752	LOC129792716
OG0002235	AAEL002775	LOC129796803
OG0002236	AAEL002782	LOC129789903, LOC129797367
OG0002237	AAEL002783	LOC129787792
OG0002238	AAEL002815, AAEL022913	LOC129786065
OG0002239	AAEL002818	LOC129797602
OG0002240	AAEL002860	LOC129790493
OG0002241	AAEL002867, AAEL017409, AAEL026318, AAEL024386	LOC129787979
OG0002242	AAEL002870	LOC129787955
OG0002244	AAEL002887	LOC129788699
OG0002245	AAEL002888	LOC129794046
OG0002246	AAEL002905, AAEL009418	LOC129788702
OG0002247	AAEL002906	LOC129785965
OG0002248	AAEL002921	LOC129790227, LOC129797606
OG0002249	AAEL002933	LOC129789817
OG0002251	AAEL002961	LOC129789579
OG0002252	AAEL024580, AAEL002962	LOC129786273
OG0002253	AAEL002980, AAEL021837	LOC129788451
OG0002254	AAEL002988	LOC129793410
OG0002255	AAEL002993, AAEL021617	LOC129796246
OG0002256	AAEL003003	LOC129793333
OG0002257	AAEL003011	LOC129786737
OG0002258	AAEL003018	LOC129788415
OG0002259	AAEL003020	LOC129785858
OG0002260	AAEL003032	LOC129788509
OG0002261	AAEL024996, AAEL003063	LOC129793788
OG0002262	AAEL003064	LOC129791873
OG0002263	AAEL003067	LOC129791669
OG0002264	AAEL003071	LOC129793023
OG0002265	AAEL003089	LOC129791657
OG0002266	AAEL003103	LOC129785912
OG0002267	AAEL003125	LOC129791731, LOC129791729
OG0002268	AAEL003130	LOC129797731
OG0002270	AAEL026506, AAEL003136	LOC129795116
OG0002271	AAEL003140	LOC129795960
OG0002272	AAEL003143	LOC129790531
OG0002273	AAEL022327, AAEL003145	LOC129794997
OG0002274	AAEL003151	LOC129788771
OG0002275	AAEL003161	LOC129788122, LOC129796151
OG0002276	AAEL003174	LOC129788796
OG0002277	AAEL003183	LOC129786934
OG0002278	AAEL003184	LOC129786933, LOC129786932
OG0002281	AAEL003208, AAEL019417	LOC129787739
OG0002282	AAEL003214	LOC129788062, LOC129788066
OG0002283	AAEL003216	LOC129793663
OG0002284	AAEL003229	LOC129786555
OG0002285	AAEL003237	LOC129788063
OG0002286	AAEL003246	LOC129793658
OG0002287	AAEL003264	LOC129793672
OG0002288	AAEL003269	LOC129793661
OG0002289	AAEL003275	LOC129788137
OG0002290	AAEL003277	LOC129789278
OG0002291	AAEL003282	LOC129787557
OG0002292	AAEL003301	LOC129795898
OG0002293	AAEL028035, AAEL003320	LOC129794480
OG0002294	AAEL003326	LOC129786106
OG0002295	AAEL003344	LOC129797132
OG0002296	AAEL003346	LOC129790316
OG0002298	AAEL003365	LOC129792758
OG0002299	AAEL003367	LOC129797168
OG0002300	AAEL003377	LOC129787547
OG0002301	AAEL003397, AAEL024180	LOC129797203
OG0002302	AAEL003398	LOC129797189
OG0002304	AAEL003418	LOC129795418
OG0002305	AAEL003432	LOC129797328, LOC129792354
OG0002306	AAEL003443	LOC129795987
OG0002307	AAEL017549, AAEL003448	LOC129787027
OG0002308	AAEL024469, AAEL003452	LOC129791629
OG0002309	AAEL003461, AAEL024690	LOC129792903
OG0002310	AAEL003485, AAEL011554	LOC129789716
OG0002311	AAEL003495	LOC129797452
OG0002312	AAEL003505	LOC129785887
OG0002313	AAEL003509	LOC129795613
OG0002314	AAEL003516	LOC129797510
OG0002315	AAEL003517	LOC129794653
OG0002316	AAEL003526	LOC129796203
OG0002317	AAEL003529	LOC129793168
OG0002318	AAEL003530, AAEL005027	LOC129790590
OG0002319	AAEL003541, AAEL026564	LOC129797356
OG0002321	AAEL003564, AAEL003568	LOC129787175
OG0002322	AAEL003570	LOC129789941, LOC129789940
OG0002325	AAEL003611	LOC129785876
OG0002326	AAEL003646	LOC129787545
OG0002328	AAEL027460, AAEL003666	LOC129791851
OG0002329	AAEL003698	LOC129797403
OG0002330	AAEL003736	LOC129786253
OG0002331	AAEL024850, AAEL003749	LOC129786187
OG0002332	AAEL022058, AAEL003754	LOC129786748
OG0002333	AAEL003755, AAEL020229	LOC129786299
OG0002334	AAEL003769	LOC129786267
OG0002335	AAEL003771, AAEL022498	LOC129786296
OG0002336	AAEL003772	LOC129786256
OG0002337	AAEL003812	LOC129791435
OG0002338	AAEL003813, AAEL023552	LOC129786699
OG0002339	AAEL003837	LOC129796019
OG0002340	AAEL003896	LOC129795472
OG0002341	AAEL003901	LOC129795471
OG0002342	AAEL003908, AAEL025153	LOC129791807
OG0002343	AAEL003929	LOC129786936
OG0002344	AAEL003945	LOC129786043
OG0002346	AAEL003983, AAEL021114	LOC129796797
OG0002347	AAEL027639, AAEL003986	LOC129794184
OG0002348	AAEL004013	LOC129787124, LOC129789001
OG0002349	AAEL004023	LOC129787282
OG0002350	AAEL004035, AAEL022660	LOC129787523
OG0002351	AAEL004041	LOC129787150
OG0002352	AAEL004048	LOC129790865, LOC129790231
OG0002353	AAEL004064	LOC129789284
OG0002355	AAEL004106	LOC129795357
OG0002356	AAEL004124	LOC129786496
OG0002357	AAEL004128	LOC129796952
OG0002358	AAEL004130	LOC129789471
OG0002359	AAEL004138	LOC129796826
OG0002360	AAEL025212, AAEL004165	LOC129793096
OG0002361	AAEL004174	LOC129794309
OG0002362	AAEL004271	LOC129786375
OG0002363	AAEL004297	LOC129792566
OG0002364	AAEL004298	LOC129786277
OG0002365	AAEL004300	LOC129792656
OG0002367	AAEL004306	LOC129794620
OG0002368	AAEL004319	LOC129794057
OG0002369	AAEL004328	LOC129796302
OG0002370	AAEL004329	LOC129795401
OG0002371	AAEL004347	LOC129796313
OG0002372	AAEL004385	LOC129786076
OG0002373	AAEL004414	LOC129795733
OG0002374	AAEL004417	LOC129796619
OG0002375	AAEL004427	LOC129796931
OG0002376	AAEL004430	LOC129786382
OG0002377	AAEL004433	LOC129797330
OG0002378	AAEL004436	LOC129796930
OG0002379	AAEL004437	LOC129797640
OG0002380	AAEL004438	LOC129795616
OG0002381	AAEL004445	LOC129795607
OG0002382	AAEL004467	LOC129789462, LOC129786346
OG0002383	AAEL021932, AAEL004471	LOC129797341
OG0002384	AAEL027716, AAEL004475	LOC129797178
OG0002385	AAEL021242, AAEL004480	LOC129793384
OG0002386	AAEL024995, AAEL004489	LOC129788590
OG0002387	AAEL004509	LOC129790966, LOC129790962
OG0002388	AAEL004521	LOC129789974
OG0002389	AAEL004532	LOC129789922, LOC129789923
OG0002390	AAEL004557	LOC129790073
OG0002391	AAEL020850, AAEL004566	LOC129789078
OG0002392	AAEL004568	LOC129790402
OG0002393	AAEL004586, AAEL027991	LOC129796443
OG0002395	AAEL004688	LOC129789386
OG0002396	AAEL004697	LOC129787280
OG0002397	AAEL004698	LOC129792725
OG0002399	AAEL004700	LOC129794857, LOC129787284
OG0002400	AAEL004703	LOC129787157, LOC129790536, LOC129789042
OG0002401	AAEL004709	LOC129789667
OG0002402	AAEL004715	LOC129790284, LOC129789947
OG0002403	AAEL004728	LOC129789084, LOC129789088
OG0002404	AAEL004741, AAEL021132	LOC129790472
OG0002406	AAEL004766	LOC129791173
OG0002408	AAEL020753, AAEL004783	LOC129797670
OG0002409	AAEL004802	LOC129794649
OG0002410	AAEL004803	LOC129796322
OG0002411	AAEL004817	LOC129794916
OG0002412	AAEL004818	LOC129794580
OG0002414	AAEL027919, AAEL004859	LOC129793151
OG0002415	AAEL004877, AAEL027692	LOC129788332
OG0002416	AAEL004896	LOC129791826
OG0002417	AAEL004903	LOC129792313
OG0002418	AAEL004914	LOC129793117
OG0002419	AAEL004920	LOC129788994
OG0002420	AAEL004931	LOC129789356
OG0002421	AAEL004952	LOC129787829
OG0002422	AAEL004972	LOC129788374
OG0002423	AAEL004973	LOC129792721
OG0002424	AAEL004974, AAEL021447	LOC129791358
OG0002425	AAEL004979	LOC129790699
OG0002426	AAEL004990	LOC129790478
OG0002427	AAEL005003	LOC129787552
OG0002428	AAEL005006	LOC129787827
OG0002429	AAEL005008	LOC129794503
OG0002430	AAEL005106	LOC129792689
OG0002431	AAEL005131	LOC129794794
OG0002432	AAEL028242, AAEL005133	LOC129790799
OG0002433	AAEL005137, AAEL026783	LOC129796596
OG0002434	AAEL005140, AAEL022249	LOC129796595
OG0002435	AAEL005145	LOC129788886
OG0002436	AAEL027000, AAEL005146	LOC129795366
OG0002437	AAEL024541, AAEL005176	LOC129793010
OG0002438	AAEL005254	LOC129790698
OG0002439	AAEL005258	LOC129793416
OG0002440	AAEL005269	LOC129793387
OG0002441	AAEL005277	LOC129791833
OG0002442	AAEL020047, AAEL005285	LOC129791169
OG0002443	AAEL005290	LOC129795304
OG0002444	AAEL005308	LOC129797612
OG0002445	AAEL005309	LOC129797371
OG0002446	AAEL005312	LOC129786723
OG0002447	AAEL005374	LOC129797406
OG0002448	AAEL005375	LOC129797407
OG0002449	AAEL005395	LOC129797012
OG0002450	AAEL005410, AAEL025587	LOC129797097
OG0002451	AAEL005411	LOC129786982
OG0002452	AAEL005415, AAEL024350	LOC129786996
OG0002453	AAEL005432	LOC129788324
OG0002454	AAEL005437, AAEL021199	LOC129790669
OG0002455	AAEL005457	LOC129796197
OG0002456	AAEL005472	LOC129796391
OG0002457	AAEL022958, AAEL005475	LOC129795197
OG0002458	AAEL005477, AAEL024807	LOC129795191
OG0002459	AAEL005478, AAEL023936	LOC129795190
OG0002460	AAEL005490	LOC129787295
OG0002461	AAEL005491	LOC129796078, LOC129787274
OG0002462	AAEL005493	LOC129797861
OG0002463	AAEL024830, AAEL005518	LOC129793046
OG0002464	AAEL005539	LOC129797149
OG0002465	AAEL020828, AAEL005552	LOC129785971
OG0002466	AAEL005581	LOC129796587
OG0002467	AAEL005590	LOC129796038
OG0002468	AAEL025712, AAEL005601	LOC129797066
OG0002469	AAEL024040, AAEL005610	LOC129797060
OG0002470	AAEL005628	LOC129790273
OG0002471	AAEL005633	LOC129789315
OG0002472	AAEL005635	LOC129790898
OG0002473	AAEL014772, AAEL005671	LOC129793956
OG0002474	AAEL005701	LOC129788869
OG0002475	AAEL005704	LOC129791133
OG0002476	AAEL005708	LOC129790070
OG0002477	AAEL005712	LOC129791388
OG0002478	AAEL005718	LOC129793190
OG0002479	AAEL005722	LOC129789103
OG0002480	AAEL005738, AAEL025360	LOC129791874
OG0002481	AAEL005765	LOC129788471
OG0002482	AAEL005772	LOC129797133
OG0002483	AAEL005798, AAEL022056	LOC129793504
OG0002484	AAEL005802	LOC129786397
OG0002485	AAEL005811, AAEL022803	LOC129786440
OG0002486	AAEL005816	LOC129787049, LOC129793799
OG0002487	AAEL005819	LOC129786101
OG0002488	AAEL005851	LOC129791947
OG0002489	AAEL005858	LOC129797508
OG0002490	AAEL005863	LOC129795544
OG0002491	AAEL023516, AAEL005877	LOC129796181
OG0002492	AAEL027510, AAEL005880	LOC129795956
OG0002493	AAEL005885	LOC129787146
OG0002494	AAEL025333, AAEL005892	LOC129795595
OG0002495	AAEL019789, AAEL005901	LOC129797046
OG0002496	AAEL005921	LOC129793195
OG0002497	AAEL005943	LOC129786854
OG0002498	AAEL005945	LOC129786470
OG0002499	AAEL006013	LOC129795391
OG0002500	AAEL023372, AAEL006026	LOC129790765
OG0002501	AAEL006028	LOC129797391
OG0002502	AAEL006035	LOC129796088
