Orthogroup	AaegyptiLVP_AGWG	Aalbopictus_AalbF5
OG0001914	AAEL021748	LOC109622269, LOC134284321
OG0001915	AAEL024321, AAEL022608, AAEL021767	LOC109411724
OG0001916	AAEL021771	LOC109418329, LOC109427298
OG0001917	AAEL021925	LOC134289826, LOC134290016
OG0001918	AAEL021955, AAEL028133	LOC109416319, LOC109426538
OG0001919	AAEL022200	LOC109404918
OG0001920	AAEL022248	LOC134291561, LOC134292029
OG0001921	AAEL022316	LOC109400821, LOC115261618
OG0001922	AAEL022351	LOC109432087
OG0001923	AAEL022431	LOC109418028
OG0001924	AAEL022611	LOC109407223
OG0001925	AAEL022632	LOC134289014
OG0001925	AAEL023223	LOC109433003
OG0001926	AAEL022657, AAEL026213	LOC109422966
OG0001927	AAEL022658	LOC109430812
OG0001928	AAEL026719, AAEL022716	LOC109411119
OG0001929	AAEL022855	LOC109415216
OG0001930	AAEL022893, AAEL025265	LOC109407984
OG0001931	AAEL024358, AAEL022938	LOC109431473
OG0001932	AAEL022967	LOC115268016, LOC115253593, LOC109401641
OG0001932	AAEL025768, AAEL023043, AAEL027428, AAEL026079, AAEL028036	LOC115258698
OG0001933	AAEL024674, AAEL023115	LOC109422611, LOC134290099
OG0001934	AAEL023151	LOC109409980, LOC109420213
OG0001935	AAEL023352	LOC115255029
OG0001936	AAEL027468	LOC109420512
OG0001937	AAEL023471	LOC109428694
OG0001938	AAEL023498	LOC134289924
OG0001938	AAEL027331	LOC134291084
OG0001939	AAEL023502, AAEL025398	LOC109431794
OG0001940	AAEL023745	LOC134284706
OG0001941	AAEL023750, AAEL026150, AAEL024982	LOC109428574
OG0001942	AAEL023810	LOC109430547
OG0001943	AAEL026260	LOC109423620
OG0001943	AAEL023943	LOC109400223
OG0001944	AAEL023989	LOC115267705, LOC109401974
OG0001945	AAEL024005	LOC109416118
OG0001946	AAEL027002, AAEL024101	LOC109428492
OG0001947	AAEL024141	LOC109398278, LOC134287376
OG0001948	AAEL024258	LOC134285004
OG0001949	AAEL024480	LOC109411764, LOC134283906, LOC115262162
OG0001950	AAEL024598	LOC109420871
OG0001951	AAEL024618	LOC109429628
OG0001952	AAEL024623	LOC109414279
OG0001953	AAEL024710	LOC109400594
OG0001954	AAEL024713	LOC115269977
OG0001955	AAEL024788	LOC109429386
OG0001956	AAEL025473	LOC109424975
OG0001956	AAEL025076	LOC109431086
OG0001957	AAEL025133, AAEL026994	LOC115254148
OG0001958	AAEL025230	LOC109422033, LOC115258249
OG0001959	AAEL025353	LOC109400375, LOC134292012
OG0001960	AAEL025443	LOC109400170
OG0001961	AAEL025578, AAEL025984	LOC115262164, LOC109411692
OG0001962	AAEL025606	LOC109411919
OG0001963	AAEL026618, AAEL025692	LOC109400999
OG0001964	AAEL026074	LOC115259196
OG0001965	AAEL026170	LOC109408777
OG0001966	AAEL026291	LOC109403469, LOC134287393, LOC134289734, LOC115257890, LOC134286961, LOC115265251
OG0001967	AAEL026341	LOC109404916
OG0001968	AAEL026355	LOC109397081
OG0001969	AAEL026388	LOC109406016, LOC134287314
OG0001969	AAEL028233	LOC109426628
OG0001970	AAEL026710	LOC109430327
OG0001971	AAEL026716, AAEL027637	LOC109622601, LOC115262671
OG0001972	AAEL026746	LOC109424736, LOC109412777, LOC109424735
OG0001973	AAEL026751	LOC134284006, LOC109401373
OG0001974	AAEL026796	LOC109424678
OG0001975	AAEL026846	LOC109404750
OG0001976	AAEL026945	LOC134290393, LOC109424037
OG0001977	AAEL027527	LOC115256432, LOC115256898
OG0001978	AAEL027566	LOC109415848
OG0001979	AAEL027644	LOC109405716
OG0001980	AAEL027654	LOC109421982
OG0001981	AAEL028004	LOC109401056
OG0001982	AAEL028021	LOC109408928
OG0001983	AAEL028129	LOC109428527
OG0001984	AAEL029070	LOC134289613
OG0001984	AAEL029071	LOC134289614
OG0002027	AAEL000008	LOC134284098
OG0002028	AAEL002639, AAEL000010	LOC109400867
OG0002029	AAEL000032	LOC109400853
OG0002030	AAEL000036	LOC109415517
OG0002031	AAEL000049	LOC109622166
OG0002032	AAEL000091	LOC109416752
OG0002033	AAEL000098	LOC109400817
OG0002034	AAEL000102	LOC109408864
OG0002035	AAEL000109, AAEL025680	LOC109400059
OG0002036	AAEL000159	LOC109430465
OG0002037	AAEL000162	LOC109400635
OG0002038	AAEL000181	LOC109409544
OG0002039	AAEL000186	LOC109405475
OG0002040	AAEL000188	LOC109423284
OG0002041	AAEL000193	LOC134291427
OG0002042	AAEL000206	LOC109409112
OG0002042	AAEL004665	LOC109420361
OG0002043	AAEL000221	LOC109407042, LOC134284007
OG0002044	AAEL000236	LOC109424917, LOC134289878
OG0002045	AAEL000243	LOC109431073
OG0002046	AAEL000258	LOC109424407
OG0002047	AAEL000267	LOC134287379, LOC109402571
OG0002048	AAEL000272	LOC109422373
OG0002049	AAEL000291	LOC109422315
OG0002050	AAEL000327	LOC109399436
OG0002051	AAEL000340	LOC109430500
OG0002052	AAEL000343	LOC109400724, LOC134288393
OG0002053	AAEL000362	LOC134284704, LOC109399363
OG0002054	AAEL000397, AAEL027318	LOC109426021
OG0002055	AAEL000416	LOC109427215
OG0002056	AAEL000424	LOC109411621
OG0002057	AAEL000440, AAEL023005	LOC115254070
OG0002058	AAEL027802, AAEL000445	LOC109427264
OG0002059	AAEL000452	LOC109411614
OG0002060	AAEL000457	LOC115261425
OG0002061	AAEL000460, AAEL020197	LOC109411631
OG0002062	AAEL000464	LOC109428135
OG0002063	AAEL000510	LOC109403732
OG0002064	AAEL000550	LOC115267986
OG0002065	AAEL000551	LOC115267989
OG0002066	AAEL000559	LOC109407648
OG0002067	AAEL000590	LOC109421749
OG0002068	AAEL000593	LOC109421742
OG0002069	AAEL000618	LOC115265604
OG0002070	AAEL021450	LOC109426013
OG0002070	AAEL000646	LOC134292105
OG0002071	AAEL000670	LOC109426042
OG0002072	AAEL000716	LOC109429538
OG0002073	AAEL000721	LOC109418903, LOC134287421
OG0002074	AAEL000724	LOC109407764, LOC134287422
OG0002075	AAEL000746	LOC134288620, LOC109407766
OG0002076	AAEL000750	LOC109407765, LOC134288618
OG0002077	AAEL000755	LOC115268668
OG0002078	AAEL020913, AAEL000825	LOC115269073
OG0002079	AAEL000849, AAEL027279	LOC109413927
OG0002080	AAEL000852, AAEL022708	LOC109622070
OG0002081	AAEL000883	LOC115267811
OG0002082	AAEL000897	LOC115260975, LOC109432267
OG0002083	AAEL000924	LOC109397123, LOC134289571
OG0002084	AAEL000925	LOC134291763, LOC109432323
OG0002085	AAEL000933	LOC109410268
OG0002086	AAEL000938	LOC109410742
OG0002087	AAEL000940, AAEL022151	LOC109403343
OG0002088	AAEL000942	LOC109403370
OG0002089	AAEL024591, AAEL000950	LOC109410756
OG0002090	AAEL000951	LOC109622181
OG0002091	AAEL000953	LOC109410269
OG0002092	AAEL007879, AAEL000961	LOC109410744
OG0002093	AAEL026006, AAEL028134, AAEL000964	LOC109419095
OG0002094	AAEL000967	LOC109403365
OG0002095	AAEL000978	LOC109426154, LOC115262909
OG0002096	AAEL000994	LOC109413045
OG0002097	AAEL000999	LOC109621711
OG0002098	AAEL001000	LOC109418416, LOC115262876
OG0002099	AAEL001007	LOC109418413, LOC115263952
OG0002100	AAEL001044	LOC109410392
OG0002101	AAEL001060	LOC109430278
OG0002102	AAEL001085	LOC115255990, LOC109430275
OG0002103	AAEL001099	LOC109428428
OG0002104	AAEL001113	LOC109425830
OG0002105	AAEL001154	LOC109419582, LOC134287816
OG0002106	AAEL021364, AAEL001162	LOC109409242
OG0002107	AAEL025170, AAEL001176	LOC109419602
OG0002108	AAEL020244, AAEL001182	LOC109397554
OG0002109	AAEL001184	LOC115253868
OG0002110	AAEL001191, AAEL020438	LOC109419603
OG0002111	AAEL001199, AAEL020222	LOC109418101
OG0002112	AAEL001228	LOC109405331, LOC109422994
OG0002113	AAEL001238	LOC109407734
OG0002114	AAEL001241	LOC109419706
OG0002115	AAEL001245	LOC109419413
OG0002116	AAEL001254	LOC109416058, LOC134288309
OG0002117	AAEL001257	LOC115263247
OG0002118	AAEL001268	LOC115253829
OG0002119	AAEL001281	LOC109419421
OG0002120	AAEL020619, AAEL001289	LOC109428485
OG0002121	AAEL001308	LOC109622653
OG0002122	AAEL001317	LOC109428898
OG0002123	AAEL001356	LOC134287413, LOC109418954
OG0002124	AAEL001359	LOC109423789
OG0002125	AAEL001368	LOC109430785
OG0002126	AAEL001378	LOC109430626
OG0002127	AAEL001389	LOC115270285
OG0002128	AAEL001397	LOC109406442
OG0002129	AAEL001422	LOC109413170
OG0002130	AAEL001423	LOC109418076, LOC134289683
OG0002131	AAEL001425	LOC109418045
OG0002132	AAEL023408, AAEL001426	LOC109418078
OG0002133	AAEL001428	LOC109418113
OG0002134	AAEL001446	LOC109403570
OG0002135	AAEL001472	LOC134287957, LOC109412372
OG0002136	AAEL001474	LOC109432886, LOC109401423
OG0002137	AAEL001475	LOC109432885
OG0002138	AAEL001493	LOC109432877
OG0002139	AAEL001497	LOC109432878, LOC115257144
OG0002140	AAEL001500	LOC109412364
OG0002141	AAEL001505	LOC109401402, LOC134287975
OG0002142	AAEL001506	LOC109412374
OG0002143	AAEL001513	LOC109422420
OG0002144	AAEL001518	LOC115253715, LOC115257520
OG0002145	AAEL001526	LOC109417180, LOC115258192
OG0002146	AAEL001541	LOC109622503
OG0002147	AAEL008471	LOC109408862
OG0002147	AAEL001543, AAEL021739	LOC109622510, LOC109622319, LOC115265423, LOC109408796, LOC109408807, LOC134288702, LOC109410275
OG0002148	AAEL007545, AAEL028142, AAEL026925, AAEL021445, AAEL022223, AAEL002643, AAEL023448, AAEL001555	LOC109401077, LOC115269814
OG0002149	AAEL001557	LOC109423358
OG0002150	AAEL001559	LOC109622494, LOC109408572
OG0002151	AAEL001573	LOC109423373
OG0002152	AAEL001593	LOC134284473, LOC109622496
OG0002153	AAEL001636	LOC134287835, LOC109408104
OG0002154	AAEL001649	LOC109419069, LOC134283963
OG0002155	AAEL008769	LOC109426636
OG0002155	AAEL001693	LOC109410531
OG0002156	AAEL001707	LOC109402345
OG0002157	AAEL001736	LOC109413994
OG0002158	AAEL001751	LOC109430952
OG0002159	AAEL001764	LOC109431639
OG0002160	AAEL001797, AAEL022985	LOC109417170
OG0002161	AAEL001808	LOC109407612
OG0002162	AAEL026493, AAEL001810	LOC109417181
OG0002163	AAEL001813	LOC109420521
OG0002164	AAEL001832	LOC115255020, LOC134286135
OG0002165	AAEL001847	LOC134286353, LOC109420179
OG0002166	AAEL001852	LOC109420136
OG0002167	AAEL001856	LOC109420437
OG0002168	AAEL001864	LOC109420252
OG0002169	AAEL001865	LOC109420234
OG0002170	AAEL001869	LOC109401710, LOC134283939
OG0002171	AAEL001874	LOC109420154, LOC134287016
OG0002172	AAEL020591, AAEL001875	LOC109420446
OG0002173	AAEL001888	LOC109428002
OG0002174	AAEL001896	LOC109427854
OG0002175	AAEL019903, AAEL019902, AAEL001897	LOC109427951
OG0002176	AAEL001913, AAEL020754	LOC134287653
OG0002177	AAEL001920	LOC109412636, LOC109415898
OG0002178	AAEL023816, AAEL001952	LOC115254132
OG0002179	AAEL021869, AAEL001962	LOC109432552
OG0002180	AAEL001978	LOC109421499
OG0002181	AAEL002016	LOC109421441
OG0002182	AAEL021392, AAEL002068	LOC109417751
OG0002183	AAEL002079	LOC115253940
OG0002184	AAEL002132	LOC109409012
OG0002185	AAEL002134	LOC109429114, LOC115261407
OG0002186	AAEL002142	LOC109412597, LOC109433466
OG0002187	AAEL002165	LOC109433542, LOC109412591
OG0002188	AAEL002167	LOC115259639, LOC109433552
OG0002189	AAEL012075, AAEL002178	LOC109414087
OG0002190	AAEL002215	LOC109421345, LOC134289999
OG0002191	AAEL002216	LOC109421303
OG0002192	AAEL002220	LOC109421347
OG0002193	AAEL002232	LOC109621874
OG0002194	AAEL002248, AAEL027046	LOC109623123
OG0002195	AAEL002250	LOC109623112
OG0002196	AAEL002271	LOC109623122
OG0002197	AAEL002307, AAEL002295	LOC109622232
OG0002198	AAEL002312	LOC109622220
OG0002199	AAEL002318, AAEL020455	LOC109403168
OG0002200	AAEL002322	LOC109399521
OG0002201	AAEL002324	LOC109398015
OG0002202	AAEL002329	LOC109399522
OG0002203	AAEL002341	LOC109399509
OG0002204	AAEL002343	LOC109415425
OG0002205	AAEL002345	LOC109398005
OG0002206	AAEL002355	LOC109399457
OG0002207	AAEL002387, AAEL025830	LOC109409325, LOC115262905
OG0002208	AAEL002390	LOC109409311
OG0002209	AAEL002399	LOC109419113
OG0002210	AAEL002401	LOC109419105
OG0002211	AAEL002404	LOC109410267
OG0002212	AAEL002412	LOC109430200
OG0002213	AAEL002433, AAEL024815	LOC109423501
OG0002214	AAEL002438	LOC109623422, LOC109413030
OG0002215	AAEL002451	LOC134283969, LOC109413007
OG0002216	AAEL002463	LOC109417065
OG0002217	AAEL002483	LOC109415735
OG0002218	AAEL002504	LOC109409421, LOC134285077
OG0002219	AAEL002537	LOC109398413, LOC115256555
OG0002220	AAEL002543, AAEL023018	LOC109425306
OG0002221	AAEL002560	LOC134285537, LOC109419802
OG0002222	AAEL002569	LOC109425329, LOC109419800
OG0002223	AAEL002578	LOC134292059, LOC109433204
OG0002224	AAEL002581	LOC109405037
OG0002225	AAEL002591, AAEL002605	LOC109403386, LOC109416726
OG0002226	AAEL002597, AAEL023576	LOC115257472
OG0002227	AAEL011967	LOC109429491
OG0002228	AAEL002613	LOC109403464
OG0002229	AAEL022118, AAEL002615	LOC109403400
OG0002230	AAEL002645	LOC109427858, LOC134287077
OG0002231	AAEL002652	LOC109427863
OG0002232	AAEL002701	LOC109405991
OG0002233	AAEL002714	LOC109410372
OG0002234	AAEL002752	LOC109417851, LOC134288489
OG0002235	AAEL002775	LOC109403858
OG0002236	AAEL002782	LOC109408466
OG0002237	AAEL002783	LOC109412791, LOC109404039
OG0002238	AAEL002815, AAEL022913	LOC109419338
OG0002239	AAEL002818	LOC115254246, LOC109420326
OG0002240	AAEL002860	LOC134285685, LOC109623083
OG0002242	AAEL002870	LOC109414930
OG0002244	AAEL002887	LOC134285148
OG0002245	AAEL002888	LOC109422877
OG0002246	AAEL002905, AAEL009418	LOC109403518
OG0002247	AAEL002906	LOC109422938
OG0002248	AAEL002921	LOC109405092
OG0002249	AAEL002933	LOC109405086
OG0002250	AAEL020993, AAEL002949	LOC115267344
OG0002251	AAEL002961	LOC109409091
OG0002252	AAEL024580, AAEL002962	LOC109411175
OG0002253	AAEL002980, AAEL021837	LOC109426519
OG0002254	AAEL002988	LOC109419228
OG0002255	AAEL002993, AAEL021617	LOC109399865
OG0002256	AAEL003003	LOC109419233
OG0002257	AAEL003011	LOC109419166
OG0002258	AAEL003018	LOC109425282
OG0002259	AAEL003020	LOC115260961, LOC109425456
OG0002260	AAEL003032	LOC109418592
OG0002261	AAEL024996, AAEL003063	LOC109423709
OG0002262	AAEL003064	LOC109423726
OG0002263	AAEL003067	LOC109414229
OG0002264	AAEL003071	LOC134288165, LOC109410293
OG0002265	AAEL003089	LOC109414239
OG0002266	AAEL003103	LOC109432360
OG0002267	AAEL003125	LOC109420869
OG0002268	AAEL003130	LOC109412925
OG0002269	AAEL003131	LOC109412924
OG0002270	AAEL026506, AAEL003136	LOC109418710
OG0002271	AAEL003140	LOC109418696
OG0002272	AAEL003143	LOC115257397
OG0002273	AAEL022327, AAEL003145	LOC109415951
OG0002274	AAEL003151	LOC109420080
OG0002275	AAEL003161	LOC109621577
OG0002276	AAEL003174	LOC134287982, LOC109420074
OG0002277	AAEL003183	LOC134283903, LOC109430342
OG0002278	AAEL003184	LOC109621581
OG0002279	AAEL029111, AAEL003192	LOC109430341, LOC134285460
OG0002280	AAEL003198, AAEL026956	LOC109412448
OG0002281	AAEL003208, AAEL019417	LOC109430330
OG0002282	AAEL003214	LOC109416056
OG0002283	AAEL003216	LOC109419882
OG0002284	AAEL003229	LOC109406400
OG0002285	AAEL003237	LOC109415699
OG0002286	AAEL003246	LOC109420708, LOC109419878
OG0002287	AAEL003264	LOC134289036, LOC109420598
OG0002288	AAEL003269	LOC109420709, LOC109419880
OG0002289	AAEL003275	LOC109416070
OG0002290	AAEL003277	LOC109416062
OG0002291	AAEL003282	LOC109414266, LOC115255130
OG0002292	AAEL003301	LOC109409873
OG0002293	AAEL028035, AAEL003320	LOC109397053
OG0002294	AAEL003326	LOC109432777, LOC109427581
OG0002295	AAEL003344	LOC115265866, LOC109432762
OG0002296	AAEL003346	LOC134288835, LOC109429946
OG0002297	AAEL003353	LOC109424749, LOC134288162, LOC134288161
OG0002298	AAEL003365	LOC134289420, LOC134284108
OG0002299	AAEL003367	LOC134284223, LOC134290051
OG0002300	AAEL003377	LOC134289491, LOC134289492
OG0002301	AAEL003397, AAEL024180	LOC109399749
OG0002302	AAEL003398	LOC134283948
OG0002303	AAEL019730	LOC109403024
OG0002303	AAEL027671	LOC115255828
OG0002303	AAEL024521	LOC115254619
OG0002303	AAEL020029	LOC115255822
OG0002303	AAEL003404, AAEL019729	LOC109402911
OG0002304	AAEL003418	LOC109399568, LOC134291869
OG0002305	AAEL003432	LOC109399616
OG0002306	AAEL003443	LOC115253929
OG0002307	AAEL017549, AAEL003448	LOC109399551
OG0002308	AAEL024469, AAEL003452	LOC109407825
OG0002309	AAEL003461, AAEL024690	LOC109410006
OG0002310	AAEL011554	LOC109412046
OG0002311	AAEL003495	LOC115254010
OG0002312	AAEL003505	LOC109408179
OG0002313	AAEL003509	LOC109424492
OG0002314	AAEL003516	LOC109408021
OG0002315	AAEL003517	LOC134290090, LOC109424483
OG0002316	AAEL003526	LOC134291937, LOC109424485
OG0002317	AAEL003529	LOC109412013
OG0002318	AAEL003530, AAEL005027	LOC109407908
OG0002319	AAEL003541, AAEL026564	LOC109412016
OG0002320	AAEL003546	LOC109412014
OG0002321	AAEL003564	LOC109426630
OG0002321	AAEL003568	LOC109426656
OG0002322	AAEL003570	LOC109421107
OG0002323	AAEL024927, AAEL024689, AAEL028067, AAEL003594	LOC109400725
OG0002324	AAEL019996	LOC134288604
OG0002324	AAEL003601, AAEL007872	LOC109432606
OG0002324	AAEL003600	LOC109432593, LOC115269052
OG0002324	AAEL022638	LOC115269099
OG0002325	AAEL003611	LOC109412429, LOC109430346
OG0002326	AAEL003646	LOC134291683, LOC134291681
OG0002327	AAEL003700	LOC109398663
OG0002327	AAEL003679	LOC109398634
OG0002327	AAEL003657	LOC109404493, LOC134287796
OG0002328	AAEL027460, AAEL003666	LOC109404731
OG0002329	AAEL003698	LOC134289440, LOC134291680
OG0002330	AAEL003736	LOC109424274
OG0002331	AAEL024850, AAEL003749	LOC134285667
OG0002332	AAEL022058, AAEL003754	LOC134285668
OG0002333	AAEL003755, AAEL020229	LOC134285665
OG0002334	AAEL003769	LOC109398471, LOC134287530
OG0002335	AAEL003771, AAEL022498	LOC134285664
OG0002336	AAEL003772	LOC109621515
OG0002337	AAEL003812	LOC109397859, LOC109402678
OG0002338	AAEL003813, AAEL023552	LOC109397898
OG0002339	AAEL003837	LOC109399084
OG0002340	AAEL003896	LOC134291550, LOC134291549
OG0002341	AAEL003901	LOC134291547
OG0002342	AAEL003908, AAEL025153	LOC109417121
OG0002343	AAEL003929	LOC109428102
OG0002344	AAEL003945	LOC109428107, LOC109418327
OG0002345	AAEL003965	LOC109422336, LOC109424434
OG0002346	AAEL003983	LOC109622028
OG0002346	AAEL021114	LOC109418563
OG0002347	AAEL027639, AAEL003986	LOC109402265
OG0002348	AAEL004013	LOC109403260
OG0002349	AAEL004023	LOC109406509
OG0002350	AAEL004035, AAEL022660	LOC109406567
OG0002351	AAEL004041	LOC109403272
OG0002352	AAEL004048	LOC109431388
OG0002353	AAEL004064	LOC115254054
OG0002354	AAEL004067	LOC115260703
OG0002355	AAEL004106	LOC109425885, LOC134292121
OG0002356	AAEL004124	LOC134291785, LOC115271088
OG0002357	AAEL004128	LOC109402775
OG0002358	AAEL004130	LOC109422549, LOC134292205
OG0002359	AAEL004138	LOC109422641, LOC109402798
OG0002360	AAEL025212, AAEL004165	LOC109403780
OG0002361	AAEL004174	LOC109622619, LOC109430237
OG0002362	AAEL004271	LOC109425087
OG0002363	AAEL004297	LOC109425132
OG0002364	AAEL004298	LOC134284637, LOC109411181
OG0002365	AAEL004300	LOC109425134
OG0002366	AAEL004302, AAEL025429	LOC134287012, LOC109401720
OG0002367	AAEL004306	LOC109410425
OG0002368	AAEL004319	LOC115266987
OG0002369	AAEL004328	LOC115268651, LOC109426460
OG0002370	AAEL004329	LOC109426459
OG0002371	AAEL004347	LOC109426436, LOC134291984
OG0002372	AAEL004385	LOC109421311
OG0002373	AAEL004414	LOC109418691
OG0002374	AAEL004417	LOC109424531
OG0002375	AAEL004427	LOC115269425, LOC109424529
OG0002376	AAEL004430	LOC109424530, LOC109428764
OG0002377	AAEL004433	LOC109411984
OG0002378	AAEL004436	LOC109428766, LOC109424527
OG0002379	AAEL004437	LOC134289516, LOC134291359, LOC109411968
OG0002380	AAEL004438	LOC109424556
OG0002381	AAEL004445	LOC109411982
OG0002382	AAEL004467	LOC134291462
OG0002383	AAEL021932, AAEL004471	LOC109409560
OG0002384	AAEL027716, AAEL004475	LOC109409568
OG0002385	AAEL004480	LOC109409562
OG0002386	AAEL024995, AAEL004489	LOC115254140
OG0002387	AAEL004509	LOC109429595
OG0002388	AAEL004521	LOC109622823
OG0002389	AAEL004532	LOC109397530
OG0002390	AAEL004557	LOC134287219, LOC109400398
OG0002391	AAEL020850, AAEL004566	LOC109430970
OG0002392	AAEL004568	LOC134283995, LOC109400418
OG0002393	AAEL004586, AAEL027991	LOC109399284
OG0002394	AAEL004608	LOC134283911, LOC109403883, LOC109406763, LOC109404116, LOC109404086, LOC115264253, LOC134287858, LOC109416666, LOC134287823, LOC134287840
OG0002395	AAEL004688	LOC115260692
OG0002396	AAEL004697	LOC109419673
OG0002397	AAEL004698	LOC109423063
OG0002398	AAEL004699, AAEL021755, AAEL025856	LOC109419656
OG0002399	AAEL004700	LOC109622736
OG0002400	AAEL004703	LOC109412133
OG0002401	AAEL004709	LOC109419770, LOC109398247
OG0002402	AAEL004715	LOC109419754
OG0002403	AAEL004728	LOC109419749
OG0002404	AAEL004741, AAEL021132	LOC109425166
OG0002405	AAEL004763	LOC109400297
OG0002406	AAEL004766	LOC134287874
OG0002407	AAEL004780	LOC134286747, LOC134286746
OG0002408	AAEL020753, AAEL004783	LOC134287870
OG0002409	AAEL004802	LOC109418673
OG0002410	AAEL004803	LOC109418659
OG0002411	AAEL004817	LOC109414804
OG0002412	AAEL004818	LOC109414787
OG0002413	AAEL004820	LOC115271101, LOC115261824, LOC109414795, LOC115267661
OG0002413	AAEL019931, AAEL027090	LOC109429954, LOC109429953
OG0002414	AAEL027919, AAEL004859	LOC109413491
