Orthogroup	AaegyptiLVP_AGWG	AsinensisChina
OG0001915	AAEL024321, AAEL022608, AAEL021767	ASIC013236
OG0001917	AAEL021925	ASIC004591
OG0001918	AAEL021955, AAEL028133	ASIC016928
OG0001919	AAEL022200	ASIC012967
OG0001920	AAEL022248	ASIC008312
OG0001921	AAEL022316	ASIC009225
OG0001922	AAEL022351	ASIC016607, ASIC016606
OG0001923	AAEL022431	ASIC005465, ASIC018679
OG0001924	AAEL022611	ASIC009961, ASIC009962, ASIC009960
OG0001925	AAEL022632, AAEL023223	ASIC017116
OG0001926	AAEL022657, AAEL026213	ASIC007667
OG0001927	AAEL022658	ASIC021149
OG0001928	AAEL026719, AAEL022716	ASIC010994, ASIC010995
OG0001929	AAEL022855	ASIC017135
OG0001930	AAEL022893, AAEL025265	ASIC018934
OG0001931	AAEL024358, AAEL022938	ASIC017142
OG0001933	AAEL024674, AAEL023115	ASIC010074
OG0001934	AAEL023151	ASIC003097
OG0001935	AAEL023352	ASIC002642
OG0001937	AAEL023471	ASIC019720
OG0001938	AAEL023498, AAEL027331	ASIC019487
OG0001939	AAEL023502, AAEL025398	ASIC011519
OG0001940	AAEL023745	ASIC020414
OG0001941	AAEL023750, AAEL026150, AAEL024982	ASIC004459
OG0001942	AAEL023810	ASIC012314
OG0001943	AAEL026260, AAEL023943	ASIC006172
OG0001944	AAEL023989	ASIC018346
OG0001945	AAEL024005	ASIC017118, ASIC017115, ASIC017119
OG0001946	AAEL027002, AAEL024101	ASIC004412
OG0001947	AAEL024141	ASIC007435
OG0001948	AAEL024258	ASIC020352, ASIC020351
OG0001949	AAEL024480	ASIC007223
OG0001950	AAEL024598	ASIC018763
OG0001951	AAEL025046, AAEL024618	ASIC006483
OG0001952	AAEL024623	ASIC016664, ASIC016674
OG0001953	AAEL024710	ASIC018764
OG0001954	AAEL024713	ASIC021195, ASIC021185
OG0001955	AAEL024788	ASIC017365, ASIC017366
OG0001956	AAEL025473, AAEL025076	ASIC006304
OG0001957	AAEL025133, AAEL026994	ASIC012991
OG0001958	AAEL025230	ASIC015940
OG0001959	AAEL025353	ASIC002843
OG0001960	AAEL025443	ASIC004698
OG0001961	AAEL025578, AAEL025984	ASIC007253
OG0001962	AAEL025606	ASIC013443
OG0001963	AAEL026618, AAEL025692	ASIC012780
OG0001964	AAEL026074	ASIC002077
OG0001965	AAEL026170	ASIC018334
OG0001968	AAEL026355	ASIC011281
OG0001969	AAEL026388, AAEL028233	ASIC019240
OG0001970	AAEL026710	ASIC020957
OG0001971	AAEL026716, AAEL027637	ASIC020075
OG0001972	AAEL026746	ASIC014975
OG0001973	AAEL026751	ASIC014644, ASIC014647, ASIC014646
OG0001974	AAEL026796	ASIC006809, ASIC006810, ASIC006808
OG0001975	AAEL026846	ASIC016307
OG0001976	AAEL026945	ASIC002837
OG0001977	AAEL027527	ASIC007593
OG0001978	AAEL027566	ASIC013183
OG0001979	AAEL027644	ASIC021431
OG0001980	AAEL027654	ASIC007105
OG0001981	AAEL028004	ASIC004738, ASIC005416, ASIC005417
OG0001982	AAEL028021	ASIC009559
OG0001983	AAEL028129	ASIC000726
OG0001984	AAEL029070, AAEL029071	ASIC007908
OG0002027	AAEL000008	ASIC003238
OG0002028	AAEL002639, AAEL000010	ASIC004635
OG0002029	AAEL000032	ASIC004624
OG0002030	AAEL000036	ASIC003349, ASIC003350
OG0002031	AAEL000049	ASIC018682
OG0002032	AAEL000091	ASIC002958
OG0002033	AAEL000098	ASIC011378, ASIC011377
OG0002034	AAEL000102	ASIC012000
OG0002035	AAEL000109, AAEL025680	ASIC021027
OG0002036	AAEL000159	ASIC000810
OG0002037	AAEL000162	ASIC011301
OG0002038	AAEL000181	ASIC021827
OG0002039	AAEL000186	ASIC002947
OG0002041	AAEL000193	ASIC005413
OG0002043	AAEL000221	ASIC016092
OG0002044	AAEL000236	ASIC020314
OG0002045	AAEL021776, AAEL000243	ASIC003997
OG0002046	AAEL000258	ASIC022294
OG0002047	AAEL000267	ASIC015164
OG0002048	AAEL000272	ASIC019373
OG0002049	AAEL000291	ASIC022323
OG0002050	AAEL000327	ASIC019555
OG0002051	AAEL000340	ASIC021402
OG0002052	AAEL000343	ASIC019453
OG0002053	AAEL000362	ASIC019558
OG0002054	AAEL000397, AAEL027318	ASIC017988
OG0002056	AAEL000424	ASIC014046
OG0002057	AAEL000440, AAEL023005	ASIC001072
OG0002058	AAEL027802, AAEL000445	ASIC021480
OG0002059	AAEL000452	ASIC020254
OG0002060	AAEL000457	ASIC001073, ASIC001075
OG0002061	AAEL000460, AAEL020197	ASIC021479
OG0002062	AAEL000464	ASIC008087
OG0002063	AAEL000510	ASIC021534, ASIC021535
OG0002064	AAEL000550	ASIC005023
OG0002065	AAEL000551	ASIC007917
OG0002066	AAEL000559	ASIC022139, ASIC007889
OG0002067	AAEL000590	ASIC008733
OG0002068	AAEL000593	ASIC008782, ASIC008781
OG0002069	AAEL000618	ASIC022124
OG0002070	AAEL021450, AAEL000646	ASIC013018
OG0002071	AAEL000670	ASIC018214
OG0002072	AAEL000716	ASIC021729
OG0002073	AAEL000721	ASIC021275
OG0002074	AAEL000724	ASIC021271
OG0002075	AAEL000746	ASIC021274
OG0002076	AAEL000750	ASIC021272
OG0002077	AAEL000755	ASIC018161
OG0002078	AAEL020913, AAEL000825	ASIC021866
OG0002079	AAEL000849, AAEL027279	ASIC021930
OG0002080	AAEL000852, AAEL022708	ASIC021867
OG0002081	AAEL000883	ASIC018312
OG0002082	AAEL000897	ASIC015286
OG0002083	AAEL000924	ASIC018021
OG0002084	AAEL000925	ASIC005781
OG0002085	AAEL000933	ASIC018454
OG0002086	AAEL000938	ASIC018129
OG0002087	AAEL000940, AAEL022151	ASIC017914
OG0002088	AAEL000942	ASIC006000
OG0002090	AAEL000951	ASIC017867
OG0002091	AAEL000953	ASIC018456, ASIC018455
OG0002092	AAEL007879, AAEL000961	ASIC018125
OG0002093	AAEL026006, AAEL028134, AAEL000964	ASIC017181
OG0002094	AAEL000967	ASIC017936
OG0002095	AAEL000978	ASIC007719
OG0002096	AAEL000994	ASIC016402
OG0002097	AAEL000999	ASIC016405
OG0002098	AAEL001000	ASIC004650
OG0002099	AAEL001007	ASIC001246
OG0002100	AAEL001044	ASIC005556
OG0002101	AAEL001060	ASIC013962
OG0002102	AAEL001085	ASIC014056
OG0002103	AAEL001099	ASIC007670, ASIC012713
OG0002104	AAEL001113	ASIC022330
OG0002105	AAEL001154	ASIC014546
OG0002106	AAEL021364, AAEL001162	ASIC006877
OG0002107	AAEL025170, AAEL001176	ASIC006879
OG0002108	AAEL020244, AAEL001182	ASIC008629
OG0002109	AAEL001184	ASIC001854, ASIC001856
OG0002110	AAEL001191, AAEL020438	ASIC016203
OG0002111	AAEL001199, AAEL020222	ASIC022024
OG0002112	AAEL001228	ASIC009627
OG0002113	AAEL001238	ASIC005908
OG0002114	AAEL001241	ASIC002871
OG0002115	AAEL001245	ASIC016066
OG0002116	AAEL001254	ASIC002426
OG0002117	AAEL001257	ASIC002449
OG0002118	AAEL001268	ASIC014936
OG0002119	AAEL001281	ASIC021143
OG0002120	AAEL020619, AAEL001289	ASIC005250
OG0002121	AAEL001308	ASIC006671, ASIC022374
OG0002122	AAEL001317	ASIC010254, ASIC013901
OG0002123	AAEL001356	ASIC007755
OG0002124	AAEL001359	ASIC000961
OG0002125	AAEL001368	ASIC015819
OG0002126	AAEL001378	ASIC000959
OG0002127	AAEL001389	ASIC014918
OG0002128	AAEL001397	ASIC019705, ASIC019707
OG0002129	AAEL001422	ASIC019737
OG0002130	AAEL001423	ASIC019714
OG0002131	AAEL001425	ASIC019715
OG0002132	AAEL023408, AAEL001426	ASIC019713
OG0002133	AAEL001428	ASIC019760, ASIC019759
OG0002134	AAEL001446	ASIC007671
OG0002135	AAEL001472	ASIC010759
OG0002136	AAEL001474	ASIC010608
OG0002137	AAEL001475	ASIC014649
OG0002138	AAEL001493	ASIC012823
OG0002139	AAEL001497	ASIC013576
OG0002141	AAEL001505	ASIC015744
OG0002142	AAEL001506	ASIC010760, ASIC010761
OG0002143	AAEL001513	ASIC019340, ASIC002840
OG0002144	AAEL001518	ASIC010953
OG0002145	AAEL001526	ASIC020567
OG0002146	AAEL001541	ASIC010207
OG0002150	AAEL001559	ASIC010178
OG0002151	AAEL001573	ASIC010199
OG0002152	AAEL001593	ASIC010176
OG0002153	AAEL001636	ASIC006529
OG0002154	AAEL001649	ASIC003166
OG0002156	AAEL001707	ASIC013182
OG0002157	AAEL001736	ASIC013249, ASIC011665
OG0002158	AAEL001751	ASIC016147
OG0002159	AAEL001764	ASIC016158
OG0002160	AAEL001797, AAEL022985	ASIC005907
OG0002161	AAEL001808	ASIC006503, ASIC006502
OG0002162	AAEL026493, AAEL001810	ASIC005909
OG0002163	AAEL001813	ASIC013595
OG0002164	AAEL001832	ASIC006489
OG0002165	AAEL001847	ASIC014180
OG0002166	AAEL026860, AAEL001852	ASIC016190
OG0002167	AAEL001856	ASIC017363
OG0002168	AAEL001864	ASIC014172, ASIC014173
OG0002169	AAEL001865	ASIC014175, ASIC014177
OG0002170	AAEL001869	ASIC017385
OG0002171	AAEL001874	ASIC014537
OG0002172	AAEL020591, AAEL001875	ASIC017374
OG0002173	AAEL001888	ASIC015855, ASIC015859
OG0002174	AAEL001896	ASIC015765
OG0002175	AAEL019903, AAEL019902, AAEL001897	ASIC015862
OG0002176	AAEL001913, AAEL020754	ASIC015758
OG0002177	AAEL001920	ASIC010305
OG0002178	AAEL023816, AAEL001952	ASIC010323
OG0002179	AAEL021869, AAEL001962	ASIC006967
OG0002180	AAEL001978	ASIC006946
OG0002181	AAEL002016	ASIC006978
OG0002182	AAEL021392, AAEL002068	ASIC006962
OG0002183	AAEL002079	ASIC006984
OG0002184	AAEL002132	ASIC011348, ASIC011347
OG0002185	AAEL002134	ASIC019987
OG0002186	AAEL002142	ASIC009871
OG0002187	AAEL002165	ASIC005548
OG0002188	AAEL002167	ASIC005547
OG0002189	AAEL012075, AAEL002178	ASIC017009
OG0002190	AAEL002215	ASIC012115
OG0002191	AAEL002216	ASIC006119, ASIC004492
OG0002192	AAEL002220	ASIC006854
OG0002193	AAEL002232	ASIC006085
OG0002194	AAEL002248, AAEL027046	ASIC010661
OG0002195	AAEL002250	ASIC006826, ASIC015187
OG0002196	AAEL002271	ASIC010660, ASIC009424
OG0002197	AAEL002307, AAEL002295	ASIC017994
OG0002198	AAEL002312	ASIC020897, ASIC020896
OG0002199	AAEL002318, AAEL020455	ASIC000166
OG0002200	AAEL002322	ASIC016662
OG0002201	AAEL002324	ASIC011783
OG0002202	AAEL002329	ASIC011776
OG0002203	AAEL002341	ASIC011768
OG0002204	AAEL002343	ASIC020338
OG0002205	AAEL002345	ASIC016661
OG0002206	AAEL002355	ASIC011778
OG0002207	AAEL002387, AAEL025830	ASIC017189
OG0002208	AAEL002390	ASIC005717, ASIC005716
OG0002209	AAEL002399	ASIC010450
OG0002210	AAEL002401	ASIC010672
OG0002211	AAEL002404	ASIC018457
OG0002212	AAEL002412	ASIC012834
OG0002213	AAEL002433, AAEL024815	ASIC014686
OG0002214	AAEL002438	ASIC002967
OG0002215	AAEL002451	ASIC005356
OG0002216	AAEL021792, AAEL002463	ASIC012340
OG0002217	AAEL002483	ASIC007862
OG0002218	AAEL002504	ASIC007958
OG0002219	AAEL002537	ASIC005214
OG0002220	AAEL002543, AAEL023018	ASIC003502
OG0002221	AAEL002560	ASIC004404
OG0002222	AAEL002569	ASIC013406
OG0002223	AAEL002578	ASIC009321
OG0002224	AAEL002581	ASIC005338
OG0002225	AAEL002591, AAEL002605	ASIC018378
OG0002226	AAEL002597, AAEL023576	ASIC017768
OG0002227	AAEL002602, AAEL011967	ASIC020108
OG0002228	AAEL002613	ASIC009316
OG0002229	AAEL022118, AAEL002615	ASIC018388
OG0002230	AAEL002645	ASIC006570
OG0002232	AAEL002701	ASIC012482
OG0002233	AAEL002714	ASIC003803
OG0002234	AAEL002752	ASIC018832
OG0002235	AAEL002775	ASIC020246
OG0002236	AAEL002782	ASIC021864
OG0002237	AAEL002783	ASIC011984
OG0002238	AAEL002815, AAEL022913	ASIC004264
OG0002239	AAEL002818	ASIC008778
OG0002240	AAEL002860	ASIC009868
OG0002241	AAEL002867, AAEL017409, AAEL026318, AAEL024386	ASIC013989
OG0002242	AAEL002870	ASIC012644
OG0002243	AAEL021181, AAEL002880, AAEL027048	ASIC002170
OG0002244	AAEL002887	ASIC006254
OG0002245	AAEL002888	ASIC012060
OG0002246	AAEL002905, AAEL009418	ASIC006255
OG0002247	AAEL002906	ASIC012488
OG0002248	AAEL002921	ASIC015312
OG0002249	AAEL002933	ASIC017046
OG0002250	AAEL020993, AAEL002949	ASIC020015, ASIC020014
OG0002251	AAEL002961	ASIC020017
OG0002252	AAEL024580, AAEL002962	ASIC020013
OG0002253	AAEL002980, AAEL021837	ASIC020516
OG0002254	AAEL002988	ASIC008970, ASIC008969
OG0002255	AAEL002993, AAEL021617	ASIC002560
OG0002256	AAEL003003	ASIC008976
OG0002257	AAEL003011	ASIC021687
OG0002258	AAEL003018	ASIC014718
OG0002259	AAEL003020	ASIC020458
OG0002260	AAEL003032	ASIC007614
OG0002261	AAEL024996, AAEL003063	ASIC018422
OG0002262	AAEL003064	ASIC010469
OG0002263	AAEL003067	ASIC010460
OG0002264	AAEL003071	ASIC018427
OG0002265	AAEL003089	ASIC011784
OG0002266	AAEL003103	ASIC017061
OG0002267	AAEL003125	ASIC019662
OG0002268	AAEL003130	ASIC005984
OG0002269	AAEL003131	ASIC005983
OG0002270	AAEL026506, AAEL003136	ASIC005100
OG0002271	AAEL003140	ASIC005986
OG0002272	AAEL003143	ASIC005985
OG0002273	AAEL022327, AAEL003145	ASIC018296
OG0002275	AAEL003161	ASIC011148
OG0002276	AAEL003174	ASIC007520
OG0002277	AAEL003183	ASIC002572
OG0002278	AAEL003184	ASIC002724
OG0002279	AAEL029111, AAEL003192	ASIC002571
OG0002280	AAEL003198, AAEL026956	ASIC006169
OG0002281	AAEL003208, AAEL019417	ASIC013797
OG0002282	AAEL003214	ASIC010435
OG0002283	AAEL003216	ASIC012038
OG0002284	AAEL003229	ASIC010442, ASIC010444
OG0002285	AAEL003237	ASIC017303
OG0002286	AAEL003246	ASIC006645
OG0002287	AAEL003264	ASIC006647
OG0002288	AAEL003269	ASIC006646
OG0002289	AAEL003275	ASIC018649, ASIC018645
OG0002290	AAEL003277	ASIC009573, ASIC010433
OG0002291	AAEL003282	ASIC008587
OG0002292	AAEL003301	ASIC007907
OG0002293	AAEL028035, AAEL003320	ASIC011292
OG0002294	AAEL003326	ASIC014393
OG0002295	AAEL003344	ASIC014391
OG0002296	AAEL003346	ASIC014370
OG0002297	AAEL003353	ASIC009676
OG0002298	AAEL003365	ASIC008215
OG0002299	AAEL003367	ASIC008306
OG0002300	AAEL003377	ASIC008212
OG0002301	AAEL003397, AAEL024180	ASIC008296
OG0002304	AAEL003418	ASIC018180
OG0002305	AAEL003432	ASIC005594
OG0002306	AAEL003443	ASIC018042
OG0002307	AAEL017549, AAEL003448	ASIC018053
OG0002308	AAEL024469, AAEL003452	ASIC019701
OG0002309	AAEL003461, AAEL024690	ASIC003770
OG0002310	AAEL003485, AAEL011554	ASIC011269
OG0002311	AAEL003495	ASIC012554, ASIC012555
OG0002312	AAEL003505	ASIC010993
OG0002313	AAEL003509	ASIC017979
OG0002314	AAEL003516	ASIC010674
OG0002315	AAEL003517	ASIC019351
OG0002316	AAEL003526	ASIC019352
OG0002317	AAEL003529	ASIC010685
OG0002318	AAEL003530, AAEL005027	ASIC017653
OG0002319	AAEL003541, AAEL026564	ASIC010684
OG0002320	AAEL003546	ASIC010687
OG0002322	AAEL003570	ASIC010914
OG0002323	AAEL024927, AAEL024689, AAEL028067, AAEL003594	ASIC000287
OG0002325	AAEL003611	ASIC013807
OG0002326	AAEL003646	ASIC012179
OG0002327	AAEL003700, AAEL003679, AAEL003657	ASIC020775
OG0002328	AAEL027460, AAEL003666	ASIC014614
OG0002329	AAEL003698	ASIC012174
OG0002330	AAEL003736	ASIC019643, ASIC019654
OG0002331	AAEL024850, AAEL003749	ASIC020931
OG0002332	AAEL022058, AAEL003754	ASIC010499
OG0002333	AAEL003755, AAEL020229	ASIC020932
OG0002334	AAEL003769	ASIC020940
OG0002335	AAEL003771, AAEL022498	ASIC020933
OG0002336	AAEL003772	ASIC020937, ASIC020936
OG0002337	AAEL003812	ASIC010283
OG0002338	AAEL003813, AAEL023552	ASIC009556
OG0002339	AAEL003837	ASIC015352
OG0002340	AAEL003896	ASIC013306
OG0002341	AAEL003901	ASIC013312
OG0002342	AAEL003908, AAEL025153	ASIC009779
OG0002343	AAEL003929	ASIC021224, ASIC021223
OG0002344	AAEL003945	ASIC012532
OG0002345	AAEL003965	ASIC018261, ASIC018262
OG0002347	AAEL027639, AAEL003986	ASIC018191
OG0002348	AAEL004013	ASIC004325
OG0002349	AAEL004023	ASIC021519, ASIC021518
OG0002350	AAEL004035, AAEL022660	ASIC011104
OG0002351	AAEL004041	ASIC009921
OG0002352	AAEL004048	ASIC007654
OG0002353	AAEL004064	ASIC009591, ASIC015326
OG0002354	AAEL004067	ASIC003973
OG0002355	AAEL004106	ASIC004931
OG0002356	AAEL004124	ASIC021496
OG0002357	AAEL004128	ASIC010108
OG0002359	AAEL004138	ASIC021495
OG0002360	AAEL025212, AAEL004165	ASIC018824
OG0002361	AAEL004174	ASIC012405
OG0002362	AAEL004271	ASIC013622
OG0002363	AAEL004297	ASIC017364
OG0002364	AAEL004298	ASIC006141
OG0002365	AAEL004300	ASIC013631
OG0002366	AAEL004302, AAEL025429	ASIC006517
OG0002367	AAEL004306	ASIC011485
OG0002368	AAEL004319	ASIC008520, ASIC008531
OG0002369	AAEL004328	ASIC009313
OG0002370	AAEL004329	ASIC002175
OG0002371	AAEL004347	ASIC017836
OG0002372	AAEL004385	ASIC008412
OG0002373	AAEL004414	ASIC005978
OG0002374	AAEL004417	ASIC012855
OG0002375	AAEL004427	ASIC004772
OG0002376	AAEL004430	ASIC017921
OG0002377	AAEL004433	ASIC004763
OG0002378	AAEL004436	ASIC004771
OG0002379	AAEL004437	ASIC004754
OG0002381	AAEL004445	ASIC004774
OG0002382	AAEL004467	ASIC011305
OG0002383	AAEL021932, AAEL004471	ASIC000807
OG0002384	AAEL027716, AAEL004475	ASIC004856
OG0002385	AAEL021242, AAEL004480	ASIC015007
OG0002386	AAEL024995, AAEL004489	ASIC007365
OG0002387	AAEL004509	ASIC007364
OG0002388	AAEL004521	ASIC014123
OG0002389	AAEL004532	ASIC006890
OG0002390	AAEL004557	ASIC020170
OG0002391	AAEL020850, AAEL004566	ASIC020823
OG0002392	AAEL004568	ASIC020168
OG0002393	AAEL004586, AAEL027991	ASIC019906
OG0002395	AAEL004688	ASIC009156, ASIC004465
OG0002396	AAEL004697	ASIC016864
OG0002397	AAEL004698	ASIC010992
OG0002398	AAEL004699, AAEL021755, AAEL025856	ASIC013987
OG0002399	AAEL004700	ASIC016875
OG0002401	AAEL004709	ASIC009075
OG0002402	AAEL004715	ASIC006470
OG0002403	AAEL004728	ASIC009086
OG0002404	AAEL004741, AAEL021132	ASIC006598
OG0002405	AAEL004763	ASIC014541
OG0002406	AAEL004766	ASIC010155
OG0002407	AAEL004780	ASIC010140, ASIC010142
OG0002408	AAEL020753, AAEL004783	ASIC010157
OG0002409	AAEL004802	ASIC015515
OG0002410	AAEL004803	ASIC015582
OG0002411	AAEL004817	ASIC015504
OG0002412	AAEL004818	ASIC015548
OG0002414	AAEL027919, AAEL004859	ASIC017442
OG0002415	AAEL004877, AAEL027692	ASIC021870
OG0002416	AAEL004896	ASIC000414, ASIC013785
OG0002417	AAEL004903	ASIC002709
OG0002418	AAEL004914	ASIC003259
OG0002419	AAEL004920	ASIC020540
OG0002420	AAEL004931	ASIC012868
OG0002421	AAEL004952	ASIC020906
OG0002422	AAEL004972	ASIC005299
OG0002423	AAEL004973	ASIC002626
OG0002424	AAEL004974, AAEL021447	ASIC005304
OG0002425	AAEL004979	ASIC012615, ASIC012614
OG0002426	AAEL004990	ASIC002624
OG0002427	AAEL005003	ASIC005574
OG0002428	AAEL005006	ASIC020903
OG0002429	AAEL005008	ASIC013876
OG0002430	AAEL005106	ASIC019093
OG0002431	AAEL005131	ASIC005571
OG0002432	AAEL028242, AAEL005133	ASIC015755
OG0002433	AAEL005137, AAEL026783	ASIC004804
OG0002434	AAEL005140, AAEL022249	ASIC004806
OG0002435	AAEL005145	ASIC005577
OG0002436	AAEL027000, AAEL005146	ASIC004808
OG0002437	AAEL024541, AAEL005176	ASIC019645
OG0002438	AAEL005254	ASIC002437
OG0002439	AAEL005258	ASIC003107
OG0002440	AAEL005269	ASIC003106
OG0002441	AAEL005277	ASIC001377, ASIC016620
OG0002442	AAEL020047, AAEL005285	ASIC010122
OG0002443	AAEL005290	ASIC014965
OG0002444	AAEL005308	ASIC014972
OG0002445	AAEL005309	ASIC014967
OG0002446	AAEL005312	ASIC002499
OG0002447	AAEL005374	ASIC021092
OG0002448	AAEL005375	ASIC020557
OG0002449	AAEL005395	ASIC012776
OG0002450	AAEL005410, AAEL025587	ASIC020968
OG0002451	AAEL005411	ASIC020876
OG0002452	AAEL005415, AAEL024350	ASIC020915
OG0002453	AAEL005432	ASIC007625
OG0002454	AAEL005437, AAEL021199	ASIC006819
OG0002455	AAEL005457	ASIC008558
OG0002456	AAEL005472	ASIC013663
OG0002457	AAEL022958, AAEL005475	ASIC007893
OG0002458	AAEL005477, AAEL024807	ASIC007894
OG0002459	AAEL005478, AAEL023936	ASIC007896
OG0002460	AAEL005490	ASIC022233
OG0002461	AAEL005491	ASIC022222
OG0002462	AAEL005493	ASIC014024
OG0002463	AAEL024830, AAEL005518	ASIC020320
OG0002464	AAEL005539	ASIC009948
OG0002465	AAEL020828, AAEL005552	ASIC020587
OG0002466	AAEL005581	ASIC019349
OG0002467	AAEL005590	ASIC019430, ASIC019429
OG0002468	AAEL025712, AAEL005601	ASIC011552
OG0002469	AAEL024040, AAEL005610	ASIC011553
OG0002470	AAEL005628	ASIC010257, ASIC018856
OG0002471	AAEL005633	ASIC012058
OG0002472	AAEL005635	ASIC006568
OG0002473	AAEL014772, AAEL005671	ASIC018869
OG0002474	AAEL005701	ASIC014426
OG0002475	AAEL005704	ASIC014434
OG0002476	AAEL005708	ASIC014429
OG0002477	AAEL005712	ASIC004761
OG0002478	AAEL005718	ASIC005798
OG0002479	AAEL005722	ASIC015087
OG0002480	AAEL005738, AAEL025360	ASIC017345
OG0002481	AAEL005765	ASIC006614
OG0002482	AAEL005772	ASIC007108
OG0002483	AAEL005798, AAEL022056	ASIC010486
OG0002484	AAEL005802	ASIC020961, ASIC020959
OG0002485	AAEL005811, AAEL022803	ASIC021040
OG0002486	AAEL005816	ASIC020964
OG0002487	AAEL005819	ASIC020954
OG0002488	AAEL005851	ASIC009336
OG0002489	AAEL005858	ASIC022364
OG0002490	AAEL005863	ASIC022160
OG0002491	AAEL023516, AAEL005877	ASIC015614
OG0002492	AAEL027510, AAEL005880	ASIC015613
OG0002493	AAEL005885	ASIC015890
OG0002494	AAEL025333, AAEL005892	ASIC015612
OG0002495	AAEL019789, AAEL005901	ASIC000337
OG0002496	AAEL005921	ASIC007061
OG0002497	AAEL005943	ASIC021722
OG0002498	AAEL005945	ASIC008689
OG0002499	AAEL006013	ASIC005073
OG0002500	AAEL023372, AAEL006026	ASIC008998
OG0002501	AAEL006028	ASIC008994
OG0002502	AAEL006035	ASIC014961, ASIC014962
OG0002503	AAEL025276, AAEL006038	ASIC008990
OG0002504	AAEL006039	ASIC008988
OG0002505	AAEL006061	ASIC004554
OG0002506	AAEL023240, AAEL006063	ASIC020872
OG0002507	AAEL025772, AAEL006075	ASIC020875
OG0002508	AAEL006095	ASIC015242
OG0002509	AAEL006122	ASIC021499, ASIC021498
OG0002510	AAEL006128	ASIC002752, ASIC002751
OG0002511	AAEL006145, AAEL006812	ASIC007053
OG0002512	AAEL021190, AAEL006155	ASIC002750
OG0002513	AAEL006169	ASIC012633
OG0002514	AAEL006187	ASIC002834
OG0002515	AAEL006196	ASIC003509
OG0002516	AAEL006214	ASIC012928
OG0002517	AAEL006226	ASIC012933, ASIC012931
OG0002518	AAEL006227	ASIC012926
OG0002519	AAEL006236	ASIC020118
OG0002520	AAEL006239	ASIC000725
OG0002521	AAEL006258	ASIC017581
OG0002522	AAEL006269	ASIC021263, ASIC021262
OG0002523	AAEL006275	ASIC021256
OG0002524	AAEL006294	ASIC007579
OG0002525	AAEL006309	ASIC000827
OG0002526	AAEL006312	ASIC012302, ASIC012303
OG0002527	AAEL006315	ASIC000828
OG0002528	AAEL006320	ASIC000823
OG0002529	AAEL006321	ASIC000829
OG0002530	AAEL006354, AAEL006342	ASIC014810
OG0002531	AAEL006347	ASIC014767, ASIC014769
OG0002532	AAEL006349	ASIC014818
OG0002533	AAEL006356	ASIC014798
OG0002534	AAEL006360	ASIC014806, ASIC014796
OG0002535	AAEL006386	ASIC014484
OG0002536	AAEL006399	ASIC010632
OG0002537	AAEL006416, AAEL009224	ASIC019630
OG0002538	AAEL006435	ASIC020720
OG0002539	AAEL006442	ASIC013106
OG0002540	AAEL006449	ASIC020731
OG0002541	AAEL006452	ASIC013105
OG0002542	AAEL006469	ASIC015285
OG0002543	AAEL006474	ASIC002949
OG0002544	AAEL006515, AAEL006507	ASIC007414
OG0002545	AAEL006510	ASIC007254
OG0002546	AAEL022739, AAEL006532	ASIC007266
OG0002547	AAEL006541	ASIC012905
OG0002548	AAEL006550	ASIC012910
OG0002549	AAEL006570, AAEL015457	ASIC018963
OG0002550	AAEL006571	ASIC011099
OG0002552	AAEL006584	ASIC018970
OG0002553	AAEL026822, AAEL006619	ASIC007443
OG0002554	AAEL006633	ASIC016006
OG0002555	AAEL006641	ASIC011392
OG0002556	AAEL006650	ASIC012854
OG0002557	AAEL006689	ASIC018107
OG0002558	AAEL006690	ASIC018116
OG0002559	AAEL006700	ASIC018108
OG0002560	AAEL006703	ASIC018109
