Orthogroup	AaegyptiLVP_AGWG	AdirusWRAIR2
OG0002596	AAEL007150	ADIR010156
OG0002597	AAEL007153	ADIR010155
OG0002598	AAEL007156	ADIR005563
OG0002599	AAEL007180	ADIR015998
OG0002600	AAEL007187	ADIR015999
OG0002601	AAEL007197	ADIR004743
OG0002602	AAEL007208	ADIR007469
OG0002603	AAEL007209	ADIR005531
OG0002604	AAEL007226	ADIR006342
OG0002605	AAEL023227, AAEL007228	ADIR011463
OG0002606	AAEL007230	ADIR011462
OG0002607	AAEL007276	ADIR005156
OG0002608	AAEL007282	ADIR003102
OG0002609	AAEL007283	ADIR004475
OG0002610	AAEL007289	ADIR003118
OG0002611	AAEL007311	ADIR009239
OG0002612	AAEL007322	ADIR008609
OG0002613	AAEL007343	ADIR004408
OG0002614	AAEL007351	ADIR004542
OG0002615	AAEL007353	ADIR004544
OG0002616	AAEL007356	ADIR004541
OG0002617	AAEL007357	ADIR004543
OG0002618	AAEL007369	ADIR004093, ADIR004092
OG0002619	AAEL007370	ADIR004090
OG0002620	AAEL007375	ADIR004088
OG0002621	AAEL007389	ADIR010063, ADIR010052, ADIR008448
OG0002623	AAEL007487	ADIR005455
OG0002624	AAEL007494	ADIR008511
OG0002625	AAEL022065, AAEL007496	ADIR004563
OG0002626	AAEL007512	ADIR010631
OG0002627	AAEL007527	ADIR008068, ADIR008069
OG0002628	AAEL007531	ADIR008070
OG0002629	AAEL007541	ADIR000679
OG0002630	AAEL007546	ADIR000681
OG0002631	AAEL007565	ADIR004898
OG0002632	AAEL023687, AAEL007576	ADIR004715
OG0002633	AAEL021474, AAEL007578	ADIR004718
OG0002634	AAEL007581, AAEL024947	ADIR004717
OG0002635	AAEL007586	ADIR002593
OG0002636	AAEL007632	ADIR003637
OG0002637	AAEL007647, AAEL028214	ADIR003275
OG0002638	AAEL007667	ADIR000913
OG0002639	AAEL007668	ADIR001024
OG0002640	AAEL007681	ADIR009342
OG0002641	AAEL007682	ADIR009334, ADIR009335
OG0002642	AAEL007691	ADIR009338
OG0002643	AAEL007694	ADIR009339
OG0002644	AAEL007697	ADIR006025
OG0002645	AAEL007699	ADIR006021
OG0002646	AAEL007700	ADIR006015
OG0002647	AAEL007704	ADIR006024
OG0002648	AAEL007710	ADIR006022
OG0002649	AAEL007712	ADIR001738
OG0002650	AAEL007726	ADIR009454
OG0002651	AAEL007752	ADIR001003
OG0002652	AAEL007770	ADIR004353
OG0002653	AAEL007792	ADIR006662
OG0002654	AAEL028044, AAEL007797	ADIR002556
OG0002655	AAEL007804	ADIR006378
OG0002656	AAEL007806	ADIR004527
OG0002657	AAEL007811	ADIR006155
OG0002658	AAEL007826	ADIR009720
OG0002659	AAEL007832, AAEL021197	ADIR005787
OG0002660	AAEL007838	ADIR001425
OG0002661	AAEL007865	ADIR005924
OG0002662	AAEL007876	ADIR000269
OG0002663	AAEL007884, AAEL025379	ADIR000008
OG0002664	AAEL007889	ADIR000469
OG0002665	AAEL007899	ADIR005692
OG0002666	AAEL007914	ADIR005966
OG0002667	AAEL007990	ADIR007312
OG0002668	AAEL008000	ADIR007291
OG0002669	AAEL008002	ADIR007292
OG0002670	AAEL008003	ADIR003468
OG0002671	AAEL008005	ADIR007296
OG0002672	AAEL008006	ADIR007295
OG0002673	AAEL008014	ADIR003935
OG0002674	AAEL008021	ADIR001508
OG0002675	AAEL026494, AAEL008027	ADIR001253
OG0002676	AAEL023051, AAEL008037	ADIR005480
OG0002677	AAEL008063	ADIR002476
OG0002678	AAEL008084	ADIR000820
OG0002679	AAEL008112	ADIR010068
OG0002680	AAEL008125	ADIR006643
OG0002681	AAEL008146	ADIR002082
OG0002682	AAEL022013, AAEL008177	ADIR003045
OG0002683	AAEL008183, AAEL026780	ADIR003048
OG0002684	AAEL008185	ADIR003044
OG0002685	AAEL008192	ADIR003059
OG0002686	AAEL008199	ADIR006882
OG0002687	AAEL008210	ADIR008233
OG0002688	AAEL008257	ADIR003074
OG0002689	AAEL008267, AAEL022284	ADIR001795
OG0002690	AAEL026955, AAEL008299	ADIR000797
OG0002691	AAEL020291, AAEL008306	ADIR004627
OG0002692	AAEL008324	ADIR009390
OG0002693	AAEL008329	ADIR004028
OG0002694	AAEL008336	ADIR000600
OG0002695	AAEL008347	ADIR000869
OG0002696	AAEL008356	ADIR016044
OG0002697	AAEL008364	ADIR010580
OG0002698	AAEL008367	ADIR010573
OG0002699	AAEL008389	ADIR000043
OG0002700	AAEL008404, AAEL022775	ADIR001465
OG0002701	AAEL008406	ADIR006894
OG0002702	AAEL008410	ADIR001314
OG0002703	AAEL008414, AAEL021404	ADIR002942
OG0002704	AAEL008417, AAEL028177	ADIR002941
OG0002705	AAEL008427	ADIR009040
OG0002706	AAEL008431	ADIR009004
OG0002707	AAEL008454, AAEL027406	ADIR006684
OG0002708	AAEL008458	ADIR002053
OG0002709	AAEL008462	ADIR000817
OG0002710	AAEL008465	ADIR006574
OG0002712	AAEL008494, AAEL025921	ADIR006221
OG0002713	AAEL008507	ADIR003849
OG0002714	AAEL008509	ADIR007918
OG0002715	AAEL008510	ADIR008742, ADIR008741
OG0002716	AAEL008517	ADIR007917
OG0002717	AAEL008556	ADIR011521
OG0002718	AAEL008565	ADIR004221
OG0002719	AAEL008578	ADIR000771, ADIR001983
OG0002720	AAEL008583	ADIR002362
OG0002721	AAEL024694	ADIR004470
OG0002722	AAEL008593	ADIR011254
OG0002723	AAEL008671	ADIR005189
OG0002724	AAEL008683	ADIR007786, ADIR005690
OG0002725	AAEL008714	ADIR003203
OG0002726	AAEL008717	ADIR004067
OG0002727	AAEL008751, AAEL008749	ADIR006697
OG0002728	AAEL008752	ADIR009442
OG0002729	AAEL008755	ADIR009438
OG0002730	AAEL008759	ADIR009443
OG0002731	AAEL008763	ADIR009437
OG0002732	AAEL008773	ADIR001616
OG0002733	AAEL008788	ADIR010554
OG0002734	AAEL008828	ADIR008389
OG0002735	AAEL008829	ADIR008390
OG0002736	AAEL020133	ADIR006858
OG0002737	AAEL008841	ADIR010978
OG0002738	AAEL008848	ADIR010987
OG0002739	AAEL008862	ADIR009150
OG0002740	AAEL008863	ADIR001865
OG0002741	AAEL008871	ADIR001860
OG0002742	AAEL008893	ADIR009172
OG0002743	AAEL008894	ADIR002056
OG0002744	AAEL008940	ADIR001326
OG0002745	AAEL008944	ADIR006576
OG0002746	AAEL008947	ADIR003540
OG0002747	AAEL008962	ADIR001044
OG0002748	AAEL009024	ADIR008908
OG0002749	AAEL009077	ADIR008207
OG0002750	AAEL009092	ADIR003417, ADIR003418
OG0002751	AAEL009110	ADIR006611
OG0002752	AAEL009112	ADIR006609
OG0002753	AAEL009147	ADIR004773
OG0002754	AAEL009153, AAEL025687	ADIR002495
OG0002755	AAEL009154	ADIR001047, ADIR006840
OG0002756	AAEL009185	ADIR006869
OG0002757	AAEL009192	ADIR006866
OG0002758	AAEL009235	ADIR006881
OG0002759	AAEL009240	ADIR006885
OG0002760	AAEL009242	ADIR006884
OG0002761	AAEL009244	ADIR007695
OG0002762	AAEL009257	ADIR010940
OG0002763	AAEL009264	ADIR010935
OG0002764	AAEL021214, AAEL009276	ADIR008046
OG0002765	AAEL009278	ADIR001684
OG0002766	AAEL009280, AAEL023779	ADIR001752
OG0002767	AAEL009282	ADIR007048
OG0002768	AAEL009287	ADIR007053
OG0002769	AAEL009302	ADIR007051
OG0002770	AAEL023202, AAEL009306	ADIR016201
OG0002771	AAEL009309, AAEL027140	ADIR004422
OG0002772	AAEL009311	ADIR006650
OG0002773	AAEL009327	ADIR009705
OG0002774	AAEL009340	ADIR004469, ADIR006749
OG0002775	AAEL009360	ADIR004113
OG0002776	AAEL027008, AAEL009372	ADIR003088
OG0002777	AAEL009381	ADIR002679
OG0002778	AAEL009394, AAEL024085	ADIR002360
OG0002779	AAEL009406	ADIR000461
OG0002780	AAEL009412	ADIR016119, ADIR016120
OG0002781	AAEL009428	ADIR006329
OG0002782	AAEL013687, AAEL009448	ADIR003790
OG0002783	AAEL009467	ADIR001025
OG0002784	AAEL009486, AAEL023604	ADIR001453
OG0002785	AAEL009497	ADIR002119
OG0002786	AAEL009498, AAEL017156	ADIR011309
OG0002787	AAEL009507	ADIR005618
OG0002788	AAEL009538	ADIR009778
OG0002789	AAEL009544	ADIR009125
OG0002790	AAEL009579	ADIR005401
OG0002791	AAEL009615	ADIR003875, ADIR003877
OG0002792	AAEL020156, AAEL009630	ADIR002639
OG0002793	AAEL009644	ADIR004576
OG0002794	AAEL009645	ADIR001035
OG0002795	AAEL009660	ADIR009662
OG0002796	AAEL009663	ADIR002232
OG0002797	AAEL021799, AAEL009720	ADIR008304
OG0002798	AAEL009722	ADIR005875
OG0002799	AAEL009729	ADIR011641, ADIR011640
OG0002800	AAEL009734	ADIR008800
OG0002801	AAEL009736	ADIR008798
OG0002802	AAEL009748, AAEL026380	ADIR009736
OG0002803	AAEL009773	ADIR001358
OG0002805	AAEL009808	ADIR009267
OG0002806	AAEL009811	ADIR011721
OG0002807	AAEL009825, AAEL024434	ADIR004070
OG0002808	AAEL009835	ADIR010033
OG0002809	AAEL009839	ADIR010035
OG0002810	AAEL009846	ADIR010034
OG0002811	AAEL009857	ADIR007876
OG0002812	AAEL009858	ADIR007875
OG0002813	AAEL009869	ADIR001356
OG0002814	AAEL009883	ADIR006439
OG0002815	AAEL009893	ADIR003145
OG0002816	AAEL009895	ADIR006440
OG0002817	AAEL009911	ADIR002897
OG0002818	AAEL012015, AAEL009913	ADIR008265
OG0002819	AAEL022554, AAEL009915	ADIR008305
OG0002820	AAEL009932	ADIR006714
OG0002821	AAEL009951	ADIR004789
OG0002822	AAEL009955	ADIR002703
OG0002823	AAEL009959	ADIR004287
OG0002824	AAEL009994	ADIR006669
OG0002825	AAEL010004	ADIR002604
OG0002826	AAEL010012	ADIR002926
OG0002827	AAEL010013, AAEL023654	ADIR005799
OG0002828	AAEL010037	ADIR007760
OG0002829	AAEL023468, AAEL010045	ADIR002404
OG0002830	AAEL022213, AAEL010048	ADIR002405
OG0002831	AAEL010049, AAEL021853	ADIR002395
OG0002832	AAEL010059	ADIR008990
OG0002833	AAEL010061	ADIR003065
OG0002834	AAEL010065	ADIR003067
OG0002835	AAEL010067	ADIR014824
OG0002836	AAEL022340, AAEL010071	ADIR001740
OG0002837	AAEL010074, AAEL024455	ADIR001741
OG0002838	AAEL010108	ADIR007290
OG0002839	AAEL010145	ADIR000719
OG0002840	AAEL010147	ADIR000716
OG0002841	AAEL010162	ADIR010011
OG0002842	AAEL010175	ADIR010012
OG0002843	AAEL021915, AAEL010178	ADIR010013
OG0002844	AAEL010185, AAEL020182	ADIR010015
OG0002845	AAEL010190	ADIR009238
OG0002846	AAEL010214	ADIR006751
OG0002847	AAEL026577, AAEL010222	ADIR008937
OG0002848	AAEL010289, AAEL027040	ADIR004046
OG0002849	AAEL010324	ADIR002308
OG0002850	AAEL010327	ADIR002306
OG0002851	AAEL010379	ADIR006879
OG0002852	AAEL010386	ADIR007845
OG0002853	AAEL010387	ADIR006880
OG0002854	AAEL010411	ADIR005416
OG0002855	AAEL010412	ADIR002975
OG0002856	AAEL010413	ADIR009047
OG0002857	AAEL010414	ADIR009088
OG0002858	AAEL010432	ADIR010688
OG0002859	AAEL010439	ADIR010689
OG0002860	AAEL010461, AAEL023327	ADIR006647
OG0002861	AAEL010483	ADIR008335
OG0002862	AAEL010488	ADIR006115
OG0002863	AAEL010509	ADIR008673
OG0002864	AAEL010513	ADIR006549
OG0002866	AAEL010543	ADIR011397
OG0002867	AAEL010546	ADIR011330
OG0002868	AAEL023059, AAEL010557	ADIR000986
OG0002869	AAEL010563	ADIR001352
OG0002870	AAEL010589	ADIR006872
OG0002871	AAEL010598	ADIR008610
OG0002872	AAEL010626	ADIR002953
OG0002873	AAEL026393, AAEL010640	ADIR005125
OG0002874	AAEL010644, AAEL023255	ADIR003974
OG0002875	AAEL017375, AAEL010691	ADIR003564
OG0002876	AAEL010698	ADIR004229
OG0002877	AAEL010704	ADIR002100
OG0002878	AAEL010721	ADIR003402
OG0002879	AAEL010732	ADIR007540, ADIR006263
OG0002880	AAEL010770	ADIR011485
OG0002881	AAEL020552, AAEL010772	ADIR011478
OG0002882	AAEL010791	ADIR002973
OG0002883	AAEL010815	ADIR005333
OG0002884	AAEL010816	ADIR002630
OG0002885	AAEL010869	ADIR000473
OG0002886	AAEL010896	ADIR002869
OG0002887	AAEL010900	ADIR006938
OG0002888	AAEL010909, AAEL010915	ADIR000153
OG0002889	AAEL010913	ADIR000125
OG0002890	AAEL010944	ADIR002569
OG0002891	AAEL010949	ADIR002573
OG0002892	AAEL010954	ADIR002570
OG0002893	AAEL010955	ADIR002572
OG0002894	AAEL010963	ADIR010974, ADIR009234
OG0002895	AAEL024051, AAEL010964	ADIR007359
OG0002896	AAEL010978	ADIR010162
OG0002897	AAEL011049	ADIR007009, ADIR001716
OG0002898	AAEL026089, AAEL011055	ADIR007006
OG0002899	AAEL020154, AAEL011056	ADIR009436
OG0002900	AAEL011067	ADIR011561
OG0002901	AAEL011073	ADIR003978
OG0002902	AAEL011074	ADIR003982
OG0002903	AAEL011078	ADIR003977
OG0002904	AAEL011081	ADIR000776
OG0002905	AAEL011095	ADIR009298
OG0002906	AAEL011101	ADIR009302
OG0002907	AAEL021134, AAEL011105	ADIR011537
OG0002908	AAEL011112, AAEL024696	ADIR002635
OG0002909	AAEL011114	ADIR009877
OG0002910	AAEL027602, AAEL011125	ADIR005325
OG0002911	AAEL011136	ADIR007749
OG0002912	AAEL024420, AAEL011147	ADIR003093
OG0002913	AAEL011187, AAEL022923	ADIR009873
OG0002914	AAEL011210, AAEL011213	ADIR003726
OG0002915	AAEL011227	ADIR005733
OG0002916	AAEL011255	ADIR006746
OG0002917	AAEL011264	ADIR015778
OG0002918	AAEL011277	ADIR004108
OG0002919	AAEL011288	ADIR001129
OG0002920	AAEL022100, AAEL011329	ADIR004449
OG0002921	AAEL024423, AAEL011353	ADIR010864
OG0002922	AAEL011359	ADIR001048
OG0002923	AAEL011368	ADIR006813
OG0002924	AAEL011383	ADIR006037
OG0002925	AAEL011390	ADIR005211
OG0002926	AAEL011415	ADIR001815
OG0002927	AAEL011416	ADIR000492
OG0002928	AAEL011422	ADIR000491
OG0002929	AAEL011465	ADIR001561
OG0002930	AAEL011471	ADIR015983
OG0002931	AAEL011480, AAEL021317	ADIR003025
OG0002932	AAEL024932, AAEL011488	ADIR011283
OG0002933	AAEL022271, AAEL011492	ADIR008217
OG0002934	AAEL011521, AAEL017160	ADIR005845
OG0002935	AAEL011522	ADIR008502
OG0002936	AAEL011532	ADIR009654
OG0002937	AAEL011536	ADIR004141
OG0002938	AAEL011538	ADIR004145
OG0002939	AAEL024516, AAEL011578	ADIR003669
OG0002941	AAEL011584	ADIR003219
OG0002942	AAEL011591	ADIR007071
OG0002943	AAEL011606	ADIR008728
OG0002944	AAEL011626	ADIR009749
OG0002945	AAEL011629	ADIR000396
OG0002946	AAEL011637	ADIR009149
OG0002947	AAEL011649	ADIR000458
OG0002948	AAEL011685	ADIR008310
OG0002949	AAEL011688	ADIR009110
OG0002950	AAEL011696	ADIR005745
OG0002951	AAEL011698, AAEL021810	ADIR008312
OG0002952	AAEL011748, AAEL025877	ADIR006569
OG0002953	AAEL011756, AAEL027336	ADIR001127
OG0002954	AAEL011758, AAEL025082	ADIR001388
OG0002955	AAEL011765	ADIR001667
OG0002956	AAEL028034, AAEL011777	ADIR002728
OG0002957	AAEL011788	ADIR000276
OG0002958	AAEL011794	ADIR000275, ADIR000277
OG0002959	AAEL011835, AAEL019454	ADIR001724
OG0002960	AAEL011842, AAEL023454	ADIR002338
OG0002961	AAEL011865	ADIR004342
OG0002962	AAEL011870	ADIR004237
OG0002963	AAEL011877, AAEL019456	ADIR004234
OG0002964	AAEL011892	ADIR010783
OG0002965	AAEL011900	ADIR006098
OG0002966	AAEL011918	ADIR001944
OG0002967	AAEL011920, AAEL011922	ADIR001949
OG0002968	AAEL019823, AAEL011968	ADIR005491
OG0002969	AAEL012019	ADIR009226
OG0002970	AAEL012039	ADIR005874
OG0002971	AAEL012063	ADIR006655
OG0002972	AAEL025343, AAEL012088	ADIR004625
OG0002973	AAEL012114	ADIR006132
OG0002974	AAEL012129	ADIR000390
OG0002975	AAEL012134	ADIR000388
OG0002976	AAEL012203	ADIR001560
OG0002977	AAEL012219, AAEL025314	ADIR015517
OG0002978	AAEL012234	ADIR001250
OG0002979	AAEL027026, AAEL012235	ADIR001152
OG0002980	AAEL012249	ADIR008989
OG0002981	AAEL012250	ADIR008988
OG0002983	AAEL025469, AAEL012323	ADIR004512
OG0002984	AAEL012347, AAEL022078	ADIR003294
OG0002985	AAEL012359, AAEL027453	ADIR008041
OG0002986	AAEL012372	ADIR001577
OG0002987	AAEL012380, AAEL021026	ADIR001576
OG0002988	AAEL012398	ADIR009059
OG0002989	AAEL012404	ADIR001427
OG0002990	AAEL012426, AAEL022629	ADIR003550
OG0002991	AAEL012449	ADIR004778
OG0002992	AAEL012466	ADIR003920
OG0002993	AAEL012474	ADIR008634, ADIR008635
OG0002994	AAEL012502	ADIR002345
OG0002995	AAEL012508	ADIR003715
OG0002996	AAEL012520	ADIR004869
OG0002997	AAEL012523	ADIR004868
OG0002998	AAEL012549	ADIR003945
OG0002999	AAEL012556	ADIR008536
OG0003000	AAEL012577	ADIR010376
OG0003001	AAEL012579	ADIR002978
OG0003002	AAEL012582	ADIR010375
OG0003003	AAEL012583	ADIR002979
OG0003004	AAEL012618	ADIR006497
OG0003005	AAEL012632	ADIR016205, ADIR016206
OG0003006	AAEL012637	ADIR008152
OG0003007	AAEL012640	ADIR009738
OG0003008	AAEL012661	ADIR007081
OG0003009	AAEL012723	ADIR010117
OG0003010	AAEL012725	ADIR010116
OG0003011	AAEL012792	ADIR002553, ADIR002554
OG0003012	AAEL012793	ADIR003910
OG0003013	AAEL012809	ADIR000850
OG0003014	AAEL012819	ADIR002712
OG0003015	AAEL012825	ADIR002881
OG0003016	AAEL012827	ADIR002882
OG0003017	AAEL012851	ADIR009167
OG0003018	AAEL012873	ADIR007146
OG0003019	AAEL012887	ADIR010120
OG0003020	AAEL012897	ADIR008542
OG0003021	AAEL012906	ADIR009426
OG0003022	AAEL012924	ADIR005458
OG0003023	AAEL012932	ADIR005158
OG0003024	AAEL012980	ADIR008051
OG0003025	AAEL013042	ADIR009332, ADIR009331
OG0003026	AAEL013045	ADIR002257
OG0003027	AAEL013046	ADIR002283
OG0003029	AAEL013070	ADIR004006
OG0003030	AAEL013135, AAEL027786	ADIR004391
OG0003031	AAEL013143	ADIR007371
OG0003032	AAEL013148	ADIR004981
OG0003033	AAEL013184	ADIR008953
OG0003034	AAEL013194	ADIR006417
OG0003035	AAEL023126, AAEL013232	ADIR001899
OG0003036	AAEL013237, AAEL023175	ADIR014173
OG0003037	AAEL026913, AAEL013277	ADIR007735
OG0003038	AAEL013279	ADIR007734
OG0003039	AAEL013286	ADIR003451
OG0003040	AAEL013320	ADIR010721
OG0003041	AAEL013330	ADIR004399
OG0003043	AAEL013356	ADIR011346
OG0003044	AAEL013359	ADIR011349
OG0003045	AAEL013408, AAEL027347	ADIR001685
OG0003046	AAEL013431	ADIR006570
OG0003047	AAEL013452	ADIR003738
OG0003048	AAEL013463	ADIR011315
OG0003049	AAEL013488	ADIR007086
OG0003050	AAEL013505	ADIR000555
OG0003051	AAEL013509	ADIR008874
OG0003052	AAEL013518	ADIR005730
OG0003053	AAEL013526	ADIR008417
OG0003054	AAEL013546	ADIR010355
OG0003055	AAEL013571	ADIR007033
OG0003056	AAEL013600	ADIR000991
OG0003057	AAEL013606	ADIR003644
OG0003058	AAEL013611	ADIR000825
OG0003059	AAEL013643	ADIR004850
OG0003060	AAEL013652	ADIR001393
OG0003061	AAEL013675	ADIR000101
OG0003062	AAEL013725	ADIR006735
OG0003063	AAEL013728	ADIR000015
OG0003064	AAEL013729	ADIR002267, ADIR002265
OG0003065	AAEL024747, AAEL013739	ADIR005841
OG0003066	AAEL013749	ADIR010231
OG0003067	AAEL013761	ADIR002055
OG0003068	AAEL013828	ADIR010507
OG0003069	AAEL013842	ADIR001320, ADIR005545
OG0003070	AAEL013858	ADIR009103
OG0003071	AAEL013869	ADIR005628
OG0003072	AAEL013870	ADIR004708
OG0003073	AAEL013876	ADIR004149
OG0003074	AAEL013935	ADIR005010
OG0003075	AAEL013979	ADIR001714
OG0003076	AAEL013984	ADIR000287, ADIR016089
OG0003077	AAEL013989	ADIR000285
OG0003078	AAEL013999	ADIR003807
OG0003079	AAEL014002	ADIR011005
OG0003080	AAEL014021	ADIR008136
OG0003081	AAEL014044	ADIR006732
OG0003082	AAEL014051, AAEL027396	ADIR003939
OG0003083	AAEL014055	ADIR010511
OG0003084	AAEL014058	ADIR004546
OG0003085	AAEL028139	ADIR009995
OG0003086	AAEL014176	ADIR002906
OG0003087	AAEL014235, AAEL027196	ADIR007992
OG0003088	AAEL014248	ADIR004586
OG0003089	AAEL014262	ADIR008901
OG0003090	AAEL014274	ADIR000937
OG0003091	AAEL014314	ADIR008156
OG0003092	AAEL014355	ADIR005170
OG0003093	AAEL014362	ADIR007330
OG0003094	AAEL014393	ADIR002252
OG0003095	AAEL014416	ADIR011334
OG0003096	AAEL014447	ADIR007752
OG0003097	AAEL021584, AAEL014457	ADIR011424
OG0003099	AAEL014507	ADIR007281
OG0003100	AAEL014519	ADIR008793
OG0003101	AAEL014531	ADIR002582
OG0003102	AAEL014534	ADIR011088
OG0003103	AAEL021316, AAEL014555	ADIR004808
OG0003104	AAEL014556	ADIR004807
OG0003105	AAEL025918, AAEL014557	ADIR015681
OG0003106	AAEL014568	ADIR004414, ADIR004415
OG0003107	AAEL014576	ADIR004151
OG0003108	AAEL014594, AAEL026813	ADIR008826
OG0003109	AAEL014657	ADIR001414
OG0003110	AAEL014695	ADIR001447
OG0003111	AAEL014752, AAEL025965	ADIR002280
OG0003112	AAEL023615, AAEL014767, AAEL024096	ADIR007729
OG0003113	AAEL014847	ADIR004500
OG0003114	AAEL014871	ADIR005605
OG0003115	AAEL014913	ADIR009050
OG0003116	AAEL014931	ADIR008846
OG0003117	AAEL014932	ADIR007364
OG0003118	AAEL014936, AAEL020430	ADIR008038
OG0003119	AAEL014964	ADIR003742
OG0003120	AAEL020524, AAEL014972	ADIR008579
OG0003121	AAEL015041	ADIR004211
OG0003122	AAEL015051	ADIR011671
OG0003123	AAEL026694, AAEL015099	ADIR008622
OG0003124	AAEL015110	ADIR006326
OG0003125	AAEL015151	ADIR009042
OG0003126	AAEL015156	ADIR002952
OG0003127	AAEL015202	ADIR004913
OG0003128	AAEL015314	ADIR001659
OG0003129	AAEL015355	ADIR002611
OG0003130	AAEL015356	ADIR011414
OG0003131	AAEL015477	ADIR000938
OG0003132	AAEL015575	ADIR005887
OG0003133	AAEL015609	ADIR002924
OG0003134	AAEL016967	ADIR006500
OG0003135	AAEL016982	ADIR009263
OG0003136	AAEL017012	ADIR005009
OG0003137	AAEL021847, AAEL017029	ADIR007539
OG0003138	AAEL017095	ADIR001953
OG0003139	AAEL017116	ADIR002507
OG0003140	AAEL020135, AAEL017135	ADIR004418
OG0003141	AAEL017181	ADIR000349
OG0003142	AAEL017226	ADIR009885
OG0003143	AAEL017227, AAEL028143	ADIR008408
OG0003144	AAEL017229	ADIR000569
OG0003145	AAEL017363	ADIR000741
OG0003146	AAEL017400	ADIR011715
OG0003147	AAEL017499	ADIR004534
OG0003148	AAEL017566	ADIR003709
OG0003149	AAEL018029	ADIR000330
OG0003150	AAEL018031	ADIR001426
OG0003151	AAEL025669, AAEL018051	ADIR010059
OG0003152	AAEL018057	ADIR000963
OG0003153	AAEL018113	ADIR003032, ADIR003030
OG0003154	AAEL018117	ADIR006055
OG0003155	AAEL021091, AAEL018120	ADIR008179
OG0003156	AAEL018133	ADIR010168
OG0003157	AAEL018148	ADIR005948
OG0003158	AAEL018155	ADIR000034
OG0003159	AAEL018181	ADIR003888
OG0003160	AAEL018187	ADIR003350
OG0003162	AAEL018217	ADIR008043
OG0003163	AAEL018225	ADIR000090
OG0003164	AAEL018235	ADIR001396
OG0003165	AAEL018251	ADIR010146
OG0003166	AAEL018254	ADIR011279
OG0003167	AAEL018283	ADIR009400, ADIR009399
OG0003168	AAEL018289	ADIR008322
OG0003169	AAEL018290	ADIR007699
OG0003170	AAEL018306	ADIR005378
OG0003171	AAEL018336	ADIR008581, ADIR008578
OG0003172	AAEL018700	ADIR009166
OG0003173	AAEL018709	ADIR007265
OG0003174	AAEL019440	ADIR008849
OG0003175	AAEL019445	ADIR003023
OG0003176	AAEL019449	ADIR011713
OG0003177	AAEL019450	ADIR001879
OG0003178	AAEL019465	ADIR004615
OG0003179	AAEL019468	ADIR010436, ADIR011699
OG0003180	AAEL019472	ADIR009322, ADIR009323
OG0003181	AAEL019474	ADIR006050
OG0003182	AAEL019482	ADIR011044
OG0003183	AAEL019484	ADIR015689
OG0003184	AAEL019488	ADIR003779
OG0003185	AAEL019500	ADIR003322, ADIR003321
OG0003186	AAEL019501	ADIR008484
OG0003187	AAEL019507	ADIR000279
OG0003188	AAEL019524	ADIR010971
OG0003189	AAEL019528, AAEL024379	ADIR007944
OG0003190	AAEL019531	ADIR010206
OG0003191	AAEL019533	ADIR011647
OG0003192	AAEL019550	ADIR008549
OG0003193	AAEL019555	ADIR004481
OG0003194	AAEL019561	ADIR002305
OG0003195	AAEL024722, AAEL019563	ADIR009095
OG0003196	AAEL019568	ADIR006070
OG0003197	AAEL019569	ADIR000219
OG0003198	AAEL019581	ADIR007615
OG0003199	AAEL019584, AAEL019585	ADIR002027
OG0003200	AAEL019588	ADIR011045
OG0003201	AAEL019589	ADIR010202
OG0003202	AAEL019595	ADIR003909
OG0003203	AAEL019611	ADIR010970
OG0003204	AAEL019621, AAEL019620	ADIR000851
OG0003205	AAEL019624	ADIR010699
OG0003206	AAEL025224	ADIR009674
OG0003207	AAEL019634, AAEL020239	ADIR011015
OG0003208	AAEL019648	ADIR002714
OG0003209	AAEL019657	ADIR009016
OG0003210	AAEL019666	ADIR005351, ADIR005350
OG0003211	AAEL019674	ADIR007549, ADIR007547
OG0003212	AAEL019694	ADIR004255
OG0003213	AAEL019699	ADIR009112
