Orthogroup	AaegyptiLVP_AGWG	AfunestusAfunGA1
OG0001481	AAEL001680	AFUN2_010828
OG0001482	AAEL001682, AAEL027289	AFUN2_006148
OG0001483	AAEL001695	AFUN2_002425
OG0001484	AAEL001696	AFUN2_002754
OG0001486	AAEL001738	AFUN2_014768
OG0001487	AAEL001766	AFUN2_013007, AFUN2_002662
OG0001488	AAEL001782	AFUN2_013484
OG0001489	AAEL001819	AFUN2_008993
OG0001490	AAEL010261, AAEL001879	AFUN2_011520
OG0001491	AAEL001939	AFUN2_011316
OG0001492	AAEL001986	AFUN2_004728
OG0001493	AAEL024597, AAEL002006	AFUN2_008689
OG0001494	AAEL002011	AFUN2_008313
OG0001495	AAEL002047	AFUN2_009113
OG0001496	AAEL002050	AFUN2_005684
OG0001497	AAEL002069	AFUN2_014203
OG0001498	AAEL002135	AFUN2_014107
OG0001499	AAEL002139	AFUN2_014795, AFUN2_009169
OG0001500	AAEL002175	AFUN2_010323
OG0001501	AAEL015481, AAEL002275	AFUN2_012817
OG0001502	AAEL002389, AAEL020851	AFUN2_005531
OG0001503	AAEL024419, AAEL002415	AFUN2_009974
OG0001504	AAEL002503	AFUN2_002561, AFUN2_009083
OG0001505	AAEL025146, AAEL002510	AFUN2_012889
OG0001506	AAEL002527	AFUN2_005291
OG0001507	AAEL002577, AAEL002632	AFUN2_011825
OG0001508	AAEL002599	AFUN2_009912
OG0001509	AAEL002651	AFUN2_012231
OG0001510	AAEL002719	AFUN2_005285
OG0001511	AAEL002835	AFUN2_011728
OG0001512	AAEL002838, AAEL002840	AFUN2_002429
OG0001513	AAEL002859	AFUN2_002250
OG0001514	AAEL002902	AFUN2_009422
OG0001515	AAEL002903	AFUN2_006729
OG0001516	AAEL023241, AAEL002932	AFUN2_005872
OG0001517	AAEL003075	AFUN2_012857
OG0001518	AAEL003139	AFUN2_014447
OG0001519	AAEL003173, AAEL003163	AFUN2_000645
OG0001520	AAEL003177	AFUN2_004949, AFUN2_005401
OG0001521	AAEL027087, AAEL003179	AFUN2_012381
OG0001522	AAEL003194	AFUN2_003117
OG0001523	AAEL003211	AFUN2_013991
OG0001524	AAEL003384	AFUN2_013433
OG0001525	AAEL003406, AAEL003430	AFUN2_008504
OG0001526	AAEL003493	AFUN2_002772
OG0001527	AAEL003522	AFUN2_010612
OG0001528	AAEL027762, AAEL003550	AFUN2_000867
OG0001529	AAEL003566	AFUN2_012592
OG0001530	AAEL003605	AFUN2_009250, AFUN2_006133
OG0001531	AAEL011519, AAEL003633	AFUN2_004191
OG0001532	AAEL003658	AFUN2_004100
OG0001533	AAEL003750	AFUN2_008180
OG0001534	AAEL003815	AFUN2_009155
OG0001535	AAEL003824	AFUN2_010804
OG0001536	AAEL023486, AAEL003835	AFUN2_008326
OG0001537	AAEL003953	AFUN2_008238
OG0001538	AAEL004010	AFUN2_002194
OG0001539	AAEL004059	AFUN2_002082
OG0001540	AAEL004119	AFUN2_005901
OG0001541	AAEL004142	AFUN2_008828
OG0001542	AAEL004155	AFUN2_010032, AFUN2_005028, AFUN2_011194, AFUN2_010787
OG0001543	AAEL004235	AFUN2_007707
OG0001544	AAEL004281, AAEL004273	AFUN2_009676
OG0001545	AAEL004295	AFUN2_008409
OG0001546	AAEL004344	AFUN2_005603
OG0001547	AAEL004405	AFUN2_009947
OG0001548	AAEL004415	AFUN2_005481
OG0001549	AAEL004456	AFUN2_013289
OG0001550	AAEL004478	AFUN2_007869
OG0001551	AAEL004495	AFUN2_010073
OG0001552	AAEL004653	AFUN2_009487, AFUN2_010468
OG0001553	AAEL004661	AFUN2_005805
OG0001554	AAEL004702	AFUN2_004593
OG0001555	AAEL022153, AAEL024364, AAEL004750	AFUN2_010245
OG0001556	AAEL004768	AFUN2_011036
OG0001557	AAEL004791	AFUN2_006190
OG0001558	AAEL004799	AFUN2_004173
OG0001559	AAEL025388, AAEL004823	AFUN2_013269
OG0001560	AAEL004964	AFUN2_001463
OG0001561	AAEL004967	AFUN2_007177
OG0001563	AAEL005195	AFUN2_013551
OG0001564	AAEL005206	AFUN2_011258
OG0001565	AAEL005247	AFUN2_003372
OG0001566	AAEL005255	AFUN2_002193
OG0001567	AAEL021152, AAEL023206, AAEL005287, AAEL013691, AAEL008094	AFUN2_013101
OG0001569	AAEL005414	AFUN2_007663
OG0001570	AAEL005419	AFUN2_007750
OG0001571	AAEL028201, AAEL021183, AAEL005433	AFUN2_003368
OG0001572	AAEL026733, AAEL005438, AAEL022095	AFUN2_008632
OG0001573	AAEL005476	AFUN2_006751
OG0001574	AAEL005485	AFUN2_003989
OG0001575	AAEL024254, AAEL005525, AAEL005526	AFUN2_005409
OG0001576	AAEL026634, AAEL005528	AFUN2_006134
OG0001577	AAEL012528, AAEL005536	AFUN2_004803
OG0001578	AAEL005631	AFUN2_000690
OG0001579	AAEL005767	AFUN2_002158
OG0001581	AAEL005842, AAEL022335	AFUN2_009691
OG0001582	AAEL021854, AAEL026114, AAEL005843	AFUN2_006654
OG0001583	AAEL005846	AFUN2_004974
OG0001584	AAEL021191, AAEL005866	AFUN2_001682
OG0001585	AAEL020020, AAEL005893	AFUN2_014408
OG0001586	AAEL005905	AFUN2_010022
OG0001587	AAEL020376, AAEL005950	AFUN2_011600
OG0001588	AAEL005952	AFUN2_013753
OG0001589	AAEL005962	AFUN2_005829
OG0001590	AAEL005970	AFUN2_005748
OG0001591	AAEL006034, AAEL025718	AFUN2_004729
OG0001592	AAEL006164, AAEL009201	AFUN2_008158
OG0001593	AAEL006174	AFUN2_010677
OG0001594	AAEL006181	AFUN2_007255
OG0001595	AAEL006205	AFUN2_008381
OG0001596	AAEL020128, AAEL006216	AFUN2_006283
OG0001597	AAEL006348, AAEL006326	AFUN2_000601
OG0001598	AAEL006340	AFUN2_004271
OG0001599	AAEL006343, AAEL025287	AFUN2_001580
OG0001600	AAEL006367	AFUN2_010971
OG0001601	AAEL006389	AFUN2_014262
OG0001602	AAEL007284, AAEL006440	AFUN2_001517
OG0001603	AAEL022222, AAEL023228, AAEL006445	AFUN2_011074
OG0001604	AAEL006548, AAEL006556	AFUN2_013383
OG0001605	AAEL021322, AAEL024679, AAEL006553	AFUN2_002800
OG0001606	AAEL027492, AAEL006659	AFUN2_014414
OG0001607	AAEL020946, AAEL006687	AFUN2_007598
OG0001608	AAEL006688	AFUN2_009555
OG0001609	AAEL006697	AFUN2_014251
OG0001610	AAEL006718	AFUN2_005349, AFUN2_012581
OG0001611	AAEL026097, AAEL006732	AFUN2_009095
OG0001612	AAEL006772, AAEL024260	AFUN2_012580
OG0001613	AAEL006774	AFUN2_001026
OG0001614	AAEL006790	AFUN2_003458
OG0001615	AAEL006839	AFUN2_005371
OG0001616	AAEL020314, AAEL006854	AFUN2_006005
OG0001617	AAEL006859, AAEL014276	AFUN2_010405
OG0001618	AAEL006919	AFUN2_002358
OG0001619	AAEL006987, AAEL006990	AFUN2_012371
OG0001620	AAEL021420, AAEL006998, AAEL028089	AFUN2_007434
OG0001621	AAEL025660, AAEL007001	AFUN2_005123
OG0001622	AAEL007049	AFUN2_007620
OG0001623	AAEL020187, AAEL007078	AFUN2_007808
OG0001624	AAEL007278, AAEL022274	AFUN2_011628
OG0001625	AAEL007285	AFUN2_004141
OG0001626	AAEL007349	AFUN2_011451
OG0001627	AAEL010393, AAEL007385	AFUN2_006132
OG0001628	AAEL007409	AFUN2_008094
OG0001629	AAEL007473	AFUN2_009385
OG0001630	AAEL007476	AFUN2_004334
OG0001631	AAEL025261, AAEL007492	AFUN2_013907
OG0001632	AAEL007505	AFUN2_005382
OG0001633	AAEL007568	AFUN2_013812
OG0001634	AAEL026096, AAEL007708	AFUN2_000547
OG0001635	AAEL007805	AFUN2_010220
OG0001636	AAEL007814, AAEL021591	AFUN2_004870
OG0001637	AAEL007823	AFUN2_010991
OG0001638	AAEL007902	AFUN2_012185
OG0001639	AAEL007959	AFUN2_013342
OG0001640	AAEL007979	AFUN2_008023
OG0001641	AAEL007987, AAEL025151	AFUN2_006037
OG0001642	AAEL007996	AFUN2_003656
OG0001643	AAEL008010, AAEL025987	AFUN2_001404
OG0001644	AAEL008041	AFUN2_001371
OG0001645	AAEL023409, AAEL008046	AFUN2_009626
OG0001647	AAEL008154	AFUN2_002867
OG0001648	AAEL008188	AFUN2_003046
OG0001649	AAEL008219	AFUN2_009771
OG0001650	AAEL008403	AFUN2_006582
OG0001651	AAEL012845, AAEL008412	AFUN2_000911
OG0001652	AAEL021627, AAEL008416, AAEL022499, AAEL023848	AFUN2_001236
OG0001653	AAEL008450	AFUN2_013590
OG0001654	AAEL008459	AFUN2_004766
OG0001655	AAEL008463	AFUN2_011081
OG0001656	AAEL008592	AFUN2_008148
OG0001657	AAEL008596	AFUN2_006519
OG0001658	AAEL008700	AFUN2_007031
OG0001659	AAEL008738	AFUN2_014028
OG0001660	AAEL008826	AFUN2_000737
OG0001661	AAEL023781, AAEL008842	AFUN2_011434
OG0001662	AAEL008849	AFUN2_003165
OG0001663	AAEL008865	AFUN2_006539
OG0001664	AAEL008941	AFUN2_002127
OG0001665	AAEL008942	AFUN2_002268
OG0001666	AAEL026683, AAEL008956	AFUN2_012727
OG0001667	AAEL008960	AFUN2_008666
OG0001668	AAEL009097	AFUN2_006810
OG0001669	AAEL009183, AAEL027505	AFUN2_009579
OG0001670	AAEL009196	AFUN2_012797
OG0001671	AAEL009265	AFUN2_000541
OG0001672	AAEL009298	AFUN2_006518
OG0001673	AAEL009307	AFUN2_010148
OG0001674	AAEL009351, AAEL021624	AFUN2_000710
OG0001675	AAEL009356, AAEL024601	AFUN2_003507
OG0001676	AAEL009364	AFUN2_000525
OG0001677	AAEL009438	AFUN2_005849
OG0001678	AAEL009471, AAEL009458	AFUN2_013306
OG0001679	AAEL009466	AFUN2_001850
OG0001680	AAEL023741, AAEL009469	AFUN2_013461
OG0001681	AAEL009503, AAEL020495	AFUN2_014618
OG0001682	AAEL009588	AFUN2_000664
OG0001683	AAEL009634	AFUN2_014560
OG0001684	AAEL009637	AFUN2_009267
OG0001685	AAEL026149	AFUN2_004923
OG0001686	AAEL025383, AAEL009701	AFUN2_005997
OG0001687	AAEL009757, AAEL009751	AFUN2_004740
OG0001688	AAEL009753	AFUN2_010326
OG0001689	AAEL009763	AFUN2_005504
OG0001690	AAEL009779	AFUN2_011134
OG0001691	AAEL009850	AFUN2_000660
OG0001692	AAEL028144, AAEL009872	AFUN2_008960
OG0001693	AAEL009894, AAEL012911	AFUN2_000830
OG0001694	AAEL009950	AFUN2_008593
OG0001695	AAEL010008, AAEL026984	AFUN2_002389
OG0001696	AAEL010062	AFUN2_011336
OG0001697	AAEL010090	AFUN2_004538
OG0001698	AAEL011805, AAEL010110	AFUN2_001219
OG0001699	AAEL021547, AAEL024827, AAEL010226	AFUN2_003860
OG0001700	AAEL010260	AFUN2_001530
OG0001701	AAEL010266	AFUN2_009770
OG0001702	AAEL010283	AFUN2_001611
OG0001704	AAEL010311	AFUN2_013048
OG0001705	AAEL010354	AFUN2_003192, AFUN2_000729
OG0001706	AAEL010355	AFUN2_009721
OG0001707	AAEL010390, AAEL010381	AFUN2_003248
OG0001708	AAEL010389	AFUN2_009583
OG0001709	AAEL010422	AFUN2_011506
OG0001710	AAEL021184, AAEL010511	AFUN2_007229
OG0001711	AAEL010568	AFUN2_003265
OG0001712	AAEL010571, AAEL026067	AFUN2_011250
OG0001713	AAEL010593	AFUN2_002549
OG0001714	AAEL010742, AAEL024119	AFUN2_003636
OG0001715	AAEL010757	AFUN2_010208, AFUN2_005337
OG0001716	AAEL010771	AFUN2_007940
OG0001717	AAEL010778	AFUN2_012053
OG0001718	AAEL010827	AFUN2_006086, AFUN2_011704
OG0001719	AAEL010855	AFUN2_002889
OG0001720	AAEL021416, AAEL011123	AFUN2_000663
OG0001721	AAEL024207, AAEL011124	AFUN2_001186
OG0001722	AAEL011157	AFUN2_001009
OG0001723	AAEL011159	AFUN2_008954
OG0001724	AAEL011271	AFUN2_001237
OG0001725	AAEL011345	AFUN2_010068
OG0001726	AAEL011349	AFUN2_002931
OG0001727	AAEL011379	AFUN2_009762
OG0001728	AAEL011382	AFUN2_012218
OG0001729	AAEL011411, AAEL012903	AFUN2_010438
OG0001730	AAEL011436	AFUN2_008487
OG0001731	AAEL011500	AFUN2_006726
OG0001732	AAEL011560	AFUN2_007642
OG0001733	AAEL011562	AFUN2_010267
OG0001734	AAEL011566	AFUN2_001978
OG0001735	AAEL011690, AAEL011691	AFUN2_006734
OG0001736	AAEL011697	AFUN2_001198
OG0001737	AAEL025949, AAEL021786, AAEL011731	AFUN2_004718
OG0001738	AAEL011751, AAEL023265	AFUN2_002380
OG0001739	AAEL011754, AAEL023977	AFUN2_009051, AFUN2_009576
OG0001740	AAEL011768, AAEL011771	AFUN2_001105
OG0001741	AAEL011808, AAEL027830	AFUN2_007096
OG0001742	AAEL011850	AFUN2_012173
OG0001743	AAEL011989	AFUN2_012257
OG0001744	AAEL011991	AFUN2_014229
OG0001745	AAEL011993	AFUN2_009992
OG0001746	AAEL011996	AFUN2_009688
OG0001747	AAEL012016	AFUN2_003189
OG0001748	AAEL027882, AAEL012059	AFUN2_008016
OG0001749	AAEL021939, AAEL012178	AFUN2_003323
OG0001750	AAEL012233	AFUN2_012487
OG0001751	AAEL012324	AFUN2_002625
OG0001752	AAEL022520, AAEL012341	AFUN2_013026
OG0001753	AAEL012410	AFUN2_006138
OG0001754	AAEL012501	AFUN2_007020
OG0001755	AAEL012525	AFUN2_003557
OG0001756	AAEL012539	AFUN2_004599
OG0001757	AAEL012552	AFUN2_010325
OG0001758	AAEL021254, AAEL012585	AFUN2_005153
OG0001759	AAEL012671	AFUN2_007343
OG0001760	AAEL012710, AAEL012715	AFUN2_014433
OG0001761	AAEL012711, AAEL012713, AAEL026876	AFUN2_013526
OG0001762	AAEL012717	AFUN2_005406
OG0001763	AAEL012731	AFUN2_004134
OG0001764	AAEL012751	AFUN2_012453
OG0001765	AAEL012756	AFUN2_008230
OG0001766	AAEL018249, AAEL012783	AFUN2_007564
OG0001767	AAEL012822	AFUN2_010467
OG0001768	AAEL012823	AFUN2_005225
OG0001769	AAEL012826	AFUN2_008223
OG0001771	AAEL013151	AFUN2_008704
OG0001772	AAEL013157, AAEL013152	AFUN2_008091
OG0001773	AAEL013197	AFUN2_004512
OG0001774	AAEL026895, AAEL013199	AFUN2_005883
OG0001775	AAEL013253	AFUN2_009785
OG0001776	AAEL013278	AFUN2_003725
OG0001777	AAEL013366	AFUN2_010518
OG0001778	AAEL013424	AFUN2_009042
OG0001779	AAEL013478	AFUN2_010344
OG0001780	AAEL013479	AFUN2_011431
OG0001781	AAEL013527	AFUN2_001495
OG0001782	AAEL013613	AFUN2_005627
OG0001783	AAEL013724	AFUN2_006604
OG0001784	AAEL013744	AFUN2_004799
OG0001785	AAEL013758	AFUN2_011901
OG0001786	AAEL013776	AFUN2_012893
OG0001787	AAEL013814	AFUN2_008779
OG0001788	AAEL013872	AFUN2_009861
OG0001789	AAEL013875	AFUN2_005600
OG0001790	AAEL013883	AFUN2_007846
OG0001791	AAEL013962	AFUN2_014458
OG0001792	AAEL020316, AAEL013974	AFUN2_004697
OG0001793	AAEL028215, AAEL013994	AFUN2_000589
OG0001794	AAEL013998, AAEL027973	AFUN2_004067
OG0001795	AAEL014009	AFUN2_011000
OG0001796	AAEL014022	AFUN2_001703
OG0001797	AAEL014027	AFUN2_013201
OG0001798	AAEL014054, AAEL025786	AFUN2_011218
OG0001799	AAEL014059	AFUN2_004876
OG0001800	AAEL025776, AAEL014216	AFUN2_004617
OG0001801	AAEL014246, AAEL014244	AFUN2_013956
OG0001802	AAEL014271	AFUN2_001109
OG0001803	AAEL014272	AFUN2_012482
OG0001804	AAEL014284	AFUN2_014713
OG0001805	AAEL014303	AFUN2_010521
OG0001806	AAEL024066, AAEL014318	AFUN2_004509
OG0001807	AAEL014326	AFUN2_010019
OG0001808	AAEL014340	AFUN2_005670
OG0001809	AAEL014348	AFUN2_014205
OG0001810	AAEL014349	AFUN2_002598
OG0001811	AAEL014435	AFUN2_010409
OG0001812	AAEL014505	AFUN2_011783
OG0001813	AAEL014577	AFUN2_004019
OG0001814	AAEL014578, AAEL023117	AFUN2_009026
OG0001815	AAEL014653	AFUN2_003355
OG0001816	AAEL014774	AFUN2_000959
OG0001817	AAEL014824	AFUN2_012666
OG0001818	AAEL014851	AFUN2_002923
OG0001819	AAEL024910, AAEL014853	AFUN2_002912
OG0001820	AAEL014863	AFUN2_013679
OG0001821	AAEL015118	AFUN2_006009
OG0001822	AAEL015255	AFUN2_005825
OG0001823	AAEL020424, AAEL015402	AFUN2_000366
OG0001824	AAEL015557	AFUN2_001723
OG0001825	AAEL015640	AFUN2_011701, AFUN2_014738, AFUN2_013241
OG0001826	AAEL017327, AAEL017097, AAEL017230	AFUN2_013520
OG0001827	AAEL017167	AFUN2_007052
OG0001828	AAEL023345, AAEL017186	AFUN2_005642
OG0001829	AAEL017251	AFUN2_002828
OG0001830	AAEL017356	AFUN2_010620
OG0001831	AAEL017391	AFUN2_007601
OG0001832	AAEL017512	AFUN2_000704
OG0001833	AAEL018103, AAEL026175	AFUN2_011843
OG0001834	AAEL018114	AFUN2_007515
OG0001835	AAEL018141	AFUN2_011679
OG0001836	AAEL024668, AAEL018183	AFUN2_011297
OG0001837	AAEL018215	AFUN2_010819
OG0001838	AAEL018227	AFUN2_004196
OG0001839	AAEL018232	AFUN2_012337
OG0001840	AAEL018263	AFUN2_003405
OG0001841	AAEL018302	AFUN2_013695
OG0001842	AAEL018310	AFUN2_014690
OG0001843	AAEL018324	AFUN2_004120
OG0001844	AAEL019406	AFUN2_003521
OG0001845	AAEL023349, AAEL019418	AFUN2_006514
OG0001846	AAEL019420, AAEL019419	AFUN2_000991
OG0001847	AAEL019421	AFUN2_008973, AFUN2_003513
OG0001848	AAEL019425	AFUN2_007656
OG0001849	AAEL019457	AFUN2_000820
OG0001850	AAEL019467	AFUN2_002724
OG0001851	AAEL019491	AFUN2_006711
OG0001852	AAEL019502	AFUN2_005160
OG0001853	AAEL019515, AAEL021312	AFUN2_004240
OG0001854	AAEL019543	AFUN2_007007
OG0001855	AAEL019551	AFUN2_009184
OG0001856	AAEL019553	AFUN2_002547
OG0001857	AAEL019566	AFUN2_003446
OG0001858	AAEL027018, AAEL019593	AFUN2_008665
OG0001859	AAEL019600, AAEL022282, AAEL023044	AFUN2_003250
OG0001860	AAEL019610	AFUN2_008776
OG0001861	AAEL019617	AFUN2_008282
OG0001862	AAEL025304, AAEL019619	AFUN2_010029
OG0001863	AAEL019632	AFUN2_007773
OG0001864	AAEL019640	AFUN2_002233
OG0001865	AAEL019656	AFUN2_008646
OG0001866	AAEL019671	AFUN2_007799
OG0001867	AAEL019680	AFUN2_008520
OG0001868	AAEL019686	AFUN2_002408
OG0001869	AAEL019704	AFUN2_008080
OG0001870	AAEL019721, AAEL021660	AFUN2_005694
OG0001871	AAEL019723	AFUN2_007627
OG0001872	AAEL027062, AAEL019734	AFUN2_002314
OG0001873	AAEL019738, AAEL022521	AFUN2_009743
OG0001874	AAEL019743	AFUN2_010683
OG0001875	AAEL019757	AFUN2_009650
OG0001876	AAEL019779	AFUN2_012466
OG0001877	AAEL019784	AFUN2_001212
OG0001878	AAEL019813	AFUN2_005068
OG0001879	AAEL019816	AFUN2_003883
OG0001880	AAEL019872	AFUN2_013384
OG0001881	AAEL019888	AFUN2_003732
OG0001882	AAEL019914	AFUN2_014593, AFUN2_010551
OG0001883	AAEL019934	AFUN2_014797
OG0001884	AAEL019942, AAEL019943	AFUN2_004138, AFUN2_013552
OG0001885	AAEL020938, AAEL019995	AFUN2_008958
OG0001886	AAEL020006	AFUN2_010491
OG0001887	AAEL020075	AFUN2_014786
OG0001889	AAEL020236	AFUN2_013337
OG0001890	AAEL020259	AFUN2_006840
OG0001891	AAEL020367, AAEL027037	AFUN2_014140
OG0001892	AAEL020427	AFUN2_011259
OG0001893	AAEL020670, AAEL026210	AFUN2_005307
OG0001894	AAEL020781, AAEL024786, AAEL024800	AFUN2_004167
OG0001895	AAEL024451, AAEL020804	AFUN2_014227
OG0001896	AAEL020847	AFUN2_014049, AFUN2_001216
OG0001897	AAEL021006	AFUN2_011751
OG0001898	AAEL021019	AFUN2_002656
OG0001899	AAEL021029	AFUN2_013404
OG0001901	AAEL022782, AAEL021202	AFUN2_014282
OG0001902	AAEL021288	AFUN2_011565
OG0001903	AAEL026413, AAEL021321, AAEL022776	AFUN2_012217
OG0001905	AAEL021386	AFUN2_000770
OG0001906	AAEL021402, AAEL024170, AAEL025488	AFUN2_002632
OG0001907	AAEL021419	AFUN2_004454
OG0001908	AAEL026022, AAEL021519	AFUN2_006874
OG0001909	AAEL021548	AFUN2_010061
OG0001910	AAEL021574	AFUN2_009985
OG0001912	AAEL021655, AAEL023077	AFUN2_007805
OG0001913	AAEL021676	AFUN2_009671
OG0001914	AAEL021748	AFUN2_011749
OG0001915	AAEL024321, AAEL022608, AAEL021767	AFUN2_006183
OG0001916	AAEL021771	AFUN2_003926
OG0001917	AAEL021925	AFUN2_013655
OG0001918	AAEL021955, AAEL028133	AFUN2_002532
OG0001919	AAEL022200	AFUN2_010448
OG0001920	AAEL022248	AFUN2_014605
OG0001921	AAEL022316	AFUN2_005840
OG0001922	AAEL022351	AFUN2_005043, AFUN2_010432
OG0001923	AAEL022431	AFUN2_008144
OG0001924	AAEL022611	AFUN2_013481
OG0001925	AAEL022632, AAEL023223	AFUN2_010650
OG0001926	AAEL022657, AAEL026213	AFUN2_012177
OG0001927	AAEL022658	AFUN2_008992, AFUN2_013102
OG0001928	AAEL026719, AAEL022716	AFUN2_005041
OG0001929	AAEL022855	AFUN2_004935
OG0001930	AAEL022893, AAEL025265	AFUN2_010260
OG0001931	AAEL024358, AAEL022938	AFUN2_005164
OG0001932	AAEL022967, AAEL025768, AAEL023043, AAEL027428, AAEL026079, AAEL028036	AFUN2_000805
OG0001933	AAEL024674, AAEL023115	AFUN2_001265
OG0001934	AAEL023151	AFUN2_011352
OG0001935	AAEL023352	AFUN2_011775, AFUN2_010742, AFUN2_007774, AFUN2_008447
OG0001937	AAEL023471	AFUN2_003400
OG0001938	AAEL023498, AAEL027331	AFUN2_008764
OG0001939	AAEL023502, AAEL025398	AFUN2_010516
OG0001940	AAEL023745	AFUN2_004276
OG0001941	AAEL023750, AAEL026150, AAEL024982	AFUN2_001355
OG0001942	AAEL023810	AFUN2_010549
OG0001943	AAEL026260, AAEL023943	AFUN2_000692
OG0001944	AAEL023989	AFUN2_003749
OG0001945	AAEL024005	AFUN2_001756
OG0001946	AAEL027002, AAEL024101	AFUN2_001159
OG0001948	AAEL024258	AFUN2_003040
OG0001949	AAEL024480	AFUN2_004415
OG0001950	AAEL024598	AFUN2_008735
OG0001951	AAEL025046, AAEL024618	AFUN2_008013
OG0001952	AAEL024623	AFUN2_010807
OG0001953	AAEL024710	AFUN2_013783
OG0001954	AAEL024713	AFUN2_003660
OG0001955	AAEL024788	AFUN2_012249
OG0001956	AAEL025473, AAEL025076	AFUN2_010316
OG0001957	AAEL025133, AAEL026994	AFUN2_011056
OG0001958	AAEL025230	AFUN2_005100
OG0001959	AAEL025353	AFUN2_004839
OG0001960	AAEL025443	AFUN2_013544
OG0001961	AAEL025578, AAEL025984	AFUN2_000723
OG0001962	AAEL025606	AFUN2_005904
OG0001963	AAEL026618, AAEL025692	AFUN2_004425
OG0001964	AAEL026074	AFUN2_003134
OG0001965	AAEL026170	AFUN2_000500
OG0001966	AAEL026291	AFUN2_008720, AFUN2_008622, AFUN2_009097
OG0001968	AAEL026355	AFUN2_001721
OG0001969	AAEL026388, AAEL028233	AFUN2_002796
OG0001970	AAEL026710	AFUN2_009708
OG0001971	AAEL026716, AAEL027637	AFUN2_011856
OG0001972	AAEL026746	AFUN2_004339
OG0001973	AAEL026751	AFUN2_010667
OG0001974	AAEL026796	AFUN2_006777
OG0001975	AAEL026846	AFUN2_009352
OG0001976	AAEL026945	AFUN2_004800
OG0001977	AAEL027527	AFUN2_011829
OG0001978	AAEL027566	AFUN2_010076
OG0001979	AAEL027644	AFUN2_001630
OG0001980	AAEL027654	AFUN2_012317
OG0001981	AAEL028004	AFUN2_011198
OG0001982	AAEL028021	AFUN2_009559
OG0001983	AAEL028129	AFUN2_008742
OG0001984	AAEL029070, AAEL029071	AFUN2_002883
OG0002027	AAEL000008	AFUN2_009172
OG0002028	AAEL002639, AAEL000010	AFUN2_001046
OG0002029	AAEL000032	AFUN2_004317
OG0002030	AAEL000036	AFUN2_012852
OG0002031	AAEL000049	AFUN2_014361
OG0002032	AAEL000091	AFUN2_009284
OG0002033	AAEL000098	AFUN2_011606
OG0002034	AAEL000102	AFUN2_009590
OG0002035	AAEL000109, AAEL025680	AFUN2_003764
OG0002036	AAEL000159	AFUN2_005934
OG0002037	AAEL000162	AFUN2_010259
OG0002038	AAEL000181	AFUN2_002681
OG0002039	AAEL000186	AFUN2_012449
OG0002040	AAEL000188	AFUN2_008505
OG0002041	AAEL000193	AFUN2_002134
OG0002042	AAEL000206, AAEL004665	AFUN2_010121
OG0002043	AAEL000221	AFUN2_012585
OG0002044	AAEL000236	AFUN2_012791
OG0002045	AAEL021776, AAEL000243	AFUN2_004535
OG0002046	AAEL000258	AFUN2_006398
OG0002047	AAEL000267	AFUN2_006752
OG0002048	AAEL000272	AFUN2_006967
OG0002049	AAEL000291	AFUN2_005410
OG0002050	AAEL000327	AFUN2_009262
OG0002051	AAEL000340	AFUN2_005354
OG0002052	AAEL000343	AFUN2_013828
OG0002053	AAEL000362	AFUN2_003693
OG0002054	AAEL000397, AAEL027318	AFUN2_012860
OG0002055	AAEL000416	AFUN2_003231
OG0002056	AAEL000424	AFUN2_014228
OG0002057	AAEL000440, AAEL023005	AFUN2_002996
OG0002058	AAEL027802, AAEL000445	AFUN2_010573
OG0002059	AAEL000452	AFUN2_002833, AFUN2_008903
OG0002060	AAEL000457	AFUN2_010847
OG0002061	AAEL000460, AAEL020197	AFUN2_003438
OG0002062	AAEL000464	AFUN2_005789
OG0002063	AAEL000510	AFUN2_008172
OG0002064	AAEL000550	AFUN2_004758
OG0002065	AAEL000551	AFUN2_008049
OG0002066	AAEL000559	AFUN2_001388
OG0002067	AAEL000590	AFUN2_001308
OG0002068	AAEL000593	AFUN2_012360
OG0002069	AAEL000618	AFUN2_013536
OG0002070	AAEL021450, AAEL000646	AFUN2_013693
OG0002071	AAEL000670	AFUN2_012681, AFUN2_000832
OG0002072	AAEL000716	AFUN2_012665
OG0002073	AAEL000721	AFUN2_003920
OG0002074	AAEL000724	AFUN2_004349
OG0002075	AAEL000746	AFUN2_000462
OG0002076	AAEL000750	AFUN2_013726
OG0002077	AAEL000755	AFUN2_012898
OG0002078	AAEL020913, AAEL000825	AFUN2_001878
OG0002079	AAEL000849, AAEL027279	AFUN2_003274
OG0002080	AAEL000852, AAEL022708	AFUN2_008661
OG0002081	AAEL000883	AFUN2_008613
OG0002082	AAEL000897	AFUN2_009457
OG0002083	AAEL000924	AFUN2_011982
OG0002084	AAEL000925	AFUN2_009919
OG0002085	AAEL000933	AFUN2_014707
OG0002086	AAEL000938	AFUN2_004782
OG0002087	AAEL000940, AAEL022151	AFUN2_008086
OG0002088	AAEL000942	AFUN2_013562
OG0002089	AAEL024591, AAEL000950	AFUN2_011182
OG0002090	AAEL000951	AFUN2_002895
OG0002091	AAEL000953	AFUN2_012309
OG0002092	AAEL007879, AAEL000961	AFUN2_012593
OG0002093	AAEL026006, AAEL028134, AAEL000964	AFUN2_010593
OG0002094	AAEL000967	AFUN2_009439
OG0002095	AAEL000978	AFUN2_003664
OG0002096	AAEL000994	AFUN2_006371
