Orthogroup	AaegyptiLVP_AGWG	CquinquefasciatusJHB2020
OG0001733	AAEL011562	CQUJHB012247
OG0001734	AAEL011566	CQUJHB014775
OG0001735	AAEL011690, AAEL011691	CQUJHB012889
OG0001736	AAEL011697	CQUJHB011598
OG0001737	AAEL025949, AAEL021786, AAEL011731	CQUJHB010770
OG0001738	AAEL011751, AAEL023265	CQUJHB002836
OG0001739	AAEL011754, AAEL023977	CQUJHB014106
OG0001740	AAEL011768	CQUJHB007289
OG0001740	AAEL011771	CQUJHB004827
OG0001741	AAEL011808, AAEL027830	CQUJHB014649
OG0001742	AAEL011850	CQUJHB018010, CQUJHB005972
OG0001743	AAEL011989	CQUJHB005038
OG0001744	AAEL011991	CQUJHB002298
OG0001745	AAEL011993	CQUJHB004240
OG0001746	AAEL011996	CQUJHB011814
OG0001747	AAEL012016	CQUJHB011101
OG0001748	AAEL027882, AAEL012059	CQUJHB015327
OG0001749	AAEL021939, AAEL012178	CQUJHB004574
OG0001751	AAEL012324	CQUJHB003016
OG0001752	AAEL022520, AAEL012341	CQUJHB017723
OG0001753	AAEL012410	CQUJHB009024
OG0001754	AAEL012501	CQUJHB016596
OG0001755	AAEL012525	CQUJHB007071
OG0001756	AAEL012539	CQUJHB000001
OG0001757	AAEL012552	CQUJHB001477
OG0001758	AAEL021254	CQUJHB006163
OG0001758	AAEL012585	CQUJHB003627
OG0001759	AAEL012671	CQUJHB009632
OG0001760	AAEL012710, AAEL012715	CQUJHB000104
OG0001761	AAEL012711, AAEL012713, AAEL026876	CQUJHB007842
OG0001762	AAEL012717	CQUJHB006380
OG0001763	AAEL012731	CQUJHB013383
OG0001764	AAEL012751	CQUJHB008019
OG0001765	AAEL012756	CQUJHB000726
OG0001766	AAEL018249, AAEL012783	CQUJHB001897
OG0001767	AAEL012822	CQUJHB007408
OG0001768	AAEL012823	CQUJHB013392
OG0001769	AAEL012826	CQUJHB016399
OG0001770	AAEL013626, AAEL022666	CQUJHB001726, CQUJHB007583
OG0001770	AAEL013014	CQUJHB010016
OG0001771	AAEL013151	CQUJHB005386
OG0001773	AAEL013197	CQUJHB014243
OG0001774	AAEL026895, AAEL013199	CQUJHB010941
OG0001775	AAEL013253	CQUJHB001066
OG0001776	AAEL013278	CQUJHB010914
OG0001777	AAEL013366	CQUJHB008806
OG0001778	AAEL013424	CQUJHB014567
OG0001779	AAEL013478	CQUJHB017194
OG0001780	AAEL013479	CQUJHB017314
OG0001781	AAEL013527	CQUJHB011216, CQUJHB010073
OG0001782	AAEL013613	CQUJHB017348, CQUJHB014146, CQUJHB002991
OG0001783	AAEL013724	CQUJHB000545, CQUJHB006275, CQUJHB002402
OG0001784	AAEL013744	CQUJHB004390
OG0001785	AAEL013758	CQUJHB000216
OG0001786	AAEL013776	CQUJHB006327
OG0001787	AAEL013814	CQUJHB001626
OG0001788	AAEL013872	CQUJHB006166
OG0001789	AAEL013875	CQUJHB000712, CQUJHB014709
OG0001790	AAEL013883	CQUJHB017495
OG0001791	AAEL013962	CQUJHB016649
OG0001792	AAEL020316, AAEL013974	CQUJHB005200
OG0001793	AAEL028215, AAEL013994	CQUJHB005201
OG0001794	AAEL013998, AAEL027973	CQUJHB002450
OG0001795	AAEL014009	CQUJHB008648, CQUJHB016749
OG0001796	AAEL014022	CQUJHB010066
OG0001797	AAEL014027	CQUJHB012267, CQUJHB001776, CQUJHB006034
OG0001798	AAEL014054, AAEL025786	CQUJHB000085
OG0001799	AAEL014059	CQUJHB007772
OG0001800	AAEL025776, AAEL014216	CQUJHB014946
OG0001801	AAEL014246, AAEL014244	CQUJHB016768
OG0001802	AAEL014271	CQUJHB018409
OG0001803	AAEL014272	CQUJHB012318, CQUJHB005517
OG0001804	AAEL014284	CQUJHB003242
OG0001805	AAEL014303	CQUJHB001203
OG0001806	AAEL024066, AAEL014318	CQUJHB015805
OG0001807	AAEL014326	CQUJHB011971
OG0001808	AAEL014340	CQUJHB015768
OG0001809	AAEL014348	CQUJHB006504, CQUJHB006361
OG0001810	AAEL014349	CQUJHB003726
OG0001811	AAEL014435	CQUJHB013858
OG0001812	AAEL014505	CQUJHB009625
OG0001813	AAEL014577	CQUJHB016927
OG0001814	AAEL014578, AAEL023117	CQUJHB000841
OG0001815	AAEL014653	CQUJHB011802
OG0001816	AAEL014774	CQUJHB007213
OG0001817	AAEL014824	CQUJHB004187
OG0001818	AAEL014851	CQUJHB015469
OG0001819	AAEL024910, AAEL014853	CQUJHB012369
OG0001820	AAEL014863	CQUJHB007965
OG0001821	AAEL015118	CQUJHB016998
OG0001822	AAEL015255	CQUJHB007572
OG0001823	AAEL020424, AAEL015402	CQUJHB014893
OG0001824	AAEL015557	CQUJHB003487
OG0001825	AAEL015640	CQUJHB005537
OG0001826	AAEL017327, AAEL017097, AAEL017230	CQUJHB006583
OG0001827	AAEL017167	CQUJHB010570, CQUJHB017812, CQUJHB010623
OG0001828	AAEL023345, AAEL017186	CQUJHB014610, CQUJHB011345, CQUJHB009880
OG0001829	AAEL017251	CQUJHB007499, CQUJHB014883
OG0001830	AAEL017356	CQUJHB012198
OG0001831	AAEL017391	CQUJHB014199
OG0001832	AAEL017512	CQUJHB012280
OG0001833	AAEL018103, AAEL026175	CQUJHB012719
OG0001834	AAEL018114	CQUJHB011754
OG0001835	AAEL018141	CQUJHB000069
OG0001837	AAEL018215	CQUJHB000827
OG0001838	AAEL018227	CQUJHB001157
OG0001839	AAEL018232	CQUJHB002246
OG0001841	AAEL018302	CQUJHB004226
OG0001842	AAEL018310	CQUJHB003224
OG0001843	AAEL018324	CQUJHB001883
OG0001844	AAEL019406	CQUJHB017539
OG0001845	AAEL023349, AAEL019418	CQUJHB002279
OG0001846	AAEL019420, AAEL019419	CQUJHB010678
OG0001847	AAEL019421	CQUJHB010987
OG0001848	AAEL019425	CQUJHB015143
OG0001849	AAEL019457	CQUJHB005774
OG0001850	AAEL019467	CQUJHB015673
OG0001851	AAEL019491	CQUJHB004201
OG0001852	AAEL019502	CQUJHB014663
OG0001853	AAEL019515, AAEL021312	CQUJHB009903
OG0001854	AAEL019543	CQUJHB010799
OG0001855	AAEL019551	CQUJHB002102
OG0001856	AAEL019553	CQUJHB016160
OG0001857	AAEL019566	CQUJHB018237
OG0001858	AAEL027018, AAEL019593	CQUJHB011662
OG0001859	AAEL019600, AAEL022282, AAEL023044	CQUJHB010404
OG0001860	AAEL019610	CQUJHB017652
OG0001861	AAEL019617	CQUJHB018021
OG0001862	AAEL025304, AAEL019619	CQUJHB011807
OG0001863	AAEL019632	CQUJHB006953
OG0001864	AAEL019640	CQUJHB006273
OG0001865	AAEL019656	CQUJHB016972
OG0001866	AAEL019671	CQUJHB008116
OG0001867	AAEL019680	CQUJHB013482
OG0001869	AAEL019704	CQUJHB005793
OG0001870	AAEL019721, AAEL021660	CQUJHB010502
OG0001871	AAEL019723	CQUJHB002846
OG0001872	AAEL027062, AAEL019734	CQUJHB014005
OG0001873	AAEL019738, AAEL022521	CQUJHB017060
OG0001874	AAEL019743	CQUJHB003814
OG0001875	AAEL019757	CQUJHB003769
OG0001876	AAEL019779	CQUJHB016428
OG0001877	AAEL019784	CQUJHB007854
OG0001878	AAEL019813	CQUJHB012769
OG0001879	AAEL019817, AAEL019816	CQUJHB015487
OG0001881	AAEL019888	CQUJHB006399
OG0001883	AAEL019934	CQUJHB013762
OG0001884	AAEL019942, AAEL019943	CQUJHB010453
OG0001885	AAEL019995	CQUJHB007303
OG0001886	AAEL020006	CQUJHB007991
OG0001887	AAEL020075	CQUJHB010974
OG0001889	AAEL020236	CQUJHB000173
OG0001890	AAEL020259	CQUJHB018269
OG0001891	AAEL020367, AAEL027037	CQUJHB010310
OG0001892	AAEL020427	CQUJHB000339
OG0001893	AAEL020670, AAEL026210	CQUJHB008767
OG0001894	AAEL020781, AAEL024786, AAEL024800	CQUJHB005240
OG0001895	AAEL024451, AAEL020804	CQUJHB005279
OG0001896	AAEL020847	CQUJHB014927
OG0001897	AAEL021006	CQUJHB000796
OG0001898	AAEL021019	CQUJHB008962
OG0001899	AAEL021029	CQUJHB016916
OG0001900	AAEL027584, AAEL024457	CQUJHB013396
OG0001900	AAEL021121	CQUJHB005339, CQUJHB003181, CQUJHB017610, CQUJHB002673
OG0001901	AAEL022782	CQUJHB001292
OG0001901	AAEL021202	CQUJHB007141
OG0001902	AAEL021288	CQUJHB003665, CQUJHB015274
OG0001903	AAEL026413, AAEL021321, AAEL022776	CQUJHB016326, CQUJHB011952, CQUJHB010866, CQUJHB006662
OG0001904	AAEL023663, AAEL021381	CQUJHB008925
OG0001904	AAEL026648	CQUJHB009889
OG0001905	AAEL021386	CQUJHB015251
OG0001906	AAEL021402, AAEL024170, AAEL025488	CQUJHB012925
OG0001907	AAEL021419	CQUJHB014583
OG0001908	AAEL026022, AAEL021519	CQUJHB003954
OG0001909	AAEL021548	CQUJHB010206, CQUJHB007957, CQUJHB008854
OG0001910	AAEL021574	CQUJHB011929
OG0001911	AAEL023577, AAEL027960, AAEL021586, AAEL024532, AAEL027202	CQUJHB001039, CQUJHB017423
OG0001912	AAEL021655, AAEL023077	CQUJHB012127
OG0001913	AAEL021676	CQUJHB010947
OG0001914	AAEL021748	CQUJHB014627
OG0001915	AAEL024321, AAEL022608, AAEL021767	CQUJHB003422
OG0001916	AAEL021771	CQUJHB017477
OG0001917	AAEL021925	CQUJHB016388
OG0001918	AAEL021955, AAEL028133	CQUJHB011861
OG0001919	AAEL022200	CQUJHB013909
OG0001920	AAEL022248	CQUJHB016365
OG0001921	AAEL022316	CQUJHB010226, CQUJHB020401, CQUJHB020267, CQUJHB001248
OG0001922	AAEL022351	CQUJHB001701
OG0001923	AAEL022431	CQUJHB011173
OG0001924	AAEL022611	CQUJHB008851
OG0001925	AAEL022632, AAEL023223	CQUJHB008947
OG0001926	AAEL022657, AAEL026213	CQUJHB005904
OG0001928	AAEL026719, AAEL022716	CQUJHB017584
OG0001929	AAEL022855	CQUJHB009052
OG0001930	AAEL022893, AAEL025265	CQUJHB000488
OG0001931	AAEL024358, AAEL022938	CQUJHB001579
OG0001933	AAEL024674, AAEL023115	CQUJHB009853
OG0001934	AAEL023151	CQUJHB008345, CQUJHB014551
OG0001936	AAEL023378	CQUJHB000988
OG0001936	AAEL027468	CQUJHB004665, CQUJHB005204, CQUJHB015632, CQUJHB013367, CQUJHB020250, CQUJHB011298, CQUJHB013671, CQUJHB004805
OG0001937	AAEL023471	CQUJHB005452
OG0001938	AAEL023498, AAEL027331	CQUJHB013689
OG0001939	AAEL023502, AAEL025398	CQUJHB015433
OG0001940	AAEL023745	CQUJHB003955
OG0001941	AAEL023750, AAEL026150, AAEL024982	CQUJHB017019
OG0001942	AAEL023810	CQUJHB002444
OG0001944	AAEL023989	CQUJHB012856
OG0001945	AAEL024005	CQUJHB015802
OG0001946	AAEL027002, AAEL024101	CQUJHB004460
OG0001947	AAEL024141	CQUJHB017725
OG0001948	AAEL024258	CQUJHB012140
OG0001949	AAEL024480	CQUJHB007700
OG0001950	AAEL024598	CQUJHB007473
OG0001951	AAEL024618	CQUJHB017052
OG0001952	AAEL024623	CQUJHB014332
OG0001953	AAEL024710	CQUJHB009317
OG0001954	AAEL024713	CQUJHB006751
OG0001955	AAEL024788	CQUJHB014791
OG0001956	AAEL025473, AAEL025076	CQUJHB015498
OG0001957	AAEL025133, AAEL026994	CQUJHB008729, CQUJHB007723
OG0001958	AAEL025230	CQUJHB015953
OG0001959	AAEL025353	CQUJHB009277
OG0001960	AAEL025443	CQUJHB018138
OG0001961	AAEL025578, AAEL025984	CQUJHB014631
OG0001962	AAEL025606	CQUJHB016651
OG0001963	AAEL026618, AAEL025692	CQUJHB011444
OG0001964	AAEL026074	CQUJHB018337
OG0001965	AAEL026170	CQUJHB013662
OG0001967	AAEL026341	CQUJHB014857, CQUJHB011439, CQUJHB007918, CQUJHB001615, CQUJHB018421, CQUJHB017737, CQUJHB007901, CQUJHB001597, CQUJHB018417, CQUJHB016633
OG0001968	AAEL026355	CQUJHB002848
OG0001969	AAEL026388, AAEL028233	CQUJHB009273
OG0001970	AAEL026710	CQUJHB014942, CQUJHB003598, CQUJHB006771
OG0001971	AAEL026716, AAEL027637	CQUJHB009557
OG0001972	AAEL026746	CQUJHB009191, CQUJHB017842
OG0001973	AAEL026751	CQUJHB003163
OG0001974	AAEL026796	CQUJHB003100
OG0001975	AAEL026846	CQUJHB017537, CQUJHB000395
OG0001976	AAEL026945	CQUJHB002571
OG0001977	AAEL027527	CQUJHB018154
OG0001978	AAEL027566	CQUJHB012118
OG0001979	AAEL027644	CQUJHB002147
OG0001980	AAEL027654	CQUJHB016028
OG0001981	AAEL028004	CQUJHB002973
OG0001982	AAEL028021	CQUJHB010272, CQUJHB001693, CQUJHB010161
OG0001983	AAEL028129	CQUJHB007443
OG0002027	AAEL000008	CQUJHB015303
OG0002028	AAEL002639, AAEL000010	CQUJHB000015
OG0002029	AAEL000032	CQUJHB000454, CQUJHB003417
OG0002030	AAEL000036	CQUJHB007781
OG0002031	AAEL000049	CQUJHB015561
OG0002032	AAEL000091	CQUJHB007591, CQUJHB017901
OG0002033	AAEL000098	CQUJHB000201
OG0002034	AAEL000102	CQUJHB002364
OG0002035	AAEL000109, AAEL025680	CQUJHB012676
OG0002036	AAEL000159	CQUJHB008731
OG0002037	AAEL000162	CQUJHB020324, CQUJHB020378
OG0002038	AAEL000181	CQUJHB001224
OG0002039	AAEL000186	CQUJHB010689
OG0002040	AAEL000188	CQUJHB018123
OG0002041	AAEL000193	CQUJHB010072
OG0002042	AAEL000206, AAEL004665	CQUJHB011332
OG0002043	AAEL000221	CQUJHB013302
OG0002044	AAEL000236	CQUJHB016863
OG0002045	AAEL021776, AAEL000243	CQUJHB011243
OG0002046	AAEL000258	CQUJHB018449, CQUJHB016117
OG0002047	AAEL000267	CQUJHB002076
OG0002048	AAEL000272	CQUJHB001769
OG0002049	AAEL000291	CQUJHB005527, CQUJHB007692
OG0002050	AAEL000327	CQUJHB014964
OG0002051	AAEL000340	CQUJHB005235, CQUJHB010587, CQUJHB000316
OG0002052	AAEL000343	CQUJHB007752
OG0002053	AAEL000362	CQUJHB001207
OG0002054	AAEL000397, AAEL027318	CQUJHB014552
OG0002055	AAEL000416	CQUJHB013576
OG0002056	AAEL000424	CQUJHB002626
OG0002057	AAEL000440, AAEL023005	CQUJHB012693
OG0002058	AAEL027802, AAEL000445	CQUJHB004327
OG0002059	AAEL000452	CQUJHB003851
OG0002060	AAEL000457	CQUJHB018185
OG0002061	AAEL000460, AAEL020197	CQUJHB009512
OG0002062	AAEL000464	CQUJHB012677
OG0002063	AAEL000510	CQUJHB004868
OG0002064	AAEL000550	CQUJHB017762
OG0002065	AAEL000551	CQUJHB001303
OG0002066	AAEL000559	CQUJHB015590
OG0002067	AAEL000590	CQUJHB014615
OG0002068	AAEL000593	CQUJHB001906
OG0002069	AAEL000618	CQUJHB017104
OG0002070	AAEL021450, AAEL000646	CQUJHB009199
OG0002071	AAEL000670	CQUJHB001370
OG0002072	AAEL000716	CQUJHB008226
OG0002073	AAEL000721	CQUJHB009920
OG0002074	AAEL000724	CQUJHB008271
OG0002075	AAEL000746	CQUJHB015158
OG0002076	AAEL000750	CQUJHB013464
OG0002077	AAEL000755	CQUJHB015918
OG0002078	AAEL020913, AAEL000825	CQUJHB011705
OG0002079	AAEL000849, AAEL027279	CQUJHB001903
OG0002080	AAEL000852, AAEL022708	CQUJHB013277
OG0002081	AAEL000883	CQUJHB009731
OG0002082	AAEL000897	CQUJHB003397
OG0002083	AAEL000924	CQUJHB013356
OG0002084	AAEL000925	CQUJHB013949
OG0002085	AAEL000933	CQUJHB017489
OG0002086	AAEL000938	CQUJHB010646
OG0002087	AAEL000940, AAEL022151	CQUJHB006590
OG0002088	AAEL000942	CQUJHB010181
OG0002089	AAEL024591, AAEL000950	CQUJHB002003
OG0002090	AAEL000951	CQUJHB003030
OG0002091	AAEL000953	CQUJHB013258
OG0002092	AAEL007879, AAEL000961	CQUJHB017744
OG0002093	AAEL026006, AAEL028134, AAEL000964	CQUJHB009534
OG0002094	AAEL000967	CQUJHB007383
OG0002095	AAEL000978	CQUJHB005853
OG0002096	AAEL000994	CQUJHB005530
OG0002097	AAEL000999	CQUJHB017962
OG0002098	AAEL001000	CQUJHB013710
OG0002099	AAEL001007	CQUJHB000391
OG0002100	AAEL001044	CQUJHB014387
OG0002101	AAEL001060	CQUJHB012215
OG0002102	AAEL001085	CQUJHB004208
OG0002104	AAEL001113	CQUJHB017798
OG0002105	AAEL001154	CQUJHB011479
OG0002106	AAEL021364, AAEL001162	CQUJHB015190
OG0002107	AAEL025170, AAEL001176	CQUJHB015721
OG0002108	AAEL020244, AAEL001182	CQUJHB017811
OG0002109	AAEL001184	CQUJHB003037
OG0002110	AAEL001191, AAEL020438	CQUJHB006433
OG0002111	AAEL001199, AAEL020222	CQUJHB001706
OG0002112	AAEL001228	CQUJHB012500
OG0002113	AAEL001238	CQUJHB011651, CQUJHB014730
OG0002114	AAEL001241	CQUJHB010172, CQUJHB010508
OG0002115	AAEL001245	CQUJHB001590
OG0002116	AAEL001254	CQUJHB000110
OG0002117	AAEL001257	CQUJHB002257, CQUJHB017164
OG0002118	AAEL001268	CQUJHB003964, CQUJHB008253
OG0002119	AAEL001281	CQUJHB014981
OG0002120	AAEL020619, AAEL001289	CQUJHB014175
OG0002122	AAEL001317	CQUJHB003340
OG0002123	AAEL001356	CQUJHB013223
OG0002124	AAEL001359	CQUJHB012406, CQUJHB007350
OG0002125	AAEL001368	CQUJHB011922
OG0002126	AAEL001378	CQUJHB014744, CQUJHB000820
OG0002127	AAEL001389	CQUJHB014050, CQUJHB015643
OG0002128	AAEL001397	CQUJHB009908
OG0002129	AAEL001422	CQUJHB012894, CQUJHB016886
OG0002130	AAEL001423	CQUJHB009924
OG0002131	AAEL001425	CQUJHB001427
OG0002132	AAEL023408, AAEL001426	CQUJHB014710
OG0002133	AAEL001428	CQUJHB006683
OG0002134	AAEL001446	CQUJHB012801
OG0002135	AAEL001472	CQUJHB002700
OG0002136	AAEL001474	CQUJHB011012
OG0002137	AAEL001475	CQUJHB008468
OG0002138	AAEL001493	CQUJHB008948
OG0002139	AAEL001497	CQUJHB001861
OG0002140	AAEL001500	CQUJHB003839
OG0002141	AAEL001505	CQUJHB011348
OG0002142	AAEL001506	CQUJHB004693
OG0002143	AAEL001513	CQUJHB018228
OG0002144	AAEL001518	CQUJHB006170
OG0002145	AAEL001526	CQUJHB002789
OG0002146	AAEL001541	CQUJHB011719
OG0002148	AAEL007545, AAEL028142, AAEL026925, AAEL021445, AAEL022223, AAEL002643, AAEL023448, AAEL001555	CQUJHB003403
OG0002149	AAEL001557	CQUJHB008545, CQUJHB010818
OG0002150	AAEL001559	CQUJHB011406
OG0002151	AAEL001573	CQUJHB009644, CQUJHB007757
OG0002152	AAEL001593	CQUJHB014510
OG0002153	AAEL001636	CQUJHB003031
OG0002154	AAEL001649	CQUJHB002808
OG0002155	AAEL008769	CQUJHB005873
OG0002155	AAEL001693	CQUJHB005980
OG0002156	AAEL001707	CQUJHB012918
OG0002157	AAEL001736	CQUJHB000632
OG0002158	AAEL001751	CQUJHB003434
OG0002159	AAEL001764	CQUJHB016275
OG0002160	AAEL001797, AAEL022985	CQUJHB015104
OG0002161	AAEL001808	CQUJHB001120
OG0002162	AAEL026493, AAEL001810	CQUJHB002048
OG0002163	AAEL001813	CQUJHB004123
OG0002164	AAEL001832	CQUJHB003090
OG0002165	AAEL001847	CQUJHB005631
OG0002166	AAEL026860, AAEL001852	CQUJHB015094
OG0002167	AAEL001856	CQUJHB009230
OG0002168	AAEL001864	CQUJHB009807
OG0002169	AAEL001865	CQUJHB008100
OG0002170	AAEL001869	CQUJHB015311
OG0002171	AAEL001874	CQUJHB017228
OG0002172	AAEL020591, AAEL001875	CQUJHB013281
OG0002173	AAEL001888	CQUJHB000228
OG0002174	AAEL001896	CQUJHB003725
OG0002175	AAEL019903, AAEL019902, AAEL001897	CQUJHB008401
OG0002176	AAEL001913, AAEL020754	CQUJHB012513
OG0002177	AAEL001920	CQUJHB012766
OG0002178	AAEL023816, AAEL001952	CQUJHB001425
OG0002179	AAEL021869, AAEL001962	CQUJHB001471
OG0002180	AAEL001978	CQUJHB003808
OG0002181	AAEL002016	CQUJHB017639, CQUJHB016180
OG0002182	AAEL021392, AAEL002068	CQUJHB006550
OG0002183	AAEL002079	CQUJHB012486
OG0002184	AAEL002132	CQUJHB008635
OG0002185	AAEL002134	CQUJHB016880
OG0002186	AAEL002142	CQUJHB004159
OG0002187	AAEL002165	CQUJHB017101
OG0002188	AAEL002167	CQUJHB016517
OG0002189	AAEL012075, AAEL002178	CQUJHB016647
OG0002190	AAEL002215	CQUJHB002487
OG0002191	AAEL002216	CQUJHB018069
OG0002192	AAEL002220	CQUJHB005712
OG0002193	AAEL002232	CQUJHB007235
OG0002194	AAEL002248, AAEL027046	CQUJHB013506
OG0002195	AAEL002250	CQUJHB010450
OG0002196	AAEL002271	CQUJHB010713
OG0002197	AAEL002307, AAEL002295	CQUJHB000244
OG0002198	AAEL002312	CQUJHB006518
OG0002199	AAEL002318, AAEL020455	CQUJHB009360
OG0002200	AAEL002322	CQUJHB005566
OG0002201	AAEL002324	CQUJHB005134
OG0002202	AAEL002329	CQUJHB004704
OG0002203	AAEL002341	CQUJHB012321, CQUJHB015547
OG0002204	AAEL002343	CQUJHB005442, CQUJHB009865
OG0002205	AAEL002345	CQUJHB007144
OG0002206	AAEL002355	CQUJHB011470
OG0002207	AAEL002387, AAEL025830	CQUJHB004389
OG0002208	AAEL002390	CQUJHB015490
OG0002209	AAEL002399	CQUJHB006118
OG0002210	AAEL002401	CQUJHB000032
OG0002211	AAEL002404	CQUJHB005012, CQUJHB008285
OG0002212	AAEL002412	CQUJHB006368
OG0002213	AAEL002433, AAEL024815	CQUJHB013538
OG0002214	AAEL002438	CQUJHB000717
OG0002215	AAEL002451	CQUJHB005950
OG0002216	AAEL021792, AAEL002463	CQUJHB009349
OG0002217	AAEL002483	CQUJHB009119
OG0002218	AAEL002504	CQUJHB015348
OG0002219	AAEL002537	CQUJHB006148
OG0002220	AAEL002543, AAEL023018	CQUJHB003376
OG0002221	AAEL002560	CQUJHB016640
OG0002222	AAEL002569	CQUJHB010238
OG0002223	AAEL002578	CQUJHB008688
OG0002224	AAEL002581	CQUJHB008876, CQUJHB001015
OG0002225	AAEL002591, AAEL002605	CQUJHB005632
OG0002226	AAEL002597, AAEL023576	CQUJHB007377
OG0002227	AAEL002602, AAEL011967	CQUJHB007253
OG0002228	AAEL002613	CQUJHB010088
OG0002229	AAEL022118, AAEL002615	CQUJHB005588
OG0002230	AAEL002645	CQUJHB014027
OG0002231	AAEL002652	CQUJHB011725, CQUJHB008978, CQUJHB015693
OG0002232	AAEL002701	CQUJHB016597
OG0002233	AAEL002714	CQUJHB016148
OG0002234	AAEL002752	CQUJHB009841
OG0002235	AAEL002775	CQUJHB010122
OG0002236	AAEL002782	CQUJHB007151
OG0002237	AAEL002783	CQUJHB014136
OG0002238	AAEL002815, AAEL022913	CQUJHB014723
OG0002239	AAEL002818	CQUJHB003596
OG0002240	AAEL002860	CQUJHB000437
OG0002241	AAEL002867, AAEL017409, AAEL026318, AAEL024386	CQUJHB004604
OG0002242	AAEL002870	CQUJHB014480
OG0002243	AAEL021181	CQUJHB016589
OG0002243	AAEL002880, AAEL027048	CQUJHB000383
OG0002244	AAEL002887	CQUJHB005805
OG0002245	AAEL002888	CQUJHB016908
OG0002246	AAEL002905, AAEL009418	CQUJHB010050
OG0002247	AAEL002906	CQUJHB004418, CQUJHB009622
OG0002248	AAEL002921	CQUJHB016195
OG0002249	AAEL002933	CQUJHB009438
OG0002250	AAEL020993, AAEL002949	CQUJHB001918
OG0002251	AAEL002961	CQUJHB014276
OG0002252	AAEL024580, AAEL002962	CQUJHB009674
OG0002253	AAEL002980, AAEL021837	CQUJHB004508
OG0002254	AAEL002988	CQUJHB004592
OG0002255	AAEL002993, AAEL021617	CQUJHB010680
OG0002256	AAEL003003	CQUJHB008335
OG0002257	AAEL003011	CQUJHB013146
OG0002258	AAEL003018	CQUJHB003065
OG0002259	AAEL003020	CQUJHB004536
OG0002260	AAEL003032	CQUJHB003014, CQUJHB015254
OG0002261	AAEL024996, AAEL003063	CQUJHB010012
OG0002262	AAEL003064	CQUJHB003690
OG0002263	AAEL003067	CQUJHB003385
OG0002264	AAEL003071	CQUJHB006913
OG0002265	AAEL003089	CQUJHB007912
OG0002266	AAEL003103	CQUJHB000401
OG0002267	AAEL003125	CQUJHB011217
OG0002268	AAEL003130	CQUJHB006856
OG0002269	AAEL003131	CQUJHB011397
OG0002270	AAEL026506, AAEL003136	CQUJHB014938
OG0002271	AAEL003140	CQUJHB010861
OG0002272	AAEL003143	CQUJHB005130
OG0002273	AAEL022327, AAEL003145	CQUJHB005373
OG0002274	AAEL003151	CQUJHB006935
OG0002275	AAEL003161	CQUJHB000691
OG0002276	AAEL003174	CQUJHB003103
OG0002277	AAEL003183	CQUJHB005431
OG0002278	AAEL003184	CQUJHB002987
OG0002279	AAEL029111, AAEL003192	CQUJHB009582
OG0002280	AAEL003198, AAEL026956	CQUJHB016835
OG0002281	AAEL003208, AAEL019417	CQUJHB000127
OG0002282	AAEL003214	CQUJHB011642
OG0002283	AAEL003216	CQUJHB002344
OG0002284	AAEL003229	CQUJHB001446
OG0002285	AAEL003237	CQUJHB002955, CQUJHB008269
OG0002286	AAEL003246	CQUJHB007418
OG0002287	AAEL003264	CQUJHB010863
OG0002288	AAEL003269	CQUJHB004334
OG0002289	AAEL003275	CQUJHB016882
OG0002290	AAEL003277	CQUJHB007502
OG0002291	AAEL003282	CQUJHB013153
OG0002292	AAEL003301	CQUJHB001130
OG0002293	AAEL028035, AAEL003320	CQUJHB003490
OG0002294	AAEL003326	CQUJHB003662
OG0002295	AAEL003344	CQUJHB000982
OG0002296	AAEL003346	CQUJHB000898
OG0002297	AAEL003353	CQUJHB020344
OG0002298	AAEL003365	CQUJHB006545
OG0002299	AAEL003367	CQUJHB009293
OG0002300	AAEL003377	CQUJHB013387
OG0002301	AAEL003397, AAEL024180	CQUJHB018039
OG0002302	AAEL003398	CQUJHB004570
OG0002304	AAEL003418	CQUJHB010742
OG0002305	AAEL003432	CQUJHB004635
OG0002306	AAEL003443	CQUJHB013760
OG0002307	AAEL017549, AAEL003448	CQUJHB005630
OG0002308	AAEL024469, AAEL003452	CQUJHB011917
OG0002309	AAEL003461, AAEL024690	CQUJHB004445
OG0002310	AAEL003485, AAEL011554	CQUJHB009311
OG0002311	AAEL003495	CQUJHB006845
OG0002312	AAEL003505	CQUJHB004384
OG0002313	AAEL003509	CQUJHB015733
OG0002314	AAEL003516	CQUJHB012634
OG0002315	AAEL003517	CQUJHB009401
OG0002316	AAEL003526	CQUJHB003740
OG0002317	AAEL003529	CQUJHB011893, CQUJHB013333
OG0002318	AAEL003530, AAEL005027	CQUJHB003199
OG0002319	AAEL003541, AAEL026564	CQUJHB002990
OG0002320	AAEL003546	CQUJHB014318, CQUJHB016145, CQUJHB005410
OG0002321	AAEL003564, AAEL003568	CQUJHB004639
OG0002322	AAEL003570	CQUJHB005601
OG0002324	AAEL019996, AAEL003601, AAEL007872, AAEL003600, AAEL022638	CQUJHB002432
OG0002325	AAEL003611	CQUJHB010565
OG0002326	AAEL003646	CQUJHB013806
OG0002327	AAEL003700, AAEL003679, AAEL003657	CQUJHB010813
OG0002328	AAEL027460, AAEL003666	CQUJHB009440
OG0002329	AAEL003698	CQUJHB008476
OG0002330	AAEL003736	CQUJHB009297
OG0002331	AAEL024850, AAEL003749	CQUJHB000409
