Orthogroup	AaegyptiLVP_AGWG	AminimusMINIMUS1
OG0001656	AAEL008592	AMIN006186
OG0001657	AAEL008596	AMIN016153
OG0001658	AAEL008700	AMIN002815
OG0001659	AAEL008738	AMIN008225
OG0001660	AAEL008826	AMIN003346
OG0001661	AAEL023781, AAEL008842	AMIN009074
OG0001662	AAEL008849	AMIN006302
OG0001663	AAEL008865	AMIN014628
OG0001664	AAEL008941	AMIN005474
OG0001665	AAEL008942	AMIN004491
OG0001666	AAEL026683, AAEL008956	AMIN005479
OG0001667	AAEL008960	AMIN010062, AMIN005572
OG0001668	AAEL009097	AMIN000236
OG0001669	AAEL009183, AAEL027505	AMIN007557
OG0001670	AAEL009196	AMIN006905, AMIN004952, AMIN004953
OG0001671	AAEL009265	AMIN006353
OG0001672	AAEL009298	AMIN010337
OG0001673	AAEL009307	AMIN004565
OG0001674	AAEL009351, AAEL021624	AMIN010633
OG0001675	AAEL009356, AAEL024601	AMIN010632
OG0001676	AAEL009364	AMIN014634, AMIN008119
OG0001677	AAEL009438	AMIN002429
OG0001678	AAEL009471, AAEL009458	AMIN005374
OG0001679	AAEL009466	AMIN005705, AMIN005708
OG0001680	AAEL023741, AAEL009469	AMIN003163
OG0001681	AAEL009503, AAEL020495	AMIN004248
OG0001682	AAEL009588	AMIN009446
OG0001683	AAEL009634	AMIN004904
OG0001684	AAEL009637	AMIN004905
OG0001685	AAEL026149	AMIN002994
OG0001686	AAEL025383, AAEL009701	AMIN000150
OG0001687	AAEL009757, AAEL009751	AMIN006572
OG0001688	AAEL009753	AMIN006563
OG0001689	AAEL009763	AMIN005738
OG0001690	AAEL009779	AMIN005716
OG0001691	AAEL009850	AMIN002277
OG0001692	AAEL028144, AAEL009872	AMIN001087
OG0001693	AAEL009894, AAEL012911	AMIN008688
OG0001694	AAEL009950	AMIN000112, AMIN000111
OG0001695	AAEL010008, AAEL026984	AMIN003825
OG0001696	AAEL010062	AMIN003087
OG0001697	AAEL010090	AMIN011457
OG0001698	AAEL011805, AAEL010110	AMIN000403
OG0001699	AAEL021547, AAEL024827, AAEL010226	AMIN007190
OG0001700	AAEL010260	AMIN006163
OG0001701	AAEL010266	AMIN006157
OG0001702	AAEL010283	AMIN007162
OG0001704	AAEL010311	AMIN008503
OG0001705	AAEL010354	AMIN004423, AMIN004424
OG0001706	AAEL010355	AMIN004427
OG0001708	AAEL010389	AMIN011340
OG0001709	AAEL010422	AMIN004221
OG0001710	AAEL021184, AAEL010511	AMIN007022
OG0001711	AAEL010568	AMIN009564
OG0001712	AAEL010571, AAEL026067	AMIN005114
OG0001713	AAEL010593	AMIN007563
OG0001714	AAEL010742, AAEL024119	AMIN009480
OG0001715	AAEL010757	AMIN007500, AMIN007498
OG0001716	AAEL010771	AMIN009853, AMIN009378
OG0001717	AAEL010778	AMIN009855, AMIN009856
OG0001718	AAEL010827	AMIN000197, AMIN000198
OG0001719	AAEL010855	AMIN007341
OG0001720	AAEL021416, AAEL011123	AMIN004085
OG0001721	AAEL024207, AAEL011124	AMIN000752
OG0001722	AAEL011157	AMIN000262
OG0001723	AAEL011159	AMIN000260
OG0001724	AAEL011271	AMIN015519
OG0001725	AAEL011345	AMIN011280
OG0001726	AAEL011349	AMIN010691
OG0001727	AAEL011379	AMIN005082
OG0001728	AAEL011382	AMIN008781
OG0001729	AAEL011411, AAEL012903	AMIN007144
OG0001730	AAEL011436	AMIN010737, AMIN010736
OG0001731	AAEL011500	AMIN008041
OG0001732	AAEL011560	AMIN008097
OG0001733	AAEL011562	AMIN008094
OG0001734	AAEL011566	AMIN000136
OG0001735	AAEL011690, AAEL011691	AMIN004224, AMIN000973
OG0001736	AAEL011697	AMIN000931
OG0001737	AAEL025949, AAEL021786, AAEL011731	AMIN006545
OG0001738	AAEL011751, AAEL023265	AMIN005607
OG0001740	AAEL011768, AAEL011771	AMIN008073
OG0001741	AAEL011808, AAEL027830	AMIN002561
OG0001742	AAEL011850	AMIN005632
OG0001743	AAEL011989	AMIN001594
OG0001744	AAEL011991	AMIN015660
OG0001745	AAEL011993	AMIN001592
OG0001746	AAEL011996	AMIN015661
OG0001747	AAEL012016	AMIN008181, AMIN008179
OG0001748	AAEL027882, AAEL012059	AMIN004574
OG0001749	AAEL021939, AAEL012178	AMIN011276, AMIN007287
OG0001750	AAEL012233	AMIN005729, AMIN005730
OG0001751	AAEL012324	AMIN004323
OG0001752	AAEL022520, AAEL012341	AMIN003462
OG0001753	AAEL012410	AMIN008741, AMIN008743
OG0001754	AAEL012501	AMIN008552
OG0001755	AAEL012525	AMIN001509
OG0001756	AAEL012539	AMIN008028, AMIN008031
OG0001757	AAEL012552	AMIN003463
OG0001758	AAEL021254, AAEL012585	AMIN001687
OG0001759	AAEL012671	AMIN001685
OG0001760	AAEL012710, AAEL012715	AMIN002035
OG0001762	AAEL012717	AMIN005252, AMIN005251
OG0001763	AAEL012731	AMIN010356
OG0001764	AAEL012751	AMIN010999, AMIN011001
OG0001765	AAEL012756	AMIN011004, AMIN011005
OG0001766	AAEL018249, AAEL012783	AMIN006458
OG0001767	AAEL012822	AMIN000602
OG0001768	AAEL012823	AMIN007696, AMIN007697
OG0001769	AAEL012826	AMIN000601
OG0001771	AAEL013151	AMIN001562, AMIN001533
OG0001772	AAEL013157, AAEL013152	AMIN001558
OG0001773	AAEL013197	AMIN000414
OG0001774	AAEL026895, AAEL013199	AMIN000407
OG0001775	AAEL013253	AMIN009768
OG0001776	AAEL013278	AMIN007983
OG0001777	AAEL013366	AMIN001453
OG0001778	AAEL013424	AMIN002634, AMIN002636
OG0001779	AAEL013478	AMIN004320
OG0001780	AAEL013479	AMIN004319
OG0001781	AAEL013527	AMIN003397
OG0001782	AAEL013613	AMIN003735
OG0001783	AAEL013724	AMIN004878
OG0001784	AAEL013744	AMIN011220
OG0001786	AAEL013776	AMIN006328, AMIN006329
OG0001787	AAEL013814	AMIN005488
OG0001788	AAEL013872	AMIN010624
OG0001789	AAEL013875	AMIN010625
OG0001790	AAEL013883	AMIN002012
OG0001791	AAEL013962	AMIN003556
OG0001792	AAEL020316, AAEL013974	AMIN009998
OG0001793	AAEL028215, AAEL013994	AMIN009986
OG0001794	AAEL013998, AAEL027973	AMIN009987
OG0001795	AAEL014009	AMIN005564
OG0001796	AAEL014022	AMIN015771
OG0001797	AAEL014027	AMIN007957
OG0001798	AAEL014054, AAEL025786	AMIN003399
OG0001799	AAEL014059	AMIN000646
OG0001800	AAEL025776, AAEL014216	AMIN001449
OG0001801	AAEL014246, AAEL014244	AMIN010499
OG0001802	AAEL014271	AMIN014005, AMIN000079, AMIN000080
OG0001803	AAEL014272	AMIN005838
OG0001804	AAEL014284	AMIN006121
OG0001805	AAEL014303	AMIN015793, AMIN015794
OG0001806	AAEL024066, AAEL014318	AMIN009902, AMIN009903
OG0001807	AAEL014326	AMIN009387, AMIN009388
OG0001808	AAEL014340	AMIN011580, AMIN011581
OG0001809	AAEL014348	AMIN009558
OG0001810	AAEL014349	AMIN009569
OG0001811	AAEL014435	AMIN002928
OG0001812	AAEL014505	AMIN005218
OG0001813	AAEL014577	AMIN010630
OG0001814	AAEL014578, AAEL023117	AMIN010631
OG0001815	AAEL014653	AMIN001576, AMIN001574
OG0001816	AAEL014774	AMIN011109
OG0001817	AAEL014824	AMIN009741, AMIN009740
OG0001818	AAEL014851	AMIN010148
OG0001819	AAEL024910, AAEL014853	AMIN005653
OG0001820	AAEL014863	AMIN010360, AMIN010361
OG0001821	AAEL015118	AMIN007908
OG0001822	AAEL015255	AMIN009715
OG0001823	AAEL020424, AAEL015402	AMIN010415
OG0001824	AAEL015557	AMIN006690
OG0001825	AAEL015640	AMIN005256
OG0001826	AAEL017327, AAEL017097, AAEL017230	AMIN015552
OG0001827	AAEL017167	AMIN005095
OG0001828	AAEL023345, AAEL017186	AMIN006358
OG0001829	AAEL017251	AMIN008903
OG0001830	AAEL017356	AMIN007611
OG0001831	AAEL017391	AMIN002093
OG0001832	AAEL017512	AMIN008561
OG0001833	AAEL018103, AAEL026175	AMIN007185
OG0001834	AAEL018114	AMIN015497
OG0001835	AAEL018141	AMIN004932, AMIN004933
OG0001836	AAEL024668, AAEL018183	AMIN009456
OG0001837	AAEL018215	AMIN004883, AMIN004881
OG0001838	AAEL018227	AMIN008289, AMIN008290
OG0001839	AAEL018232	AMIN001761
OG0001840	AAEL018263	AMIN005561
OG0001841	AAEL018302	AMIN010560
OG0001842	AAEL018310	AMIN009351
OG0001843	AAEL018324	AMIN003499, AMIN003500
OG0001844	AAEL019406	AMIN006986
OG0001845	AAEL023349, AAEL019418	AMIN015778
OG0001846	AAEL019420, AAEL019419	AMIN008369
OG0001847	AAEL019421	AMIN014466, AMIN005573, AMIN009051
OG0001848	AAEL019425	AMIN005470
OG0001849	AAEL019457	AMIN008447, AMIN008446
OG0001850	AAEL019467	AMIN000620, AMIN000621
OG0001851	AAEL019491	AMIN002423
OG0001852	AAEL019502	AMIN008435, AMIN008434
OG0001853	AAEL019515, AAEL021312	AMIN015973
OG0001854	AAEL019543	AMIN004311
OG0001855	AAEL019551	AMIN007620, AMIN007619
OG0001856	AAEL019553	AMIN015737
OG0001857	AAEL019566	AMIN003689, AMIN003690
OG0001858	AAEL027018, AAEL019593	AMIN016030
OG0001859	AAEL019600, AAEL022282, AAEL023044	AMIN003454
OG0001860	AAEL019610	AMIN000263
OG0001861	AAEL019617	AMIN010248
OG0001862	AAEL025304, AAEL019619	AMIN003396
OG0001863	AAEL019632	AMIN008168
OG0001864	AAEL019640	AMIN009862
OG0001865	AAEL019656	AMIN005321
OG0001866	AAEL021311	AMIN003416
OG0001866	AAEL019671	AMIN003418
OG0001867	AAEL019680	AMIN005984
OG0001868	AAEL019686	AMIN004673, AMIN004674
OG0001869	AAEL019704	AMIN004954, AMIN006497, AMIN004999
OG0001870	AAEL019721, AAEL021660	AMIN000808
OG0001871	AAEL019723	AMIN007313
OG0001872	AAEL027062, AAEL019734	AMIN014894, AMIN014892, AMIN002741
OG0001873	AAEL019738, AAEL022521	AMIN002562
OG0001874	AAEL019743	AMIN003048, AMIN003047
OG0001875	AAEL019757	AMIN010798
OG0001876	AAEL019779	AMIN004600, AMIN004595
OG0001877	AAEL019784	AMIN004826, AMIN004827
OG0001878	AAEL019813	AMIN006215, AMIN006213
OG0001879	AAEL019816	AMIN008890
OG0001880	AAEL019872	AMIN002697, AMIN002696, AMIN011086, AMIN002698
OG0001881	AAEL019888	AMIN009979
OG0001883	AAEL019934	AMIN009931
OG0001884	AAEL019942, AAEL019943	AMIN001054
OG0001885	AAEL020938, AAEL019995	AMIN002968
OG0001886	AAEL020006	AMIN005742
OG0001887	AAEL020075	AMIN005613
OG0001889	AAEL020236	AMIN005658, AMIN005661
OG0001890	AAEL020259	AMIN008213
OG0001891	AAEL020367, AAEL027037	AMIN009438
OG0001892	AAEL020427	AMIN000116, AMIN000114
OG0001893	AAEL020670, AAEL026210	AMIN004384, AMIN004338
OG0001894	AAEL020781, AAEL024786, AAEL024800	AMIN002076
OG0001895	AAEL024451, AAEL020804	AMIN010600
OG0001896	AAEL020847	AMIN001064
OG0001897	AAEL021006	AMIN005514, AMIN005515
OG0001898	AAEL021019	AMIN005288
OG0001899	AAEL021029	AMIN006008
OG0001901	AAEL022782, AAEL021202	AMIN006378
OG0001902	AAEL021288	AMIN002991
OG0001903	AAEL026413, AAEL021321, AAEL022776	AMIN000469
OG0001905	AAEL021386	AMIN000638
OG0001906	AAEL021402, AAEL024170, AAEL025488	AMIN004037
OG0001907	AAEL021419	AMIN008739, AMIN008738
OG0001908	AAEL026022, AAEL021519	AMIN002563
OG0001909	AAEL021548	AMIN006182
OG0001910	AAEL021574	AMIN006553, AMIN006554
OG0001912	AAEL021655, AAEL023077	AMIN004504
OG0001913	AAEL021676	AMIN005221, AMIN005223
OG0001914	AAEL021748	AMIN011518
OG0001915	AAEL024321, AAEL022608, AAEL021767	AMIN003811
OG0001916	AAEL021771	AMIN000785
OG0001917	AAEL021925	AMIN003280
OG0001918	AAEL021955, AAEL028133	AMIN002067
OG0001919	AAEL022200	AMIN016209, AMIN010174
OG0001920	AAEL022248	AMIN000410
OG0001921	AAEL022316	AMIN000378
OG0001922	AAEL022351	AMIN007989
OG0001923	AAEL022431	AMIN011279
OG0001924	AAEL022611	AMIN006781
OG0001925	AAEL022632, AAEL023223	AMIN002090
OG0001926	AAEL022657, AAEL026213	AMIN005567
OG0001927	AAEL022658	AMIN009966, AMIN009965
OG0001928	AAEL026719, AAEL022716	AMIN011226
OG0001929	AAEL022855	AMIN005224
OG0001930	AAEL022893, AAEL025265	AMIN016212
OG0001931	AAEL024358, AAEL022938	AMIN001231, AMIN001193
OG0001933	AAEL024674, AAEL023115	AMIN000149
OG0001934	AAEL023151	AMIN011386
OG0001935	AAEL023352	AMIN001324
OG0001937	AAEL023471	AMIN010521, AMIN010519
OG0001938	AAEL023498, AAEL027331	AMIN006913
OG0001939	AAEL023502, AAEL025398	AMIN015735
OG0001940	AAEL023745	AMIN005390, AMIN005388
OG0001941	AAEL023750, AAEL026150, AAEL024982	AMIN005486
OG0001942	AAEL023810	AMIN007330, AMIN007331
OG0001943	AAEL026260, AAEL023943	AMIN003533
OG0001944	AAEL023989	AMIN004312
OG0001945	AAEL024005	AMIN005359
OG0001946	AAEL027002, AAEL024101	AMIN006606
OG0001947	AAEL024141	AMIN007109
OG0001948	AAEL024258	AMIN005424
OG0001949	AAEL024480	AMIN001886
OG0001950	AAEL024598	AMIN015502, AMIN007679
OG0001951	AAEL025046, AAEL024618	AMIN001795
OG0001952	AAEL024623	AMIN011287
OG0001953	AAEL024710	AMIN010183
OG0001954	AAEL024713	AMIN009989
OG0001955	AAEL024788	AMIN007233
OG0001956	AAEL025473, AAEL025076	AMIN005577
OG0001957	AAEL025133, AAEL026994	AMIN010161
OG0001958	AAEL025230	AMIN005075, AMIN004398
OG0001959	AAEL025353	AMIN000834
OG0001960	AAEL025443	AMIN003315
OG0001961	AAEL025578, AAEL025984	AMIN001871
OG0001962	AAEL025606	AMIN001127, AMIN001126
OG0001963	AAEL026618, AAEL025692	AMIN009864
OG0001964	AAEL026074	AMIN007949, AMIN007950
OG0001965	AAEL026170	AMIN004289
OG0001968	AAEL026355	AMIN008112
OG0001969	AAEL026388, AAEL028233	AMIN010662
OG0001970	AAEL026710	AMIN003167
OG0001971	AAEL026716, AAEL027637	AMIN004269
OG0001972	AAEL026746	AMIN008126
OG0001973	AAEL026751	AMIN006810
OG0001974	AAEL026796	AMIN005498
OG0001975	AAEL026846	AMIN011026
OG0001976	AAEL026945	AMIN003507
OG0001977	AAEL027527	AMIN005416
OG0001978	AAEL027566	AMIN015741
OG0001979	AAEL027644	AMIN000233
OG0001980	AAEL027654	AMIN005639
OG0001981	AAEL028004	AMIN004852
OG0001982	AAEL028021	AMIN005659
OG0001983	AAEL028129	AMIN005588
OG0001984	AAEL029070, AAEL029071	AMIN009185
OG0002027	AAEL000008	AMIN003035
OG0002028	AAEL002639, AAEL000010	AMIN000742
OG0002029	AAEL000032	AMIN016063
OG0002030	AAEL000036	AMIN000729
OG0002032	AAEL000091	AMIN004840
OG0002033	AAEL000098	AMIN003566
OG0002034	AAEL000102	AMIN000883
OG0002035	AAEL000109, AAEL025680	AMIN002860
OG0002036	AAEL000159	AMIN002474
OG0002037	AAEL000162	AMIN007459
OG0002038	AAEL000181	AMIN016265
OG0002039	AAEL000186	AMIN005004
OG0002040	AAEL000188	AMIN016267
OG0002041	AAEL000193	AMIN006460
OG0002042	AAEL000206, AAEL004665	AMIN005013
OG0002043	AAEL000221	AMIN010723
OG0002044	AAEL000236	AMIN002134
OG0002045	AAEL021776, AAEL000243	AMIN005824
OG0002046	AAEL000258	AMIN008681
OG0002047	AAEL000267	AMIN016072
OG0002048	AAEL000272	AMIN008309
OG0002049	AAEL000291	AMIN008671
OG0002050	AAEL000327	AMIN007814, AMIN007813
OG0002051	AAEL000340	AMIN003126
OG0002052	AAEL000343	AMIN008508
OG0002053	AAEL000362	AMIN007810
OG0002054	AAEL000397, AAEL027318	AMIN008924
OG0002055	AAEL000416	AMIN014085, AMIN000846
OG0002056	AAEL000424	AMIN004044
OG0002057	AAEL000440, AAEL023005	AMIN000848
OG0002058	AAEL027802, AAEL000445	AMIN000655
OG0002059	AAEL000452	AMIN004816
OG0002060	AAEL000457	AMIN000849
OG0002061	AAEL000460, AAEL020197	AMIN000654
OG0002062	AAEL000464	AMIN003590, AMIN003592
OG0002063	AAEL000510	AMIN000395
OG0002064	AAEL000550	AMIN008791
OG0002065	AAEL000551	AMIN009170
OG0002066	AAEL000559	AMIN009163
OG0002067	AAEL000590	AMIN003419
OG0002068	AAEL000593	AMIN003413
OG0002069	AAEL000618	AMIN009474
OG0002070	AAEL021450, AAEL000646	AMIN004404
OG0002072	AAEL000716	AMIN004763
OG0002073	AAEL000721	AMIN007740
OG0002074	AAEL000724	AMIN007739
OG0002075	AAEL000746	AMIN007737
OG0002076	AAEL000750	AMIN007738
OG0002077	AAEL000755	AMIN008560
OG0002078	AAEL020913, AAEL000825	AMIN003972
OG0002079	AAEL000849, AAEL027279	AMIN003975
OG0002080	AAEL000852, AAEL022708	AMIN003973
OG0002081	AAEL000883	AMIN004275
OG0002082	AAEL000897	AMIN009309
OG0002083	AAEL000924	AMIN008954
OG0002084	AAEL000925	AMIN003006
OG0002085	AAEL000933	AMIN011061
OG0002086	AAEL000938	AMIN008582
OG0002087	AAEL000940, AAEL022151	AMIN008197
OG0002088	AAEL000942	AMIN001301
OG0002089	AAEL024591, AAEL000950	AMIN001310
OG0002090	AAEL000951	AMIN004529
OG0002091	AAEL000953	AMIN011062
OG0002092	AAEL007879, AAEL000961	AMIN008580
OG0002094	AAEL000967	AMIN008340
OG0002095	AAEL000978	AMIN000347
OG0002096	AAEL000994	AMIN011144, AMIN011145
OG0002097	AAEL000999	AMIN011141
OG0002098	AAEL001000	AMIN003332
OG0002099	AAEL001007	AMIN003072
OG0002100	AAEL001044	AMIN003711
OG0002101	AAEL001060	AMIN003633
OG0002102	AAEL001085	AMIN003178
OG0002103	AAEL001099	AMIN005570
OG0002104	AAEL001113	AMIN006918
OG0002105	AAEL001154	AMIN009567
OG0002106	AAEL021364, AAEL001162	AMIN001475
OG0002107	AAEL025170, AAEL001176	AMIN001474
OG0002108	AAEL020244, AAEL001182	AMIN015991
OG0002109	AAEL001184	AMIN011619
OG0002110	AAEL001191, AAEL020438	AMIN001186
OG0002111	AAEL001199, AAEL020222	AMIN009452
OG0002112	AAEL001228	AMIN005799
OG0002113	AAEL001238	AMIN001551
OG0002114	AAEL001241	AMIN009929
OG0002115	AAEL001245	AMIN011435, AMIN011436
OG0002116	AAEL001254	AMIN007541
OG0002117	AAEL001257	AMIN010906
OG0002118	AAEL001268	AMIN011643
OG0002119	AAEL001281	AMIN009961
OG0002120	AAEL020619, AAEL001289	AMIN002109
OG0002122	AAEL001317	AMIN006443
OG0002123	AAEL001356	AMIN010541
OG0002124	AAEL001359	AMIN007304
OG0002125	AAEL001368	AMIN009682
OG0002126	AAEL001378	AMIN007369
OG0002127	AAEL001389	AMIN007276
OG0002128	AAEL001397	AMIN010480
OG0002129	AAEL001422	AMIN010466
OG0002130	AAEL001423	AMIN010475
OG0002131	AAEL001425	AMIN010474
OG0002132	AAEL023408, AAEL001426	AMIN010476
OG0002133	AAEL001428	AMIN010454
OG0002134	AAEL001446	AMIN005571
OG0002135	AAEL001472	AMIN001648
OG0002136	AAEL001474	AMIN005998
OG0002137	AAEL001475	AMIN006808
OG0002138	AAEL001493	AMIN007157
OG0002139	AAEL001497	AMIN005947
OG0002140	AAEL001500	AMIN001181
OG0002141	AAEL001505	AMIN005989
OG0002142	AAEL001506	AMIN001649
OG0002143	AAEL001513	AMIN008877
OG0002144	AAEL001518	AMIN008865
OG0002145	AAEL001526	AMIN008872
OG0002146	AAEL001541	AMIN010223
OG0002149	AAEL001557	AMIN010343
OG0002150	AAEL001559	AMIN010211
OG0002151	AAEL001573	AMIN010258
OG0002152	AAEL001593	AMIN010216
OG0002153	AAEL001636	AMIN001367
OG0002154	AAEL001649	AMIN006403
OG0002155	AAEL008769, AAEL001693	AMIN007610
OG0002156	AAEL001707	AMIN006042
OG0002157	AAEL001736	AMIN010929
OG0002158	AAEL001751	AMIN011547
OG0002159	AAEL001764	AMIN011542
OG0002160	AAEL001797, AAEL022985	AMIN001568
OG0002161	AAEL001808	AMIN001351
OG0002162	AAEL026493, AAEL001810	AMIN001569
OG0002163	AAEL001813	AMIN005940
OG0002164	AAEL001832	AMIN001347
OG0002165	AAEL001847	AMIN006362
OG0002166	AAEL026860, AAEL001852	AMIN001180
OG0002167	AAEL001856	AMIN007218
OG0002168	AAEL001864	AMIN006366
OG0002169	AAEL001865	AMIN006364
OG0002170	AAEL001869	AMIN007220
OG0002171	AAEL001874	AMIN009559
OG0002172	AAEL020591, AAEL001875	AMIN007219
OG0002173	AAEL001888	AMIN009690
OG0002174	AAEL001896	AMIN009428
OG0002175	AAEL019903, AAEL019902, AAEL001897	AMIN009691
OG0002176	AAEL001913, AAEL020754	AMIN009699
OG0002177	AAEL001920	AMIN009066
OG0002178	AAEL023816, AAEL001952	AMIN009064
OG0002179	AAEL021869, AAEL001962	AMIN006223
OG0002180	AAEL001978	AMIN006207
OG0002181	AAEL002016	AMIN006227
OG0002182	AAEL021392, AAEL002068	AMIN015600
OG0002183	AAEL002079	AMIN006189, AMIN001209
OG0002184	AAEL002132	AMIN003881
OG0002185	AAEL002134	AMIN004055
OG0002186	AAEL002142	AMIN003245
OG0002187	AAEL002165	AMIN015560
OG0002188	AAEL002167	AMIN015561
OG0002189	AAEL012075, AAEL002178	AMIN005353
OG0002190	AAEL002215	AMIN001744
OG0002191	AAEL002216	AMIN006085
OG0002192	AAEL002220	AMIN001743
OG0002193	AAEL002232	AMIN009819
OG0002194	AAEL002248, AAEL027046	AMIN007920
OG0002195	AAEL002250	AMIN010990
OG0002196	AAEL002271	AMIN007921
OG0002197	AAEL002307, AAEL002295	AMIN008906
OG0002198	AAEL002312	AMIN009252
OG0002199	AAEL002318, AAEL020455	AMIN009233
OG0002200	AAEL002322	AMIN011284
OG0002201	AAEL002324	AMIN007387
OG0002202	AAEL002329	AMIN007390
OG0002203	AAEL002341	AMIN007717
OG0002204	AAEL002343	AMIN002121
OG0002205	AAEL002345	AMIN011282
OG0002206	AAEL002355	AMIN007389
OG0002208	AAEL002390	AMIN001518
OG0002209	AAEL002399	AMIN001540
OG0002210	AAEL002401	AMIN001593
OG0002211	AAEL002404	AMIN011063
OG0002212	AAEL002412	AMIN004772
OG0002213	AAEL002433, AAEL024815	AMIN003786
OG0002214	AAEL002438	AMIN005748
OG0002215	AAEL002451	AMIN005125
OG0002216	AAEL021792, AAEL002463	AMIN007316
OG0002217	AAEL002483	AMIN010651
OG0002218	AAEL002504	AMIN007166
OG0002219	AAEL002537	AMIN002016
OG0002220	AAEL002543, AAEL023018	AMIN002637
OG0002221	AAEL002560	AMIN003449
OG0002222	AAEL002569	AMIN003447
OG0002223	AAEL002578	AMIN005031
OG0002224	AAEL002581	AMIN003688
OG0002226	AAEL002597, AAEL023576	AMIN004298
OG0002227	AAEL002602, AAEL011967	AMIN004092
OG0002228	AAEL002613	AMIN005029
OG0002229	AAEL022118, AAEL002615	AMIN006858
OG0002230	AAEL002645	AMIN001386
OG0002231	AAEL002652	AMIN001378
OG0002232	AAEL002701	AMIN000767
OG0002233	AAEL002714	AMIN010342
OG0002234	AAEL002752	AMIN010890
OG0002235	AAEL002775	AMIN004800
OG0002236	AAEL002782	AMIN003969
OG0002237	AAEL002783	AMIN002665
OG0002238	AAEL002815, AAEL022913	AMIN000733
OG0002239	AAEL002818	AMIN000730
OG0002240	AAEL002860	AMIN000595
OG0002241	AAEL002867, AAEL017409, AAEL026318, AAEL024386	AMIN003649
OG0002242	AAEL002870	AMIN004779
OG0002244	AAEL002887	AMIN005615
OG0002245	AAEL002888	AMIN015556
OG0002246	AAEL002905, AAEL009418	AMIN005616
OG0002247	AAEL002906	AMIN000771
OG0002248	AAEL002921	AMIN005444
OG0002249	AAEL002933	AMIN011286
OG0002250	AAEL020993, AAEL002949	AMIN000926
OG0002251	AAEL002961	AMIN000925
OG0002252	AAEL024580, AAEL002962	AMIN000927
OG0002253	AAEL002980, AAEL021837	AMIN008807
OG0002254	AAEL002988	AMIN003253
OG0002256	AAEL003003	AMIN003250, AMIN001938
OG0002257	AAEL003011	AMIN000803
OG0002258	AAEL003018	AMIN000287
OG0002259	AAEL003020	AMIN005547
OG0002260	AAEL003032	AMIN005145
OG0002261	AAEL024996, AAEL003063	AMIN011048
OG0002262	AAEL003064	AMIN015961
OG0002263	AAEL003067	AMIN007954
OG0002264	AAEL003071	AMIN016037
OG0002265	AAEL003089	AMIN007386
OG0002266	AAEL003103	AMIN005451
OG0002267	AAEL003125	AMIN010061
OG0002268	AAEL003130	AMIN001300
OG0002269	AAEL003131	AMIN001299
OG0002270	AAEL026506, AAEL003136	AMIN008214
OG0002271	AAEL003140	AMIN001312
OG0002272	AAEL003143	AMIN001313
OG0002273	AAEL022327, AAEL003145	AMIN004505
OG0002274	AAEL003151	AMIN007254
OG0002275	AAEL003161	AMIN003871
OG0002276	AAEL003174	AMIN007259
OG0002277	AAEL003183	AMIN003828
OG0002278	AAEL003184	AMIN003833
OG0002279	AAEL029111, AAEL003192	AMIN003829
OG0002280	AAEL003198, AAEL026956	AMIN016285
OG0002281	AAEL003208, AAEL019417	AMIN003524
OG0002282	AAEL003214	AMIN010767
OG0002283	AAEL003216	AMIN009591
OG0002284	AAEL003229	AMIN010760
OG0002285	AAEL003237	AMIN001710
OG0002286	AAEL003246	AMIN009705
OG0002287	AAEL003264	AMIN009707
OG0002288	AAEL003269	AMIN009706
OG0002289	AAEL003275	AMIN010780
OG0002290	AAEL003277	AMIN010769
OG0002291	AAEL003282	AMIN001027
OG0002292	AAEL003301	AMIN009184
OG0002293	AAEL028035, AAEL003320	AMIN007462
OG0002294	AAEL003326	AMIN006126
OG0002295	AAEL003344	AMIN006125
OG0002296	AAEL003346	AMIN006109
