Orthogroup	LlongipalpisASM	AstephensiUCISS2018
OG0002766	LOC129786616	ASTEI20_039215
OG0002767	LOC129793377	ASTEI20_039500, ASTEI20_044965
OG0002768	LOC129787001	ASTEI20_043605, ASTEI20_036915
OG0002769	LOC129791728	ASTEI20_039174, ASTEI20_043648
OG0002770	LOC129793944	ASTEI20_043669
OG0002771	LOC129787983	ASTEI20_031289
OG0002772	LOC129796663, LOC129788065	ASTEI20_034689
OG0002773	LOC129791382	ASTEI20_044984
OG0002774	LOC129788565	ASTEI20_032069
OG0002775	LOC129796392	ASTEI20_036393
OG0002776	LOC129789187	ASTEI20_038982
OG0002777	LOC129793481	ASTEI20_041082
OG0002779	LOC129786111	ASTEI20_031356
OG0002780	LOC129796617	ASTEI20_031730
OG0002781	LOC129791319	ASTEI20_033506
OG0002782	LOC129792275	ASTEI20_043579
OG0002783	LOC129789142	ASTEI20_033510
OG0002784	LOC129786297	ASTEI20_033454
OG0002785	LOC129797710, LOC129788023	ASTEI20_043506
OG0002786	LOC129797126	ASTEI20_040563
OG0002787	LOC129790695	ASTEI20_042081
OG0002788	LOC129789942	ASTEI20_031620
OG0002789	LOC129786363	ASTEI20_046078
OG0002790	LOC129786777	ASTEI20_036376
OG0002791	LOC129793562	ASTEI20_035283
OG0002792	LOC129785974	ASTEI20_041674
OG0002793	LOC129788547, LOC129789095	ASTEI20_035433
OG0002794	LOC129786025	ASTEI20_032504
OG0002795	LOC129796476	ASTEI20_039535
OG0002796	LOC129794862	ASTEI20_043591
OG0002800	LOC129793431	ASTEI20_036815
OG0002801	LOC129791663	ASTEI20_041263
OG0002802	LOC129797288	ASTEI20_040303
OG0002803	LOC129790627	ASTEI20_045262
OG0002805	LOC129797319	ASTEI20_036180
OG0002806	LOC129786563	ASTEI20_038470
OG0002807	LOC129787778	ASTEI20_038653
OG0002808	LOC129786693, LOC129786692	ASTEI20_039157
OG0002809	LOC129786654, LOC129786663	ASTEI20_043051
OG0002810	LOC129786697, LOC129786696	ASTEI20_033386
OG0002811	LOC129793288	ASTEI20_043324, ASTEI20_044582
OG0002812	LOC129793289	ASTEI20_034651, ASTEI20_039374
OG0002813	LOC129790039	ASTEI20_042349
OG0002814	LOC129793784	ASTEI20_045568
OG0002816	LOC129786782	ASTEI20_038464
OG0002817	LOC129788602	ASTEI20_040099
OG0002818	LOC129791026	ASTEI20_038216
OG0002819	LOC129787752	ASTEI20_042001
OG0002820	LOC129787184	ASTEI20_039837
OG0002821	LOC129794316, LOC129791451	ASTEI20_040771
OG0002822	LOC129793778	ASTEI20_045734, ASTEI20_043342
OG0002823	LOC129791778	ASTEI20_043981
OG0002824	LOC129786477	ASTEI20_039742
OG0002825	LOC129786000	ASTEI20_040760
OG0002826	LOC129786752	ASTEI20_036235
OG0002827	LOC129789023	ASTEI20_035479
OG0002828	LOC129797776	ASTEI20_040245
OG0002829	LOC129787997	ASTEI20_043683
OG0002830	LOC129797619	ASTEI20_044803
OG0002831	LOC129790159	ASTEI20_033721
OG0002832	LOC129786018	ASTEI20_043453, ASTEI20_033859
OG0002833	LOC129793342	ASTEI20_043354
OG0002834	LOC129789051	ASTEI20_031003
OG0002835	LOC129786727	ASTEI20_033542
OG0002836	LOC129796863	ASTEI20_032381
OG0002837	LOC129786034	ASTEI20_043332
OG0002838	LOC129793177	ASTEI20_040030, ASTEI20_035986
OG0002839	LOC129791675	ASTEI20_042023
OG0002840	LOC129788524	ASTEI20_032703
OG0002841	LOC129786444	ASTEI20_032336
OG0002842	LOC129786494	ASTEI20_044120
OG0002843	LOC129794968	ASTEI20_032634
OG0002844	LOC129795160	ASTEI20_041128
OG0002845	LOC129793707	ASTEI20_036660, ASTEI20_045010
OG0002846	LOC129791216	ASTEI20_037743
OG0002847	LOC129785970	ASTEI20_034749
OG0002848	LOC129790164, LOC129791269	ASTEI20_042076
OG0002849	LOC129796218	ASTEI20_045293
OG0002850	LOC129795051	ASTEI20_040918
OG0002851	LOC129792323, LOC129796542	ASTEI20_034664
OG0002852	LOC129792635, LOC129792304	ASTEI20_037276
OG0002853	LOC129786842	ASTEI20_042010, ASTEI20_039841
OG0002854	LOC129786705	ASTEI20_032753
OG0002855	LOC129787237	ASTEI20_044037
OG0002856	LOC129786313	ASTEI20_032038
OG0002857	LOC129792161, LOC129792163	ASTEI20_034702
OG0002858	LOC129794426	ASTEI20_033271
OG0002859	LOC129794629	ASTEI20_044532
OG0002860	LOC129789415	ASTEI20_033968
OG0002862	LOC129788997	ASTEI20_036011
OG0002863	LOC129792280	ASTEI20_041589
OG0002864	LOC129786261	ASTEI20_039520
OG0002865	LOC129789004	ASTEI20_033122, ASTEI20_039643
OG0002866	LOC129790082, LOC129790081	ASTEI20_034368
OG0002867	LOC129788652	ASTEI20_036468
OG0002868	LOC129789986	ASTEI20_040579
OG0002869	LOC129790259	ASTEI20_031827
OG0002870	LOC129792649	ASTEI20_043847
OG0002871	LOC129789583	ASTEI20_040291
OG0002873	LOC129791558	ASTEI20_031237
OG0002874	LOC129789319	ASTEI20_038770
OG0002875	LOC129792121	ASTEI20_033767
OG0002876	LOC129793479	ASTEI20_034692
OG0002877	LOC129793928	ASTEI20_039397
OG0002878	LOC129790974	ASTEI20_035306
OG0002879	LOC129790787	ASTEI20_038211
OG0002880	LOC129791355	ASTEI20_043490
OG0002881	LOC129790489	ASTEI20_032845
OG0002882	LOC129797249	ASTEI20_034884
OG0002883	LOC129787446	ASTEI20_042972
OG0002884	LOC129786090	ASTEI20_033273
OG0002885	LOC129796025	ASTEI20_031632
OG0002886	LOC129786391	ASTEI20_040415
OG0002887	LOC129793125	ASTEI20_040451
OG0002889	LOC129797448, LOC129795186	ASTEI20_037425
OG0002890	LOC129791184	ASTEI20_034932
OG0002891	LOC129791210	ASTEI20_042628
OG0002892	LOC129789758	ASTEI20_041988
OG0002893	LOC129791190	ASTEI20_039188
OG0002895	LOC129792443	ASTEI20_036420
OG0002896	LOC129793720	ASTEI20_038010
OG0002897	LOC129793126	ASTEI20_031662
OG0002898	LOC129791876	ASTEI20_041618
OG0002899	LOC129790011	ASTEI20_031577
OG0002900	LOC129797107	ASTEI20_031941
OG0002901	LOC129790312	ASTEI20_045995
OG0002902	LOC129790460	ASTEI20_036833
OG0002903	LOC129789996	ASTEI20_038565
OG0002904	LOC129790987	ASTEI20_032729
OG0002905	LOC129790206	ASTEI20_040457, ASTEI20_040430
OG0002906	LOC129797152	ASTEI20_040801, ASTEI20_032345
OG0002907	LOC129797150	ASTEI20_040599
OG0002908	LOC129787611	ASTEI20_036622
OG0002910	LOC129788196	ASTEI20_039111
OG0002911	LOC129787064	ASTEI20_045735
OG0002912	LOC129793742	ASTEI20_031624
OG0002913	LOC129797423	ASTEI20_030955
OG0002914	LOC129792806	ASTEI20_045077
OG0002915	LOC129795559	ASTEI20_034011
OG0002916	LOC129787073	ASTEI20_034048
OG0002917	LOC129786859, LOC129786860, LOC129794526	ASTEI20_043678
OG0002918	LOC129796981	ASTEI20_034329
OG0002919	LOC129797110	ASTEI20_034412
OG0002920	LOC129786200	ASTEI20_038761
OG0002921	LOC129790692	ASTEI20_038200
OG0002922	LOC129790133	ASTEI20_036446
OG0002923	LOC129791097	ASTEI20_032252
OG0002924	LOC129787640	ASTEI20_042552
OG0002925	LOC129793884	ASTEI20_034326
OG0002926	LOC129794864	ASTEI20_042964, ASTEI20_043545
OG0002927	LOC129786157	ASTEI20_039059
OG0002928	LOC129792207	ASTEI20_035858
OG0002929	LOC129787658, LOC129793853	ASTEI20_042378
OG0002930	LOC129786728	ASTEI20_040395
OG0002931	LOC129793242	ASTEI20_034176
OG0002932	LOC129790337	ASTEI20_031082
OG0002933	LOC129790934	ASTEI20_035327
OG0002934	LOC129791019	ASTEI20_037055
OG0002935	LOC129787903	ASTEI20_044006
OG0002936	LOC129794639	ASTEI20_036147
OG0002937	LOC129792924	ASTEI20_041465
OG0002938	LOC129793802	ASTEI20_042107, ASTEI20_045217
OG0002939	LOC129787252	ASTEI20_045309
OG0002940	LOC129787253	ASTEI20_042211
OG0002940	LOC129792968, LOC129792972	ASTEI20_040816
OG0002941	LOC129786786	ASTEI20_031176
OG0002942	LOC129792838	ASTEI20_034548
OG0002943	LOC129792526	ASTEI20_040550
OG0002944	LOC129796611	ASTEI20_031509
OG0002945	LOC129790856	ASTEI20_043625
OG0002946	LOC129795853	ASTEI20_031666
OG0002947	LOC129790151	ASTEI20_035809
OG0002948	LOC129789980	ASTEI20_032295
OG0002949	LOC129786583	ASTEI20_042124
OG0002950	LOC129796834	ASTEI20_042629
OG0002951	LOC129789058	ASTEI20_041481
OG0002952	LOC129794318	ASTEI20_043894
OG0002953	LOC129789809	ASTEI20_032824
OG0002954	LOC129789971	ASTEI20_030971
OG0002955	LOC129792132	ASTEI20_042235
OG0002956	LOC129797547	ASTEI20_039190
OG0002957	LOC129789342	ASTEI20_033887
OG0002958	LOC129795489	ASTEI20_039309
OG0002959	LOC129796064	ASTEI20_040642
OG0002960	LOC129796209	ASTEI20_042313
OG0002961	LOC129795590	ASTEI20_030842
OG0002962	LOC129791664	ASTEI20_042795
OG0002963	LOC129791660	ASTEI20_032088
OG0002964	LOC129794845	ASTEI20_044945, ASTEI20_034767
OG0002965	LOC129795600, LOC129788408	ASTEI20_034856
OG0002966	LOC129786452, LOC129786099	ASTEI20_042566
OG0002968	LOC129796883	ASTEI20_033443
OG0002969	LOC129792488	ASTEI20_037228
OG0002970	LOC129793726	ASTEI20_032205
OG0002971	LOC129786829	ASTEI20_042630
OG0002972	LOC129785938	ASTEI20_045183
OG0002973	LOC129789778, LOC129791010	ASTEI20_036665
OG0002974	LOC129795856	ASTEI20_034062, ASTEI20_031755
OG0002975	LOC129793741	ASTEI20_042248, ASTEI20_031069
OG0002976	LOC129792878	ASTEI20_035805, ASTEI20_039196
OG0002977	LOC129796545	ASTEI20_035736
OG0002978	LOC129789615	ASTEI20_045654
OG0002979	LOC129788858	ASTEI20_036103
OG0002980	LOC129786355	ASTEI20_038466, ASTEI20_040654
OG0002981	LOC129786371	ASTEI20_039208, ASTEI20_039135
OG0002982	LOC129795973, LOC129789701, LOC129786495, LOC129786481	ASTEI20_034508
OG0002983	LOC129795705	ASTEI20_032983
OG0002984	LOC129786407	ASTEI20_040296
OG0002985	LOC129792002	ASTEI20_038369
OG0002986	LOC129793417	ASTEI20_042422, ASTEI20_036839
OG0002988	LOC129787360, LOC129787361	ASTEI20_038886
OG0002989	LOC129790870	ASTEI20_040751
OG0002990	LOC129786590	ASTEI20_034456
OG0002991	LOC129789568	ASTEI20_043962
OG0002992	LOC129788967	ASTEI20_033749
OG0002993	LOC129793599	ASTEI20_036624
OG0002994	LOC129796444, LOC129791956	ASTEI20_043768
OG0002995	LOC129792226	ASTEI20_045834
OG0002996	LOC129788666	ASTEI20_034911
OG0002997	LOC129791108	ASTEI20_043600
OG0002998	LOC129789573	ASTEI20_033954
OG0002999	LOC129791320	ASTEI20_032852
OG0003000	LOC129790339	ASTEI20_044085, ASTEI20_037705
OG0003001	LOC129797611, LOC129792456	ASTEI20_036775
OG0003002	LOC129789739	ASTEI20_044739, ASTEI20_035633
OG0003003	LOC129788207	ASTEI20_031378
OG0003004	LOC129787168	ASTEI20_035018
OG0003006	LOC129791568	ASTEI20_032054
OG0003007	LOC129794635	ASTEI20_031215
OG0003008	LOC129787635	ASTEI20_032293
OG0003009	LOC129786478	ASTEI20_043167, ASTEI20_030872
OG0003010	LOC129786417	ASTEI20_034279, ASTEI20_035776
OG0003011	LOC129797268	ASTEI20_036181
OG0003012	LOC129789297	ASTEI20_040901
OG0003013	LOC129790965	ASTEI20_034745
OG0003014	LOC129787659	ASTEI20_034410
OG0003015	LOC129793640	ASTEI20_043432
OG0003016	LOC129793647	ASTEI20_040025
OG0003017	LOC129789899	ASTEI20_042681
OG0003018	LOC129794195	ASTEI20_032738
OG0003019	LOC129786343	ASTEI20_045929, ASTEI20_037112
OG0003020	LOC129790843	ASTEI20_032473
OG0003022	LOC129788032	ASTEI20_036864
OG0003023	LOC129795173	ASTEI20_037964
OG0003024	LOC129788817	ASTEI20_040996
OG0003026	LOC129794516	ASTEI20_037205
OG0003027	LOC129795540	ASTEI20_032986
OG0003028	LOC129796368	ASTEI20_034446
OG0003029	LOC129789352	ASTEI20_045795
OG0003030	LOC129795278	ASTEI20_040440
OG0003031	LOC129789863	ASTEI20_034216
OG0003032	LOC129789442	ASTEI20_033740
OG0003033	LOC129797206	ASTEI20_032292
OG0003034	LOC129793185	ASTEI20_035347, ASTEI20_043934
OG0003035	LOC129796018	ASTEI20_037973
OG0003036	LOC129792230	ASTEI20_039137
OG0003037	LOC129791650	ASTEI20_042954
OG0003038	LOC129791653	ASTEI20_033642
OG0003039	LOC129785954	ASTEI20_039857
OG0003040	LOC129786166	ASTEI20_044703
OG0003041	LOC129795334	ASTEI20_038338
OG0003042	LOC129791426	ASTEI20_040048
OG0003043	LOC129792428	ASTEI20_042208
OG0003044	LOC129791424, LOC129789910	ASTEI20_036910
OG0003045	LOC129797170	ASTEI20_045357
OG0003046	LOC129796994	ASTEI20_031845
OG0003047	LOC129793203	ASTEI20_039726, ASTEI20_039877
OG0003048	LOC129790686	ASTEI20_046114
OG0003049	LOC129792828	ASTEI20_044269
OG0003050	LOC129796489, LOC129796488	ASTEI20_038757
OG0003051	LOC129787493	ASTEI20_032658
OG0003052	LOC129795670	ASTEI20_038008
OG0003053	LOC129793528	ASTEI20_032406
OG0003054	LOC129786220	ASTEI20_031284, ASTEI20_042836
OG0003055	LOC129792466	ASTEI20_034245, ASTEI20_035444
OG0003056	LOC129790652	ASTEI20_038758
OG0003057	LOC129792575	ASTEI20_041234
OG0003059	LOC129788647	ASTEI20_046025
OG0003060	LOC129788725	ASTEI20_041264
OG0003061	LOC129796452	ASTEI20_039947
OG0003062	LOC129786248	ASTEI20_045920
OG0003063	LOC129796271	ASTEI20_037004
OG0003064	LOC129791782	ASTEI20_038103
OG0003065	LOC129788913	ASTEI20_034970
OG0003066	LOC129787217	ASTEI20_036114
OG0003067	LOC129796885	ASTEI20_037506
OG0003068	LOC129788073	ASTEI20_042141, ASTEI20_036857
OG0003069	LOC129788549	ASTEI20_034974
OG0003070	LOC129796920	ASTEI20_038638
OG0003071	LOC129787259	ASTEI20_035071
OG0003072	LOC129793772	ASTEI20_036160
OG0003073	LOC129792693	ASTEI20_034347, ASTEI20_036287
OG0003074	LOC129790396	ASTEI20_044219
OG0003075	LOC129790479, LOC129796240	ASTEI20_044829
OG0003077	LOC129795110	ASTEI20_031007
OG0003078	LOC129793834	ASTEI20_039550
OG0003079	LOC129791418	ASTEI20_038935, ASTEI20_046154
OG0003080	LOC129791312	ASTEI20_036766, ASTEI20_032705
OG0003081	LOC129787542	ASTEI20_034418
OG0003082	LOC129788138	ASTEI20_041531
OG0003083	LOC129787213	ASTEI20_039115, ASTEI20_041069
OG0003084	LOC129797118	ASTEI20_038654
OG0003085	LOC129787745	ASTEI20_037159
OG0003086	LOC129788010	ASTEI20_044835, ASTEI20_034361
OG0003087	LOC129795730	ASTEI20_038182
OG0003088	LOC129797109	ASTEI20_038913
OG0003089	LOC129797092	ASTEI20_039719
OG0003090	LOC129789223	ASTEI20_033384
OG0003091	LOC129788624, LOC129792268	ASTEI20_034660
OG0003092	LOC129790623	ASTEI20_043031
OG0003094	LOC129796568	ASTEI20_039232
OG0003095	LOC129793669	ASTEI20_039790
OG0003096	LOC129795628	ASTEI20_038681, ASTEI20_045656
OG0003097	LOC129790194	ASTEI20_046083
OG0003098	LOC129797399	ASTEI20_033918
OG0003099	LOC129794087	ASTEI20_034301
OG0003100	LOC129794227	ASTEI20_034954
OG0003101	LOC129786158	ASTEI20_034498
OG0003102	LOC129793981	ASTEI20_033365
OG0003103	LOC129797781	ASTEI20_033458
OG0003104	LOC129788521	ASTEI20_037330
OG0003105	LOC129788518	ASTEI20_041768
OG0003107	LOC129793394	ASTEI20_044226, ASTEI20_045556
OG0003108	LOC129792708	ASTEI20_035917
OG0003109	LOC129794797, LOC129794798	ASTEI20_038245
OG0003110	LOC129787268	ASTEI20_036999
OG0003111	LOC129789009	ASTEI20_035685
OG0003113	LOC129792807, LOC129786486	ASTEI20_036538
OG0003114	LOC129795652	ASTEI20_039914
OG0003115	LOC129787323	ASTEI20_042712
OG0003116	LOC129792707	ASTEI20_037962
OG0003117	LOC129789618, LOC129793425	ASTEI20_038079
OG0003118	LOC129796985	ASTEI20_039346
OG0003119	LOC129793173	ASTEI20_032631, ASTEI20_042243
OG0003120	LOC129794070	ASTEI20_033487
OG0003121	LOC129794254	ASTEI20_042159
OG0003122	LOC129789366	ASTEI20_036511
OG0003123	LOC129793142	ASTEI20_044903
OG0003124	LOC129791185	ASTEI20_040583
OG0003125	LOC129787749	ASTEI20_033018
OG0003126	LOC129786276	ASTEI20_031528
OG0003127	LOC129791027	ASTEI20_038707
OG0003128	LOC129793397	ASTEI20_031119
OG0003129	LOC129786515	ASTEI20_040493
OG0003130	LOC129789190	ASTEI20_043391
OG0003131	LOC129789224	ASTEI20_040967
OG0003132	LOC129787853	ASTEI20_039869
OG0003133	LOC129790111	ASTEI20_036080
OG0003134	LOC129787419	ASTEI20_036567
OG0003135	LOC129787771	ASTEI20_032002
OG0003136	LOC129791157	ASTEI20_034655
OG0003137	LOC129793032	ASTEI20_040081
OG0003138	LOC129795924	ASTEI20_037051
OG0003139	LOC129793427	ASTEI20_040839
OG0003140	LOC129788841	ASTEI20_033119
OG0003141	LOC129796087	ASTEI20_031762
OG0003142	LOC129797460	ASTEI20_033541
OG0003144	LOC129788958	ASTEI20_040776
OG0003145	LOC129792795	ASTEI20_036776
OG0003146	LOC129796919	ASTEI20_038667
OG0003147	LOC129796973	ASTEI20_036397
OG0003148	LOC129789320	ASTEI20_044929
OG0003149	LOC129794835	ASTEI20_043168
OG0003150	LOC129790891	ASTEI20_043430
OG0003151	LOC129787300	ASTEI20_033131
OG0003152	LOC129787309, LOC129788557	ASTEI20_040206
OG0003153	LOC129786647	ASTEI20_037582
OG0003154	LOC129790320	ASTEI20_037846
OG0003155	LOC129792630	ASTEI20_038433
OG0003156	LOC129786732, LOC129796870	ASTEI20_032225
OG0003157	LOC129787019	ASTEI20_045890
OG0003158	LOC129793186, LOC129790185	ASTEI20_041184
OG0003159	LOC129793340	ASTEI20_035627
OG0003160	LOC129788045	ASTEI20_035062
OG0003161	LOC129790446	ASTEI20_040923
OG0003162	LOC129788603	ASTEI20_035770
OG0003163	LOC129786353	ASTEI20_033618
OG0003164	LOC129793880	ASTEI20_032347
OG0003165	LOC129795263	ASTEI20_034070
OG0003166	LOC129790253	ASTEI20_039432
OG0003168	LOC129786255	ASTEI20_036192
OG0003169	LOC129791797	ASTEI20_039952, ASTEI20_032032
OG0003170	LOC129786291	ASTEI20_031360
OG0003171	LOC129794181	ASTEI20_030960
OG0003172	LOC129795837	ASTEI20_038642
OG0003173	LOC129792092	ASTEI20_038647
OG0003174	LOC129792711	ASTEI20_043582, ASTEI20_045682
OG0003176	LOC129796918	ASTEI20_038576, ASTEI20_041401
OG0003177	LOC129795458	ASTEI20_041274
OG0003178	LOC129787427	ASTEI20_031380
OG0003179	LOC129797420	ASTEI20_031504
OG0003180	LOC129790826	ASTEI20_037931
OG0003181	LOC129790232, LOC129790291	ASTEI20_039645
OG0003182	LOC129788455	ASTEI20_034406, ASTEI20_044297
OG0003183	LOC129797397	ASTEI20_034637, ASTEI20_044056
OG0003184	LOC129792382	ASTEI20_045381
OG0003185	LOC129796970	ASTEI20_033713
OG0003186	LOC129790859	ASTEI20_041588
OG0003187	LOC129795152	ASTEI20_033792
OG0003188	LOC129790537	ASTEI20_045205, ASTEI20_032141
OG0003190	LOC129793991	ASTEI20_034557
OG0003191	LOC129791136	ASTEI20_039154
OG0003192	LOC129788535	ASTEI20_040633, ASTEI20_035948
OG0003193	LOC129793251	ASTEI20_043437
OG0003194	LOC129796646	ASTEI20_043486
OG0003195	LOC129786644	ASTEI20_039967
OG0003196	LOC129790298	ASTEI20_038977
OG0003197	LOC129788182, LOC129795441	ASTEI20_036937
OG0003198	LOC129792416	ASTEI20_033714
OG0003199	LOC129786072	ASTEI20_038100
OG0003200	LOC129788399	ASTEI20_038060, ASTEI20_044961
OG0003201	LOC129797809	ASTEI20_044949
OG0003202	LOC129795183	ASTEI20_033999
OG0003203	LOC129790578	ASTEI20_033246, ASTEI20_038328
OG0003204	LOC129791332	ASTEI20_043624
OG0003205	LOC129785943	ASTEI20_042160
OG0003206	LOC129795394	ASTEI20_043312
OG0003207	LOC129791372	ASTEI20_045670
OG0003208	LOC129791398	ASTEI20_042816, ASTEI20_033997
OG0003209	LOC129793736	ASTEI20_039365
OG0003210	LOC129790119	ASTEI20_040678
OG0003211	LOC129791779	ASTEI20_045288
OG0003212	LOC129793794, LOC129791861	ASTEI20_033156
OG0003213	LOC129796771	ASTEI20_042059
OG0003214	LOC129792392	ASTEI20_045636, ASTEI20_039814
OG0003215	LOC129793071	ASTEI20_030940
OG0003216	LOC129797398	ASTEI20_040594, ASTEI20_037163
OG0003217	LOC129789822	ASTEI20_043608
OG0003218	LOC129793801	ASTEI20_045038
OG0003219	LOC129794180	ASTEI20_044374
OG0003220	LOC129796470	ASTEI20_032422
OG0003221	LOC129789590	ASTEI20_044809
OG0003222	LOC129795052	ASTEI20_043513
OG0003223	LOC129797036	ASTEI20_031470
OG0003224	LOC129791976	ASTEI20_034411
OG0003225	LOC129787920	ASTEI20_034916
OG0003226	LOC129794881	ASTEI20_039636
OG0003227	LOC129790945	ASTEI20_031700
OG0003228	LOC129790955	ASTEI20_039754
OG0003229	LOC129788708, LOC129794584	ASTEI20_031570
OG0003230	LOC129797486	ASTEI20_040635
OG0003231	LOC129793348	ASTEI20_038156, ASTEI20_045842
OG0003232	LOC129797453	ASTEI20_033667
OG0003233	LOC129795462	ASTEI20_045394
OG0003234	LOC129795400	ASTEI20_033223
OG0003235	LOC129787940	ASTEI20_041489
OG0003236	LOC129797213	ASTEI20_037720
OG0003237	LOC129795390	ASTEI20_034205, ASTEI20_034786
OG0003238	LOC129790309	ASTEI20_032686
OG0003239	LOC129791634	ASTEI20_042720
OG0003240	LOC129796066	ASTEI20_036502, ASTEI20_035767
OG0003242	LOC129795291	ASTEI20_039268
OG0003243	LOC129789830	ASTEI20_034537, ASTEI20_035658
OG0003244	LOC129787310	ASTEI20_039077
OG0003246	LOC129793179	ASTEI20_044335
OG0003247	LOC129797287	ASTEI20_039939
OG0003248	LOC129788740	ASTEI20_043118
OG0003249	LOC129787532	ASTEI20_041538
OG0003250	LOC129796393	ASTEI20_045344
OG0003251	LOC129795909	ASTEI20_035841, ASTEI20_036386
OG0003252	LOC129791145	ASTEI20_036692
OG0003253	LOC129794574	ASTEI20_041458, ASTEI20_041648
OG0003254	LOC129788935	ASTEI20_034910
OG0003255	LOC129792383	ASTEI20_044094
OG0003256	LOC129793925	ASTEI20_031573
OG0003257	LOC129793769	ASTEI20_046014
OG0003258	LOC129788633	ASTEI20_045263
OG0003259	LOC129796394	ASTEI20_037235
OG0003260	LOC129788653	ASTEI20_037278
OG0003261	LOC129789588	ASTEI20_045949
OG0003262	LOC129789364	ASTEI20_036658
OG0003263	LOC129786599	ASTEI20_036183, ASTEI20_034090
OG0003264	LOC129789895	ASTEI20_035299
OG0003265	LOC129794020	ASTEI20_036816
OG0003266	LOC129787536	ASTEI20_035249
OG0003268	LOC129787221	ASTEI20_040429
OG0003269	LOC129793478	ASTEI20_044886
OG0003270	LOC129793576	ASTEI20_040298
OG0003272	LOC129789348	ASTEI20_042812
OG0003273	LOC129787294	ASTEI20_043751
OG0003274	LOC129795375	ASTEI20_038539
OG0003275	LOC129795492	ASTEI20_031370, ASTEI20_045098
OG0003276	LOC129797074	ASTEI20_046177
OG0003277	LOC129792531	ASTEI20_042621
OG0003278	LOC129792881	ASTEI20_039452
OG0003279	LOC129795958	ASTEI20_034448
OG0003280	LOC129796253	ASTEI20_043617
OG0003281	LOC129794251	ASTEI20_036251
OG0003282	LOC129786447	ASTEI20_042483
OG0003283	LOC129787907	ASTEI20_034241
OG0003284	LOC129785987	ASTEI20_040671
OG0003286	LOC129797396	ASTEI20_036481
OG0003287	LOC129791733	ASTEI20_038698
OG0003288	LOC129794058	ASTEI20_037836
OG0003289	LOC129786404	ASTEI20_038119
OG0003290	LOC129789292	ASTEI20_038762
OG0003291	LOC129790021	ASTEI20_044461
OG0003292	LOC129786476	ASTEI20_044105
OG0003294	LOC129789616	ASTEI20_038096
OG0003295	LOC129790414	ASTEI20_041227
OG0003296	LOC129790090	ASTEI20_038961
OG0003297	LOC129786126	ASTEI20_031783
OG0003298	LOC129796000	ASTEI20_040513
OG0003299	LOC129786147	ASTEI20_044488
OG0003300	LOC129789408	ASTEI20_035377
OG0003301	LOC129797257	ASTEI20_036354
OG0003302	LOC129791821	ASTEI20_031682
OG0003303	LOC129788459	ASTEI20_031109
