Orthogroup	LlongipalpisASM	AminimusMINIMUS1
OG0002374	LOC129796619	AMIN006649
OG0002375	LOC129796931	AMIN008418
OG0002376	LOC129786382	AMIN008190
OG0002377	LOC129797330	AMIN008431
OG0002378	LOC129796930	AMIN008419
OG0002379	LOC129797640	AMIN008427
OG0002380	LOC129795616	AMIN008429
OG0002381	LOC129795607	AMIN008432
OG0002382	LOC129789462, LOC129786346	AMIN007463
OG0002383	LOC129797341	AMIN000676
OG0002384	LOC129797178	AMIN003521
OG0002385	LOC129793384	AMIN016083
OG0002386	LOC129788590	AMIN001820
OG0002387	LOC129790966, LOC129790962	AMIN001821
OG0002388	LOC129789974	AMIN015992
OG0002389	LOC129789922, LOC129789923	AMIN001465
OG0002390	LOC129790073	AMIN004872
OG0002391	LOC129789078	AMIN000573
OG0002392	LOC129790402	AMIN004871
OG0002393	LOC129796443	AMIN007861
OG0002395	LOC129789386	AMIN002050
OG0002396	LOC129787280	AMIN002756
OG0002397	LOC129792725	AMIN007980
OG0002399	LOC129794857, LOC129787284	AMIN002754
OG0002400	LOC129787157, LOC129790536, LOC129789042	AMIN002770
OG0002401	LOC129789667	AMIN001018
OG0002402	LOC129790284, LOC129789947	AMIN001338
OG0002403	LOC129789084, LOC129789088	AMIN001017
OG0002404	LOC129790472	AMIN015767
OG0002406	LOC129791173	AMIN006618, AMIN006619
OG0002408	LOC129797670	AMIN006616
OG0002409	LOC129794649	AMIN001274
OG0002410	LOC129796322	AMIN001271
OG0002411	LOC129794916	AMIN001275, AMIN001276
OG0002412	LOC129794580	AMIN001273
OG0002414	LOC129793151	AMIN007795
OG0002415	LOC129788332	AMIN004924
OG0002416	LOC129791826	AMIN007661
OG0002417	LOC129792313	AMIN007936
OG0002418	LOC129793117	AMIN007669
OG0002419	LOC129788994	AMIN006678
OG0002420	LOC129789356	AMIN006673
OG0002421	LOC129787829	AMIN009244
OG0002422	LOC129788374	AMIN007188
OG0002423	LOC129792721	AMIN006756
OG0002424	LOC129791358	AMIN007184
OG0002425	LOC129790699	AMIN006095
OG0002426	LOC129790478	AMIN006759
OG0002427	LOC129787552	AMIN006521
OG0002428	LOC129787827	AMIN009243
OG0002429	LOC129794503	AMIN015580
OG0002430	LOC129792689	AMIN010096
OG0002431	LOC129794794	AMIN006530
OG0002432	LOC129790799	AMIN009670
OG0002433	LOC129796596	AMIN004240
OG0002434	LOC129796595	AMIN004242
OG0002435	LOC129788886	AMIN006533
OG0002436	LOC129795366	AMIN004243
OG0002437	LOC129793010	AMIN010051
OG0002438	LOC129790698	AMIN001094
OG0002439	LOC129793416	AMIN009943
OG0002440	LOC129793387	AMIN009942
OG0002441	LOC129791833	AMIN007995
OG0002442	LOC129791169	AMIN006631
OG0002443	LOC129795304	AMIN008133
OG0002444	LOC129797612	AMIN008128
OG0002445	LOC129797371	AMIN008132
OG0002446	LOC129786723	AMIN010378
OG0002447	LOC129797406	AMIN002717
OG0002448	LOC129797407	AMIN002714
OG0002449	LOC129797012	AMIN009866
OG0002450	LOC129797097	AMIN004729
OG0002451	LOC129786982	AMIN000254
OG0002452	LOC129786996	AMIN016129
OG0002453	LOC129788324	AMIN005303
OG0002454	LOC129790669	AMIN005501
OG0002455	LOC129796197	AMIN006719
OG0002456	LOC129796391	AMIN006977
OG0002457	LOC129795197	AMIN009173
OG0002458	LOC129795191	AMIN009174
OG0002459	LOC129795190	AMIN009175
OG0002460	LOC129787295	AMIN003931
OG0002461	LOC129796078, LOC129787274	AMIN003927
OG0002462	LOC129797861	AMIN004542, AMIN005871
OG0002463	LOC129793046	AMIN002131
OG0002464	LOC129797149	AMIN001512
OG0002465	LOC129785971	AMIN004749
OG0002466	LOC129796587	AMIN004515
OG0002467	LOC129796038	AMIN008708
OG0002468	LOC129797066	AMIN015830
OG0002469	LOC129797060	AMIN015657
OG0002470	LOC129790273	AMIN002628
OG0002471	LOC129789315	AMIN009381
OG0002472	LOC129790898	AMIN001384
OG0002473	LOC129793956	AMIN007682
OG0002474	LOC129788869	AMIN006143
OG0002475	LOC129791133	AMIN006149
OG0002476	LOC129790070	AMIN006147
OG0002477	LOC129791388	AMIN008422
OG0002478	LOC129793190	AMIN004014
OG0002479	LOC129789103	AMIN010971
OG0002480	LOC129791874	AMIN007225
OG0002481	LOC129788471	AMIN001418
OG0002482	LOC129797133	AMIN015906
OG0002483	LOC129793504	AMIN003206
OG0002484	LOC129786397	AMIN003169
OG0002485	LOC129786440	AMIN002738
OG0002486	LOC129787049, LOC129793799	AMIN003172
OG0002487	LOC129786101	AMIN004696
OG0002488	LOC129791947	AMIN005042
OG0002489	LOC129797508	AMIN004459
OG0002490	LOC129795544	AMIN004462
OG0002491	LOC129796181	AMIN001262
OG0002492	LOC129795956	AMIN001263
OG0002493	LOC129787146	AMIN006567
OG0002494	LOC129795595	AMIN001264
OG0002495	LOC129797046	AMIN000867
OG0002496	LOC129793195	AMIN004166
OG0002497	LOC129786854	AMIN000205
OG0002498	LOC129786470	AMIN003203
OG0002499	LOC129795391	AMIN008770
OG0002500	LOC129790765	AMIN003344
OG0002501	LOC129797391	AMIN003340
OG0002502	LOC129796088	AMIN008136
OG0002503	LOC129786336	AMIN003339
OG0002504	LOC129797393	AMIN003337
OG0002505	LOC129790267	AMIN003303
OG0002506	LOC129786984	AMIN000252
OG0002507	LOC129786983	AMIN000253
OG0002508	LOC129787412	AMIN016289
OG0002509	LOC129796998	AMIN000662
OG0002510	LOC129791800	AMIN002556
OG0002511	LOC129797402	AMIN004159
OG0002512	LOC129790994	AMIN002557
OG0002513	LOC129786485, LOC129786483	AMIN000364
OG0002514	LOC129788143	AMIN003511
OG0002515	LOC129797549	AMIN002629
OG0002516	LOC129792429	AMIN009892
OG0002517	LOC129791599	AMIN009894
OG0002518	LOC129794086	AMIN009890
OG0002519	LOC129786589	AMIN004083
OG0002520	LOC129795012	AMIN002455
OG0002522	LOC129793999	AMIN011573
OG0002523	LOC129792441, LOC129791102	AMIN011577
OG0002524	LOC129791630	AMIN005762
OG0002525	LOC129797592	AMIN002489
OG0002526	LOC129787633	AMIN007335
OG0002527	LOC129790487	AMIN002491
OG0002528	LOC129796578	AMIN002487
OG0002529	LOC129797613	AMIN002492
OG0002533	LOC129796137	AMIN004381
OG0002534	LOC129789534	AMIN004387
OG0002535	LOC129794815	AMIN008704
OG0002536	LOC129791672	AMIN006013
OG0002539	LOC129789052	AMIN006053
OG0002540	LOC129797495	AMIN009392
OG0002541	LOC129789005	AMIN006054
OG0002542	LOC129793750	AMIN001241
OG0002543	LOC129797455	AMIN005006
OG0002545	LOC129788989	AMIN001870
OG0002546	LOC129788340	AMIN001864
OG0002547	LOC129792314	AMIN015940
OG0002548	LOC129792134	AMIN007530
OG0002550	LOC129794627, LOC129797017	AMIN003151
OG0002551	LOC129786529, LOC129786533, LOC129786531	AMIN011312
OG0002552	LOC129786445	AMIN014858, AMIN011313
OG0002553	LOC129789486	AMIN007118
OG0002554	LOC129795184	AMIN004226
OG0002555	LOC129786513	AMIN002253
OG0002556	LOC129796819	AMIN006653
OG0002557	LOC129795783	AMIN008590
OG0002558	LOC129787179	AMIN008583
OG0002561	LOC129787231	AMIN000589
OG0002562	LOC129792527	AMIN011371
OG0002563	LOC129792521	AMIN011370
OG0002564	LOC129792823, LOC129792824	AMIN011353
OG0002565	LOC129795789	AMIN011363
OG0002566	LOC129795720	AMIN006891
OG0002567	LOC129796882	AMIN003796
OG0002568	LOC129795880	AMIN006893
OG0002571	LOC129790829	AMIN005833
OG0002572	LOC129788589	AMIN006489
OG0002573	LOC129797580	AMIN002529
OG0002574	LOC129790149	AMIN008249
OG0002575	LOC129786052	AMIN009035
OG0002576	LOC129786026	AMIN008271
OG0002577	LOC129792319	AMIN010282
OG0002578	LOC129796386	AMIN002167
OG0002580	LOC129788075	AMIN003404
OG0002581	LOC129788821	AMIN005347
OG0002583	LOC129788078	AMIN003403
OG0002584	LOC129795888	AMIN004076
OG0002585	LOC129796775	AMIN004073
OG0002586	LOC129786706	AMIN011490
OG0002587	LOC129796136	AMIN008949
OG0002588	LOC129795432	AMIN008782
OG0002589	LOC129795429	AMIN008783
OG0002590	LOC129795308	AMIN008950
OG0002592	LOC129787744	AMIN004695
OG0002595	LOC129791461	AMIN006078
OG0002596	LOC129797435	AMIN003619
OG0002597	LOC129796801	AMIN003620
OG0002598	LOC129793798	AMIN004018
OG0002599	LOC129788919, LOC129788918	AMIN015923
OG0002600	LOC129788917	AMIN015924
OG0002601	LOC129793503	AMIN006837
OG0002602	LOC129794214	AMIN010944
OG0002603	LOC129793616	AMIN004127
OG0002604	LOC129789823	AMIN006087
OG0002605	LOC129791149	AMIN009833
OG0002606	LOC129793535	AMIN009832
OG0002607	LOC129786254	AMIN009545
OG0002608	LOC129795860	AMIN003729
OG0002609	LOC129787569	AMIN002372
OG0002610	LOC129796402	AMIN003714
OG0002611	LOC129793043	AMIN011652
OG0002612	LOC129791612	AMIN011508
OG0002613	LOC129795404	AMIN004934
OG0002614	LOC129797182	AMIN002669
OG0002615	LOC129797181	AMIN002668
OG0002616	LOC129796842	AMIN002672
OG0002617	LOC129797184	AMIN002670
OG0002618	LOC129791551	AMIN001113
OG0002619	LOC129788926	AMIN001114
OG0002620	LOC129795615	AMIN001116
OG0002623	LOC129787768	AMIN004787
OG0002624	LOC129786992, LOC129786328	AMIN000756
OG0002625	LOC129786062	AMIN002657
OG0002626	LOC129795487	AMIN000888
OG0002627	LOC129787922	AMIN011232
OG0002628	LOC129787925	AMIN011231
OG0002629	LOC129786702	AMIN001681
OG0002630	LOC129786685	AMIN001679
OG0002631	LOC129788511	AMIN001412
OG0002632	LOC129789790	AMIN001042
OG0002633	LOC129797512	AMIN001045
OG0002634	LOC129790315	AMIN001044
OG0002635	LOC129797851, LOC129785829	AMIN000221
OG0002636	LOC129792847	AMIN010091
OG0002637	LOC129797840	AMIN003770
OG0002638	LOC129792613	AMIN005121
OG0002639	LOC129789068	AMIN001069
OG0002640	LOC129789037	AMIN006692
OG0002642	LOC129793351	AMIN006688
OG0002643	LOC129790204	AMIN006689
OG0002644	LOC129791074	AMIN001876
OG0002645	LOC129788894	AMIN001880
OG0002646	LOC129786831	AMIN001885
OG0002647	LOC129791760	AMIN001875
OG0002648	LOC129788889	AMIN001879
OG0002649	LOC129795280	AMIN008458
OG0002650	LOC129792891	AMIN005790
OG0002651	LOC129797255	AMIN005073
OG0002652	LOC129793155	AMIN011599, AMIN011598
OG0002653	LOC129786439	AMIN004580
OG0002654	LOC129796350	AMIN002948
OG0002655	LOC129797444	AMIN002689
OG0002656	LOC129797614	AMIN002686
OG0002657	LOC129790444	AMIN009781
OG0002658	LOC129790596	AMIN001622
OG0002659	LOC129787735	AMIN006456
OG0002660	LOC129790510	AMIN002041
OG0002661	LOC129793449	AMIN007097, AMIN007098
OG0002662	LOC129796043	AMIN009032
OG0002663	LOC129795117	AMIN004450
OG0002664	LOC129795846	AMIN006868
OG0002665	LOC129790789	AMIN001922
OG0002666	LOC129789285	AMIN007139
OG0002667	LOC129793016	AMIN010511
OG0002668	LOC129792492	AMIN016033
OG0002669	LOC129792498	AMIN016034
OG0002671	LOC129786442	AMIN010495
OG0002672	LOC129793309	AMIN010494
OG0002673	LOC129789428	AMIN005638, AMIN007214
OG0002674	LOC129786408	AMIN005408
OG0002675	LOC129791192	AMIN002103
OG0002676	LOC129786852	AMIN004810
OG0002677	LOC129788928	AMIN000564
OG0002678	LOC129790563	AMIN005440
OG0002679	LOC129795610	AMIN002313
OG0002680	LOC129786050	AMIN004559
OG0002681	LOC129795560	AMIN004485
OG0002682	LOC129797445	AMIN000460
OG0002683	LOC129797291	AMIN000462
OG0002684	LOC129792912	AMIN000459
OG0002685	LOC129787159	AMIN000473
OG0002688	LOC129793915, LOC129786178	AMIN000488
OG0002691	LOC129785946	AMIN005152
OG0002692	LOC129788981	AMIN006720
OG0002693	LOC129789775	AMIN015806
OG0002694	LOC129788636	AMIN006014
OG0002695	LOC129789873	AMIN005181
OG0002696	LOC129792253	AMIN008021
OG0002697	LOC129789854	AMIN004640
OG0002698	LOC129795178	AMIN004649
OG0002699	LOC129787504	AMIN008313
OG0002701	LOC129791883	AMIN010180
OG0002702	LOC129793902, LOC129786946	AMIN001989
OG0002703	LOC129786645	AMIN003839
OG0002704	LOC129786726	AMIN003838
OG0002705	LOC129787415	AMIN000007
OG0002706	LOC129791437	AMIN003101
OG0002707	LOC129786763	AMIN004601
OG0002708	LOC129789791	AMIN008346
OG0002709	LOC129790141	AMIN005436
OG0002710	LOC129790160	AMIN004046
OG0002711	LOC129789270	AMIN014455, AMIN005791
OG0002712	LOC129790801	AMIN009673
OG0002713	LOC129792917, LOC129797476	AMIN007586
OG0002714	LOC129791727	AMIN009982
OG0002715	LOC129793361	AMIN009980
OG0002716	LOC129787000	AMIN009981
OG0002717	LOC129792895	AMIN011618
OG0002718	LOC129792901	AMIN007720
OG0002719	LOC129795851	AMIN008569
OG0002720	LOC129796584	AMIN008568
OG0002721	LOC129788588	AMIN016272
OG0002722	LOC129791942	AMIN006179
OG0002723	LOC129792821, LOC129791408	AMIN009577
OG0002724	LOC129793129	AMIN011172
OG0002725	LOC129796533	AMIN002805
OG0002726	LOC129792647, LOC129792670	AMIN001138
OG0002728	LOC129794945	AMIN006512
OG0002729	LOC129796594	AMIN006516
OG0002730	LOC129794886	AMIN006511
OG0002731	LOC129796598	AMIN006517
OG0002732	LOC129792070, LOC129792080	AMIN011475
OG0002733	LOC129796487	AMIN016090
OG0002734	LOC129788008	AMIN000353
OG0002735	LOC129790711	AMIN000351
OG0002736	LOC129791964	AMIN009072
OG0002737	LOC129788988, LOC129788983	AMIN006310
OG0002738	LOC129792731	AMIN006303
OG0002739	LOC129795470	AMIN007436
OG0002740	LOC129787546	AMIN006972
OG0002741	LOC129796250	AMIN008691
OG0002742	LOC129795871	AMIN008115
OG0002743	LOC129793895	AMIN008341
OG0002744	LOC129786920	AMIN002086
OG0002745	LOC129789998	AMIN004043
OG0002746	LOC129790464	AMIN000786
OG0002747	LOC129788797	AMIN005279
OG0002748	LOC129788684, LOC129794873	AMIN004009
OG0002749	LOC129793463	AMIN010564
OG0002750	LOC129795625	AMIN003185
OG0002751	LOC129795779	AMIN002613
OG0002752	LOC129790741	AMIN002611
OG0002753	LOC129788737	AMIN006807
OG0002754	LOC129790083	AMIN000694
OG0002755	LOC129791336	AMIN005281
OG0002756	LOC129792397	AMIN007561
OG0002757	LOC129792360	AMIN007558
OG0002758	LOC129792701	AMIN010190
OG0002759	LOC129793350	AMIN010187
OG0002760	LOC129793365	AMIN010188
OG0002762	LOC129788621	AMIN006351
OG0002763	LOC129788613	AMIN006357, AMIN006356
OG0002764	LOC129797029	AMIN011255
OG0002765	LOC129795195	AMIN011404
OG0002766	LOC129786616	AMIN008445
OG0002767	LOC129793377	AMIN010340
OG0002768	LOC129787001	AMIN010336
OG0002769	LOC129791728	AMIN010338
OG0002770	LOC129793944	AMIN011256
OG0002771	LOC129787983	AMIN004922
OG0002772	LOC129796663, LOC129788065	AMIN004567
OG0002773	LOC129791382	AMIN005782
OG0002774	LOC129788565	AMIN002380
OG0002775	LOC129796392	AMIN007520
OG0002776	LOC129789187	AMIN000503
OG0002777	LOC129793481	AMIN000446
OG0002779	LOC129786111	AMIN006876
OG0002780	LOC129796617	AMIN016126
OG0002781	LOC129791319	AMIN006098
OG0002782	LOC129792275	AMIN007279
OG0002783	LOC129789142	AMIN001068
OG0002784	LOC129786297	AMIN005460
OG0002785	LOC129797710, LOC129788023	AMIN004251
OG0002786	LOC129797126	AMIN006124
OG0002787	LOC129790695	AMIN009223
OG0002788	LOC129789942	AMIN001969
OG0002789	LOC129786363	AMIN007472, AMIN007469
OG0002790	LOC129786777	AMIN004735
OG0002791	LOC129793562	AMIN010687
OG0002792	LOC129785974	AMIN000749
OG0002793	LOC129788547, LOC129789095	AMIN002647
OG0002794	LOC129786025	AMIN005274
OG0002795	LOC129796476	AMIN008216
OG0002800	LOC129793431	AMIN011385
OG0002801	LOC129791663	AMIN011387
OG0002802	LOC129797288	AMIN006562
OG0002803	LOC129790627	AMIN005241
OG0002805	LOC129797319	AMIN000061
OG0002806	LOC129786563	AMIN000058, AMIN000059, AMIN000060
OG0002807	LOC129787778	AMIN001135
OG0002808	LOC129786693, LOC129786692	AMIN002278
OG0002809	LOC129786654, LOC129786663	AMIN016219
OG0002810	LOC129786697, LOC129786696	AMIN002279
OG0002811	LOC129793288	AMIN011088
OG0002812	LOC129793289	AMIN011089
OG0002813	LOC129790039	AMIN005483
OG0002814	LOC129793784	AMIN000690
OG0002816	LOC129786782	AMIN000691
OG0002817	LOC129788602	AMIN002980
OG0002818	LOC129791026	AMIN003878
OG0002819	LOC129787752	AMIN000942
OG0002820	LOC129787184	AMIN004859
OG0002821	LOC129794316, LOC129791451	AMIN006788
OG0002822	LOC129793778	AMIN000425
OG0002823	LOC129791778	AMIN007658
OG0002824	LOC129786477	AMIN004586
OG0002825	LOC129786000	AMIN000231
OG0002826	LOC129786752	AMIN003824
OG0002827	LOC129789023	AMIN003121
OG0002828	LOC129797776	AMIN011200
OG0002829	LOC129787997	AMIN003369
OG0002830	LOC129797619	AMIN003368
OG0002831	LOC129790159	AMIN003379
OG0002832	LOC129786018	AMIN003086
OG0002833	LOC129793342	AMIN000480
OG0002834	LOC129789051	AMIN000482
OG0002835	LOC129786727	AMIN006450
OG0002836	LOC129796863	AMIN008456
OG0002837	LOC129786034	AMIN008455
OG0002838	LOC129793177	AMIN010492
OG0002839	LOC129791675	AMIN006376
OG0002840	LOC129788524	AMIN006373
OG0002841	LOC129786444	AMIN016250
OG0002842	LOC129786494	AMIN002257
OG0002843	LOC129794968	AMIN002258
OG0002844	LOC129795160	AMIN002260
OG0002845	LOC129793707	AMIN011653
OG0002846	LOC129791216	AMIN005387
OG0002847	LOC129785970	AMIN000838
OG0002848	LOC129790164, LOC129791269	AMIN001158
OG0002849	LOC129796218	AMIN008521
OG0002850	LOC129795051	AMIN008523
OG0002851	LOC129792323, LOC129796542	AMIN010192
OG0002852	LOC129792635, LOC129792304	AMIN011114
OG0002853	LOC129786842	AMIN010191
OG0002854	LOC129786705	AMIN004750
OG0002855	LOC129787237	AMIN004220
OG0002856	LOC129786313	AMIN000013
OG0002857	LOC129792161, LOC129792163	AMIN000101
OG0002858	LOC129794426	AMIN004147
OG0002859	LOC129794629	AMIN003018
OG0002860	LOC129789415	AMIN004563
OG0002862	LOC129788997	AMIN001779
OG0002863	LOC129792280	AMIN007597
OG0002864	LOC129786261	AMIN004071
OG0002866	LOC129790082, LOC129790081	AMIN009412
OG0002867	LOC129788652	AMIN009602
OG0002868	LOC129789986	AMIN002143
OG0002869	LOC129790259	AMIN002078
OG0002870	LOC129792649	AMIN007567
OG0002871	LOC129789583	AMIN005489
OG0002873	LOC129791558	AMIN009520
OG0002874	LOC129789319	AMIN001194
OG0002875	LOC129792121	AMIN011556
OG0002876	LOC129793479	AMIN007714
OG0002877	LOC129793928	AMIN004268
OG0002878	LOC129790974	AMIN000241
OG0002879	LOC129790787	AMIN009635
OG0002880	LOC129791355	AMIN014762
OG0002881	LOC129790489	AMIN009847
OG0002882	LOC129797249	AMIN004222
OG0002883	LOC129787446	AMIN003335
OG0002884	LOC129786090	AMIN015785
OG0002885	LOC129796025	AMIN006864
OG0002886	LOC129786391	AMIN000591
OG0002887	LOC129793125	AMIN007433
OG0002889	LOC129797448, LOC129795186	AMIN008820
OG0002890	LOC129791184	AMIN002961
OG0002891	LOC129791210	AMIN002967
OG0002892	LOC129789758	AMIN002962
OG0002893	LOC129791190	AMIN002966
OG0002895	LOC129792443	AMIN007775
OG0002896	LOC129793720	AMIN003615
OG0002897	LOC129793126	AMIN011403
OG0002898	LOC129791876	AMIN010244
OG0002899	LOC129790011	AMIN001613
OG0002900	LOC129797107	AMIN007040
OG0002901	LOC129790312	AMIN001198
OG0002902	LOC129790460	AMIN001202
OG0002903	LOC129789996	AMIN001197
OG0002904	LOC129790987	AMIN007221
OG0002905	LOC129790206	AMIN006645
OG0002906	LOC129797152	AMIN006648
OG0002907	LOC129797150	AMIN011636
OG0002908	LOC129787611	AMIN000188
OG0002910	LOC129788196	AMIN003329
OG0002911	LOC129787064	AMIN011210
OG0002912	LOC129793742	AMIN003739
OG0002913	LOC129797423	AMIN002410
OG0002915	LOC129795559	AMIN004997
OG0002916	LOC129787073	AMIN004888
OG0002918	LOC129796981	AMIN001097
OG0002919	LOC129797110	AMIN001943
OG0002920	LOC129786200	AMIN004896
OG0002921	LOC129790692	AMIN001015
OG0002922	LOC129790133	AMIN005282
OG0002923	LOC129791097	AMIN001671
OG0002924	LOC129787640	AMIN001865
OG0002925	LOC129793884	AMIN007441
OG0002926	LOC129794864	AMIN008793
OG0002927	LOC129786157	AMIN009367
OG0002928	LOC129792207	AMIN009366
OG0002929	LOC129787658, LOC129793853	AMIN007349
OG0002930	LOC129786728	AMIN015789
OG0002931	LOC129793242	AMIN002452
OG0002932	LOC129790337	AMIN006152
OG0002933	LOC129790934	AMIN010573
OG0002934	LOC129791019	AMIN002593
OG0002935	LOC129787903	AMIN000182
OG0002936	LOC129794639	AMIN008222
OG0002937	LOC129792924	AMIN010620
OG0002938	LOC129793802	AMIN010623
OG0002939	LOC129787252	AMIN010120
OG0002940	LOC129792968, LOC129792972	AMIN014043
OG0002941	LOC129786786	AMIN002819
OG0002942	LOC129792838	AMIN010317
OG0002943	LOC129792526	AMIN010868
OG0002944	LOC129796611	AMIN006547
OG0002945	LOC129790856	AMIN001314
OG0002946	LOC129795853	AMIN007437
OG0002947	LOC129790151	AMIN006879
OG0002948	LOC129789980	AMIN000937
OG0002949	LOC129786583	AMIN007483
OG0002950	LOC129796834	AMIN005008
OG0002951	LOC129789058	AMIN000935
OG0002952	LOC129794318	AMIN000072
OG0002953	LOC129789809	AMIN001945
OG0002954	LOC129789971	AMIN005606
OG0002955	LOC129792132	AMIN011423
OG0002956	LOC129797547	AMIN002479
OG0002957	LOC129789342	AMIN009037
OG0002958	LOC129795489	AMIN009038
OG0002959	LOC129796064	AMIN008470
OG0002960	LOC129796209	AMIN004347
OG0002961	LOC129795590	AMIN008902
OG0002962	LOC129791664	AMIN007707
OG0002963	LOC129791660	AMIN007710
OG0002964	LOC129794845	AMIN004317
OG0002965	LOC129795600, LOC129788408	AMIN001801
OG0002966	LOC129786452, LOC129786099	AMIN008602
OG0002968	LOC129796883	AMIN004089
OG0002969	LOC129792488	AMIN008178
OG0002970	LOC129793726	AMIN000086
OG0002971	LOC129786829	AMIN004572
OG0002972	LOC129785938	AMIN005154
OG0002973	LOC129789778, LOC129791010	AMIN001760
OG0002974	LOC129795856	AMIN001308
OG0002975	LOC129793741	AMIN014137
OG0002976	LOC129792878	AMIN007348
OG0002977	LOC129796545	AMIN015495
OG0002978	LOC129789615	AMIN005468
OG0002979	LOC129788858	AMIN005688
OG0002980	LOC129786355	AMIN003084
OG0002981	LOC129786371	AMIN003083
OG0002983	LOC129795705	AMIN009248
OG0002984	LOC129786407	AMIN003788
OG0002985	LOC129792002	AMIN011260
OG0002986	LOC129793417	AMIN007363
