Orthogroup	LlongipalpisASM	Aalbopictus_AalbF5
OG0001991	LOC129786287	LOC109408951
OG0001997	LOC129787900	LOC109621246, LOC109427461
OG0001998	LOC129790854	LOC109427676
OG0001999	LOC129786899, LOC129787840, LOC129786903, LOC129787573, LOC129794502, LOC129794473, LOC129787699, LOC129786900, LOC129786901, LOC129787813, LOC129786902	LOC109430431
OG0002027	LOC129786348	LOC134284098
OG0002028	LOC129786183	LOC109400867
OG0002029	LOC129786150	LOC109400853
OG0002030	LOC129796868	LOC109415517
OG0002031	LOC129794312	LOC109622166, LOC115258974
OG0002032	LOC129796943	LOC109416752
OG0002033	LOC129796820	LOC109400817
OG0002034	LOC129790140	LOC109408864
OG0002035	LOC129789332	LOC109400059
OG0002036	LOC129797306	LOC109430465
OG0002037	LOC129786088	LOC109400635
OG0002038	LOC129797429	LOC109409544
OG0002039	LOC129797746	LOC109405475
OG0002040	LOC129797304, LOC129797307	LOC109423284
OG0002041	LOC129787111	LOC134291427
OG0002042	LOC129787206	LOC109409112, LOC109420361
OG0002043	LOC129792702	LOC109407042, LOC134284007
OG0002044	LOC129793762	LOC109424917, LOC134289878
OG0002045	LOC129788678	LOC109431073
OG0002046	LOC129787153	LOC109424407
OG0002047	LOC129792995	LOC134287379, LOC109402571
OG0002048	LOC129795712	LOC109422373
OG0002049	LOC129787065	LOC109422315
OG0002050	LOC129787969	LOC109399436
OG0002052	LOC129793489	LOC109400724, LOC134288393
OG0002053	LOC129797520	LOC134284704, LOC109399363
OG0002054	LOC129796471	LOC109426021
OG0002055	LOC129795446	LOC109427215
OG0002056	LOC129796303	LOC109411621
OG0002057	LOC129796472	LOC115254070
OG0002058	LOC129793910	LOC109427264
OG0002059	LOC129796534	LOC109411614
OG0002060	LOC129794853	LOC115261425
OG0002061	LOC129787988	LOC109411631
OG0002062	LOC129796074	LOC109428135
OG0002063	LOC129797489	LOC109403732
OG0002064	LOC129796436	LOC115267986
OG0002065	LOC129792004, LOC129794614	LOC115267989
OG0002066	LOC129796138	LOC109407648
OG0002067	LOC129795350	LOC109421749
OG0002068	LOC129797761	LOC109421742
OG0002069	LOC129797826, LOC129788594	LOC115265604
OG0002071	LOC129795692	LOC109426042
OG0002072	LOC129789432	LOC109429538
OG0002073	LOC129794275	LOC109418903, LOC134287421
OG0002074	LOC129792662	LOC109407764, LOC134287422
OG0002075	LOC129792271	LOC134288620, LOC109407766
OG0002076	LOC129792610	LOC109407765, LOC134288618
OG0002077	LOC129795742	LOC115268668
OG0002078	LOC129786002	LOC115269073
OG0002079	LOC129786109	LOC109413927
OG0002080	LOC129794911	LOC109622070
OG0002081	LOC129788016, LOC129795800	LOC115267811
OG0002082	LOC129794597	LOC115260975, LOC109432267
OG0002083	LOC129787679	LOC109397123, LOC134289571
OG0002084	LOC129791859	LOC134291763, LOC109432323
OG0002085	LOC129788403, LOC129788402	LOC109410268
OG0002086	LOC129786135, LOC129786019	LOC109410742
OG0002087	LOC129796881	LOC109403343
OG0002088	LOC129795724	LOC109403370
OG0002089	LOC129796615	LOC109410756
OG0002090	LOC129796235	LOC109622181
OG0002091	LOC129788450	LOC109410269
OG0002092	LOC129787669	LOC109410744
OG0002093	LOC129795709	LOC109419095
OG0002094	LOC129795213	LOC109403365
OG0002095	LOC129786568	LOC109426154, LOC115262909
OG0002098	LOC129785822	LOC109418416, LOC115262876
OG0002099	LOC129797209	LOC109418413, LOC115263952
OG0002100	LOC129793188, LOC129793187	LOC109410392
OG0002101	LOC129787041	LOC109430278
OG0002102	LOC129787051	LOC115255990, LOC109430275
OG0002103	LOC129790062	LOC109428428
OG0002104	LOC129795021, LOC129788515	LOC109425830
OG0002105	LOC129790023	LOC109419582, LOC134287816
OG0002106	LOC129791064	LOC109409242
OG0002107	LOC129796177	LOC109419602
OG0002108	LOC129788481	LOC109397554
OG0002109	LOC129791914	LOC115253868
OG0002110	LOC129790068	LOC109419603
OG0002111	LOC129796167	LOC109418101
OG0002112	LOC129789295	LOC109405331, LOC109422994
OG0002113	LOC129788380	LOC109407734
OG0002114	LOC129790798	LOC109419706
OG0002115	LOC129792622	LOC109419413
OG0002116	LOC129791818	LOC109416058, LOC134288309
OG0002117	LOC129792628	LOC115263247
OG0002118	LOC129792365	LOC115253829
OG0002119	LOC129792165	LOC109419421
OG0002120	LOC129786317	LOC109428485
OG0002121	LOC129789097	LOC109622653
OG0002122	LOC129791865	LOC109428898
OG0002123	LOC129792550	LOC134287413, LOC109418954
OG0002124	LOC129792128	LOC109423789
OG0002125	LOC129789847, LOC129791422	LOC109430785
OG0002126	LOC129793297	LOC109430626
OG0002127	LOC129792100	LOC115270285
OG0002128	LOC129792548	LOC109406442
OG0002129	LOC129792129	LOC109413170
OG0002130	LOC129794340	LOC109418076, LOC134289683
OG0002131	LOC129797194	LOC109418045
OG0002132	LOC129792102	LOC109418078
OG0002133	LOC129793858	LOC109418113
OG0002134	LOC129790066	LOC109403570
OG0002135	LOC129795626	LOC134287957, LOC109412372
OG0002136	LOC129789141	LOC109432886, LOC109401423
OG0002137	LOC129789022	LOC109432885
OG0002138	LOC129786190	LOC109432877
OG0002139	LOC129788531	LOC109432878, LOC115257144
OG0002140	LOC129792041	LOC109412364, LOC134287960
OG0002141	LOC129794790	LOC109401402, LOC134287975
OG0002142	LOC129794293	LOC109412374
OG0002143	LOC129794878	LOC109422420
OG0002144	LOC129796165	LOC115253715, LOC115257520
OG0002145	LOC129794992	LOC109417180, LOC115258192
OG0002146	LOC129792611	LOC109622503
OG0002149	LOC129795812	LOC109423358
OG0002150	LOC129793207	LOC109622494, LOC109408572
OG0002151	LOC129792849	LOC109423373
OG0002152	LOC129787483	LOC134284473, LOC109622496
OG0002153	LOC129792349	LOC134287835, LOC109408104
OG0002154	LOC129786459	LOC109419069, LOC134283963
OG0002156	LOC129795641	LOC109402345
OG0002157	LOC129794282	LOC109413994
OG0002158	LOC129792677	LOC109430952
OG0002159	LOC129793989	LOC109431639
OG0002160	LOC129788807	LOC109417170
OG0002161	LOC129789584	LOC109407612
OG0002162	LOC129792208	LOC109417181
OG0002163	LOC129789633, LOC129795922	LOC109420521
OG0002164	LOC129789915	LOC115255020, LOC134286135
OG0002165	LOC129790660	LOC134286353, LOC109420179
OG0002166	LOC129788457	LOC109420136
OG0002167	LOC129793573	LOC109420437
OG0002168	LOC129790952	LOC109420252
OG0002169	LOC129789473	LOC109420234
OG0002170	LOC129790189	LOC109401710, LOC134283939
OG0002171	LOC129790264	LOC109420154, LOC134287016
OG0002172	LOC129789140	LOC109420446
OG0002173	LOC129789107	LOC109428002
OG0002174	LOC129790705, LOC129790700	LOC109427854
OG0002176	LOC129789087	LOC134287653
OG0002177	LOC129795949	LOC109412636, LOC109415898
OG0002178	LOC129795722	LOC115254132
OG0002179	LOC129789021	LOC109432552
OG0002180	LOC129793143	LOC109421499
OG0002181	LOC129790196	LOC109421441
OG0002182	LOC129786453	LOC109417751
OG0002183	LOC129791374	LOC115253940
OG0002184	LOC129797310	LOC109409012
OG0002185	LOC129795865	LOC109429114, LOC115261407
OG0002186	LOC129797706	LOC109412597, LOC109433466
OG0002187	LOC129786836	LOC109433542, LOC109412591
OG0002188	LOC129786895	LOC115259639, LOC109433552
OG0002189	LOC129787436	LOC109414087
OG0002190	LOC129788388	LOC109421345, LOC134289999
OG0002191	LOC129788510	LOC109421303
OG0002192	LOC129788448	LOC109421347
OG0002193	LOC129789440	LOC109621874
OG0002194	LOC129792408	LOC109623123
OG0002195	LOC129793090	LOC109623112
OG0002196	LOC129792947	LOC109623122
OG0002197	LOC129796307	LOC109622232
OG0002198	LOC129796032	LOC109622220
OG0002199	LOC129794812	LOC109403168
OG0002200	LOC129793181	LOC109399521
OG0002201	LOC129793237	LOC109398015
OG0002202	LOC129793200	LOC109399522
OG0002203	LOC129793485	LOC109399509
OG0002204	LOC129788693	LOC109415425
OG0002205	LOC129794185	LOC109398005
OG0002206	LOC129793211	LOC109399457
OG0002207	LOC129797559	LOC109409325, LOC115262905
OG0002208	LOC129789628	LOC109409311
OG0002209	LOC129789680, LOC129789687	LOC109419113
OG0002210	LOC129791980	LOC109419105
OG0002211	LOC129787391	LOC109410267
OG0002212	LOC129797348	LOC109430200
OG0002213	LOC129788136	LOC109423501
OG0002214	LOC129788860	LOC109623422, LOC109413030
OG0002215	LOC129786768	LOC134283969, LOC109413007
OG0002216	LOC129794210	LOC109417065
OG0002217	LOC129793381, LOC129793379	LOC109415735
OG0002218	LOC129788862	LOC109409421, LOC134285077
OG0002219	LOC129790860	LOC109398413, LOC115256555
OG0002220	LOC129797609	LOC109425306
OG0002221	LOC129787562	LOC134285537, LOC109419802
OG0002222	LOC129793261	LOC109425329, LOC109419800
OG0002223	LOC129795732	LOC134292059, LOC109433204
OG0002224	LOC129797443	LOC109405037
OG0002225	LOC129795743, LOC129795745	LOC109403386, LOC109416726
OG0002226	LOC129796496	LOC115257472
OG0002227	LOC129795589	LOC109429491
OG0002229	LOC129795588	LOC109403400
OG0002230	LOC129796777	LOC109427858, LOC134287077
OG0002231	LOC129788560	LOC109427863
OG0002232	LOC129785910	LOC109405991
OG0002233	LOC129793461	LOC109410372
OG0002234	LOC129792716	LOC109417851, LOC134288489
OG0002235	LOC129796803	LOC109403858
OG0002236	LOC129789903, LOC129797367	LOC109408466
OG0002237	LOC129787792	LOC109412791, LOC109404039
OG0002238	LOC129786065	LOC109419338
OG0002239	LOC129797602	LOC115254246, LOC109420326
OG0002240	LOC129790493	LOC134285685, LOC109623083
OG0002242	LOC129787955	LOC109414930
OG0002244	LOC129788699	LOC134285148
OG0002245	LOC129794046	LOC109422877
OG0002246	LOC129788702	LOC109403518
OG0002247	LOC129785965	LOC109422938
OG0002248	LOC129790227, LOC129797606	LOC109405092
OG0002249	LOC129789817	LOC109405086
OG0002251	LOC129789579	LOC109409091
OG0002252	LOC129786273	LOC109411175
OG0002253	LOC129788451	LOC109426519
OG0002254	LOC129793410	LOC109419228
OG0002255	LOC129796246	LOC109399865
OG0002256	LOC129793333	LOC109419233
OG0002257	LOC129786737	LOC109419166
OG0002258	LOC129788415	LOC109425282
OG0002259	LOC129785858	LOC115260961, LOC109425456
OG0002260	LOC129788509	LOC109418592
OG0002261	LOC129793788	LOC109423709
OG0002262	LOC129791873	LOC109423726
OG0002263	LOC129791669	LOC109414229
OG0002264	LOC129793023	LOC134288165, LOC109410293
OG0002265	LOC129791657	LOC109414239
OG0002266	LOC129785912	LOC109432360
OG0002267	LOC129791731, LOC129791729	LOC109420869
OG0002268	LOC129797731	LOC109412925
OG0002270	LOC129795116	LOC109418710
OG0002271	LOC129795960	LOC109418696
OG0002272	LOC129790531	LOC115257397
OG0002273	LOC129794997	LOC109415951
OG0002274	LOC129788771	LOC109420080
OG0002275	LOC129788122, LOC129796151	LOC109621577
OG0002276	LOC129788796	LOC134287982, LOC109420074
OG0002277	LOC129786934	LOC134283903, LOC109430342
OG0002278	LOC129786933, LOC129786932	LOC109621581
OG0002281	LOC129787739	LOC109430330
OG0002282	LOC129788062, LOC129788066	LOC109416056
OG0002283	LOC129793663	LOC109419882
OG0002284	LOC129786555	LOC109406400
OG0002285	LOC129788063	LOC109415699
OG0002286	LOC129793658	LOC109420708, LOC109419878
OG0002287	LOC129793672	LOC134289036, LOC109420598
OG0002288	LOC129793661	LOC109420709, LOC109419880
OG0002289	LOC129788137	LOC109416070
OG0002290	LOC129789278	LOC109416062
OG0002291	LOC129787557	LOC109414266, LOC115255130
OG0002292	LOC129795898	LOC109409873
OG0002293	LOC129794480	LOC109397053
OG0002294	LOC129786106	LOC109432777, LOC109427581
OG0002295	LOC129797132	LOC115265866, LOC109432762
OG0002296	LOC129790316	LOC134288835, LOC109429946
OG0002298	LOC129792758	LOC134289420, LOC134284108
OG0002299	LOC129797168	LOC134284223, LOC134290051
OG0002300	LOC129787547	LOC134289491, LOC134289492
OG0002301	LOC129797203	LOC109399749
OG0002302	LOC129797189	LOC134283948, LOC109402043
OG0002304	LOC129795418	LOC109399568, LOC134291869
OG0002305	LOC129797328, LOC129792354	LOC109399616
OG0002306	LOC129795987	LOC115253929
OG0002307	LOC129787027	LOC109399551
OG0002308	LOC129791629	LOC109407825
OG0002309	LOC129792903	LOC109410006
OG0002310	LOC129789716	LOC109412046
OG0002311	LOC129797452	LOC115254010
OG0002312	LOC129785887	LOC109408179
OG0002313	LOC129795613	LOC109424492
OG0002314	LOC129797510	LOC109408021
OG0002315	LOC129794653	LOC134290090, LOC109424483
OG0002316	LOC129796203	LOC134291937, LOC109424485
OG0002317	LOC129793168	LOC109412013
OG0002318	LOC129790590	LOC109407908
OG0002319	LOC129797356	LOC109412016
OG0002321	LOC129787175	LOC109426630, LOC109426656
OG0002322	LOC129789941, LOC129789940	LOC109421107
OG0002325	LOC129785876	LOC109412429, LOC109430346
OG0002326	LOC129787545	LOC134291683, LOC134291681
OG0002328	LOC129791851	LOC109404731
OG0002329	LOC129797403	LOC134289440, LOC134291680
OG0002330	LOC129786253	LOC109424274
OG0002331	LOC129786187	LOC134285667
OG0002332	LOC129786748	LOC134285668
OG0002333	LOC129786299	LOC134285665
OG0002334	LOC129786267	LOC109398471, LOC134287530
OG0002335	LOC129786296	LOC134285664
OG0002336	LOC129786256	LOC109621515
OG0002337	LOC129791435	LOC109397859, LOC109402678
OG0002338	LOC129786699	LOC109397898
OG0002339	LOC129796019	LOC109399084
OG0002340	LOC129795472	LOC134291550, LOC134291549
OG0002341	LOC129795471	LOC134290551, LOC134291547
OG0002342	LOC129791807	LOC109417121
OG0002343	LOC129786936	LOC109428102
OG0002344	LOC129786043	LOC109428107, LOC109418327
OG0002346	LOC129796797	LOC109622028, LOC109418563
OG0002347	LOC129794184	LOC109402265
OG0002348	LOC129787124, LOC129789001	LOC109403260
OG0002349	LOC129787282	LOC109406509
OG0002350	LOC129787523	LOC109406567
OG0002351	LOC129787150	LOC109403272
OG0002352	LOC129790865, LOC129790231	LOC109431388
OG0002353	LOC129789284	LOC115254054
OG0002355	LOC129795357	LOC109425885, LOC134292121
OG0002356	LOC129786496	LOC134291785, LOC115271088
OG0002357	LOC129796952	LOC109402775
OG0002358	LOC129789471	LOC109422549, LOC134292205
OG0002359	LOC129796826	LOC109422641, LOC109402798
OG0002360	LOC129793096	LOC109403780
OG0002361	LOC129794309	LOC109622619, LOC109430237
OG0002362	LOC129786375	LOC109425087
OG0002363	LOC129792566	LOC109425132
OG0002364	LOC129786277	LOC134284637, LOC109411181
OG0002365	LOC129792656	LOC109425134
OG0002367	LOC129794620	LOC109410425
OG0002368	LOC129794057	LOC115266987
OG0002369	LOC129796302	LOC115268651, LOC109426460
OG0002370	LOC129795401	LOC109426459
OG0002371	LOC129796313	LOC109426436, LOC134291984
OG0002372	LOC129786076	LOC109421311
OG0002373	LOC129795733	LOC109418691
OG0002374	LOC129796619	LOC109424531
OG0002375	LOC129796931	LOC115269425, LOC109424529
OG0002376	LOC129786382	LOC109424530, LOC109428764
OG0002377	LOC129797330	LOC109411984
OG0002378	LOC129796930	LOC109428766, LOC109424527
OG0002379	LOC129797640	LOC134289516, LOC134291359, LOC109411968
OG0002380	LOC129795616	LOC109424556
OG0002381	LOC129795607	LOC109411982
OG0002382	LOC129789462, LOC129786346	LOC134291462
OG0002383	LOC129797341	LOC109409560
OG0002384	LOC129797178	LOC109409568
OG0002385	LOC129793384	LOC109409562
OG0002386	LOC129788590	LOC115254140
OG0002387	LOC129790966, LOC129790962	LOC109429595
OG0002388	LOC129789974	LOC109622823
OG0002389	LOC129789922, LOC129789923	LOC109397530
OG0002390	LOC129790073	LOC134287219, LOC109400398
OG0002391	LOC129789078	LOC109430970
OG0002392	LOC129790402	LOC134283995, LOC109400418
OG0002393	LOC129796443	LOC109399284
OG0002395	LOC129789386	LOC115260692
OG0002396	LOC129787280	LOC109419673
OG0002397	LOC129792725	LOC109423063
OG0002399	LOC129794857, LOC129787284	LOC109622736
OG0002400	LOC129787157, LOC129790536, LOC129789042	LOC109412133
OG0002401	LOC129789667	LOC109419770, LOC109398247
OG0002402	LOC129790284, LOC129789947	LOC109419754
OG0002403	LOC129789084, LOC129789088	LOC109419749
OG0002404	LOC129790472	LOC109425166
OG0002406	LOC129791173	LOC134287874
OG0002408	LOC129797670	LOC134287870
OG0002409	LOC129794649	LOC109418673
OG0002410	LOC129796322	LOC109418659
OG0002411	LOC129794916	LOC109414804
OG0002412	LOC129794580	LOC109414787
OG0002414	LOC129793151	LOC109413491
OG0002415	LOC129788332	LOC109621885
OG0002416	LOC129791826	LOC109397364
OG0002417	LOC129792313	LOC134287332, LOC109417971
OG0002418	LOC129793117	LOC109420244
OG0002419	LOC129788994	LOC115257373, LOC109412351
OG0002420	LOC129789356	LOC134287965
OG0002421	LOC129787829	LOC109408720
OG0002422	LOC129788374	LOC109404201
OG0002423	LOC129792721	LOC109621948
OG0002424	LOC129791358	LOC109404208
OG0002425	LOC129790699	LOC109621971
OG0002426	LOC129790478	LOC109622032
OG0002427	LOC129787552	LOC115267754, LOC109428919
OG0002428	LOC129787827	LOC109429006
OG0002429	LOC129794503	LOC115267545, LOC115253482
OG0002430	LOC129792689	LOC109398065
OG0002431	LOC129794794	LOC109400785
OG0002432	LOC129790799	LOC109430180
OG0002433	LOC129796596	LOC109399618
OG0002434	LOC129796595	LOC134289649
OG0002435	LOC129788886	LOC109399629
OG0002436	LOC129795366	LOC134289651
OG0002437	LOC129793010	LOC109405162
OG0002438	LOC129790698	LOC115255638
OG0002439	LOC129793416	LOC109420222, LOC134287057
OG0002440	LOC129793387	LOC109409973, LOC134287058
OG0002441	LOC129791833	LOC109420228
OG0002442	LOC129791169	LOC134287880
OG0002443	LOC129795304	LOC109424733, LOC109413656
OG0002444	LOC129797612	LOC109412776
OG0002445	LOC129797371	LOC109424734
OG0002446	LOC129786723	LOC115265347, LOC109411808
OG0002447	LOC129797406	LOC109427293
OG0002448	LOC129797407	LOC109418392
OG0002449	LOC129797012	LOC134287053, LOC109408297
OG0002450	LOC129797097	LOC109429300
OG0002451	LOC129786982	LOC109429298
OG0002452	LOC129786996	LOC109622685
OG0002453	LOC129788324	LOC109427437, LOC134284651
OG0002454	LOC129790669	LOC115254485
OG0002455	LOC129796197	LOC115260391, LOC109429374
OG0002456	LOC129796391	LOC109433510, LOC109410673
OG0002457	LOC129795197	LOC109410655
OG0002458	LOC129795191	LOC109410656
OG0002459	LOC129795190	LOC109433485
OG0002460	LOC129787295	LOC109411327
OG0002461	LOC129796078, LOC129787274	LOC109415391
OG0002462	LOC129797861	LOC115254152
OG0002463	LOC129793046	LOC115256417
OG0002464	LOC129797149	LOC109420949, LOC109428960
OG0002465	LOC129785971	LOC109400723
OG0002466	LOC129796587	LOC109407578
OG0002467	LOC129796038	LOC109425912
OG0002468	LOC129797066	LOC109401774
OG0002469	LOC129797060	LOC109401773
OG0002470	LOC129790273	LOC109397889
OG0002471	LOC129789315	LOC134285697, LOC109416133
OG0002472	LOC129790898	LOC109416125
OG0002473	LOC129793956	LOC109425676
OG0002474	LOC129788869	LOC115258592, LOC109428894
OG0002475	LOC129791133	LOC134289091, LOC109428851
OG0002476	LOC129790070	LOC115258597, LOC115264813
OG0002477	LOC129791388	LOC109417146
OG0002478	LOC129793190	LOC109406308
OG0002479	LOC129789103	LOC109422770
OG0002480	LOC129791874	LOC109425125
OG0002481	LOC129788471	LOC109621402
OG0002482	LOC129797133	LOC109421811, LOC109422789
OG0002483	LOC129793504	LOC109430213
OG0002484	LOC129786397	LOC109432132
OG0002485	LOC129786440	LOC109430214
OG0002486	LOC129787049, LOC129793799	LOC109432118
OG0002487	LOC129786101	LOC109432163
OG0002488	LOC129791947	LOC109398924
OG0002489	LOC129797508	LOC109398916
OG0002490	LOC129795544	LOC109401589
OG0002491	LOC129796181	LOC109431048
OG0002492	LOC129795956	LOC109407800
OG0002493	LOC129787146	LOC109431047, LOC134291461
OG0002494	LOC129795595	LOC109431050
OG0002495	LOC129797046	LOC109398833
OG0002496	LOC129793195	LOC134283901
OG0002497	LOC129786854	LOC109413893
