Orthogroup	LlongipalpisASM	AsinensisChina
OG0002661	LOC129793449	ASIC007451
OG0002662	LOC129796043	ASIC015452
OG0002663	LOC129795117	ASIC022355
OG0002664	LOC129795846	ASIC017789
OG0002665	LOC129790789	ASIC007155
OG0002666	LOC129789285	ASIC007470, ASIC007471
OG0002667	LOC129793016	ASIC002855
OG0002668	LOC129792492	ASIC002858
OG0002669	LOC129792498	ASIC002857
OG0002671	LOC129786442	ASIC002862
OG0002672	LOC129793309	ASIC002861
OG0002673	LOC129789428	ASIC007106
OG0002674	LOC129786408	ASIC020385
OG0002675	LOC129791192	ASIC003912
OG0002676	LOC129786852	ASIC020231
OG0002677	LOC129788928	ASIC020104, ASIC020103
OG0002678	LOC129790563	ASIC007572
OG0002679	LOC129795610	ASIC011465
OG0002680	LOC129786050	ASIC014841, ASIC014840
OG0002681	LOC129795560	ASIC022212
OG0002682	LOC129797445	ASIC008341
OG0002683	LOC129797291	ASIC008343
OG0002684	LOC129792912	ASIC008339, ASIC008340
OG0002685	LOC129787159	ASIC008155
OG0002688	LOC129793915, LOC129786178	ASIC008192
OG0002691	LOC129785946	ASIC009526
OG0002692	LOC129788981	ASIC008569, ASIC008580
OG0002693	LOC129789775	ASIC016186
OG0002694	LOC129788636	ASIC010636
OG0002695	LOC129789873	ASIC009649
OG0002696	LOC129792253	ASIC018680
OG0002697	LOC129789854	ASIC021647
OG0002698	LOC129795178	ASIC021642
OG0002699	LOC129787504	ASIC019318
OG0002701	LOC129791883	ASIC012958
OG0002702	LOC129793902, LOC129786946	ASIC020463
OG0002703	LOC129786645	ASIC012581
OG0002704	LOC129786726	ASIC012577
OG0002705	LOC129787415	ASIC014274
OG0002706	LOC129791437	ASIC002702
OG0002707	LOC129786763	ASIC008788
OG0002708	LOC129789791	ASIC003654
OG0002709	LOC129790141	ASIC009711
OG0002710	LOC129790160	ASIC014050
OG0002711	LOC129789270	ASIC009572, ASIC009574
OG0002712	LOC129790801	ASIC015787
OG0002713	LOC129792917, LOC129797476	ASIC012200
OG0002714	LOC129791727	ASIC021175
OG0002715	LOC129793361	ASIC021173, ASIC021171
OG0002716	LOC129787000	ASIC021174
OG0002718	LOC129792901	ASIC016797
OG0002719	LOC129795851	ASIC018140
OG0002720	LOC129796584	ASIC018143, ASIC018142
OG0002722	LOC129791942	ASIC017293
OG0002723	LOC129792821, LOC129791408	ASIC014577
OG0002724	LOC129793129	ASIC016826
OG0002725	LOC129796533	ASIC009831, ASIC009832
OG0002726	LOC129792647, LOC129792670	ASIC013430
OG0002728	LOC129794945	ASIC013884
OG0002729	LOC129796594	ASIC013919
OG0002730	LOC129794886	ASIC013888
OG0002731	LOC129796598	ASIC013918
OG0002732	LOC129792070, LOC129792080	ASIC016541
OG0002733	LOC129796487	ASIC002371
OG0002734	LOC129788008	ASIC007018
OG0002735	LOC129790711	ASIC007011
OG0002736	LOC129791964	ASIC002628
OG0002737	LOC129788988, LOC129788983	ASIC017629
OG0002738	LOC129792731	ASIC017619
OG0002739	LOC129795470	ASIC011276
OG0002740	LOC129787546	ASIC015561
OG0002741	LOC129796250	ASIC015555
OG0002743	LOC129793895	ASIC010972
OG0002744	LOC129786920	ASIC006215
OG0002745	LOC129789998	ASIC014048
OG0002746	LOC129790464	ASIC012530
OG0002747	LOC129788797	ASIC011725
OG0002748	LOC129788684, LOC129794873	ASIC008810
OG0002749	LOC129793463	ASIC007786
OG0002750	LOC129795625	ASIC012557
OG0002751	LOC129795779	ASIC008850
OG0002752	LOC129790741	ASIC008854
OG0002753	LOC129788737	ASIC014650
OG0002754	LOC129790083	ASIC010054
OG0002755	LOC129791336	ASIC009615
OG0002756	LOC129792397	ASIC015056
OG0002757	LOC129792360	ASIC015058
OG0002758	LOC129792701	ASIC018925
OG0002759	LOC129793350	ASIC018928
OG0002760	LOC129793365	ASIC018927
OG0002762	LOC129788621	ASIC014207
OG0002763	LOC129788613	ASIC014199
OG0002764	LOC129797029	ASIC011047
OG0002765	LOC129795195	ASIC019211
OG0002766	LOC129786616	ASIC019281
OG0002767	LOC129793377	ASIC003805
OG0002768	LOC129787001	ASIC003810
OG0002769	LOC129791728	ASIC003808
OG0002770	LOC129793944	ASIC011048
OG0002771	LOC129787983	ASIC021873
OG0002772	LOC129796663, LOC129788065	ASIC014852
OG0002773	LOC129791382	ASIC004353
OG0002774	LOC129788565	ASIC020679
OG0002775	LOC129796392	ASIC013500
OG0002776	LOC129789187	ASIC008216
OG0002777	LOC129793481	ASIC008310, ASIC008311
OG0002779	LOC129786111	ASIC017803
OG0002780	LOC129796617	ASIC017775
OG0002781	LOC129791319	ASIC012593
OG0002782	LOC129792275	ASIC014915
OG0002783	LOC129789142	ASIC007595
OG0002784	LOC129786297	ASIC020418
OG0002785	LOC129797710, LOC129788023	ASIC004821
OG0002786	LOC129797126	ASIC014390
OG0002787	LOC129790695	ASIC015328
OG0002788	LOC129789942	ASIC007129
OG0002789	LOC129786363	ASIC011845
OG0002790	LOC129786777	ASIC004010, ASIC004011
OG0002791	LOC129793562	ASIC009887
OG0002792	LOC129785974	ASIC004612
OG0002793	LOC129788547, LOC129789095	ASIC003490
OG0002794	LOC129786025	ASIC005226
OG0002795	LOC129796476	ASIC004951
OG0002796	LOC129794862	ASIC018289, ASIC018290
OG0002800	LOC129793431	ASIC003098
OG0002801	LOC129791663	ASIC003096
OG0002802	LOC129797288	ASIC015885
OG0002803	LOC129790627	ASIC016970
OG0002805	LOC129797319	ASIC013492
OG0002806	LOC129786563	ASIC013493
OG0002807	LOC129787778	ASIC013434
OG0002808	LOC129786693, LOC129786692	ASIC011397
OG0002809	LOC129786654, LOC129786663	ASIC011400
OG0002810	LOC129786697, LOC129786696	ASIC011398
OG0002811	LOC129793288	ASIC018521
OG0002812	LOC129793289	ASIC018522
OG0002813	LOC129790039	ASIC004458
OG0002814	LOC129793784	ASIC010067
OG0002816	LOC129786782	ASIC010066, ASIC010065
OG0002817	LOC129788602	ASIC005530
OG0002818	LOC129791026	ASIC014105
OG0002819	LOC129787752	ASIC003034
OG0002820	LOC129787184	ASIC015095
OG0002821	LOC129794316, LOC129791451	ASIC009979
OG0002822	LOC129793778	ASIC008261
OG0002823	LOC129791778	ASIC013702
OG0002824	LOC129786477	ASIC002485
OG0002825	LOC129786000	ASIC005535
OG0002826	LOC129786752	ASIC002574
OG0002827	LOC129789023	ASIC021410
OG0002828	LOC129797776	ASIC016867
OG0002829	LOC129787997	ASIC004075
OG0002830	LOC129797619	ASIC004076
OG0002831	LOC129790159	ASIC004061
OG0002832	LOC129786018	ASIC010374
OG0002833	LOC129793342	ASIC008168, ASIC008169
OG0002834	LOC129789051	ASIC008172, ASIC008173
OG0002835	LOC129786727	ASIC005399
OG0002836	LOC129796863	ASIC019311
OG0002837	LOC129786034	ASIC019310
OG0002838	LOC129793177	ASIC019690
OG0002839	LOC129791675	ASIC004874
OG0002840	LOC129788524	ASIC004879, ASIC004878
OG0002841	LOC129786444	ASIC011568
OG0002842	LOC129786494	ASIC011557
OG0002843	LOC129794968	ASIC011546
OG0002844	LOC129795160	ASIC011524
OG0002845	LOC129793707	ASIC018518
OG0002846	LOC129791216	ASIC020409
OG0002847	LOC129785970	ASIC003296
OG0002849	LOC129796218	ASIC019466
OG0002850	LOC129795051	ASIC019469
OG0002851	LOC129792323, LOC129796542	ASIC018923
OG0002852	LOC129792635, LOC129792304	ASIC018916
OG0002853	LOC129786842	ASIC018924
OG0002854	LOC129786705	ASIC020582, ASIC020586
OG0002855	LOC129787237	ASIC006157
OG0002856	LOC129786313	ASIC014243
OG0002857	LOC129792161, LOC129792163	ASIC014338
OG0002858	LOC129794426	ASIC007067, ASIC001983
OG0002859	LOC129794629	ASIC007066
OG0002860	LOC129789415	ASIC014845
OG0002862	LOC129788997	ASIC006726
OG0002863	LOC129792280	ASIC018624
OG0002864	LOC129786261	ASIC003485
OG0002865	LOC129789004	ASIC020732, ASIC020730
OG0002866	LOC129790082, LOC129790081	ASIC020741
OG0002867	LOC129788652	ASIC015779
OG0002868	LOC129789986	ASIC005136
OG0002869	LOC129790259	ASIC005222
OG0002870	LOC129792649	ASIC015052
OG0002871	LOC129789583	ASIC015483
OG0002873	LOC129791558	ASIC017226
OG0002874	LOC129789319	ASIC013516
OG0002875	LOC129792121	ASIC019599
OG0002876	LOC129793479	ASIC011764
OG0002877	LOC129793928	ASIC020070
OG0002878	LOC129790974	ASIC014747
OG0002879	LOC129790787	ASIC006465
OG0002880	LOC129791355	ASIC002239
OG0002881	LOC129790489	ASIC002244
OG0002882	LOC129797249	ASIC006154
OG0002884	LOC129786090	ASIC004634
OG0002885	LOC129796025	ASIC018336
OG0002886	LOC129786391	ASIC013217
OG0002887	LOC129793125	ASIC015032
OG0002889	LOC129797448, LOC129795186	ASIC003668
OG0002890	LOC129791184	ASIC011322
OG0002891	LOC129791210	ASIC013219
OG0002892	LOC129789758	ASIC011321
OG0002893	LOC129791190	ASIC013208
OG0002895	LOC129792443	ASIC017352
OG0002896	LOC129793720	ASIC020992, ASIC020991
OG0002897	LOC129793126	ASIC003795
OG0002898	LOC129791876	ASIC003762
OG0002899	LOC129790011	ASIC010697
OG0002900	LOC129797107	ASIC022314
OG0002901	LOC129790312	ASIC013542
OG0002902	LOC129790460	ASIC013548
OG0002903	LOC129789996	ASIC013538
OG0002904	LOC129790987	ASIC017407
OG0002905	LOC129790206	ASIC012860
OG0002906	LOC129797152	ASIC012856
OG0002907	LOC129797150	ASIC009178
OG0002908	LOC129787611	ASIC004628
OG0002910	LOC129788196	ASIC004658
OG0002911	LOC129787064	ASIC016888
OG0002912	LOC129793742	ASIC008034
OG0002913	LOC129797423	ASIC013259
OG0002914	LOC129792806	ASIC016771
OG0002915	LOC129795559	ASIC011218
OG0002916	LOC129787073	ASIC001366
OG0002917	LOC129786859, LOC129786860, LOC129794526	ASIC004104
OG0002918	LOC129796981	ASIC013480, ASIC013479
OG0002919	LOC129797110	ASIC007087
OG0002920	LOC129786200	ASIC021923
OG0002921	LOC129790692	ASIC009054
OG0002922	LOC129790133	ASIC010247
OG0002923	LOC129791097	ASIC014118
OG0002924	LOC129787640	ASIC007264
OG0002925	LOC129793884	ASIC008189, ASIC017143
OG0002926	LOC129794864	ASIC005021
OG0002927	LOC129786157	ASIC018070
OG0002928	LOC129792207	ASIC018059, ASIC018081
OG0002929	LOC129787658, LOC129793853	ASIC019260
OG0002930	LOC129786728	ASIC008239
OG0002931	LOC129793242	ASIC002050
OG0002932	LOC129790337	ASIC014440
OG0002933	LOC129790934	ASIC007800
OG0002934	LOC129791019	ASIC008903
OG0002935	LOC129787903	ASIC010925
OG0002936	LOC129794639	ASIC004970
OG0002937	LOC129792924	ASIC016717
OG0002938	LOC129793802	ASIC016713
OG0002939	LOC129787252	ASIC019165
OG0002941	LOC129786786	ASIC013381, ASIC013382
OG0002942	LOC129792838	ASIC003760, ASIC003761
OG0002943	LOC129792526	ASIC018798
OG0002944	LOC129796611	ASIC015898
OG0002945	LOC129790856	ASIC017930
OG0002946	LOC129795853	ASIC011277
OG0002947	LOC129790151	ASIC017812
OG0002948	LOC129789980	ASIC005496
OG0002949	LOC129786583	ASIC011832
OG0002950	LOC129796834	ASIC009342
OG0002951	LOC129789058	ASIC005498
OG0002952	LOC129794318	ASIC017139
OG0002953	LOC129789809	ASIC018599
OG0002954	LOC129789971	ASIC006244
OG0002955	LOC129792132	ASIC016039
OG0002956	LOC129797547	ASIC000816
OG0002958	LOC129795489	ASIC015440
OG0002959	LOC129796064	ASIC019400
OG0002960	LOC129796209	ASIC018184
OG0002961	LOC129795590	ASIC008116, ASIC008117
OG0002962	LOC129791664	ASIC011756, ASIC011754
OG0002963	LOC129791660	ASIC011759
OG0002964	LOC129794845	ASIC018354
OG0002965	LOC129795600, LOC129788408	ASIC006699
OG0002966	LOC129786452, LOC129786099	ASIC018078
OG0002968	LOC129796883	ASIC020111
OG0002969	LOC129792488	ASIC010413
OG0002970	LOC129793726	ASIC014324
OG0002971	LOC129786829	ASIC014862, ASIC014863
OG0002972	LOC129785938	ASIC009530
OG0002973	LOC129789778, LOC129791010	ASIC006755
OG0002974	LOC129795856	ASIC005994
OG0002975	LOC129793741	ASIC005996
OG0002976	LOC129792878	ASIC019249
OG0002977	LOC129796545	ASIC003336
OG0002978	LOC129789615	ASIC011034, ASIC005376
OG0002979	LOC129788858	ASIC019397
OG0002980	LOC129786355	ASIC010372
OG0002981	LOC129786371	ASIC010368
OG0002983	LOC129795705	ASIC020890
OG0002984	LOC129786407	ASIC014696
OG0002985	LOC129792002	ASIC003006
OG0002986	LOC129793417	ASIC019133
OG0002988	LOC129787360, LOC129787361	ASIC014265
OG0002989	LOC129790870	ASIC000617
OG0002990	LOC129786590	ASIC012489
OG0002991	LOC129789568	ASIC014661
OG0002992	LOC129788967	ASIC004481
OG0002993	LOC129793599	ASIC019228, ASIC019226
OG0002994	LOC129796444, LOC129791956	ASIC018177
OG0002995	LOC129792226	ASIC016757
OG0002996	LOC129788666	ASIC001516
OG0002997	LOC129791108	ASIC001517
OG0002998	LOC129789573	ASIC009547
OG0002999	LOC129791320	ASIC012786
OG0003000	LOC129790339	ASIC006164
OG0003001	LOC129797611, LOC129792456	ASIC006161
OG0003002	LOC129789739	ASIC006165
OG0003003	LOC129788207	ASIC006162
OG0003004	LOC129787168	ASIC008721
OG0003006	LOC129791568	ASIC012946
OG0003007	LOC129794635	ASIC015882, ASIC015883
OG0003008	LOC129787635	ASIC003713, ASIC003820
OG0003009	LOC129786478	ASIC011587
OG0003010	LOC129786417	ASIC011586
OG0003011	LOC129797268	ASIC011234
OG0003012	LOC129789297	ASIC017335, ASIC016920
OG0003013	LOC129790965	ASIC009638
OG0003014	LOC129787659	ASIC008222
OG0003015	LOC129793640	ASIC009856
OG0003016	LOC129793647	ASIC009854
OG0003017	LOC129789899	ASIC011309
OG0003018	LOC129794195	ASIC010205
OG0003019	LOC129786343	ASIC011592
OG0003020	LOC129790843	ASIC012837
OG0003022	LOC129788032	ASIC012648
OG0003023	LOC129795173	ASIC017186
OG0003024	LOC129788817	ASIC022272, ASIC011043
OG0003026	LOC129794516	ASIC017973
OG0003027	LOC129795540	ASIC017967
OG0003028	LOC129796368	ASIC017972
OG0003029	LOC129789352	ASIC007506, ASIC007505
OG0003030	LOC129795278	ASIC013039
OG0003031	LOC129789863	ASIC017338
OG0003032	LOC129789442	ASIC005873, ASIC005872
OG0003033	LOC129797206	ASIC011755
OG0003034	LOC129793185	ASIC008144
OG0003035	LOC129796018	ASIC019960
OG0003036	LOC129792230	ASIC019959
OG0003037	LOC129791650	ASIC016588
OG0003038	LOC129791653	ASIC016590
OG0003039	LOC129785954	ASIC005680
OG0003040	LOC129786166	ASIC021701
OG0003041	LOC129795334	ASIC009123
OG0003042	LOC129791426	ASIC012047, ASIC012048
OG0003043	LOC129792428	ASIC012043
OG0003044	LOC129791424, LOC129789910	ASIC012046
OG0003045	LOC129797170	ASIC019210
OG0003046	LOC129796994	ASIC019989
OG0003047	LOC129793203	ASIC011771
OG0003048	LOC129790686	ASIC014378, ASIC001680
OG0003049	LOC129792828	ASIC003682
OG0003050	LOC129796489, LOC129796488	ASIC018006
OG0003051	LOC129787493	ASIC012315, ASIC012318
OG0003052	LOC129795670	ASIC011187
OG0003053	LOC129793528	ASIC014882
OG0003054	LOC129786220	ASIC011152
OG0003055	LOC129792466	ASIC003782
OG0003056	LOC129790652	ASIC000611, ASIC000622
OG0003057	LOC129792575	ASIC019098
OG0003059	LOC129788647	ASIC006894
OG0003060	LOC129788725	ASIC006236
OG0003061	LOC129796452	ASIC015922
OG0003062	LOC129786248	ASIC020179
OG0003063	LOC129796271	ASIC022344
OG0003064	LOC129791782	ASIC017983
OG0003065	LOC129788913	ASIC008898
OG0003066	LOC129787217	ASIC013815
OG0003067	LOC129796885	ASIC003642
OG0003068	LOC129788073	ASIC004913
OG0003069	LOC129788549	ASIC010245
OG0003070	LOC129796920	ASIC011824
OG0003071	LOC129787259	ASIC015308
OG0003072	LOC129793772	ASIC006518
OG0003073	LOC129792693	ASIC016707
OG0003074	LOC129790396	ASIC008494, ASIC004520
OG0003075	LOC129790479, LOC129796240	ASIC014483
OG0003077	LOC129795110	ASIC008380
OG0003078	LOC129793834	ASIC021182
OG0003079	LOC129791418	ASIC013632
OG0003080	LOC129791312	ASIC012920
OG0003081	LOC129787542	ASIC020174
OG0003082	LOC129788138	ASIC014154
OG0003083	LOC129787213	ASIC021594
OG0003084	LOC129797118	ASIC008431
OG0003085	LOC129787745	ASIC011521
OG0003086	LOC129788010	ASIC014061
OG0003087	LOC129795730	ASIC019269
OG0003088	LOC129797109	ASIC005236
OG0003089	LOC129797092	ASIC008804
OG0003090	LOC129789223	ASIC009516
OG0003091	LOC129788624, LOC129792268	ASIC012950
OG0003092	LOC129790623	ASIC014676
OG0003094	LOC129796568	ASIC018255
OG0003095	LOC129793669	ASIC012143
OG0003096	LOC129795628	ASIC016881
OG0003097	LOC129790194	ASIC012096
OG0003098	LOC129797399	ASIC008752
OG0003099	LOC129794087	ASIC019700
OG0003100	LOC129794227	ASIC003089
OG0003101	LOC129786158	ASIC003320
OG0003102	LOC129793981	ASIC003447
OG0003103	LOC129797781	ASIC017259
OG0003105	LOC129788518	ASIC017257
OG0003107	LOC129793394	ASIC002410
OG0003108	LOC129792708	ASIC019039
OG0003109	LOC129794797, LOC129794798	ASIC006305
OG0003110	LOC129787268	ASIC017070
OG0003111	LOC129789009	ASIC018246
OG0003113	LOC129792807, LOC129786486	ASIC012481
OG0003114	LOC129795652	ASIC011801
OG0003115	LOC129787323	ASIC014247
OG0003116	LOC129792707	ASIC009284
OG0003117	LOC129789618, LOC129793425	ASIC017346
OG0003118	LOC129796985	ASIC018938
OG0003119	LOC129793173	ASIC011781
OG0003120	LOC129794070	ASIC018814
OG0003121	LOC129794254	ASIC016819, ASIC016818
OG0003122	LOC129789366	ASIC006283
OG0003123	LOC129793142	ASIC016489
OG0003124	LOC129791185	ASIC012597
OG0003125	LOC129787749	ASIC014307
OG0003126	LOC129786276	ASIC012580
OG0003127	LOC129791027	ASIC006583
OG0003128	LOC129793397	ASIC020350, ASIC016055
OG0003129	LOC129786515	ASIC011943
OG0003130	LOC129789190	ASIC020764
OG0003131	LOC129789224	ASIC009513
OG0003132	LOC129787853	ASIC014337
OG0003133	LOC129790111	ASIC002562
OG0003134	LOC129787419	ASIC016788
OG0003135	LOC129787771	ASIC013471
OG0003136	LOC129791157	ASIC004519
OG0003137	LOC129793032	ASIC015139
OG0003138	LOC129795924	ASIC018096
OG0003139	LOC129793427	ASIC009118
OG0003140	LOC129788841	ASIC021929
OG0003141	LOC129796087	ASIC015620
OG0003142	LOC129797460	ASIC002418
OG0003144	LOC129788958	ASIC013142
OG0003145	LOC129792795	ASIC003172
OG0003146	LOC129796919	ASIC011823
OG0003147	LOC129796973	ASIC008417
OG0003148	LOC129789320	ASIC013011
OG0003149	LOC129794835	ASIC014491, ASIC014492
OG0003150	LOC129790891	ASIC000613
OG0003151	LOC129787300	ASIC011452
OG0003152	LOC129787309, LOC129788557	ASIC020336
OG0003153	LOC129786647	ASIC010341
OG0003154	LOC129790320	ASIC007321, ASIC007322
OG0003155	LOC129792630	ASIC021333
OG0003156	LOC129786732, LOC129796870	ASIC021003
OG0003157	LOC129787019	ASIC007160
OG0003158	LOC129793186, LOC129790185	ASIC019332
OG0003159	LOC129793340	ASIC012231
OG0003160	LOC129788045	ASIC020852
OG0003161	LOC129790446	ASIC017915, ASIC022097, ASIC009593
OG0003162	LOC129788603	ASIC011049
OG0003163	LOC129786353	ASIC012736
OG0003164	LOC129793880	ASIC006230, ASIC006231
OG0003165	LOC129795263	ASIC020608
OG0003166	LOC129790253	ASIC014446, ASIC014447
OG0003168	LOC129786255	ASIC019609, ASIC020019
OG0003169	LOC129791797	ASIC010468
OG0003170	LOC129786291	ASIC020929
OG0003171	LOC129794181	ASIC018812, ASIC018816
OG0003172	LOC129795837	ASIC011303
OG0003173	LOC129792092	ASIC019724, ASIC019725
OG0003174	LOC129792711	ASIC009285
OG0003176	LOC129796918	ASIC011821
OG0003177	LOC129795458	ASIC018373
OG0003178	LOC129787427	ASIC004620, ASIC020398
OG0003179	LOC129797420	ASIC015709
OG0003180	LOC129790826	ASIC012857
OG0003181	LOC129790232, LOC129790291	ASIC007302
OG0003182	LOC129788455	ASIC006852
OG0003183	LOC129797397	ASIC008751
OG0003184	LOC129792382	ASIC014944, ASIC014955
OG0003185	LOC129796970	ASIC013207
OG0003186	LOC129790859	ASIC007048
OG0003187	LOC129795152	ASIC015438
OG0003188	LOC129790537	ASIC017642
OG0003190	LOC129793991	ASIC014025
OG0003191	LOC129791136	ASIC007561
OG0003192	LOC129788535	ASIC012818
OG0003193	LOC129793251	ASIC012177
OG0003194	LOC129796646	ASIC019471
OG0003195	LOC129786644	ASIC010457
OG0003196	LOC129790298	ASIC007347
OG0003197	LOC129788182, LOC129795441	ASIC015506
OG0003198	LOC129792416	ASIC013690, ASIC013689
OG0003199	LOC129786072	ASIC014783
OG0003200	LOC129788399	ASIC006850
OG0003201	LOC129797809	ASIC014021
OG0003202	LOC129795183	ASIC005409
OG0003203	LOC129790578	ASIC017648
OG0003204	LOC129791332	ASIC009466
OG0003205	LOC129785943	ASIC003234, ASIC003233
OG0003206	LOC129795394	ASIC017940
OG0003207	LOC129791372	ASIC016229
OG0003208	LOC129791398	ASIC008156
OG0003209	LOC129793736	ASIC021387
OG0003210	LOC129790119	ASIC003558
OG0003212	LOC129793794, LOC129791861	ASIC018845
OG0003213	LOC129796771	ASIC011834
OG0003214	LOC129792392	ASIC003783
OG0003215	LOC129793071	ASIC011041
OG0003216	LOC129797398	ASIC008753
OG0003217	LOC129789822	ASIC007197
OG0003218	LOC129793801	ASIC015311
OG0003219	LOC129794180	ASIC016149, ASIC016148
OG0003220	LOC129796470	ASIC004035, ASIC004036
OG0003221	LOC129789590	ASIC009581
OG0003222	LOC129795052	ASIC020562
OG0003223	LOC129797036	ASIC008418
OG0003224	LOC129791976	ASIC019801
OG0003225	LOC129787920	ASIC011001
OG0003226	LOC129794881	ASIC018657
OG0003227	LOC129790945	ASIC012839
OG0003228	LOC129790955	ASIC012838
OG0003229	LOC129788708, LOC129794584	ASIC017796
OG0003231	LOC129793348	ASIC019166
OG0003232	LOC129797453	ASIC015199
OG0003233	LOC129795462	ASIC009100
OG0003234	LOC129795400	ASIC004920
OG0003235	LOC129787940	ASIC008805
OG0003237	LOC129795390	ASIC005974
OG0003238	LOC129790309	ASIC018659
OG0003239	LOC129791634	ASIC007779
OG0003240	LOC129796066	ASIC000723
OG0003242	LOC129795291	ASIC021702, ASIC022354
OG0003243	LOC129789830	ASIC014420
OG0003244	LOC129787310	ASIC012339
OG0003247	LOC129797287	ASIC007037
OG0003248	LOC129788740	ASIC020232
OG0003249	LOC129787532	ASIC020127
OG0003250	LOC129796393	ASIC000168
OG0003251	LOC129795909	ASIC005995
OG0003252	LOC129791145	ASIC013911, ASIC013912
OG0003253	LOC129794574	ASIC018038
OG0003254	LOC129788935	ASIC005385
OG0003255	LOC129792383	ASIC017394
OG0003256	LOC129793925	ASIC020330, ASIC020331
