Orthogroup	LlongipalpisASM	AfunestusAfunGA1
OG0002721	LOC129788588	AFUN2_002707
OG0002722	LOC129791942	AFUN2_001577
OG0002723	LOC129792821, LOC129791408	AFUN2_003391
OG0002724	LOC129793129	AFUN2_003658
OG0002725	LOC129796533	AFUN2_010493
OG0002726	LOC129792647, LOC129792670	AFUN2_014761
OG0002728	LOC129794945	AFUN2_009112
OG0002729	LOC129796594	AFUN2_009087
OG0002730	LOC129794886	AFUN2_010978
OG0002731	LOC129796598	AFUN2_008226
OG0002732	LOC129792070, LOC129792080	AFUN2_003361
OG0002733	LOC129796487	AFUN2_000784
OG0002734	LOC129788008	AFUN2_009929
OG0002735	LOC129790711	AFUN2_004519
OG0002736	LOC129791964	AFUN2_004479
OG0002737	LOC129788988, LOC129788983	AFUN2_007691
OG0002738	LOC129792731	AFUN2_002939
OG0002739	LOC129795470	AFUN2_003657
OG0002740	LOC129787546	AFUN2_013000
OG0002741	LOC129796250	AFUN2_003882
OG0002742	LOC129795871	AFUN2_002238
OG0002743	LOC129793895	AFUN2_001184
OG0002744	LOC129786920	AFUN2_008151
OG0002746	LOC129790464	AFUN2_014381
OG0002747	LOC129788797	AFUN2_002515
OG0002748	LOC129788684, LOC129794873	AFUN2_011830
OG0002749	LOC129793463	AFUN2_000362
OG0002750	LOC129795625	AFUN2_010921
OG0002751	LOC129795779	AFUN2_010175
OG0002752	LOC129790741	AFUN2_010687
OG0002753	LOC129788737	AFUN2_013326
OG0002754	LOC129790083	AFUN2_006548
OG0002755	LOC129791336	AFUN2_010135
OG0002756	LOC129792397	AFUN2_003475
OG0002757	LOC129792360	AFUN2_008868
OG0002758	LOC129792701	AFUN2_000727
OG0002759	LOC129793350	AFUN2_013349
OG0002760	LOC129793365	AFUN2_010392
OG0002762	LOC129788621	AFUN2_003237
OG0002763	LOC129788613	AFUN2_012300
OG0002764	LOC129797029	AFUN2_002985
OG0002765	LOC129795195	AFUN2_006741
OG0002766	LOC129786616	AFUN2_009123
OG0002767	LOC129793377	AFUN2_012215
OG0002768	LOC129787001	AFUN2_013133
OG0002769	LOC129791728	AFUN2_011512
OG0002770	LOC129793944	AFUN2_005894
OG0002771	LOC129787983	AFUN2_000488
OG0002772	LOC129796663, LOC129788065	AFUN2_010406
OG0002773	LOC129791382	AFUN2_007953
OG0002774	LOC129788565	AFUN2_004394
OG0002775	LOC129796392	AFUN2_014558
OG0002776	LOC129789187	AFUN2_005386
OG0002777	LOC129793481	AFUN2_010184
OG0002779	LOC129786111	AFUN2_009755
OG0002780	LOC129796617	AFUN2_007383
OG0002781	LOC129791319	AFUN2_009294
OG0002782	LOC129792275	AFUN2_010463
OG0002783	LOC129789142	AFUN2_005533
OG0002784	LOC129786297	AFUN2_013444
OG0002785	LOC129797710, LOC129788023	AFUN2_004449
OG0002786	LOC129797126	AFUN2_001771
OG0002787	LOC129790695	AFUN2_001970
OG0002788	LOC129789942	AFUN2_005300
OG0002789	LOC129786363	AFUN2_006931
OG0002790	LOC129786777	AFUN2_001278
OG0002791	LOC129793562	AFUN2_013278
OG0002792	LOC129785974	AFUN2_005351
OG0002793	LOC129788547, LOC129789095	AFUN2_002968
OG0002794	LOC129786025	AFUN2_007945
OG0002795	LOC129796476	AFUN2_000343
OG0002796	LOC129794862	AFUN2_002949
OG0002800	LOC129793431	AFUN2_011971
OG0002801	LOC129791663	AFUN2_010732
OG0002802	LOC129797288	AFUN2_005985
OG0002803	LOC129790627	AFUN2_013902
OG0002805	LOC129797319	AFUN2_011785
OG0002806	LOC129786563	AFUN2_010484
OG0002807	LOC129787778	AFUN2_010319
OG0002808	LOC129786693, LOC129786692	AFUN2_013798
OG0002809	LOC129786654, LOC129786663	AFUN2_000629
OG0002810	LOC129786697, LOC129786696	AFUN2_012946
OG0002811	LOC129793288	AFUN2_003691
OG0002812	LOC129793289	AFUN2_005243
OG0002813	LOC129790039	AFUN2_006952
OG0002814	LOC129793784	AFUN2_000910
OG0002816	LOC129786782	AFUN2_003774
OG0002817	LOC129788602	AFUN2_005170
OG0002818	LOC129791026	AFUN2_013095
OG0002819	LOC129787752	AFUN2_004157
OG0002820	LOC129787184	AFUN2_004868
OG0002821	LOC129794316, LOC129791451	AFUN2_004071
OG0002822	LOC129793778	AFUN2_013292
OG0002823	LOC129791778	AFUN2_002831
OG0002824	LOC129786477	AFUN2_000953
OG0002825	LOC129786000	AFUN2_002953
OG0002826	LOC129786752	AFUN2_004937
OG0002827	LOC129789023	AFUN2_010964
OG0002828	LOC129797776	AFUN2_000351
OG0002829	LOC129787997	AFUN2_006257
OG0002830	LOC129797619	AFUN2_006436
OG0002831	LOC129790159	AFUN2_003157
OG0002832	LOC129786018	AFUN2_004146
OG0002833	LOC129793342	AFUN2_007769
OG0002834	LOC129789051	AFUN2_013563
OG0002835	LOC129786727	AFUN2_001139
OG0002836	LOC129796863	AFUN2_006748
OG0002837	LOC129786034	AFUN2_010134
OG0002838	LOC129793177	AFUN2_014422
OG0002839	LOC129791675	AFUN2_012012
OG0002840	LOC129788524	AFUN2_006124
OG0002841	LOC129786444	AFUN2_014399
OG0002842	LOC129786494	AFUN2_000793
OG0002843	LOC129794968	AFUN2_013091
OG0002844	LOC129795160	AFUN2_011480
OG0002845	LOC129793707	AFUN2_012714
OG0002846	LOC129791216	AFUN2_002958
OG0002847	LOC129785970	AFUN2_007806
OG0002848	LOC129790164, LOC129791269	AFUN2_005502
OG0002849	LOC129796218	AFUN2_008034
OG0002850	LOC129795051	AFUN2_011183
OG0002851	LOC129792323, LOC129796542	AFUN2_009502
OG0002852	LOC129792635, LOC129792304	AFUN2_006228
OG0002853	LOC129786842	AFUN2_009600
OG0002854	LOC129786705	AFUN2_006540
OG0002855	LOC129787237	AFUN2_012367
OG0002856	LOC129786313	AFUN2_006758
OG0002857	LOC129792161, LOC129792163	AFUN2_001962
OG0002858	LOC129794426	AFUN2_008940
OG0002859	LOC129794629	AFUN2_005791, AFUN2_002737
OG0002860	LOC129789415	AFUN2_011939
OG0002862	LOC129788997	AFUN2_007888
OG0002863	LOC129792280	AFUN2_012968
OG0002864	LOC129786261	AFUN2_004357
OG0002865	LOC129789004	AFUN2_009436, AFUN2_011358, AFUN2_005858
OG0002866	LOC129790082, LOC129790081	AFUN2_011680
OG0002867	LOC129788652	AFUN2_008642
OG0002868	LOC129789986	AFUN2_014395
OG0002869	LOC129790259	AFUN2_008301
OG0002870	LOC129792649	AFUN2_010472
OG0002871	LOC129789583	AFUN2_003474, AFUN2_010607
OG0002873	LOC129791558	AFUN2_007622
OG0002874	LOC129789319	AFUN2_011761
OG0002875	LOC129792121	AFUN2_008396
OG0002876	LOC129793479	AFUN2_004743
OG0002877	LOC129793928	AFUN2_004450
OG0002878	LOC129790974	AFUN2_004571
OG0002879	LOC129790787	AFUN2_008048
OG0002880	LOC129791355	AFUN2_008636
OG0002881	LOC129790489	AFUN2_003069
OG0002882	LOC129797249	AFUN2_004915
OG0002883	LOC129787446	AFUN2_010813
OG0002884	LOC129786090	AFUN2_014652
OG0002885	LOC129796025	AFUN2_007004
OG0002886	LOC129786391	AFUN2_011793
OG0002887	LOC129793125	AFUN2_009946
OG0002889	LOC129797448, LOC129795186	AFUN2_003086
OG0002890	LOC129791184	AFUN2_014300
OG0002891	LOC129791210	AFUN2_003793
OG0002892	LOC129789758	AFUN2_012630
OG0002893	LOC129791190	AFUN2_003384
OG0002895	LOC129792443	AFUN2_004208
OG0002896	LOC129793720	AFUN2_014305
OG0002897	LOC129793126	AFUN2_004376
OG0002898	LOC129791876	AFUN2_012532
OG0002899	LOC129790011	AFUN2_003159
OG0002900	LOC129797107	AFUN2_003966
OG0002901	LOC129790312	AFUN2_011814
OG0002902	LOC129790460	AFUN2_002783
OG0002903	LOC129789996	AFUN2_011563
OG0002904	LOC129790987	AFUN2_009344
OG0002905	LOC129790206	AFUN2_007510
OG0002906	LOC129797152	AFUN2_010930
OG0002907	LOC129797150	AFUN2_001670
OG0002908	LOC129787611	AFUN2_013629
OG0002910	LOC129788196	AFUN2_008535
OG0002911	LOC129787064	AFUN2_007920
OG0002912	LOC129793742	AFUN2_001581
OG0002913	LOC129797423	AFUN2_002172
OG0002914	LOC129792806	AFUN2_011524, AFUN2_009565
OG0002915	LOC129795559	AFUN2_008376
OG0002916	LOC129787073	AFUN2_011337
OG0002917	LOC129786859, LOC129786860, LOC129794526	AFUN2_006707
OG0002918	LOC129796981	AFUN2_012729
OG0002919	LOC129797110	AFUN2_002512, AFUN2_009624
OG0002920	LOC129786200	AFUN2_009002
OG0002921	LOC129790692	AFUN2_007538
OG0002922	LOC129790133	AFUN2_007883
OG0002923	LOC129791097	AFUN2_009827
OG0002924	LOC129787640	AFUN2_010766
OG0002925	LOC129793884	AFUN2_008200
OG0002926	LOC129794864	AFUN2_008375
OG0002927	LOC129786157	AFUN2_010818
OG0002928	LOC129792207	AFUN2_002269
OG0002929	LOC129787658, LOC129793853	AFUN2_014375
OG0002930	LOC129786728	AFUN2_008706
OG0002931	LOC129793242	AFUN2_003676
OG0002932	LOC129790337	AFUN2_001594
OG0002933	LOC129790934	AFUN2_003995
OG0002934	LOC129791019	AFUN2_004661
OG0002935	LOC129787903	AFUN2_001669
OG0002936	LOC129794639	AFUN2_009481
OG0002937	LOC129792924	AFUN2_002668
OG0002938	LOC129793802	AFUN2_006811
OG0002939	LOC129787252	AFUN2_004827
OG0002941	LOC129786786	AFUN2_001101
OG0002942	LOC129792838	AFUN2_009453
OG0002943	LOC129792526	AFUN2_005723
OG0002944	LOC129796611	AFUN2_000507
OG0002945	LOC129790856	AFUN2_008479
OG0002946	LOC129795853	AFUN2_012415
OG0002947	LOC129790151	AFUN2_006379
OG0002948	LOC129789980	AFUN2_004083
OG0002949	LOC129786583	AFUN2_005544
OG0002950	LOC129796834	AFUN2_001456
OG0002951	LOC129789058	AFUN2_000771
OG0002952	LOC129794318	AFUN2_001936
OG0002953	LOC129789809	AFUN2_005441
OG0002954	LOC129789971	AFUN2_014621
OG0002955	LOC129792132	AFUN2_013982
OG0002956	LOC129797547	AFUN2_014038
OG0002957	LOC129789342	AFUN2_013531, AFUN2_003410, AFUN2_005246, AFUN2_001659
OG0002958	LOC129795489	AFUN2_013287
OG0002959	LOC129796064	AFUN2_014754
OG0002960	LOC129796209	AFUN2_008333
OG0002961	LOC129795590	AFUN2_008283
OG0002962	LOC129791664	AFUN2_012065
OG0002963	LOC129791660	AFUN2_014581
OG0002964	LOC129794845	AFUN2_010401
OG0002965	LOC129795600, LOC129788408	AFUN2_007469
OG0002966	LOC129786452, LOC129786099	AFUN2_011516
OG0002968	LOC129796883	AFUN2_000396
OG0002969	LOC129792488	AFUN2_001891
OG0002970	LOC129793726	AFUN2_000458
OG0002971	LOC129786829	AFUN2_011145
OG0002972	LOC129785938	AFUN2_010371
OG0002973	LOC129789778, LOC129791010	AFUN2_009023
OG0002974	LOC129795856	AFUN2_004012
OG0002975	LOC129793741	AFUN2_012127
OG0002976	LOC129792878	AFUN2_009904
OG0002977	LOC129796545	AFUN2_005509
OG0002978	LOC129789615	AFUN2_003312
OG0002979	LOC129788858	AFUN2_014413
OG0002980	LOC129786355	AFUN2_014680
OG0002981	LOC129786371	AFUN2_004777
OG0002982	LOC129795973, LOC129789701, LOC129786495, LOC129786481	AFUN2_013621
OG0002983	LOC129795705	AFUN2_009107
OG0002984	LOC129786407	AFUN2_011642
OG0002985	LOC129792002	AFUN2_014599
OG0002986	LOC129793417	AFUN2_000517
OG0002988	LOC129787360, LOC129787361	AFUN2_009506
OG0002989	LOC129790870	AFUN2_004761
OG0002990	LOC129786590	AFUN2_001668
OG0002991	LOC129789568	AFUN2_011351
OG0002992	LOC129788967	AFUN2_002780
OG0002993	LOC129793599	AFUN2_005601
OG0002994	LOC129796444, LOC129791956	AFUN2_013126
OG0002995	LOC129792226	AFUN2_002530
OG0002996	LOC129788666	AFUN2_005332
OG0002997	LOC129791108	AFUN2_000828
OG0002998	LOC129789573	AFUN2_004988
OG0002999	LOC129791320	AFUN2_009711
OG0003000	LOC129790339	AFUN2_008337
OG0003001	LOC129797611, LOC129792456	AFUN2_008165
OG0003002	LOC129789739	AFUN2_006429
OG0003003	LOC129788207	AFUN2_010210
OG0003004	LOC129787168	AFUN2_005963
OG0003006	LOC129791568	AFUN2_010097
OG0003007	LOC129794635	AFUN2_004640
OG0003008	LOC129787635	AFUN2_013389
OG0003009	LOC129786478	AFUN2_007705
OG0003010	LOC129786417	AFUN2_007703
OG0003011	LOC129797268	AFUN2_006572
OG0003012	LOC129789297	AFUN2_003959
OG0003013	LOC129790965	AFUN2_008637
OG0003014	LOC129787659	AFUN2_013578
OG0003015	LOC129793640	AFUN2_007891
OG0003016	LOC129793647	AFUN2_000945
OG0003017	LOC129789899	AFUN2_001467
OG0003018	LOC129794195	AFUN2_002590
OG0003019	LOC129786343	AFUN2_006535
OG0003020	LOC129790843	AFUN2_001221
OG0003022	LOC129788032	AFUN2_004702
OG0003023	LOC129795173	AFUN2_001147
OG0003024	LOC129788817	AFUN2_005665
OG0003026	LOC129794516	AFUN2_000330
OG0003027	LOC129795540	AFUN2_014740
OG0003028	LOC129796368	AFUN2_001414
OG0003029	LOC129789352	AFUN2_013761
OG0003030	LOC129795278	AFUN2_005269
OG0003031	LOC129789863	AFUN2_002317
OG0003032	LOC129789442	AFUN2_012460
OG0003033	LOC129797206	AFUN2_006031
OG0003034	LOC129793185	AFUN2_005896
OG0003035	LOC129796018	AFUN2_012121
OG0003036	LOC129792230	AFUN2_011792
OG0003037	LOC129791650	AFUN2_000899
OG0003038	LOC129791653	AFUN2_010338
OG0003039	LOC129785954	AFUN2_007819
OG0003040	LOC129786166	AFUN2_001744
OG0003041	LOC129795334	AFUN2_010359
OG0003042	LOC129791426	AFUN2_007719
OG0003043	LOC129792428	AFUN2_003431
OG0003044	LOC129791424, LOC129789910	AFUN2_013916
OG0003045	LOC129797170	AFUN2_000382
OG0003046	LOC129796994	AFUN2_005262
OG0003047	LOC129793203	AFUN2_013564
OG0003048	LOC129790686	AFUN2_011625
OG0003049	LOC129792828	AFUN2_003052
OG0003050	LOC129796489, LOC129796488	AFUN2_013301
OG0003051	LOC129787493	AFUN2_008799
OG0003052	LOC129795670	AFUN2_013053
OG0003053	LOC129793528	AFUN2_014333
OG0003054	LOC129786220	AFUN2_009819
OG0003055	LOC129792466	AFUN2_012675
OG0003056	LOC129790652	AFUN2_006616
OG0003057	LOC129792575	AFUN2_002003
OG0003059	LOC129788647	AFUN2_013330
OG0003060	LOC129788725	AFUN2_010098
OG0003061	LOC129796452	AFUN2_002859
OG0003062	LOC129786248	AFUN2_004269
OG0003063	LOC129796271	AFUN2_004145
OG0003064	LOC129791782	AFUN2_013723
OG0003065	LOC129788913	AFUN2_010559
OG0003066	LOC129787217	AFUN2_007629
OG0003067	LOC129796885	AFUN2_011206
OG0003068	LOC129788073	AFUN2_007250
OG0003069	LOC129788549	AFUN2_010145
OG0003070	LOC129796920	AFUN2_000493
OG0003071	LOC129787259	AFUN2_011087
OG0003072	LOC129793772	AFUN2_005706
OG0003073	LOC129792693	AFUN2_008351
OG0003074	LOC129790396	AFUN2_011093
OG0003075	LOC129790479, LOC129796240	AFUN2_002369
OG0003077	LOC129795110	AFUN2_002200
OG0003078	LOC129793834	AFUN2_001419
OG0003079	LOC129791418	AFUN2_014584
OG0003080	LOC129791312	AFUN2_010317
OG0003081	LOC129787542	AFUN2_010329
OG0003082	LOC129788138	AFUN2_002808
OG0003083	LOC129787213	AFUN2_007897
OG0003084	LOC129797118	AFUN2_007689
OG0003085	LOC129787745	AFUN2_014253
OG0003086	LOC129788010	AFUN2_003042
OG0003087	LOC129795730	AFUN2_009450
OG0003088	LOC129797109	AFUN2_011138
OG0003089	LOC129797092	AFUN2_006557
OG0003090	LOC129789223	AFUN2_011224
OG0003091	LOC129788624, LOC129792268	AFUN2_001626
OG0003092	LOC129790623	AFUN2_010646
OG0003094	LOC129796568	AFUN2_009589
OG0003095	LOC129793669	AFUN2_007692
OG0003096	LOC129795628	AFUN2_006390
OG0003097	LOC129790194	AFUN2_001522
OG0003098	LOC129797399	AFUN2_002595, AFUN2_012150, AFUN2_000836
OG0003099	LOC129794087	AFUN2_011748
OG0003100	LOC129794227	AFUN2_006605
OG0003101	LOC129786158	AFUN2_009976
OG0003102	LOC129793981	AFUN2_012376
OG0003103	LOC129797781	AFUN2_002578
OG0003104	LOC129788521	AFUN2_008078
OG0003105	LOC129788518	AFUN2_007659
OG0003107	LOC129793394	AFUN2_006193
OG0003108	LOC129792708	AFUN2_003225
OG0003109	LOC129794797, LOC129794798	AFUN2_002099
OG0003110	LOC129787268	AFUN2_002155
OG0003111	LOC129789009	AFUN2_013830
OG0003113	LOC129792807, LOC129786486	AFUN2_003208
OG0003114	LOC129795652	AFUN2_010227
OG0003115	LOC129787323	AFUN2_002230
OG0003116	LOC129792707	AFUN2_001618
OG0003117	LOC129789618, LOC129793425	AFUN2_014075
OG0003118	LOC129796985	AFUN2_004863
OG0003119	LOC129793173	AFUN2_008106
OG0003120	LOC129794070	AFUN2_011782
OG0003121	LOC129794254	AFUN2_008904
OG0003122	LOC129789366	AFUN2_011605
OG0003123	LOC129793142	AFUN2_008190
OG0003124	LOC129791185	AFUN2_010211
OG0003125	LOC129787749	AFUN2_014706
OG0003126	LOC129786276	AFUN2_002446
OG0003127	LOC129791027	AFUN2_010889
OG0003128	LOC129793397	AFUN2_004531
OG0003129	LOC129786515	AFUN2_004929
OG0003130	LOC129789190	AFUN2_003343
OG0003131	LOC129789224	AFUN2_004346
OG0003132	LOC129787853	AFUN2_008771
OG0003133	LOC129790111	AFUN2_013232
OG0003134	LOC129787419	AFUN2_001293
OG0003135	LOC129787771	AFUN2_010852
OG0003136	LOC129791157	AFUN2_011823
OG0003137	LOC129793032	AFUN2_000322
OG0003138	LOC129795924	AFUN2_002676
OG0003139	LOC129793427	AFUN2_004861
OG0003140	LOC129788841	AFUN2_012151
OG0003141	LOC129796087	AFUN2_000731
OG0003142	LOC129797460	AFUN2_008758
OG0003144	LOC129788958	AFUN2_012672, AFUN2_006501
OG0003145	LOC129792795	AFUN2_000814
OG0003146	LOC129796919	AFUN2_014106
OG0003147	LOC129796973	AFUN2_014580
OG0003148	LOC129789320	AFUN2_005596
OG0003149	LOC129794835	AFUN2_013979
OG0003150	LOC129790891	AFUN2_012015
OG0003151	LOC129787300	AFUN2_007645
OG0003152	LOC129787309, LOC129788557	AFUN2_004478
OG0003153	LOC129786647	AFUN2_008907
OG0003154	LOC129790320	AFUN2_006164
OG0003155	LOC129792630	AFUN2_005290
OG0003156	LOC129786732, LOC129796870	AFUN2_006424
OG0003157	LOC129787019	AFUN2_006889
OG0003158	LOC129793186, LOC129790185	AFUN2_001713
OG0003159	LOC129793340	AFUN2_011933
OG0003160	LOC129788045	AFUN2_003373
OG0003161	LOC129790446	AFUN2_002313
OG0003162	LOC129788603	AFUN2_008511
OG0003163	LOC129786353	AFUN2_003868
OG0003164	LOC129793880	AFUN2_014125
OG0003165	LOC129795263	AFUN2_011885
OG0003166	LOC129790253	AFUN2_011661
OG0003168	LOC129786255	AFUN2_011795
OG0003169	LOC129791797	AFUN2_007785
OG0003170	LOC129786291	AFUN2_005449
OG0003171	LOC129794181	AFUN2_012965
OG0003172	LOC129795837	AFUN2_007429
OG0003173	LOC129792092	AFUN2_008444
OG0003174	LOC129792711	AFUN2_007268
OG0003176	LOC129796918	AFUN2_007242
OG0003177	LOC129795458	AFUN2_004619
OG0003178	LOC129787427	AFUN2_010124
OG0003179	LOC129797420	AFUN2_007586
OG0003180	LOC129790826	AFUN2_009100
OG0003181	LOC129790232, LOC129790291	AFUN2_009494
OG0003182	LOC129788455	AFUN2_012117
OG0003183	LOC129797397	AFUN2_004090
OG0003184	LOC129792382	AFUN2_013443
OG0003185	LOC129796970	AFUN2_005993
OG0003186	LOC129790859	AFUN2_014230, AFUN2_014611
OG0003187	LOC129795152	AFUN2_014524
OG0003188	LOC129790537	AFUN2_002574
OG0003190	LOC129793991	AFUN2_010117
OG0003191	LOC129791136	AFUN2_006764
OG0003192	LOC129788535	AFUN2_004979
OG0003193	LOC129793251	AFUN2_003080
OG0003194	LOC129796646	AFUN2_003321
OG0003195	LOC129786644	AFUN2_010298
OG0003196	LOC129790298	AFUN2_006637
OG0003197	LOC129788182, LOC129795441	AFUN2_009741
OG0003198	LOC129792416	AFUN2_004062
OG0003200	LOC129788399	AFUN2_013944
OG0003201	LOC129797809	AFUN2_008035
OG0003202	LOC129795183	AFUN2_002468
OG0003203	LOC129790578	AFUN2_010848
OG0003204	LOC129791332	AFUN2_006285
OG0003205	LOC129785943	AFUN2_004558
OG0003206	LOC129795394	AFUN2_000826
OG0003207	LOC129791372	AFUN2_012024
OG0003208	LOC129791398	AFUN2_000535
OG0003209	LOC129793736	AFUN2_001649
OG0003210	LOC129790119	AFUN2_001449
OG0003211	LOC129791779	AFUN2_001942
OG0003212	LOC129793794, LOC129791861	AFUN2_000373
OG0003213	LOC129796771	AFUN2_013310
OG0003214	LOC129792392	AFUN2_007283
OG0003215	LOC129793071	AFUN2_009891
OG0003216	LOC129797398	AFUN2_001010
OG0003217	LOC129789822	AFUN2_005550
OG0003218	LOC129793801	AFUN2_006143
OG0003219	LOC129794180	AFUN2_000555
OG0003220	LOC129796470	AFUN2_014294
OG0003221	LOC129789590	AFUN2_009321
OG0003222	LOC129795052	AFUN2_006925
OG0003223	LOC129797036	AFUN2_014588
OG0003224	LOC129791976	AFUN2_013853
OG0003225	LOC129787920	AFUN2_003986
OG0003226	LOC129794881	AFUN2_003733
OG0003227	LOC129790945	AFUN2_012538
OG0003228	LOC129790955	AFUN2_003423
OG0003229	LOC129788708, LOC129794584	AFUN2_002804
OG0003230	LOC129797486	AFUN2_007531
OG0003231	LOC129793348	AFUN2_009013
OG0003232	LOC129797453	AFUN2_011616
OG0003233	LOC129795462	AFUN2_012129
OG0003234	LOC129795400	AFUN2_000904
OG0003235	LOC129787940	AFUN2_004087
OG0003236	LOC129797213	AFUN2_007166
OG0003237	LOC129795390	AFUN2_009720
OG0003238	LOC129790309	AFUN2_011236
OG0003239	LOC129791634	AFUN2_014806
OG0003240	LOC129796066	AFUN2_002419
OG0003242	LOC129795291	AFUN2_012463
OG0003243	LOC129789830	AFUN2_014630
OG0003244	LOC129787310	AFUN2_011536
OG0003246	LOC129793179	AFUN2_002527
OG0003247	LOC129797287	AFUN2_006030
OG0003248	LOC129788740	AFUN2_010107
OG0003249	LOC129787532	AFUN2_004939
OG0003250	LOC129796393	AFUN2_010060
OG0003251	LOC129795909	AFUN2_014076
OG0003252	LOC129791145	AFUN2_011969
OG0003253	LOC129794574	AFUN2_013589
OG0003254	LOC129788935	AFUN2_002890
OG0003255	LOC129792383	AFUN2_006998
OG0003256	LOC129793925	AFUN2_007661
OG0003257	LOC129793769	AFUN2_002322
OG0003258	LOC129788633	AFUN2_011729
OG0003259	LOC129796394	AFUN2_009556
OG0003260	LOC129788653	AFUN2_011730
OG0003261	LOC129789588	AFUN2_000772
OG0003262	LOC129789364	AFUN2_003289
OG0003263	LOC129786599	AFUN2_003138
OG0003264	LOC129789895	AFUN2_006723
OG0003265	LOC129794020	AFUN2_006254
OG0003266	LOC129787536	AFUN2_000640
OG0003268	LOC129787221	AFUN2_007921
OG0003269	LOC129793478	AFUN2_012044
OG0003270	LOC129793576	AFUN2_009320
OG0003272	LOC129789348	AFUN2_001429
OG0003273	LOC129787294	AFUN2_007138
OG0003274	LOC129795375	AFUN2_007721
OG0003275	LOC129795492	AFUN2_004413
OG0003276	LOC129797074	AFUN2_003022
OG0003277	LOC129792531	AFUN2_010903
OG0003278	LOC129792881	AFUN2_001400
OG0003279	LOC129795958	AFUN2_001518
OG0003280	LOC129796253	AFUN2_002058
OG0003281	LOC129794251	AFUN2_004482
OG0003282	LOC129786447	AFUN2_008813
OG0003283	LOC129787907	AFUN2_000716
OG0003284	LOC129785987	AFUN2_008336
OG0003286	LOC129797396	AFUN2_005795
OG0003287	LOC129791733	AFUN2_001469
OG0003288	LOC129794058	AFUN2_000705
OG0003289	LOC129786404	AFUN2_005549
OG0003290	LOC129789292	AFUN2_001693
OG0003291	LOC129790021	AFUN2_013624
OG0003292	LOC129786476	AFUN2_011102
OG0003294	LOC129789616	AFUN2_000755
OG0003295	LOC129790414	AFUN2_002596
OG0003296	LOC129790090	AFUN2_014457
OG0003297	LOC129786126	AFUN2_011972
OG0003298	LOC129796000	AFUN2_005667
OG0003299	LOC129786147	AFUN2_010159
OG0003300	LOC129789408	AFUN2_012404
OG0003301	LOC129797257	AFUN2_008728
OG0003302	LOC129791821	AFUN2_009021
OG0003303	LOC129788459	AFUN2_010786
OG0003304	LOC129790663	AFUN2_009269
OG0003305	LOC129792195	AFUN2_011790
OG0003306	LOC129794225	AFUN2_010557
OG0003307	LOC129789369	AFUN2_013040
OG0003308	LOC129793171	AFUN2_013868
OG0003309	LOC129788505	AFUN2_008001
OG0003310	LOC129788849	AFUN2_003569
OG0003311	LOC129794956	AFUN2_005855
OG0003312	LOC129786822	AFUN2_003954
OG0003313	LOC129786646	AFUN2_000342
OG0003314	LOC129790785	AFUN2_005669
