Orthogroup	LlongipalpisASM	AdirusWRAIR2
OG0002140	LOC129792041	ADIR004023
OG0002141	LOC129794790	ADIR011071
OG0002142	LOC129794293	ADIR006790
OG0002143	LOC129794878	ADIR000177
OG0002144	LOC129796165	ADIR000165
OG0002145	LOC129794992	ADIR000173
OG0002146	LOC129792611	ADIR007098
OG0002149	LOC129795812	ADIR007043
OG0002150	LOC129793207	ADIR007108
OG0002151	LOC129792849	ADIR007150
OG0002152	LOC129787483	ADIR015914
OG0002153	LOC129792349	ADIR004944
OG0002154	LOC129786459	ADIR000739
OG0002156	LOC129795641	ADIR011176
OG0002157	LOC129794282	ADIR007452
OG0002158	LOC129792677	ADIR008651
OG0002159	LOC129793989	ADIR008646
OG0002160	LOC129788807	ADIR004971
OG0002161	LOC129789584	ADIR004695
OG0002162	LOC129792208	ADIR004970
OG0002163	LOC129789633, LOC129795922	ADIR011122
OG0002164	LOC129789915	ADIR004691
OG0002165	LOC129790660	ADIR000706
OG0002166	LOC129788457	ADIR004024
OG0002167	LOC129793573	ADIR009269
OG0002168	LOC129790952	ADIR000709
OG0002169	LOC129789473	ADIR000708
OG0002170	LOC129790189	ADIR000777
OG0002171	LOC129790264	ADIR005172
OG0002172	LOC129789140	ADIR000778
OG0002173	LOC129789107	ADIR006237
OG0002174	LOC129790705, LOC129790700	ADIR005034
OG0002176	LOC129789087	ADIR006247
OG0002177	LOC129795949	ADIR000311
OG0002178	LOC129795722	ADIR000309
OG0002179	LOC129789021	ADIR011216
OG0002180	LOC129793143	ADIR011229
OG0002181	LOC129790196	ADIR011060
OG0002182	LOC129786453	ADIR011247
OG0002183	LOC129791374	ADIR011245
OG0002184	LOC129797310	ADIR003494
OG0002185	LOC129795865	ADIR006566
OG0002186	LOC129797706	ADIR002889
OG0002187	LOC129786836	ADIR015585
OG0002188	LOC129786895	ADIR015586
OG0002189	LOC129787436	ADIR004127
OG0002190	LOC129788388	ADIR000629
OG0002191	LOC129788510	ADIR006344
OG0002192	LOC129788448	ADIR000627, ADIR000628
OG0002193	LOC129789440	ADIR011446
OG0002194	LOC129792408	ADIR007670
OG0002195	LOC129793090	ADIR007515
OG0002196	LOC129792947	ADIR007671
OG0002197	LOC129796307	ADIR000546
OG0002198	LOC129796032	ADIR005225
OG0002199	LOC129794812	ADIR005274
OG0002200	LOC129793181	ADIR008017
OG0002201	LOC129793237	ADIR003744
OG0002202	LOC129793200	ADIR003740
OG0002203	LOC129793485	ADIR004226
OG0002204	LOC129788693	ADIR001051
OG0002205	LOC129794185	ADIR008018
OG0002206	LOC129793211	ADIR003741
OG0002207	LOC129797559	ADIR005159
OG0002208	LOC129789628	ADIR005019
OG0002209	LOC129789680, LOC129789687	ADIR004997
OG0002210	LOC129791980	ADIR011383
OG0002211	LOC129787391	ADIR007898
OG0002212	LOC129797348	ADIR005441
OG0002213	LOC129788136	ADIR003292
OG0002214	LOC129788860	ADIR000890
OG0002215	LOC129786768	ADIR000810
OG0002216	LOC129794210	ADIR003835
OG0002217	LOC129793381, LOC129793379	ADIR007947
OG0002218	LOC129788862	ADIR008557
OG0002219	LOC129790860	ADIR001290
OG0002220	LOC129797609	ADIR006633
OG0002221	LOC129787562	ADIR010460
OG0002222	LOC129793261	ADIR010462
OG0002223	LOC129795732	ADIR005672
OG0002224	LOC129797443	ADIR003142
OG0002226	LOC129796496	ADIR002188
OG0002227	LOC129795589	ADIR005494
OG0002229	LOC129795588	ADIR000479
OG0002230	LOC129796777	ADIR004922
OG0002231	LOC129788560	ADIR004933
OG0002232	LOC129785910	ADIR008520, ADIR003557
OG0002233	LOC129793461	ADIR007046
OG0002234	LOC129792716	ADIR007184
OG0002235	LOC129796803	ADIR005468
OG0002236	LOC129789903, LOC129797367	ADIR010260
OG0002237	LOC129787792	ADIR004571
OG0002238	LOC129786065	ADIR002662
OG0002239	LOC129797602	ADIR002664
OG0002240	LOC129790493	ADIR002876
OG0002242	LOC129787955	ADIR005447
OG0002244	LOC129788699	ADIR002103, ADIR001379
OG0002245	LOC129794046	ADIR015492, ADIR000798
OG0002246	LOC129788702	ADIR001378
OG0002247	LOC129785965	ADIR003551
OG0002248	LOC129790227, LOC129797606	ADIR000044
OG0002249	LOC129789817	ADIR000824
OG0002251	LOC129789579	ADIR008321
OG0002252	LOC129786273	ADIR008319
OG0002253	LOC129788451	ADIR000111
OG0002254	LOC129793410	ADIR002444
OG0002255	LOC129796246	ADIR002929
OG0002256	LOC129793333	ADIR015707
OG0002257	LOC129786737	ADIR010728
OG0002258	LOC129788415, LOC129793194	ADIR003358
OG0002259	LOC129785858	ADIR001527
OG0002260	LOC129788509	ADIR004591
OG0002261	LOC129793788	ADIR007912
OG0002262	LOC129791873	ADIR007698
OG0002263	LOC129791669	ADIR007700
OG0002264	LOC129793023	ADIR005763
OG0002265	LOC129791657	ADIR003745
OG0002266	LOC129785912	ADIR001443
OG0002267	LOC129791731, LOC129791729	ADIR003607
OG0002268	LOC129797731	ADIR000383
OG0002270	LOC129795116	ADIR009665
OG0002271	LOC129795960	ADIR000393
OG0002272	LOC129790531	ADIR000395
OG0002273	LOC129794997	ADIR002227
OG0002274	LOC129788771	ADIR004000
OG0002275	LOC129788122, LOC129796151	ADIR008272
OG0002276	LOC129788796	ADIR003995
OG0002277	LOC129786934	ADIR002931
OG0002278	LOC129786933, LOC129786932	ADIR002936
OG0002281	LOC129787739	ADIR010379
OG0002282	LOC129788062, LOC129788066	ADIR004337
OG0002283	LOC129793663	ADIR011342
OG0002284	LOC129786555	ADIR001698
OG0002285	LOC129788063	ADIR011189
OG0002286	LOC129793658	ADIR006253
OG0002287	LOC129793672	ADIR006255
OG0002288	LOC129793661	ADIR006254
OG0002289	LOC129788137	ADIR004323
OG0002290	LOC129789278	ADIR008876
OG0002291	LOC129787557	ADIR004956
OG0002292	LOC129795898	ADIR002167, ADIR002168
OG0002293	LOC129794480	ADIR009168
OG0002294	LOC129786106	ADIR011306
OG0002295	LOC129797132	ADIR011308
OG0002296	LOC129790316	ADIR011322
OG0002298	LOC129792758	ADIR003087
OG0002299	LOC129797168	ADIR002681
OG0002300	LOC129787547	ADIR003084
OG0002301	LOC129797203	ADIR002689
OG0002302	LOC129797189	ADIR010824
OG0002304	LOC129795418	ADIR002341
OG0002305	LOC129797328, LOC129792354	ADIR005770
OG0002306	LOC129795987	ADIR001922
OG0002307	LOC129787027	ADIR001928
OG0002308	LOC129791629	ADIR007280
OG0002309	LOC129792903	ADIR007022
OG0002310	LOC129789716	ADIR009158
OG0002311	LOC129797452	ADIR010486
OG0002312	LOC129785887	ADIR007430
OG0002313	LOC129795613	ADIR002263
OG0002314	LOC129797510	ADIR011385
OG0002315	LOC129794653	ADIR002040
OG0002316	LOC129796203	ADIR002041
OG0002317	LOC129793168	ADIR007523
OG0002318	LOC129790590	ADIR010966
OG0002319	LOC129797356	ADIR011389
OG0002321	LOC129787175	ADIR008493
OG0002322	LOC129789941, LOC129789940	ADIR008498
OG0002325	LOC129785876	ADIR003264
OG0002326	LOC129787545	ADIR004482
OG0002328	LOC129791851	ADIR004751
OG0002329	LOC129797403	ADIR004480
OG0002330	LOC129786253	ADIR007335
OG0002331	LOC129786187	ADIR005376
OG0002332	LOC129786748	ADIR008288
OG0002333	LOC129786299	ADIR005375
OG0002334	LOC129786267	ADIR005368
OG0002335	LOC129786296	ADIR005374
OG0002336	LOC129786256	ADIR005372
OG0002337	LOC129791435	ADIR010737
OG0002338	LOC129786699	ADIR009138
OG0002339	LOC129796019	ADIR005606
OG0002340	LOC129795472	ADIR008517
OG0002341	LOC129795471	ADIR008513
OG0002342	LOC129791807	ADIR010411
OG0002343	LOC129786936	ADIR010661
OG0002344	LOC129786043	ADIR003538
OG0002346	LOC129796797	ADIR005001
OG0002347	LOC129794184	ADIR002330
OG0002348	LOC129787124, LOC129789001	ADIR002524
OG0002349	LOC129787282	ADIR002826
OG0002350	LOC129787523	ADIR005825
OG0002351	LOC129787150	ADIR015686
OG0002352	LOC129790865, LOC129790231	ADIR011541
OG0002353	LOC129789284	ADIR001143
OG0002355	LOC129795357	ADIR000506
OG0002356	LOC129786496	ADIR002837
OG0002357	LOC129796952	ADIR005568
OG0002358	LOC129789471	ADIR003024
OG0002359	LOC129796826	ADIR002838
OG0002360	LOC129793096	ADIR008746
OG0002361	LOC129794309	ADIR008855
OG0002362	LOC129786375	ADIR011000
OG0002363	LOC129792566	ADIR009699
OG0002364	LOC129786277	ADIR002965
OG0002365	LOC129792656	ADIR011004
OG0002367	LOC129794620	ADIR010085
OG0002368	LOC129794057	ADIR011364
OG0002369	LOC129796302	ADIR005696
OG0002370	LOC129795401	ADIR005709
OG0002371	LOC129796313	ADIR000446
OG0002372	LOC129786076	ADIR010650
OG0002373	LOC129795733	ADIR000378
OG0002374	LOC129796619	ADIR009304
OG0002375	LOC129796931	ADIR001781
OG0002376	LOC129786382	ADIR000403
OG0002377	LOC129797330	ADIR001768
OG0002378	LOC129796930	ADIR001780
OG0002379	LOC129797640	ADIR001771
OG0002380	LOC129795616	ADIR001766
OG0002381	LOC129795607	ADIR001769
OG0002382	LOC129789462, LOC129786346	ADIR009119
OG0002383	LOC129797341	ADIR006424
OG0002384	LOC129797178	ADIR010382
OG0002385	LOC129793384	ADIR003169
OG0002386	LOC129788590	ADIR015611
OG0002387	LOC129790966, LOC129790962	ADIR006081
OG0002388	LOC129789974	ADIR006819, ADIR006818
OG0002389	LOC129789922, LOC129789923	ADIR004846
OG0002390	LOC129790073	ADIR006730
OG0002391	LOC129789078	ADIR002851
OG0002392	LOC129790402	ADIR006728
OG0002393	LOC129796443	ADIR007608
OG0002395	LOC129789386	ADIR001493
OG0002396	LOC129787280	ADIR006504
OG0002397	LOC129792725	ADIR007429
OG0002399	LOC129794857, LOC129787284	ADIR006505
OG0002400	LOC129787157, LOC129790536, LOC129789042	ADIR006487
OG0002401	LOC129789667	ADIR010860
OG0002402	LOC129790284, LOC129789947	ADIR004682
OG0002403	LOC129789084, LOC129789088	ADIR010862
OG0002404	LOC129790472	ADIR016111
OG0002406	LOC129791173	ADIR009277
OG0002408	LOC129797670	ADIR009273
OG0002409	LOC129794649	ADIR000364
OG0002410	LOC129796322	ADIR000359
OG0002411	LOC129794916	ADIR000365
OG0002412	LOC129794580	ADIR000361
OG0002414	LOC129793151	ADIR007380
OG0002415	LOC129788332	ADIR004420
OG0002416	LOC129791826	ADIR004284
OG0002417	LOC129792313	ADIR007684
OG0002418	LOC129793117	ADIR004277
OG0002419	LOC129788994	ADIR009328
OG0002420	LOC129789356	ADIR009321
OG0002421	LOC129787829	ADIR004516
OG0002422	LOC129788374	ADIR010842
OG0002423	LOC129792721	ADIR009359
OG0002424	LOC129791358	ADIR010846
OG0002425	LOC129790699	ADIR006334
OG0002426	LOC129790478	ADIR009357
OG0002427	LOC129787552	ADIR005773
OG0002428	LOC129787827	ADIR004517
OG0002429	LOC129794503	ADIR005775
OG0002430	LOC129792689	ADIR003643
OG0002431	LOC129794794	ADIR009767, ADIR009766
OG0002432	LOC129790799	ADIR006218
OG0002433	LOC129796596	ADIR002129
OG0002434	LOC129796595	ADIR002128
OG0002435	LOC129788886	ADIR009763
OG0002436	LOC129795366	ADIR002127
OG0002437	LOC129793010	ADIR003596
OG0002438	LOC129790698	ADIR006000
OG0002439	LOC129793416	ADIR008750
OG0002440	LOC129793387	ADIR008749
OG0002441	LOC129791833	ADIR007443
OG0002442	LOC129791169	ADIR009284
OG0002443	LOC129795304	ADIR009190
OG0002444	LOC129797612	ADIR009184
OG0002445	LOC129797371	ADIR009189
OG0002446	LOC129786723	ADIR006993
OG0002447	LOC129797406	ADIR006406
OG0002448	LOC129797407	ADIR006403
OG0002449	LOC129797012	ADIR011498
OG0002450	LOC129797097	ADIR005392
OG0002451	LOC129786982	ADIR003389
OG0002452	LOC129786996	ADIR016060
OG0002453	LOC129788324	ADIR001323
OG0002454	LOC129790669	ADIR001223
OG0002455	LOC129796197	ADIR009389
OG0002456	LOC129796391	ADIR009474
OG0002457	LOC129795197	ADIR002156
OG0002458	LOC129795191	ADIR002157
OG0002459	LOC129795190	ADIR002158
OG0002460	LOC129787295	ADIR010221
OG0002461	LOC129796078, LOC129787274	ADIR010218
OG0002462	LOC129797861	ADIR010205
OG0002463	LOC129793046	ADIR000972
OG0002464	LOC129797149	ADIR004800
OG0002465	LOC129785971	ADIR005415
OG0002466	LOC129796587	ADIR009562
OG0002467	LOC129796038	ADIR000338
OG0002468	LOC129797066	ADIR015965
OG0002469	LOC129797060	ADIR015978
OG0002470	LOC129790273	ADIR009784
OG0002471	LOC129789315	ADIR011429
OG0002472	LOC129790898	ADIR004924
OG0002473	LOC129793956	ADIR004266
OG0002474	LOC129788869	ADIR011293
OG0002475	LOC129791133	ADIR011285
OG0002476	LOC129790070	ADIR011288
OG0002477	LOC129791388	ADIR001777, ADIR001776
OG0002478	LOC129793190	ADIR005567
OG0002479	LOC129789103	ADIR005193, ADIR007494
OG0002480	LOC129791874	ADIR009692
OG0002481	LOC129788471	ADIR004893
OG0002482	LOC129797133	ADIR015841
OG0002483	LOC129793504	ADIR003441
OG0002484	LOC129786397	ADIR006591
OG0002485	LOC129786440	ADIR008445
OG0002486	LOC129787049, LOC129793799	ADIR006588
OG0002487	LOC129786101	ADIR005363
OG0002488	LOC129791947	ADIR005662
OG0002489	LOC129797508	ADIR002057
OG0002490	LOC129795544	ADIR002060
OG0002491	LOC129796181	ADIR015715
OG0002492	LOC129795956	ADIR015716
OG0002493	LOC129787146	ADIR009731
OG0002494	LOC129795595	ADIR000354
OG0002495	LOC129797046	ADIR010654
OG0002496	LOC129793195	ADIR008474
OG0002497	LOC129786854	ADIR002578
OG0002498	LOC129786470	ADIR003438, ADIR003437
OG0002499	LOC129795391	ADIR001842
OG0002500	LOC129790765	ADIR002428
OG0002501	LOC129797391	ADIR015704
OG0002502	LOC129796088	ADIR009193
OG0002503	LOC129786336	ADIR002433
OG0002504	LOC129797393	ADIR002435
OG0002505	LOC129790267	ADIR010512
OG0002506	LOC129786984	ADIR003392
OG0002507	LOC129786983	ADIR003390
OG0002508	LOC129787412	ADIR002105
OG0002509	LOC129796998	ADIR002835
OG0002510	LOC129791800	ADIR010317
OG0002511	LOC129797402	ADIR008481
OG0002512	LOC129790994	ADIR010316
OG0002513	LOC129786485, LOC129786483	ADIR002781
OG0002514	LOC129788143	ADIR010393
OG0002515	LOC129797549	ADIR006623
OG0002516	LOC129792429	ADIR008142
OG0002517	LOC129791599	ADIR008144
OG0002518	LOC129794086	ADIR008140
OG0002519	LOC129786589	ADIR005485
OG0002520	LOC129795012	ADIR003022
OG0002522	LOC129793999	ADIR009813
OG0002523	LOC129792441, LOC129791102	ADIR009817
OG0002524	LOC129791630	ADIR005284
OG0002525	LOC129797592	ADIR002736
OG0002526	LOC129787633	ADIR001546
OG0002527	LOC129790487	ADIR002738
OG0002528	LOC129796578	ADIR002734
OG0002529	LOC129797613	ADIR002739
OG0002533	LOC129796137	ADIR002008
OG0002534	LOC129789534	ADIR002002
OG0002535	LOC129794815	ADIR000335
OG0002536	LOC129791672	ADIR000601
OG0002538	LOC129790714	ADIR011419
OG0002539	LOC129789052	ADIR006376
OG0002540	LOC129797495	ADIR011418
OG0002541	LOC129789005	ADIR006375
OG0002542	LOC129793750	ADIR005651
OG0002543	LOC129797455	ADIR005743
OG0002544	LOC129789455	ADIR005899
OG0002545	LOC129788989	ADIR006031
OG0002546	LOC129788340	ADIR006035
OG0002547	LOC129792314	ADIR016084
OG0002548	LOC129792134	ADIR008129
OG0002550	LOC129794627, LOC129797017	ADIR005829
OG0002551	LOC129786529, LOC129786533, LOC129786531	ADIR007987
OG0002552	LOC129786445	ADIR007986
OG0002553	LOC129789486	ADIR005941
OG0002554	LOC129795184	ADIR016113
OG0002555	LOC129786513	ADIR010008
OG0002556	LOC129796819	ADIR009308
OG0002557	LOC129795783	ADIR001959
OG0002558	LOC129787179	ADIR001966
OG0002561	LOC129787231	ADIR002867
OG0002562	LOC129792527	ADIR008815
OG0002563	LOC129792521	ADIR008816
OG0002564	LOC129792823, LOC129792824	ADIR004166
OG0002565	LOC129795789	ADIR004154
OG0002566	LOC129795720	ADIR000449
OG0002567	LOC129796882	ADIR003302
OG0002568	LOC129795880	ADIR000447
OG0002571	LOC129790829	ADIR000931
OG0002572	LOC129788589	ADIR009704
OG0002573	LOC129797580	ADIR010344
OG0002574	LOC129790149	ADIR002277
OG0002575	LOC129786052	ADIR000273
OG0002576	LOC129786026	ADIR002276
OG0002577	LOC129792319	ADIR007126
OG0002578	LOC129796386	ADIR009928
OG0002579	LOC129795992	ADIR006411
OG0002580	LOC129788075	ADIR010504
OG0002581	LOC129788821	ADIR004133
OG0002583	LOC129788078	ADIR010505
OG0002584	LOC129795888	ADIR008371
OG0002585	LOC129796775	ADIR008373
OG0002586	LOC129786706	ADIR001599
OG0002587	LOC129796136	ADIR000533
OG0002588	LOC129795432	ADIR001826
OG0002589	LOC129795429	ADIR001825
OG0002590	LOC129795308	ADIR000532
OG0002591	LOC129797839	ADIR016026
OG0002592	LOC129787744	ADIR005362
OG0002595	LOC129791461	ADIR006351
OG0002596	LOC129797435	ADIR010156
OG0002597	LOC129796801	ADIR010155
OG0002598	LOC129793798	ADIR005563
OG0002599	LOC129788919, LOC129788918	ADIR015998
OG0002600	LOC129788917	ADIR015999
OG0002601	LOC129793503	ADIR004743
OG0002602	LOC129794214	ADIR007469
OG0002603	LOC129793616	ADIR005531
OG0002604	LOC129789823	ADIR006342
OG0002605	LOC129791149	ADIR011463
OG0002606	LOC129793535	ADIR011462
OG0002607	LOC129786254	ADIR005156
OG0002608	LOC129795860	ADIR003102
OG0002609	LOC129787569	ADIR004475
OG0002610	LOC129796402	ADIR003118
OG0002611	LOC129793043	ADIR009239
OG0002612	LOC129791612	ADIR008609
OG0002613	LOC129795404	ADIR004408
OG0002614	LOC129797182	ADIR004542
OG0002615	LOC129797181	ADIR004544
OG0002616	LOC129796842	ADIR004541
OG0002617	LOC129797184	ADIR004543
OG0002618	LOC129791551	ADIR004093, ADIR004092
OG0002619	LOC129788926	ADIR004090
OG0002620	LOC129795615	ADIR004088
OG0002623	LOC129787768	ADIR005455
OG0002624	LOC129786992, LOC129786328	ADIR008511
OG0002625	LOC129786062	ADIR004563
OG0002626	LOC129795487	ADIR010631
OG0002627	LOC129787922	ADIR008068, ADIR008069
OG0002628	LOC129787925	ADIR008070
OG0002629	LOC129786702	ADIR000679
OG0002630	LOC129786685	ADIR000681
OG0002631	LOC129788511	ADIR004898
OG0002632	LOC129789790	ADIR004715
OG0002633	LOC129797512	ADIR004718
OG0002634	LOC129790315	ADIR004717
OG0002635	LOC129797851, LOC129785829	ADIR002593
OG0002636	LOC129792847	ADIR003637
OG0002637	LOC129797840	ADIR003275
OG0002638	LOC129792613	ADIR000913
OG0002639	LOC129789068	ADIR001024
OG0002640	LOC129789037	ADIR009342
OG0002642	LOC129793351	ADIR009338
OG0002643	LOC129790204	ADIR009339
OG0002644	LOC129791074	ADIR006025
OG0002645	LOC129788894	ADIR006021
OG0002646	LOC129786831	ADIR006015
OG0002647	LOC129791760	ADIR006024
OG0002648	LOC129788889	ADIR006022
OG0002649	LOC129795280	ADIR001738
OG0002650	LOC129792891	ADIR009454
OG0002651	LOC129797255	ADIR001003
OG0002652	LOC129793155	ADIR004353
OG0002653	LOC129786439	ADIR006662
OG0002654	LOC129796350	ADIR002556
OG0002655	LOC129797444	ADIR006378
OG0002656	LOC129797614	ADIR004527
OG0002657	LOC129790444	ADIR006155
OG0002658	LOC129790596	ADIR009720
OG0002659	LOC129787735	ADIR005787
OG0002660	LOC129790510	ADIR001425
OG0002661	LOC129793449	ADIR005924
OG0002662	LOC129796043	ADIR000269
OG0002663	LOC129795117	ADIR000008
OG0002664	LOC129795846	ADIR000469
OG0002665	LOC129790789	ADIR005692
OG0002666	LOC129789285	ADIR005966
OG0002667	LOC129793016	ADIR007312
OG0002668	LOC129792492	ADIR007291
OG0002669	LOC129792498	ADIR007292
OG0002671	LOC129786442	ADIR007296
OG0002672	LOC129793309	ADIR007295
OG0002673	LOC129789428	ADIR003935
OG0002674	LOC129786408	ADIR001508
OG0002675	LOC129791192	ADIR001253
OG0002676	LOC129786852	ADIR005480
OG0002677	LOC129788928	ADIR002476
OG0002678	LOC129790563	ADIR000820
OG0002679	LOC129795610	ADIR010068
OG0002680	LOC129786050	ADIR006643
OG0002681	LOC129795560	ADIR002082
OG0002682	LOC129797445	ADIR003045
OG0002683	LOC129797291	ADIR003048
OG0002684	LOC129792912	ADIR003044
OG0002685	LOC129787159	ADIR003059
OG0002688	LOC129793915, LOC129786178	ADIR003074
OG0002691	LOC129785946	ADIR004627
OG0002692	LOC129788981	ADIR009390
OG0002693	LOC129789775	ADIR004028
OG0002694	LOC129788636	ADIR000600
OG0002695	LOC129789873	ADIR000869
OG0002696	LOC129792253	ADIR016044
OG0002697	LOC129789854	ADIR010580
OG0002698	LOC129795178	ADIR010573
OG0002699	LOC129787504	ADIR000043
OG0002701	LOC129791883	ADIR006894
OG0002702	LOC129793902, LOC129786946	ADIR001314
OG0002703	LOC129786645	ADIR002942
OG0002704	LOC129786726	ADIR002941
OG0002705	LOC129787415	ADIR009040
OG0002706	LOC129791437	ADIR009004
OG0002707	LOC129786763	ADIR006684
OG0002708	LOC129789791	ADIR002053
OG0002709	LOC129790141	ADIR000817
OG0002710	LOC129790160	ADIR006574
OG0002712	LOC129790801	ADIR006221
OG0002713	LOC129792917, LOC129797476	ADIR003849
OG0002714	LOC129791727	ADIR007918
OG0002715	LOC129793361	ADIR008742, ADIR008741
OG0002716	LOC129787000	ADIR007917
OG0002717	LOC129792895	ADIR011521
OG0002718	LOC129792901	ADIR004221
OG0002719	LOC129795851	ADIR000771, ADIR001983
OG0002720	LOC129796584	ADIR002362
OG0002721	LOC129788588	ADIR004470
OG0002722	LOC129791942	ADIR011254
OG0002723	LOC129792821, LOC129791408	ADIR005189
OG0002724	LOC129793129	ADIR007786, ADIR005690
OG0002725	LOC129796533	ADIR003203
OG0002726	LOC129792647, LOC129792670	ADIR004067
OG0002728	LOC129794945	ADIR009442
OG0002729	LOC129796594	ADIR009438
OG0002730	LOC129794886	ADIR009443
OG0002731	LOC129796598	ADIR009437
OG0002732	LOC129792070, LOC129792080	ADIR001616
OG0002733	LOC129796487	ADIR010554
OG0002734	LOC129788008	ADIR008389
OG0002735	LOC129790711	ADIR008390
OG0002736	LOC129791964	ADIR006858
OG0002737	LOC129788988, LOC129788983	ADIR010978
OG0002738	LOC129792731	ADIR010987
OG0002739	LOC129795470	ADIR009150
OG0002740	LOC129787546	ADIR001865
OG0002741	LOC129796250	ADIR001860
OG0002742	LOC129795871	ADIR009172
OG0002743	LOC129793895	ADIR002056
OG0002744	LOC129786920	ADIR001326
OG0002745	LOC129789998	ADIR006576
OG0002746	LOC129790464	ADIR003540
OG0002747	LOC129788797	ADIR001044
OG0002748	LOC129788684, LOC129794873	ADIR008908
OG0002749	LOC129793463	ADIR008207
OG0002750	LOC129795625	ADIR003417, ADIR003418
OG0002751	LOC129795779	ADIR006611
OG0002752	LOC129790741	ADIR006609
