Orthogroup	LlongipalpisASM	AgambiaePEST
OG0002747	LOC129788797	AGAP013283
OG0002748	LOC129788684, LOC129794873	AGAP003654
OG0002749	LOC129793463	AGAP012589, AGAP007300
OG0002750	LOC129795625	AGAP001761
OG0002751	LOC129795779	AGAP004049
OG0002752	LOC129790741	AGAP004046
OG0002753	LOC129788737	AGAP009931
OG0002754	LOC129790083	AGAP001788
OG0002755	LOC129791336	AGAP000534
OG0002756	LOC129792397	AGAP029820, AGAP012924
OG0002757	LOC129792360	AGAP005625
OG0002758	LOC129792701	AGAP005641
OG0002759	LOC129793350	AGAP005644
OG0002760	LOC129793365	AGAP005643
OG0002762	LOC129788621	AGAP007768
OG0002763	LOC129788613	AGAP007774
OG0002764	LOC129797029	AGAP007115
OG0002765	LOC129795195	AGAP004906
OG0002766	LOC129786616	AGAP011135
OG0002767	LOC129793377	AGAP007704
OG0002768	LOC129787001	AGAP007699
OG0002769	LOC129791728	AGAP007701
OG0002770	LOC129793944	AGAP007117
OG0002771	LOC129787983	AGAP004556
OG0002772	LOC129796663, LOC129788065	AGAP002288
OG0002773	LOC129791382	AGAP013126
OG0002774	LOC129788565	AGAP001481
OG0002775	LOC129796392	AGAP012499
OG0002776	LOC129789187	AGAP001943
OG0002777	LOC129793481	AGAP001877
OG0002779	LOC129786111	AGAP012301
OG0002780	LOC129796617	AGAP011804
OG0002781	LOC129791319	AGAP008180
OG0002782	LOC129792275	AGAP005116
OG0002783	LOC129789142	AGAP000889
OG0002784	LOC129786297	AGAP000982
OG0002785	LOC129797710, LOC129788023	AGAP011353
OG0002786	LOC129797126	AGAP008151
OG0002787	LOC129790695	AGAP012678, AGAP010739
OG0002788	LOC129789942	AGAP000304
OG0002789	LOC129786363	AGAP004717
OG0002790	LOC129786777	AGAP004336
OG0002791	LOC129793562	AGAP006126
OG0002792	LOC129785974	AGAP029487
OG0002793	LOC129788547, LOC129789095	AGAP004082
OG0002794	LOC129786025	AGAP000528
OG0002795	LOC129796476	AGAP012031
OG0002796	LOC129794862	AGAP029263
OG0002800	LOC129793431	AGAP005437
OG0002801	LOC129791663	AGAP005440
OG0002802	LOC129797288	AGAP010368
OG0002803	LOC129790627	AGAP000496
OG0002805	LOC129797319	AGAP010298
OG0002807	LOC129787778	AGAP010257
OG0002808	LOC129786693, LOC129786692	AGAP013230
OG0002809	LOC129786654, LOC129786663	AGAP001195
OG0002810	LOC129786697, LOC129786696	AGAP001196
OG0002811	LOC129793288	AGAP007057
OG0002812	LOC129793289	AGAP007056
OG0002813	LOC129790039	AGAP000331
OG0002814	LOC129793784	AGAP001792
OG0002816	LOC129786782	AGAP001791
OG0002817	LOC129788602	AGAP004321, AGAP013475
OG0002818	LOC129791026	AGAP003397
OG0002819	LOC129787752	AGAP003449
OG0002820	LOC129787184	AGAP004483
OG0002821	LOC129794316, LOC129791451	AGAP009945
OG0002822	LOC129793778	AGAP001826
OG0002823	LOC129791778	AGAP006885
OG0002824	LOC129786477	AGAP002306
OG0002825	LOC129786000	AGAP002364
OG0002826	LOC129786752	AGAP004098
OG0002827	LOC129789023	AGAP002144
OG0002828	LOC129797776	AGAP005860
OG0002829	LOC129787997	AGAP002062
OG0002830	LOC129797619	AGAP002061
OG0002831	LOC129790159	AGAP002072
OG0002832	LOC129786018	AGAP002182
OG0002833	LOC129793342	AGAP001916
OG0002834	LOC129789051	AGAP001919
OG0002835	LOC129786727	AGAP012663, AGAP010312
OG0002836	LOC129796863	AGAP011126
OG0002837	LOC129786034	AGAP011127
OG0002838	LOC129793177	AGAP007382
OG0002839	LOC129791675	AGAP007791
OG0002840	LOC129788524	AGAP007788
OG0002841	LOC129786444	AGAP001215
OG0002842	LOC129786494	AGAP001214
OG0002843	LOC129794968	AGAP001213
OG0002844	LOC129795160	AGAP013011
OG0002845	LOC129793707	AGAP004873
OG0002846	LOC129791216	AGAP001018
OG0002847	LOC129785970	AGAP002238
OG0002848	LOC129790164, LOC129791269	AGAP010233
OG0002849	LOC129796218	AGAP012664, AGAP011069
OG0002850	LOC129795051	AGAP011065, AGAP011067
OG0002851	LOC129792323, LOC129796542	AGAP005639
OG0002852	LOC129792635, LOC129792304	AGAP007029
OG0002853	LOC129786842	AGAP005640
OG0002854	LOC129786705	AGAP004353
OG0002855	LOC129787237	AGAP004139, AGAP004137
OG0002856	LOC129786313	AGAP004594
OG0002857	LOC129792161, LOC129792163	AGAP004656
OG0002858	LOC129794426	AGAP004207
OG0002859	LOC129794629	AGAP004282
OG0002860	LOC129789415	AGAP002283
OG0002862	LOC129788997	AGAP029575
OG0002863	LOC129792280	AGAP005076
OG0002864	LOC129786261	AGAP003844
OG0002865	LOC129789004	AGAP008964, AGAP008963
OG0002866	LOC129790082, LOC129790081	AGAP008969
OG0002867	LOC129788652	AGAP009882
OG0002868	LOC129789986	AGAP013406
OG0002869	LOC129790259	AGAP000012
OG0002870	LOC129792649	AGAP012896, AGAP005632
OG0002871	LOC129789583	AGAP000337
OG0002873	LOC129791558	AGAP009786
OG0002874	LOC129789319	AGAP010198
OG0002875	LOC129792121	AGAP006818
OG0002876	LOC129793479	AGAP006942
OG0002877	LOC129793928	AGAP011374
OG0002878	LOC129790974	AGAP003880, AGAP013454
OG0002879	LOC129790787	AGAP009093
OG0002880	LOC129791355	AGAP029792, AGAP009585
OG0002881	LOC129790489	AGAP009594
OG0002882	LOC129797249	AGAP004138, AGAP012792
OG0002883	LOC129787446	AGAP002024, AGAP012683
OG0002884	LOC129786090	AGAP003589
OG0002885	LOC129796025	AGAP028638
OG0002886	LOC129786391	AGAP001414
OG0002887	LOC129793125	AGAP005401
OG0002889	LOC129797448, LOC129795186	AGAP011623
OG0002890	LOC129791184	AGAP003733
OG0002891	LOC129791210	AGAP003728
OG0002892	LOC129789758	AGAP003732
OG0002893	LOC129791190	AGAP003729
OG0002895	LOC129792443	AGAP006620
OG0002896	LOC129793720	AGAP002692
OG0002897	LOC129793126	AGAP007568
OG0002898	LOC129791876	AGAP007565
OG0002899	LOC129790011	AGAP028027
OG0002900	LOC129797107	AGAP010770
OG0002901	LOC129790312	AGAP010195
OG0002902	LOC129790460	AGAP029211, AGAP010192
OG0002903	LOC129789996	AGAP012666, AGAP010196
OG0002904	LOC129790987	AGAP010140, AGAP012582
OG0002905	LOC129790206	AGAP029599
OG0002906	LOC129797152	AGAP010075
OG0002907	LOC129797150	AGAP004852
OG0002908	LOC129787611	AGAP003584
OG0002910	LOC129788196	AGAP013249
OG0002911	LOC129787064	AGAP005782
OG0002912	LOC129793742	AGAP003033
OG0002913	LOC129797423	AGAP001519
OG0002914	LOC129792806	AGAP005361
OG0002915	LOC129795559	AGAP010439
OG0002916	LOC129787073	AGAP004514
OG0002917	LOC129786859, LOC129786860, LOC129794526	AGAP013036
OG0002918	LOC129796981	AGAP012439
OG0002919	LOC129797110	AGAP000883
OG0002920	LOC129786200	AGAP004523
OG0002921	LOC129790692	AGAP008540
OG0002922	LOC129790133	AGAP013287
OG0002923	LOC129791097	AGAP008900
OG0002924	LOC129787640	AGAP009490
OG0002925	LOC129793884	AGAP000950
OG0002926	LOC129794864	AGAP011661
OG0002927	LOC129786157	AGAP012867, AGAP012331
OG0002928	LOC129792207	AGAP029281
OG0002929	LOC129787658, LOC129793853	AGAP005188
OG0002930	LOC129786728	AGAP001459
OG0002931	LOC129793242	AGAP001559
OG0002932	LOC129790337	AGAP008125
OG0002933	LOC129790934	AGAP007288
OG0002934	LOC129791019	AGAP004026
OG0002935	LOC129787903	AGAP003577
OG0002936	LOC129794639	AGAP012040
OG0002937	LOC129792924	AGAP007215
OG0002938	LOC129793802	AGAP007211
OG0002939	LOC129787252	AGAP006715
OG0002940	LOC129792968, LOC129792972	AGAP013371
OG0002941	LOC129786786	AGAP004002
OG0002942	LOC129792838	AGAP007678
OG0002943	LOC129792526	AGAP005550
OG0002944	LOC129796611	AGAP010353
OG0002945	LOC129790856	AGAP028614, AGAP010577
OG0002946	LOC129795853	AGAP004746
OG0002947	LOC129790151	AGAP029449
OG0002948	LOC129789980	AGAP012967, AGAP012917
OG0002949	LOC129786583	AGAP004704
OG0002950	LOC129796834	AGAP010453
OG0002951	LOC129789058	AGAP003460
OG0002952	LOC129794318	AGAP013136
OG0002953	LOC129789809	AGAP000881
OG0002954	LOC129789971	AGAP000462
OG0002955	LOC129792132	AGAP012721, AGAP004931
OG0002956	LOC129797547	AGAP003194
OG0002957	LOC129789342	AGAP011496
OG0002958	LOC129795489	AGAP011495
OG0002959	LOC129796064	AGAP011113
OG0002960	LOC129796209	AGAP011839
OG0002961	LOC129795590	AGAP028430
OG0002962	LOC129791664	AGAP006935
OG0002963	LOC129791660	AGAP006938
OG0002964	LOC129794845	AGAP011814
OG0002965	LOC129795600, LOC129788408	AGAP009403
OG0002966	LOC129786452, LOC129786099	AGAP011925
OG0002968	LOC129796883	AGAP004264
OG0002969	LOC129792488	AGAP004884
OG0002970	LOC129793726	AGAP004637
OG0002971	LOC129786829	AGAP002293
OG0002972	LOC129785938	AGAP000744
OG0002973	LOC129789778, LOC129791010	AGAP009330
OG0002974	LOC129795856	AGAP010567
OG0002975	LOC129793741	AGAP010564
OG0002976	LOC129792878	AGAP005187
OG0002977	LOC129796545	AGAP002900
OG0002978	LOC129789615	AGAP000320
OG0002979	LOC129788858	AGAP000270
OG0002980	LOC129786355	AGAP002184
OG0002981	LOC129786371	AGAP002185
OG0002982	LOC129795973, LOC129789701, LOC129786495, LOC129786481	AGAP005103
OG0002983	LOC129795705	AGAP010959
OG0002984	LOC129786407	AGAP029577
OG0002985	LOC129792002	AGAP007120
OG0002986	LOC129793417	AGAP005206
OG0002988	LOC129787360, LOC129787361	AGAP004607
OG0002989	LOC129790870	AGAP000673
OG0002990	LOC129786590	AGAP001744
OG0002991	LOC129789568	AGAP009933
OG0002992	LOC129788967	AGAP000815
OG0002993	LOC129793599	AGAP005041
OG0002994	LOC129796444, LOC129791956	AGAP011846
OG0002995	LOC129792226	AGAP005374
OG0002996	LOC129788666	AGAP008523
OG0002997	LOC129791108	AGAP008522
OG0002998	LOC129789573	AGAP000390
OG0002999	LOC129791320	AGAP007857, AGAP029218
OG0003000	LOC129790339	AGAP001719
OG0003001	LOC129797611, LOC129792456	AGAP004142
OG0003002	LOC129789739	AGAP001720
OG0003003	LOC129788207	AGAP004143
OG0003004	LOC129787168	AGAP003171, AGAP003173
OG0003006	LOC129791568	AGAP006062
OG0003007	LOC129794635	AGAP010366
OG0003008	LOC129787635	AGAP007668
OG0003009	LOC129786478	AGAP001103
OG0003010	LOC129786417	AGAP001104
OG0003011	LOC129797268	AGAP003746
OG0003012	LOC129789297	AGAP004671
OG0003013	LOC129790965	AGAP011684, AGAP000725
OG0003014	LOC129787659	AGAP001823
OG0003015	LOC129793640	AGAP001423
OG0003016	LOC129793647	AGAP001424
OG0003017	LOC129789899	AGAP004768
OG0003018	LOC129794195	AGAP007622
OG0003019	LOC129786343	AGAP001100
OG0003020	LOC129790843	AGAP007852
OG0003022	LOC129788032	AGAP004404, AGAP012833
OG0003023	LOC129795173	AGAP029587
OG0003024	LOC129788817	AGAP007112
OG0003026	LOC129794516	AGAP029057, AGAP029317
OG0003027	LOC129795540	AGAP012112
OG0003028	LOC129796368	AGAP012078, AGAP012082
OG0003029	LOC129789352	AGAP010170
OG0003030	LOC129795278	AGAP012009
OG0003031	LOC129789863	AGAP006608
OG0003032	LOC129789442	AGAP028563
OG0003033	LOC129797206	AGAP002224
OG0003034	LOC129793185	AGAP001809
OG0003035	LOC129796018	AGAP010721
OG0003036	LOC129792230	AGAP010720
OG0003037	LOC129791650	AGAP007086
OG0003038	LOC129791653	AGAP007088
OG0003039	LOC129785954	AGAP002876
OG0003041	LOC129795334	AGAP012634, AGAP004578
OG0003042	LOC129791426	AGAP009861
OG0003043	LOC129792428	AGAP009864, AGAP012814
OG0003044	LOC129791424, LOC129789910	AGAP009863
OG0003045	LOC129797170	AGAP004905
OG0003046	LOC129796994	AGAP012718, AGAP003860
OG0003047	LOC129793203	AGAP005350
OG0003048	LOC129790686	AGAP008159
OG0003049	LOC129792828	AGAP007661
OG0003050	LOC129796489, LOC129796488	AGAP012378
OG0003051	LOC129787493	AGAP005164
OG0003052	LOC129795670	AGAP028221
OG0003053	LOC129793528	AGAP003317
OG0003054	LOC129786220	AGAP001743
OG0003055	LOC129792466	AGAP007721
OG0003056	LOC129790652	AGAP000032
OG0003057	LOC129792575	AGAP006739
OG0003059	LOC129788647	AGAP008499
OG0003060	LOC129788725	AGAP000454
OG0003061	LOC129796452	AGAP011190
OG0003062	LOC129786248	AGAP004503
OG0003063	LOC129796271	AGAP012177
OG0003064	LOC129791782	AGAP012090
OG0003065	LOC129788913	AGAP004031
OG0003066	LOC129787217	AGAP002626
OG0003067	LOC129796885	AGAP011254
OG0003068	LOC129788073	AGAP001589
OG0003069	LOC129788549	AGAP000547
OG0003070	LOC129796920	AGAP004699
OG0003071	LOC129787259	AGAP010918
OG0003072	LOC129793772	AGAP028073
OG0003073	LOC129792693	AGAP007208
OG0003074	LOC129790396	AGAP009671
OG0003075	LOC129790479, LOC129796240	AGAP011108
OG0003077	LOC129795110	AGAP011504
OG0003078	LOC129793834	AGAP007003
OG0003079	LOC129791418	AGAP007984
OG0003080	LOC129791312	AGAP006046
OG0003081	LOC129787542	AGAP012575, AGAP004500
OG0003082	LOC129788138	AGAP000397
OG0003083	LOC129787213	AGAP001585
OG0003084	LOC129797118	AGAP002402
OG0003085	LOC129787745	AGAP001233
OG0003086	LOC129788010	AGAP004311
OG0003087	LOC129795730	AGAP006174
OG0003088	LOC129797109	AGAP000181
OG0003089	LOC129797092	AGAP012799, AGAP003650, AGAP012611
OG0003090	LOC129789223	AGAP000697
OG0003091	LOC129788624, LOC129792268	AGAP006065
OG0003092	LOC129790623	AGAP009831
OG0003094	LOC129796568	AGAP012071, AGAP012072
OG0003095	LOC129793669	AGAP012728, AGAP009878
OG0003096	LOC129795628	AGAP005785
OG0003097	LOC129790194	AGAP008943
OG0003098	LOC129797399	AGAP001371
OG0003099	LOC129794087	AGAP007390
OG0003100	LOC129794227	AGAP005449
OG0003101	LOC129786158	AGAP002339
OG0003102	LOC129793981	AGAP008331, AGAP028184
OG0003103	LOC129797781	AGAP009647
OG0003104	LOC129788521	AGAP009648
OG0003105	LOC129788518	AGAP009646
OG0003107	LOC129793394	AGAP007206
OG0003108	LOC129792708	AGAP006082
OG0003109	LOC129794797, LOC129794798	AGAP000432
OG0003110	LOC129787268	AGAP000141
OG0003111	LOC129789009	AGAP012109
OG0003113	LOC129792807, LOC129786486	AGAP001488
OG0003114	LOC129795652	AGAP004677
OG0003115	LOC129787323	AGAP029383, AGAP004596
OG0003116	LOC129792707	AGAP005901
OG0003117	LOC129789618, LOC129793425	AGAP006614
OG0003118	LOC129796985	AGAP007123
OG0003119	LOC129793173	AGAP005345
OG0003120	LOC129794070	AGAP005563
OG0003121	LOC129794254	AGAP006963
OG0003122	LOC129789366	AGAP000481
OG0003123	LOC129793142	AGAP005031
OG0003124	LOC129791185	AGAP008176
OG0003125	LOC129787749	AGAP004591
OG0003126	LOC129786276	AGAP004121
OG0003127	LOC129791027	AGAP008757
OG0003128	LOC129793397	AGAP004940
OG0003129	LOC129786515	AGAP002372
OG0003130	LOC129789190	AGAP008950
OG0003131	LOC129789224	AGAP013464
OG0003132	LOC129787853	AGAP004657
OG0003133	LOC129790111	AGAP004095
OG0003134	LOC129787419	AGAP003176
OG0003135	LOC129787771	AGAP010297
OG0003136	LOC129791157	AGAP009672
OG0003137	LOC129793032	AGAP005712
OG0003138	LOC129795924	AGAP011916
OG0003139	LOC129793427	AGAP003794
OG0003140	LOC129788841	AGAP004560
OG0003141	LOC129796087	AGAP010513
OG0003142	LOC129797460	AGAP001534
OG0003144	LOC129788958	AGAP008232
OG0003145	LOC129792795	AGAP007810
OG0003146	LOC129796919	AGAP004698
OG0003147	LOC129796973	AGAP002414
OG0003148	LOC129789320	AGAP009222
OG0003149	LOC129794835	AGAP029460
OG0003150	LOC129790891	AGAP000674
OG0003151	LOC129787300	AGAP001168
OG0003152	LOC129787309, LOC129788557	AGAP013380
OG0003153	LOC129786647	AGAP013288
OG0003154	LOC129790320	AGAP009473
OG0003155	LOC129792630	AGAP007333
OG0003156	LOC129786732, LOC129796870	AGAP029129
OG0003157	LOC129787019	AGAP009543, AGAP029104
OG0003158	LOC129793186, LOC129790185	AGAP012154
OG0003159	LOC129793340	AGAP005926
OG0003160	LOC129788045	AGAP013032, AGAP003940
OG0003161	LOC129790446	AGAP000666
OG0003162	LOC129788603	AGAP007118
OG0003163	LOC129786353	AGAP011199
OG0003164	LOC129793880	AGAP000453
OG0003165	LOC129795263	AGAP002710, AGAP002709
OG0003166	LOC129790253	AGAP008118
OG0003168	LOC129786255	AGAP003468
OG0003169	LOC129791797	AGAP029812
OG0003170	LOC129786291	AGAP003709
OG0003171	LOC129794181	AGAP005562
OG0003172	LOC129795837	AGAP004772
OG0003173	LOC129792092	AGAP007413
OG0003174	LOC129792711	AGAP005898
OG0003176	LOC129796918	AGAP004696
OG0003177	LOC129795458	AGAP012203, AGAP028585
OG0003178	LOC129787427	AGAP001081
OG0003179	LOC129797420	AGAP001662
OG0003180	LOC129790826	AGAP010055
OG0003181	LOC129790232, LOC129790291	AGAP029982
OG0003182	LOC129788455	AGAP008027
OG0003183	LOC129797397	AGAP001370
OG0003184	LOC129792382	AGAP005133
OG0003185	LOC129796970	AGAP029510
OG0003186	LOC129790859	AGAP004201
OG0003187	LOC129795152	AGAP029048, AGAP011499
OG0003188	LOC129790537	AGAP007734
OG0003190	LOC129793991	AGAP002644
OG0003191	LOC129791136	AGAP000926
OG0003192	LOC129788535	AGAP007847
OG0003193	LOC129793251	AGAP029522
OG0003194	LOC129796646	AGAP011064
OG0003195	LOC129786644	AGAP005300
OG0003196	LOC129790298	AGAP012874, AGAP009447
OG0003197	LOC129788182, LOC129795441	AGAP011454
OG0003198	LOC129792416	AGAP029896
OG0003199	LOC129786072	AGAP011033
OG0003200	LOC129788399	AGAP008028
OG0003201	LOC129797809	AGAP002647
OG0003202	LOC129795183	AGAP013143
OG0003203	LOC129790578	AGAP007736
OG0003204	LOC129791332	AGAP000913
OG0003205	LOC129785943	AGAP003827
OG0003206	LOC129795394	AGAP012026
OG0003207	LOC129791372	AGAP007994
OG0003208	LOC129791398	AGAP001820
OG0003209	LOC129793736	AGAP002154
OG0003210	LOC129790119	AGAP003674
OG0003211	LOC129791779	AGAP006590
OG0003212	LOC129793794, LOC129791861	AGAP006921
OG0003213	LOC129796771	AGAP028437
OG0003214	LOC129792392	AGAP007720
OG0003215	LOC129793071	AGAP007110
OG0003216	LOC129797398	AGAP001372
OG0003217	LOC129789822	AGAP009526
OG0003218	LOC129793801	AGAP010909
OG0003219	LOC129794180	AGAP005055
OG0003220	LOC129796470	AGAP003282
OG0003221	LOC129789590	AGAP000255
OG0003222	LOC129795052	AGAP011569
OG0003223	LOC129797036	AGAP002415
OG0003224	LOC129791976	AGAP007497
OG0003225	LOC129787920	AGAP029664
OG0003226	LOC129794881	AGAP005305
OG0003227	LOC129790945	AGAP007853
OG0003228	LOC129790955	AGAP013775
OG0003229	LOC129788708, LOC129794584	AGAP012305
OG0003230	LOC129797486	AGAP010343
OG0003231	LOC129793348	AGAP005207
OG0003232	LOC129797453	AGAP011049
OG0003233	LOC129795462	AGAP002434
OG0003234	LOC129795400	AGAP012354
OG0003235	LOC129787940	AGAP003651
OG0003236	LOC129797213	AGAP002194
OG0003237	LOC129795390	AGAP010551
OG0003238	LOC129790309	AGAP006967
OG0003239	LOC129791634	AGAP007301
OG0003240	LOC129796066	AGAP001564
OG0003242	LOC129795291	AGAP013170
OG0003243	LOC129789830	AGAP008137
OG0003244	LOC129787310	AGAP005156
OG0003246	LOC129793179	AGAP004188
OG0003247	LOC129797287	AGAP012805, AGAP029576
OG0003248	LOC129788740	AGAP029128
OG0003249	LOC129787532	AGAP002959
OG0003250	LOC129796393	AGAP029464
OG0003251	LOC129795909	AGAP010566
OG0003252	LOC129791145	AGAP008528
OG0003253	LOC129794574	AGAP011954
OG0003254	LOC129788935	AGAP000984
OG0003255	LOC129792383	AGAP006481
OG0003256	LOC129793925	AGAP000061
OG0003257	LOC129793769	AGAP000067
OG0003258	LOC129788633	AGAP007895
OG0003259	LOC129796394	AGAP010925
OG0003260	LOC129788653	AGAP028423, AGAP028412
OG0003261	LOC129789588	AGAP001029
OG0003262	LOC129789364	AGAP002478
OG0003263	LOC129786599	AGAP004226
OG0003264	LOC129789895	AGAP008349
OG0003265	LOC129794020	AGAP029852
OG0003266	LOC129787536	AGAP002132
OG0003268	LOC129787221	AGAP001581
OG0003269	LOC129793478	AGAP006998
OG0003270	LOC129793576	AGAP009043
OG0003272	LOC129789348	AGAP003884
OG0003273	LOC129787294	AGAP000474
OG0003274	LOC129795375	AGAP012042
OG0003275	LOC129795492	AGAP029123
OG0003276	LOC129797074	AGAP003925
OG0003277	LOC129792531	AGAP006368
OG0003278	LOC129792881	AGAP005147
OG0003279	LOC129795958	AGAP010800
OG0003280	LOC129796253	AGAP011706
OG0003281	LOC129794251	AGAP006965
OG0003282	LOC129786447	AGAP006184
OG0003283	LOC129787907	AGAP003489
OG0003284	LOC129785987	AGAP001807
OG0003286	LOC129797396	AGAP001369
OG0003287	LOC129791733	AGAP007640
OG0003288	LOC129794058	AGAP005917
OG0003289	LOC129786404	AGAP001780
OG0003290	LOC129789292	AGAP009542
OG0003291	LOC129790021	AGAP000203
OG0003292	LOC129786476	AGAP001208
OG0003294	LOC129789616	AGAP000321
OG0003295	LOC129790414	AGAP000415
OG0003296	LOC129790090	AGAP007924
OG0003297	LOC129786126	AGAP011464
OG0003298	LOC129796000	AGAP010673
OG0003299	LOC129786147	AGAP000750
OG0003300	LOC129789408	AGAP008131
OG0003301	LOC129797257	AGAP004707
OG0003302	LOC129791821	AGAP005244
OG0003303	LOC129788459	AGAP000295
OG0003304	LOC129790663	AGAP000033
OG0003305	LOC129792195	AGAP006905
OG0003306	LOC129794225	AGAP012570, AGAP004160
OG0003307	LOC129789369	AGAP001019
OG0003308	LOC129793171	AGAP006758
OG0003309	LOC129788505	AGAP000124
OG0003310	LOC129788849	AGAP000623
OG0003311	LOC129794956	AGAP001144
OG0003312	LOC129786822	AGAP003400
OG0003313	LOC129786646	AGAP013469, AGAP028588
OG0003314	LOC129790785	AGAP029674
OG0003316	LOC129787967	AGAP004485
OG0003317	LOC129789700	AGAP003085
OG0003318	LOC129792939, LOC129792920	AGAP004953
OG0003319	LOC129789288	AGAP008906
OG0003320	LOC129795387	AGAP011837
OG0003321	LOC129791421	AGAP010393
OG0003322	LOC129796433	AGAP011679
OG0003323	LOC129789831	AGAP004670
OG0003324	LOC129796971	AGAP012636, AGAP012437
OG0003326	LOC129787424	AGAP001025
OG0003327	LOC129796581	AGAP028418
OG0003328	LOC129797458	AGAP011705
OG0003329	LOC129786258	AGAP004118
OG0003330	LOC129786067	AGAP010891
OG0003331	LOC129790319, LOC129786774	AGAP004620
OG0003332	LOC129794974	AGAP012185
OG0003333	LOC129797557	AGAP001978
OG0003334	LOC129785834	AGAP004345
OG0003335	LOC129796673, LOC129796676	AGAP002104
