Orthogroup	LlongipalpisASM	CquinquefasciatusJHB2020
OG0001639	LOC129796206	CQUJHB006605
OG0001640	LOC129789851, LOC129789850, LOC129789085	CQUJHB003721
OG0001641	LOC129790175	CQUJHB000231
OG0001642	LOC129793308	CQUJHB000714
OG0001643	LOC129797437	CQUJHB018425
OG0001644	LOC129796435	CQUJHB016041
OG0001645	LOC129795123	CQUJHB016366
OG0001647	LOC129796554	CQUJHB008510
OG0001648	LOC129787158	CQUJHB013766, CQUJHB013159
OG0001649	LOC129786326, LOC129795316, LOC129786322	CQUJHB017997
OG0001650	LOC129790931	CQUJHB003344
OG0001651	LOC129790887	CQUJHB017540
OG0001652	LOC129786116	CQUJHB014777
OG0001654	LOC129789585	CQUJHB007937
OG0001655	LOC129789602	CQUJHB009976
OG0001656	LOC129788086	CQUJHB007775, CQUJHB001306, CQUJHB014954
OG0001657	LOC129789357	CQUJHB003519
OG0001658	LOC129786809	CQUJHB016441
OG0001659	LOC129793899	CQUJHB000150, CQUJHB002747
OG0001660	LOC129786022	CQUJHB005301
OG0001661	LOC129786658	CQUJHB013990
OG0001662	LOC129792648	CQUJHB003050
OG0001663	LOC129796251	CQUJHB000198, CQUJHB010700
OG0001664	LOC129790572	CQUJHB010461
OG0001665	LOC129790134	CQUJHB003592
OG0001666	LOC129789751	CQUJHB003464
OG0001667	LOC129790063	CQUJHB016693
OG0001668	LOC129793929	CQUJHB016144, CQUJHB004410
OG0001669	LOC129792436	CQUJHB016614
OG0001670	LOC129795951	CQUJHB018280
OG0001671	LOC129788616	CQUJHB014605
OG0001672	LOC129789273, LOC129789272	CQUJHB004808
OG0001673	LOC129787185	CQUJHB009227, CQUJHB016629
OG0001674	LOC129792010	CQUJHB005423
OG0001675	LOC129791982	CQUJHB003520
OG0001676	LOC129795464	CQUJHB011297
OG0001677	LOC129797117	CQUJHB014529
OG0001678	LOC129789742	CQUJHB008422
OG0001679	LOC129788938	CQUJHB015103
OG0001680	LOC129797090	CQUJHB014713
OG0001681	LOC129794747, LOC129794746	CQUJHB010546
OG0001682	LOC129788060	CQUJHB007406
OG0001683	LOC129790728	CQUJHB004950, CQUJHB009972
OG0001684	LOC129790725	CQUJHB008526, CQUJHB002176
OG0001685	LOC129793889	CQUJHB000823
OG0001686	LOC129796857	CQUJHB004481
OG0001688	LOC129797292, LOC129797293, LOC129786585	CQUJHB010357
OG0001689	LOC129787992	CQUJHB005346
OG0001690	LOC129789156	CQUJHB014540, CQUJHB003980
OG0001691	LOC129793247, LOC129793246	CQUJHB005414, CQUJHB010951, CQUJHB004782
OG0001692	LOC129790239	CQUJHB003437
OG0001694	LOC129787868	CQUJHB011260
OG0001695	LOC129786751	CQUJHB006258
OG0001696	LOC129788426	CQUJHB005828
OG0001697	LOC129792997	CQUJHB017264
OG0001699	LOC129795526	CQUJHB005748
OG0001700	LOC129793749, LOC129791126, LOC129789479	CQUJHB008861
OG0001702	LOC129789529	CQUJHB011702
OG0001704	LOC129785963	CQUJHB012572, CQUJHB008756, CQUJHB003683
OG0001705	LOC129797629	CQUJHB007470
OG0001706	LOC129789605, LOC129795515	CQUJHB006543, CQUJHB012272
OG0001708	LOC129797541, LOC129792617, LOC129792400	CQUJHB000812
OG0001709	LOC129787238, LOC129790388	CQUJHB007914
OG0001710	LOC129796140	CQUJHB011610, CQUJHB000347
OG0001711	LOC129788442	CQUJHB016971
OG0001712	LOC129789964	CQUJHB016875
OG0001714	LOC129791296	CQUJHB003137
OG0001715	LOC129796923	CQUJHB017946
OG0001716	LOC129790480	CQUJHB006814
OG0001717	LOC129789932	CQUJHB011333
OG0001718	LOC129797155	CQUJHB018202
OG0001719	LOC129791721	CQUJHB007686
OG0001720	LOC129786098	CQUJHB002212
OG0001721	LOC129785973	CQUJHB006168, CQUJHB007712
OG0001722	LOC129797064	CQUJHB002479
OG0001723	LOC129795874	CQUJHB013881
OG0001724	LOC129786652	CQUJHB009916
OG0001725	LOC129794113	CQUJHB017260, CQUJHB007806
OG0001726	LOC129792607, LOC129792727	CQUJHB010294
OG0001727	LOC129788794	CQUJHB014054
OG0001728	LOC129787839	CQUJHB005672, CQUJHB009623, CQUJHB012341
OG0001730	LOC129796021	CQUJHB013851
OG0001731	LOC129788792, LOC129791986	CQUJHB000468
OG0001732	LOC129796695	CQUJHB001251
OG0001733	LOC129786263	CQUJHB012247
OG0001734	LOC129791737, LOC129792398	CQUJHB014775
OG0001735	LOC129790824	CQUJHB012889
OG0001736	LOC129796096	CQUJHB011598
OG0001737	LOC129795468	CQUJHB010770
OG0001738	LOC129788301	CQUJHB002836
OG0001739	LOC129788022	CQUJHB014106
OG0001741	LOC129787555	CQUJHB014649
OG0001742	LOC129792632	CQUJHB018010, CQUJHB005972
OG0001743	LOC129792747	CQUJHB005038
OG0001744	LOC129787602	CQUJHB002298
OG0001745	LOC129787587	CQUJHB004240
OG0001746	LOC129797065	CQUJHB011814
OG0001747	LOC129794259	CQUJHB011101
OG0001748	LOC129786441	CQUJHB015327
OG0001749	LOC129792376	CQUJHB004574
OG0001751	LOC129794909	CQUJHB003016
OG0001752	LOC129786866	CQUJHB017723
OG0001753	LOC129796574, LOC129796573	CQUJHB009024
OG0001754	LOC129788770, LOC129788776, LOC129795979	CQUJHB016596
OG0001755	LOC129794760	CQUJHB007071
OG0001756	LOC129791759	CQUJHB000001
OG0001757	LOC129789606	CQUJHB001477
OG0001758	LOC129789116	CQUJHB006163, CQUJHB003627
OG0001759	LOC129789065	CQUJHB009632
OG0001760	LOC129787052	CQUJHB000104
OG0001762	LOC129792088	CQUJHB006380
OG0001763	LOC129791736	CQUJHB013383
OG0001764	LOC129794248	CQUJHB008019
OG0001765	LOC129793816	CQUJHB000726
OG0001767	LOC129785893	CQUJHB007408
OG0001768	LOC129792769	CQUJHB013392
OG0001769	LOC129793630	CQUJHB016399
OG0001771	LOC129788791	CQUJHB005386
OG0001773	LOC129792735	CQUJHB014243
OG0001774	LOC129789403	CQUJHB010941
OG0001775	LOC129790827	CQUJHB001066
OG0001776	LOC129793498	CQUJHB010914
OG0001777	LOC129788364	CQUJHB008806
OG0001778	LOC129797665	CQUJHB014567
OG0001779	LOC129794840	CQUJHB017194
OG0001780	LOC129794939	CQUJHB017314
OG0001781	LOC129793429	CQUJHB011216, CQUJHB010073
OG0001782	LOC129787820	CQUJHB017348, CQUJHB014146, CQUJHB002991
OG0001783	LOC129786246	CQUJHB000545, CQUJHB006275, CQUJHB002402
OG0001784	LOC129793241	CQUJHB004390
OG0001785	LOC129797674	CQUJHB000216
OG0001786	LOC129791199	CQUJHB006327
OG0001787	LOC129791381	CQUJHB001626
OG0001788	LOC129792127	CQUJHB006166
OG0001789	LOC129792135	CQUJHB000712, CQUJHB014709
OG0001790	LOC129790876	CQUJHB017495
OG0001791	LOC129786553	CQUJHB016649
OG0001792	LOC129796385	CQUJHB005200
OG0001793	LOC129792442	CQUJHB005201
OG0001794	LOC129797226	CQUJHB002450
OG0001795	LOC129789520, LOC129789252	CQUJHB008648, CQUJHB016749
OG0001796	LOC129792783	CQUJHB010066
OG0001798	LOC129787211	CQUJHB000085
OG0001799	LOC129788959	CQUJHB007772
OG0001800	LOC129788729	CQUJHB014946
OG0001802	LOC129797610	CQUJHB018409
OG0001803	LOC129791007, LOC129791008	CQUJHB012318, CQUJHB005517
OG0001804	LOC129795693	CQUJHB003242
OG0001805	LOC129790995	CQUJHB001203
OG0001806	LOC129792413	CQUJHB015805
OG0001807	LOC129791367	CQUJHB011971
OG0001808	LOC129792755	CQUJHB015768
OG0001811	LOC129792465	CQUJHB013858, CQUJHB007105
OG0001812	LOC129787649	CQUJHB009625
OG0001813	LOC129793732, LOC129793734	CQUJHB016927
OG0001814	LOC129792252	CQUJHB000841
OG0001815	LOC129787405	CQUJHB011802
OG0001816	LOC129793276	CQUJHB007213
OG0001817	LOC129790365	CQUJHB004187
OG0001818	LOC129787508	CQUJHB015469
OG0001819	LOC129789556	CQUJHB012369
OG0001820	LOC129793706	CQUJHB007965
OG0001821	LOC129791557	CQUJHB016998
OG0001822	LOC129793139	CQUJHB007572
OG0001823	LOC129791671	CQUJHB014893
OG0001824	LOC129790984	CQUJHB003487
OG0001825	LOC129795054	CQUJHB005537
OG0001827	LOC129787714, LOC129787776	CQUJHB010570, CQUJHB017812, CQUJHB010623
OG0001829	LOC129795457	CQUJHB007499, CQUJHB014883
OG0001830	LOC129795064	CQUJHB012198
OG0001831	LOC129790640	CQUJHB014199
OG0001832	LOC129795501	CQUJHB012280
OG0001833	LOC129791389	CQUJHB012719
OG0001834	LOC129792115	CQUJHB011754
OG0001835	LOC129787975	CQUJHB000069
OG0001837	LOC129787074	CQUJHB000827
OG0001838	LOC129795573	CQUJHB001157
OG0001839	LOC129791005	CQUJHB002246
OG0001841	LOC129791580	CQUJHB004226
OG0001842	LOC129794817	CQUJHB003224
OG0001843	LOC129788150	CQUJHB001883
OG0001844	LOC129797361	CQUJHB017539
OG0001845	LOC129792975	CQUJHB002279
OG0001846	LOC129796912	CQUJHB010678
OG0001848	LOC129790690	CQUJHB015143
OG0001849	LOC129796195	CQUJHB005774
OG0001850	LOC129792298	CQUJHB015673
OG0001851	LOC129797616, LOC129797574	CQUJHB004201
OG0001852	LOC129797324	CQUJHB014663
OG0001853	LOC129794826	CQUJHB009903
OG0001854	LOC129794842	CQUJHB010799
OG0001855	LOC129794073	CQUJHB002102
OG0001856	LOC129789363	CQUJHB016160
OG0001857	LOC129797241	CQUJHB018237
OG0001858	LOC129796202, LOC129796420	CQUJHB011662
OG0001859	LOC129791467	CQUJHB010404
OG0001860	LOC129796988	CQUJHB017652
OG0001861	LOC129792410	CQUJHB018021
OG0001862	LOC129787215	CQUJHB011807
OG0001863	LOC129792072	CQUJHB006953
OG0001864	LOC129790855	CQUJHB006273
OG0001865	LOC129790845	CQUJHB016972
OG0001866	LOC129795328	CQUJHB008116
OG0001867	LOC129788957	CQUJHB009413, CQUJHB013482
OG0001869	LOC129795513	CQUJHB005793
OG0001870	LOC129786560	CQUJHB010502
OG0001871	LOC129787708	CQUJHB002846
OG0001873	LOC129787651	CQUJHB017060
OG0001874	LOC129795307	CQUJHB003814
OG0001875	LOC129794108	CQUJHB003769
OG0001876	LOC129786760	CQUJHB016428
OG0001879	LOC129794824	CQUJHB015487
OG0001881	LOC129787945, LOC129794298, LOC129794305	CQUJHB006399
OG0001883	LOC129793191	CQUJHB013762
OG0001884	LOC129790026	CQUJHB010453
OG0001885	LOC129791203	CQUJHB007303
OG0001886	LOC129785854	CQUJHB007991
OG0001887	LOC129789344, LOC129789624	CQUJHB010974
OG0001889	LOC129789558	CQUJHB000173
OG0001890	LOC129796812	CQUJHB018269
OG0001891	LOC129788054	CQUJHB010310
OG0001892	LOC129787869	CQUJHB000339
OG0001893	LOC129795913	CQUJHB008767
OG0001894	LOC129790362	CQUJHB005240
OG0001895	LOC129793818	CQUJHB005279
OG0001896	LOC129788046	CQUJHB014927
OG0001897	LOC129790146	CQUJHB000796
OG0001898	LOC129793044, LOC129790873, LOC129793877	CQUJHB008962
OG0001899	LOC129788657	CQUJHB016916
OG0001901	LOC129791155	CQUJHB001292, CQUJHB007141
OG0001902	LOC129792775	CQUJHB003665, CQUJHB015274
OG0001905	LOC129787833	CQUJHB015251
OG0001906	LOC129788661	CQUJHB012925
OG0001908	LOC129787564	CQUJHB003954
OG0001909	LOC129790425	CQUJHB010206, CQUJHB007957, CQUJHB008854
OG0001911	LOC129791574	CQUJHB001039, CQUJHB017423
OG0001912	LOC129795945	CQUJHB012127
OG0001913	LOC129790847	CQUJHB010947
OG0001914	LOC129794648	CQUJHB014627
OG0001915	LOC129795734	CQUJHB003422
OG0001916	LOC129791707	CQUJHB017477
OG0001917	LOC129795172, LOC129795169	CQUJHB016388
OG0001918	LOC129790323	CQUJHB011861
OG0001919	LOC129791890	CQUJHB013909
OG0001920	LOC129789627	CQUJHB016365
OG0001923	LOC129792576	CQUJHB011173
OG0001924	LOC129788384	CQUJHB008851
OG0001925	LOC129791354	CQUJHB008947
OG0001926	LOC129789853	CQUJHB005904
OG0001928	LOC129787417	CQUJHB017584
OG0001929	LOC129790888	CQUJHB009052
OG0001930	LOC129791566	CQUJHB000488
OG0001931	LOC129788027	CQUJHB001579
OG0001933	LOC129790383	CQUJHB009853
OG0001934	LOC129793593	CQUJHB008345, CQUJHB014551
OG0001937	LOC129792078	CQUJHB005452
OG0001938	LOC129796602	CQUJHB013689
OG0001939	LOC129787144	CQUJHB015433
OG0001940	LOC129788550	CQUJHB003955
OG0001941	LOC129790566	CQUJHB017019
OG0001942	LOC129787632, LOC129787549	CQUJHB002444
OG0001944	LOC129787103	CQUJHB012856
OG0001945	LOC129788609	CQUJHB015802
OG0001946	LOC129789835	CQUJHB004460
OG0001947	LOC129793148	CQUJHB017725
OG0001948	LOC129790027	CQUJHB012140
OG0001949	LOC129791154	CQUJHB007700
OG0001950	LOC129791722	CQUJHB007473
OG0001951	LOC129788275	CQUJHB017052
OG0001952	LOC129794314	CQUJHB014332
OG0001953	LOC129793162	CQUJHB009317
OG0001954	LOC129794292	CQUJHB006751
OG0001955	LOC129792214	CQUJHB014791
OG0001956	LOC129788139	CQUJHB015498
OG0001957	LOC129793821	CQUJHB008729, CQUJHB007723
OG0001958	LOC129785990	CQUJHB015953
OG0001959	LOC129785955, LOC129786145	CQUJHB009277
OG0001960	LOC129789692, LOC129789672, LOC129795154	CQUJHB018138
OG0001961	LOC129792189	CQUJHB014631
OG0001962	LOC129796121	CQUJHB016651
OG0001963	LOC129790872	CQUJHB011444
OG0001964	LOC129793403	CQUJHB018337
OG0001965	LOC129795975	CQUJHB013662
OG0001968	LOC129790144, LOC129793916	CQUJHB002848
OG0001970	LOC129797434	CQUJHB014942, CQUJHB003598, CQUJHB006771
OG0001971	LOC129793531	CQUJHB009557
OG0001974	LOC129785856	CQUJHB003100
OG0001975	LOC129792950, LOC129792892	CQUJHB017537, CQUJHB000395
OG0001976	LOC129795962	CQUJHB002571
OG0001977	LOC129789328	CQUJHB018154
OG0001978	LOC129794833, LOC129795403	CQUJHB012118
OG0001979	LOC129786351	CQUJHB016558, CQUJHB002147
OG0001980	LOC129789419, LOC129789930	CQUJHB016028
OG0001981	LOC129796027	CQUJHB002973
OG0001982	LOC129789617	CQUJHB010272, CQUJHB001693, CQUJHB010161
OG0001983	LOC129789082	CQUJHB007443
OG0001988	LOC129795250, LOC129795018	CQUJHB001325
OG0001991	LOC129786287	CQUJHB008591, CQUJHB015134, CQUJHB016889, CQUJHB007471, CQUJHB009367
OG0001998	LOC129790854	CQUJHB006595
OG0002010	LOC129786915	CQUJHB004416
OG0002027	LOC129786348	CQUJHB015303
OG0002028	LOC129786183	CQUJHB000015
OG0002029	LOC129786150	CQUJHB000454, CQUJHB003417
OG0002030	LOC129796868	CQUJHB007781
OG0002031	LOC129794312	CQUJHB015561, CQUJHB016004
OG0002032	LOC129796943	CQUJHB007591, CQUJHB017901
OG0002033	LOC129796820	CQUJHB000201
OG0002034	LOC129790140	CQUJHB002364
OG0002035	LOC129789332	CQUJHB012676
OG0002036	LOC129797306	CQUJHB008731
OG0002037	LOC129786088	CQUJHB020324, CQUJHB020378
OG0002038	LOC129797429	CQUJHB001224
OG0002039	LOC129797746	CQUJHB010689
OG0002040	LOC129797304, LOC129797307	CQUJHB018123
OG0002041	LOC129787111	CQUJHB010072
OG0002042	LOC129787206	CQUJHB011332
OG0002043	LOC129792702	CQUJHB013302
OG0002044	LOC129793762	CQUJHB016863
OG0002045	LOC129788678	CQUJHB011243
OG0002046	LOC129787153	CQUJHB018449, CQUJHB016117
OG0002047	LOC129792995	CQUJHB002076
OG0002048	LOC129795712	CQUJHB001769
OG0002049	LOC129787065	CQUJHB005527, CQUJHB007692
OG0002050	LOC129787969	CQUJHB014964
OG0002052	LOC129793489	CQUJHB007752
OG0002053	LOC129797520	CQUJHB001207
OG0002054	LOC129796471	CQUJHB014552
OG0002055	LOC129795446	CQUJHB013576
OG0002056	LOC129796303	CQUJHB002626
OG0002057	LOC129796472	CQUJHB012693
OG0002058	LOC129793910	CQUJHB004327
OG0002059	LOC129796534	CQUJHB003851
OG0002060	LOC129794853	CQUJHB018185
OG0002061	LOC129787988	CQUJHB009512
OG0002062	LOC129796074	CQUJHB012677
OG0002063	LOC129797489	CQUJHB004868
OG0002064	LOC129796436	CQUJHB017762
OG0002065	LOC129792004, LOC129794614	CQUJHB001303
OG0002066	LOC129796138	CQUJHB015590
OG0002067	LOC129795350	CQUJHB014615
OG0002068	LOC129797761	CQUJHB001906
OG0002069	LOC129797826, LOC129788594	CQUJHB017104
OG0002071	LOC129795692	CQUJHB001370
OG0002072	LOC129789432	CQUJHB008226
OG0002073	LOC129794275	CQUJHB009920
OG0002074	LOC129792662	CQUJHB008271
OG0002075	LOC129792271	CQUJHB015158
OG0002076	LOC129792610	CQUJHB013464
OG0002077	LOC129795742	CQUJHB015918
OG0002078	LOC129786002	CQUJHB011705
OG0002079	LOC129786109	CQUJHB001903
OG0002080	LOC129794911	CQUJHB013277
OG0002081	LOC129788016, LOC129795800	CQUJHB009731
OG0002082	LOC129794597	CQUJHB003397
OG0002083	LOC129787679	CQUJHB013356
OG0002084	LOC129791859	CQUJHB013949
OG0002085	LOC129788403, LOC129788402	CQUJHB017489
OG0002086	LOC129786135, LOC129786019	CQUJHB010646
OG0002087	LOC129796881	CQUJHB006590
OG0002088	LOC129795724	CQUJHB010181
OG0002089	LOC129796615	CQUJHB002003
OG0002090	LOC129796235	CQUJHB003030
OG0002091	LOC129788450	CQUJHB013258
OG0002092	LOC129787669	CQUJHB017744
OG0002093	LOC129795709	CQUJHB009534
OG0002094	LOC129795213	CQUJHB007383
OG0002095	LOC129786568	CQUJHB005853
OG0002098	LOC129785822	CQUJHB013710
OG0002099	LOC129797209	CQUJHB000391
OG0002100	LOC129793188, LOC129793187	CQUJHB014387
OG0002101	LOC129787041	CQUJHB012215
OG0002102	LOC129787051	CQUJHB004208
OG0002104	LOC129795021, LOC129788515	CQUJHB017798
OG0002105	LOC129790023	CQUJHB011479
OG0002106	LOC129791064	CQUJHB015190
OG0002107	LOC129796177	CQUJHB015721
OG0002108	LOC129788481	CQUJHB017811
OG0002109	LOC129791914	CQUJHB003037
OG0002110	LOC129790068	CQUJHB006433
OG0002111	LOC129796167	CQUJHB001706
OG0002112	LOC129789295	CQUJHB012500
OG0002113	LOC129788380	CQUJHB011651, CQUJHB014730
OG0002114	LOC129790798	CQUJHB010172, CQUJHB010508
OG0002115	LOC129792622	CQUJHB001590
OG0002116	LOC129791818	CQUJHB000110
OG0002117	LOC129792628	CQUJHB002257, CQUJHB017164
OG0002118	LOC129792365	CQUJHB003964, CQUJHB008253
OG0002119	LOC129792165	CQUJHB014981
OG0002120	LOC129786317	CQUJHB014175
OG0002122	LOC129791865	CQUJHB003340
OG0002123	LOC129792550	CQUJHB013223
OG0002124	LOC129792128	CQUJHB012406, CQUJHB007350
OG0002125	LOC129789847, LOC129791422	CQUJHB011922
OG0002126	LOC129793297	CQUJHB014744, CQUJHB000820
OG0002127	LOC129792100	CQUJHB014050, CQUJHB015643
OG0002128	LOC129792548	CQUJHB009908
OG0002129	LOC129792129	CQUJHB012894, CQUJHB016886
OG0002130	LOC129794340	CQUJHB009924
OG0002131	LOC129797194	CQUJHB001427
OG0002132	LOC129792102	CQUJHB014710
OG0002133	LOC129793858	CQUJHB006683
OG0002134	LOC129790066	CQUJHB012801
OG0002135	LOC129795626	CQUJHB002700
OG0002136	LOC129789141	CQUJHB011012
OG0002137	LOC129789022	CQUJHB008468
OG0002138	LOC129786190	CQUJHB008948
OG0002139	LOC129788531	CQUJHB001861
OG0002140	LOC129792041	CQUJHB003839
OG0002141	LOC129794790	CQUJHB011348
OG0002142	LOC129794293	CQUJHB004693
OG0002143	LOC129794878	CQUJHB018228
OG0002144	LOC129796165	CQUJHB006170
OG0002145	LOC129794992	CQUJHB002789
OG0002146	LOC129792611	CQUJHB011719
OG0002149	LOC129795812	CQUJHB008545, CQUJHB010818
OG0002150	LOC129793207	CQUJHB011406
OG0002151	LOC129792849	CQUJHB009644, CQUJHB007757
OG0002152	LOC129787483	CQUJHB014510
OG0002153	LOC129792349	CQUJHB003031
OG0002154	LOC129786459	CQUJHB002808
OG0002156	LOC129795641	CQUJHB012918
OG0002157	LOC129794282	CQUJHB000632
OG0002158	LOC129792677	CQUJHB003434
OG0002159	LOC129793989	CQUJHB016275
OG0002160	LOC129788807	CQUJHB015104
OG0002161	LOC129789584	CQUJHB001120
OG0002162	LOC129792208	CQUJHB002048
OG0002163	LOC129789633, LOC129795922	CQUJHB004123
OG0002164	LOC129789915	CQUJHB003090
OG0002165	LOC129790660	CQUJHB005631
OG0002166	LOC129788457	CQUJHB015094
OG0002167	LOC129793573	CQUJHB009230
OG0002168	LOC129790952	CQUJHB009807
OG0002169	LOC129789473	CQUJHB008100
OG0002170	LOC129790189	CQUJHB015311
OG0002171	LOC129790264	CQUJHB017228
OG0002172	LOC129789140	CQUJHB013281
OG0002173	LOC129789107	CQUJHB000228
OG0002174	LOC129790705, LOC129790700	CQUJHB003725
OG0002176	LOC129789087	CQUJHB012513
OG0002177	LOC129795949	CQUJHB012766
OG0002178	LOC129795722	CQUJHB001425
OG0002179	LOC129789021	CQUJHB001471
OG0002180	LOC129793143	CQUJHB003808
OG0002181	LOC129790196	CQUJHB017639, CQUJHB016180
OG0002182	LOC129786453	CQUJHB006550
OG0002183	LOC129791374	CQUJHB012486
OG0002184	LOC129797310	CQUJHB008635
OG0002185	LOC129795865	CQUJHB016880
OG0002186	LOC129797706	CQUJHB004159
OG0002187	LOC129786836	CQUJHB017101
OG0002188	LOC129786895	CQUJHB016517
OG0002189	LOC129787436	CQUJHB016647
OG0002190	LOC129788388	CQUJHB002487
OG0002191	LOC129788510	CQUJHB018069
OG0002192	LOC129788448	CQUJHB005712
OG0002193	LOC129789440	CQUJHB007235
OG0002194	LOC129792408	CQUJHB013506
OG0002195	LOC129793090	CQUJHB010450
OG0002196	LOC129792947	CQUJHB010713
OG0002197	LOC129796307	CQUJHB000244
OG0002198	LOC129796032	CQUJHB006518
OG0002199	LOC129794812	CQUJHB009360
OG0002200	LOC129793181	CQUJHB005566
OG0002201	LOC129793237	CQUJHB005134
OG0002202	LOC129793200	CQUJHB004704
OG0002203	LOC129793485	CQUJHB012321, CQUJHB015547
OG0002204	LOC129788693	CQUJHB005442, CQUJHB009865
OG0002205	LOC129794185	CQUJHB007144
OG0002206	LOC129793211	CQUJHB011470
OG0002207	LOC129797559	CQUJHB004389
OG0002208	LOC129789628	CQUJHB015490
OG0002209	LOC129789680, LOC129789687	CQUJHB006118
OG0002210	LOC129791980	CQUJHB000032
OG0002211	LOC129787391	CQUJHB005012, CQUJHB008285
OG0002212	LOC129797348	CQUJHB006368
OG0002213	LOC129788136	CQUJHB013538
OG0002214	LOC129788860	CQUJHB000717
OG0002215	LOC129786768	CQUJHB005950
OG0002216	LOC129794210	CQUJHB009349
OG0002217	LOC129793381, LOC129793379	CQUJHB009119
OG0002218	LOC129788862	CQUJHB015348
OG0002219	LOC129790860	CQUJHB006148
OG0002220	LOC129797609	CQUJHB003376
OG0002221	LOC129787562	CQUJHB016640
OG0002222	LOC129793261	CQUJHB010238
OG0002223	LOC129795732	CQUJHB008688
OG0002224	LOC129797443	CQUJHB008876, CQUJHB001015
OG0002225	LOC129795743, LOC129795745	CQUJHB005632
OG0002226	LOC129796496	CQUJHB007377
OG0002227	LOC129795589	CQUJHB007253
OG0002229	LOC129795588	CQUJHB005588
OG0002230	LOC129796777	CQUJHB014027
OG0002231	LOC129788560	CQUJHB011725, CQUJHB008978, CQUJHB015693
OG0002232	LOC129785910	CQUJHB016597
OG0002233	LOC129793461	CQUJHB016148
OG0002234	LOC129792716	CQUJHB009841
OG0002235	LOC129796803	CQUJHB010122
OG0002236	LOC129789903, LOC129797367	CQUJHB007151
OG0002237	LOC129787792	CQUJHB014136
OG0002238	LOC129786065	CQUJHB014723
OG0002239	LOC129797602	CQUJHB003596
OG0002240	LOC129790493	CQUJHB000437
OG0002241	LOC129787979	CQUJHB004604
OG0002242	LOC129787955	CQUJHB014480
OG0002244	LOC129788699	CQUJHB005805
OG0002245	LOC129794046	CQUJHB016908
OG0002246	LOC129788702	CQUJHB010050
OG0002247	LOC129785965	CQUJHB004418, CQUJHB009622
OG0002248	LOC129790227, LOC129797606	CQUJHB016195
OG0002249	LOC129789817	CQUJHB009438
OG0002251	LOC129789579	CQUJHB014276
OG0002252	LOC129786273	CQUJHB009674
OG0002253	LOC129788451	CQUJHB004508
OG0002254	LOC129793410	CQUJHB004592
OG0002255	LOC129796246	CQUJHB010680
OG0002256	LOC129793333	CQUJHB008335
OG0002257	LOC129786737	CQUJHB013146
OG0002258	LOC129788415	CQUJHB003065
OG0002259	LOC129785858	CQUJHB004536
OG0002260	LOC129788509	CQUJHB003014, CQUJHB015254
OG0002261	LOC129793788	CQUJHB010012
OG0002262	LOC129791873	CQUJHB003690
OG0002263	LOC129791669	CQUJHB003385
OG0002264	LOC129793023	CQUJHB006913
OG0002265	LOC129791657	CQUJHB007912
OG0002266	LOC129785912	CQUJHB000401
OG0002267	LOC129791731, LOC129791729	CQUJHB011217
