Orthogroup	AsinensisChina	CquinquefasciatusJHB2020
OG0002460	ASIC022233	CQUJHB011919
OG0002461	ASIC022222	CQUJHB010798
OG0002462	ASIC014024	CQUJHB017675
OG0002463	ASIC020320	CQUJHB000507
OG0002464	ASIC009948	CQUJHB009902
OG0002465	ASIC020587	CQUJHB008691
OG0002466	ASIC019349	CQUJHB011920
OG0002467	ASIC019430, ASIC019429	CQUJHB006115
OG0002468	ASIC011552	CQUJHB012385
OG0002469	ASIC011553	CQUJHB011123
OG0002470	ASIC010257, ASIC018856	CQUJHB002211
OG0002471	ASIC012058	CQUJHB017557
OG0002472	ASIC006568	CQUJHB007761, CQUJHB001566
OG0002473	ASIC018869	CQUJHB012618
OG0002474	ASIC014426	CQUJHB006279
OG0002475	ASIC014434	CQUJHB001696
OG0002476	ASIC014429	CQUJHB001299
OG0002477	ASIC004761	CQUJHB009749
OG0002478	ASIC005798	CQUJHB000020
OG0002479	ASIC015087	CQUJHB017215
OG0002480	ASIC017345	CQUJHB013708
OG0002481	ASIC006614	CQUJHB005702
OG0002482	ASIC007108	CQUJHB000819
OG0002483	ASIC010486	CQUJHB000171
OG0002484	ASIC020961, ASIC020959	CQUJHB010442
OG0002485	ASIC021040	CQUJHB005479
OG0002486	ASIC020964	CQUJHB007533
OG0002487	ASIC020954	CQUJHB016355
OG0002488	ASIC009336	CQUJHB010277, CQUJHB010094
OG0002489	ASIC022364	CQUJHB006093, CQUJHB018006
OG0002490	ASIC022160	CQUJHB012668, CQUJHB015680
OG0002491	ASIC015614	CQUJHB013800
OG0002492	ASIC015613	CQUJHB015851
OG0002493	ASIC015890	CQUJHB015991
OG0002494	ASIC015612	CQUJHB007287
OG0002495	ASIC000337	CQUJHB008579
OG0002496	ASIC007061	CQUJHB017281
OG0002497	ASIC021722	CQUJHB003657
OG0002498	ASIC008689	CQUJHB000643
OG0002499	ASIC005073	CQUJHB007300
OG0002500	ASIC008998	CQUJHB011172
OG0002501	ASIC008994	CQUJHB007006
OG0002502	ASIC014961, ASIC014962	CQUJHB013686
OG0002503	ASIC008990	CQUJHB015917
OG0002504	ASIC008988	CQUJHB008232
OG0002505	ASIC004554	CQUJHB012068, CQUJHB008038
OG0002506	ASIC020872	CQUJHB003498
OG0002507	ASIC020875	CQUJHB015187
OG0002508	ASIC015242	CQUJHB013504
OG0002509	ASIC021499, ASIC021498	CQUJHB012352
OG0002510	ASIC002752, ASIC002751	CQUJHB014679
OG0002511	ASIC007053	CQUJHB009676
OG0002512	ASIC002750	CQUJHB015655
OG0002513	ASIC012633	CQUJHB017553
OG0002514	ASIC002834	CQUJHB017708
OG0002515	ASIC003509	CQUJHB006348, CQUJHB015063
OG0002516	ASIC012928	CQUJHB006557
OG0002517	ASIC012933, ASIC012931	CQUJHB006228
OG0002518	ASIC012926	CQUJHB009619
OG0002519	ASIC020118	CQUJHB011239
OG0002520	ASIC000725	CQUJHB018416
OG0002521	ASIC017581	CQUJHB005754
OG0002522	ASIC021263, ASIC021262	CQUJHB001129
OG0002523	ASIC021256	CQUJHB012857
OG0002524	ASIC007579	CQUJHB012681
OG0002525	ASIC000827	CQUJHB001347
OG0002526	ASIC012302, ASIC012303	CQUJHB001835
OG0002527	ASIC000828	CQUJHB013109
OG0002528	ASIC000823	CQUJHB014190
OG0002529	ASIC000829	CQUJHB010186
OG0002530	ASIC014810	CQUJHB007078, CQUJHB013495
OG0002531	ASIC014767, ASIC014769	CQUJHB007211, CQUJHB011313
OG0002532	ASIC014818	CQUJHB004346
OG0002533	ASIC014798	CQUJHB014674
OG0002534	ASIC014806, ASIC014796	CQUJHB013984
OG0002535	ASIC014484	CQUJHB003824
OG0002536	ASIC010632	CQUJHB009733
OG0002537	ASIC019630	CQUJHB015268
OG0002538	ASIC020720	CQUJHB002497, CQUJHB005070
OG0002539	ASIC013106	CQUJHB008846
OG0002540	ASIC020731	CQUJHB011114
OG0002541	ASIC013105	CQUJHB011485
OG0002542	ASIC015285	CQUJHB012656
OG0002543	ASIC002949	CQUJHB017907
OG0002544	ASIC007414	CQUJHB005985
OG0002545	ASIC007254	CQUJHB004140
OG0002546	ASIC007266	CQUJHB017047
OG0002547	ASIC012905	CQUJHB017911
OG0002548	ASIC012910	CQUJHB014078
OG0002549	ASIC018963	CQUJHB015145
OG0002550	ASIC011099	CQUJHB004044
OG0002552	ASIC018970	CQUJHB014048
OG0002553	ASIC007443	CQUJHB010136
OG0002554	ASIC016006	CQUJHB006278
OG0002555	ASIC011392	CQUJHB004110
OG0002556	ASIC012854	CQUJHB013878
OG0002557	ASIC018107	CQUJHB017473, CQUJHB005775
OG0002558	ASIC018116	CQUJHB002217
OG0002559	ASIC018108	CQUJHB007385
OG0002560	ASIC018109	CQUJHB006910
OG0002561	ASIC013215	CQUJHB015452
OG0002562	ASIC016335	CQUJHB012582
OG0002563	ASIC016334	CQUJHB014513
OG0002564	ASIC003120	CQUJHB010984
OG0002565	ASIC016276	CQUJHB003369
OG0002566	ASIC017832	CQUJHB001402
OG0002567	ASIC002420, ASIC002421	CQUJHB005685
OG0002568	ASIC017835, ASIC017834	CQUJHB000006
OG0002569	ASIC003356, ASIC003357	CQUJHB000293
OG0002571	ASIC004358, ASIC004359	CQUJHB006090
OG0002572	ASIC005172, ASIC005173	CQUJHB017578
OG0002573	ASIC019271, ASIC000881	CQUJHB016861
OG0002574	ASIC018243	CQUJHB000934
OG0002575	ASIC015443	CQUJHB010355
OG0002576	ASIC018239	CQUJHB017097
OG0002577	ASIC003714	CQUJHB016962
OG0002578	ASIC008353, ASIC001767	CQUJHB012644
OG0002579	ASIC021086	CQUJHB001217
OG0002580	ASIC004910	CQUJHB017277
OG0002581	ASIC007713	CQUJHB008792
OG0002582	ASIC019641	CQUJHB013520
OG0002583	ASIC004911	CQUJHB000170
OG0002584	ASIC020124	CQUJHB000376
OG0002585	ASIC020126	CQUJHB015510
OG0002587	ASIC018012	CQUJHB008457
OG0002588	ASIC005051	CQUJHB010356, CQUJHB017480
OG0002589	ASIC005050	CQUJHB007419, CQUJHB017663
OG0002590	ASIC018014	CQUJHB007825
OG0002593	ASIC014230	CQUJHB012538
OG0002594	ASIC004666	CQUJHB010227, CQUJHB001162
OG0002595	ASIC003840	CQUJHB000364
OG0002596	ASIC020997	CQUJHB003929
OG0002597	ASIC020998	CQUJHB002609
OG0002598	ASIC005788	CQUJHB005715
OG0002599	ASIC017737	CQUJHB014079
OG0002600	ASIC017726	CQUJHB014170
OG0002601	ASIC014591	CQUJHB005109
OG0002602	ASIC011704, ASIC011703	CQUJHB013121
OG0002603	ASIC006181	CQUJHB007242
OG0002604	ASIC006117	CQUJHB011962
OG0002605	ASIC006110	CQUJHB005007
OG0002606	ASIC006109, ASIC006108	CQUJHB009873
OG0002607	ASIC017188	CQUJHB004753
OG0002608	ASIC008013, ASIC008014	CQUJHB014707
OG0002609	ASIC020088, ASIC020087	CQUJHB009964
OG0002610	ASIC008004	CQUJHB012314
OG0002611	ASIC018495	CQUJHB006484
OG0002612	ASIC016479	CQUJHB007541, CQUJHB014776
OG0002613	ASIC021728, ASIC021739	CQUJHB017552
OG0002614	ASIC008403	CQUJHB009165
OG0002615	ASIC008433	CQUJHB013323
OG0002616	ASIC008407	CQUJHB004053
OG0002617	ASIC008404	CQUJHB014044
OG0002618	ASIC013458	CQUJHB016262
OG0002619	ASIC013457	CQUJHB005387, CQUJHB012817
OG0002620	ASIC013456, ASIC013454	CQUJHB001622
OG0002621	ASIC021047	CQUJHB006066
OG0002623	ASIC012655	CQUJHB009671
OG0002624	ASIC013315	CQUJHB006768
OG0002625	ASIC011971	CQUJHB000731
OG0002626	ASIC003204	CQUJHB014604
OG0002627	ASIC011007	CQUJHB008047
OG0002628	ASIC011005, ASIC011004	CQUJHB010447
OG0002629	ASIC006101	CQUJHB007559
OG0002630	ASIC006121	CQUJHB015682
OG0002631	ASIC006602	CQUJHB010106
OG0002633	ASIC010828	CQUJHB010113
OG0002634	ASIC010829	CQUJHB009470
OG0002635	ASIC013940	CQUJHB000728
OG0002636	ASIC019086, ASIC019085	CQUJHB014197
OG0002637	ASIC021355	CQUJHB001164
OG0002638	ASIC015907	CQUJHB004695, CQUJHB008952
OG0002639	ASIC005692, ASIC007594	CQUJHB005136
OG0002640	ASIC002799	CQUJHB000308
OG0002641	ASIC000702	CQUJHB002923
OG0002642	ASIC002803	CQUJHB007883
OG0002643	ASIC002802	CQUJHB010422
OG0002644	ASIC007237	CQUJHB008871
OG0002645	ASIC007233	CQUJHB001356
OG0002646	ASIC007226	CQUJHB018457
OG0002647	ASIC007239	CQUJHB011256
OG0002648	ASIC007234	CQUJHB012024
OG0002649	ASIC019374	CQUJHB010624
OG0002650	ASIC009533	CQUJHB004020
OG0002651	ASIC017006	CQUJHB001729
OG0002652	ASIC008503	CQUJHB000162
OG0002653	ASIC008452	CQUJHB016662
OG0002654	ASIC011225	CQUJHB001055
OG0002655	ASIC009782	CQUJHB013077
OG0002656	ASIC008428	CQUJHB015806
OG0002657	ASIC006434	CQUJHB008092
OG0002658	ASIC010728	CQUJHB010572
OG0002659	ASIC010904	CQUJHB001345
OG0002660	ASIC000609	CQUJHB015998
OG0002661	ASIC007451	CQUJHB000685
OG0002662	ASIC015452	CQUJHB001289
OG0002663	ASIC022355	CQUJHB005294
OG0002664	ASIC017789	CQUJHB017689
OG0002665	ASIC007155	CQUJHB005976
OG0002666	ASIC007470, ASIC007471	CQUJHB002953
OG0002667	ASIC002855	CQUJHB014443
OG0002668	ASIC002858	CQUJHB005696
OG0002669	ASIC002857	CQUJHB018482
OG0002670	ASIC005664	CQUJHB016241, CQUJHB012834
OG0002671	ASIC002862	CQUJHB012955
OG0002672	ASIC002861	CQUJHB008399
OG0002673	ASIC007106	CQUJHB003072
OG0002674	ASIC020385	CQUJHB017149
OG0002675	ASIC003912	CQUJHB003537
OG0002676	ASIC020231	CQUJHB010937
OG0002678	ASIC007572	CQUJHB012239
OG0002679	ASIC011465	CQUJHB004260
OG0002680	ASIC014841, ASIC014840	CQUJHB012667
OG0002681	ASIC022212	CQUJHB008560
OG0002682	ASIC008341	CQUJHB004519
OG0002683	ASIC008343	CQUJHB006002
OG0002684	ASIC008339, ASIC008340	CQUJHB015994
OG0002685	ASIC008155	CQUJHB016204, CQUJHB009364
OG0002686	ASIC015162	CQUJHB015400, CQUJHB015398
OG0002687	ASIC007836, ASIC007838, ASIC007837	CQUJHB014346
OG0002688	ASIC008192	CQUJHB003012
OG0002689	ASIC004790	CQUJHB002488
OG0002691	ASIC009526	CQUJHB017902
OG0002692	ASIC008569, ASIC008580	CQUJHB000399
OG0002693	ASIC016186	CQUJHB007979
OG0002694	ASIC010636	CQUJHB005894
OG0002695	ASIC009649	CQUJHB018357
OG0002696	ASIC018680	CQUJHB016207
OG0002697	ASIC021647	CQUJHB015223, CQUJHB014396
OG0002698	ASIC021642	CQUJHB000191, CQUJHB009764
OG0002699	ASIC019318	CQUJHB006257
OG0002700	ASIC005169, ASIC005167	CQUJHB002027
OG0002701	ASIC012958	CQUJHB018235
OG0002702	ASIC020463	CQUJHB017824
OG0002703	ASIC012581	CQUJHB012883
OG0002704	ASIC012577	CQUJHB005677
OG0002705	ASIC014274	CQUJHB015309
OG0002706	ASIC002702	CQUJHB006954
OG0002707	ASIC008788	CQUJHB009064
OG0002708	ASIC003654	CQUJHB014646
OG0002709	ASIC009711	CQUJHB004296
OG0002710	ASIC014050	CQUJHB010975, CQUJHB009120
OG0002711	ASIC009572, ASIC009574	CQUJHB003110
OG0002712	ASIC015787	CQUJHB006081
OG0002713	ASIC012200	CQUJHB009419
OG0002714	ASIC021175	CQUJHB012566
OG0002715	ASIC021173, ASIC021171	CQUJHB011987
OG0002716	ASIC021174	CQUJHB012279
OG0002718	ASIC016797	CQUJHB008873
OG0002719	ASIC018140	CQUJHB003272
OG0002720	ASIC018143, ASIC018142	CQUJHB007096
OG0002723	ASIC014577	CQUJHB004797
OG0002724	ASIC016826	CQUJHB014011
OG0002725	ASIC009831, ASIC009832	CQUJHB001455
OG0002726	ASIC013430	CQUJHB015298
OG0002727	ASIC015128	CQUJHB014575
OG0002728	ASIC013884	CQUJHB005642
OG0002729	ASIC013919	CQUJHB004878
OG0002730	ASIC013888	CQUJHB000842
OG0002731	ASIC013918	CQUJHB007189
OG0002732	ASIC016541	CQUJHB017636
OG0002733	ASIC002371	CQUJHB000668
OG0002734	ASIC007018	CQUJHB017177
OG0002735	ASIC007011	CQUJHB010265
OG0002736	ASIC002628	CQUJHB007073
OG0002737	ASIC017629	CQUJHB017928
OG0002738	ASIC017619	CQUJHB001872
OG0002739	ASIC011276	CQUJHB003138
OG0002740	ASIC015561	CQUJHB006895
OG0002741	ASIC015555	CQUJHB013964, CQUJHB008974
OG0002743	ASIC010972	CQUJHB011213
OG0002744	ASIC006215	CQUJHB018454
OG0002745	ASIC014048	CQUJHB007694
OG0002746	ASIC012530	CQUJHB012821
OG0002747	ASIC011725	CQUJHB013511
OG0002748	ASIC008810	CQUJHB005087
OG0002749	ASIC007786	CQUJHB014828
OG0002750	ASIC012557	CQUJHB013539
OG0002751	ASIC008850	CQUJHB017583, CQUJHB009012
OG0002752	ASIC008854	CQUJHB014117
OG0002753	ASIC014650	CQUJHB002493
OG0002754	ASIC010054	CQUJHB013283
OG0002755	ASIC009615	CQUJHB000567
OG0002756	ASIC015056	CQUJHB000491
OG0002757	ASIC015058	CQUJHB017655
OG0002758	ASIC018925	CQUJHB001767
OG0002759	ASIC018928	CQUJHB002397
OG0002760	ASIC018927	CQUJHB007807
OG0002761	ASIC002076	CQUJHB000656
OG0002762	ASIC014207	CQUJHB003803
OG0002763	ASIC014199	CQUJHB014238
OG0002764	ASIC011047	CQUJHB001583
OG0002765	ASIC019211	CQUJHB009022, CQUJHB015690
OG0002766	ASIC019281	CQUJHB011679
OG0002767	ASIC003805	CQUJHB005870
OG0002768	ASIC003810	CQUJHB017884
OG0002769	ASIC003808	CQUJHB008154
OG0002770	ASIC011048	CQUJHB003361
OG0002771	ASIC021873	CQUJHB015723
OG0002772	ASIC014852	CQUJHB009477
OG0002773	ASIC004353	CQUJHB008171
OG0002774	ASIC020679	CQUJHB003745
OG0002775	ASIC013500	CQUJHB015681
OG0002776	ASIC008216	CQUJHB008014
OG0002777	ASIC008310, ASIC008311	CQUJHB002983
OG0002778	ASIC018145	CQUJHB018233
OG0002779	ASIC017803	CQUJHB012394, CQUJHB004353
OG0002780	ASIC017775	CQUJHB009615
OG0002781	ASIC012593	CQUJHB014793, CQUJHB006808
OG0002782	ASIC014915	CQUJHB015335
OG0002783	ASIC007595	CQUJHB014898
OG0002784	ASIC020418	CQUJHB000246
OG0002785	ASIC004821	CQUJHB014794
OG0002786	ASIC014390	CQUJHB013234
OG0002787	ASIC015328	CQUJHB007856
OG0002788	ASIC007129	CQUJHB007881
OG0002789	ASIC011845	CQUJHB009943
OG0002790	ASIC004010, ASIC004011	CQUJHB003765
OG0002791	ASIC009887	CQUJHB000527
OG0002792	ASIC004612	CQUJHB011211
OG0002793	ASIC003490	CQUJHB013892
OG0002794	ASIC005226	CQUJHB006425
OG0002795	ASIC004951	CQUJHB015869
OG0002796	ASIC018289	CQUJHB009593
OG0002796	ASIC018290	CQUJHB007584
OG0002797	ASIC021588, ASIC021589	CQUJHB004342
OG0002798	ASIC014326	CQUJHB014675
OG0002800	ASIC003098	CQUJHB017318
OG0002801	ASIC003096	CQUJHB015722
OG0002802	ASIC015885	CQUJHB011020
OG0002803	ASIC016970	CQUJHB014524, CQUJHB002908
OG0002805	ASIC013492	CQUJHB016341, CQUJHB003394
OG0002806	ASIC013493	CQUJHB007138
OG0002807	ASIC013434	CQUJHB004195
OG0002808	ASIC011397	CQUJHB016317
OG0002809	ASIC011400	CQUJHB005263
OG0002810	ASIC011398	CQUJHB011898
OG0002811	ASIC018521	CQUJHB016907
OG0002812	ASIC018522	CQUJHB002980
OG0002813	ASIC004458	CQUJHB003349, CQUJHB006440
OG0002814	ASIC010067	CQUJHB017465
OG0002815	ASIC017088, ASIC000995, ASIC005334	CQUJHB014215
OG0002816	ASIC010066, ASIC010065	CQUJHB006284
OG0002817	ASIC005530	CQUJHB006151
OG0002818	ASIC014105	CQUJHB013688
OG0002819	ASIC003034	CQUJHB017352
OG0002820	ASIC015095	CQUJHB005188, CQUJHB012694
OG0002821	ASIC009979	CQUJHB017653
OG0002822	ASIC008261	CQUJHB013846
OG0002823	ASIC013702	CQUJHB010344
OG0002824	ASIC002485	CQUJHB010997
OG0002825	ASIC005535	CQUJHB017262
OG0002826	ASIC002574	CQUJHB013702
OG0002827	ASIC021410	CQUJHB007967
OG0002828	ASIC016867	CQUJHB010048
OG0002829	ASIC004075	CQUJHB013432
OG0002830	ASIC004076	CQUJHB010064
OG0002831	ASIC004061	CQUJHB009348
OG0002832	ASIC010374	CQUJHB015620
OG0002833	ASIC008168, ASIC008169	CQUJHB009678
OG0002834	ASIC008172, ASIC008173	CQUJHB009464
OG0002835	ASIC005399	CQUJHB014375
OG0002836	ASIC019311	CQUJHB001594
OG0002837	ASIC019310	CQUJHB011183
OG0002838	ASIC019690	CQUJHB000604
OG0002839	ASIC004874	CQUJHB006208
OG0002840	ASIC004879, ASIC004878	CQUJHB014135
OG0002841	ASIC011568	CQUJHB012841
OG0002842	ASIC011557	CQUJHB015322
OG0002843	ASIC011546	CQUJHB015662
OG0002844	ASIC011524	CQUJHB013567
OG0002845	ASIC018518	CQUJHB002985
OG0002846	ASIC020409	CQUJHB009626, CQUJHB006435
OG0002847	ASIC003296	CQUJHB002149
OG0002849	ASIC019466	CQUJHB017635
OG0002850	ASIC019469	CQUJHB001958
OG0002851	ASIC018923	CQUJHB010908
OG0002852	ASIC018916	CQUJHB001574
OG0002853	ASIC018924	CQUJHB015414
OG0002854	ASIC020582, ASIC020586	CQUJHB011629
OG0002855	ASIC006157	CQUJHB013354
OG0002856	ASIC014243	CQUJHB002888
OG0002858	ASIC007067, ASIC001983	CQUJHB017353
OG0002859	ASIC007066	CQUJHB011381
OG0002860	ASIC014845	CQUJHB005968
OG0002861	ASIC001564	CQUJHB003151
OG0002862	ASIC006726	CQUJHB014704
OG0002863	ASIC018624	CQUJHB000810
OG0002864	ASIC003485	CQUJHB006195
OG0002866	ASIC020741	CQUJHB005563
OG0002867	ASIC015779	CQUJHB008387
OG0002868	ASIC005136	CQUJHB008884
OG0002869	ASIC005222	CQUJHB005511
OG0002870	ASIC015052	CQUJHB003209
OG0002871	ASIC015483	CQUJHB009365
OG0002872	ASIC006123	CQUJHB005681
OG0002873	ASIC017226	CQUJHB005179
OG0002874	ASIC013516	CQUJHB012748
OG0002875	ASIC019599	CQUJHB000053
OG0002876	ASIC011764	CQUJHB005692, CQUJHB017981
OG0002877	ASIC020070	CQUJHB007974
OG0002878	ASIC014747	CQUJHB011650
OG0002879	ASIC006465	CQUJHB012256
OG0002880	ASIC002239	CQUJHB000646
OG0002881	ASIC002244	CQUJHB013885
OG0002882	ASIC006154	CQUJHB007846
OG0002884	ASIC004634	CQUJHB010592, CQUJHB015110
OG0002885	ASIC018336	CQUJHB011674, CQUJHB015574
OG0002886	ASIC013217	CQUJHB014993
OG0002887	ASIC015032	CQUJHB007328
OG0002889	ASIC003668	CQUJHB000995
OG0002890	ASIC011322	CQUJHB006624
OG0002891	ASIC013219	CQUJHB004524
OG0002892	ASIC011321	CQUJHB010365
OG0002893	ASIC013208	CQUJHB015973
OG0002894	ASIC018583	CQUJHB002141, CQUJHB010241
OG0002895	ASIC017352	CQUJHB000993
OG0002896	ASIC020992, ASIC020991	CQUJHB006791
OG0002897	ASIC003795	CQUJHB012160
OG0002898	ASIC003762	CQUJHB002872
OG0002899	ASIC010697	CQUJHB000108
OG0002900	ASIC022314	CQUJHB008071
OG0002901	ASIC013542	CQUJHB001609
OG0002902	ASIC013548	CQUJHB012744
OG0002903	ASIC013538	CQUJHB000664
OG0002904	ASIC017407	CQUJHB000307
OG0002905	ASIC012860	CQUJHB013499
OG0002906	ASIC012856	CQUJHB007768
OG0002907	ASIC009178	CQUJHB003127
OG0002908	ASIC004628	CQUJHB003526
OG0002909	ASIC013248	CQUJHB001264, CQUJHB000990, CQUJHB011590
OG0002910	ASIC004658	CQUJHB004741
OG0002911	ASIC016888	CQUJHB018341, CQUJHB014907
OG0002912	ASIC008034	CQUJHB011275
OG0002913	ASIC013259	CQUJHB004289
OG0002914	ASIC016771	CQUJHB002143
OG0002915	ASIC011218	CQUJHB006179
OG0002916	ASIC001366	CQUJHB011848
OG0002917	ASIC004104	CQUJHB018379
OG0002918	ASIC013479	CQUJHB011325
OG0002919	ASIC007087	CQUJHB013053
OG0002920	ASIC021923	CQUJHB013598
OG0002921	ASIC009054	CQUJHB010426
OG0002922	ASIC010247	CQUJHB000913
OG0002923	ASIC014118	CQUJHB017522, CQUJHB015544
OG0002924	ASIC007264	CQUJHB002430
OG0002925	ASIC008189, ASIC017143	CQUJHB015219
OG0002926	ASIC005021	CQUJHB012973
OG0002927	ASIC018070	CQUJHB003550
OG0002928	ASIC018059, ASIC018081	CQUJHB017127
OG0002929	ASIC019260	CQUJHB001946
OG0002930	ASIC008239	CQUJHB004771, CQUJHB010696
OG0002931	ASIC002050	CQUJHB013263
OG0002932	ASIC014440	CQUJHB003872
OG0002933	ASIC007800	CQUJHB010767
OG0002934	ASIC008903	CQUJHB006944
OG0002935	ASIC010925	CQUJHB014768
OG0002936	ASIC004970	CQUJHB014360
OG0002937	ASIC016717	CQUJHB005507, CQUJHB015281
OG0002938	ASIC016713	CQUJHB010366
OG0002939	ASIC019165	CQUJHB014061
OG0002941	ASIC013381, ASIC013382	CQUJHB017961
OG0002942	ASIC003760, ASIC003761	CQUJHB017386
OG0002943	ASIC018798	CQUJHB011264
OG0002944	ASIC015898	CQUJHB002586, CQUJHB018121
OG0002945	ASIC017930	CQUJHB005838
OG0002946	ASIC011277	CQUJHB003648, CQUJHB005344
OG0002947	ASIC017812	CQUJHB006102
OG0002948	ASIC005496	CQUJHB014507
OG0002949	ASIC011832	CQUJHB001765
OG0002950	ASIC009342	CQUJHB003604
OG0002951	ASIC005498	CQUJHB015745
OG0002952	ASIC017139	CQUJHB007677
OG0002953	ASIC018599	CQUJHB006997
OG0002954	ASIC006244	CQUJHB008098
OG0002955	ASIC016039	CQUJHB017802
OG0002956	ASIC000816	CQUJHB004884
OG0002958	ASIC015440	CQUJHB003744
OG0002959	ASIC019400	CQUJHB014528
OG0002960	ASIC018184	CQUJHB018348
OG0002961	ASIC008116, ASIC008117	CQUJHB011372
OG0002962	ASIC011756, ASIC011754	CQUJHB003588
OG0002963	ASIC011759	CQUJHB017503
OG0002964	ASIC018354	CQUJHB000498
OG0002965	ASIC006699	CQUJHB015756
OG0002966	ASIC018078	CQUJHB006197
OG0002967	ASIC018089	CQUJHB005627
OG0002968	ASIC020111	CQUJHB002581
OG0002969	ASIC010413	CQUJHB002490, CQUJHB002851
OG0002970	ASIC014324	CQUJHB015165, CQUJHB015125
OG0002971	ASIC014862, ASIC014863	CQUJHB009592
OG0002972	ASIC009530	CQUJHB010523
OG0002973	ASIC006755	CQUJHB010158
OG0002974	ASIC005994	CQUJHB004011
OG0002975	ASIC005996	CQUJHB005232
OG0002976	ASIC019249	CQUJHB009657
OG0002977	ASIC003336	CQUJHB015572
OG0002978	ASIC011034, ASIC005376	CQUJHB006347
OG0002979	ASIC019397	CQUJHB011612
OG0002980	ASIC010372	CQUJHB000504
OG0002981	ASIC010368	CQUJHB015412
OG0002983	ASIC020890	CQUJHB007199
OG0002984	ASIC014696	CQUJHB016832
OG0002985	ASIC003006	CQUJHB003718
OG0002986	ASIC019133	CQUJHB003552
OG0002987	ASIC019111	CQUJHB000494
OG0002988	ASIC014265	CQUJHB010053
OG0002989	ASIC000617	CQUJHB001911
OG0002990	ASIC012489	CQUJHB016993
OG0002991	ASIC014661	CQUJHB005004
OG0002992	ASIC004481	CQUJHB011956, CQUJHB016419
OG0002994	ASIC018177	CQUJHB004870
OG0002995	ASIC016757	CQUJHB013641, CQUJHB002046
OG0002996	ASIC001516	CQUJHB016032
OG0002997	ASIC001517	CQUJHB001058
OG0002998	ASIC009547	CQUJHB009479
OG0002999	ASIC012786	CQUJHB000258
OG0003000	ASIC006164	CQUJHB004097
OG0003001	ASIC006161	CQUJHB017995
OG0003002	ASIC006165	CQUJHB008549
OG0003003	ASIC006162	CQUJHB000601, CQUJHB014192
OG0003004	ASIC008721	CQUJHB005063
OG0003005	ASIC012945	CQUJHB016594
OG0003006	ASIC012946	CQUJHB013332
OG0003007	ASIC015882, ASIC015883	CQUJHB007613
OG0003008	ASIC003713, ASIC003820	CQUJHB009918
OG0003009	ASIC011587	CQUJHB012915
OG0003010	ASIC011586	CQUJHB000695
OG0003011	ASIC011234	CQUJHB003159
OG0003012	ASIC017335, ASIC016920	CQUJHB006507
OG0003013	ASIC009638	CQUJHB017479
OG0003014	ASIC008222	CQUJHB015008
OG0003015	ASIC009856	CQUJHB003777
OG0003016	ASIC009854	CQUJHB015266
OG0003017	ASIC011309	CQUJHB007770
OG0003018	ASIC010205	CQUJHB014626
OG0003019	ASIC011592	CQUJHB016290
OG0003020	ASIC012837	CQUJHB014479
OG0003021	ASIC001120, ASIC020843	CQUJHB011653
OG0003022	ASIC012648	CQUJHB001168
OG0003023	ASIC017186	CQUJHB011813
OG0003024	ASIC022272, ASIC011043	CQUJHB001416
OG0003025	ASIC001487	CQUJHB008160
OG0003026	ASIC017973	CQUJHB005194
OG0003027	ASIC017967	CQUJHB006408
OG0003028	ASIC017972	CQUJHB011209, CQUJHB002633
OG0003029	ASIC007506, ASIC007505	CQUJHB007168
OG0003030	ASIC013039	CQUJHB014749
OG0003031	ASIC017338	CQUJHB006196
OG0003032	ASIC005873, ASIC005872	CQUJHB006517
OG0003033	ASIC011755	CQUJHB003183
OG0003034	ASIC008144	CQUJHB011251
OG0003035	ASIC019960	CQUJHB014726
OG0003036	ASIC019959	CQUJHB018353
OG0003037	ASIC016588	CQUJHB000738
OG0003038	ASIC016590	CQUJHB001818
OG0003039	ASIC005680	CQUJHB013799
OG0003040	ASIC021701	CQUJHB004887
OG0003042	ASIC012047, ASIC012048	CQUJHB012914
OG0003043	ASIC012043	CQUJHB009812
OG0003044	ASIC012046	CQUJHB001211
OG0003045	ASIC019210	CQUJHB015048
OG0003046	ASIC019989	CQUJHB016363
OG0003047	ASIC011771	CQUJHB010519
OG0003048	ASIC014378, ASIC001680	CQUJHB004527
OG0003049	ASIC003682	CQUJHB018205
OG0003050	ASIC018006	CQUJHB010049
OG0003051	ASIC012315, ASIC012318	CQUJHB001492
OG0003052	ASIC011187	CQUJHB002618
OG0003053	ASIC014882	CQUJHB004633
OG0003054	ASIC011152	CQUJHB011266
OG0003055	ASIC003782	CQUJHB010561
OG0003056	ASIC000611, ASIC000622	CQUJHB006984
OG0003057	ASIC019098	CQUJHB015467
OG0003058	ASIC017047	CQUJHB009758, CQUJHB007459, CQUJHB013449
OG0003059	ASIC006894	CQUJHB016193
OG0003060	ASIC006236	CQUJHB009966
OG0003061	ASIC015922	CQUJHB009871
OG0003062	ASIC020179	CQUJHB015665
OG0003063	ASIC022344	CQUJHB008197
OG0003064	ASIC017983	CQUJHB009993
OG0003065	ASIC008898	CQUJHB002295
OG0003066	ASIC013815	CQUJHB014292
OG0003067	ASIC003642	CQUJHB015903
OG0003068	ASIC004913	CQUJHB005659
OG0003069	ASIC010245	CQUJHB010955
OG0003070	ASIC011824	CQUJHB015330
OG0003071	ASIC015308	CQUJHB013245
OG0003072	ASIC006518	CQUJHB008150
OG0003073	ASIC016707	CQUJHB000592
OG0003074	ASIC008494, ASIC004520	CQUJHB003367
