Orthogroup	AsinensisChina	AdirusWRAIR2
OG0002886	ASIC013217	ADIR002869
OG0002887	ASIC015032	ADIR006938
OG0002889	ASIC003668	ADIR000125
OG0002890	ASIC011322	ADIR002569
OG0002891	ASIC013219	ADIR002573
OG0002892	ASIC011321	ADIR002570
OG0002893	ASIC013208	ADIR002572
OG0002894	ASIC018583	ADIR010974, ADIR009234
OG0002895	ASIC017352	ADIR007359
OG0002896	ASIC020992, ASIC020991	ADIR010162
OG0002897	ASIC003795	ADIR007009, ADIR001716
OG0002898	ASIC003762	ADIR007006
OG0002899	ASIC010697	ADIR009436
OG0002900	ASIC022314	ADIR011561
OG0002901	ASIC013542	ADIR003978
OG0002902	ASIC013548	ADIR003982
OG0002903	ASIC013538	ADIR003977
OG0002904	ASIC017407	ADIR000776
OG0002905	ASIC012860	ADIR009298
OG0002906	ASIC012856	ADIR009302
OG0002907	ASIC009178	ADIR011537
OG0002908	ASIC004628	ADIR002635
OG0002909	ASIC013248	ADIR009877
OG0002910	ASIC004658	ADIR005325
OG0002911	ASIC016888	ADIR007749
OG0002912	ASIC008034	ADIR003093
OG0002913	ASIC013259	ADIR009873
OG0002914	ASIC016771	ADIR003726
OG0002915	ASIC011218	ADIR005733
OG0002916	ASIC001366	ADIR006746
OG0002917	ASIC004104	ADIR015778
OG0002918	ASIC013480	ADIR004108
OG0002919	ASIC007087	ADIR001129
OG0002920	ASIC021923	ADIR004449
OG0002921	ASIC009054	ADIR010864
OG0002922	ASIC010247	ADIR001048
OG0002923	ASIC014118	ADIR006813
OG0002924	ASIC007264	ADIR006037
OG0002925	ASIC008189, ASIC017143	ADIR005211
OG0002926	ASIC005021	ADIR001815
OG0002927	ASIC018070	ADIR000492
OG0002928	ASIC018059	ADIR000491
OG0002929	ASIC019260	ADIR001561
OG0002930	ASIC008239	ADIR015983
OG0002931	ASIC002050	ADIR003025
OG0002932	ASIC014440	ADIR011283
OG0002933	ASIC007800	ADIR008217
OG0002934	ASIC008903	ADIR005845
OG0002935	ASIC010925	ADIR008502
OG0002936	ASIC004970	ADIR009654
OG0002937	ASIC016717	ADIR004141
OG0002938	ASIC016713	ADIR004145
OG0002939	ASIC019165	ADIR003669
OG0002941	ASIC013381, ASIC013382	ADIR003219
OG0002942	ASIC003760, ASIC003761	ADIR007071
OG0002943	ASIC018798	ADIR008728
OG0002944	ASIC015898	ADIR009749
OG0002945	ASIC017930	ADIR000396
OG0002946	ASIC011277	ADIR009149
OG0002947	ASIC017812	ADIR000458
OG0002948	ASIC005496	ADIR008310
OG0002949	ASIC011832	ADIR009110
OG0002950	ASIC009342	ADIR005745
OG0002951	ASIC005498	ADIR008312
OG0002952	ASIC017139	ADIR006569
OG0002953	ASIC018599	ADIR001127
OG0002954	ASIC006244	ADIR001388
OG0002955	ASIC016039	ADIR001667
OG0002956	ASIC000816	ADIR002728
OG0002958	ASIC015440	ADIR000275, ADIR000277
OG0002959	ASIC019400	ADIR001724
OG0002960	ASIC018184	ADIR002338
OG0002961	ASIC008117	ADIR004342
OG0002962	ASIC011756, ASIC011754	ADIR004237
OG0002963	ASIC011759	ADIR004234
OG0002964	ASIC018354	ADIR010783
OG0002965	ASIC006699	ADIR006098
OG0002966	ASIC018078	ADIR001944
OG0002967	ASIC018089	ADIR001949
OG0002968	ASIC020111	ADIR005491
OG0002969	ASIC010413	ADIR009226
OG0002970	ASIC014324	ADIR005874
OG0002971	ASIC014862, ASIC014863	ADIR006655
OG0002972	ASIC009530	ADIR004625
OG0002973	ASIC006755	ADIR006132
OG0002974	ASIC005994	ADIR000390
OG0002975	ASIC005996	ADIR000388
OG0002976	ASIC019249	ADIR001560
OG0002977	ASIC003336	ADIR015517
OG0002978	ASIC011034, ASIC005376	ADIR001250
OG0002979	ASIC019397	ADIR001152
OG0002980	ASIC010372	ADIR008989
OG0002981	ASIC010368	ADIR008988
OG0002983	ASIC020890	ADIR004512
OG0002984	ASIC014696	ADIR003294
OG0002985	ASIC003006	ADIR008041
OG0002986	ASIC019133	ADIR001577
OG0002987	ASIC019111	ADIR001576
OG0002988	ASIC014265	ADIR009059
OG0002989	ASIC000617	ADIR001427
OG0002990	ASIC012489	ADIR003550
OG0002991	ASIC014661	ADIR004778
OG0002992	ASIC004481	ADIR003920
OG0002993	ASIC019228	ADIR008635
OG0002994	ASIC018177	ADIR002345
OG0002995	ASIC016757	ADIR003715
OG0002996	ASIC001516	ADIR004869
OG0002997	ASIC001517	ADIR004868
OG0002998	ASIC009547	ADIR003945
OG0002999	ASIC012786	ADIR008536
OG0003000	ASIC006164	ADIR010376
OG0003001	ASIC006161	ADIR002978
OG0003002	ASIC006165	ADIR010375
OG0003003	ASIC006162	ADIR002979
OG0003004	ASIC008721	ADIR006497
OG0003005	ASIC012945	ADIR016205, ADIR016206
OG0003006	ASIC012946	ADIR008152
OG0003007	ASIC015882, ASIC015883	ADIR009738
OG0003008	ASIC003713, ASIC003820	ADIR007081
OG0003009	ASIC011587	ADIR010117
OG0003010	ASIC011586	ADIR010116
OG0003011	ASIC011234	ADIR002553, ADIR002554
OG0003012	ASIC017335, ASIC016920	ADIR003910
OG0003013	ASIC009638	ADIR000850
OG0003014	ASIC008222	ADIR002712
OG0003015	ASIC009856	ADIR002881
OG0003016	ASIC009854	ADIR002882
OG0003017	ASIC011309	ADIR009167
OG0003018	ASIC010205	ADIR007146
OG0003019	ASIC011592	ADIR010120
OG0003020	ASIC012837	ADIR008542
OG0003021	ASIC001120, ASIC020843	ADIR009426
OG0003022	ASIC012648	ADIR005458
OG0003023	ASIC017186	ADIR005158
OG0003024	ASIC022272, ASIC011043	ADIR008051
OG0003025	ASIC001487	ADIR009331
OG0003026	ASIC017973	ADIR002257
OG0003027	ASIC017967	ADIR002283
OG0003029	ASIC007506, ASIC007505	ADIR004006
OG0003030	ASIC013039	ADIR004391
OG0003031	ASIC017338	ADIR007371
OG0003032	ASIC005873, ASIC005872	ADIR004981
OG0003033	ASIC011755	ADIR008953
OG0003034	ASIC008144	ADIR006417
OG0003035	ASIC019960	ADIR001899
OG0003036	ASIC019959	ADIR014173
OG0003037	ASIC016588	ADIR007735
OG0003038	ASIC016590	ADIR007734
OG0003039	ASIC005680	ADIR003451
OG0003040	ASIC021701	ADIR010721
OG0003041	ASIC009123	ADIR004399
OG0003043	ASIC012043	ADIR011346
OG0003044	ASIC012046	ADIR011349
OG0003045	ASIC019210	ADIR001685
OG0003046	ASIC019989	ADIR006570
OG0003047	ASIC011771	ADIR003738
OG0003048	ASIC014378, ASIC001680	ADIR011315
OG0003049	ASIC003682	ADIR007086
OG0003050	ASIC018006	ADIR000555
OG0003051	ASIC012315, ASIC012318	ADIR008874
OG0003052	ASIC011187	ADIR005730
OG0003053	ASIC014882	ADIR008417
OG0003054	ASIC011152	ADIR010355
OG0003055	ASIC003782	ADIR007033
OG0003056	ASIC000611, ASIC000622	ADIR000991
OG0003057	ASIC019098	ADIR003644
OG0003058	ASIC017047	ADIR000825
OG0003059	ASIC006894	ADIR004850
OG0003060	ASIC006236	ADIR001393
OG0003061	ASIC015922	ADIR000101
OG0003062	ASIC020179	ADIR006735
OG0003063	ASIC022344	ADIR000015
OG0003064	ASIC017983	ADIR002267, ADIR002265
OG0003065	ASIC008898	ADIR005841
OG0003066	ASIC013815	ADIR010231
OG0003067	ASIC003642	ADIR002055
OG0003068	ASIC004913	ADIR010507
OG0003069	ASIC010245	ADIR001320, ADIR005545
OG0003070	ASIC011824	ADIR009103
OG0003071	ASIC015308	ADIR005628
OG0003072	ASIC006518	ADIR004708
OG0003073	ASIC016707	ADIR004149
OG0003074	ASIC008494, ASIC004520	ADIR005010
OG0003075	ASIC014483	ADIR001714
OG0003076	ASIC022175	ADIR000287, ADIR016089
OG0003077	ASIC008380	ADIR000285
OG0003078	ASIC021182	ADIR003807
OG0003079	ASIC013632	ADIR011005
OG0003080	ASIC012920	ADIR008136
OG0003081	ASIC020174	ADIR006732
OG0003082	ASIC014154	ADIR003939
OG0003083	ASIC021594	ADIR010511
OG0003084	ASIC008431	ADIR004546
OG0003085	ASIC011521	ADIR009995
OG0003086	ASIC014061	ADIR002906
OG0003087	ASIC019269	ADIR007992
OG0003088	ASIC005236	ADIR004586
OG0003089	ASIC008804	ADIR008901
OG0003090	ASIC009516	ADIR000937
OG0003091	ASIC012950	ADIR008156
OG0003092	ASIC014676	ADIR005170
OG0003093	ASIC019576, ASIC019532	ADIR007330
OG0003094	ASIC018255	ADIR002252
OG0003095	ASIC012143	ADIR011334
OG0003096	ASIC016881	ADIR007752
OG0003097	ASIC012096	ADIR011424
OG0003099	ASIC019700	ADIR007281
OG0003100	ASIC003089	ADIR008793
OG0003101	ASIC003320	ADIR002582
OG0003102	ASIC003447	ADIR011088
OG0003103	ASIC017259	ADIR004808
OG0003105	ASIC017257	ADIR015681
OG0003106	ASIC021927	ADIR004414, ADIR004415
OG0003107	ASIC002410	ADIR004151
OG0003108	ASIC019039	ADIR008826
OG0003109	ASIC006305	ADIR001414
OG0003110	ASIC017070	ADIR001447
OG0003111	ASIC018246	ADIR002280
OG0003112	ASIC016631	ADIR007729
OG0003113	ASIC012481	ADIR004500
OG0003114	ASIC011801	ADIR005605
OG0003115	ASIC014247	ADIR009050
OG0003116	ASIC009284	ADIR008846, ADIR008848
OG0003117	ASIC017346	ADIR007364
OG0003118	ASIC018938	ADIR008038
OG0003119	ASIC011781	ADIR003742
OG0003120	ASIC018814	ADIR008579
OG0003121	ASIC016819, ASIC016818	ADIR004211
OG0003122	ASIC006283	ADIR011671
OG0003123	ASIC016489	ADIR008622
OG0003124	ASIC012597	ADIR006326
OG0003125	ASIC014307	ADIR009042
OG0003126	ASIC012580	ADIR002952
OG0003127	ASIC006583	ADIR004913
OG0003128	ASIC020350, ASIC016055	ADIR001659
OG0003129	ASIC011943	ADIR002611
OG0003130	ASIC020764	ADIR011414
OG0003131	ASIC009513	ADIR000938
OG0003132	ASIC014337	ADIR005887
OG0003133	ASIC002562	ADIR002924
OG0003134	ASIC016788	ADIR006500
OG0003135	ASIC013471	ADIR009263
OG0003136	ASIC004519	ADIR005009
OG0003137	ASIC015139	ADIR007539
OG0003138	ASIC018096	ADIR001953
OG0003139	ASIC009118	ADIR002507
OG0003140	ASIC021929	ADIR004418
OG0003141	ASIC015620	ADIR000349
OG0003142	ASIC002418	ADIR009885
OG0003143	ASIC009775	ADIR008408
OG0003145	ASIC003172	ADIR000741
OG0003146	ASIC011823	ADIR011715
OG0003147	ASIC008417	ADIR004534
OG0003148	ASIC013011	ADIR003709
OG0003149	ASIC014491, ASIC014492	ADIR000330
OG0003150	ASIC000613	ADIR001426
OG0003151	ASIC011452	ADIR010059
OG0003152	ASIC020336	ADIR000963
OG0003153	ASIC010341	ADIR003032, ADIR003030
OG0003154	ASIC007321, ASIC007322	ADIR006055
OG0003155	ASIC021333	ADIR008179
OG0003156	ASIC021003	ADIR010168
OG0003157	ASIC007160	ADIR005948
OG0003158	ASIC019332	ADIR000034
OG0003159	ASIC012231	ADIR003888
OG0003160	ASIC020852	ADIR003350
OG0003162	ASIC011049	ADIR008043
OG0003163	ASIC012736	ADIR000090
OG0003164	ASIC006230, ASIC006231	ADIR001396
OG0003165	ASIC020608	ADIR010146
OG0003166	ASIC014447	ADIR011279
OG0003167	ASIC008610	ADIR009400
OG0003167	ASIC008609	ADIR009399
OG0003168	ASIC019609, ASIC020019	ADIR008322
OG0003169	ASIC010468	ADIR007699
OG0003170	ASIC020929	ADIR005378
OG0003171	ASIC018812	ADIR008581
OG0003171	ASIC018816	ADIR008578
OG0003172	ASIC011303	ADIR009166
OG0003173	ASIC019724, ASIC019725	ADIR007265
OG0003174	ASIC009285	ADIR008849
OG0003175	ASIC000728	ADIR003023
OG0003176	ASIC011821	ADIR011713
OG0003177	ASIC018373	ADIR001879
OG0003178	ASIC004620, ASIC020398	ADIR004615
OG0003179	ASIC015709	ADIR010436, ADIR011699
OG0003180	ASIC012857	ADIR009322, ADIR009323
OG0003181	ASIC007302	ADIR006050
OG0003182	ASIC006852	ADIR011044
OG0003183	ASIC008751	ADIR015689
OG0003184	ASIC014955	ADIR003779
OG0003185	ASIC013207	ADIR003322, ADIR003321
OG0003186	ASIC007048	ADIR008484
OG0003187	ASIC015438	ADIR000279
OG0003188	ASIC017642	ADIR010971
OG0003189	ASIC007855, ASIC007882	ADIR007944
OG0003190	ASIC014025	ADIR010206
OG0003191	ASIC007561	ADIR011647
OG0003192	ASIC012818	ADIR008549
OG0003193	ASIC012177	ADIR004481
OG0003194	ASIC019471	ADIR002305
OG0003195	ASIC010457	ADIR009095
OG0003196	ASIC007347	ADIR006070
OG0003197	ASIC015506	ADIR000219
OG0003198	ASIC013690, ASIC013689	ADIR007615
OG0003199	ASIC014783	ADIR002027
OG0003200	ASIC006850	ADIR011045
OG0003201	ASIC014021	ADIR010202
OG0003202	ASIC005409	ADIR003909
OG0003203	ASIC017648	ADIR010970
OG0003204	ASIC009466	ADIR000851
OG0003205	ASIC003233	ADIR010699
OG0003206	ASIC017940	ADIR009674
OG0003207	ASIC016229	ADIR011015
OG0003208	ASIC008156	ADIR002714
OG0003209	ASIC021387	ADIR009016
OG0003210	ASIC003558	ADIR005351, ADIR005350
OG0003212	ASIC018845	ADIR004255
OG0003213	ASIC011834	ADIR009112
OG0003214	ASIC003783	ADIR007034
OG0003215	ASIC011041	ADIR016150
OG0003216	ASIC008753	ADIR002467
OG0003217	ASIC007197	ADIR005998
OG0003218	ASIC015311	ADIR005625
OG0003219	ASIC016149	ADIR008650
OG0003220	ASIC004035, ASIC004036	ADIR002777
OG0003221	ASIC009581	ADIR001205
OG0003222	ASIC020562	ADIR000170
OG0003223	ASIC008418	ADIR004533
OG0003224	ASIC019801	ADIR007217
OG0003225	ASIC011001	ADIR008073
OG0003226	ASIC018657	ADIR009100
OG0003227	ASIC012839	ADIR008540
OG0003228	ASIC012838	ADIR008541
OG0003229	ASIC017796	ADIR000467
OG0003231	ASIC019166	ADIR015696
OG0003232	ASIC015199	ADIR002289
OG0003233	ASIC009100	ADIR006391
OG0003234	ASIC004920	ADIR000514
OG0003235	ASIC008805	ADIR008903
OG0003237	ASIC005974	ADIR000376
OG0003238	ASIC018659	ADIR004207, ADIR004206
OG0003239	ASIC007779	ADIR008202
OG0003240	ASIC000723	ADIR003021
OG0003241	ASIC007099	ADIR008612
OG0003242	ASIC021702, ASIC022354	ADIR010720
OG0003243	ASIC014420	ADIR011297
OG0003244	ASIC012339	ADIR003834
OG0003245	ASIC017268	ADIR000701, ADIR000702
OG0003247	ASIC007037	ADIR003128
OG0003248	ASIC020232	ADIR005479
OG0003249	ASIC020127	ADIR005836
OG0003250	ASIC000168	ADIR005276
OG0003251	ASIC005995	ADIR000389
OG0003252	ASIC013911, ASIC013912	ADIR004873
OG0003253	ASIC018038	ADIR001920
OG0003254	ASIC005385	ADIR001245
OG0003255	ASIC017394	ADIR007635
OG0003256	ASIC020330, ASIC020331	ADIR000966
OG0003257	ASIC020319	ADIR000973
OG0003258	ASIC007172	ADIR005930
OG0003259	ASIC015291	ADIR005636
OG0003260	ASIC015518	ADIR000230
OG0003261	ASIC006435	ADIR002373
OG0003262	ASIC009670	ADIR008434
OG0003263	ASIC006180	ADIR005532
OG0003264	ASIC013573	ADIR011110
OG0003265	ASIC018626, ASIC018615	ADIR009247
OG0003266	ASIC005346, ASIC005329	ADIR003149
OG0003267	ASIC006506	ADIR014411
OG0003268	ASIC021590	ADIR005299
OG0003269	ASIC021176	ADIR007919
OG0003270	ASIC010834	ADIR004713
OG0003271	ASIC000860	ADIR002672
OG0003272	ASIC020866	ADIR003397
OG0003273	ASIC017113, ASIC017114	ADIR002381
OG0003274	ASIC004973	ADIR009653
OG0003275	ASIC005022	ADIR001816
OG0003276	ASIC014713	ADIR003362
OG0003277	ASIC016625	ADIR007449
OG0003278	ASIC012347, ASIC012352	ADIR003841
OG0003279	ASIC011900, ASIC001201	ADIR011587
OG0003280	ASIC014506	ADIR000201
OG0003281	ASIC016820	ADIR015853
OG0003282	ASIC018976, ASIC018977	ADIR007983
OG0003283	ASIC006033	ADIR008340
OG0003284	ASIC000803	ADIR006418
OG0003285	ASIC015468	ADIR004857, ADIR004963
OG0003286	ASIC008739	ADIR002464
OG0003287	ASIC003715	ADIR007127
OG0003288	ASIC012247	ADIR003898
OG0003289	ASIC020266	ADIR002506
OG0003290	ASIC007162	ADIR005947
OG0003291	ASIC009668	ADIR004614
OG0003292	ASIC019597	ADIR010018
OG0003294	ASIC005375	ADIR001251
OG0003295	ASIC006265	ADIR001168
OG0003296	ASIC007421	ADIR005904
OG0003297	ASIC015492	ADIR000211
OG0003298	ASIC005350, ASIC015556	ADIR001862
OG0003299	ASIC009520	ADIR004630
OG0003300	ASIC014431	ADIR011292
OG0003301	ASIC011835	ADIR009113
OG0003302	ASIC021265	ADIR009822
OG0003303	ASIC020287	ADIR001461
OG0003304	ASIC000624	ADIR001260
OG0003305	ASIC018866, ASIC018865	ADIR004264
OG0003306	ASIC021780	ADIR014253, ADIR003000
OG0003307	ASIC020408	ADIR006750
OG0003308	ASIC019062, ASIC019061	ADIR003627
OG0003309	ASIC007095	ADIR001474
OG0003310	ASIC016997	ADIR004128
OG0003311	ASIC011478	ADIR010078
OG0003312	ASIC011115	ADIR008268
OG0003313	ASIC021970	ADIR004403
OG0003314	ASIC005642	ADIR008921
OG0003315	ASIC016419, ASIC016420	ADIR001635
OG0003316	ASIC015073	ADIR006718
OG0003317	ASIC014697	ADIR003295
OG0003318	ASIC016442	ADIR001647
OG0003319	ASIC006048	ADIR000683
OG0003320	ASIC018186	ADIR002336
OG0003321	ASIC013903	ADIR011625
OG0003322	ASIC005053	ADIR001829
OG0003323	ASIC010880	ADIR009068
OG0003324	ASIC013481	ADIR004107
OG0003325	ASIC003195	ADIR008348
OG0003327	ASIC018365	ADIR010775
OG0003328	ASIC014504	ADIR000200
OG0003329	ASIC012575	ADIR002948
OG0003330	ASIC003884	ADIR005237
OG0003331	ASIC014294	ADIR005858
OG0003332	ASIC022359	ADIR000006
OG0003333	ASIC004585, ASIC004584	ADIR010529
OG0003334	ASIC020592	ADIR005410
OG0003335	ASIC014987	ADIR003180
OG0003336	ASIC011293, ASIC011294	ADIR009135
OG0003337	ASIC015546	ADIR001855
OG0003338	ASIC019385, ASIC019386	ADIR001734
OG0003339	ASIC002725	ADIR002935
OG0003340	ASIC005538	ADIR002893
OG0003341	ASIC019506	ADIR007590
OG0003342	ASIC019816	ADIR007205
OG0003343	ASIC014264	ADIR009058
OG0003344	ASIC010279	ADIR001149
OG0003345	ASIC002450	ADIR007167
OG0003346	ASIC002639	ADIR004668
OG0003347	ASIC021888	ADIR004431
OG0003348	ASIC021085	ADIR006412
OG0003349	ASIC003318	ADIR002580
OG0003350	ASIC005565, ASIC005598	ADIR005768
OG0003351	ASIC006609	ADIR004895
OG0003352	ASIC015573	ADIR002085
OG0003353	ASIC013937	ADIR002898
OG0003354	ASIC013410	ADIR004047
OG0003355	ASIC021928	ADIR004417
OG0003356	ASIC012578	ADIR002950
OG0003357	ASIC000159	ADIR003590
OG0003358	ASIC016001	ADIR002139
OG0003359	ASIC010043	ADIR009171
OG0003360	ASIC020864	ADIR003399
OG0003361	ASIC007518	ADIR003996
OG0003362	ASIC006739	ADIR006125
OG0003363	ASIC002778	ADIR011569
OG0003364	ASIC014088	ADIR009481, ADIR003483
OG0003365	ASIC016647	ADIR008082
OG0003367	ASIC013340	ADIR003236
OG0003369	ASIC012901	ADIR008122
OG0003370	ASIC015711	ADIR010438
OG0003371	ASIC003153	ADIR005027, ADIR005025, ADIR005026
OG0003372	ASIC008342	ADIR003047
OG0003373	ASIC011206	ADIR005723
OG0003374	ASIC010284	ADIR010740
OG0003375	ASIC004223	ADIR003339
OG0003376	ASIC005137	ADIR000987
OG0003377	ASIC007750	ADIR008251
OG0003378	ASIC002710	ADIR007685
OG0003379	ASIC005145	ADIR001098
OG0003380	ASIC004980	ADIR009649
OG0003381	ASIC020367, ASIC015444	ADIR008345
OG0003382	ASIC009190	ADIR011527
OG0003383	ASIC018256	ADIR016133
OG0003384	ASIC017076	ADIR009020, ADIR001533
OG0003385	ASIC003526	ADIR006595
OG0003386	ASIC009361	ADIR000904
OG0003387	ASIC000955	ADIR003758
OG0003388	ASIC009715	ADIR003957
OG0003389	ASIC020236	ADIR005474
OG0003390	ASIC005217	ADIR001240
OG0003391	ASIC002504	ADIR006990
OG0003392	ASIC001380	ADIR008928
OG0003393	ASIC021666	ADIR003254
OG0003394	ASIC011028	ADIR008059
OG0003395	ASIC016860	ADIR007766
OG0003396	ASIC017340	ADIR007369
OG0003397	ASIC016872	ADIR007756
OG0003398	ASIC019800	ADIR008560
OG0003401	ASIC009672	ADIR000856
OG0003402	ASIC003811	ADIR007055
OG0003403	ASIC016981, ASIC016979	ADIR001362
OG0003404	ASIC008890	ADIR006599
OG0003405	ASIC004347	ADIR000933
OG0003406	ASIC010437	ADIR004589, ADIR004590
OG0003407	ASIC009583	ADIR000799
OG0003408	ASIC012449	ADIR015508
OG0003409	ASIC016179	ADIR001673
OG0003410	ASIC008015	ADIR003117
OG0003411	ASIC007123	ADIR001242
OG0003412	ASIC008872	ADIR006608
OG0003413	ASIC020392	ADIR001523
OG0003414	ASIC008525	ADIR005570, ADIR005569
OG0003415	ASIC001082	ADIR010678
OG0003416	ASIC010288	ADIR001151
OG0003417	ASIC006274	ADIR001169
OG0003418	ASIC020407	ADIR011539
OG0003419	ASIC020967	ADIR005393
OG0003420	ASIC005373	ADIR001137
OG0003421	ASIC012039	ADIR011343
OG0003422	ASIC015134	ADIR007545, ADIR007544
OG0003423	ASIC019140	ADIR003654
OG0003424	ASIC015547	ADIR001856
OG0003425	ASIC016906, ASIC016907	ADIR001327
OG0003427	ASIC016946	ADIR001191
OG0003428	ASIC020264	ADIR002505
OG0003429	ASIC009179	ADIR011536
OG0003430	ASIC007100	ADIR001180
OG0003431	ASIC019693	ADIR007287
OG0003432	ASIC020235	ADIR005475
OG0003433	ASIC011233	ADIR002561
OG0003434	ASIC019417	ADIR009569
OG0003435	ASIC011126	ADIR008269
OG0003436	ASIC002853	ADIR007319
OG0003437	ASIC022121	ADIR005112, ADIR005113
OG0003438	ASIC018440	ADIR009242
OG0003439	ASIC004958, ASIC005511	ADIR005744
OG0003440	ASIC019167	ADIR003670
OG0003442	ASIC018355	ADIR010782
OG0003443	ASIC011588	ADIR010118
OG0003444	ASIC015292	ADIR005635
OG0003445	ASIC014163	ADIR000656
OG0003446	ASIC016085	ADIR001654
OG0003447	ASIC011833	ADIR009111
OG0003448	ASIC018112	ADIR001964
OG0003449	ASIC010910	ADIR008499
OG0003450	ASIC002749	ADIR010315
OG0003451	ASIC014836, ASIC014838	ADIR004578
OG0003452	ASIC015399, ASIC015400	ADIR009533
OG0003453	ASIC005232	ADIR004599
OG0003454	ASIC000267	ADIR006493
OG0003455	ASIC000814	ADIR006419
OG0003456	ASIC005850, ASIC013699	ADIR007641
OG0003457	ASIC003342	ADIR002759
OG0003458	ASIC017102	ADIR004117
OG0003459	ASIC005610, ASIC005608	ADIR003455
OG0003460	ASIC007057	ADIR008477
OG0003461	ASIC019677	ADIR007298
OG0003462	ASIC017208	ADIR005138
OG0003463	ASIC019415	ADIR009567
OG0003464	ASIC022288, ASIC022289	ADIR009489
OG0003465	ASIC006146	ADIR002966
OG0003466	ASIC017204	ADIR005142, ADIR005143
OG0003468	ASIC010351	ADIR006686
OG0003469	ASIC002176	ADIR005245
OG0003470	ASIC004409	ADIR010447
OG0003471	ASIC003839	ADIR016052
OG0003472	ASIC014248	ADIR009051
OG0003473	ASIC006904, ASIC006905	ADIR004856
OG0003474	ASIC014743	ADIR003401
OG0003475	ASIC007214	ADIR006007
OG0003475	ASIC007215	ADIR006008
OG0003476	ASIC020049, ASIC020051	ADIR002098
OG0003481	ASIC003657	ADIR002052
OG0003483	ASIC014227	ADIR015599
OG0003493	ASIC012185	ADIR004486
OG0003494	ASIC015283	ADIR000095
OG0003495	ASIC013844, ASIC013843, ASIC013845	ADIR000623
OG0003496	ASIC016526, ASIC016528	ADIR001613
OG0003497	ASIC014790, ASIC014791	ADIR002015, ADIR011750
OG0003499	ASIC017761, ASIC003388, ASIC003399, ASIC003410	ADIR002192, ADIR002207, ADIR002206
OG0003503	ASIC009301	ADIR005684
OG0003504	ASIC021450, ASIC021448	ADIR006471
OG0003505	ASIC011675, ASIC011672, ASIC011674	ADIR007456
OG0003506	ASIC017402, ASIC017401, ASIC017400	ADIR007630
OG0003507	ASIC020198	ADIR007677
OG0003508	ASIC019547	ADIR008522
OG0003509	ASIC018504, ASIC018498, ASIC018507, ASIC018501, ASIC018505, ASIC018509, ASIC018500	ADIR015606
OG0003510	ASIC010614	ADIR015720, ADIR015719
OG0003516	ASIC002957	ADIR002510
OG0003517	ASIC002757	ADIR002791
OG0003518	ASIC015102	ADIR006711
OG0003519	ASIC002953	ADIR010607
OG0003520	ASIC003235	ADIR010700
OG0003521	ASIC002759	ADIR002793
OG0003522	ASIC003340	ADIR002760
OG0003523	ASIC003236	ADIR010701
OG0003524	ASIC002952	ADIR010608
OG0003527	ASIC002756	ADIR002790
OG0003528	ASIC020229	ADIR008369
OG0003529	ASIC005543	ADIR016094
OG0003531	ASIC002961	ADIR010610
OG0003533	ASIC010656	ADIR009914
OG0003534	ASIC003237	ADIR010702
OG0003535	ASIC004646	ADIR002645
OG0003536	ASIC002959	ADIR010612
OG0003537	ASIC004405	ADIR010443
OG0003538	ASIC004399	ADIR010442
OG0003539	ASIC000720	ADIR002588
OG0003540	ASIC021031	ADIR008437
OG0003541	ASIC019021	ADIR007970
OG0003542	ASIC019901	ADIR007640
OG0003545	ASIC004406	ADIR010444
OG0003546	ASIC011299	ADIR009114
OG0003547	ASIC016898	ADIR003912
OG0003548	ASIC011304	ADIR009118
OG0003549	ASIC011302	ADIR009117
OG0003550	ASIC005412	ADIR003902
OG0003551	ASIC011837	ADIR009130
OG0003552	ASIC012725	ADIR000091
OG0003553	ASIC012755	ADIR000088
OG0003554	ASIC011911	ADIR011588
OG0003555	ASIC011300	ADIR009115
OG0003556	ASIC011838	ADIR009129
OG0003557	ASIC017160	ADIR003914
OG0003558	ASIC019962	ADIR001901
OG0003559	ASIC011280	ADIR009146
OG0003560	ASIC002948	ADIR005742
