Orthogroup	AsinensisChina	AminimusMINIMUS1
OG0002232	ASIC012482	AMIN000767
OG0002233	ASIC003803	AMIN010342
OG0002234	ASIC018832	AMIN010890
OG0002235	ASIC020246	AMIN004800
OG0002236	ASIC021864	AMIN003969
OG0002237	ASIC011984	AMIN002665
OG0002238	ASIC004264	AMIN000733
OG0002239	ASIC008778	AMIN000730
OG0002240	ASIC009868	AMIN000595
OG0002241	ASIC013989	AMIN003649
OG0002242	ASIC012644	AMIN004779
OG0002244	ASIC006254	AMIN005615
OG0002245	ASIC012060	AMIN015556
OG0002246	ASIC006255	AMIN005616
OG0002247	ASIC012488	AMIN000771
OG0002248	ASIC015312	AMIN005444
OG0002249	ASIC017046	AMIN011286
OG0002250	ASIC020015, ASIC020014	AMIN000926
OG0002251	ASIC020017	AMIN000925
OG0002252	ASIC020013	AMIN000927
OG0002253	ASIC020516	AMIN008807
OG0002254	ASIC008970, ASIC008969	AMIN003253
OG0002256	ASIC008976	AMIN003250, AMIN001938
OG0002257	ASIC021687	AMIN000803
OG0002258	ASIC014718	AMIN000287
OG0002259	ASIC020458	AMIN005547
OG0002260	ASIC007614	AMIN005145
OG0002261	ASIC018422	AMIN011048
OG0002262	ASIC010469	AMIN015961
OG0002263	ASIC010460	AMIN007954
OG0002264	ASIC018427	AMIN016037
OG0002265	ASIC011784	AMIN007386
OG0002266	ASIC017061	AMIN005451
OG0002267	ASIC019662	AMIN010061
OG0002268	ASIC005984	AMIN001300
OG0002269	ASIC005983	AMIN001299
OG0002270	ASIC005100	AMIN008214
OG0002271	ASIC005986	AMIN001312
OG0002272	ASIC005985	AMIN001313
OG0002273	ASIC018296	AMIN004505
OG0002275	ASIC011148	AMIN003871
OG0002276	ASIC007520	AMIN007259
OG0002277	ASIC002572	AMIN003828
OG0002278	ASIC002724	AMIN003833
OG0002279	ASIC002571	AMIN003829
OG0002280	ASIC006169	AMIN016285
OG0002281	ASIC013797	AMIN003524
OG0002282	ASIC010435	AMIN010767
OG0002283	ASIC012038	AMIN009591
OG0002284	ASIC010442, ASIC010444	AMIN010760
OG0002285	ASIC017303	AMIN001710
OG0002286	ASIC006645	AMIN009705
OG0002287	ASIC006647	AMIN009707
OG0002288	ASIC006646	AMIN009706
OG0002289	ASIC018649, ASIC018645	AMIN010780
OG0002290	ASIC009573, ASIC010433	AMIN010769
OG0002291	ASIC008587	AMIN001027
OG0002292	ASIC007907	AMIN009184
OG0002293	ASIC011292	AMIN007462
OG0002294	ASIC014393	AMIN006126
OG0002295	ASIC014391	AMIN006125
OG0002296	ASIC014370	AMIN006109
OG0002297	ASIC009676	AMIN005185
OG0002298	ASIC008215	AMIN000502
OG0002299	ASIC008306	AMIN000444
OG0002300	ASIC008212	AMIN000499
OG0002301	ASIC008296	AMIN000437
OG0002302	ASIC003284	AMIN003674
OG0002304	ASIC018180	AMIN004350
OG0002305	ASIC005594	AMIN006523
OG0002306	ASIC018042	AMIN015970
OG0002307	ASIC018053	AMIN008616
OG0002308	ASIC019701	AMIN010484
OG0002309	ASIC003770	AMIN010206
OG0002310	ASIC011269	AMIN008098
OG0002311	ASIC012555	AMIN003423
OG0002312	ASIC010993	AMIN007981
OG0002313	ASIC017979	AMIN008258
OG0002314	ASIC010674	AMIN001595
OG0002315	ASIC019351	AMIN008285
OG0002316	ASIC019352	AMIN008286
OG0002317	ASIC010685	AMIN001602
OG0002318	ASIC017653	AMIN006323
OG0002319	ASIC010684	AMIN001601
OG0002320	ASIC010687	AMIN001604
OG0002322	ASIC010914	AMIN000178
OG0002323	ASIC000287	AMIN007896
OG0002325	ASIC013807	AMIN003758
OG0002326	ASIC012179	AMIN002152
OG0002328	ASIC014614	AMIN006831
OG0002329	ASIC012174	AMIN002150
OG0002330	ASIC019643, ASIC019654	AMIN007751
OG0002331	ASIC020931	AMIN004708
OG0002332	ASIC010499	AMIN003854
OG0002333	ASIC020932	AMIN004707
OG0002334	ASIC020940	AMIN004701
OG0002335	ASIC020933	AMIN004706
OG0002336	ASIC020937, ASIC020936	AMIN004704
OG0002337	ASIC010283	AMIN005683
OG0002338	ASIC009556	AMIN007449
OG0002339	ASIC015352	AMIN009214
OG0002340	ASIC013306	AMIN000763
OG0002341	ASIC013312	AMIN000759
OG0002342	ASIC009779	AMIN003495
OG0002344	ASIC012532	AMIN000787
OG0002345	ASIC018261, ASIC018262	AMIN008242
OG0002347	ASIC018191	AMIN004340
OG0002348	ASIC004325	AMIN002918
OG0002349	ASIC021519, ASIC021518	AMIN000669
OG0002350	ASIC011104	AMIN003148
OG0002351	ASIC009921	AMIN002910
OG0002352	ASIC007654	AMIN005560
OG0002353	ASIC009591, ASIC015326	AMIN005674
OG0002354	ASIC003973	AMIN005717
OG0002355	ASIC004931	AMIN009352
OG0002356	ASIC021496	AMIN000660
OG0002357	ASIC010108	AMIN000144
OG0002359	ASIC021495	AMIN000659
OG0002360	ASIC018824	AMIN010883
OG0002361	ASIC012405	AMIN011562
OG0002362	ASIC013622	AMIN006285
OG0002363	ASIC017364	AMIN007232
OG0002364	ASIC006141	AMIN000970
OG0002365	ASIC013631	AMIN006281
OG0002366	ASIC006517	AMIN001361
OG0002367	ASIC011485	AMIN002328
OG0002368	ASIC008520, ASIC008531	AMIN007196
OG0002369	ASIC009313	AMIN004958
OG0002370	ASIC002175	AMIN004973
OG0002371	ASIC017836	AMIN006894
OG0002372	ASIC008412	AMIN000871
OG0002373	ASIC005978	AMIN001296
OG0002374	ASIC012855	AMIN006649
OG0002375	ASIC004772	AMIN008418
OG0002376	ASIC017921	AMIN008190
OG0002377	ASIC004763	AMIN008431
OG0002378	ASIC004771	AMIN008419
OG0002379	ASIC004754	AMIN008427
OG0002381	ASIC004774	AMIN008432
OG0002382	ASIC011305	AMIN007463
OG0002383	ASIC000807	AMIN000676
OG0002384	ASIC004856	AMIN003521
OG0002385	ASIC015007	AMIN016083
OG0002386	ASIC007365	AMIN001820
OG0002387	ASIC007364	AMIN001821
OG0002388	ASIC014123	AMIN015992
OG0002389	ASIC006890	AMIN001465
OG0002390	ASIC020170	AMIN004872
OG0002391	ASIC020823	AMIN000573
OG0002392	ASIC020168	AMIN004871
OG0002393	ASIC019906	AMIN007861
OG0002395	ASIC009156, ASIC004465	AMIN002050
OG0002396	ASIC016864	AMIN002756
OG0002397	ASIC010992	AMIN007980
OG0002398	ASIC013987	AMIN003648
OG0002399	ASIC016875	AMIN002754
OG0002401	ASIC009075	AMIN001018
OG0002402	ASIC006470	AMIN001338
OG0002403	ASIC009086	AMIN001017
OG0002404	ASIC006598	AMIN015767
OG0002405	ASIC014541	AMIN009562, AMIN009561
OG0002406	ASIC010155	AMIN006619
OG0002407	ASIC010140, ASIC010142	AMIN006624
OG0002408	ASIC010157	AMIN006616
OG0002409	ASIC015515	AMIN001274
OG0002410	ASIC015582	AMIN001271
OG0002411	ASIC015504	AMIN001275, AMIN001276
OG0002412	ASIC015548	AMIN001273
OG0002414	ASIC017442	AMIN007795
OG0002415	ASIC021870	AMIN004924
OG0002416	ASIC000414, ASIC013785	AMIN007661
OG0002417	ASIC002709	AMIN007936
OG0002418	ASIC003259	AMIN007669
OG0002419	ASIC020540	AMIN006678
OG0002420	ASIC012868	AMIN006673
OG0002421	ASIC020906	AMIN009244
OG0002422	ASIC005299	AMIN007188
OG0002423	ASIC002626	AMIN006756
OG0002424	ASIC005304	AMIN007184
OG0002425	ASIC012615, ASIC012614	AMIN006095
OG0002426	ASIC002624	AMIN006759
OG0002427	ASIC005574	AMIN006521
OG0002428	ASIC020903	AMIN009243
OG0002429	ASIC013876	AMIN015580
OG0002430	ASIC019093	AMIN010096
OG0002431	ASIC005571	AMIN006530
OG0002432	ASIC015755	AMIN009670
OG0002433	ASIC004804	AMIN004240
OG0002434	ASIC004806	AMIN004242
OG0002435	ASIC005577	AMIN006533
OG0002436	ASIC004808	AMIN004243
OG0002437	ASIC019645	AMIN010051
OG0002438	ASIC002437	AMIN001094
OG0002439	ASIC003107	AMIN009943
OG0002440	ASIC003106	AMIN009942
OG0002441	ASIC001377, ASIC016620	AMIN007995
OG0002442	ASIC010122	AMIN006631
OG0002443	ASIC014965	AMIN008133
OG0002444	ASIC014972	AMIN008128
OG0002445	ASIC014967	AMIN008132
OG0002446	ASIC002499	AMIN010378
OG0002447	ASIC021092	AMIN002717
OG0002448	ASIC020557	AMIN002714
OG0002449	ASIC012776	AMIN009866
OG0002450	ASIC020968	AMIN004729
OG0002451	ASIC020876	AMIN000254
OG0002452	ASIC020915	AMIN016129
OG0002453	ASIC007625	AMIN005303
OG0002454	ASIC006819	AMIN005501
OG0002455	ASIC008558	AMIN006719
OG0002456	ASIC013663	AMIN006977
OG0002457	ASIC007893	AMIN009173
OG0002458	ASIC007894	AMIN009174
OG0002459	ASIC007896	AMIN009175
OG0002460	ASIC022233	AMIN003931
OG0002461	ASIC022222	AMIN003927
OG0002462	ASIC014024	AMIN004542, AMIN005871
OG0002463	ASIC020320	AMIN002131
OG0002464	ASIC009948	AMIN001512
OG0002465	ASIC020587	AMIN004749
OG0002466	ASIC019349	AMIN004515
OG0002467	ASIC019430, ASIC019429	AMIN008708
OG0002468	ASIC011552	AMIN015830
OG0002469	ASIC011553	AMIN015657
OG0002470	ASIC010257, ASIC018856	AMIN002628
OG0002471	ASIC012058	AMIN009381
OG0002472	ASIC006568	AMIN001384
OG0002473	ASIC018869	AMIN007682
OG0002474	ASIC014426	AMIN006143
OG0002475	ASIC014434	AMIN006149
OG0002476	ASIC014429	AMIN006147
OG0002477	ASIC004761	AMIN008422
OG0002478	ASIC005798	AMIN004014
OG0002479	ASIC015087	AMIN010971
OG0002480	ASIC017345	AMIN007225
OG0002481	ASIC006614	AMIN001418
OG0002482	ASIC007108	AMIN015906
OG0002483	ASIC010486	AMIN003206
OG0002484	ASIC020959	AMIN003169
OG0002485	ASIC021040	AMIN002738
OG0002486	ASIC020964	AMIN003172
OG0002487	ASIC020954	AMIN004696
OG0002488	ASIC009336	AMIN005042
OG0002489	ASIC022364	AMIN004459
OG0002490	ASIC022160	AMIN004462
OG0002491	ASIC015614	AMIN001262
OG0002492	ASIC015613	AMIN001263
OG0002493	ASIC015890	AMIN006567
OG0002494	ASIC015612	AMIN001264
OG0002495	ASIC000337	AMIN000867
OG0002496	ASIC007061	AMIN004166
OG0002497	ASIC021722	AMIN000205
OG0002498	ASIC008689	AMIN003203
OG0002499	ASIC005073	AMIN008770
OG0002500	ASIC008998	AMIN003344
OG0002501	ASIC008992, ASIC008994	AMIN003340
OG0002502	ASIC014962	AMIN008136
OG0002503	ASIC008990	AMIN003339
OG0002504	ASIC008988	AMIN003337
OG0002505	ASIC004554	AMIN003303
OG0002506	ASIC020872	AMIN000252
OG0002507	ASIC020875	AMIN000253
OG0002508	ASIC015242	AMIN016289
OG0002509	ASIC021499, ASIC021498	AMIN000662
OG0002510	ASIC002752, ASIC002751	AMIN002556
OG0002511	ASIC007053	AMIN004159
OG0002512	ASIC002750	AMIN002557
OG0002513	ASIC012633	AMIN000364
OG0002514	ASIC002834	AMIN003511
OG0002515	ASIC003509	AMIN002629
OG0002516	ASIC012928	AMIN009892
OG0002517	ASIC012933, ASIC012931	AMIN009894
OG0002518	ASIC012926	AMIN009890
OG0002519	ASIC020118	AMIN004083
OG0002520	ASIC000725	AMIN002455
OG0002521	ASIC017581	AMIN014469, AMIN016195
OG0002522	ASIC021263, ASIC021262	AMIN011573
OG0002523	ASIC021256	AMIN011577
OG0002524	ASIC007579	AMIN005762
OG0002525	ASIC000827	AMIN002489
OG0002526	ASIC012302, ASIC012303	AMIN007335
OG0002527	ASIC000828	AMIN002491
OG0002528	ASIC000823	AMIN002487
OG0002529	ASIC000829	AMIN002492
OG0002531	ASIC014767, ASIC014769	AMIN004362
OG0002532	ASIC014818	AMIN004396
OG0002533	ASIC014798	AMIN004381
OG0002534	ASIC014806, ASIC014796	AMIN004387
OG0002535	ASIC014484	AMIN008704
OG0002536	ASIC010632	AMIN006013
OG0002537	ASIC019630	AMIN010044
OG0002539	ASIC013106	AMIN006053
OG0002540	ASIC020731	AMIN009392
OG0002541	ASIC013105	AMIN006054
OG0002542	ASIC015285	AMIN001241
OG0002543	ASIC002949	AMIN005006
OG0002545	ASIC007254	AMIN001870
OG0002546	ASIC007266	AMIN001864
OG0002547	ASIC012905	AMIN015940
OG0002548	ASIC012910	AMIN007530
OG0002549	ASIC018963	AMIN011310
OG0002550	ASIC011099	AMIN003151
OG0002552	ASIC018970	AMIN014858, AMIN011313
OG0002553	ASIC007443	AMIN007118
OG0002554	ASIC016006	AMIN004226
OG0002555	ASIC011392	AMIN002253
OG0002556	ASIC012854	AMIN006653
OG0002557	ASIC018107	AMIN008590
OG0002558	ASIC018116	AMIN008583
OG0002559	ASIC018108	AMIN008589
OG0002560	ASIC018109	AMIN008588
OG0002561	ASIC013215	AMIN000589
OG0002562	ASIC016335	AMIN011371
OG0002563	ASIC016334	AMIN011370
OG0002564	ASIC003120	AMIN011353
OG0002565	ASIC016276	AMIN011363
OG0002566	ASIC017832	AMIN006891
OG0002567	ASIC002420, ASIC002421	AMIN003796
OG0002568	ASIC017835, ASIC017834	AMIN006893
OG0002569	ASIC003356, ASIC003357	AMIN000355
OG0002570	ASIC001786	AMIN000278
OG0002571	ASIC004359	AMIN005833
OG0002572	ASIC005173	AMIN006489
OG0002573	ASIC019271, ASIC000881	AMIN002529
OG0002574	ASIC018243	AMIN008249
OG0002575	ASIC015443	AMIN009035
OG0002576	ASIC018239	AMIN008271
OG0002577	ASIC003714	AMIN010282
OG0002578	ASIC008353, ASIC001767	AMIN002167
OG0002580	ASIC004910	AMIN003404
OG0002581	ASIC007713	AMIN005347
OG0002582	ASIC019641	AMIN010049
OG0002583	ASIC004911	AMIN003403
OG0002584	ASIC020124	AMIN004076
OG0002585	ASIC020126	AMIN004073
OG0002587	ASIC018012	AMIN008949
OG0002588	ASIC005051	AMIN008782
OG0002589	ASIC005050	AMIN008783
OG0002590	ASIC018014	AMIN008950
OG0002592	ASIC003528	AMIN004695
OG0002593	ASIC014230	AMIN006339
OG0002594	ASIC004666	AMIN003323
OG0002595	ASIC003840	AMIN006078
OG0002596	ASIC020997	AMIN003619
OG0002597	ASIC020998	AMIN003620
OG0002598	ASIC005788	AMIN004018
OG0002599	ASIC017737	AMIN015923
OG0002600	ASIC017726	AMIN015924
OG0002601	ASIC014591	AMIN006837
OG0002602	ASIC011704, ASIC011703	AMIN010944
OG0002603	ASIC006181	AMIN004127
OG0002604	ASIC006117	AMIN006087
OG0002605	ASIC006110	AMIN009833
OG0002606	ASIC006109, ASIC006108	AMIN009832
OG0002607	ASIC017188	AMIN009545
OG0002608	ASIC008013, ASIC008014	AMIN003729
OG0002609	ASIC020087	AMIN002372
OG0002610	ASIC008004	AMIN003714
OG0002611	ASIC018495	AMIN011652
OG0002612	ASIC016479	AMIN011508
OG0002613	ASIC021728, ASIC021739	AMIN004934
OG0002614	ASIC008403	AMIN002669
OG0002615	ASIC008433	AMIN002668
OG0002616	ASIC008407	AMIN002672
OG0002617	ASIC008404	AMIN002670
OG0002618	ASIC013458	AMIN001113
OG0002619	ASIC013457	AMIN001114
OG0002620	ASIC013456, ASIC013454	AMIN001116
OG0002621	ASIC021047	AMIN002733
OG0002623	ASIC012655	AMIN004787
OG0002624	ASIC013315	AMIN000756
OG0002625	ASIC011971	AMIN002657
OG0002626	ASIC003204	AMIN000888
OG0002627	ASIC011007	AMIN011232
OG0002628	ASIC011005, ASIC011004	AMIN011231
OG0002629	ASIC006101	AMIN001681
OG0002630	ASIC006121	AMIN001679
OG0002631	ASIC006602	AMIN001412
OG0002633	ASIC010828	AMIN001045
OG0002634	ASIC010829	AMIN001044
OG0002635	ASIC013940	AMIN000221
OG0002636	ASIC019086, ASIC019085	AMIN010091
OG0002637	ASIC021355	AMIN003770
OG0002638	ASIC015907	AMIN005121
OG0002639	ASIC005692, ASIC007594	AMIN001069
OG0002640	ASIC002799	AMIN006692
OG0002641	ASIC000702	AMIN006684, AMIN006685
OG0002642	ASIC002803	AMIN006688
OG0002643	ASIC002802	AMIN006689
OG0002644	ASIC007237	AMIN001876
OG0002645	ASIC007233	AMIN001880
OG0002646	ASIC007226	AMIN001885
OG0002647	ASIC007239	AMIN001875
OG0002648	ASIC007234	AMIN001879
OG0002649	ASIC019374	AMIN008458
OG0002650	ASIC009533	AMIN005790
OG0002651	ASIC017006	AMIN005073
OG0002652	ASIC008503	AMIN011599, AMIN011598
OG0002653	ASIC008452	AMIN004580
OG0002654	ASIC011225	AMIN002948
OG0002655	ASIC009782	AMIN002689
OG0002656	ASIC008428	AMIN002686
OG0002657	ASIC006434	AMIN009781
OG0002658	ASIC010728	AMIN001622
OG0002659	ASIC010904	AMIN006456
OG0002660	ASIC000609	AMIN002041
OG0002661	ASIC007451	AMIN007097, AMIN007098
OG0002662	ASIC015452	AMIN009032
OG0002663	ASIC022355	AMIN004450
OG0002664	ASIC017789	AMIN006868
OG0002665	ASIC007155	AMIN001922
OG0002666	ASIC007471	AMIN007139
OG0002667	ASIC002855	AMIN010511
OG0002668	ASIC002858	AMIN016033
OG0002669	ASIC002857	AMIN016034
OG0002670	ASIC005664	AMIN003233
OG0002671	ASIC002862	AMIN010495
OG0002672	ASIC002861	AMIN010494
OG0002673	ASIC007106	AMIN005638, AMIN007214
OG0002674	ASIC020385	AMIN005408
OG0002675	ASIC003912	AMIN002103
OG0002676	ASIC020231	AMIN004810
OG0002677	ASIC020104, ASIC020103	AMIN000564
OG0002678	ASIC007572	AMIN005440
OG0002679	ASIC011465	AMIN002313
OG0002680	ASIC014841, ASIC014840	AMIN004559
OG0002681	ASIC022212	AMIN004485
OG0002682	ASIC008341	AMIN000460
OG0002683	ASIC008343	AMIN000462
OG0002684	ASIC008339, ASIC008340	AMIN000459
OG0002685	ASIC008155	AMIN000473
OG0002686	ASIC015162	AMIN010189
OG0002687	ASIC007836, ASIC007838, ASIC007837	AMIN010592
OG0002688	ASIC008192	AMIN000488
OG0002689	ASIC004790	AMIN008405
OG0002691	ASIC009526	AMIN005152
OG0002692	ASIC008580	AMIN006720
OG0002693	ASIC016186	AMIN015806
OG0002694	ASIC010636	AMIN006014
OG0002695	ASIC009649	AMIN005181
OG0002696	ASIC018680	AMIN008021
OG0002697	ASIC021647	AMIN004640
OG0002698	ASIC021642	AMIN004649
OG0002699	ASIC019318	AMIN008313
OG0002700	ASIC005167	AMIN001982
OG0002701	ASIC012958	AMIN010180
OG0002702	ASIC020463	AMIN001989
OG0002703	ASIC012581	AMIN003839
OG0002704	ASIC012577	AMIN003838
OG0002705	ASIC014274	AMIN000007
OG0002706	ASIC002702	AMIN003101
OG0002707	ASIC008788	AMIN004601
OG0002708	ASIC003654	AMIN008346
OG0002709	ASIC009711	AMIN005436
OG0002710	ASIC014050	AMIN004046
OG0002711	ASIC009572, ASIC009574	AMIN014455
OG0002712	ASIC015787	AMIN009673
OG0002713	ASIC012200	AMIN007586
OG0002714	ASIC021175	AMIN009982
OG0002715	ASIC021173	AMIN009980
OG0002716	ASIC021174	AMIN009981
OG0002718	ASIC016797	AMIN007720
OG0002719	ASIC018140	AMIN008569
OG0002720	ASIC018143, ASIC018142	AMIN008568
OG0002722	ASIC017293	AMIN006179
OG0002723	ASIC014577	AMIN009577
OG0002724	ASIC016826	AMIN011172
OG0002725	ASIC009831, ASIC009832	AMIN002805
OG0002726	ASIC013430	AMIN001138
OG0002727	ASIC015128	AMIN004611
OG0002728	ASIC013884	AMIN006512
OG0002729	ASIC013919	AMIN006516
OG0002730	ASIC013888	AMIN006511
OG0002731	ASIC013918	AMIN006517
OG0002732	ASIC016541	AMIN011475
OG0002733	ASIC002371	AMIN016090
OG0002734	ASIC007018	AMIN000353
OG0002735	ASIC007011	AMIN000351
OG0002736	ASIC002628	AMIN009072
OG0002737	ASIC017629	AMIN006310
OG0002738	ASIC017619	AMIN006303
OG0002739	ASIC011276	AMIN007436
OG0002740	ASIC015561	AMIN006972
OG0002741	ASIC015555	AMIN008691
OG0002743	ASIC010972	AMIN008341
OG0002744	ASIC006215	AMIN002086
OG0002745	ASIC014048	AMIN004043
OG0002746	ASIC012530	AMIN000786
OG0002747	ASIC011725	AMIN005279
OG0002748	ASIC008810	AMIN004009
OG0002749	ASIC007786	AMIN010564
OG0002750	ASIC012557	AMIN003185
OG0002751	ASIC008850	AMIN002613
OG0002752	ASIC008854	AMIN002611
OG0002753	ASIC014650	AMIN006807
OG0002754	ASIC010054	AMIN000694
OG0002755	ASIC009615	AMIN005281
OG0002756	ASIC015056	AMIN007561
OG0002757	ASIC015058	AMIN007558
OG0002758	ASIC018925	AMIN010190
OG0002759	ASIC018928	AMIN010187
OG0002760	ASIC018927	AMIN010188
OG0002761	ASIC002076	AMIN007948
OG0002762	ASIC014207	AMIN006351
OG0002763	ASIC014199	AMIN006357, AMIN006356
OG0002764	ASIC011047	AMIN011255
OG0002765	ASIC019211	AMIN011404
OG0002766	ASIC019281	AMIN008445
OG0002767	ASIC003805	AMIN010340
OG0002768	ASIC003810	AMIN010336
OG0002769	ASIC003808	AMIN010338
OG0002770	ASIC011048	AMIN011256
OG0002771	ASIC021873	AMIN004922
OG0002772	ASIC014852	AMIN004567
OG0002773	ASIC004353	AMIN005782
OG0002774	ASIC020679	AMIN002380
OG0002775	ASIC013500	AMIN007520
OG0002776	ASIC008216	AMIN000503
OG0002777	ASIC008311	AMIN000446
OG0002778	ASIC018145	AMIN015518
OG0002779	ASIC017803	AMIN006876
OG0002780	ASIC017775	AMIN016126
OG0002781	ASIC012593	AMIN006098
OG0002782	ASIC014915	AMIN007279
OG0002783	ASIC007595	AMIN001068
OG0002784	ASIC020418	AMIN005460
OG0002785	ASIC004821	AMIN004251
OG0002786	ASIC014390	AMIN006124
OG0002787	ASIC015328	AMIN009223
OG0002788	ASIC007129	AMIN001969
OG0002789	ASIC011845	AMIN007472, AMIN007469
OG0002790	ASIC004010, ASIC004011	AMIN004735
OG0002791	ASIC009887	AMIN010687
OG0002792	ASIC004612	AMIN000749
OG0002793	ASIC003490	AMIN002647
OG0002794	ASIC005226	AMIN005274
OG0002795	ASIC004951	AMIN008216
OG0002797	ASIC021588, ASIC021589	AMIN015800
OG0002798	ASIC014326	AMIN014006, AMIN000087
OG0002799	ASIC005193	AMIN001234
OG0002799	ASIC005192	AMIN001235
OG0002800	ASIC003098	AMIN011385
OG0002801	ASIC003096	AMIN011387
OG0002802	ASIC015885	AMIN006562
OG0002803	ASIC016970	AMIN005241
OG0002805	ASIC013492	AMIN000061
OG0002806	ASIC013493	AMIN000060
OG0002807	ASIC013434	AMIN001135
OG0002808	ASIC011397	AMIN002278
OG0002809	ASIC011400	AMIN016219
OG0002810	ASIC011398	AMIN002279
OG0002811	ASIC018521	AMIN011088
OG0002812	ASIC018522	AMIN011089
OG0002813	ASIC004458	AMIN005483
OG0002814	ASIC010067	AMIN000690
OG0002815	ASIC017088, ASIC000995, ASIC005334	AMIN003686
OG0002816	ASIC010066, ASIC010065	AMIN000691
OG0002817	ASIC005530	AMIN002980
OG0002818	ASIC014105	AMIN003878
OG0002819	ASIC003034	AMIN000942
OG0002820	ASIC015095	AMIN004859
OG0002821	ASIC009979	AMIN006788
OG0002822	ASIC008261	AMIN000425
OG0002823	ASIC013702	AMIN007658
OG0002824	ASIC002485	AMIN004586
OG0002825	ASIC005535	AMIN000231
OG0002826	ASIC002574	AMIN003824
OG0002827	ASIC021410	AMIN003121
OG0002828	ASIC016867	AMIN011200
OG0002829	ASIC004075	AMIN003369
OG0002830	ASIC004076	AMIN003368
OG0002831	ASIC004061	AMIN003379
OG0002832	ASIC010374	AMIN003086
OG0002833	ASIC008169	AMIN000480
OG0002834	ASIC008172, ASIC008173	AMIN000482
OG0002835	ASIC005399	AMIN006450
OG0002836	ASIC019311	AMIN008456
OG0002837	ASIC019310	AMIN008455
OG0002838	ASIC019690	AMIN010492
OG0002839	ASIC004874	AMIN006376
OG0002840	ASIC004879, ASIC004878	AMIN006373
OG0002841	ASIC011568	AMIN016250
OG0002842	ASIC011557	AMIN002257
OG0002843	ASIC011546	AMIN002258
OG0002844	ASIC011524	AMIN002260
OG0002845	ASIC018518	AMIN011653
OG0002846	ASIC020409	AMIN005387
OG0002847	ASIC003296	AMIN000838
OG0002849	ASIC019466	AMIN008521
OG0002850	ASIC019469	AMIN008523
OG0002851	ASIC018923	AMIN010192
OG0002852	ASIC018916	AMIN011114
OG0002853	ASIC018924	AMIN010191
OG0002854	ASIC020586	AMIN004750
OG0002855	ASIC006157	AMIN004220
OG0002856	ASIC014243	AMIN000013
OG0002857	ASIC014338	AMIN000101
OG0002858	ASIC007067, ASIC001983	AMIN004147
OG0002859	ASIC007066	AMIN003018
OG0002860	ASIC014845	AMIN004563
OG0002862	ASIC006726	AMIN001779
OG0002863	ASIC018624	AMIN007597
OG0002864	ASIC003485	AMIN004071
OG0002866	ASIC020741	AMIN009412
OG0002867	ASIC015779	AMIN009602
OG0002868	ASIC005136	AMIN002143
OG0002869	ASIC005222	AMIN002078
OG0002870	ASIC015052	AMIN007567
OG0002871	ASIC015483	AMIN005489
OG0002872	ASIC006123	AMIN000957
OG0002873	ASIC017226	AMIN009520
OG0002874	ASIC013516	AMIN001194
OG0002875	ASIC019599	AMIN011556
OG0002876	ASIC011764	AMIN007714
OG0002877	ASIC020070	AMIN004268
OG0002878	ASIC014747	AMIN000241
OG0002879	ASIC006465	AMIN009635
OG0002880	ASIC002239	AMIN014762
OG0002881	ASIC002244	AMIN009847
OG0002882	ASIC006154	AMIN004222
OG0002884	ASIC004634	AMIN015785
OG0002885	ASIC018336	AMIN006864
OG0002886	ASIC013217	AMIN000591
OG0002887	ASIC015032	AMIN007433
OG0002889	ASIC003668	AMIN008820
OG0002890	ASIC011322	AMIN002961
OG0002891	ASIC013219	AMIN002967
OG0002892	ASIC011321	AMIN002962
OG0002893	ASIC013208	AMIN002966
OG0002894	ASIC018583	AMIN011657
OG0002895	ASIC017352	AMIN007775
OG0002896	ASIC020992, ASIC020991	AMIN003615
OG0002897	ASIC003795	AMIN011403
OG0002898	ASIC003762	AMIN010244
OG0002899	ASIC010697	AMIN001613
OG0002900	ASIC022314	AMIN007040
OG0002901	ASIC013542	AMIN001198
OG0002902	ASIC013548	AMIN001202
