Orthogroup	AsinensisChina	Aalbopictus_AalbF5
OG0001344	ASIC002135, ASIC004261	LOC109409584
OG0001345	ASIC015917	LOC109397824
OG0001346	ASIC019974, ASIC019977	LOC109429111
OG0001347	ASIC002721, ASIC015751	LOC109423693
OG0001348	ASIC001968	LOC109398732
OG0001349	ASIC019762	LOC115261534
OG0001350	ASIC022264	LOC109398757
OG0001351	ASIC011337, ASIC011350	LOC109409011
OG0001352	ASIC000731, ASIC000735	LOC109431771
OG0001354	ASIC016675, ASIC016676, ASIC016670	LOC109414240
OG0001355	ASIC009400	LOC134288770
OG0001356	ASIC003828	LOC134287590, LOC109421539
OG0001357	ASIC010471, ASIC010472	LOC134289560, LOC109416894
OG0001358	ASIC004957, ASIC004954	LOC109401679
OG0001359	ASIC022321	LOC134289509
OG0001360	ASIC013049, ASIC013000	LOC109621323
OG0001361	ASIC014254, ASIC014251, ASIC014261	LOC109402379
OG0001362	ASIC020771, ASIC020774	LOC109417226
OG0001363	ASIC016554, ASIC016556, ASIC016553	LOC109423859
OG0001364	ASIC000605	LOC109415242
OG0001366	ASIC007745	LOC109401936
OG0001366	ASIC020494	LOC134284978
OG0001369	ASIC015297, ASIC015295	LOC109433666
OG0001370	ASIC014495	LOC134291765, LOC115264667
OG0001371	ASIC020751	LOC115263025, LOC109410219
OG0001372	ASIC014464, ASIC014467	LOC109431036
OG0001373	ASIC006281	LOC109422117
OG0001374	ASIC017238	LOC109427893
OG0001375	ASIC019832	LOC115254608
OG0001376	ASIC012357	LOC109426839
OG0001377	ASIC015473	LOC109401309
OG0001378	ASIC004816	LOC109399634
OG0001379	ASIC003551	LOC109425436
OG0001380	ASIC003786, ASIC003787, ASIC003785	LOC115255807
OG0001381	ASIC012653, ASIC012654	LOC134285580, LOC109417800
OG0001382	ASIC015179	LOC134284445, LOC109416467
OG0001383	ASIC002313	LOC109405057
OG0001384	ASIC009461, ASIC009465	LOC115263576
OG0001385	ASIC009729, ASIC009721	LOC109433599
OG0001386	ASIC010938, ASIC010940	LOC115257876
OG0001387	ASIC003020, ASIC003220	LOC109400433
OG0001388	ASIC005673	LOC109405203
OG0001390	ASIC020880	LOC109412784, LOC134284140
OG0001390	ASIC020881	LOC134284141
OG0001391	ASIC006221	LOC134285373
OG0001392	ASIC019157	LOC109398078
OG0001393	ASIC010610	LOC109421628, LOC115265587
OG0001394	ASIC021634	LOC109423405
OG0001395	ASIC004390	LOC109406231
OG0001396	ASIC012219	LOC109410520
OG0001397	ASIC007721	LOC109426160, LOC109418423
OG0001398	ASIC007146	LOC109411751, LOC134287342
OG0001399	ASIC005497	LOC109404024
OG0001400	ASIC019862	LOC109410014
OG0001402	ASIC006833	LOC109421548
OG0001403	ASIC004784, ASIC004783	LOC109431372
OG0001404	ASIC007666	LOC109401891
OG0001405	ASIC005775	LOC109402372
OG0001406	ASIC016569	LOC109417578
OG0001409	ASIC003113	LOC109409967
OG0001410	ASIC005076	LOC109424724
OG0001411	ASIC018844, ASIC018843	LOC134287310, LOC109407909
OG0001412	ASIC015436	LOC109432366, LOC109423073
OG0001413	ASIC020194, ASIC020195	LOC134284471, LOC134283931, LOC109623134
OG0001414	ASIC015294	LOC134289566, LOC109432331
OG0001443	ASIC011828	LOC109409048, LOC109398988
OG0001444	ASIC018704	LOC115254260
OG0001445	ASIC009226, ASIC009229, ASIC009227, ASIC009228	LOC109415316
OG0001446	ASIC011996	LOC109430394, LOC109430401
OG0001447	ASIC021029	LOC109400053
OG0001448	ASIC000809	LOC134284498, LOC109430466
OG0001449	ASIC003927	LOC134288003, LOC134284401, LOC109413202
OG0001450	ASIC012982	LOC134283904, LOC109402569
OG0001451	ASIC017244	LOC109412699, LOC109427211, LOC115254074
OG0001452	ASIC014049	LOC115261415
OG0001453	ASIC001098, ASIC010055	LOC109401790
OG0001454	ASIC018212	LOC109426047
OG0001455	ASIC009403	LOC109417637
OG0001458	ASIC017177, ASIC017179	LOC115258944
OG0001459	ASIC006005, ASIC001061, ASIC006004	LOC109410753
OG0001460	ASIC005987	LOC109410759
OG0001461	ASIC013345	LOC134291262, LOC109410390
OG0001462	ASIC013287, ASIC013288	LOC109417375, LOC109410397
OG0001463	ASIC000849	LOC109411214
OG0001464	ASIC012288	LOC115255401, LOC109411220
OG0001465	ASIC022040	LOC109418060
OG0001466	ASIC006061	LOC109421653
OG0001467	ASIC010679	LOC109421659
OG0001468	ASIC006743	LOC134283928, LOC109429626
OG0001469	ASIC010531	LOC134289575, LOC109403034
OG0001470	ASIC015826	LOC109430774
OG0001471	ASIC012381, ASIC012390	LOC109423771
OG0001472	ASIC019263	LOC109423748
OG0001473	ASIC009599, ASIC009601	LOC109403573
OG0001474	ASIC007542	LOC115257191, LOC109432861
OG0001475	ASIC010753	LOC109412369
OG0001476	ASIC010860	LOC109412368
OG0001477	ASIC011912	LOC134291944, LOC109424500
OG0001478	ASIC010198	LOC109423370, LOC115257528
OG0001479	ASIC010190, ASIC010191	LOC109408358
OG0001480	ASIC006947	LOC109431403, LOC134285926
OG0001481	ASIC009900	LOC109426648, LOC134284780, LOC134288523
OG0001482	ASIC009878	LOC134287358, LOC109426647
OG0001483	ASIC012220	LOC109426672
OG0001484	ASIC012212, ASIC012211	LOC115267285
OG0001486	ASIC011628, ASIC010168	LOC109413954
OG0001487	ASIC018490	LOC109431718
OG0001489	ASIC005911, ASIC005910	LOC134284001, LOC109420624
OG0001490	ASIC015847	LOC115254898, LOC109428049
OG0001491	ASIC010321, ASIC005105, ASIC010322	LOC109415901
OG0001492	ASIC006987	LOC109421432
OG0001493	ASIC006976	LOC115266443, LOC109432536
OG0001494	ASIC006948	LOC115265509
OG0001495	ASIC003970	LOC134285717, LOC109401923
OG0001496	ASIC012959, ASIC012960	LOC109404954
OG0001497	ASIC012956	LOC109404952
OG0001498	ASIC006256, ASIC008615	LOC109415195
OG0001501	ASIC013221	LOC109424018, LOC109399279
OG0001502	ASIC017187	LOC109409324, LOC115258583
OG0001503	ASIC004904	LOC109432154
OG0001504	ASIC011217	LOC115256587
OG0001505	ASIC002965	LOC109409418, LOC134285076
OG0001506	ASIC017138	LOC109409431
OG0001507	ASIC018402	LOC115257757, LOC115257606
OG0001508	ASIC018392, ASIC018391	LOC109416719
OG0001509	ASIC006547	LOC109427823, LOC115259047
OG0001510	ASIC003804	LOC109621708
OG0001511	ASIC015642	LOC115264697
OG0001512	ASIC015646	LOC109422268
OG0001513	ASIC005276	LOC109623099
OG0001514	ASIC013029, ASIC013047	LOC109431589
OG0001515	ASIC005370, ASIC005359	LOC109397596, LOC134284656
OG0001516	ASIC017040	LOC109398423, LOC134284660
OG0001517	ASIC018433, ASIC007581, ASIC018432	LOC109410291
OG0001518	ASIC004838, ASIC004839	LOC109415941, LOC134290778
OG0001519	ASIC015690	LOC109411048, LOC109411047
OG0001521	ASIC005500	LOC109418948, LOC109400097
OG0001522	ASIC012566	LOC109622284, LOC109409963
OG0001523	ASIC014409	LOC109416057
OG0001524	ASIC008213	LOC134289496, LOC134289494, LOC134289495
OG0001525	ASIC018027	LOC134289673, LOC109399658
OG0001526	ASIC011057	LOC115266550
OG0001527	ASIC010686	LOC109412015
OG0001528	ASIC010683	LOC109412018
OG0001529	ASIC010916, ASIC010915	LOC115261461
OG0001530	ASIC004974, ASIC020348	LOC109422144
OG0001531	ASIC022187	LOC109426929, LOC134291542, LOC109623394
OG0001532	ASIC012171	LOC134289439
OG0001533	ASIC012641	LOC109621513
OG0001534	ASIC011313, ASIC011312	LOC109399108
OG0001535	ASIC002817	LOC109399100
OG0001536	ASIC002813	LOC109399093
OG0001537	ASIC018266	LOC109422342, LOC109424442
OG0001538	ASIC021516, ASIC021517	LOC109406517, LOC109403312
OG0001539	ASIC004779	LOC109431389
OG0001540	ASIC015207, ASIC002552	LOC109407674
OG0001541	ASIC008227	LOC109422649, LOC134291372, LOC109402824
OG0001542	ASIC017007	LOC109412267
OG0001543	ASIC007573, ASIC012963, ASIC015093	LOC109412996
OG0001544	ASIC013628	LOC109425086, LOC109429448
OG0001545	ASIC013620	LOC134286314, LOC109425088
OG0001546	ASIC005018	LOC134289754, LOC109426437
OG0001547	ASIC005981	LOC115257489
OG0001548	ASIC005980	LOC109412921
OG0001549	ASIC000811	LOC109409558
OG0001550	ASIC011847	LOC134291447
OG0001551	ASIC007368, ASIC007381	LOC109429598, LOC115262100
OG0001552	ASIC008120	LOC109420357
OG0001553	ASIC016743	LOC109406422
OG0001554	ASIC004464, ASIC004463	LOC115260696, LOC109432362
OG0001556	ASIC013566, ASIC013565	LOC109400308
OG0001557	ASIC000672	LOC109431868
OG0001559	ASIC015611	LOC115260213, LOC109414794
OG0001560	ASIC017933	LOC109428936
OG0001561	ASIC009297	LOC109428933
OG0001563	ASIC014242	LOC109409653
OG0001564	ASIC010185	LOC109409662
OG0001565	ASIC003564	LOC109432222
OG0001566	ASIC016609	LOC109409964
OG0001568	ASIC002886	LOC109429467, LOC109399163, LOC109414010
OG0001569	ASIC020910	LOC109429359, LOC109398210
OG0001570	ASIC020918	LOC109429314, LOC109400906
OG0001571	ASIC006499	LOC109427435
OG0001572	ASIC007621	LOC109427434
OG0001573	ASIC010979	LOC109410664
OG0001574	ASIC011576	LOC109427067
OG0001575	ASIC006300	LOC109424979
OG0001576	ASIC007957	LOC109431106, LOC109424968
OG0001578	ASIC014301	LOC109416121, LOC109419098, LOC109405787
OG0001579	ASIC021537, ASIC021552, ASIC021548	LOC109433328
OG0001580	ASIC020948, ASIC020946, ASIC020949	LOC109430281
OG0001581	ASIC011818	LOC109401806
OG0001582	ASIC011806	LOC109398907
OG0001583	ASIC011819	LOC115264563
OG0001584	ASIC022365	LOC109398917
OG0001585	ASIC015896	LOC109431046, LOC134284127
OG0001586	ASIC021640, ASIC009709	LOC115261381
OG0001587	ASIC008701	LOC115255928, LOC109421116
OG0001588	ASIC008687	LOC109431331
OG0001589	ASIC008399	LOC109412611, LOC109401544
OG0001590	ASIC017667, ASIC017673	LOC109419966, LOC134287715
OG0001591	ASIC002466	LOC109421937, LOC109421936, LOC109421938
OG0001592	ASIC016000	LOC115268366
OG0001593	ASIC002836	LOC134284199, LOC109424033
OG0001594	ASIC002835	LOC109424032
OG0001595	ASIC020626, ASIC020625	LOC115264858, LOC134284715
OG0001596	ASIC012927	LOC109412832
OG0001597	ASIC014770	LOC109425981
OG0001598	ASIC014797	LOC115268041
OG0001599	ASIC014800	LOC109425997
OG0001600	ASIC006352, ASIC006346, ASIC006351	LOC115256111
OG0001601	ASIC014485	LOC109411829
OG0001602	ASIC020085	LOC115261561, LOC109402475
OG0001603	ASIC010002	LOC109402525
OG0001605	ASIC002892	LOC109398184
OG0001606	ASIC011579	LOC134289650, LOC109422742
OG0001607	ASIC018114	LOC109410579
OG0001608	ASIC018110	LOC109421160
OG0001609	ASIC018111	LOC109421159
OG0001610	ASIC018681	LOC134283998, LOC109427105
OG0001611	ASIC016406	LOC109410535, LOC134287361
OG0001612	ASIC004984, ASIC004985	LOC109418813
OG0001613	ASIC005001	LOC109405806
OG0001614	ASIC005019, ASIC005020	LOC109403984
OG0001615	ASIC003633, ASIC010554	LOC115254470
OG0001616	ASIC017941	LOC109403403
OG0001617	ASIC011165	LOC109621635, LOC109429086
OG0001618	ASIC000526, ASIC000527	LOC109431932
OG0001619	ASIC005318	LOC109427882
OG0001620	ASIC005289	LOC109427885
OG0001621	ASIC007463	LOC109398864
OG0001622	ASIC015517	LOC134283989, LOC109426925
OG0001624	ASIC006686, ASIC006685	LOC109397551
OG0001625	ASIC013298, ASIC013304	LOC109432771
OG0001626	ASIC010817	LOC109417532, LOC109410216
OG0001627	ASIC021043	LOC109421124
OG0001628	ASIC016378, ASIC016379	LOC109621710
OG0001629	ASIC019785, ASIC019784	LOC115269210
OG0001630	ASIC003980	LOC109397865
OG0001631	ASIC011969	LOC109400499
OG0001632	ASIC016508, ASIC016507	LOC109415156
OG0001633	ASIC006607	LOC109622893, LOC115258542
OG0001634	ASIC007235	LOC109411700, LOC134288815
OG0001635	ASIC011328, ASIC011800, ASIC011330	LOC115254267
OG0001636	ASIC011232	LOC109401140, LOC109422552
OG0001637	ASIC010725	LOC109433074
OG0001638	ASIC007154, ASIC007152	LOC109420450
OG0001639	ASIC006691	LOC115253945, LOC109416842, LOC109405681
OG0001640	ASIC010014	LOC109621844
OG0001641	ASIC002912	LOC109399186
OG0001642	ASIC002859	LOC109420954, LOC109399228
OG0001643	ASIC009768	LOC115257156
OG0001644	ASIC008247, ASIC008248	LOC109408449
OG0001645	ASIC004674	LOC109415684, LOC109425047
OG0001647	ASIC008327, ASIC008329, ASIC008328	LOC109426339
OG0001648	ASIC008157	LOC109405852
OG0001649	ASIC007829	LOC109409730
OG0001650	ASIC007672, ASIC007683	LOC115271010
OG0001651	ASIC005168	LOC109409494
OG0001653	ASIC010349, ASIC010350	LOC109397269
OG0001654	ASIC009576	LOC109398935
OG0001655	ASIC009571	LOC109427527, LOC115256522
OG0001656	ASIC006951	LOC109417569
OG0001657	ASIC013596, ASIC013597	LOC109419928, LOC134284520
OG0001658	ASIC022156, ASIC009207, ASIC022155	LOC109411254
OG0001659	ASIC004978	LOC109400136, LOC109413090
OG0001660	ASIC001541	LOC109426168
OG0001661	ASIC005292, ASIC005293	LOC109428200
OG0001662	ASIC017618	LOC109427897, LOC115263986
OG0001664	ASIC007642, ASIC007641	LOC109427405, LOC109410123
OG0001665	ASIC006212, ASIC002699	LOC109427431, LOC134285038
OG0001666	ASIC007646	LOC109410126, LOC109427407
OG0001667	ASIC007673	LOC115254514, LOC109427416
OG0001668	ASIC021418	LOC115261817, LOC109405709
OG0001669	ASIC015059	LOC109417873, LOC134288487
OG0001670	ASIC017861	LOC109621464
OG0001671	ASIC014205, ASIC014203, ASIC014204	LOC109433059
OG0001672	ASIC003809	LOC109409320
OG0001673	ASIC014851, ASIC014850	LOC115253996
OG0001674	ASIC002414	LOC109418062
OG0001675	ASIC002413	LOC109414834
OG0001676	ASIC014982, ASIC014981	LOC109623260
OG0001677	ASIC012184	LOC109428052, LOC109428054, LOC115261585
OG0001678	ASIC006436	LOC115264498, LOC109406869
OG0001679	ASIC006275	LOC109401866, LOC134284971
OG0001680	ASIC003524	LOC134285041, LOC109406867
OG0001681	ASIC004817	LOC109399621
OG0001682	ASIC012811, ASIC012809	LOC109417772
OG0001683	ASIC021903	LOC109411854, LOC115259476
OG0001684	ASIC021902	LOC109412731, LOC109411856
OG0001686	ASIC010063	LOC134291965, LOC109422607
OG0001687	ASIC015894	LOC109431059, LOC109431039
OG0001688	ASIC015886	LOC109411570
OG0001689	ASIC005263, ASIC005265	LOC134288000, LOC109413201
OG0001690	ASIC021540	LOC109421972
OG0001691	ASIC011396	LOC109427990
OG0001692	ASIC017077	LOC109409457, LOC115256851
OG0001693	ASIC013668	LOC109621313, LOC109413128
OG0001694	ASIC010895	LOC109405232
OG0001695	ASIC002575	LOC115254377, LOC109400080
OG0001696	ASIC010375, ASIC010376	LOC109421739
OG0001697	ASIC016424	LOC115270187
OG0001698	ASIC021523, ASIC021522	LOC109405751, LOC109429050
OG0001699	ASIC008677	LOC109416248
OG0001700	ASIC014349, ASIC014348	LOC115253486
OG0001701	ASIC014448	LOC109414896, LOC134286191, LOC134286192, LOC115255478
OG0001702	ASIC012817	LOC109416535, LOC115258710
OG0001704	ASIC019439	LOC109407506
OG0001705	ASIC013013	LOC109622241
OG0001706	ASIC013017	LOC109622242
OG0001708	ASIC018906	LOC109403032
OG0001709	ASIC006155	LOC109416365
OG0001711	ASIC000584	LOC109398767, LOC134284945
OG0001712	ASIC006773	LOC134284927, LOC109427493
OG0001713	ASIC015055	LOC115268078, LOC109408019, LOC109405158
OG0001714	ASIC022112	LOC109404794, LOC109423879
OG0001715	ASIC011809	LOC109623312
OG0001716	ASIC002238	LOC109419530
OG0001717	ASIC002242	LOC109409288
OG0001718	ASIC004638	LOC109410458
OG0001719	ASIC012291, ASIC012290, ASIC001795	LOC109427538
OG0001720	ASIC020115	LOC109415992
OG0001721	ASIC004623	LOC115267417
OG0001722	ASIC002153	LOC109404966
OG0001723	ASIC002151	LOC109416168
OG0001724	ASIC011054	LOC115266621
OG0001725	ASIC016657	LOC109417806
OG0001726	ASIC009879	LOC134283970, LOC109426755
OG0001727	ASIC007690	LOC109431071
OG0001728	ASIC005024	LOC109405380
OG0001729	ASIC012783	LOC109420617, LOC109420616
OG0001730	ASIC016113	LOC109414978
OG0001731	ASIC018716	LOC109414740, LOC109426838
OG0001732	ASIC020433, ASIC009368	LOC134284641, LOC109412044
OG0001733	ASIC015266, ASIC006784	LOC109412040, LOC134284643
OG0001734	ASIC014874	LOC109423450
OG0001735	ASIC006149	LOC109432041, LOC109432033
OG0001736	ASIC020011, ASIC005502	LOC109404016
OG0001737	ASIC015876	LOC109413566
OG0001738	ASIC006245	LOC134285257, LOC134285256
OG0001739	ASIC017141, ASIC015939	LOC109431508
OG0001740	ASIC003010	LOC109431730, LOC109431727
OG0001742	ASIC007116	LOC134285350, LOC109406906
OG0001743	ASIC010673	LOC109409336, LOC109419088
OG0001744	ASIC010670	LOC115266916, LOC109409339
OG0001745	ASIC010671	LOC115253436, LOC109409337
OG0001746	ASIC010669	LOC109419087, LOC115254144
OG0001747	ASIC010414	LOC109412507
OG0001749	ASIC014904	LOC109423813
OG0001750	ASIC007685, ASIC007686	LOC109397805
OG0001751	ASIC018362	LOC115262555, LOC109421913
OG0001752	ASIC004407	LOC109412833
OG0001753	ASIC004236	LOC109425656
OG0001754	ASIC018176	LOC109405799
OG0001755	ASIC009942, ASIC009944	LOC109407063, LOC134287784
OG0001756	ASIC018690, ASIC018692	LOC109404905
OG0001757	ASIC019996, ASIC020307	LOC109428450
OG0001758	ASIC014201	LOC109424214
OG0001759	ASIC014157, ASIC014168	LOC115253756
OG0001760	ASIC011226	LOC109409473, LOC109409536
OG0001761	ASIC003919	LOC115253466, LOC115256661, LOC109409534, LOC109409468
OG0001762	ASIC009563	LOC109403484
OG0001763	ASIC003781	LOC109409745, LOC134290471
OG0001764	ASIC015177	LOC109416470
OG0001765	ASIC015167, ASIC015166	LOC109416471
OG0001767	ASIC009857	LOC109412573, LOC134285652, LOC134291846, LOC109397046
OG0001768	ASIC018840	LOC109417011
OG0001769	ASIC009858	LOC134285649, LOC109397026, LOC109397016
OG0001770	ASIC009246	LOC109428544, LOC109420977, LOC115269478, LOC109420984, LOC109420983
OG0001771	ASIC005885	LOC109417248
OG0001772	ASIC005879	LOC109420576, LOC109417482
OG0001773	ASIC008145	LOC134292031, LOC134291557
OG0001774	ASIC008255	LOC134291921
OG0001775	ASIC006441	LOC109430170, LOC115264870
OG0001776	ASIC016592	LOC134284690, LOC109417821
OG0001777	ASIC006909	LOC115258559
OG0001777	ASIC006908	LOC109407268
OG0001778	ASIC003503	LOC109412274
OG0001779	ASIC018358	LOC109432700, LOC134291660
OG0001780	ASIC018357	LOC109421912, LOC134291661
OG0001781	ASIC021593	LOC109417113
OG0001782	ASIC008028	LOC109404988
OG0001784	ASIC016573	LOC109417839, LOC109400156, LOC134291253
OG0001785	ASIC015719	LOC109398559
OG0001786	ASIC017660	LOC109622009
OG0001787	ASIC016080	LOC109430088, LOC115256457
OG0001788	ASIC016710, ASIC016712	LOC109399416
OG0001789	ASIC016709	LOC109400672
OG0001790	ASIC003950	LOC115269692, LOC109398409
OG0001791	ASIC008767, ASIC008766	LOC115258107, LOC109421724
OG0001792	ASIC021208	LOC109425704
OG0001793	ASIC021180	LOC134288462, LOC109418002
OG0001794	ASIC021181	LOC109406030, LOC134287316
OG0001795	ASIC007663	LOC109401855
OG0001796	ASIC012914, ASIC012918	LOC109397908
OG0001797	ASIC007477	LOC109430946
OG0001798	ASIC004899	LOC109417110
OG0001799	ASIC021462, ASIC021463	LOC134292118, LOC109431857
OG0001800	ASIC001509	LOC115267643, LOC109398720
OG0001801	ASIC019678	LOC109429036, LOC109429037
OG0001802	ASIC014309	LOC109402431
OG0001803	ASIC009519	LOC109427363
OG0001804	ASIC014383	LOC109427576, LOC109432855, LOC115268908
OG0001805	ASIC021473, ASIC021472	LOC109411553
OG0001806	ASIC012948	LOC109418918
OG0001807	ASIC004252	LOC109398712
OG0001808	ASIC021331	LOC134288996
OG0001809	ASIC014535	LOC109428244, LOC115266369, LOC109427949
OG0001810	ASIC014549, ASIC014550, ASIC011629, ASIC015060	LOC109427940
OG0001811	ASIC004319	LOC109422709
OG0001812	ASIC006309	LOC134288872, LOC109401913
OG0001813	ASIC002411	LOC109418066
OG0001814	ASIC002412	LOC109414833
OG0001815	ASIC005845, ASIC005844	LOC109427442
OG0001816	ASIC008708, ASIC008709	LOC115263163
OG0001817	ASIC020782, ASIC020783	LOC115255345
OG0001818	ASIC021626	LOC109407931
OG0001819	ASIC009549	LOC109428456, LOC109422096
OG0001820	ASIC003777	LOC109409788
OG0001821	ASIC001040, ASIC001032	LOC109403224
OG0001822	ASIC006665	LOC109416244
OG0001823	ASIC019817	LOC109622551, LOC109622547
OG0001824	ASIC002801	LOC109622879, LOC134287988
OG0001825	ASIC019990	LOC109428464
OG0001826	ASIC014583	LOC109428247
OG0001827	ASIC020438	LOC109413232
OG0001828	ASIC014192	LOC109420226
OG0001829	ASIC008118	LOC109424480
OG0001831	ASIC000567	LOC134284681
OG0001832	ASIC018160	LOC109401664, LOC109418846
OG0001833	ASIC005302	LOC109621803
OG0001834	ASIC016151, ASIC016173	LOC109416692
OG0001835	ASIC021750	LOC109413271
OG0001836	ASIC022013, ASIC022021, ASIC022016	LOC109418152
OG0001837	ASIC020182	LOC109411881
OG0001838	ASIC019355	LOC115264580
OG0001839	ASIC006749, ASIC006748	LOC109423925
OG0001840	ASIC003471	LOC109405671
OG0001841	ASIC007780	LOC109407816, LOC134288728
OG0001842	ASIC004930	LOC134292126, LOC109425933
OG0001843	ASIC007727	LOC115261297
OG0001844	ASIC013647	LOC109433484
OG0001845	ASIC020613	LOC109422692, LOC115260992
OG0001846	ASIC012702, ASIC012705	LOC109405247
OG0001848	ASIC005374	LOC134284916, LOC109397853
OG0001849	ASIC019284	LOC109419429
OG0001850	ASIC015008	LOC109401980
OG0001851	ASIC013242	LOC134292233
OG0001852	ASIC015215	LOC109428744
OG0001853	ASIC014486	LOC109402885
OG0001854	ASIC018344	LOC109432643, LOC109401984
OG0001855	ASIC019590	LOC109404342
OG0001856	ASIC013509, ASIC013513	LOC109409625
OG0001857	ASIC002314	LOC109622061
OG0001859	ASIC004396	LOC115260811
OG0001860	ASIC002154	LOC134291182, LOC109404964
OG0001861	ASIC010187, ASIC010189, ASIC010188	LOC109408373
