Orthogroup	AsinensisChina	AaegyptiLVP_AGWG
OG0001578	ASIC014301	AAEL005631
OG0001579	ASIC021537, ASIC021552, ASIC021548	AAEL005767
OG0001580	ASIC020948, ASIC020946, ASIC020949	AAEL005808
OG0001581	ASIC011818	AAEL005842, AAEL022335
OG0001582	ASIC011806	AAEL021854, AAEL026114, AAEL005843
OG0001583	ASIC011819	AAEL005846
OG0001584	ASIC022365	AAEL021191, AAEL005866
OG0001585	ASIC015896	AAEL020020, AAEL005893
OG0001586	ASIC021640, ASIC009709	AAEL005905
OG0001587	ASIC008701	AAEL020376, AAEL005950
OG0001588	ASIC008687	AAEL005952
OG0001589	ASIC008399	AAEL005962
OG0001590	ASIC017667, ASIC017673	AAEL005970
OG0001591	ASIC002466	AAEL006034, AAEL025718
OG0001592	ASIC016000	AAEL006164, AAEL009201
OG0001593	ASIC002836	AAEL006174
OG0001594	ASIC002835	AAEL006181
OG0001595	ASIC020626, ASIC020625	AAEL006205
OG0001596	ASIC012927	AAEL020128, AAEL006216
OG0001597	ASIC014770	AAEL006348, AAEL006326
OG0001598	ASIC014797	AAEL006340
OG0001599	ASIC014800	AAEL006343, AAEL025287
OG0001600	ASIC006352, ASIC006346, ASIC006351	AAEL006367
OG0001601	ASIC014485	AAEL006389
OG0001602	ASIC020085	AAEL007284, AAEL006440
OG0001603	ASIC010002	AAEL022222, AAEL023228, AAEL006445
OG0001605	ASIC002892	AAEL021322, AAEL024679, AAEL006553
OG0001606	ASIC011579	AAEL027492, AAEL006659
OG0001607	ASIC018114	AAEL020946, AAEL006687
OG0001608	ASIC018110	AAEL006688
OG0001609	ASIC018111	AAEL006697
OG0001610	ASIC018681	AAEL006718
OG0001611	ASIC016406	AAEL026097, AAEL006732
OG0001612	ASIC004984, ASIC004985	AAEL006772, AAEL024260
OG0001613	ASIC005001	AAEL006774
OG0001614	ASIC005019, ASIC005020	AAEL006790
OG0001615	ASIC003633, ASIC010554	AAEL006839
OG0001616	ASIC017941	AAEL020314, AAEL006854
OG0001617	ASIC011165	AAEL006859, AAEL014276
OG0001618	ASIC000526, ASIC000527	AAEL006919
OG0001619	ASIC005318	AAEL006987, AAEL006990
OG0001620	ASIC005289	AAEL021420, AAEL006998, AAEL028089
OG0001621	ASIC007463	AAEL025660, AAEL007001
OG0001622	ASIC015517	AAEL007049
OG0001624	ASIC006686, ASIC006685	AAEL007278, AAEL022274
OG0001625	ASIC013298, ASIC013304	AAEL007285
OG0001626	ASIC010817	AAEL007349
OG0001627	ASIC021043	AAEL010393, AAEL007385
OG0001628	ASIC016378, ASIC016379	AAEL007409
OG0001629	ASIC019785, ASIC019784	AAEL007473
OG0001630	ASIC003980	AAEL007476
OG0001631	ASIC011969	AAEL025261, AAEL007492
OG0001632	ASIC016508, ASIC016507	AAEL007505
OG0001633	ASIC006607	AAEL007568
OG0001634	ASIC007235	AAEL026096, AAEL007708
OG0001635	ASIC011328, ASIC011800, ASIC011330	AAEL007805
OG0001636	ASIC011232	AAEL007814, AAEL021591
OG0001637	ASIC010725	AAEL007823
OG0001638	ASIC007154, ASIC007152	AAEL007902
OG0001639	ASIC006691	AAEL007959
OG0001640	ASIC010014	AAEL007979
OG0001641	ASIC002912	AAEL007987, AAEL025151
OG0001642	ASIC002859	AAEL007996
OG0001643	ASIC009768	AAEL008010, AAEL025987
OG0001644	ASIC008247, ASIC008248	AAEL008041
OG0001645	ASIC004674	AAEL023409, AAEL008046
OG0001647	ASIC008327, ASIC008329, ASIC008328	AAEL008154
OG0001648	ASIC008157	AAEL008188
OG0001649	ASIC007829	AAEL008219
OG0001650	ASIC007672, ASIC007683	AAEL008403
OG0001651	ASIC005168	AAEL012845, AAEL008412
OG0001653	ASIC010349, ASIC010350	AAEL008450
OG0001654	ASIC009576	AAEL008459
OG0001655	ASIC009571	AAEL008463
OG0001656	ASIC006951	AAEL008592
OG0001657	ASIC013596, ASIC013597	AAEL008596
OG0001658	ASIC022156, ASIC009207, ASIC022155	AAEL008700
OG0001659	ASIC004978	AAEL008738
OG0001660	ASIC001541	AAEL008826
OG0001661	ASIC005292, ASIC005293	AAEL023781, AAEL008842
OG0001662	ASIC017618	AAEL008849
OG0001664	ASIC007642, ASIC007641	AAEL008941
OG0001665	ASIC006212, ASIC002699	AAEL008942
OG0001666	ASIC007646	AAEL026683, AAEL008956
OG0001667	ASIC007673	AAEL008960
OG0001668	ASIC021418	AAEL009097
OG0001669	ASIC015059	AAEL009183, AAEL027505
OG0001670	ASIC017861	AAEL009196
OG0001671	ASIC014205, ASIC014203, ASIC014204	AAEL009265
OG0001672	ASIC003809	AAEL009298
OG0001673	ASIC014851, ASIC014850	AAEL009307
OG0001674	ASIC002414	AAEL009351, AAEL021624
OG0001675	ASIC002413	AAEL009356, AAEL024601
OG0001676	ASIC014982, ASIC014981	AAEL009364
OG0001677	ASIC012184	AAEL009438
OG0001678	ASIC006436	AAEL009471, AAEL009458
OG0001679	ASIC006275	AAEL009466
OG0001680	ASIC003524	AAEL023741, AAEL009469
OG0001681	ASIC004817	AAEL009503, AAEL020495
OG0001682	ASIC012811, ASIC012809	AAEL009588
OG0001683	ASIC021903	AAEL009634
OG0001684	ASIC021902	AAEL009637
OG0001685	ASIC003488	AAEL009639
OG0001686	ASIC010063	AAEL025383, AAEL009701
OG0001687	ASIC015894	AAEL009757, AAEL009751
OG0001688	ASIC015886	AAEL009753
OG0001689	ASIC005263, ASIC005265	AAEL009763
OG0001690	ASIC021540	AAEL009779
OG0001691	ASIC011396	AAEL009850
OG0001692	ASIC017077	AAEL028144, AAEL009872
OG0001693	ASIC013668	AAEL009894, AAEL012911
OG0001694	ASIC010895	AAEL009950
OG0001695	ASIC002575	AAEL010008, AAEL026984
OG0001696	ASIC010375, ASIC010376	AAEL010062
OG0001697	ASIC016424	AAEL010090
OG0001698	ASIC021523, ASIC021522	AAEL011805, AAEL010110
OG0001699	ASIC008677	AAEL021547, AAEL024827, AAEL010226
OG0001700	ASIC014349, ASIC014348	AAEL010260
OG0001701	ASIC014448	AAEL010266
OG0001702	ASIC012817	AAEL010283, AAEL027623
OG0001704	ASIC019439	AAEL010311
OG0001705	ASIC013013	AAEL010354
OG0001706	ASIC013017	AAEL010355
OG0001708	ASIC018906	AAEL010389
OG0001709	ASIC006155	AAEL010422
OG0001711	ASIC000584	AAEL010568
OG0001712	ASIC006773	AAEL010571, AAEL026067
OG0001713	ASIC015055	AAEL010593
OG0001714	ASIC022112	AAEL010742, AAEL024119
OG0001715	ASIC011809	AAEL010757
OG0001716	ASIC002238	AAEL010771
OG0001717	ASIC002242	AAEL010778
OG0001718	ASIC004638	AAEL010827
OG0001719	ASIC012291, ASIC012290, ASIC001795	AAEL010855
OG0001720	ASIC020115	AAEL021416, AAEL011123
OG0001721	ASIC004623	AAEL024207, AAEL011124
OG0001722	ASIC002153	AAEL011157
OG0001723	ASIC002151	AAEL011159
OG0001724	ASIC011054	AAEL011271
OG0001725	ASIC016657	AAEL011345
OG0001726	ASIC009879	AAEL011349
OG0001727	ASIC007690	AAEL011379
OG0001728	ASIC005024	AAEL011382
OG0001729	ASIC012783	AAEL011411, AAEL012903
OG0001730	ASIC016113	AAEL011436
OG0001731	ASIC018716	AAEL011500
OG0001732	ASIC020433, ASIC009368	AAEL011560
OG0001733	ASIC015266, ASIC006784	AAEL011562
OG0001734	ASIC014874	AAEL011566
OG0001735	ASIC006149	AAEL011690, AAEL011691
OG0001736	ASIC020011, ASIC005502	AAEL011697
OG0001737	ASIC015876	AAEL025949, AAEL021786, AAEL011731
OG0001738	ASIC006245	AAEL011751, AAEL023265
OG0001739	ASIC017141, ASIC015939	AAEL011754, AAEL023977
OG0001740	ASIC003010	AAEL011768, AAEL011771
OG0001742	ASIC007116	AAEL011850
OG0001743	ASIC010673	AAEL011989
OG0001744	ASIC010670	AAEL011991
OG0001745	ASIC010671	AAEL011993
OG0001746	ASIC010669	AAEL011996
OG0001747	ASIC010414	AAEL012016
OG0001748	ASIC014865, ASIC014866	AAEL027882
OG0001749	ASIC014904	AAEL021939, AAEL012178
OG0001750	ASIC007685, ASIC007686	AAEL012233
OG0001751	ASIC018362	AAEL012324
OG0001752	ASIC004407	AAEL022520, AAEL012341
OG0001753	ASIC004236	AAEL012410
OG0001754	ASIC018176	AAEL012501
OG0001755	ASIC009942, ASIC009944	AAEL012525
OG0001756	ASIC018690, ASIC018692	AAEL012539
OG0001757	ASIC019996, ASIC020307	AAEL012552
OG0001758	ASIC014201	AAEL021254, AAEL012585
OG0001759	ASIC014157, ASIC014168	AAEL012671
OG0001760	ASIC011226	AAEL012710, AAEL012715
OG0001761	ASIC003919	AAEL012711, AAEL012713, AAEL026876
OG0001762	ASIC009563	AAEL012717
OG0001763	ASIC003781	AAEL012731
OG0001764	ASIC015177	AAEL012751
OG0001765	ASIC015167, ASIC015166	AAEL012756
OG0001767	ASIC009857	AAEL012822
OG0001768	ASIC018840	AAEL012823
OG0001769	ASIC009858	AAEL012826
OG0001770	ASIC009246	AAEL013626, AAEL022666, AAEL013014
OG0001771	ASIC005885	AAEL013151
OG0001772	ASIC005879	AAEL013157, AAEL013152
OG0001773	ASIC008145	AAEL013197
OG0001774	ASIC008255	AAEL026895, AAEL013199
OG0001775	ASIC006442, ASIC006441	AAEL013253
OG0001776	ASIC016592	AAEL013278
OG0001777	ASIC006908	AAEL013366
OG0001778	ASIC003503	AAEL013424
OG0001779	ASIC018358	AAEL013478
OG0001780	ASIC018357	AAEL013479
OG0001781	ASIC021593	AAEL013527
OG0001782	ASIC008028	AAEL013613
OG0001784	ASIC016573	AAEL013744
OG0001785	ASIC015719	AAEL013758
OG0001786	ASIC017660	AAEL013776
OG0001787	ASIC016080	AAEL013814
OG0001788	ASIC016710, ASIC016712	AAEL013872
OG0001789	ASIC016709	AAEL013875
OG0001790	ASIC003950	AAEL013883
OG0001791	ASIC008767, ASIC008766	AAEL013962
OG0001792	ASIC021208	AAEL020316, AAEL013974
OG0001793	ASIC021180	AAEL028215, AAEL013994
OG0001794	ASIC021181	AAEL013998, AAEL027973
OG0001795	ASIC007663	AAEL014009
OG0001796	ASIC012914, ASIC012918	AAEL014022
OG0001797	ASIC007477	AAEL014027
OG0001798	ASIC004899	AAEL014054, AAEL025786
OG0001799	ASIC021462, ASIC021463	AAEL014059
OG0001800	ASIC001509	AAEL025776, AAEL014216
OG0001801	ASIC019678	AAEL014246, AAEL014244
OG0001802	ASIC014309	AAEL014271
OG0001803	ASIC009519	AAEL014272
OG0001804	ASIC014383	AAEL014284
OG0001805	ASIC021473, ASIC021472	AAEL014303
OG0001806	ASIC012948	AAEL024066, AAEL014318
OG0001807	ASIC004252	AAEL014326
OG0001808	ASIC021331	AAEL014340
OG0001809	ASIC014535	AAEL014348
OG0001810	ASIC014549, ASIC014550, ASIC011629, ASIC015060	AAEL014349
OG0001811	ASIC004319	AAEL014435
OG0001812	ASIC006309	AAEL014505
OG0001813	ASIC002411	AAEL014577
OG0001814	ASIC002412	AAEL014578, AAEL023117
OG0001815	ASIC005845, ASIC005844	AAEL014653
OG0001816	ASIC008708, ASIC008709	AAEL014774
OG0001817	ASIC020782, ASIC020783	AAEL014824
OG0001818	ASIC021626	AAEL014851
OG0001819	ASIC009549	AAEL024910, AAEL014853
OG0001820	ASIC003777	AAEL014863
OG0001821	ASIC001040, ASIC001032	AAEL015118
OG0001822	ASIC006665	AAEL015255
OG0001823	ASIC019817	AAEL020424, AAEL015402
OG0001824	ASIC002801	AAEL015557
OG0001825	ASIC019990	AAEL015640
OG0001826	ASIC014583	AAEL017327, AAEL017097, AAEL017230
OG0001827	ASIC020438	AAEL017167
OG0001828	ASIC014192	AAEL023345, AAEL017186
OG0001829	ASIC008118	AAEL017251
OG0001831	ASIC000567	AAEL017391
OG0001832	ASIC018160	AAEL017512
OG0001833	ASIC005302	AAEL018103, AAEL026175
OG0001834	ASIC016151, ASIC016173	AAEL018114
OG0001835	ASIC021750	AAEL018141
OG0001836	ASIC022013, ASIC022021, ASIC022016	AAEL024668, AAEL018183
OG0001837	ASIC020182	AAEL018215
OG0001838	ASIC019355	AAEL018227
OG0001839	ASIC006749, ASIC006748	AAEL018232
OG0001840	ASIC003471	AAEL018263
OG0001841	ASIC007780	AAEL018302
OG0001842	ASIC004930	AAEL018310
OG0001843	ASIC007727	AAEL018324
OG0001844	ASIC013647	AAEL019406
OG0001845	ASIC020613	AAEL023349, AAEL019418
OG0001846	ASIC012702, ASIC012705	AAEL019420, AAEL019419
OG0001847	ASIC006989, ASIC014124	AAEL019421
OG0001848	ASIC005374	AAEL019425
OG0001849	ASIC019284	AAEL019457
OG0001850	ASIC015008	AAEL019467
OG0001852	ASIC015215	AAEL019502
OG0001853	ASIC014486	AAEL019515, AAEL021312
OG0001854	ASIC018344	AAEL019543
OG0001855	ASIC019590	AAEL019551
OG0001856	ASIC013509, ASIC013513	AAEL019553
OG0001857	ASIC002314	AAEL019566
OG0001858	ASIC019799	AAEL027018, AAEL019593
OG0001859	ASIC004396	AAEL019600, AAEL022282, AAEL023044
OG0001860	ASIC002154	AAEL019610
OG0001861	ASIC010187, ASIC010189, ASIC010188	AAEL019617
OG0001862	ASIC021592	AAEL025304, AAEL019619
OG0001863	ASIC009132, ASIC010402	AAEL019632
OG0001864	ASIC003186	AAEL019640
OG0001865	ASIC000588	AAEL019656
OG0001866	ASIC008731	AAEL021311, AAEL019671
OG0001867	ASIC002720	AAEL019680
OG0001868	ASIC011957, ASIC011955	AAEL019686
OG0001869	ASIC012024	AAEL019704
OG0001870	ASIC021696	AAEL019721, AAEL021660
OG0001871	ASIC012345, ASIC012346	AAEL019723
OG0001872	ASIC021037	AAEL027062, AAEL019734
OG0001873	ASIC021542	AAEL019738, AAEL022521
OG0001874	ASIC009436	AAEL019743
OG0001875	ASIC012424	AAEL019757
OG0001876	ASIC007967	AAEL019779
OG0001877	ASIC002040	AAEL019784
OG0001878	ASIC006957, ASIC006955, ASIC006954	AAEL019813
OG0001879	ASIC011920	AAEL019817
OG0001879	ASIC011921	AAEL019816
OG0001881	ASIC021170	AAEL019888
OG0001882	ASIC007272, ASIC007238, ASIC007261	AAEL019914
OG0001883	ASIC002883	AAEL019934
OG0001884	ASIC020748	AAEL019942, AAEL019943
OG0001885	ASIC013229	AAEL020938, AAEL019995
OG0001886	ASIC003977, ASIC003976, ASIC003975	AAEL020006
OG0001887	ASIC006252	AAEL020075
OG0001889	ASIC009561	AAEL020236
OG0001890	ASIC005099	AAEL020259
OG0001891	ASIC017267	AAEL020367, AAEL027037
OG0001892	ASIC010892	AAEL020427
OG0001893	ASIC014801	AAEL020670, AAEL026210
OG0001894	ASIC005224	AAEL020781, AAEL024786, AAEL024800
OG0001895	ASIC007847	AAEL024451, AAEL020804
OG0001896	ASIC014534	AAEL020847
OG0001897	ASIC006362, ASIC006363	AAEL021006
OG0001898	ASIC010238	AAEL021019
OG0001899	ASIC010611	AAEL021029
OG0001900	ASIC022017	AAEL027584, AAEL024457, AAEL021121
OG0001901	ASIC004873	AAEL022782, AAEL021202
OG0001902	ASIC014059	AAEL021288
OG0001905	ASIC007571	AAEL021386
OG0001906	ASIC003552	AAEL021402, AAEL024170, AAEL025488
OG0001907	ASIC004244, ASIC004243	AAEL021419
OG0001908	ASIC021541	AAEL026022, AAEL021519
OG0001909	ASIC006929	AAEL021548
OG0001910	ASIC015878, ASIC015879	AAEL021574
OG0001912	ASIC018298, ASIC018297	AAEL021655, AAEL023077
OG0001913	ASIC005208, ASIC005230	AAEL021676
OG0001914	ASIC016511, ASIC016522	AAEL021748
OG0001915	ASIC013236	AAEL024321, AAEL022608, AAEL021767
OG0001917	ASIC004591	AAEL021925
OG0001918	ASIC016928	AAEL021955, AAEL028133
OG0001919	ASIC012967	AAEL022200
OG0001920	ASIC008312	AAEL022248
OG0001921	ASIC009225	AAEL022316
OG0001922	ASIC016607, ASIC016606	AAEL022351
OG0001923	ASIC005465, ASIC018679	AAEL022431
OG0001924	ASIC009961, ASIC009962, ASIC009960	AAEL022611
OG0001925	ASIC017116	AAEL022632, AAEL023223
OG0001926	ASIC007667	AAEL022657, AAEL026213
OG0001927	ASIC021149	AAEL022658
OG0001928	ASIC010994, ASIC010995	AAEL026719, AAEL022716
OG0001929	ASIC017135	AAEL022855
OG0001930	ASIC018934	AAEL022893, AAEL025265
OG0001931	ASIC017142	AAEL024358, AAEL022938
OG0001933	ASIC010074	AAEL024674, AAEL023115
OG0001934	ASIC003097	AAEL023151
OG0001935	ASIC002642	AAEL023352
OG0001937	ASIC019720	AAEL023471
OG0001938	ASIC019487	AAEL023498, AAEL027331
OG0001939	ASIC011519	AAEL023502, AAEL025398
OG0001940	ASIC020414	AAEL023745
OG0001941	ASIC004459	AAEL023750, AAEL026150, AAEL024982
OG0001942	ASIC012314	AAEL023810
OG0001943	ASIC006172	AAEL026260, AAEL023943
OG0001944	ASIC018346	AAEL023989
OG0001945	ASIC017118, ASIC017115, ASIC017119	AAEL024005
OG0001946	ASIC004412	AAEL027002, AAEL024101
OG0001947	ASIC007435	AAEL024141
OG0001948	ASIC020352, ASIC020351	AAEL024258
OG0001949	ASIC007223	AAEL024480
OG0001950	ASIC018763	AAEL024598
OG0001951	ASIC006483	AAEL025046, AAEL024618
OG0001952	ASIC016664, ASIC016674	AAEL024623
OG0001953	ASIC018764	AAEL024710
OG0001954	ASIC021195, ASIC021185	AAEL024713
OG0001955	ASIC017365, ASIC017366	AAEL024788
OG0001956	ASIC006304	AAEL025473, AAEL025076
OG0001957	ASIC012991	AAEL025133, AAEL026994
OG0001958	ASIC015940	AAEL025230
OG0001959	ASIC002843	AAEL025353
OG0001960	ASIC004698	AAEL025443
OG0001961	ASIC007253	AAEL025578, AAEL025984
OG0001962	ASIC013443	AAEL025606
OG0001963	ASIC012780	AAEL026618, AAEL025692
OG0001964	ASIC002077	AAEL026074
OG0001965	ASIC018334	AAEL026170
OG0001968	ASIC011281	AAEL026355
OG0001969	ASIC019240	AAEL026388, AAEL028233
OG0001970	ASIC020957	AAEL026710
OG0001971	ASIC020075	AAEL026716, AAEL027637
OG0001972	ASIC014975	AAEL026746
OG0001973	ASIC014644, ASIC014647, ASIC014646	AAEL026751
OG0001974	ASIC006809, ASIC006810, ASIC006808	AAEL026796
OG0001975	ASIC016307	AAEL026846
OG0001976	ASIC002837	AAEL026945
OG0001977	ASIC007593	AAEL027527
OG0001978	ASIC013183	AAEL027566
OG0001979	ASIC021431	AAEL027644
OG0001980	ASIC007105	AAEL027654
OG0001981	ASIC004738, ASIC005416, ASIC005417	AAEL028004
OG0001982	ASIC009559	AAEL028021
OG0001983	ASIC000726	AAEL028129
OG0001984	ASIC007908	AAEL029070, AAEL029071
OG0002027	ASIC003238	AAEL000008
OG0002028	ASIC004635	AAEL002639, AAEL000010
OG0002029	ASIC004624	AAEL000032
OG0002030	ASIC003349, ASIC003350	AAEL000036
OG0002031	ASIC018682	AAEL000049
OG0002032	ASIC002958	AAEL000091
OG0002033	ASIC011378, ASIC011377	AAEL000098
OG0002034	ASIC012000	AAEL000102
OG0002035	ASIC021027	AAEL000109, AAEL025680
OG0002036	ASIC000810	AAEL000159
OG0002037	ASIC011301	AAEL000162
OG0002038	ASIC021827	AAEL000181
OG0002039	ASIC002947	AAEL000186
OG0002041	ASIC005413	AAEL000193
OG0002043	ASIC016092	AAEL000221
OG0002044	ASIC020314	AAEL000236
OG0002045	ASIC003997	AAEL021776, AAEL000243
OG0002046	ASIC022294	AAEL000258
OG0002047	ASIC015164	AAEL000267
OG0002048	ASIC019373	AAEL000272
OG0002049	ASIC022323	AAEL000291
OG0002050	ASIC019555	AAEL000327
OG0002051	ASIC021402	AAEL000340
OG0002052	ASIC019453	AAEL000343
OG0002053	ASIC019558	AAEL000362
OG0002054	ASIC017988	AAEL000397, AAEL027318
OG0002056	ASIC014046	AAEL000424
OG0002057	ASIC001072	AAEL000440, AAEL023005
OG0002058	ASIC021480	AAEL027802, AAEL000445
OG0002059	ASIC020254	AAEL000452
OG0002060	ASIC001073, ASIC001075	AAEL000457
OG0002061	ASIC021479	AAEL000460, AAEL020197
OG0002062	ASIC008087	AAEL000464
OG0002063	ASIC021534, ASIC021535	AAEL000510
OG0002064	ASIC005023	AAEL000550
OG0002065	ASIC007917	AAEL000551
OG0002066	ASIC022139, ASIC007889	AAEL000559
OG0002067	ASIC008733	AAEL000590
OG0002068	ASIC008782, ASIC008781	AAEL000593
OG0002069	ASIC022124	AAEL000618
OG0002070	ASIC013018	AAEL021450, AAEL000646
OG0002071	ASIC018214	AAEL000670
OG0002072	ASIC021729	AAEL000716
OG0002073	ASIC021275	AAEL000721
OG0002074	ASIC021271	AAEL000724
OG0002075	ASIC021274	AAEL000746
OG0002076	ASIC021272	AAEL000750
OG0002077	ASIC018161	AAEL000755
OG0002078	ASIC021866	AAEL020913, AAEL000825
OG0002079	ASIC021930	AAEL000849, AAEL027279
OG0002080	ASIC021867	AAEL000852, AAEL022708
OG0002081	ASIC018312	AAEL000883
OG0002082	ASIC015286	AAEL000897
OG0002083	ASIC018021	AAEL000924
OG0002084	ASIC005781	AAEL000925
OG0002085	ASIC018454	AAEL000933
OG0002086	ASIC018129	AAEL000938
OG0002087	ASIC017914	AAEL000940, AAEL022151
OG0002088	ASIC006000	AAEL000942
OG0002090	ASIC017867	AAEL000951
OG0002091	ASIC018456, ASIC018455	AAEL000953
OG0002092	ASIC018125	AAEL007879, AAEL000961
OG0002093	ASIC017181	AAEL026006, AAEL028134, AAEL000964
OG0002094	ASIC017936	AAEL000967
OG0002095	ASIC007719	AAEL000978
OG0002096	ASIC016402	AAEL000994
OG0002097	ASIC016405	AAEL000999
OG0002098	ASIC004650	AAEL001000
OG0002099	ASIC001246	AAEL001007
OG0002100	ASIC005556	AAEL001044
OG0002101	ASIC013962	AAEL001060
OG0002102	ASIC014056	AAEL001085
OG0002103	ASIC007670, ASIC012713	AAEL001099
OG0002104	ASIC022330	AAEL001113
OG0002105	ASIC014546	AAEL001154
OG0002106	ASIC006877	AAEL021364, AAEL001162
OG0002107	ASIC006879	AAEL025170, AAEL001176
OG0002108	ASIC008629	AAEL020244, AAEL001182
OG0002109	ASIC001854, ASIC001856	AAEL001184
OG0002110	ASIC016203	AAEL001191, AAEL020438
OG0002111	ASIC022024	AAEL001199, AAEL020222
OG0002112	ASIC009627	AAEL001228
OG0002113	ASIC005908	AAEL001238
OG0002114	ASIC002871	AAEL001241
OG0002115	ASIC016066	AAEL001245
OG0002116	ASIC002426	AAEL001254
OG0002117	ASIC002449	AAEL001257
OG0002118	ASIC014936	AAEL001268
OG0002119	ASIC021143	AAEL001281
OG0002120	ASIC005250	AAEL020619, AAEL001289
OG0002121	ASIC006671, ASIC022374	AAEL001308
OG0002122	ASIC010254, ASIC013901	AAEL001317
OG0002123	ASIC007755	AAEL001356
OG0002124	ASIC000961	AAEL001359
OG0002125	ASIC015819	AAEL001368
OG0002126	ASIC000959	AAEL001378
OG0002127	ASIC014918	AAEL001389
OG0002128	ASIC019705, ASIC019707	AAEL001397
OG0002129	ASIC019737	AAEL001422
OG0002130	ASIC019714	AAEL001423
OG0002131	ASIC019715	AAEL001425
OG0002132	ASIC019713	AAEL023408, AAEL001426
OG0002133	ASIC019760, ASIC019759	AAEL001428
OG0002134	ASIC007671	AAEL001446
OG0002135	ASIC010759	AAEL001472
OG0002136	ASIC010608	AAEL001474
OG0002137	ASIC014649	AAEL001475
OG0002138	ASIC012823	AAEL001493
OG0002139	ASIC013576	AAEL001497
OG0002141	ASIC015744	AAEL001505
OG0002142	ASIC010760, ASIC010761	AAEL001506
OG0002143	ASIC019340, ASIC002840	AAEL001513
OG0002144	ASIC010953	AAEL001518
OG0002145	ASIC020567	AAEL001526
OG0002146	ASIC010207	AAEL001541
OG0002150	ASIC010178	AAEL001559
OG0002151	ASIC010199	AAEL001573
OG0002152	ASIC010176	AAEL001593
OG0002153	ASIC006529	AAEL001636
OG0002154	ASIC003166	AAEL001649
OG0002156	ASIC013182	AAEL001707
OG0002157	ASIC013249, ASIC011665	AAEL001736
OG0002158	ASIC016147	AAEL001751
OG0002159	ASIC016158	AAEL001764
OG0002160	ASIC005907	AAEL001797, AAEL022985
OG0002161	ASIC006503, ASIC006502	AAEL001808
OG0002162	ASIC005909	AAEL026493, AAEL001810
OG0002163	ASIC013595	AAEL001813
OG0002164	ASIC006489	AAEL001832
OG0002165	ASIC014180	AAEL001847
OG0002166	ASIC016190	AAEL026860, AAEL001852
OG0002167	ASIC017363	AAEL001856
OG0002168	ASIC014172, ASIC014173	AAEL001864
OG0002169	ASIC014175, ASIC014177	AAEL001865
OG0002170	ASIC017385	AAEL001869
OG0002171	ASIC014537	AAEL001874
OG0002172	ASIC017374	AAEL020591, AAEL001875
OG0002173	ASIC015855, ASIC015859	AAEL001888
OG0002174	ASIC015765	AAEL001896
OG0002175	ASIC015862	AAEL019903, AAEL019902, AAEL001897
OG0002176	ASIC015758	AAEL001913, AAEL020754
OG0002177	ASIC010305	AAEL001920
OG0002178	ASIC010323	AAEL023816, AAEL001952
OG0002179	ASIC006967	AAEL021869, AAEL001962
OG0002180	ASIC006946	AAEL001978
OG0002181	ASIC006978	AAEL002016
OG0002182	ASIC006962	AAEL021392, AAEL002068
OG0002183	ASIC006984	AAEL002079
OG0002184	ASIC011348, ASIC011347	AAEL002132
OG0002185	ASIC019987	AAEL002134
OG0002186	ASIC009871	AAEL002142
OG0002187	ASIC005548	AAEL002165
OG0002188	ASIC005547	AAEL002167
OG0002189	ASIC017009	AAEL012075, AAEL002178
OG0002190	ASIC012115	AAEL002215
OG0002191	ASIC006119, ASIC004492	AAEL002216
OG0002192	ASIC006854	AAEL002220
OG0002193	ASIC006085	AAEL002232
OG0002194	ASIC010661	AAEL002248, AAEL027046
OG0002195	ASIC006826, ASIC015187	AAEL002250
OG0002196	ASIC010660, ASIC009424	AAEL002271
OG0002197	ASIC017994	AAEL002307, AAEL002295
OG0002198	ASIC020897, ASIC020896	AAEL002312
OG0002199	ASIC000166	AAEL002318, AAEL020455
