Orthogroup	AsinensisChina	AgambiaePEST
OG0001653	ASIC010349, ASIC010350	AGAP002323
OG0001654	ASIC009576	AGAP000660
OG0001655	ASIC009571	AGAP010670
OG0001656	ASIC006951	AGAP008087
OG0001657	ASIC013596, ASIC013597	AGAP008360
OG0001658	ASIC022156, ASIC009207, ASIC022155	AGAP004011
OG0001659	ASIC004978	AGAP012045
OG0001660	ASIC001541	AGAP002039, AGAP012803
OG0001661	ASIC005292, ASIC005293	AGAP029610
OG0001662	ASIC017618	AGAP007967
OG0001664	ASIC007642, ASIC007641	AGAP000324
OG0001665	ASIC006212, ASIC002699	AGAP011383
OG0001666	ASIC007646	AGAP000328
OG0001667	ASIC007673	AGAP000634
OG0001668	ASIC021418	AGAP003875
OG0001669	ASIC015059	AGAP005624
OG0001670	ASIC017861	AGAP029622
OG0001671	ASIC014205, ASIC014203, ASIC014204	AGAP007771
OG0001672	ASIC003809	AGAP007700
OG0001673	ASIC014850	AGAP002287
OG0001674	ASIC002414	AGAP007201
OG0001675	ASIC002413	AGAP007202
OG0001676	ASIC014982, ASIC014981	AGAP004780
OG0001677	ASIC012184	AGAP001537
OG0001678	ASIC006436	AGAP001030
OG0001679	ASIC006275	AGAP029239
OG0001680	ASIC003524	AGAP002954
OG0001681	ASIC004817	AGAP011350
OG0001682	ASIC012809	AGAP009002
OG0001683	ASIC021903	AGAP004532
OG0001684	ASIC021902	AGAP004533
OG0001685	ASIC003488	AGAP013294
OG0001686	ASIC010063	AGAP029562
OG0001687	ASIC015894	AGAP010377
OG0001688	ASIC015886	AGAP010370
OG0001689	ASIC005263, ASIC005265	AGAP013021
OG0001690	ASIC021540	AGAP000425
OG0001691	ASIC011396	AGAP001197
OG0001692	ASIC017077	AGAP000901
OG0001693	ASIC013668	AGAP010675
OG0001694	ASIC010895	AGAP004646
OG0001695	ASIC002575	AGAP004097
OG0001696	ASIC010376	AGAP002181
OG0001697	ASIC016424	AGAP012779, AGAP012902, AGAP004964
OG0001698	ASIC021523, ASIC021522	AGAP003224, AGAP012820
OG0001699	ASIC008677	AGAP008814
OG0001700	ASIC014349, ASIC014348	AGAP008113
OG0001701	ASIC014448	AGAP008117
OG0001702	ASIC012817	AGAP029772
OG0001704	ASIC019439	AGAP029632
OG0001705	ASIC013013	AGAP012001
OG0001706	ASIC013017	AGAP012004
OG0001708	ASIC018906	AGAP006227
OG0001709	ASIC006155	AGAP013023, AGAP012972
OG0001711	ASIC000584	AGAP012471, AGAP000575
OG0001712	ASIC006773	AGAP000967
OG0001713	ASIC015055	AGAP005629
OG0001714	ASIC022112	AGAP009737
OG0001715	ASIC011809	AGAP028433
OG0001716	ASIC002238	AGAP029791, AGAP009586
OG0001717	ASIC002242	AGAP009583
OG0001718	ASIC004638	AGAP003595
OG0001719	ASIC012291, ASIC012290, ASIC001795	AGAP005176
OG0001720	ASIC020115	AGAP012809, AGAP004266
OG0001721	ASIC004623	AGAP002929
OG0001722	ASIC002153	AGAP012705, AGAP003900
OG0001723	ASIC002151	AGAP003898
OG0001724	ASIC011054	AGAP005531
OG0001725	ASIC016657	AGAP007138
OG0001726	ASIC009879	AGAP006120
OG0001727	ASIC007690	AGAP006572, AGAP000118
OG0001728	ASIC005024	AGAP011677
OG0001729	ASIC012783	AGAP007859, AGAP007856
OG0001730	ASIC016113	AGAP029989
OG0001731	ASIC018716	AGAP006279
OG0001732	ASIC020433, ASIC009368	AGAP004757
OG0001733	ASIC015266, ASIC006784	AGAP004754
OG0001734	ASIC014874	AGAP002268
OG0001736	ASIC020011	AGAP012787
OG0001736	ASIC005502	AGAP003464
OG0001737	ASIC015876	AGAP010351
OG0001738	ASIC006245	AGAP000463
OG0001739	ASIC017141, ASIC015939	AGAP000948
OG0001740	ASIC003010	AGAP028399
OG0001742	ASIC007116	AGAP000284
OG0001743	ASIC010673	AGAP008838
OG0001744	ASIC010670	AGAP008835
OG0001745	ASIC010671	AGAP008836
OG0001746	ASIC010669	AGAP008834
OG0001747	ASIC010414	AGAP004882, AGAP012660
OG0001748	ASIC014865, ASIC014866	AGAP002295
OG0001749	ASIC014904	AGAP005125
OG0001750	ASIC007685, ASIC007686	AGAP000646
OG0001751	ASIC018362	AGAP011819
OG0001752	ASIC004407	AGAP001652
OG0001753	ASIC004236	AGAP011717
OG0001754	ASIC018176	AGAP011847
OG0001755	ASIC009942, ASIC009944	AGAP009650
OG0001756	ASIC018690, ASIC018692	AGAP006328
OG0001757	ASIC019996, ASIC020307	AGAP001653
OG0001758	ASIC014201	AGAP008916
OG0001759	ASIC014157, ASIC014168	AGAP008914
OG0001760	ASIC011226	AGAP000670
OG0001761	ASIC003919	AGAP000572
OG0001762	ASIC009563	AGAP029815
OG0001763	ASIC003781	AGAP007722
OG0001764	ASIC015177	AGAP006665
OG0001765	ASIC015167, ASIC015166	AGAP006669
OG0001767	ASIC009857	AGAP001422
OG0001768	ASIC018840	AGAP006925
OG0001769	ASIC009858	AGAP001421
OG0001771	ASIC005885	AGAP009680
OG0001772	ASIC005879	AGAP009009
OG0001773	ASIC008145	AGAP001819
OG0001774	ASIC008255	AGAP001810
OG0001775	ASIC006442, ASIC006441	AGAP008412
OG0001776	ASIC016592	AGAP006384
OG0001777	ASIC006908	AGAP008511
OG0001778	ASIC003503	AGAP013121
OG0001779	ASIC018358	AGAP011817
OG0001780	ASIC018357	AGAP011816
OG0001781	ASIC021593	AGAP001584
OG0001782	ASIC008028	AGAP003030
OG0001784	ASIC016573	AGAP007082
OG0001785	ASIC015719	AGAP001658
OG0001786	ASIC017660	AGAP029704
OG0001787	ASIC016080	AGAP000338
OG0001788	ASIC016710, ASIC016712	AGAP007210
OG0001789	ASIC016709	AGAP007209
OG0001790	ASIC003950	AGAP000791
OG0001791	ASIC008766	AGAP002760
OG0001792	ASIC021208	AGAP005789, AGAP005864
OG0001793	ASIC021180	AGAP007001
OG0001794	ASIC021181	AGAP007002
OG0001795	ASIC007663	AGAP000840
OG0001796	ASIC012914, ASIC012918	AGAP006045
OG0001797	ASIC007477	AGAP006408
OG0001798	ASIC004899	AGAP001586
OG0001799	ASIC021462, ASIC021463	AGAP002094
OG0001800	ASIC001509	AGAP008515
OG0001801	ASIC019678	AGAP007374
OG0001802	ASIC014309	AGAP004631
OG0001803	ASIC009519	AGAP000699
OG0001804	ASIC014383	AGAP008155
OG0001805	ASIC021473, ASIC021472	AGAP002090
OG0001806	ASIC012948	AGAP006063
OG0001807	ASIC004252	AGAP008944
OG0001808	ASIC021331	AGAP005243
OG0001809	ASIC014535	AGAP009832
OG0001810	ASIC014549, ASIC014550, ASIC011629, ASIC015060	AGAP009844
OG0001811	ASIC004319	AGAP003766
OG0001812	ASIC006309	AGAP000618
OG0001813	ASIC002411	AGAP007205
OG0001814	ASIC002412	AGAP007204
OG0001815	ASIC005845	AGAP009025
OG0001816	ASIC008708, ASIC008709	AGAP007032
OG0001817	ASIC020782, ASIC020783	AGAP029480
OG0001818	ASIC021626	AGAP005700
OG0001819	ASIC009549	AGAP000389
OG0001820	ASIC003777	AGAP007724
OG0001821	ASIC001040, ASIC001032	AGAP006460
OG0001822	ASIC006665	AGAP029455
OG0001823	ASIC019817	AGAP007510
OG0001824	ASIC002801	AGAP010040, AGAP012657
OG0001826	ASIC014583	AGAP009857
OG0001827	ASIC020438	AGAP029802
OG0001828	ASIC014192	AGAP007775
OG0001829	ASIC008118	AGAP029752, AGAP029751
OG0001831	ASIC000567	AGAP000029
OG0001832	ASIC018160	AGAP011859
OG0001833	ASIC005302	AGAP008807, AGAP008810
OG0001834	ASIC016151, ASIC016173	AGAP029579
OG0001835	ASIC021750	AGAP004572
OG0001836	ASIC022013	AGAP009709
OG0001836	ASIC022021, ASIC022016	AGAP009708
OG0001837	ASIC020182	AGAP004507
OG0001838	ASIC019355	AGAP012123
OG0001839	ASIC006749, ASIC006748	AGAP029911
OG0001840	ASIC003471	AGAP000835, AGAP004972, AGAP004973
OG0001841	ASIC007780	AGAP012771, AGAP007305
OG0001842	ASIC004930	AGAP028640, AGAP012729
OG0001843	ASIC007727	AGAP001690
OG0001844	ASIC013647	AGAP029564
OG0001845	ASIC020613	AGAP029052
OG0001846	ASIC012702, ASIC012705	AGAP029630
OG0001847	ASIC006989, ASIC014124	AGAP028004
OG0001848	ASIC005374	AGAP013441
OG0001849	ASIC019284	AGAP011134
OG0001850	ASIC015008	AGAP029570
OG0001851	ASIC013242	AGAP029498
OG0001852	ASIC015215	AGAP011143
OG0001853	ASIC014486	AGAP010646, AGAP012576
OG0001854	ASIC018344	AGAP011811
OG0001855	ASIC019590	AGAP029584
OG0001856	ASIC013509, ASIC013513	AGAP010201
OG0001858	ASIC019799	AGAP013547, AGAP007493
OG0001859	ASIC004396	AGAP001645
OG0001860	ASIC002154	AGAP003901
OG0001861	ASIC010189, ASIC010188	AGAP007608
OG0001862	ASIC021592	AGAP001583
OG0001863	ASIC009132, ASIC010402	AGAP004892
OG0001864	ASIC003186	AGAP009577
OG0001865	ASIC000588	AGAP000577
OG0001866	ASIC008731	AGAP001608
OG0001867	ASIC002720	AGAP008318
OG0001868	ASIC011957, ASIC011955	AGAP002382
OG0001869	ASIC012024	AGAP010442
OG0001870	ASIC021696	AGAP013204
OG0001871	ASIC012346	AGAP005150
OG0001872	ASIC021037	AGAP002469
OG0001873	ASIC021542	AGAP002553
OG0001874	ASIC009436	AGAP003355
OG0001875	ASIC012424	AGAP005465
OG0001877	ASIC002040	AGAP004446, AGAP004447
OG0001878	ASIC006957, ASIC006955, ASIC006954	AGAP029127
OG0001879	ASIC011921	AGAP011547
OG0001881	ASIC021170	AGAP006994
OG0001882	ASIC007238	AGAP028024
OG0001882	ASIC007261	AGAP007946
OG0001883	ASIC002883	AGAP006089
OG0001884	ASIC020748	AGAP009060
OG0001885	ASIC013229	AGAP003727
OG0001886	ASIC003976, ASIC003975	AGAP001083
OG0001887	ASIC006252	AGAP012187, AGAP000471
OG0001889	ASIC009561	AGAP029657
OG0001890	ASIC005099	AGAP028133, AGAP028598
OG0001891	ASIC017267	AGAP008996
OG0001892	ASIC010892	AGAP013157
OG0001893	ASIC014801	AGAP011965
OG0001894	ASIC005224	AGAP000626
OG0001895	ASIC007847	AGAP007250
OG0001896	ASIC014534	AGAP009890
OG0001897	ASIC006362, ASIC006363	AGAP000236
OG0001898	ASIC010238	AGAP000537
OG0001899	ASIC010611	AGAP008285
OG0001901	ASIC004873	AGAP007792
OG0001902	ASIC014059	AGAP004310
OG0001905	ASIC007571	AGAP001064
OG0001906	ASIC003552	AGAP003678
OG0001907	ASIC004244, ASIC004243	AGAP011720
OG0001908	ASIC021541	AGAP002554
OG0001909	ASIC006929	AGAP008090
OG0001910	ASIC015878, ASIC015879	AGAP010359
OG0001912	ASIC018298, ASIC018297	AGAP011746
OG0001913	ASIC005230	AGAP000620
OG0001914	ASIC016511, ASIC016522	AGAP005030
OG0001915	ASIC013236	AGAP003118
OG0001916	ASIC012531	AGAP013266
OG0001917	ASIC004591	AGAP001974
OG0001918	ASIC016928	AGAP000850
OG0001919	ASIC012967	AGAP005658
OG0001920	ASIC008312	AGAP001814
OG0001921	ASIC009225	AGAP003258
OG0001922	ASIC016607	AGAP028455
OG0001922	ASIC016606	AGAP006377
OG0001923	ASIC005465, ASIC018679	AGAP007137
OG0001924	ASIC009960	AGAP009950
OG0001925	ASIC017116	AGAP000023
OG0001926	ASIC007667	AGAP013491, AGAP000629
OG0001927	ASIC021149	AGAP006973, AGAP006972
OG0001928	ASIC010994, ASIC010995	AGAP007089
OG0001929	ASIC017135	AGAP000619
OG0001930	ASIC018934	AGAP005647
OG0001931	ASIC017142	AGAP000949
OG0001933	ASIC010074	AGAP002256
OG0001934	ASIC003097	AGAP005438
OG0001935	ASIC002642	AGAP008692
OG0001937	ASIC019720	AGAP007349
OG0001938	ASIC019487	AGAP012255
OG0001939	ASIC011519	AGAP001231
OG0001940	ASIC020414	AGAP001015
OG0001941	ASIC004459	AGAP000334
OG0001942	ASIC012314	AGAP005165
OG0001943	ASIC006172	AGAP001726
OG0001944	ASIC018346	AGAP011812
OG0001945	ASIC017118, ASIC017115, ASIC017119	AGAP013210
OG0001946	ASIC004412	AGAP000932
OG0001948	ASIC020352	AGAP028653
OG0001949	ASIC007223	AGAP009514
OG0001950	ASIC018763	AGAP006260
OG0001951	ASIC006483	AGAP012764, AGAP009389
OG0001952	ASIC016664, ASIC016674	AGAP006151
OG0001953	ASIC018764	AGAP029520
OG0001954	ASIC021195, ASIC021185	AGAP007005
OG0001955	ASIC017365, ASIC017366	AGAP013739, AGAP013762
OG0001956	ASIC006304	AGAP000430
OG0001957	ASIC012991	AGAP005680
OG0001958	ASIC015940	AGAP011170
OG0001959	ASIC002843	AGAP029626
OG0001960	ASIC004698	AGAP002006
OG0001961	ASIC007253	AGAP009497
OG0001962	ASIC013443	AGAP010265
OG0001963	ASIC012780	AGAP012921, AGAP009575
OG0001964	ASIC002077	AGAP006415
OG0001965	ASIC018334	AGAP011779
OG0001968	ASIC011281	AGAP004774
OG0001969	ASIC019240	AGAP007155
OG0001970	ASIC020957	AGAP002949
OG0001971	ASIC020075	AGAP011375
OG0001972	ASIC014975	AGAP004784
OG0001973	ASIC014644, ASIC014647, ASIC014646	AGAP029708, AGAP029707
OG0001974	ASIC006809, ASIC006810, ASIC006808	AGAP013397
OG0001975	ASIC016307	AGAP029549
OG0001976	ASIC002837	AGAP001696
OG0001977	ASIC007593, ASIC007592	AGAP000185
OG0001978	ASIC013183	AGAP008247, AGAP012476
OG0001979	ASIC021431	AGAP003872
OG0001980	ASIC007105	AGAP000275
OG0001981	ASIC004738, ASIC005416, ASIC005417	AGAP029553
OG0001982	ASIC009559	AGAP000385
OG0001983	ASIC000726	AGAP009064, AGAP000441
OG0001984	ASIC007908	AGAP011303, AGAP011305
OG0001986	ASIC018430	AGAP005745
OG0001986	ASIC018431	AGAP005746
OG0001988	ASIC009310	AGAP028078
OG0001988	ASIC009309	AGAP028062
OG0001991	ASIC015307	AGAP013093
OG0001997	ASIC008026	AGAP001767
OG0001997	ASIC005202	AGAP000935
OG0001998	ASIC018519	AGAP029390
OG0001998	ASIC007113	AGAP000281
OG0002000	ASIC017876	AGAP010602, AGAP010604
OG0002008	ASIC009736	AGAP013203
OG0002010	ASIC009445	AGAP013373
OG0002011	ASIC003541	AGAP029179
OG0002011	ASIC003529	AGAP013425
OG0002013	ASIC006460	AGAP009111, AGAP009390, AGAP009391
OG0002014	ASIC011677, ASIC011676	AGAP006007, AGAP006008, AGAP006003, AGAP006004
OG0002016	ASIC022292	AGAP029868
OG0002016	ASIC022293	AGAP010682
OG0002018	ASIC005818, ASIC005816, ASIC005815, ASIC005819	AGAP029150, AGAP029182, AGAP029134, AGAP029164
OG0002027	ASIC003238	AGAP003346, AGAP012877
OG0002028	ASIC004635	AGAP002921
OG0002029	ASIC004624	AGAP002919
OG0002030	ASIC003349, ASIC003350	AGAP013354
OG0002031	ASIC018682	AGAP006662
OG0002032	ASIC002958	AGAP004459
OG0002033	ASIC011378, ASIC011377	AGAP028610
OG0002034	ASIC012000	AGAP012746, AGAP003514
OG0002035	ASIC021027	AGAP003331
OG0002036	ASIC000810	AGAP012981, AGAP003200
OG0002037	ASIC011301	AGAP004727
OG0002038	ASIC021827	AGAP001099
OG0002039	ASIC002947	AGAP010449, AGAP010447
OG0002041	ASIC005413	AGAP012610, AGAP012481
OG0002043	ASIC016092	AGAP005228
OG0002044	ASIC020314	AGAP000069
OG0002045	ASIC003997	AGAP000360
OG0002046	ASIC022294	AGAP010681
OG0002047	ASIC015164	AGAP006671
OG0002048	ASIC019373	AGAP012853, AGAP012137
OG0002049	ASIC022323	AGAP028154
OG0002050	ASIC019555	AGAP006571
OG0002051	ASIC021402	AGAP002138
OG0002052	ASIC019453	AGAP011085
OG0002053	ASIC019558	AGAP006574
OG0002054	ASIC017988	AGAP012403
OG0002056	ASIC014046	AGAP013233
OG0002057	ASIC001072	AGAP003548
OG0002058	ASIC021480	AGAP002085
OG0002059	ASIC020254	AGAP004434
OG0002060	ASIC001073, ASIC001075	AGAP003547
OG0002061	ASIC021479	AGAP013167
OG0002062	ASIC008087	AGAP002725
OG0002063	ASIC021534, ASIC021535	AGAP003232
OG0002064	ASIC005023	AGAP028415
OG0002065	ASIC007917	AGAP011319
OG0002066	ASIC022139, ASIC007889	AGAP011324
OG0002067	ASIC008733	AGAP012751, AGAP001609
OG0002068	ASIC008782, ASIC008781	AGAP001603
OG0002069	ASIC022124	AGAP009733
OG0002070	ASIC013018	AGAP011984
OG0002071	ASIC018214	AGAP012394, AGAP012395
OG0002072	ASIC021729	AGAP004371, AGAP012860
OG0002073	ASIC021275	AGAP006657
OG0002074	ASIC021271	AGAP006658
OG0002075	ASIC021274	AGAP006660
OG0002076	ASIC021272	AGAP006659
OG0002077	ASIC018161	AGAP011858
OG0002078	ASIC021866	AGAP002603
OG0002079	ASIC021930	AGAP002601
OG0002080	ASIC021867	AGAP013296
OG0002081	ASIC018312	AGAP011762
OG0002082	ASIC015286	AGAP010928
OG0002083	ASIC018021	AGAP012368
OG0002084	ASIC005781	AGAP004292
OG0002085	ASIC018454	AGAP005761
OG0002086	ASIC018129	AGAP011900
OG0002087	ASIC017914	AGAP010595
OG0002088	ASIC006000	AGAP010558
OG0002090	ASIC017867	AGAP010613, AGAP010612
OG0002091	ASIC018456, ASIC018455	AGAP005762
OG0002092	ASIC018125	AGAP011897
OG0002093	ASIC017181	AGAP009822
OG0002094	ASIC017936	AGAP028580, AGAP012019
OG0002095	ASIC007719	AGAP003294
OG0002096	ASIC016402	AGAP005803
OG0002097	ASIC016405	AGAP005800
OG0002098	ASIC004650	AGAP002021
OG0002099	ASIC001246	AGAP002193
OG0002100	ASIC005556	AGAP003003
OG0002101	ASIC013962	AGAP002672
OG0002102	ASIC014056	AGAP029803
OG0002103	ASIC007670	AGAP000631
OG0002104	ASIC022330	AGAP012251
OG0002105	ASIC014546	AGAP009841
OG0002106	ASIC006877	AGAP009620
OG0002107	ASIC006879	AGAP009619
OG0002108	ASIC008629	AGAP008652
OG0002109	ASIC001854, ASIC001856	AGAP004834
OG0002110	ASIC016203	AGAP010204
OG0002111	ASIC022024	AGAP009702
OG0002112	ASIC009627	AGAP000874
OG0002113	ASIC005908	AGAP009004
OG0002114	ASIC002871	AGAP006088
OG0002115	ASIC016066	AGAP004942
OG0002116	ASIC002426	AGAP005606
OG0002117	ASIC002449	AGAP005600
OG0002118	ASIC014936	AGAP004863
OG0002119	ASIC021143	AGAP006968, AGAP006115
OG0002120	ASIC005250	AGAP000046
OG0002121	ASIC006671	AGAP009364, AGAP009376
OG0002121	ASIC022374	AGAP029881
OG0002122	ASIC010254, ASIC013901	AGAP012523
OG0002123	ASIC007755	AGAP007325
OG0002124	ASIC000961	AGAP005141
OG0002125	ASIC015819	AGAP009136
OG0002126	ASIC000959	AGAP005325
OG0002127	ASIC014918	AGAP005111
OG0002128	ASIC019705, ASIC019707	AGAP007395
OG0002129	ASIC019737	AGAP007418
OG0002130	ASIC019714	AGAP007400
OG0002131	ASIC019715	AGAP007405, AGAP007402
OG0002132	ASIC019713	AGAP007399
OG0002133	ASIC019760, ASIC019759	AGAP007450
OG0002134	ASIC007671	AGAP005309, AGAP000633
OG0002135	ASIC010759	AGAP008881
OG0002136	ASIC010608	AGAP008302
OG0002137	ASIC014649	AGAP009930
OG0002138	ASIC012823	AGAP007849
OG0002139	ASIC013576	AGAP008353
OG0002140	ASIC016191	AGAP010209
OG0002141	ASIC015744	AGAP008312
OG0002142	ASIC010760, ASIC010761	AGAP008882
OG0002143	ASIC019340, ASIC002840	AGAP011562
OG0002144	ASIC010953	AGAP011573
OG0002145	ASIC020567	AGAP029534
OG0002146	ASIC010207	AGAP007586
OG0002150	ASIC010178	AGAP007598
OG0002151	ASIC010199	AGAP007618
OG0002152	ASIC010176	AGAP007593
OG0002153	ASIC006529	AGAP008728
OG0002154	ASIC003166	AGAP007809
OG0002156	ASIC013182	AGAP008246, AGAP012477
OG0002157	ASIC013249, ASIC011665	AGAP006014
OG0002158	ASIC016147	AGAP012763, AGAP005056
OG0002159	ASIC016158	AGAP005051, AGAP012825
OG0002160	ASIC005907	AGAP009019
OG0002161	ASIC006502	AGAP008711
OG0002162	ASIC005909	AGAP009020
OG0002163	ASIC013595	AGAP008359
OG0002164	ASIC006489	AGAP008705
OG0002165	ASIC014180	AGAP007778
OG0002166	ASIC016190	AGAP010210
OG0002167	ASIC017363	AGAP010137, AGAP010136
OG0002168	ASIC014172, ASIC014173	AGAP007781
OG0002169	ASIC014175, ASIC014177	AGAP007780
OG0002170	ASIC017385	AGAP010139
OG0002171	ASIC014537	AGAP009834
OG0002172	ASIC017374	AGAP010138
OG0002173	ASIC015855, ASIC015859	AGAP009144
OG0002174	ASIC015765	AGAP008985
OG0002175	ASIC015862	AGAP009146
OG0002176	ASIC015758	AGAP009156
OG0002177	ASIC010305	AGAP011523
OG0002178	ASIC010323	AGAP011521
OG0002179	ASIC006967	AGAP008048
OG0002180	ASIC006946	AGAP008064
OG0002181	ASIC006978	AGAP008044
OG0002182	ASIC006962	AGAP008086
OG0002183	ASIC006984	AGAP008084
OG0002184	ASIC011348, ASIC011347	AGAP003394
OG0002185	ASIC019987	AGAP003856
OG0002186	ASIC009871	AGAP001430
OG0002187	ASIC005548	AGAP003099
OG0002188	ASIC005547	AGAP003098
OG0002189	ASIC017009	AGAP000622
OG0002190	ASIC012115	AGAP009307
OG0002191	ASIC006119, ASIC004492	AGAP008195
OG0002192	ASIC006854	AGAP009306
OG0002193	ASIC006085	AGAP029408, AGAP008481
OG0002194	ASIC010661	AGAP006446
OG0002195	ASIC006826, ASIC015187	AGAP005939
OG0002196	ASIC010660, ASIC009424	AGAP006445
OG0002197	ASIC017994	AGAP012425
OG0002198	ASIC020897, ASIC020896	AGAP010956
OG0002199	ASIC000166	AGAP010728
OG0002200	ASIC016662	AGAP007145
OG0002201	ASIC011783	AGAP005344
OG0002202	ASIC011776	AGAP005347
OG0002203	ASIC011768	AGAP006945
OG0002204	ASIC020338	AGAP000056
OG0002205	ASIC016661	AGAP007143
OG0002206	ASIC011778	AGAP005346
OG0002207	ASIC017189	AGAP009811
OG0002208	ASIC005717, ASIC005716	AGAP009662
OG0002209	ASIC010450	AGAP009685
OG0002210	ASIC010672	AGAP008837
OG0002211	ASIC018457	AGAP005763
OG0002212	ASIC012834	AGAP004384, AGAP012507
OG0002213	ASIC014686	AGAP003081
OG0002214	ASIC002967	AGAP011412
OG0002215	ASIC005356	AGAP000779
OG0002216	ASIC012340	AGAP005155
OG0002217	ASIC007862	AGAP007168
OG0002218	ASIC007958	AGAP007841
OG0002219	ASIC005214	AGAP000788
OG0002220	ASIC003502	AGAP004068
OG0002221	ASIC004404	AGAP001638
OG0002222	ASIC013406	AGAP001636
OG0002223	ASIC009321	AGAP010471
OG0002224	ASIC005338	AGAP002985
OG0002225	ASIC018378	AGAP012322
OG0002226	ASIC017768	AGAP011797
OG0002227	ASIC020108	AGAP004261
OG0002228	ASIC009316	AGAP029971, AGAP029972
OG0002229	ASIC018388	AGAP012317
OG0002230	ASIC006570	AGAP008749
OG0002232	ASIC012482	AGAP001749
OG0002233	ASIC003803	AGAP007706
OG0002234	ASIC018832	AGAP005578
OG0002235	ASIC020246	AGAP004413, AGAP004427
OG0002236	ASIC021864	AGAP002605
OG0002237	ASIC011984	AGAP002400
OG0002238	ASIC004264	AGAP002913
OG0002239	ASIC008778	AGAP002908
OG0002240	ASIC009868	AGAP001417
OG0002241	ASIC013989	AGAP002653
OG0002242	ASIC012644	AGAP012819, AGAP004394
OG0002243	ASIC002170	AGAP010635, AGAP010662, AGAP010415
OG0002244	ASIC006254	AGAP001043
OG0002245	ASIC012060	AGAP029936
OG0002246	ASIC006255	AGAP001040
OG0002247	ASIC012488	AGAP001745
OG0002248	ASIC015312	AGAP013500
OG0002249	ASIC017046	AGAP007147
OG0002250	ASIC020015, ASIC020014	AGAP003466
OG0002251	ASIC020017	AGAP003472, AGAP003467
OG0002252	ASIC020013	AGAP003465
OG0002253	ASIC020516	AGAP011637
OG0002254	ASIC008970, ASIC008969	AGAP001438
OG0002255	ASIC002560	AGAP012837, AGAP004100
OG0002256	ASIC008976	AGAP001434
OG0002257	ASIC021687	AGAP003367, AGAP012823
OG0002258	ASIC014718	AGAP003930
OG0002259	ASIC020458	AGAP000819
OG0002260	ASIC007614	AGAP000754
OG0002261	ASIC018422	AGAP005742
OG0002262	ASIC010469	AGAP006413
OG0002263	ASIC010460	AGAP006410
OG0002264	ASIC018427	AGAP005743
OG0002265	ASIC011784	AGAP005343
OG0002266	ASIC017061	AGAP000145
OG0002267	ASIC019662	AGAP006780
OG0002268	ASIC005984	AGAP010557
OG0002269	ASIC005983	AGAP028584, AGAP010555
OG0002270	ASIC005100	AGAP012028
OG0002271	ASIC005986	AGAP010575
OG0002272	ASIC005985	AGAP010556
OG0002273	ASIC018296	AGAP011745
OG0002275	ASIC011148	AGAP003405
OG0002276	ASIC007520	AGAP010181
OG0002277	ASIC002572	AGAP004103
OG0002278	ASIC002724	AGAP004107
OG0002279	ASIC002571	AGAP004104
OG0002280	ASIC006169	AGAP001723
OG0002281	ASIC013797	AGAP001716
OG0002282	ASIC010435	AGAP005283
OG0002283	ASIC012038	AGAP009868
OG0002284	ASIC010442, ASIC010444	AGAP005290
OG0002285	ASIC017303	AGAP009266
OG0002286	ASIC006645	AGAP009161
OG0002287	ASIC006647	AGAP009163
OG0002288	ASIC006646	AGAP009162
OG0002289	ASIC018649, ASIC018645	AGAP005269
OG0002290	ASIC009573, ASIC010433	AGAP005281
OG0002291	ASIC008587	AGAP009032
OG0002292	ASIC007907	AGAP011306
OG0002293	ASIC011292	AGAP004724
OG0002294	ASIC014393	AGAP008149
OG0002295	ASIC014391	AGAP008150
OG0002296	ASIC014370	AGAP008166
OG0002297	ASIC009676	AGAP000714
OG0002298	ASIC008215	AGAP001942
OG0002299	ASIC008306	AGAP001872
OG0002300	ASIC008212	AGAP001939
OG0002301	ASIC008296	AGAP001865
OG0002302	ASIC003284	AGAP002124
OG0002304	ASIC018180	AGAP011842
OG0002305	ASIC005594	AGAP029957
