Orthogroup	AgambiaePEST	AsinensisChina
OG0002425	AGAP008183	ASIC012615, ASIC012614
OG0002426	AGAP009969, AGAP009967	ASIC002624
OG0002427	AGAP010327	ASIC005574
OG0002428	AGAP010966	ASIC020903
OG0002429	AGAP028491	ASIC013876
OG0002430	AGAP006740	ASIC019093
OG0002431	AGAP010335	ASIC005571
OG0002432	AGAP009125	ASIC015755
OG0002433	AGAP029569	ASIC004804
OG0002434	AGAP011344	ASIC004806
OG0002435	AGAP010339	ASIC005577
OG0002436	AGAP011345	ASIC004808
OG0002437	AGAP006791	ASIC019645
OG0002438	AGAP000908	ASIC002437
OG0002439	AGAP006100	ASIC003107
OG0002440	AGAP006099	ASIC003106
OG0002441	AGAP006373	ASIC001377, ASIC016620
OG0002442	AGAP010096	ASIC010122
OG0002443	AGAP004792	ASIC014965
OG0002444	AGAP004773, AGAP004786	ASIC014972
OG0002445	AGAP004789, AGAP004791	ASIC014967
OG0002446	AGAP007552	ASIC002499
OG0002447	AGAP002451	ASIC021092
OG0002448	AGAP002449	ASIC020557
OG0002449	AGAP009573	ASIC012776
OG0002450	AGAP004332	ASIC020968
OG0002451	AGAP003892, AGAP012748	ASIC020876
OG0002452	AGAP003719	ASIC020915
OG0002453	AGAP000550	ASIC007625
OG0002454	AGAP000348	ASIC006819
OG0002455	AGAP010010	ASIC008558
OG0002456	AGAP010834	ASIC013663
OG0002457	AGAP011316	ASIC007893
OG0002458	AGAP011315	ASIC007894
OG0002459	AGAP011314	ASIC007896
OG0002460	AGAP002634	ASIC022233
OG0002461	AGAP002638	ASIC022222
OG0002462	AGAP002645	ASIC014024
OG0002463	AGAP000066	ASIC020320
OG0002464	AGAP029706	ASIC009948
OG0002465	AGAP004352	ASIC020587
OG0002466	AGAP012565, AGAP010621	ASIC019349
OG0002467	AGAP029274	ASIC019430, ASIC019429
OG0002468	AGAP013220	ASIC011552
OG0002469	AGAP001138	ASIC011553
OG0002470	AGAP004064	ASIC010257, ASIC018856
OG0002471	AGAP008938	ASIC012058
OG0002472	AGAP008747	ASIC006568
OG0002473	AGAP006903	ASIC018869
OG0002474	AGAP008133	ASIC014426
OG0002475	AGAP013730	ASIC014434
OG0002476	AGAP008129	ASIC014429
OG0002477	AGAP011162	ASIC004761
OG0002478	AGAP012870, AGAP012591	ASIC005798
OG0002479	AGAP005960	ASIC015087
OG0002480	AGAP010145	ASIC017345
OG0002481	AGAP008776	ASIC006614
OG0002482	AGAP000278	ASIC007108
OG0002483	AGAP002884	ASIC010486
OG0002484	AGAP002947	ASIC020959
OG0002485	AGAP029655	ASIC021040
OG0002486	AGAP002943	ASIC020964
OG0002487	AGAP003688, AGAP013274	ASIC020954
OG0002488	AGAP010483	ASIC009336
OG0002489	AGAP012192	ASIC022364
OG0002490	AGAP010843	ASIC022160
OG0002491	AGAP010514	ASIC015614
OG0002492	AGAP010515	ASIC015613
OG0002493	AGAP010373	ASIC015890
OG0002494	AGAP010516	ASIC015612
OG0002495	AGAP003532	ASIC000337
OG0002496	AGAP004189, AGAP004195	ASIC007061
OG0002497	AGAP003158, AGAP012859	ASIC021722
OG0002498	AGAP002886	ASIC008689
OG0002499	AGAP011688	ASIC005073
OG0002500	AGAP002038	ASIC008998
OG0002501	AGAP002032	ASIC008994
OG0002502	AGAP004795	ASIC014961, ASIC014962
OG0002503	AGAP002030	ASIC008990
OG0002504	AGAP012908, AGAP002026	ASIC008988
OG0002505	AGAP001995	ASIC004554
OG0002506	AGAP003890	ASIC020872
OG0002507	AGAP003891	ASIC020875
OG0002508	AGAP028138	ASIC015242
OG0002509	AGAP003211	ASIC021499, ASIC021498
OG0002510	AGAP002548	ASIC002752, ASIC002751
OG0002511	AGAP004194	ASIC007053
OG0002512	AGAP002549	ASIC002750
OG0002513	AGAP003277	ASIC012633
OG0002514	AGAP001700	ASIC002834
OG0002515	AGAP004065	ASIC003509
OG0002516	AGAP006054	ASIC012928
OG0002517	AGAP006056	ASIC012933, ASIC012931
OG0002518	AGAP006051	ASIC012926
OG0002519	AGAP012783, AGAP004268	ASIC020118
OG0002520	AGAP001563	ASIC000725
OG0002521	AGAP008380, AGAP008378	ASIC017581
OG0002522	AGAP005235	ASIC021263, ASIC021262
OG0002523	AGAP005240	ASIC021256
OG0002524	AGAP001092	ASIC007579
OG0002525	AGAP003185	ASIC000827
OG0002526	AGAP005169	ASIC012302, ASIC012303
OG0002527	AGAP002481	ASIC000828
OG0002528	AGAP012901, AGAP003187	ASIC000823
OG0002529	AGAP002482	ASIC000829
OG0002530	AGAP011972	ASIC014810
OG0002531	AGAP011026	ASIC014767, ASIC014769
OG0002532	AGAP011977, AGAP028540	ASIC014818
OG0002533	AGAP012880, AGAP010984	ASIC014798
OG0002534	AGAP011968	ASIC014806, ASIC014796
OG0002535	AGAP010644	ASIC014484
OG0002536	AGAP008275	ASIC010632
OG0002537	AGAP006798	ASIC019630
OG0002538	AGAP008947	ASIC020720
OG0002539	AGAP008230	ASIC013106
OG0002540	AGAP008948	ASIC020731
OG0002541	AGAP008229	ASIC013105
OG0002542	AGAP010491	ASIC015285
OG0002543	AGAP010451, AGAP029272	ASIC002949
OG0002544	AGAP007929	ASIC007414
OG0002545	AGAP009496	ASIC007254
OG0002546	AGAP009488	ASIC007266
OG0002547	AGAP006036	ASIC012905
OG0002548	AGAP006041	ASIC012910
OG0002549	AGAP006177	ASIC018963
OG0002550	AGAP002966	ASIC011099
OG0002552	AGAP006180	ASIC018970
OG0002553	AGAP007886	ASIC007443
OG0002554	AGAP011326, AGAP013034	ASIC016006
OG0002555	AGAP001222	ASIC011392
OG0002556	AGAP029595	ASIC012854
OG0002557	AGAP011910	ASIC018107
OG0002558	AGAP011902	ASIC018116
OG0002559	AGAP011909	ASIC018108
OG0002560	AGAP011908	ASIC018109
OG0002561	AGAP001412	ASIC013215
OG0002562	AGAP005422	ASIC016335
OG0002563	AGAP005421	ASIC016334
OG0002564	AGAP005406	ASIC003120
OG0002565	AGAP005414	ASIC016276
OG0002566	AGAP012284	ASIC017832
OG0002567	AGAP003092	ASIC002420, ASIC002421
OG0002568	AGAP012282	ASIC017835, ASIC017834
OG0002569	AGAP012769, AGAP003285	ASIC003356, ASIC003357
OG0002570	AGAP003922	ASIC001786
OG0002571	AGAP000703	ASIC004358, ASIC004359
OG0002572	AGAP000940	ASIC005172, ASIC005173
OG0002573	AGAP002519	ASIC019271, ASIC000881
OG0002574	AGAP012105	ASIC018243
OG0002575	AGAP011492	ASIC015443
OG0002576	AGAP012103	ASIC018239
OG0002577	AGAP007641	ASIC003714
OG0002578	AGAP001320	ASIC008353, ASIC001767
OG0002579	AGAP002454	ASIC021086
OG0002580	AGAP012824, AGAP001592	ASIC004910
OG0002581	AGAP000009	ASIC007713
OG0002582	AGAP006793	ASIC019641
OG0002583	AGAP001591	ASIC004911
OG0002584	AGAP004273	ASIC020124
OG0002585	AGAP012691, AGAP004275	ASIC020126
OG0002587	AGAP012375	ASIC018012
OG0002588	AGAP011676	ASIC005051
OG0002589	AGAP011675	ASIC005050
OG0002590	AGAP012373	ASIC018014
OG0002592	AGAP003687	ASIC003528
OG0002593	AGAP007755	ASIC014230
OG0002594	AGAP002012	ASIC004666
OG0002595	AGAP008199	ASIC003840
OG0002596	AGAP002687	ASIC020997
OG0002597	AGAP002686	ASIC020998
OG0002598	AGAP003660	ASIC005788
OG0002599	AGAP029524	ASIC017737
OG0002600	AGAP008105	ASIC017726
OG0002601	AGAP009897, AGAP009898	ASIC014591
OG0002602	AGAP005987	ASIC011704, ASIC011703
OG0002603	AGAP004227	ASIC006181
OG0002604	AGAP008193	ASIC006117
OG0002605	AGAP008497	ASIC006110
OG0002606	AGAP008496	ASIC006109, ASIC006108
OG0002607	AGAP028647	ASIC017188
OG0002608	AGAP003023	ASIC008013, ASIC008014
OG0002609	AGAP001473	ASIC020088, ASIC020087
OG0002610	AGAP003007, AGAP003006	ASIC008004
OG0002611	AGAP004872	ASIC018495
OG0002612	AGAP012445	ASIC016479
OG0002613	AGAP013053	ASIC021728, ASIC021739
OG0002614	AGAP002405	ASIC008403
OG0002615	AGAP002404	ASIC008433
OG0002616	AGAP002408	ASIC008407
OG0002617	AGAP002406	ASIC008404
OG0002618	AGAP010279	ASIC013458
OG0002619	AGAP010278	ASIC013457
OG0002620	AGAP010276	ASIC013456, ASIC013454
OG0002621	AGAP002462	ASIC021047
OG0002623	AGAP004401	ASIC012655
OG0002624	AGAP001760	ASIC013315
OG0002625	AGAP002394	ASIC011971
OG0002626	AGAP012862, AGAP003508	ASIC003204
OG0002627	AGAP007095	ASIC011007
OG0002628	AGAP007094	ASIC011005, ASIC011004
OG0002629	AGAP008910	ASIC006101
OG0002630	AGAP008908	ASIC006121
OG0002631	AGAP008770	ASIC006602
OG0002633	AGAP009048	ASIC010828
OG0002634	AGAP009047	ASIC010829
OG0002635	AGAP002351	ASIC013940
OG0002636	AGAP006746	ASIC019086, ASIC019085
OG0002637	AGAP003063	ASIC021355
OG0002638	AGAP000961	ASIC015907
OG0002639	AGAP000890	ASIC005692, ASIC007594
OG0002640	AGAP010039	ASIC002799
OG0002641	AGAP029804	ASIC000702
OG0002642	AGAP010042	ASIC002803
OG0002643	AGAP010041	ASIC002802
OG0002644	AGAP009504	ASIC007237
OG0002645	AGAP009508	ASIC007233
OG0002646	AGAP009513	ASIC007226
OG0002647	AGAP009503	ASIC007239
OG0002648	AGAP009507	ASIC007234
OG0002649	AGAP011123	ASIC019374
OG0002650	AGAP012493	ASIC009533
OG0002651	AGAP000109	ASIC017006
OG0002652	AGAP005251	ASIC008503
OG0002653	AGAP002299	ASIC008452
OG0002654	AGAP003744	ASIC011225
OG0002655	AGAP002424	ASIC009782
OG0002656	AGAP002421	ASIC008428
OG0002657	AGAP008423	ASIC006434
OG0002658	AGAP029978	ASIC010728
OG0002659	AGAP004675	ASIC010904
OG0002660	AGAP000675	ASIC000609
OG0002661	AGAP007902	ASIC007451
OG0002662	AGAP029551	ASIC015452
OG0002663	AGAP012183	ASIC022355
OG0002664	AGAP012307, AGAP012813	ASIC017789
OG0002665	AGAP012655, AGAP009548	ASIC007155
OG0002666	AGAP007865	ASIC007471
OG0002667	AGAP007362	ASIC002855
OG0002668	AGAP007381	ASIC002858
OG0002669	AGAP007380	ASIC002857
OG0002670	AGAP002842	ASIC005664
OG0002671	AGAP007377	ASIC002862
OG0002672	AGAP013544	ASIC002861
OG0002673	AGAP000277	ASIC007106
OG0002674	AGAP000195	ASIC020385
OG0002675	AGAP000042	ASIC003912
OG0002676	AGAP004429	ASIC020231
OG0002677	AGAP001386	ASIC020104, ASIC020103
OG0002678	AGAP000158	ASIC007572
OG0002679	AGAP013527	ASIC011465
OG0002680	AGAP002279	ASIC014841, ASIC014840
OG0002681	AGAP012772, AGAP011388	ASIC022212
OG0002682	AGAP001895	ASIC008341
OG0002683	AGAP001897	ASIC008343
OG0002684	AGAP001894	ASIC008339, ASIC008340
OG0002685	AGAP001910	ASIC008155
OG0002686	AGAP005642	ASIC015162
OG0002687	AGAP007257	ASIC007836, ASIC007838, ASIC007837
OG0002688	AGAP001930	ASIC008192
OG0002689	AGAP011179	ASIC004790
OG0002691	AGAP000747	ASIC009526
OG0002692	AGAP010009	ASIC008569, ASIC008580
OG0002693	AGAP010216	ASIC016186
OG0002694	AGAP008274	ASIC010636
OG0002695	AGAP000717	ASIC009649
OG0002696	AGAP006346, AGAP006345	ASIC018680
OG0002697	AGAP003139	ASIC021647
OG0002698	AGAP003134	ASIC021642
OG0002699	AGAP012913, AGAP012141	ASIC019318
OG0002700	AGAP000290	ASIC005169, ASIC005167
OG0002701	AGAP005653	ASIC012958
OG0002702	AGAP000807	ASIC020463
OG0002703	AGAP013081	ASIC012581
OG0002704	AGAP004110	ASIC012577
OG0002705	AGAP004588	ASIC014274
OG0002706	AGAP002166	ASIC002702
OG0002707	AGAP002320	ASIC008788
OG0002708	AGAP011251	ASIC003654
OG0002709	AGAP000161	ASIC009711
OG0002710	AGAP003865	ASIC014050
OG0002711	AGAP012428	ASIC009572, ASIC009574
OG0002712	AGAP009128	ASIC015787
OG0002713	AGAP005322	ASIC012200
OG0002714	AGAP006997	ASIC021175
OG0002715	AGAP006995	ASIC021173, ASIC021171
OG0002716	AGAP006996	ASIC021174
OG0002718	AGAP006949	ASIC016797
OG0002719	AGAP011881	ASIC018140
OG0002720	AGAP011880	ASIC018143, ASIC018142
OG0002722	AGAP008092	ASIC017293
OG0002723	AGAP009852	ASIC014577
OG0002724	AGAP005831	ASIC016826
OG0002725	AGAP003633	ASIC009831, ASIC009832
OG0002726	AGAP010254	ASIC013430
OG0002727	AGAP002327	ASIC015128
OG0002728	AGAP012498	ASIC013884
OG0002729	AGAP010321	ASIC013919
OG0002730	AGAP012465	ASIC013888
OG0002731	AGAP010322	ASIC013918
OG0002732	AGAP004993	ASIC016541
OG0002733	AGAP001347	ASIC002371
OG0002734	AGAP003289	ASIC007018
OG0002735	AGAP003290	ASIC007011
OG0002736	AGAP008680	ASIC002628
OG0002737	AGAP007958	ASIC017629
OG0002738	AGAP007966	ASIC017619
OG0002739	AGAP004747	ASIC011276
OG0002740	AGAP012520, AGAP029481	ASIC015561
OG0002741	AGAP010672	ASIC015555
OG0002743	AGAP011255	ASIC010972
OG0002744	AGAP000019	ASIC006215
OG0002745	AGAP003868	ASIC014048
OG0002746	AGAP002778	ASIC012530
OG0002747	AGAP013283	ASIC011725
OG0002748	AGAP003654	ASIC008810
OG0002749	AGAP012589, AGAP007300	ASIC007786
OG0002750	AGAP001761	ASIC012557
OG0002751	AGAP004049	ASIC008850
OG0002752	AGAP004046	ASIC008854
OG0002753	AGAP009931	ASIC014650
OG0002754	AGAP001788	ASIC010054
OG0002755	AGAP000534	ASIC009615
OG0002756	AGAP029820	ASIC015056
OG0002757	AGAP005625	ASIC015058
OG0002758	AGAP005641	ASIC018925
OG0002759	AGAP005644	ASIC018928
OG0002760	AGAP005643	ASIC018927
OG0002761	AGAP006416	ASIC002076
OG0002762	AGAP007768	ASIC014207
OG0002763	AGAP007774	ASIC014199
OG0002764	AGAP007115	ASIC011047
OG0002765	AGAP004906	ASIC019211
OG0002766	AGAP011135	ASIC019281
OG0002767	AGAP007704	ASIC003805
OG0002768	AGAP007699	ASIC003810
OG0002769	AGAP007701	ASIC003808
OG0002770	AGAP007117	ASIC011048
OG0002771	AGAP004556	ASIC021873
OG0002772	AGAP002288	ASIC014852
OG0002773	AGAP013126	ASIC004353
OG0002774	AGAP001481	ASIC020679
OG0002775	AGAP012499	ASIC013500
OG0002776	AGAP001943	ASIC008216
OG0002777	AGAP001877	ASIC008310, ASIC008311
OG0002778	AGAP011876	ASIC018145
OG0002779	AGAP012301	ASIC017803
OG0002780	AGAP011804	ASIC017775
OG0002781	AGAP008180	ASIC012593
OG0002782	AGAP005116	ASIC014915
OG0002783	AGAP000889	ASIC007595
OG0002784	AGAP000982	ASIC020418
OG0002785	AGAP011353	ASIC004821
OG0002786	AGAP008151	ASIC014390
OG0002787	AGAP012678, AGAP010739	ASIC015328
OG0002788	AGAP000304	ASIC007129
OG0002789	AGAP004717	ASIC011845
OG0002790	AGAP004336	ASIC004010, ASIC004011
OG0002791	AGAP006126	ASIC009887
OG0002792	AGAP029487	ASIC004612
OG0002793	AGAP004082	ASIC003490
OG0002794	AGAP000528	ASIC005226
OG0002795	AGAP012031	ASIC004951
OG0002796	AGAP029263	ASIC018289, ASIC018290
OG0002797	AGAP003446	ASIC021588, ASIC021589
OG0002798	AGAP004639, AGAP013117	ASIC014326
OG0002799	AGAP029105	ASIC005193, ASIC005192
OG0002800	AGAP005437	ASIC003098
OG0002801	AGAP005440	ASIC003096
OG0002802	AGAP010368	ASIC015885
OG0002803	AGAP000496	ASIC016970
OG0002805	AGAP010298	ASIC013492
OG0002807	AGAP010257	ASIC013434
OG0002808	AGAP013230	ASIC011397
OG0002809	AGAP001195	ASIC011400
OG0002810	AGAP001196	ASIC011398
OG0002811	AGAP007057	ASIC018521
OG0002812	AGAP007056	ASIC018522
OG0002813	AGAP000331	ASIC004458
OG0002814	AGAP001792	ASIC010067
OG0002815	AGAP002983	ASIC017088, ASIC000995, ASIC005334
OG0002816	AGAP001791	ASIC010066, ASIC010065
OG0002817	AGAP004321, AGAP013475	ASIC005530
OG0002818	AGAP003397	ASIC014105
OG0002819	AGAP003449	ASIC003034
OG0002820	AGAP004483	ASIC015095
OG0002821	AGAP009945	ASIC009979
OG0002822	AGAP001826	ASIC008261
OG0002823	AGAP006885	ASIC013702
OG0002824	AGAP002306	ASIC002485
OG0002825	AGAP002364	ASIC005535
OG0002826	AGAP004098	ASIC002574
OG0002827	AGAP002144	ASIC021410
OG0002828	AGAP005860	ASIC016867
OG0002829	AGAP002062	ASIC004075
OG0002830	AGAP002061	ASIC004076
OG0002831	AGAP002072	ASIC004061
OG0002832	AGAP002182	ASIC010374
OG0002833	AGAP001916	ASIC008168, ASIC008169
OG0002834	AGAP001919	ASIC008172, ASIC008173
OG0002835	AGAP012663	ASIC005399
OG0002836	AGAP011126	ASIC019311
OG0002837	AGAP011127	ASIC019310
OG0002838	AGAP007382	ASIC019690
OG0002839	AGAP007791	ASIC004874
OG0002840	AGAP007788	ASIC004879, ASIC004878
OG0002841	AGAP001215	ASIC011568
OG0002842	AGAP001214	ASIC011557
OG0002843	AGAP001213	ASIC011546
OG0002844	AGAP013011	ASIC011524
OG0002845	AGAP004873	ASIC018518
OG0002846	AGAP001018	ASIC020409
OG0002847	AGAP002238	ASIC003296
OG0002849	AGAP012664, AGAP011069	ASIC019466
OG0002850	AGAP011065, AGAP011067	ASIC019469
OG0002851	AGAP005639	ASIC018923
OG0002852	AGAP007029	ASIC018916
OG0002853	AGAP005640	ASIC018924
OG0002854	AGAP004353	ASIC020582, ASIC020586
OG0002855	AGAP004139, AGAP004137	ASIC006157
OG0002856	AGAP004594	ASIC014243
OG0002857	AGAP004656	ASIC014338
OG0002858	AGAP004207	ASIC007067, ASIC001983
OG0002859	AGAP004282	ASIC007066
OG0002860	AGAP002283	ASIC014845
OG0002862	AGAP029575	ASIC006726
OG0002863	AGAP005076	ASIC018624
OG0002864	AGAP003844	ASIC003485
OG0002865	AGAP008964	ASIC020732
OG0002865	AGAP008963	ASIC020730
OG0002866	AGAP008969	ASIC020741
OG0002867	AGAP009882	ASIC015779
OG0002868	AGAP013406	ASIC005136
OG0002869	AGAP000012	ASIC005222
OG0002870	AGAP012896, AGAP005632	ASIC015052
OG0002871	AGAP000337	ASIC015483
OG0002872	AGAP004122, AGAP004123	ASIC006123
OG0002873	AGAP009786	ASIC017226
OG0002874	AGAP010198	ASIC013516
OG0002875	AGAP006818	ASIC019599
OG0002876	AGAP006942	ASIC011764
OG0002877	AGAP011374	ASIC020070
OG0002878	AGAP003880, AGAP013454	ASIC014747
OG0002879	AGAP009093	ASIC006465
OG0002880	AGAP029792, AGAP009585	ASIC002239
OG0002881	AGAP009594	ASIC002244
OG0002882	AGAP004138, AGAP012792	ASIC006154
OG0002884	AGAP003589	ASIC004634
OG0002885	AGAP028638	ASIC018336
OG0002886	AGAP001414	ASIC013217
OG0002887	AGAP005401	ASIC015032
OG0002889	AGAP011623	ASIC003668
OG0002890	AGAP003733	ASIC011322
OG0002891	AGAP003728	ASIC013219
OG0002892	AGAP003732	ASIC011321
OG0002893	AGAP003729	ASIC013208
OG0002894	AGAP004876	ASIC018583
OG0002895	AGAP006620	ASIC017352
OG0002896	AGAP002692	ASIC020992, ASIC020991
OG0002897	AGAP007568	ASIC003795
OG0002898	AGAP007565	ASIC003762
OG0002899	AGAP028027	ASIC010697
OG0002900	AGAP010770	ASIC022314
OG0002901	AGAP010195	ASIC013542
OG0002902	AGAP029211, AGAP010192	ASIC013548
OG0002903	AGAP012666, AGAP010196	ASIC013538
OG0002904	AGAP010140, AGAP012582	ASIC017407
OG0002905	AGAP029599	ASIC012860
OG0002906	AGAP010075	ASIC012856
OG0002907	AGAP004852	ASIC009178
OG0002908	AGAP003584	ASIC004628
OG0002909	AGAP001526	ASIC013248
OG0002910	AGAP013249	ASIC004658
OG0002911	AGAP005782	ASIC016888
OG0002912	AGAP003033	ASIC008034
OG0002913	AGAP001519	ASIC013259
OG0002914	AGAP005361	ASIC016771
OG0002915	AGAP010439	ASIC011218
OG0002916	AGAP004514	ASIC001366
OG0002917	AGAP013036	ASIC004104
OG0002918	AGAP012439	ASIC013480, ASIC013479
OG0002919	AGAP000883	ASIC007087
OG0002920	AGAP004523	ASIC021923
OG0002921	AGAP008540	ASIC009054
OG0002922	AGAP013287	ASIC010247
OG0002923	AGAP008900	ASIC014118
OG0002924	AGAP009490	ASIC007264
OG0002925	AGAP000950	ASIC008189, ASIC017143
OG0002926	AGAP011661	ASIC005021
OG0002927	AGAP012867, AGAP012331	ASIC018070
OG0002928	AGAP029281	ASIC018059, ASIC018081
OG0002929	AGAP005188	ASIC019260
OG0002930	AGAP001459	ASIC008239
OG0002931	AGAP001559	ASIC002050
OG0002932	AGAP008125	ASIC014440
OG0002933	AGAP007288	ASIC007800
OG0002934	AGAP004026	ASIC008903
OG0002935	AGAP003577	ASIC010925
OG0002936	AGAP012040	ASIC004970
OG0002937	AGAP007215	ASIC016717
OG0002938	AGAP007211	ASIC016713
OG0002939	AGAP006715	ASIC019165
OG0002941	AGAP004002	ASIC013381, ASIC013382
OG0002942	AGAP007678	ASIC003760, ASIC003761
OG0002943	AGAP005550	ASIC018798
OG0002944	AGAP010353	ASIC015898
OG0002945	AGAP028614, AGAP010577	ASIC017930
OG0002946	AGAP004746	ASIC011277
OG0002947	AGAP029449	ASIC017812
OG0002948	AGAP012967, AGAP012917	ASIC005496
OG0002949	AGAP004704	ASIC011832
OG0002950	AGAP010453	ASIC009342
OG0002951	AGAP003460	ASIC005498
OG0002952	AGAP013136	ASIC017139
OG0002953	AGAP000881	ASIC018599
OG0002954	AGAP000462	ASIC006244
OG0002955	AGAP012721, AGAP004931	ASIC016039
OG0002956	AGAP003194	ASIC000816
OG0002958	AGAP011495	ASIC015440
OG0002959	AGAP011113	ASIC019400
OG0002960	AGAP011839	ASIC018184
OG0002961	AGAP028430	ASIC008117
OG0002962	AGAP006935	ASIC011756, ASIC011754
OG0002963	AGAP006938	ASIC011759
OG0002964	AGAP011814	ASIC018354
OG0002965	AGAP009403	ASIC006699
OG0002966	AGAP011925	ASIC018078
OG0002967	AGAP011917	ASIC018089
OG0002968	AGAP004264	ASIC020111
OG0002969	AGAP004884	ASIC010413
OG0002970	AGAP004637	ASIC014324
OG0002971	AGAP002293	ASIC014862, ASIC014863
OG0002972	AGAP000744	ASIC009530
OG0002973	AGAP009330	ASIC006755
OG0002974	AGAP010567	ASIC005994
OG0002975	AGAP010564	ASIC005996
OG0002976	AGAP005187	ASIC019249
OG0002977	AGAP002900	ASIC003336
OG0002978	AGAP000320	ASIC011034, ASIC005376
OG0002979	AGAP000270	ASIC019397
OG0002980	AGAP002184	ASIC010372
OG0002981	AGAP002185	ASIC010368
OG0002983	AGAP010959	ASIC020890
OG0002984	AGAP029577	ASIC014696
OG0002985	AGAP007120	ASIC003006
OG0002986	AGAP005206	ASIC019133
OG0002987	AGAP005205	ASIC019111
OG0002988	AGAP004607	ASIC014265
OG0002989	AGAP000673	ASIC000617
OG0002990	AGAP001744	ASIC012489
OG0002991	AGAP009933	ASIC014661
OG0002992	AGAP000815	ASIC004481
OG0002993	AGAP005041	ASIC019226
OG0002994	AGAP011846	ASIC018177
OG0002995	AGAP005374	ASIC016757
OG0002996	AGAP008523	ASIC001516
OG0002997	AGAP008522	ASIC001517
OG0002998	AGAP000390	ASIC009547
OG0002999	AGAP007857, AGAP029218	ASIC012786
OG0003000	AGAP001719	ASIC006164
OG0003001	AGAP004142	ASIC006161
OG0003002	AGAP001720	ASIC006165
OG0003003	AGAP004143	ASIC006162
OG0003004	AGAP003171, AGAP003173	ASIC008721
OG0003005	AGAP029422, AGAP006061	ASIC012945
OG0003006	AGAP006062	ASIC012946
OG0003007	AGAP010366	ASIC015882, ASIC015883
OG0003008	AGAP007668	ASIC003713, ASIC003820
OG0003009	AGAP001103	ASIC011587
OG0003010	AGAP001104	ASIC011586
OG0003011	AGAP003746	ASIC011234
OG0003012	AGAP004671	ASIC017335, ASIC016920
OG0003013	AGAP011684, AGAP000725	ASIC009638
OG0003014	AGAP001823	ASIC008222
OG0003015	AGAP001423	ASIC009856
OG0003016	AGAP001424	ASIC009854
OG0003017	AGAP004768	ASIC011309
OG0003018	AGAP007622	ASIC010205
OG0003019	AGAP001100	ASIC011592
OG0003020	AGAP007852	ASIC012837
OG0003021	AGAP010071	ASIC001120, ASIC020843
OG0003022	AGAP004404, AGAP012833	ASIC012648
OG0003023	AGAP029587	ASIC017186
OG0003024	AGAP007112	ASIC022272, ASIC011043
OG0003025	AGAP010049	ASIC001487
OG0003026	AGAP029057, AGAP029317	ASIC017973
OG0003027	AGAP012112	ASIC017967
OG0003028	AGAP012078, AGAP012082	ASIC017972
OG0003029	AGAP010170	ASIC007506, ASIC007505
OG0003030	AGAP012009	ASIC013039
OG0003031	AGAP006608	ASIC017338
OG0003032	AGAP028563	ASIC005873, ASIC005872
OG0003033	AGAP002224	ASIC011755
OG0003034	AGAP001809	ASIC008144
OG0003035	AGAP010721	ASIC019960
OG0003036	AGAP010720	ASIC019959
OG0003037	AGAP007086	ASIC016588
OG0003038	AGAP007088	ASIC016590
OG0003039	AGAP002876	ASIC005680
OG0003041	AGAP012634, AGAP004578	ASIC009123
OG0003042	AGAP009861	ASIC012047, ASIC012048
OG0003043	AGAP009864, AGAP012814	ASIC012043
OG0003044	AGAP009863	ASIC012046
OG0003045	AGAP004905	ASIC019210
OG0003046	AGAP003860	ASIC019989
OG0003047	AGAP005350	ASIC011771
OG0003048	AGAP008159	ASIC014378, ASIC001680
OG0003049	AGAP007661	ASIC003682
OG0003050	AGAP012378	ASIC018006
OG0003051	AGAP005164	ASIC012315, ASIC012318
OG0003052	AGAP028221	ASIC011187
OG0003053	AGAP003317	ASIC014882
OG0003054	AGAP001743	ASIC011152
OG0003055	AGAP007721	ASIC003782
OG0003056	AGAP000032	ASIC000611, ASIC000622
OG0003057	AGAP006739	ASIC019098
OG0003058	AGAP000154	ASIC017047
