Orthogroup	AgambiaePEST	Aalbopictus_AalbF5
OG0001465	AGAP007839	LOC109418060
OG0001466	AGAP008931	LOC109421653
OG0001467	AGAP009075	LOC109421659
OG0001468	AGAP009399, AGAP009400	LOC134283928
OG0001469	AGAP001298	LOC134289575, LOC109403034
OG0001470	AGAP009137	LOC109430774
OG0001471	AGAP005886	LOC109423771
OG0001472	AGAP006169	LOC109423748
OG0001473	AGAP010616, AGAP012469	LOC109403573
OG0001474	AGAP010165	LOC115257191, LOC109432861
OG0001475	AGAP008879	LOC109412369
OG0001476	AGAP009036	LOC109412368
OG0001477	AGAP011553	LOC134291944, LOC109424500
OG0001478	AGAP007617	LOC109423370, LOC115257528
OG0001479	AGAP007609, AGAP007610	LOC109408358
OG0001480	AGAP008063	LOC109431403, LOC134285926
OG0001481	AGAP006118	LOC109426648, LOC134284780, LOC134288523
OG0001482	AGAP006117	LOC134287358, LOC109426647
OG0001483	AGAP005099	LOC109426672
OG0001484	AGAP005311	LOC115267285
OG0001486	AGAP006025	LOC109413954
OG0001487	AGAP007061, AGAP007060	LOC109431718
OG0001488	AGAP005059, AGAP012612, AGAP005060	LOC109430940
OG0001489	AGAP009021	LOC134284001
OG0001490	AGAP009140	LOC115254898, LOC109428049
OG0001491	AGAP011520	LOC109415901
OG0001492	AGAP008035	LOC109421432
OG0001493	AGAP013736	LOC115266443, LOC109432536
OG0001494	AGAP008062	LOC115265509
OG0001495	AGAP000739	LOC134285717, LOC109401923
OG0001496	AGAP005654	LOC109404954
OG0001497	AGAP005650	LOC109404952
OG0001498	AGAP000120	LOC109415195
OG0001499	AGAP029969, AGAP001031	LOC109428390
OG0001500	AGAP012224, AGAP001032	LOC109415202
OG0001501	AGAP001416	LOC109424018, LOC109399279
OG0001502	AGAP009816	LOC109409324, LOC115258583
OG0001503	AGAP012744, AGAP003429	LOC109432154
OG0001504	AGAP000780	LOC115256587
OG0001505	AGAP001065	LOC109409418, LOC134285076
OG0001506	AGAP000022	LOC109409431
OG0001507	AGAP011782	LOC115257757, LOC115257606
OG0001508	AGAP012316, AGAP028545	LOC109416719
OG0001509	AGAP008736	LOC109427823, LOC115259047
OG0001510	AGAP007705	LOC109621708
OG0001511	AGAP011391, AGAP011389, AGAP011390	LOC115264697
OG0001512	AGAP028519	LOC109422268
OG0001513	AGAP029568	LOC109623099
OG0001514	AGAP011985	LOC109431589
OG0001515	AGAP000018	LOC109397596, LOC134284656
OG0001516	AGAP013158	LOC109398423, LOC134284660
OG0001517	AGAP005747	LOC109410291
OG0001518	AGAP011357	LOC109415941, LOC134290778
OG0001519	AGAP001671	LOC109411048, LOC109411047
OG0001521	AGAP003462	LOC109418948, LOC109400097
OG0001522	AGAP012802, AGAP004109	LOC109622284, LOC109409963
OG0001523	AGAP008143	LOC109416057
OG0001524	AGAP001940	LOC134289496, LOC134289494, LOC134289495
OG0001525	AGAP012364	LOC134289673, LOC109399658
OG0001526	AGAP029903	LOC115266550
OG0001527	AGAP008846	LOC109412015
OG0001528	AGAP008843	LOC109412018
OG0001529	AGAP003572	LOC115261461
OG0001530	AGAP000178	LOC109422144
OG0001531	AGAP010855	LOC109426929, LOC134291542, LOC109623394
OG0001532	AGAP001381	LOC134289439
OG0001533	AGAP004395	LOC109621513
OG0001534	AGAP010751	LOC109399108
OG0001535	AGAP011293	LOC109399100
OG0001536	AGAP011284	LOC109399093
OG0001537	AGAP029469	LOC109422342, LOC109424442
OG0001538	AGAP003219	LOC109406517, LOC109403312
OG0001539	AGAP011172	LOC109431389
OG0001540	AGAP012910, AGAP011045	LOC109407674
OG0001541	AGAP001954	LOC109422649, LOC134291372, LOC109402824
OG0001542	AGAP000108	LOC109412267
OG0001543	AGAP000159	LOC109412996
OG0001544	AGAP007981	LOC109425086, LOC109429448
OG0001545	AGAP013732	LOC134286314, LOC109425088
OG0001546	AGAP011655	LOC134289754, LOC109426437
OG0001547	AGAP010554	LOC115257489
OG0001548	AGAP010553	LOC109412921
OG0001549	AGAP012856, AGAP029379, AGAP013035	LOC109409558
OG0001550	AGAP004720	LOC134291447
OG0001551	AGAP009428	LOC109429598, LOC115262100
OG0001552	AGAP011535	LOC109420357
OG0001553	AGAP005381	LOC109406422
OG0001554	AGAP013495	LOC115260696, LOC109432362
OG0001555	AGAP010094, AGAP013723	LOC134286757
OG0001556	AGAP008348	LOC109400308
OG0001557	AGAP012694, AGAP002081	LOC109431868
OG0001559	AGAP010517	LOC115260213, LOC109414794
OG0001560	AGAP029443	LOC109428936
OG0001561	AGAP010463	LOC109428933
OG0001563	AGAP004649	LOC109409653
OG0001564	AGAP007627	LOC109409662
OG0001565	AGAP003672	LOC109432222
OG0001566	AGAP006376	LOC109409964
OG0001567	AGAP000204	LOC115255706
OG0001568	AGAP007356	LOC109429467, LOC109399163, LOC109414010
OG0001569	AGAP004329, AGAP004330	LOC109429359, LOC109398210
OG0001570	AGAP003717, AGAP003716	LOC109429314, LOC109400906
OG0001571	AGAP008706	LOC109427435
OG0001572	AGAP000552	LOC109427434
OG0001573	AGAP010676	LOC109410664
OG0001574	AGAP001113	LOC109427067
OG0001575	AGAP000894	LOC109424979
OG0001576	AGAP000403	LOC109431106, LOC109424968
OG0001577	AGAP008647	LOC115254138, LOC109421033
OG0001578	AGAP004624	LOC109416121, LOC109419098, LOC109405787
OG0001579	AGAP002558	LOC109433328
OG0001580	AGAP003695, AGAP003692	LOC109430281
OG0001581	AGAP028434	LOC109401806
OG0001582	AGAP004672	LOC109398907
OG0001583	AGAP004695	LOC115264563
OG0001584	AGAP012191	LOC109398917
OG0001585	AGAP010380	LOC109431046, LOC134284127
OG0001586	AGAP003132	LOC115261381
OG0001587	AGAP002891	LOC115255928, LOC109421116
OG0001588	AGAP002888	LOC109431331
OG0001589	AGAP011508	LOC109412611, LOC109401544
OG0001590	AGAP008098	LOC109419966, LOC134287715
OG0001591	AGAP012357	LOC109421937, LOC109421936, LOC109421938
OG0001592	AGAP010920, AGAP012418	LOC115268366
OG0001593	AGAP001697	LOC134284199, LOC109424033
OG0001594	AGAP001699	LOC109424032
OG0001595	AGAP003755	LOC115264858, LOC134284715
OG0001596	AGAP029185	LOC109412832
OG0001597	AGAP011025	LOC109425981
OG0001598	AGAP010985	LOC115268041
OG0001599	AGAP011964	LOC109425997
OG0001600	AGAP000242	LOC115256111
OG0001601	AGAP012900, AGAP012577, AGAP010645	LOC109411829
OG0001602	AGAP001471	LOC115261561, LOC109402475
OG0001603	AGAP009280	LOC109402525
OG0001604	AGAP006039	LOC115269208, LOC109418988
OG0001605	AGAP005431	LOC109398184
OG0001606	AGAP001217	LOC134289650, LOC109422742
OG0001607	AGAP011904	LOC109410579
OG0001608	AGAP011907	LOC109421160
OG0001609	AGAP011906	LOC109421159
OG0001610	AGAP006344	LOC134283998, LOC109427105
OG0001611	AGAP005412	LOC109410535, LOC134287361
OG0001612	AGAP029645	LOC109418813
OG0001613	AGAP011736	LOC109405806
OG0001614	AGAP011659	LOC109403984
OG0001615	AGAP002533	LOC115254470
OG0001616	AGAP028108, AGAP028157	LOC109403403
OG0001617	AGAP003410	LOC109621635, LOC109429086
OG0001618	AGAP002543	LOC109431932
OG0001619	AGAP008666	LOC109427882
OG0001620	AGAP008674	LOC109427885
OG0001621	AGAP007871	LOC109398864
OG0001622	AGAP011444, AGAP012608	LOC134283989, LOC109426925
OG0001623	AGAP002340	LOC134285599, LOC109416957
OG0001624	AGAP009183	LOC109397551
OG0001625	AGAP001495	LOC109432771
OG0001626	AGAP009053	LOC109417532, LOC109410216
OG0001627	AGAP002465	LOC109421124
OG0001628	AGAP005810, AGAP005811	LOC109621710
OG0001629	AGAP007480	LOC115269210
OG0001630	AGAP011656, AGAP011657, AGAP000355	LOC109397865
OG0001631	AGAP002392	LOC109400499
OG0001632	AGAP005010	LOC109415156
OG0001633	AGAP008771, AGAP012796	LOC109622893, LOC115258542
OG0001634	AGAP009506	LOC109411700, LOC134288815
OG0001635	AGAP013455	LOC115254267
OG0001636	AGAP003739	LOC109401140, LOC109422552
OG0001637	AGAP008862	LOC109433074
OG0001638	AGAP009549	LOC109420450
OG0001639	AGAP009188	LOC115253945, LOC109416842, LOC109405681
OG0001640	AGAP009284	LOC109621844
OG0001641	AGAP007361	LOC109399186
OG0001642	AGAP007379	LOC109420954, LOC109399228
OG0001643	AGAP003305	LOC115257156
OG0001644	AGAP001340, AGAP001341	LOC109408449
OG0001645	AGAP002011	LOC109415684, LOC109425047
OG0001647	AGAP001886	LOC109426339
OG0001648	AGAP012906, AGAP001911	LOC109405852
OG0001649	AGAP007264	LOC109409730
OG0001650	AGAP000809	LOC115271010
OG0001651	AGAP008539, AGAP000291	LOC109409494
OG0001652	AGAP002307	LOC109397239
OG0001653	AGAP002323	LOC109397269
OG0001654	AGAP000660	LOC109398935
OG0001655	AGAP010670	LOC109427527, LOC115256522
OG0001656	AGAP008087	LOC109417569
OG0001657	AGAP008360	LOC109419928, LOC134284520
OG0001658	AGAP004011	LOC109411254
OG0001659	AGAP012045	LOC109400136, LOC109413090
OG0001660	AGAP002039, AGAP012803	LOC109426168
OG0001661	AGAP029610	LOC109428200
OG0001662	AGAP007967	LOC109427897, LOC115263986
OG0001663	AGAP012804, AGAP004759	LOC109398740, LOC109418764
OG0001664	AGAP000324	LOC109427405, LOC109410123
OG0001665	AGAP011383	LOC109427431, LOC134285038
OG0001666	AGAP000328	LOC109410126, LOC109427407
OG0001667	AGAP000634	LOC115254514, LOC109427416
OG0001668	AGAP003875	LOC115261817, LOC109405709
OG0001669	AGAP005624	LOC109417873, LOC134288487
OG0001670	AGAP029622	LOC109621464
OG0001671	AGAP007771	LOC109433059
OG0001672	AGAP007700	LOC109409320
OG0001673	AGAP002287	LOC115253996
OG0001674	AGAP007201	LOC109418062
OG0001675	AGAP007202	LOC109414834
OG0001676	AGAP004780	LOC109623260
OG0001677	AGAP001537	LOC109428052, LOC109428054, LOC115261585
OG0001678	AGAP001030	LOC115264498, LOC109406869
OG0001679	AGAP029239	LOC109401866, LOC134284971
OG0001680	AGAP002954	LOC134285041, LOC109406867
OG0001681	AGAP011350	LOC109399621
OG0001682	AGAP009002	LOC109417772
OG0001683	AGAP004532	LOC109411854, LOC115259476
OG0001684	AGAP004533	LOC109412731, LOC109411856
OG0001686	AGAP029562	LOC134291965, LOC109422607
OG0001687	AGAP010377	LOC109431059, LOC109431039
OG0001688	AGAP010370	LOC109411570
OG0001689	AGAP013021	LOC134288000, LOC109413201
OG0001690	AGAP000425	LOC109421972
OG0001691	AGAP001197	LOC109427990
OG0001692	AGAP000901	LOC109409457, LOC115256851
OG0001693	AGAP010675	LOC109621313, LOC109413128
OG0001694	AGAP004646	LOC109405232
OG0001695	AGAP004097	LOC115254377, LOC109400080
OG0001696	AGAP002181	LOC109421739
OG0001697	AGAP012779, AGAP012902, AGAP004964	LOC115270187
OG0001698	AGAP003224, AGAP012820	LOC109405751, LOC109429050
OG0001699	AGAP008814	LOC109416248
OG0001700	AGAP008113	LOC115253486
OG0001701	AGAP008117	LOC109414896, LOC134286191, LOC134286192, LOC115255478
OG0001702	AGAP029772	LOC109416535
OG0001704	AGAP029632	LOC109407506
OG0001705	AGAP012001	LOC109622241
OG0001706	AGAP012004	LOC109622242
OG0001707	AGAP006222, AGAP006223	LOC109403088, LOC109408671
OG0001708	AGAP006227	LOC109403032
OG0001709	AGAP013023, AGAP012972	LOC109416365
OG0001710	AGAP010794	LOC134284301, LOC109424714
OG0001711	AGAP012471, AGAP000575	LOC109398767, LOC134284945
OG0001712	AGAP000967	LOC134284927, LOC109427493
OG0001713	AGAP005629	LOC115268078, LOC109408019, LOC109405158
OG0001714	AGAP009737	LOC109404794, LOC109423879
OG0001715	AGAP028433	LOC109623312
OG0001716	AGAP029791, AGAP009586	LOC109419530
OG0001717	AGAP009583	LOC109409288
OG0001718	AGAP003595	LOC109410458
OG0001719	AGAP005176	LOC109427538
OG0001720	AGAP012809, AGAP004266	LOC109415992
OG0001721	AGAP002929	LOC115267417
OG0001722	AGAP012705, AGAP003900	LOC109404966
OG0001723	AGAP003898	LOC109416168
OG0001724	AGAP005531	LOC115266621
OG0001725	AGAP007138	LOC109417806
OG0001726	AGAP006120	LOC134283970, LOC109426755
OG0001727	AGAP006572, AGAP000118	LOC109431071
OG0001728	AGAP011677	LOC109405380
OG0001729	AGAP007859, AGAP007856	LOC109420617, LOC109420616
OG0001730	AGAP029989	LOC109414978
OG0001731	AGAP006279	LOC109414740, LOC109426838
OG0001732	AGAP004757	LOC134284641, LOC109412044
OG0001733	AGAP004754	LOC109412040, LOC134284643
OG0001734	AGAP002268	LOC109423450
OG0001736	AGAP012787, AGAP003464	LOC109404016
OG0001737	AGAP010351	LOC109413566
OG0001738	AGAP000463	LOC134285257, LOC134285256
OG0001739	AGAP000948	LOC109431508
OG0001740	AGAP028399	LOC109431730, LOC109431727
OG0001741	AGAP002552	LOC109405745, LOC109433391
OG0001742	AGAP000284	LOC134285350, LOC109406906
OG0001743	AGAP008838	LOC109409336, LOC109419088
OG0001744	AGAP008835	LOC115266916, LOC109409339
OG0001745	AGAP008836	LOC115253436, LOC109409337
OG0001746	AGAP008834	LOC109419087, LOC115254144
OG0001747	AGAP004882, AGAP012660	LOC109412507
OG0001749	AGAP005125	LOC109423813
OG0001750	AGAP000646	LOC109397805
OG0001751	AGAP011819	LOC115262555, LOC109421913
OG0001752	AGAP001652	LOC109412833
OG0001753	AGAP011717	LOC109425656
OG0001754	AGAP011847	LOC109405799
OG0001755	AGAP009650	LOC109407063, LOC134287784
OG0001756	AGAP006328	LOC109404905
OG0001757	AGAP001653	LOC109428450
OG0001758	AGAP008916	LOC109424214
OG0001759	AGAP008914	LOC115253756
OG0001760	AGAP000670	LOC109409473, LOC109409536
OG0001761	AGAP000572	LOC115253466, LOC115256661, LOC109409534, LOC109409468
OG0001762	AGAP029815	LOC109403484
OG0001763	AGAP007722	LOC109409745, LOC134290471
OG0001764	AGAP006665	LOC109416470
OG0001765	AGAP006669	LOC109416471
OG0001766	AGAP002508	LOC115259763, LOC109402938, LOC115259762, LOC109402932
OG0001767	AGAP001422	LOC109412573, LOC134285652, LOC134291846, LOC109397046
OG0001768	AGAP006925	LOC109417011
OG0001769	AGAP001421	LOC134285649, LOC109397026, LOC109397016
OG0001771	AGAP009680	LOC109417248
OG0001772	AGAP009009	LOC109420576, LOC109417482
OG0001773	AGAP001819	LOC134292031, LOC134291557
OG0001774	AGAP001810	LOC134291921
OG0001775	AGAP008412	LOC109430170, LOC115264870
OG0001776	AGAP006384	LOC134284690, LOC109417821
OG0001777	AGAP008511	LOC109407268
OG0001778	AGAP013121	LOC109412274
OG0001779	AGAP011817	LOC109432700, LOC134291660
OG0001780	AGAP011816	LOC109421912, LOC134291661
OG0001781	AGAP001584	LOC109417113
OG0001782	AGAP003030	LOC109404988
OG0001783	AGAP004504	LOC115269840, LOC134285564
OG0001784	AGAP007082	LOC109417839, LOC109400156, LOC134291253
OG0001785	AGAP001658	LOC109398559
OG0001786	AGAP029704	LOC109622009
OG0001787	AGAP000338	LOC109430088, LOC115256457
OG0001788	AGAP007210	LOC109399416
OG0001789	AGAP007209	LOC109400672
OG0001790	AGAP000791	LOC115269692, LOC109398409
OG0001791	AGAP002760	LOC115258107, LOC109421724
OG0001792	AGAP005789, AGAP005864	LOC109425704
OG0001793	AGAP007001	LOC134288462, LOC109418002
OG0001794	AGAP007002	LOC109406030, LOC134287316
OG0001795	AGAP000840	LOC109401855
OG0001796	AGAP006045	LOC109397908
OG0001797	AGAP006408	LOC109430946
OG0001798	AGAP001586	LOC109417110
OG0001799	AGAP002094	LOC134292118, LOC109431857
OG0001800	AGAP008515	LOC115267643, LOC109398720
OG0001801	AGAP007374	LOC109429036, LOC109429037
OG0001802	AGAP004631	LOC109402431
OG0001803	AGAP000699	LOC109427363
OG0001804	AGAP008155	LOC109427576, LOC109432855, LOC115268908
OG0001805	AGAP002090	LOC109411553
OG0001806	AGAP006063	LOC109418918
OG0001807	AGAP008944	LOC109398712
OG0001808	AGAP005243	LOC134288996
OG0001809	AGAP009832	LOC109428244, LOC115266369, LOC109427949
OG0001810	AGAP009844	LOC109427940
OG0001811	AGAP003766	LOC109422709
OG0001812	AGAP000618	LOC134288872, LOC109401913
OG0001813	AGAP007205	LOC109418066
OG0001814	AGAP007204	LOC109414833
OG0001815	AGAP009025	LOC109427442
OG0001816	AGAP007032	LOC115263163
OG0001817	AGAP029480	LOC115255345
OG0001818	AGAP005700	LOC109407931
OG0001819	AGAP000389	LOC109428456, LOC109422096
OG0001820	AGAP007724	LOC109409788
OG0001821	AGAP006460	LOC109403224
OG0001822	AGAP029455	LOC109416244
OG0001823	AGAP007510	LOC109622551, LOC109622547
OG0001824	AGAP010040, AGAP012657	LOC109622879, LOC134287988
OG0001825	AGAP000507	LOC109428464
OG0001826	AGAP009857	LOC109428247
OG0001827	AGAP029802	LOC109413232
OG0001828	AGAP007775	LOC109420226
OG0001829	AGAP029752, AGAP029751	LOC109424480
OG0001830	AGAP005064	LOC109426675
OG0001831	AGAP000029	LOC109428415, LOC134284681
OG0001832	AGAP011859	LOC109401664, LOC109418846
OG0001833	AGAP008807, AGAP008810	LOC109621803
OG0001834	AGAP029579	LOC109416692
OG0001835	AGAP004572	LOC109413271
OG0001836	AGAP009709, AGAP009708	LOC109418152
OG0001837	AGAP004507	LOC109411881
OG0001838	AGAP012123	LOC115264580
OG0001839	AGAP029911	LOC109423925
OG0001840	AGAP000835, AGAP004972, AGAP004973	LOC109405671
OG0001841	AGAP012771, AGAP007305	LOC109407816, LOC134288728
OG0001842	AGAP028640, AGAP012729	LOC134292126, LOC109425933
OG0001843	AGAP001690	LOC115261297
OG0001844	AGAP012693, AGAP029564	LOC109433484
OG0001845	AGAP029052	LOC109422692, LOC115260992
OG0001846	AGAP029630	LOC109405247
OG0001848	AGAP013441	LOC134284916, LOC109397853
OG0001849	AGAP011134	LOC109419429
OG0001850	AGAP029570	LOC109401980
OG0001851	AGAP029498	LOC134292233, LOC109428047
OG0001852	AGAP011143	LOC109428744
OG0001853	AGAP010646, AGAP012576	LOC109402885
OG0001854	AGAP011811	LOC109432643, LOC109401984
OG0001855	AGAP029584	LOC109404342
OG0001856	AGAP010201	LOC109409625
OG0001857	AGAP002986	LOC109622061
OG0001859	AGAP001645	LOC115260811
OG0001860	AGAP003901	LOC134291182, LOC109404964
OG0001861	AGAP007608	LOC109408373
OG0001862	AGAP001583	LOC109423135
OG0001863	AGAP004892	LOC109403764
OG0001864	AGAP009577	LOC134284696
OG0001865	AGAP000577	LOC109402625, LOC134284665
OG0001866	AGAP001608	LOC109421746
OG0001867	AGAP008318	LOC109419826
OG0001868	AGAP002382	LOC109412872
OG0001869	AGAP010442	LOC109418781
OG0001870	AGAP013204	LOC109426187
OG0001871	AGAP005150, AGAP029363	LOC109422596
OG0001872	AGAP002469	LOC109410077
OG0001873	AGAP002553	LOC109399319
OG0001874	AGAP003355	LOC109419187
OG0001875	AGAP005465	LOC109419645
OG0001876	AGAP002315	LOC109397249
OG0001877	AGAP004446, AGAP004447	LOC109401326, LOC134289759
OG0001878	AGAP029127	LOC109621340
OG0001879	AGAP011547	LOC109621461
OG0001881	AGAP006994	LOC109406017
OG0001882	AGAP028024, AGAP007946	LOC109398299
OG0001883	AGAP006089	LOC109419707, LOC109398542
OG0001884	AGAP009060	LOC134285003
OG0001885	AGAP003727	LOC109415066, LOC109403279
OG0001886	AGAP001083	LOC109424966
OG0001887	AGAP012187, AGAP000471	LOC115257308
OG0001889	AGAP029657	LOC109433612
OG0001890	AGAP028133, AGAP028598	LOC134290813, LOC109425718
OG0001891	AGAP008996	LOC109419396, LOC115255253
OG0001892	AGAP013157	LOC109406961
OG0001893	AGAP011965	LOC115268038
OG0001894	AGAP000626	LOC109405079
OG0001895	AGAP007250	LOC109404946
OG0001896	AGAP012600, AGAP009890	LOC109398729
OG0001897	AGAP000236	LOC109427728
OG0001898	AGAP000537	LOC109397684
OG0001899	AGAP008285	LOC109421627, LOC109407309
OG0001901	AGAP007792	LOC109401394
OG0001902	AGAP004310	LOC109425480
OG0001905	AGAP001064	LOC115260613, LOC109422822
OG0001906	AGAP003678	LOC115263719
OG0001907	AGAP011720	LOC109433256
OG0001908	AGAP002554	LOC109399310
OG0001909	AGAP008090	LOC109401882
OG0001910	AGAP010359	LOC109406561
OG0001912	AGAP011746	LOC109418706
OG0001913	AGAP000620	LOC109415218
OG0001914	AGAP005030	LOC109622269, LOC134284321
OG0001915	AGAP003118	LOC109411724
OG0001916	AGAP013266	LOC109418329, LOC109427298, LOC134290652
OG0001917	AGAP001974	LOC134289826, LOC134290016
OG0001918	AGAP000850	LOC109416319, LOC109426538
OG0001919	AGAP005658	LOC109404918
OG0001920	AGAP001814	LOC134291561, LOC134292029
OG0001921	AGAP003258	LOC109400821, LOC115261618
OG0001922	AGAP028455, AGAP006377	LOC109432087
OG0001923	AGAP007137	LOC109418028
OG0001924	AGAP009950	LOC109407223
OG0001925	AGAP000023	LOC134289014, LOC109433003
OG0001926	AGAP013491, AGAP000629	LOC109422966
OG0001927	AGAP006973, AGAP006972	LOC109430812
OG0001928	AGAP007089	LOC109411119
OG0001929	AGAP000619	LOC109415216
OG0001930	AGAP005647	LOC109407984
OG0001931	AGAP000949	LOC109431473
OG0001932	AGAP029479	LOC115268016, LOC115253593, LOC109401641, LOC115258698
OG0001933	AGAP002256	LOC109422611, LOC134290099
OG0001934	AGAP005438	LOC109409980, LOC109420213
OG0001935	AGAP008692	LOC115255029
OG0001937	AGAP007349	LOC109428694
OG0001938	AGAP012255	LOC134289924
OG0001939	AGAP001231	LOC109431794
OG0001940	AGAP001015	LOC134284706
OG0001941	AGAP000334	LOC109428574
OG0001942	AGAP005165	LOC109430547
OG0001943	AGAP001726	LOC109423620, LOC109400223
OG0001944	AGAP011812	LOC115267705, LOC109401974
OG0001945	AGAP013210	LOC109416118
OG0001946	AGAP000932	LOC109428492
OG0001948	AGAP028653	LOC134285004
OG0001949	AGAP009514	LOC109411764, LOC134283906, LOC115262162
OG0001950	AGAP006260	LOC109420871
OG0001951	AGAP009389	LOC109429628
OG0001952	AGAP006151	LOC109414279
OG0001953	AGAP029520	LOC109400594
OG0001954	AGAP007005	LOC115269977
OG0001955	AGAP013739, AGAP013762	LOC109429386
OG0001956	AGAP000430	LOC109424975, LOC109431086
OG0001957	AGAP005680	LOC115254148
OG0001958	AGAP011170	LOC109422033, LOC115258249
OG0001959	AGAP029626	LOC109400375, LOC134292012
