Orthogroup	AgambiaePEST	CquinquefasciatusJHB2020
OG0001541	AGAP001954	CQUJHB007994
OG0001542	AGAP000108	CQUJHB007813
OG0001543	AGAP000159	CQUJHB006512
OG0001544	AGAP007981	CQUJHB011722
OG0001545	AGAP013732	CQUJHB001886
OG0001546	AGAP011655	CQUJHB005770
OG0001547	AGAP010554	CQUJHB016356
OG0001548	AGAP010553	CQUJHB003089
OG0001549	AGAP012856, AGAP029379, AGAP013035	CQUJHB006350
OG0001550	AGAP004720	CQUJHB014932
OG0001551	AGAP009428	CQUJHB014352
OG0001552	AGAP011535	CQUJHB010857
OG0001553	AGAP005381	CQUJHB013025, CQUJHB002513
OG0001554	AGAP013495	CQUJHB009869
OG0001555	AGAP010094, AGAP013723	CQUJHB004786
OG0001556	AGAP008348	CQUJHB013580
OG0001557	AGAP012694, AGAP002081	CQUJHB006059
OG0001558	AGAP002082	CQUJHB003402
OG0001559	AGAP010517	CQUJHB013206
OG0001560	AGAP029443	CQUJHB015935
OG0001561	AGAP010463	CQUJHB010991, CQUJHB006122
OG0001563	AGAP004649	CQUJHB014177
OG0001564	AGAP007627	CQUJHB001600
OG0001565	AGAP003672	CQUJHB005831
OG0001566	AGAP006376	CQUJHB015877
OG0001567	AGAP000204	CQUJHB014453
OG0001568	AGAP007356	CQUJHB007409, CQUJHB003854
OG0001569	AGAP004329, AGAP004330	CQUJHB007989
OG0001570	AGAP003717, AGAP003716	CQUJHB002795
OG0001571	AGAP008706	CQUJHB000043
OG0001572	AGAP000552	CQUJHB001860
OG0001573	AGAP010676	CQUJHB018479
OG0001574	AGAP001113	CQUJHB007907
OG0001575	AGAP000894	CQUJHB001494
OG0001576	AGAP000403	CQUJHB003894
OG0001577	AGAP008647	CQUJHB004564, CQUJHB000443
OG0001578	AGAP004624	CQUJHB006128
OG0001579	AGAP002558	CQUJHB017441
OG0001580	AGAP003695, AGAP003692	CQUJHB011676
OG0001581	AGAP028434	CQUJHB000197, CQUJHB000190
OG0001582	AGAP004672	CQUJHB001601
OG0001583	AGAP004695	CQUJHB002636, CQUJHB009009
OG0001584	AGAP012191	CQUJHB010006, CQUJHB000661
OG0001585	AGAP010380	CQUJHB002648
OG0001586	AGAP003132	CQUJHB008155, CQUJHB002063
OG0001587	AGAP002891	CQUJHB011140
OG0001588	AGAP002888	CQUJHB009152
OG0001589	AGAP011508	CQUJHB014204
OG0001590	AGAP008098	CQUJHB007599
OG0001591	AGAP012357	CQUJHB012781
OG0001592	AGAP010920, AGAP012418	CQUJHB010271
OG0001593	AGAP001697	CQUJHB003357
OG0001594	AGAP001699	CQUJHB006598
OG0001595	AGAP003755	CQUJHB012402
OG0001596	AGAP029185	CQUJHB014376
OG0001597	AGAP011025	CQUJHB006773
OG0001598	AGAP010985	CQUJHB004368
OG0001599	AGAP011964	CQUJHB004600
OG0001600	AGAP000242	CQUJHB008163
OG0001601	AGAP012900, AGAP012577, AGAP010645	CQUJHB007829
OG0001602	AGAP001471	CQUJHB016977
OG0001603	AGAP009280	CQUJHB000521
OG0001604	AGAP006039	CQUJHB016648
OG0001605	AGAP005431	CQUJHB007633
OG0001606	AGAP001217	CQUJHB014943
OG0001607	AGAP011904	CQUJHB000830
OG0001608	AGAP011907	CQUJHB011681
OG0001609	AGAP011906	CQUJHB000477
OG0001610	AGAP006344	CQUJHB015813
OG0001611	AGAP005412	CQUJHB012937
OG0001612	AGAP029645	CQUJHB006423
OG0001613	AGAP011736	CQUJHB012285
OG0001614	AGAP011659	CQUJHB005858
OG0001615	AGAP002533	CQUJHB003375
OG0001616	AGAP028108, AGAP028157	CQUJHB016725
OG0001617	AGAP003410	CQUJHB018130
OG0001618	AGAP002543	CQUJHB017878
OG0001619	AGAP008666	CQUJHB002341
OG0001620	AGAP008674	CQUJHB013609
OG0001621	AGAP007871	CQUJHB011768, CQUJHB012013
OG0001622	AGAP011444, AGAP012608	CQUJHB016232
OG0001623	AGAP002340	CQUJHB011721, CQUJHB000767
OG0001624	AGAP009183	CQUJHB010551
OG0001625	AGAP001495	CQUJHB017514
OG0001626	AGAP009053	CQUJHB015913
OG0001627	AGAP002465	CQUJHB001936, CQUJHB014379, CQUJHB009045
OG0001628	AGAP005810, AGAP005811	CQUJHB012184
OG0001629	AGAP007480	CQUJHB016459, CQUJHB015848
OG0001630	AGAP011656, AGAP011657, AGAP000355	CQUJHB010279
OG0001631	AGAP002392	CQUJHB012109
OG0001633	AGAP008771, AGAP012796	CQUJHB008156
OG0001634	AGAP009506	CQUJHB006424
OG0001635	AGAP013455	CQUJHB003654
OG0001636	AGAP003739	CQUJHB010165
OG0001637	AGAP008862	CQUJHB008618
OG0001638	AGAP009549	CQUJHB002093
OG0001639	AGAP009188	CQUJHB006605
OG0001640	AGAP009284	CQUJHB003721
OG0001641	AGAP007361	CQUJHB000231
OG0001642	AGAP007379	CQUJHB000714
OG0001643	AGAP003305	CQUJHB018425
OG0001644	AGAP001340, AGAP001341	CQUJHB016041
OG0001645	AGAP002011	CQUJHB016366
OG0001647	AGAP001886	CQUJHB008510
OG0001648	AGAP012906, AGAP001911	CQUJHB013766
OG0001649	AGAP007264	CQUJHB017997
OG0001650	AGAP000809	CQUJHB003344
OG0001651	AGAP008539, AGAP000291	CQUJHB017540
OG0001652	AGAP002307	CQUJHB014777
OG0001653	AGAP002323	CQUJHB002668, CQUJHB001147
OG0001654	AGAP000660	CQUJHB007937
OG0001655	AGAP010670	CQUJHB009976
OG0001656	AGAP008087	CQUJHB007775, CQUJHB001306, CQUJHB014954
OG0001657	AGAP008360	CQUJHB003519
OG0001658	AGAP004011	CQUJHB016441
OG0001659	AGAP012045	CQUJHB000150, CQUJHB002747
OG0001660	AGAP002039, AGAP012803	CQUJHB005301
OG0001661	AGAP029610	CQUJHB013990
OG0001662	AGAP007967	CQUJHB003050
OG0001663	AGAP012804, AGAP004759	CQUJHB000198, CQUJHB010700
OG0001664	AGAP000324	CQUJHB010461
OG0001665	AGAP011383	CQUJHB003592
OG0001666	AGAP000328	CQUJHB003464
OG0001667	AGAP000634	CQUJHB016693
OG0001668	AGAP003875	CQUJHB016144, CQUJHB004410
OG0001669	AGAP005624	CQUJHB016614
OG0001670	AGAP029622	CQUJHB018280
OG0001671	AGAP007771	CQUJHB014605
OG0001672	AGAP007700	CQUJHB004808
OG0001673	AGAP002287	CQUJHB016629
OG0001674	AGAP007201	CQUJHB005423
OG0001675	AGAP007202	CQUJHB003520
OG0001676	AGAP004780	CQUJHB011297
OG0001677	AGAP001537	CQUJHB014529
OG0001678	AGAP001030	CQUJHB008422
OG0001679	AGAP029239	CQUJHB015103
OG0001680	AGAP002954	CQUJHB014713
OG0001681	AGAP011350	CQUJHB010546
OG0001682	AGAP009002	CQUJHB007406
OG0001683	AGAP004532	CQUJHB004950, CQUJHB009972
OG0001684	AGAP004533	CQUJHB008526, CQUJHB002176
OG0001685	AGAP004306	CQUJHB000823
OG0001686	AGAP029562	CQUJHB004481
OG0001687	AGAP010377	CQUJHB006524, CQUJHB011409
OG0001688	AGAP010370	CQUJHB010357
OG0001689	AGAP013021	CQUJHB005346
OG0001690	AGAP000425	CQUJHB014540, CQUJHB003980
OG0001691	AGAP001197	CQUJHB005414, CQUJHB010951, CQUJHB004782
OG0001692	AGAP000901	CQUJHB003437
OG0001693	AGAP010675	CQUJHB010887, CQUJHB009390
OG0001694	AGAP004646	CQUJHB011260
OG0001695	AGAP004097	CQUJHB006258
OG0001696	AGAP002181	CQUJHB005828
OG0001697	AGAP012779, AGAP012902, AGAP004964	CQUJHB017264
OG0001699	AGAP008814	CQUJHB005748
OG0001700	AGAP008113	CQUJHB008861
OG0001701	AGAP008117	CQUJHB013301
OG0001702	AGAP029772	CQUJHB011702
OG0001704	AGAP029632	CQUJHB012572, CQUJHB008756, CQUJHB003683
OG0001705	AGAP012001	CQUJHB007470
OG0001706	AGAP012004	CQUJHB006543, CQUJHB012272
OG0001707	AGAP006222, AGAP006223	CQUJHB009517
OG0001708	AGAP006227	CQUJHB000812
OG0001709	AGAP013023, AGAP012972	CQUJHB007914
OG0001710	AGAP010794	CQUJHB011610, CQUJHB000347
OG0001711	AGAP012471, AGAP000575	CQUJHB016971
OG0001712	AGAP000967	CQUJHB016875
OG0001713	AGAP005629	CQUJHB009098, CQUJHB015985
OG0001714	AGAP009737	CQUJHB003137
OG0001715	AGAP028433	CQUJHB017946
OG0001716	AGAP029791, AGAP009586	CQUJHB006814
OG0001717	AGAP009583	CQUJHB011333
OG0001718	AGAP003595	CQUJHB018202
OG0001719	AGAP005176	CQUJHB007686
OG0001720	AGAP012809, AGAP004266	CQUJHB002212
OG0001721	AGAP002929	CQUJHB006168, CQUJHB007712
OG0001722	AGAP012705, AGAP003900	CQUJHB002479
OG0001723	AGAP003898	CQUJHB013881
OG0001724	AGAP005531	CQUJHB009916
OG0001725	AGAP007138	CQUJHB017260, CQUJHB007806
OG0001726	AGAP006120	CQUJHB010294
OG0001727	AGAP006572, AGAP000118	CQUJHB014054
OG0001728	AGAP011677	CQUJHB005672, CQUJHB009623, CQUJHB012341
OG0001729	AGAP007859, AGAP007856	CQUJHB004027
OG0001730	AGAP029989	CQUJHB013851
OG0001731	AGAP006279	CQUJHB000468
OG0001732	AGAP004757	CQUJHB001251
OG0001733	AGAP004754	CQUJHB012247
OG0001734	AGAP002268	CQUJHB014775
OG0001736	AGAP012787, AGAP003464	CQUJHB011598
OG0001737	AGAP010351	CQUJHB010770
OG0001738	AGAP000463	CQUJHB002836
OG0001739	AGAP000948	CQUJHB014106
OG0001740	AGAP028399	CQUJHB007289, CQUJHB004827
OG0001741	AGAP002552	CQUJHB014649
OG0001742	AGAP000284	CQUJHB018010, CQUJHB005972
OG0001743	AGAP008838	CQUJHB005038
OG0001744	AGAP008835	CQUJHB002298
OG0001745	AGAP008836	CQUJHB004240
OG0001746	AGAP008834	CQUJHB011814
OG0001747	AGAP004882, AGAP012660	CQUJHB011101
OG0001748	AGAP002295	CQUJHB015327
OG0001749	AGAP005125	CQUJHB004574
OG0001751	AGAP011819	CQUJHB003016
OG0001752	AGAP001652	CQUJHB017723
OG0001753	AGAP011717	CQUJHB009024
OG0001754	AGAP011847	CQUJHB016596
OG0001755	AGAP009650	CQUJHB007071
OG0001756	AGAP006328	CQUJHB000001
OG0001757	AGAP001653	CQUJHB001477
OG0001758	AGAP008916	CQUJHB006163, CQUJHB003627
OG0001759	AGAP008914	CQUJHB009632
OG0001760	AGAP000670	CQUJHB000104
OG0001761	AGAP000572	CQUJHB007842
OG0001762	AGAP029815	CQUJHB006380
OG0001763	AGAP007722	CQUJHB013383
OG0001764	AGAP006665	CQUJHB008019
OG0001765	AGAP006669	CQUJHB000726
OG0001766	AGAP002508	CQUJHB001897
OG0001767	AGAP001422	CQUJHB007408
OG0001768	AGAP006925	CQUJHB013392
OG0001769	AGAP001421	CQUJHB016399
OG0001771	AGAP009680	CQUJHB005386
OG0001773	AGAP001819	CQUJHB014243
OG0001774	AGAP001810	CQUJHB010941
OG0001775	AGAP008412	CQUJHB001066
OG0001776	AGAP006384	CQUJHB010914
OG0001777	AGAP008511	CQUJHB008806
OG0001778	AGAP013121	CQUJHB014567
OG0001779	AGAP011817	CQUJHB017194
OG0001780	AGAP011816	CQUJHB017314
OG0001781	AGAP001584	CQUJHB011216, CQUJHB010073
OG0001782	AGAP003030	CQUJHB017348, CQUJHB014146, CQUJHB002991
OG0001783	AGAP004504	CQUJHB000545, CQUJHB006275, CQUJHB002402
OG0001784	AGAP007082	CQUJHB004390
OG0001785	AGAP001658	CQUJHB000216
OG0001786	AGAP029704	CQUJHB006327
OG0001787	AGAP000338	CQUJHB001626
OG0001788	AGAP007210	CQUJHB006166
OG0001789	AGAP007209	CQUJHB000712, CQUJHB014709
OG0001790	AGAP000791	CQUJHB017495
OG0001791	AGAP002760	CQUJHB016649
OG0001792	AGAP005789, AGAP005864	CQUJHB005200
OG0001793	AGAP007001	CQUJHB005201
OG0001794	AGAP007002	CQUJHB002450
OG0001795	AGAP000840	CQUJHB008648, CQUJHB016749
OG0001796	AGAP006045	CQUJHB010066
OG0001797	AGAP006408	CQUJHB012267, CQUJHB001776, CQUJHB006034
OG0001798	AGAP001586	CQUJHB000085
OG0001799	AGAP002094	CQUJHB007772
OG0001800	AGAP008515	CQUJHB014946
OG0001801	AGAP007374	CQUJHB016768
OG0001802	AGAP004631	CQUJHB018409
OG0001803	AGAP000699	CQUJHB012318, CQUJHB005517
OG0001804	AGAP008155	CQUJHB003242
OG0001805	AGAP002090	CQUJHB001203
OG0001806	AGAP006063	CQUJHB015805
OG0001807	AGAP008944	CQUJHB011971
OG0001808	AGAP005243	CQUJHB015768
OG0001809	AGAP009832	CQUJHB006504, CQUJHB006361
OG0001810	AGAP009844	CQUJHB003726
OG0001811	AGAP003766	CQUJHB013858
OG0001812	AGAP000618	CQUJHB009625
OG0001813	AGAP007205	CQUJHB016927
OG0001814	AGAP007204	CQUJHB000841
OG0001815	AGAP009025	CQUJHB011802
OG0001816	AGAP007032	CQUJHB007213
OG0001817	AGAP029480	CQUJHB004187
OG0001818	AGAP005700	CQUJHB015469
OG0001819	AGAP000389	CQUJHB012369
OG0001820	AGAP007724	CQUJHB007965
OG0001821	AGAP006460	CQUJHB016998
OG0001822	AGAP029455	CQUJHB007572
OG0001823	AGAP007510	CQUJHB014893
OG0001824	AGAP010040, AGAP012657	CQUJHB003487
OG0001825	AGAP000507	CQUJHB005537
OG0001826	AGAP009857	CQUJHB006583
OG0001827	AGAP029802	CQUJHB010570, CQUJHB017812, CQUJHB010623
OG0001828	AGAP007775	CQUJHB014610, CQUJHB011345, CQUJHB009880
OG0001829	AGAP029752, AGAP029751	CQUJHB007499, CQUJHB014883
OG0001830	AGAP005064	CQUJHB012198
OG0001831	AGAP000029	CQUJHB014199
OG0001832	AGAP011859	CQUJHB012280
OG0001833	AGAP008807, AGAP008810	CQUJHB012719
OG0001834	AGAP029579	CQUJHB011754
OG0001835	AGAP004572	CQUJHB000069
OG0001837	AGAP004507	CQUJHB000827
OG0001838	AGAP012123	CQUJHB001157
OG0001839	AGAP029911	CQUJHB002246
OG0001841	AGAP012771, AGAP007305	CQUJHB004226
OG0001842	AGAP028640, AGAP012729	CQUJHB003224
OG0001843	AGAP001690	CQUJHB001883
OG0001844	AGAP012693, AGAP029564	CQUJHB017539
OG0001845	AGAP029052	CQUJHB002279
OG0001846	AGAP029630	CQUJHB010678
OG0001847	AGAP028004	CQUJHB010987
OG0001848	AGAP013441	CQUJHB015143
OG0001849	AGAP011134	CQUJHB005774
OG0001850	AGAP029570	CQUJHB015673
OG0001851	AGAP029498	CQUJHB004201
OG0001852	AGAP011143	CQUJHB014663
OG0001853	AGAP010646, AGAP012576	CQUJHB009903
OG0001854	AGAP011811	CQUJHB010799
OG0001855	AGAP029584	CQUJHB002102
OG0001856	AGAP010201	CQUJHB016160
OG0001857	AGAP002986	CQUJHB018237
OG0001858	AGAP013547, AGAP007493	CQUJHB011662
OG0001859	AGAP001645	CQUJHB010404
OG0001860	AGAP003901	CQUJHB017652
OG0001861	AGAP007608	CQUJHB018021
OG0001862	AGAP001583	CQUJHB011807
OG0001863	AGAP004892	CQUJHB006953
OG0001864	AGAP009577	CQUJHB006273
OG0001865	AGAP000577	CQUJHB016972
OG0001866	AGAP001608	CQUJHB008116
OG0001867	AGAP008318	CQUJHB013482
OG0001869	AGAP010442	CQUJHB005793
OG0001870	AGAP013204	CQUJHB010502
OG0001871	AGAP005150, AGAP029363	CQUJHB002846
OG0001872	AGAP002469	CQUJHB014005
OG0001873	AGAP002553	CQUJHB017060
OG0001874	AGAP003355	CQUJHB003814
OG0001875	AGAP005465	CQUJHB003769
OG0001876	AGAP002315	CQUJHB016428
OG0001877	AGAP004446, AGAP004447	CQUJHB007854
OG0001878	AGAP029127	CQUJHB012769
OG0001879	AGAP011547	CQUJHB015487
OG0001881	AGAP006994	CQUJHB006399
OG0001883	AGAP006089	CQUJHB013762
OG0001884	AGAP009060	CQUJHB010453
OG0001885	AGAP003727	CQUJHB007303
OG0001886	AGAP001083	CQUJHB007991
OG0001887	AGAP012187, AGAP000471	CQUJHB010974
OG0001889	AGAP029657	CQUJHB000173
OG0001890	AGAP028133, AGAP028598	CQUJHB018269
OG0001891	AGAP008996	CQUJHB010310
OG0001892	AGAP013157	CQUJHB000339
OG0001893	AGAP011965	CQUJHB008767
OG0001894	AGAP000626	CQUJHB005240
OG0001895	AGAP007250	CQUJHB005279
OG0001896	AGAP012600, AGAP009890	CQUJHB014927
OG0001897	AGAP000236	CQUJHB000796
OG0001898	AGAP000537	CQUJHB008962
OG0001899	AGAP008285	CQUJHB016916
OG0001901	AGAP007792	CQUJHB001292, CQUJHB007141
OG0001902	AGAP004310	CQUJHB003665, CQUJHB015274
OG0001905	AGAP001064	CQUJHB015251
OG0001906	AGAP003678	CQUJHB012925
OG0001907	AGAP011720	CQUJHB014583
OG0001908	AGAP002554	CQUJHB003954
OG0001909	AGAP008090	CQUJHB010206, CQUJHB007957, CQUJHB008854
OG0001910	AGAP010359	CQUJHB011929
OG0001912	AGAP011746	CQUJHB012127
OG0001913	AGAP000620	CQUJHB010947
OG0001914	AGAP005030	CQUJHB014627
OG0001915	AGAP003118	CQUJHB003422
OG0001916	AGAP013266	CQUJHB017477
OG0001917	AGAP001974	CQUJHB016388
OG0001918	AGAP000850	CQUJHB011861
OG0001919	AGAP005658	CQUJHB013909
OG0001920	AGAP001814	CQUJHB016365
OG0001921	AGAP003258	CQUJHB010226, CQUJHB020401, CQUJHB020267, CQUJHB001248
OG0001922	AGAP028455, AGAP006377	CQUJHB001701
OG0001923	AGAP007137	CQUJHB011173
OG0001924	AGAP009950	CQUJHB008851
OG0001925	AGAP000023	CQUJHB008947
OG0001926	AGAP013491, AGAP000629	CQUJHB005904
OG0001928	AGAP007089	CQUJHB017584
OG0001929	AGAP000619	CQUJHB009052
OG0001930	AGAP005647	CQUJHB000488
OG0001931	AGAP000949	CQUJHB001579
OG0001933	AGAP002256	CQUJHB009853
OG0001934	AGAP005438	CQUJHB008345, CQUJHB014551
OG0001937	AGAP007349	CQUJHB005452
OG0001938	AGAP012255	CQUJHB013689
OG0001939	AGAP001231	CQUJHB015433
OG0001940	AGAP001015	CQUJHB003955
OG0001941	AGAP000334	CQUJHB017019
OG0001942	AGAP005165	CQUJHB002444
OG0001944	AGAP011812	CQUJHB012856
OG0001945	AGAP013210	CQUJHB015802
OG0001946	AGAP000932	CQUJHB004460
OG0001947	AGAP007892	CQUJHB017725
OG0001948	AGAP028653	CQUJHB012140
OG0001949	AGAP009514	CQUJHB007700
OG0001950	AGAP006260	CQUJHB007473
OG0001951	AGAP009389	CQUJHB017052
OG0001952	AGAP006151	CQUJHB014332
OG0001953	AGAP029520	CQUJHB009317
OG0001954	AGAP007005	CQUJHB006751
OG0001955	AGAP013739, AGAP013762	CQUJHB014791
OG0001956	AGAP000430	CQUJHB015498
OG0001957	AGAP005680	CQUJHB008729, CQUJHB007723
OG0001958	AGAP011170	CQUJHB015953
OG0001959	AGAP029626	CQUJHB009277
OG0001960	AGAP002006	CQUJHB018138
OG0001961	AGAP009497	CQUJHB014631
OG0001962	AGAP010265	CQUJHB016651
OG0001963	AGAP012921, AGAP009575	CQUJHB011444
OG0001964	AGAP006415	CQUJHB018337
OG0001965	AGAP011779	CQUJHB013662
OG0001968	AGAP004774	CQUJHB002848
OG0001969	AGAP007155	CQUJHB009273
OG0001970	AGAP002949	CQUJHB014942, CQUJHB003598, CQUJHB006771
OG0001971	AGAP011375	CQUJHB009557
OG0001972	AGAP004784	CQUJHB009191, CQUJHB017842
OG0001973	AGAP029708, AGAP029707	CQUJHB003163
OG0001974	AGAP013397	CQUJHB003100
OG0001975	AGAP029549	CQUJHB017537, CQUJHB000395
OG0001976	AGAP001696	CQUJHB002571
OG0001977	AGAP000185	CQUJHB018154
OG0001978	AGAP008247, AGAP012476	CQUJHB012118
OG0001979	AGAP003872	CQUJHB002147
OG0001980	AGAP012953, AGAP000275	CQUJHB016028
OG0001981	AGAP029553	CQUJHB002973
OG0001982	AGAP000385	CQUJHB010272, CQUJHB001693, CQUJHB010161
OG0001983	AGAP009064, AGAP000441	CQUJHB007443
OG0001988	AGAP028062	CQUJHB001325
OG0001991	AGAP013093	CQUJHB008591, CQUJHB015134, CQUJHB016889, CQUJHB007471, CQUJHB009367
OG0001998	AGAP029390, AGAP000281	CQUJHB006595
OG0002000	AGAP010601, AGAP010602, AGAP010604	CQUJHB006851
OG0002010	AGAP013373	CQUJHB004416
OG0002011	AGAP029179	CQUJHB009027
OG0002011	AGAP013425	CQUJHB008730
OG0002012	AGAP029252	CQUJHB006495
OG0002018	AGAP029150, AGAP029182, AGAP029134, AGAP029164	CQUJHB020255, CQUJHB020336, CQUJHB020301
OG0002027	AGAP003346, AGAP012877	CQUJHB015303
OG0002028	AGAP002921	CQUJHB000015
OG0002029	AGAP002919	CQUJHB000454, CQUJHB003417
OG0002030	AGAP013354	CQUJHB007781
OG0002031	AGAP006662	CQUJHB015561, CQUJHB016004
OG0002032	AGAP004459	CQUJHB007591, CQUJHB017901
OG0002033	AGAP028610	CQUJHB000201
OG0002034	AGAP012746, AGAP003514	CQUJHB002364
OG0002035	AGAP003331	CQUJHB012676
OG0002036	AGAP012981, AGAP003200	CQUJHB008731
OG0002037	AGAP004727	CQUJHB020324, CQUJHB020378
OG0002038	AGAP001099	CQUJHB001224
OG0002039	AGAP010449, AGAP010447	CQUJHB010689
OG0002040	AGAP013094	CQUJHB018123
OG0002041	AGAP012610, AGAP012481	CQUJHB010072
OG0002042	AGAP010458	CQUJHB011332
OG0002043	AGAP005228	CQUJHB013302
OG0002044	AGAP000069	CQUJHB016863
OG0002045	AGAP000360	CQUJHB011243
OG0002046	AGAP010681	CQUJHB018449, CQUJHB016117
OG0002047	AGAP006671	CQUJHB002076
OG0002048	AGAP012853, AGAP012137	CQUJHB001769
OG0002049	AGAP028154	CQUJHB005527, CQUJHB007692
OG0002050	AGAP006571	CQUJHB014964
OG0002051	AGAP002138	CQUJHB005235, CQUJHB010587, CQUJHB000316
OG0002052	AGAP011085	CQUJHB007752
OG0002053	AGAP006574	CQUJHB001207
OG0002054	AGAP012403	CQUJHB014552
OG0002055	AGAP000244, AGAP003550	CQUJHB013576
OG0002056	AGAP013233	CQUJHB002626
OG0002057	AGAP003548	CQUJHB012693
OG0002058	AGAP002085	CQUJHB004327
OG0002059	AGAP004434	CQUJHB003851
OG0002060	AGAP003547	CQUJHB018185
OG0002061	AGAP013167	CQUJHB009512
OG0002062	AGAP002725	CQUJHB012677
OG0002063	AGAP003232	CQUJHB004868
OG0002064	AGAP028415	CQUJHB017762
OG0002065	AGAP011319	CQUJHB001303
OG0002066	AGAP011324	CQUJHB015590
OG0002067	AGAP012751, AGAP001609	CQUJHB014615
OG0002068	AGAP001603	CQUJHB001906
OG0002069	AGAP009733	CQUJHB017104
OG0002070	AGAP011984	CQUJHB009199
OG0002071	AGAP012394, AGAP012395	CQUJHB001370
OG0002072	AGAP004371, AGAP012860	CQUJHB008226
OG0002073	AGAP006657	CQUJHB009920
OG0002074	AGAP006658	CQUJHB008271
OG0002075	AGAP006660	CQUJHB015158
OG0002076	AGAP006659	CQUJHB013464
OG0002077	AGAP011858	CQUJHB015918
OG0002078	AGAP002603	CQUJHB011705
OG0002079	AGAP002601	CQUJHB001903
OG0002080	AGAP013296	CQUJHB013277
OG0002081	AGAP011762	CQUJHB009731
OG0002082	AGAP010928	CQUJHB003397
OG0002083	AGAP012368	CQUJHB013356
OG0002084	AGAP004292	CQUJHB013949
OG0002085	AGAP005761	CQUJHB017489
OG0002086	AGAP011900	CQUJHB010646
OG0002087	AGAP010595	CQUJHB006590
OG0002088	AGAP010558	CQUJHB010181
OG0002089	AGAP010572	CQUJHB002003
OG0002090	AGAP010613, AGAP010612	CQUJHB003030
OG0002091	AGAP005762	CQUJHB013258
OG0002092	AGAP011897	CQUJHB017744
OG0002093	AGAP009822	CQUJHB009534
OG0002094	AGAP028580, AGAP012019	CQUJHB007383
OG0002095	AGAP003294	CQUJHB005853
OG0002096	AGAP005803	CQUJHB005530
OG0002097	AGAP005800	CQUJHB017962, CQUJHB012489, CQUJHB011659
OG0002098	AGAP002021	CQUJHB013710
OG0002099	AGAP002193	CQUJHB000391
OG0002100	AGAP003003	CQUJHB014387
OG0002101	AGAP002672	CQUJHB012215
OG0002102	AGAP029803	CQUJHB004208
OG0002104	AGAP012251	CQUJHB017798
OG0002105	AGAP009841	CQUJHB011479
OG0002106	AGAP009620	CQUJHB015190
OG0002107	AGAP009619	CQUJHB015721
OG0002108	AGAP008652	CQUJHB017811
OG0002109	AGAP004834	CQUJHB003037
OG0002110	AGAP010204	CQUJHB006433
OG0002111	AGAP009702	CQUJHB001706
OG0002112	AGAP000874	CQUJHB012500
OG0002113	AGAP009004	CQUJHB011651, CQUJHB014730
OG0002114	AGAP006088	CQUJHB010172, CQUJHB010508
OG0002115	AGAP004942	CQUJHB001590
OG0002116	AGAP005606	CQUJHB000110
OG0002117	AGAP005600	CQUJHB002257, CQUJHB017164
OG0002118	AGAP004863	CQUJHB003964, CQUJHB008253
OG0002119	AGAP006968, AGAP006115	CQUJHB014981
OG0002120	AGAP000046	CQUJHB014175
OG0002122	AGAP012523	CQUJHB003340
OG0002123	AGAP007325	CQUJHB013223
OG0002124	AGAP005141	CQUJHB012406, CQUJHB007350
OG0002125	AGAP009136	CQUJHB011922
OG0002126	AGAP005325	CQUJHB014744, CQUJHB000820
OG0002127	AGAP005111	CQUJHB014050, CQUJHB015643
OG0002128	AGAP007395	CQUJHB009908
OG0002129	AGAP007418	CQUJHB012894, CQUJHB016886
OG0002130	AGAP007400	CQUJHB009924
OG0002131	AGAP007405, AGAP007402	CQUJHB001427
OG0002132	AGAP007399	CQUJHB014710
OG0002133	AGAP007450	CQUJHB006683
OG0002134	AGAP005309, AGAP000633	CQUJHB012801
OG0002135	AGAP008881	CQUJHB002700
OG0002136	AGAP008302	CQUJHB011012
OG0002137	AGAP009930	CQUJHB008468
OG0002138	AGAP007849	CQUJHB008948
OG0002139	AGAP008353	CQUJHB001861
OG0002140	AGAP010209	CQUJHB003839
OG0002141	AGAP008312	CQUJHB011348
OG0002142	AGAP008882	CQUJHB004693
OG0002143	AGAP011562	CQUJHB018228
OG0002144	AGAP011573	CQUJHB006170
OG0002145	AGAP029534	CQUJHB002789
OG0002146	AGAP007586	CQUJHB011719
OG0002149	AGAP007710	CQUJHB008545, CQUJHB010818
OG0002150	AGAP007598	CQUJHB011406
OG0002151	AGAP007618	CQUJHB009644, CQUJHB007757
OG0002152	AGAP007593	CQUJHB014510
OG0002153	AGAP008728	CQUJHB003031
OG0002154	AGAP007809	CQUJHB002808
OG0002155	AGAP005065	CQUJHB005873, CQUJHB005980
OG0002156	AGAP008246, AGAP012477	CQUJHB012918
OG0002157	AGAP006014	CQUJHB000632
OG0002158	AGAP012763, AGAP005056	CQUJHB003434
OG0002159	AGAP005051, AGAP012825	CQUJHB016275
OG0002160	AGAP009019	CQUJHB015104
OG0002161	AGAP008711	CQUJHB001120
OG0002162	AGAP009020	CQUJHB002048
OG0002163	AGAP008359	CQUJHB004123
OG0002164	AGAP008705	CQUJHB003090
OG0002165	AGAP007778	CQUJHB005631
OG0002166	AGAP010210	CQUJHB015094
OG0002167	AGAP010137, AGAP010136	CQUJHB009230
OG0002168	AGAP007781	CQUJHB009807
OG0002169	AGAP007780	CQUJHB008100
OG0002170	AGAP010139	CQUJHB015311
OG0002171	AGAP009834	CQUJHB017228
OG0002172	AGAP010138	CQUJHB013281
OG0002173	AGAP009144	CQUJHB000228
OG0002174	AGAP008985	CQUJHB003725
