Orthogroup	AgambiaePEST	AaegyptiLVP_AGWG
OG0002343	AGAP003539	AAEL003929
OG0002344	AGAP002779	AAEL003945
OG0002345	AGAP012067	AAEL003965
OG0002346	AGAP009684	AAEL003983, AAEL021114
OG0002347	AGAP011832	AAEL027639, AAEL003986
OG0002348	AGAP003781	AAEL004013
OG0002349	AGAP003220	AAEL004023
OG0002350	AGAP002970	AAEL004035, AAEL022660
OG0002351	AGAP003789, AGAP012547	AAEL004041
OG0002352	AGAP000834	AAEL004048
OG0002353	AGAP000374	AAEL004064
OG0002354	AGAP000426	AAEL004067
OG0002355	AGAP012346	AAEL004106
OG0002356	AGAP003208	AAEL004124
OG0002357	AGAP002260	AAEL004128
OG0002358	AGAP001560	AAEL004130
OG0002359	AGAP003207	AAEL004138
OG0002360	AGAP005567	AAEL025212, AAEL004165
OG0002361	AGAP005895	AAEL004174
OG0002362	AGAP007979	AAEL004271
OG0002363	AGAP010155, AGAP010156	AAEL004297
OG0002364	AGAP004134	AAEL004298
OG0002365	AGAP007983	AAEL004300
OG0002366	AGAP008723	AAEL004302, AAEL025429
OG0002367	AGAP001139	AAEL004306
OG0002368	AGAP008819	AAEL004319
OG0002369	AGAP010406	AAEL004328
OG0002370	AGAP012773, AGAP010419	AAEL004329
OG0002371	AGAP012281	AAEL004347
OG0002372	AGAP003527, AGAP012869	AAEL004385
OG0002373	AGAP010552	AAEL004414
OG0002374	AGAP010074	AAEL004417
OG0002375	AGAP011165	AAEL004427
OG0002376	AGAP010590	AAEL004430
OG0002377	AGAP011148, AGAP011146	AAEL004433
OG0002378	AGAP011164	AAEL004436
OG0002379	AGAP011155	AAEL004437
OG0002380	AGAP011150, AGAP012865, AGAP012770	AAEL004438
OG0002381	AGAP011147, AGAP011145	AAEL004445
OG0002382	AGAP004723	AAEL004467
OG0002383	AGAP001802	AAEL021932, AAEL004471
OG0002384	AGAP001712	AAEL027716, AAEL004475
OG0002385	AGAP002114	AAEL021242, AAEL004480
OG0002386	AGAP009432	AAEL024995, AAEL004489
OG0002387	AGAP009433	AAEL004509
OG0002388	AGAP008640	AAEL004521
OG0002389	AGAP009610	AAEL004532
OG0002390	AGAP004498	AAEL004557
OG0002391	AGAP001396	AAEL020850, AAEL004566
OG0002392	AGAP004496	AAEL004568
OG0002393	AGAP006511	AAEL004586, AAEL027991
OG0002395	AGAP000868	AAEL004688
OG0002396	AGAP028503, AGAP003179	AAEL004697
OG0002397	AGAP006387	AAEL004698
OG0002398	AGAP002654	AAEL004699, AAEL021755, AAEL025856
OG0002399	AGAP003180	AAEL004700
OG0002400	AGAP003161	AAEL004703
OG0002401	AGAP008536	AAEL004709
OG0002402	AGAP028045	AAEL004715
OG0002403	AGAP008537	AAEL004728
OG0002404	AGAP008766	AAEL004741, AAEL021132
OG0002405	AGAP009837, AGAP009836	AAEL004763
OG0002406	AGAP010129	AAEL004766
OG0002407	AGAP010123, AGAP010124	AAEL004780
OG0002408	AGAP010131	AAEL020753, AAEL004783
OG0002409	AGAP010539	AAEL004802
OG0002410	AGAP010534	AAEL004803
OG0002411	AGAP010540	AAEL004817
OG0002412	AGAP010536	AAEL004818
OG0002414	AGAP006599	AAEL027919, AAEL004859
OG0002415	AGAP004558	AAEL004877, AAEL027692
OG0002416	AGAP006889	AAEL004896
OG0002417	AGAP006435	AAEL004903
OG0002418	AGAP009948, AGAP006895	AAEL004914
OG0002419	AGAP010051	AAEL004920
OG0002420	AGAP010056	AAEL004931
OG0002421	AGAP010965, AGAP010963	AAEL004952
OG0002422	AGAP008812, AGAP028100	AAEL004972
OG0002423	AGAP012606, AGAP012632	AAEL004973
OG0002424	AGAP008806	AAEL004974, AAEL021447
OG0002425	AGAP008183	AAEL004979
OG0002426	AGAP009969, AGAP009967	AAEL004990
OG0002427	AGAP010327	AAEL005003
OG0002428	AGAP010966	AAEL005006
OG0002429	AGAP028491	AAEL005008
OG0002430	AGAP006740	AAEL005106
OG0002431	AGAP010335	AAEL005131
OG0002432	AGAP009125	AAEL028242, AAEL005133
OG0002433	AGAP029569	AAEL005137, AAEL026783
OG0002434	AGAP011344	AAEL005140, AAEL022249
OG0002435	AGAP010339	AAEL005145
OG0002436	AGAP011345	AAEL027000, AAEL005146
OG0002437	AGAP006791	AAEL024541, AAEL005176
OG0002438	AGAP000908	AAEL005254
OG0002439	AGAP006100	AAEL005258
OG0002440	AGAP006099	AAEL005269
OG0002441	AGAP006373	AAEL005277
OG0002442	AGAP010096	AAEL020047, AAEL005285
OG0002443	AGAP004792	AAEL005290
OG0002444	AGAP004773, AGAP004786	AAEL005308
OG0002445	AGAP004789, AGAP004791	AAEL005309
OG0002446	AGAP007552	AAEL005312
OG0002447	AGAP002451	AAEL005374
OG0002448	AGAP002449	AAEL005375
OG0002449	AGAP009573	AAEL005395
OG0002450	AGAP004332	AAEL005410, AAEL025587
OG0002451	AGAP003892, AGAP012748	AAEL005411
OG0002452	AGAP003719	AAEL005415, AAEL024350
OG0002453	AGAP000550	AAEL005432
OG0002454	AGAP000348	AAEL005437, AAEL021199
OG0002455	AGAP010010	AAEL005457
OG0002456	AGAP010834	AAEL005472
OG0002457	AGAP011316	AAEL022958, AAEL005475
OG0002458	AGAP011315	AAEL005477, AAEL024807
OG0002459	AGAP011314	AAEL005478, AAEL023936
OG0002460	AGAP002634	AAEL005490
OG0002461	AGAP002638	AAEL005491
OG0002462	AGAP002645	AAEL005493
OG0002463	AGAP000066	AAEL024830, AAEL005518
OG0002464	AGAP029706	AAEL005539
OG0002465	AGAP004352	AAEL020828, AAEL005552
OG0002466	AGAP012565, AGAP010621	AAEL005581
OG0002467	AGAP029274	AAEL005590
OG0002468	AGAP013220	AAEL025712, AAEL005601
OG0002469	AGAP001138	AAEL024040, AAEL005610
OG0002470	AGAP004064	AAEL005628
OG0002471	AGAP008938	AAEL005633
OG0002472	AGAP008747	AAEL005635
OG0002473	AGAP006903	AAEL014772, AAEL005671
OG0002474	AGAP008133	AAEL005701
OG0002475	AGAP013730	AAEL005704
OG0002476	AGAP008129	AAEL005708
OG0002477	AGAP011162	AAEL005712
OG0002478	AGAP012870, AGAP012591	AAEL005718
OG0002479	AGAP005960	AAEL005722
OG0002480	AGAP010145	AAEL005738, AAEL025360
OG0002481	AGAP008776	AAEL005765
OG0002482	AGAP000278	AAEL005772
OG0002483	AGAP002884	AAEL005798, AAEL022056
OG0002484	AGAP002947	AAEL005802
OG0002485	AGAP029655	AAEL005811, AAEL022803
OG0002486	AGAP002943	AAEL005816
OG0002487	AGAP003688, AGAP013274	AAEL005819
OG0002488	AGAP010483	AAEL005851
OG0002489	AGAP012192	AAEL005858
OG0002490	AGAP010843	AAEL005863
OG0002491	AGAP010514	AAEL023516, AAEL005877
OG0002492	AGAP010515	AAEL027510, AAEL005880
OG0002493	AGAP010373	AAEL005885
OG0002494	AGAP010516	AAEL025333, AAEL005892
OG0002495	AGAP003532	AAEL019789, AAEL005901
OG0002496	AGAP004189, AGAP004195	AAEL005921
OG0002497	AGAP003158, AGAP012859	AAEL005943
OG0002498	AGAP002886	AAEL005945
OG0002499	AGAP011688	AAEL006013
OG0002500	AGAP002038	AAEL023372, AAEL006026
OG0002501	AGAP002032	AAEL006028
OG0002502	AGAP004795	AAEL006035
OG0002503	AGAP002030	AAEL025276, AAEL006038
OG0002504	AGAP012908, AGAP002026	AAEL006039
OG0002505	AGAP001995	AAEL006061
OG0002506	AGAP003890	AAEL023240, AAEL006063
OG0002507	AGAP003891	AAEL025772, AAEL006075
OG0002508	AGAP028138	AAEL006095
OG0002509	AGAP003211	AAEL006122
OG0002510	AGAP002548	AAEL006128
OG0002511	AGAP004194	AAEL006145, AAEL006812
OG0002512	AGAP002549	AAEL021190, AAEL006155
OG0002513	AGAP003277	AAEL006169
OG0002514	AGAP001700	AAEL006187
OG0002515	AGAP004065	AAEL006196
OG0002516	AGAP006054	AAEL006214
OG0002517	AGAP006056	AAEL006226
OG0002518	AGAP006051	AAEL006227
OG0002519	AGAP012783, AGAP004268	AAEL006236
OG0002520	AGAP001563	AAEL006239
OG0002521	AGAP008380, AGAP008378	AAEL006258
OG0002522	AGAP005235	AAEL006269
OG0002523	AGAP005240	AAEL006275
OG0002524	AGAP001092	AAEL006294
OG0002525	AGAP003185	AAEL006309
OG0002526	AGAP005169	AAEL006312
OG0002527	AGAP002481	AAEL006315
OG0002528	AGAP012901, AGAP003187	AAEL006320
OG0002529	AGAP002482	AAEL006321
OG0002530	AGAP011972	AAEL006354, AAEL006342
OG0002531	AGAP011026	AAEL006347
OG0002532	AGAP011977, AGAP028540	AAEL006349
OG0002533	AGAP012880, AGAP010984	AAEL006356
OG0002534	AGAP011968	AAEL006360
OG0002535	AGAP010644	AAEL006386
OG0002536	AGAP008275	AAEL006399
OG0002537	AGAP006798	AAEL006416, AAEL009224
OG0002538	AGAP008947	AAEL006435
OG0002539	AGAP008230	AAEL006442
OG0002540	AGAP008948	AAEL006449
OG0002541	AGAP008229	AAEL006452
OG0002542	AGAP010491	AAEL006469
OG0002543	AGAP010451, AGAP029272	AAEL006474
OG0002544	AGAP007929	AAEL006515, AAEL006507
OG0002545	AGAP009496	AAEL006510
OG0002546	AGAP009488	AAEL022739, AAEL006532
OG0002547	AGAP006036	AAEL006541
OG0002548	AGAP006041	AAEL006550
OG0002549	AGAP006177	AAEL006570, AAEL015457
OG0002550	AGAP002966	AAEL006571
OG0002551	AGAP006179	AAEL006572
OG0002552	AGAP006180	AAEL006584
OG0002553	AGAP007886	AAEL026822, AAEL006619
OG0002554	AGAP011326, AGAP013034	AAEL006633
OG0002555	AGAP001222	AAEL006641
OG0002556	AGAP029595	AAEL006650
OG0002557	AGAP011910	AAEL006689
OG0002558	AGAP011902	AAEL006690
OG0002559	AGAP011909	AAEL006700
OG0002560	AGAP011908	AAEL006703
OG0002561	AGAP001412	AAEL006708, AAEL027817
OG0002562	AGAP005422	AAEL006731
OG0002563	AGAP005421	AAEL006734
OG0002564	AGAP005406	AAEL006744
OG0002565	AGAP005414	AAEL006752
OG0002566	AGAP012284	AAEL021422, AAEL006785
OG0002567	AGAP003092	AAEL006786
OG0002568	AGAP012282	AAEL006792
OG0002569	AGAP012769, AGAP003285	AAEL006797
OG0002570	AGAP003922	AAEL023700, AAEL022312, AAEL006816, AAEL024825
OG0002571	AGAP000703	AAEL006822
OG0002572	AGAP000940	AAEL006825
OG0002573	AGAP002519	AAEL006844
OG0002574	AGAP012105	AAEL006856, AAEL023412
OG0002575	AGAP011492	AAEL006862
OG0002576	AGAP012103	AAEL027925, AAEL006876
OG0002577	AGAP007641	AAEL006892
OG0002578	AGAP001320	AAEL006917
OG0002579	AGAP002454	AAEL006945
OG0002580	AGAP012824, AGAP001592	AAEL006947
OG0002581	AGAP000009	AAEL006948, AAEL024962
OG0002582	AGAP006793	AAEL006953, AAEL021372
OG0002583	AGAP001591	AAEL021249, AAEL006955
OG0002584	AGAP004273	AAEL006993, AAEL023712
OG0002585	AGAP012691, AGAP004275	AAEL007007
OG0002586	AGAP005009	AAEL007033, AAEL024717
OG0002587	AGAP012375	AAEL020329, AAEL007045
OG0002588	AGAP011676	AAEL007046
OG0002589	AGAP011675	AAEL007058
OG0002590	AGAP012373	AAEL007066
OG0002591	AGAP003061, AGAP003064	AAEL022194, AAEL007077
OG0002592	AGAP003687	AAEL021734, AAEL007080, AAEL021382
OG0002593	AGAP007755	AAEL007138, AAEL007126
OG0002594	AGAP002012	AAEL023775, AAEL007134
OG0002595	AGAP008199	AAEL007147
OG0002596	AGAP002687	AAEL007150
OG0002597	AGAP002686	AAEL007153
OG0002598	AGAP003660	AAEL007156
OG0002599	AGAP029524	AAEL007180
OG0002600	AGAP012905, AGAP008105	AAEL007187
OG0002601	AGAP009897, AGAP009898	AAEL007197
OG0002602	AGAP005987	AAEL007208
OG0002603	AGAP004227	AAEL007209
OG0002604	AGAP008193	AAEL007226
OG0002605	AGAP008497	AAEL023227, AAEL007228
OG0002606	AGAP008496	AAEL007230
OG0002607	AGAP028647	AAEL007276
OG0002608	AGAP003023	AAEL007282
OG0002609	AGAP001473	AAEL007283
OG0002610	AGAP003007, AGAP003006	AAEL007289
OG0002611	AGAP004872	AAEL007311
OG0002612	AGAP012445	AAEL007322
OG0002613	AGAP013053	AAEL007343
OG0002614	AGAP002405	AAEL007351
OG0002615	AGAP002404	AAEL007353
OG0002616	AGAP002408	AAEL007356
OG0002617	AGAP002406	AAEL007357
OG0002618	AGAP010279	AAEL007369
OG0002619	AGAP010278	AAEL007370
OG0002620	AGAP010276	AAEL007375
OG0002621	AGAP002462	AAEL007389
OG0002623	AGAP004401	AAEL007487
OG0002624	AGAP001760	AAEL007494
OG0002625	AGAP002394	AAEL022065, AAEL007496
OG0002626	AGAP012862, AGAP003508	AAEL007512
OG0002627	AGAP007095	AAEL007527
OG0002628	AGAP007094	AAEL007531
OG0002629	AGAP008910	AAEL007541
OG0002630	AGAP008908	AAEL007546
OG0002631	AGAP008770	AAEL007565
OG0002632	AGAP009045	AAEL023687, AAEL007576
OG0002633	AGAP009048	AAEL021474, AAEL007578
OG0002634	AGAP009047	AAEL007581, AAEL024947
OG0002635	AGAP002351	AAEL007586
OG0002636	AGAP006746	AAEL007632
OG0002637	AGAP003063	AAEL007647, AAEL028214
OG0002638	AGAP000961	AAEL007667
OG0002639	AGAP000890	AAEL007668
OG0002640	AGAP010039	AAEL007681
OG0002641	AGAP029804	AAEL007682
OG0002642	AGAP010042	AAEL007691
OG0002643	AGAP010041	AAEL007694
OG0002644	AGAP009504	AAEL007697
OG0002645	AGAP009508	AAEL007699
OG0002646	AGAP009513	AAEL007700
OG0002647	AGAP009503	AAEL007704
OG0002648	AGAP009507	AAEL007710
OG0002649	AGAP011123	AAEL007712
OG0002650	AGAP012493	AAEL007726
OG0002651	AGAP000109	AAEL007752
OG0002652	AGAP005251	AAEL007770
OG0002653	AGAP002299	AAEL007792
OG0002654	AGAP003744	AAEL028044, AAEL007797
OG0002655	AGAP002424	AAEL007804
OG0002656	AGAP002421	AAEL007806
OG0002657	AGAP008423	AAEL007811
OG0002658	AGAP029978	AAEL007826
OG0002659	AGAP004675	AAEL007832, AAEL021197
OG0002660	AGAP000675	AAEL007838
OG0002661	AGAP007902	AAEL007865
OG0002662	AGAP029551	AAEL007876
OG0002663	AGAP012183	AAEL007884, AAEL025379
OG0002664	AGAP012307, AGAP012813	AAEL007889
OG0002665	AGAP012655, AGAP009548	AAEL007899
OG0002666	AGAP007865	AAEL007914
OG0002667	AGAP007362	AAEL007990
OG0002668	AGAP007381	AAEL008000
OG0002669	AGAP007380	AAEL008002
OG0002670	AGAP002842	AAEL008003
OG0002671	AGAP007377	AAEL008005
OG0002672	AGAP013544	AAEL008006
OG0002673	AGAP000277	AAEL008014
OG0002674	AGAP000195	AAEL008021
OG0002675	AGAP000042	AAEL026494, AAEL008027
OG0002676	AGAP004429	AAEL023051, AAEL008037
OG0002677	AGAP001386	AAEL008063
OG0002678	AGAP000158	AAEL008084
OG0002679	AGAP013527	AAEL008112
OG0002680	AGAP002279	AAEL008125
OG0002681	AGAP012772, AGAP011388	AAEL008146
OG0002682	AGAP001895	AAEL022013, AAEL008177
OG0002683	AGAP001897	AAEL008183, AAEL026780
OG0002684	AGAP001894	AAEL008185
OG0002685	AGAP001910	AAEL008192
OG0002686	AGAP005642	AAEL008199
OG0002687	AGAP007257	AAEL008210
OG0002688	AGAP001930	AAEL008257
OG0002689	AGAP011179	AAEL008267, AAEL022284
OG0002690	AGAP013382	AAEL026955, AAEL008299
OG0002691	AGAP000747	AAEL020291, AAEL008306
OG0002692	AGAP010009	AAEL008324
OG0002693	AGAP010216	AAEL008329
OG0002694	AGAP008274	AAEL008336
OG0002695	AGAP000717	AAEL008347
OG0002696	AGAP006346, AGAP006345	AAEL008356
OG0002697	AGAP003139	AAEL008364
OG0002698	AGAP003134	AAEL008367
OG0002699	AGAP012913, AGAP012141	AAEL008389
OG0002700	AGAP000290	AAEL008404, AAEL022775
OG0002701	AGAP005653	AAEL008406
OG0002702	AGAP000807	AAEL008410
OG0002703	AGAP013081	AAEL008414, AAEL021404
OG0002704	AGAP004110	AAEL008417, AAEL028177
OG0002705	AGAP004588	AAEL008427
OG0002706	AGAP002166	AAEL008431
OG0002707	AGAP002320	AAEL008454, AAEL027406
OG0002708	AGAP011251	AAEL008458
OG0002709	AGAP000161	AAEL008462
OG0002710	AGAP003865	AAEL008465
OG0002711	AGAP012428	AAEL008466
OG0002712	AGAP009128	AAEL008494, AAEL025921
OG0002713	AGAP005322	AAEL008507
OG0002714	AGAP006997	AAEL008509
OG0002715	AGAP006995	AAEL008510
OG0002716	AGAP006996	AAEL008517
OG0002717	AGAP004833, AGAP012699, AGAP012685	AAEL008556
OG0002718	AGAP006949	AAEL008565
OG0002719	AGAP011881	AAEL008578
OG0002720	AGAP011880	AAEL008583
OG0002721	AGAP001478	AAEL024694
OG0002722	AGAP008092	AAEL008593
OG0002723	AGAP009852	AAEL008671
OG0002724	AGAP005831	AAEL008683
OG0002725	AGAP003633	AAEL008714
OG0002726	AGAP010254	AAEL008717
OG0002727	AGAP002327	AAEL008751, AAEL008749
OG0002728	AGAP012498	AAEL008752
OG0002729	AGAP010321	AAEL008755
OG0002730	AGAP012465	AAEL008759
OG0002731	AGAP010322	AAEL008763
OG0002732	AGAP004993	AAEL008773
OG0002733	AGAP001347	AAEL008788
OG0002734	AGAP003289	AAEL008828
OG0002735	AGAP003290	AAEL008829
OG0002736	AGAP008680	AAEL020133, AAEL008837
OG0002737	AGAP007958	AAEL008841
OG0002738	AGAP007966	AAEL008848
OG0002739	AGAP004747	AAEL008862
OG0002740	AGAP012520, AGAP029481	AAEL008863
OG0002741	AGAP010672	AAEL008871
OG0002742	AGAP004775	AAEL008893
OG0002743	AGAP011255	AAEL008894
OG0002744	AGAP000019	AAEL008940
OG0002745	AGAP003868	AAEL008944
OG0002746	AGAP002778	AAEL008947
OG0002747	AGAP013283	AAEL008962
OG0002748	AGAP003654	AAEL009024
OG0002749	AGAP012589, AGAP007300	AAEL009077
OG0002750	AGAP001761	AAEL009092
OG0002751	AGAP004049	AAEL009110
OG0002752	AGAP004046	AAEL009112
OG0002753	AGAP009931	AAEL009147
OG0002754	AGAP001788	AAEL009153, AAEL025687
OG0002755	AGAP000534	AAEL009154
OG0002756	AGAP029820, AGAP012924	AAEL009185
OG0002757	AGAP005625	AAEL009192
OG0002758	AGAP005641	AAEL009235
OG0002759	AGAP005644	AAEL009240
OG0002760	AGAP005643	AAEL009242
OG0002761	AGAP006416	AAEL009244
OG0002762	AGAP007768	AAEL009257
OG0002763	AGAP007774	AAEL009264
OG0002764	AGAP007115	AAEL021214, AAEL009276
OG0002765	AGAP004906	AAEL009278
OG0002766	AGAP011135	AAEL009280, AAEL023779
OG0002767	AGAP007704	AAEL009282
OG0002768	AGAP007699	AAEL009287
OG0002769	AGAP007701	AAEL009302
OG0002770	AGAP007117	AAEL023202, AAEL009306
OG0002771	AGAP004556	AAEL009309, AAEL027140
OG0002772	AGAP002288	AAEL009311
OG0002773	AGAP013126	AAEL009327
OG0002774	AGAP001481	AAEL009340
OG0002775	AGAP012499	AAEL009360
OG0002776	AGAP001943	AAEL027008, AAEL009372
OG0002777	AGAP001877	AAEL009381
OG0002778	AGAP011876	AAEL009394, AAEL024085
OG0002779	AGAP012301	AAEL009406
OG0002780	AGAP011804	AAEL009412
OG0002781	AGAP008180	AAEL009428
OG0002782	AGAP005116	AAEL013687, AAEL009448
OG0002783	AGAP000889	AAEL009467
OG0002784	AGAP000982	AAEL009486, AAEL023604
OG0002785	AGAP011353	AAEL009497
OG0002786	AGAP008151	AAEL009498, AAEL017156
OG0002787	AGAP012678, AGAP010739	AAEL009507
OG0002788	AGAP000304	AAEL009538
OG0002789	AGAP004717	AAEL009544
OG0002790	AGAP004336	AAEL009579
OG0002791	AGAP006126	AAEL009615
OG0002792	AGAP029487	AAEL020156, AAEL009630
OG0002793	AGAP004082	AAEL009644
OG0002794	AGAP000528	AAEL009645
OG0002795	AGAP012031	AAEL009660
OG0002796	AGAP029263	AAEL009663
OG0002797	AGAP003446	AAEL021799, AAEL009720
OG0002798	AGAP004639, AGAP013117	AAEL009722
OG0002799	AGAP029105	AAEL009729
OG0002800	AGAP005437	AAEL009734
OG0002801	AGAP005440	AAEL009736
OG0002802	AGAP010368	AAEL009748, AAEL026380
OG0002803	AGAP000496	AAEL009773
OG0002805	AGAP010298	AAEL009808
OG0002807	AGAP010257	AAEL009825, AAEL024434
OG0002808	AGAP013230	AAEL009835
OG0002809	AGAP001195	AAEL009839
OG0002810	AGAP001196	AAEL009846
OG0002811	AGAP007057	AAEL009857
OG0002812	AGAP007056	AAEL009858
OG0002813	AGAP000331	AAEL009869
OG0002814	AGAP001792	AAEL009883
OG0002815	AGAP002983	AAEL009893
OG0002816	AGAP001791	AAEL009895
OG0002817	AGAP004321, AGAP013475	AAEL009911
OG0002818	AGAP003397	AAEL012015, AAEL009913
OG0002819	AGAP003449	AAEL022554, AAEL009915
OG0002820	AGAP004483	AAEL009932
OG0002821	AGAP009945	AAEL009951
OG0002822	AGAP001826	AAEL009955
OG0002823	AGAP006885	AAEL009959
OG0002824	AGAP002306	AAEL009994
OG0002825	AGAP002364	AAEL010004
OG0002826	AGAP004098	AAEL010012
OG0002827	AGAP002144	AAEL010013, AAEL023654
OG0002828	AGAP005860	AAEL010037
OG0002829	AGAP002062	AAEL023468, AAEL010045
OG0002830	AGAP002061	AAEL022213, AAEL010048
OG0002831	AGAP002072	AAEL010049, AAEL021853
OG0002832	AGAP002182	AAEL010059
OG0002833	AGAP001916	AAEL010061
OG0002834	AGAP001919	AAEL010065
OG0002835	AGAP012663, AGAP010312	AAEL010067
OG0002836	AGAP011126	AAEL022340, AAEL010071
OG0002837	AGAP011127	AAEL010074, AAEL024455
OG0002838	AGAP007382	AAEL010108
OG0002839	AGAP007791	AAEL010145
OG0002840	AGAP007788	AAEL010147
OG0002841	AGAP001215	AAEL010162
OG0002842	AGAP001214	AAEL010175
OG0002843	AGAP001213	AAEL021915, AAEL010178
OG0002844	AGAP013011	AAEL010185, AAEL020182
OG0002845	AGAP004873	AAEL010190
OG0002846	AGAP001018	AAEL010214
OG0002847	AGAP002238	AAEL026577, AAEL010222
OG0002848	AGAP010233	AAEL010289, AAEL027040
OG0002849	AGAP012664, AGAP011069	AAEL010324
OG0002850	AGAP011065, AGAP011067	AAEL010327
OG0002851	AGAP005639	AAEL010379
OG0002852	AGAP007029	AAEL010386
OG0002853	AGAP005640	AAEL010387
OG0002854	AGAP004353	AAEL010411
OG0002855	AGAP004139, AGAP004137	AAEL010412
OG0002856	AGAP004594	AAEL010413
OG0002857	AGAP004656	AAEL010414
OG0002858	AGAP004207	AAEL010432
OG0002859	AGAP004282	AAEL010439
OG0002860	AGAP002283	AAEL010461, AAEL023327
OG0002861	AGAP003484	AAEL010483
OG0002862	AGAP029575	AAEL010488
OG0002863	AGAP005076	AAEL010509
OG0002864	AGAP003844	AAEL010513
OG0002865	AGAP008964, AGAP008963	AAEL010532
OG0002866	AGAP008969	AAEL010543
OG0002867	AGAP009882	AAEL010546
OG0002868	AGAP013406	AAEL023059, AAEL010557
OG0002869	AGAP000012	AAEL010563
OG0002870	AGAP012896, AGAP005632	AAEL010589
OG0002871	AGAP000337	AAEL010598
OG0002872	AGAP004122, AGAP004123	AAEL010626
OG0002873	AGAP009786	AAEL026393, AAEL010640
OG0002874	AGAP010198	AAEL010644, AAEL023255
OG0002875	AGAP006818	AAEL017375, AAEL010691
OG0002876	AGAP006942	AAEL010698
OG0002877	AGAP011374	AAEL010704
OG0002878	AGAP003880, AGAP013454	AAEL010721
OG0002879	AGAP009093	AAEL010732
OG0002880	AGAP029792, AGAP009585	AAEL010770
OG0002881	AGAP009594	AAEL020552, AAEL010772
OG0002882	AGAP004138, AGAP012792	AAEL010791
OG0002883	AGAP002024, AGAP012683	AAEL010815
OG0002884	AGAP003589	AAEL010816
OG0002885	AGAP028638	AAEL010869
OG0002886	AGAP001414	AAEL010896
OG0002887	AGAP005401	AAEL010900
OG0002888	AGAP011589	AAEL010909, AAEL010915
OG0002889	AGAP011623	AAEL010913
OG0002890	AGAP003733	AAEL010944
OG0002891	AGAP003728	AAEL010949
OG0002892	AGAP003732	AAEL010954
OG0002893	AGAP003729	AAEL010955
OG0002894	AGAP004876	AAEL010963
OG0002895	AGAP006620	AAEL024051, AAEL010964
OG0002896	AGAP002692	AAEL010978
OG0002897	AGAP007568	AAEL011049
OG0002898	AGAP007565	AAEL026089, AAEL011055
OG0002899	AGAP028027	AAEL020154, AAEL011056
OG0002900	AGAP010770	AAEL011067
OG0002901	AGAP010195	AAEL011073
OG0002902	AGAP029211, AGAP010192	AAEL011074
OG0002903	AGAP012666, AGAP010196	AAEL011078
OG0002904	AGAP010140, AGAP012582	AAEL011081
OG0002905	AGAP029599	AAEL011095
OG0002906	AGAP010075	AAEL011101
OG0002907	AGAP004852	AAEL021134, AAEL011105
OG0002908	AGAP003584	AAEL011112, AAEL024696
OG0002909	AGAP001526	AAEL011114
OG0002910	AGAP013249	AAEL027602, AAEL011125
OG0002911	AGAP005782	AAEL011136
OG0002912	AGAP003033	AAEL024420, AAEL011147
OG0002913	AGAP001519	AAEL011187, AAEL022923
OG0002914	AGAP005361	AAEL011210, AAEL011213
OG0002915	AGAP010439	AAEL011227
OG0002916	AGAP004514	AAEL011255
OG0002917	AGAP013036	AAEL011264
OG0002918	AGAP012439	AAEL011277
OG0002919	AGAP000883	AAEL011288
OG0002920	AGAP004523	AAEL022100, AAEL011329
OG0002921	AGAP008540	AAEL024423, AAEL011353
OG0002922	AGAP013287	AAEL011359
OG0002923	AGAP008900	AAEL011368
OG0002924	AGAP009490	AAEL011383
OG0002925	AGAP000950	AAEL011390
OG0002926	AGAP011661	AAEL011415
OG0002927	AGAP012867, AGAP012331	AAEL011416
OG0002928	AGAP029281	AAEL011422
OG0002929	AGAP005188	AAEL011465
OG0002930	AGAP001459	AAEL011471
OG0002931	AGAP001559	AAEL011480, AAEL021317
OG0002932	AGAP008125	AAEL024932, AAEL011488
OG0002933	AGAP007288	AAEL022271, AAEL011492
